word	Turkish-tr	emotion	emotion-intensity-score
complain	şikayet	anger	0.469
incite	kışkırtmak	anger	0.469
steal	çalmak	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	uymamak	anger	0.469
injury	hasar	anger	0.469
simmer	kaynatma	anger	0.469
distress	sıkıntı	anger	0.469
insanity	delilik	anger	0.469
selfish	bencil	anger	0.469
huff	huysuzluk	anger	0.469
selfishness	bencillik	anger	0.469
backoff	geri bas	anger	0.469
plunder	yağma	anger	0.469
stifled	stifled	anger	0.469
subversive	yıkıcı	anger	0.469
exile	sürgün	anger	0.469
offense	suç	anger	0.469
objection	itiraz	anger	0.469
recidivism	yeniden suç işleme eğilimi	anger	0.469
smother	boğmak	anger	0.469
perpetrator	fail	anger	0.469
dislike	Beğenmemek	anger	0.469
disruption	bozulma	anger	0.469
intolerance	hoşgörüsüzlük	anger	0.469
opposition	muhalefet	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	Kupa	anger	0.467
agony	ızdırap	anger	0.465
arrogant	kibirli	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	havalandırmak	anger	0.456
elimination	eliminasyon	anger	0.456
picketing	picketing	anger	0.456
haughty	mağrur	anger	0.456
troublesome	zahmetli	anger	0.455
clamor	yaygara	anger	0.455
busted	baskın	anger	0.455
constraint	kısıtlama	anger	0.455
crabby	huysuz	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	yanlış yönlendirmek	anger	0.455
illicit	yasadışı	anger	0.455
dying	ölen	anger	0.455
grated	rendelenmiş	anger	0.455
idiocy	aptallık	anger	0.455
illegality	illegallik	anger	0.455
flagrant	göze batan	anger	0.455
impermeable	geçirmez	anger	0.455
bad	kötü	anger	0.453
despotism	despotluk	anger	0.453
usurped	gasp	anger	0.453
godless	dinsiz	anger	0.453
disagreeing	yanıta katılmamak	anger	0.453
intense	yoğun	anger	0.453
struggle	mücadele	anger	0.453
suppress	bastırmak	anger	0.453
disapproving	onaylamayan	anger	0.453
desist	vazgeçmek	anger	0.453
bayonet	süngü	anger	0.453
displeased	dargın	anger	0.453
hysterical	isterik	anger	0.453
unlawful	kanunsuz	anger	0.451
wrongly	yanlış	anger	0.448
repellent	itici	anger	0.442
wasted	boşa	anger	0.441
foe	düşman	anger	0.441
dishonor	onursuzluk	anger	0.441
wrongful	haksız	anger	0.441
psychosis	psikoz	anger	0.441
aversion	hoşlanmama	anger	0.440
punitive	cezalandırıcı	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	eklemleri	anger	0.439
effigy	büst	anger	0.439
schism	bölünme	anger	0.439
ultimatum	ültimatom	anger	0.439
upset	üzgün	anger	0.439
worthless	değersiz	anger	0.438
deny	reddetmek	anger	0.438
ransom	fidye	anger	0.438
fugitive	firari	anger	0.438
deleterious	zararlı	anger	0.438
stupidity	aptallık	anger	0.438
abandonment	terk	anger	0.438
mucked	mucked	anger	0.438
separatist	ayrılıkçı	anger	0.438
irritation	tahriş	anger	0.438
oblivion	unutulma	anger	0.437
segregate	ayırmak	anger	0.437
payback	geri ödeme	anger	0.436
incongruous	yersiz	anger	0.435
eviction	tahliye	anger	0.435
collusion	hile	anger	0.432
rob	soymak	anger	0.431
infidelity	aldatma	anger	0.429
ravenous	yırtıcı	anger	0.429
overrun	aşmak	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	muştulamak	anger	0.426
martial	askeri	anger	0.426
painful	acı verici	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	inanmaz	anger	0.426
rejection	ret	anger	0.426
defense	savunma	anger	0.425
powerful	güçlü	anger	0.424
censor	sansürcü	anger	0.424
indecency	ahlaksızlık	anger	0.424
fraudulent	hileli	anger	0.424
gonorrhea	belsoğukluğu	anger	0.424
fallacious	aldatıcı	anger	0.424
concealment	gizlenme	anger	0.424
greed	hırs	anger	0.424
disobedience	itaatsizlik	anger	0.424
fuss	yaygara	anger	0.424
enforce	zorlamak	anger	0.424
banger	külüstür araba	anger	0.424
commotion	kargaşa	anger	0.424
defraud	dolandırmak	anger	0.424
discontent	hoşnutsuzluk	anger	0.424
unsympathetic	anlayışsız	anger	0.424
exasperation	öfke	anger	0.424
barb	diken	anger	0.422
banishment	sürgün	anger	0.422
sedition	isyana teşvik	anger	0.422
misrepresented	yanlış temsil edilen	anger	0.422
snubbed	snubbed	anger	0.422
penetration	nüfuz	anger	0.422
cracked	çatlamış	anger	0.422
annoyance	sıkıntı	anger	0.422
duel	düello	anger	0.422
penitentiary	cezaevi	anger	0.422
sarcasm	iğneleme	anger	0.422
deportation	sürgün	anger	0.422
nettle	ısırgan	anger	0.422
scar	yara izi	anger	0.422
bang	patlama	anger	0.422
cur	sokak köpeği	anger	0.422
blatant	bariz	anger	0.420
force	Kuvvet	anger	0.418
perverse	sapık	anger	0.415
wring	koparmak	anger	0.415
bastion	burç	anger	0.413
grim	gaddar	anger	0.413
sordid	çıkarcı	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	somurtkan	anger	0.412
tiff	kızma	anger	0.412
moody	huysuz	anger	0.412
hunting	avcılık	anger	0.411
indenture	senet	anger	0.410
sham	sahte	anger	0.409
squelch	çiğnemek	anger	0.409
awful	korkunç	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	bulaştırmak	anger	0.409
contradict	çelişmek	anger	0.409
supremacy	üstünlük	anger	0.409
sneak	gizlice	anger	0.409
cantwin	cantwin	anger	0.409
reproach	sitem	anger	0.409
compulsion	zorlama	anger	0.409
inept	beceriksiz	anger	0.409
blockade	kuşatma	anger	0.409
detainee	tutuklu	anger	0.409
forfeit	kaybetmek	anger	0.409
disappoint	hayal kırıklığına uğratmak	anger	0.409
lying	yalan söyleme	anger	0.408
epidemic	salgın	anger	0.406
tremor	titreme	anger	0.406
rail	Demiryolu	anger	0.406
onerous	külfetli	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	düşünülemez	anger	0.406
forsaken	terkedilmiş	anger	0.406
delusion	kuruntu	anger	0.406
wrongdoing	kabahat	anger	0.406
badger	porsuk	anger	0.406
antipathy	antipati	anger	0.406
inequality	eşitsizlik	anger	0.406
nuisance	sıkıntı	anger	0.406
scrapie	scrapie	anger	0.406
wop	pis İtalyan	anger	0.406
arguments	argümanlar	anger	0.404
affront	hakaret	anger	0.403
traumatic	travmatik	anger	0.402
libel	karalama	anger	0.400
sodding	sodding	anger	0.400
annoys	kızdıramaz	anger	0.400
watchout	dikkat et	anger	0.398
soslow	çok yavaş	anger	0.398
frenetic	çılgın	anger	0.397
remiss	ihmalci	anger	0.397
barge	mavna	anger	0.396
howl	uluma	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	şanssız	anger	0.394
extinguish	söndürmek	anger	0.394
keyed	anahtarlı	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	saygısızlık	anger	0.394
illegal	yasadışı	anger	0.394
rabble	ayaktakımı	anger	0.394
actionable	dava edilebilir	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	dolandırıcılık	anger	0.394
sue	talep etmek	anger	0.394
unfriendly	düşmanca	anger	0.394
confiscate	el koyma	anger	0.394
brimstone	kükürt	anger	0.392
argh	argh	anger	0.391
pique	pike	anger	0.391
recklessness	pervasızlık	anger	0.391
earthquake	deprem	anger	0.391
grrrrr	Hrrrrrrrrr	anger	0.391
dissolution	çözünme	anger	0.391
rigged	hileli	anger	0.391
disagree	katılmıyorum	anger	0.389
lawsuit	dava	anger	0.386
disused	kullanılmayan	anger	0.382
immorality	ahlaksızlık	anger	0.382
despair	umutsuzluk	anger	0.382
difficulty	zorluk	anger	0.379
incurable	çaresiz	anger	0.379
touchy	alıngan	anger	0.379
coerce	zorlamak	anger	0.379
sizzle	cızırtı	anger	0.379
rifle	tüfek	anger	0.379
falsification	tahrif	anger	0.379
pokes	dürtmeler	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	Boğaz	anger	0.379
picket	kazık	anger	0.378
concussion	sarsıntı	anger	0.377
pessimism	kötümserlik	anger	0.375
pitfall	görünmez tehlike	anger	0.375
infantile	çocukça	anger	0.375
disillusionment	hayal kırıklığı	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milis	anger	0.375
remand	iade etmek	anger	0.375
faulty	arızalı	anger	0.375
cannon	top	anger	0.375
rawr	rawr	anger	0.375
sly	sinsi	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	akrabasını tutma	anger	0.371
distressing	üzücü	anger	0.371
inhibit	engellemek	anger	0.371
vindicate	savunmak	anger	0.371
schizophrenia	şizofreni	anger	0.369
skewed	eğri	anger	0.368
disreputable	itibarsız	anger	0.368
forbidding	haşin	anger	0.368
conquest	fetih	anger	0.367
bark	bağırmak	anger	0.365
leukemia	lösemi	anger	0.365
barks	soyulmuş kabuk	anger	0.364
burke	boğmak	anger	0.364
challenge	meydan okuma	anger	0.364
disapprove	onaylamamak	anger	0.364
unhappy	mutsuz	anger	0.364
retarded	engelli	anger	0.364
warrior	savaşçı	anger	0.364
belt	kemer	anger	0.364
controversial	kontrollü	anger	0.359
opinionated	inatçı	anger	0.359
paucity	azlık	anger	0.359
broken	kırık	anger	0.359
litigate	dava	anger	0.359
polemic	polemik	anger	0.359
aftermath	sonrasının	anger	0.359
disliked	Sevmediği	anger	0.359
loudness	gürültü	anger	0.359
restriction	kısıtlama	anger	0.359
cad	cad	anger	0.359
sectarian	mezhep	anger	0.359
incompetence	beceriksizlik	anger	0.359
interrupting	kesintiye	anger	0.358
fussy	telaşlı	anger	0.357
wench	haspa	anger	0.353
misbehavior	terbiyesizlik	anger	0.351
gruff	hırçın	anger	0.351
remove	Kaldır	anger	0.351
brat	velet	anger	0.351
scarcity	kıtlık	anger	0.350
losing	kaybetme	anger	0.349
pest	haşere	anger	0.348
defect	kusur	anger	0.348
hardened	katılaşmış	anger	0.348
deserted	ıssız	anger	0.348
lie	Yalan	anger	0.348
retract	geri çekmek	anger	0.348
untrustworthy	güvenilmez	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	hayal kırıklığına uğramış	anger	0.348
disagreement	anlaşmazlık	anger	0.348
stigma	leke	anger	0.348
ulcer	ülser	anger	0.348
bias	önyargı	anger	0.345
negation	olumsuzluk	anger	0.344
antisocial	antisosyal	anger	0.344
evade	kaçınmak	anger	0.344
shoddy	kalitesiz	anger	0.344
bothering	rahatsız	anger	0.344
impotence	iktidarsızlık	anger	0.344
shaky	titrek	anger	0.344
misleading	yanıltıcı	anger	0.344
stripped	sıyrılmıştır	anger	0.344
disclaim	kabul etmemek	anger	0.344
unsettled	kararsız	anger	0.344
anxiety	kaygı	anger	0.344
stingy	paragöz	anger	0.344
deterioration	bozulma	anger	0.344
pirate	korsan	anger	0.344
unreliable	güvenilmez	anger	0.344
interminable	bitmez tükenmez	anger	0.343
disease	hastalık	anger	0.341
meddle	karışmak	anger	0.341
warp	eğrilik	anger	0.340
averse	gönülsüz	anger	0.338
infamous	rezil	anger	0.338
alcoholism	alkolizm	anger	0.338
row	kürek çekmek	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	hasta	anger	0.333
encumbrance	yük	anger	0.333
scorpion	akrep	anger	0.333
illegitimate	gayri meşru	anger	0.333
witchcraft	büyücülük	anger	0.333
interrupt	kesmek	anger	0.333
paralyzed	felçli	anger	0.333
sinner	günahkâr	anger	0.331
hulk	Hulk	anger	0.329
inconsiderate	düşüncesiz	anger	0.329
phony	sahte	anger	0.328
spammers	spam	anger	0.328
dashed	kesik	anger	0.328
disqualified	yetersiz	anger	0.328
fib	yalan	anger	0.328
hiss	tıslama	anger	0.328
brrr	Bırrr	anger	0.328
resisting	direnerek	anger	0.328
victim	kurban	anger	0.328
scapegoat	günah keçisi	anger	0.328
tighten	sıkmak	anger	0.328
opponent	karşı taraf	anger	0.328
crusade	haçlı seferi	anger	0.328
dislocated	çıkık	anger	0.328
grumpy	huysuz	anger	0.328
prohibited	yasak	anger	0.328
inappropriate	uygunsuz	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	kayıp	anger	0.324
eschew	sakınmak	anger	0.324
trickery	hile	anger	0.324
neglected	bakımsız	anger	0.324
canker	pamukçuk	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	beceriksizlik	anger	0.318
crunch	çatırtı	anger	0.318
duplicity	iki yüzlülük	anger	0.318
criticism	eleştiri	anger	0.318
shriek	çığlık	anger	0.316
depreciate	küçük düşürmek	anger	0.315
poverty	yoksulluk	anger	0.312
chaff	saman	anger	0.312
dupe	gırgır geçmek	anger	0.312
dramaqueen	drama kraliçesi	anger	0.312
dismissal	işten çıkarma	anger	0.312
mortality	ölüm oranı	anger	0.312
deflate	söndürmek	anger	0.312
carelessness	dikkatsizlik	anger	0.312
dumps	çöplük	anger	0.312
revving	devirli	anger	0.309
disallowed	izin verilmeyen	anger	0.308
thoughtless	düşüncesiz	anger	0.307
boisterous	fırtınalı	anger	0.307
burial	defin	anger	0.304
theocratic	teokratik	anger	0.303
wince	çekinme	anger	0.303
sullen	suratsız	anger	0.303
involution	karışıklık	anger	0.300
senseless	anlamsız	anger	0.297
stalemate	çıkmaz	anger	0.297
depreciated	amortismana	anger	0.297
wasteful	savurgan	anger	0.297
hoax	şaka	anger	0.297
misuse	yanlış kullanım	anger	0.297
getyourown	getyourown	anger	0.297
taxed	vergilendirilmiş	anger	0.297
depressed	bunalımlı	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	felç	anger	0.295
displaced	yerinden	anger	0.294
limited	sınırlı	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	gülünç	anger	0.289
teasing	alay	anger	0.288
sharpen	keskinleştirmek	anger	0.288
react	tepki	anger	0.288
presumptuous	küstah	anger	0.288
spine	omurga	anger	0.288
homeless	evsiz	anger	0.288
hoot	yuh	anger	0.287
twitchy	twitchy	anger	0.287
barrier	bariyer	anger	0.287
myopia	miyopi	anger	0.283
contraband	kaçak	anger	0.281
disconnects	kesilirse	anger	0.281
spam	istenmeyen e	anger	0.281
lagging	gecikmeli	anger	0.281
shiver	titreme	anger	0.281
agh	agh	anger	0.281
restitution	tazmin	anger	0.281
flexin	Flexin	anger	0.281
incompatible	uyumsuz	anger	0.281
delinquent	suçlu	anger	0.281
noncompliance	uymama	anger	0.279
troll	trol	anger	0.279
buffering	tamponlama	anger	0.279
unfairness	insafsızlık	anger	0.279
foray	yağma	anger	0.279
nether	cehennem	anger	0.278
bugaboo	öcü	anger	0.273
immaturity	hamlık	anger	0.273
bogus	sahte	anger	0.273
uncaring	umursamaz	anger	0.273
shock	şok	anger	0.269
feisty	alıngan	anger	0.269
defendant	sanık	anger	0.266
latent	gizli	anger	0.266
rapping	rap	anger	0.266
pry	gözetlemek	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ayı	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	etkisiz	anger	0.266
quandary	ikilem	anger	0.266
inconvenient	uygunsuz	anger	0.266
feminism	feminizm	anger	0.266
humbug	riyakârlık	anger	0.266
interrupts	kesmeler	anger	0.265
fluctuation	dalgalanma	anger	0.265
exaggerate	abartmak	anger	0.263
lose	kaybetmek	anger	0.261
patter	pıtırtı	anger	0.258
tease	kızdırmak	anger	0.258
furnace	fırın	anger	0.258
stone	taş	anger	0.258
shoplifting	hırsızlık	anger	0.258
soldier	asker	anger	0.258
incompetent	beceriksiz	anger	0.257
indoctrination	doktrinleştirme	anger	0.255
skid	kızak	anger	0.250
notoriety	adı çıkma	anger	0.250
falsehood	yalan	anger	0.250
untrue	yanlış	anger	0.250
mastery	ustalık	anger	0.250
tripping	açma	anger	0.250
nonsense	saçmalık	anger	0.250
unfollow	unfollow	anger	0.250
noisy	gürültülü	anger	0.250
pouting	somurtarak	anger	0.250
cane	baston	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	güçleştirmek	anger	0.250
socialist	sosyalist	anger	0.250
lawyer	avukat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	büyük harf kilidi	anger	0.242
fenced	çitle çevrili	anger	0.242
obstacle	engel	anger	0.242
halter	yular	anger	0.242
witch	cadı	anger	0.242
vampire	vampir	anger	0.242
detract	eksiltmek	anger	0.242
ringer	zil	anger	0.242
frowning	çatık	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	açlık	anger	0.235
recession	durgunluk	anger	0.234
lava	lav	anger	0.234
shell	kabuk	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	uğraşmaya	anger	0.234
tariff	tarife	anger	0.234
failing	hata	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	kerata	anger	0.234
politics	siyaset	anger	0.234
undesirable	istenmeyen	anger	0.231
darkness	karanlık	anger	0.227
versus	e karşı	anger	0.227
resign	çekilmek	anger	0.227
copycat	taklitçi	anger	0.227
soaked	batırılmış	anger	0.226
unfulfilled	yerine getirilmemiş	anger	0.225
abandoned	terkedilmiş	anger	0.222
bankruptcy	iflas	anger	0.221
owing	borçlu	anger	0.221
unattainable	ulaşılamaz	anger	0.221
unhelpful	yardımcı olmayan	anger	0.219
twitching	seğirmesi	anger	0.219
confusion	karışıklık	anger	0.219
mosquito	sivrisinek	anger	0.219
warden	bekçi	anger	0.219
misconception	yanlış kanı	anger	0.219
compress	kompres	anger	0.219
whiny	ağlamaklı	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	araç	anger	0.219
nosey	meraklı	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	kıtlık	anger	0.212
adder	engerek	anger	0.212
melodrama	melodram	anger	0.212
overplayed	overplayed	anger	0.206
possession	mülk	anger	0.206
desert	çöl	anger	0.206
pout	surat asmak	anger	0.203
uninvited	davetsiz	anger	0.203
arraignment	kabahat yükleme	anger	0.203
inefficient	yetersiz	anger	0.203
rook	kale	anger	0.203
unlucky	şanssız	anger	0.203
unpaid	ödenmemiş	anger	0.203
backbone	omurga	anger	0.203
sentence	cümle	anger	0.203
powerless	güçsüz	anger	0.203
court	mahkeme	anger	0.199
endless	sonsuz	anger	0.198
adverts	reklamlar	anger	0.197
delay	gecikme	anger	0.197
misstatement	yanlış ifade	anger	0.197
distracted	dikkati dağılmış	anger	0.197
misunderstanding	yanlış anlama	anger	0.195
excite	heyecanlandırmak	anger	0.191
inadmissible	kabul edilemez	anger	0.191
lightning	Şimşek	anger	0.189
incase	bu durumda	anger	0.188
preclude	önlemek	anger	0.188
insecure	güvensiz	anger	0.188
mournful	kederli	anger	0.188
rating	değerlendirme	anger	0.182
mistress	metres	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	davacı	anger	0.182
insist	ısrar etmek	anger	0.182
distracting	dikkat dağıtıcı	anger	0.182
opium	afyon	anger	0.180
willful	kasıtlı	anger	0.176
deserve	hak etmek	anger	0.176
insists	ısrar	anger	0.175
treat	tedavi etmek	anger	0.175
misplace	misplace	anger	0.172
indecisive	kararsız	anger	0.172
gibberish	saçmalık	anger	0.172
fleece	kırkmak	anger	0.172
fee	ücret	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	kurtarmak	anger	0.172
excitation	uyarma	anger	0.172
hormonal	hormonsal	anger	0.172
mighty	güçlü	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	havlama	anger	0.168
unequal	eşitsiz	anger	0.167
insufficiency	yetmezlik	anger	0.167
hamstring	aksatmak	anger	0.167
bargaining	pazarlık	anger	0.167
mule	katır	anger	0.167
insignificant	önemsiz	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	kayıtsızlık	anger	0.156
rheumatism	romatizma	anger	0.156
coop	kümes	anger	0.156
forearm	kolun ön kısmı	anger	0.156
uncertain	belirsiz	anger	0.152
bee	bal arısı	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ilgi	anger	0.152
disinformation	yanlış bilgi verme	anger	0.152
attorney	avukat	anger	0.152
underpaid	düşük ücretli	anger	0.152
pretending	davranarak	anger	0.152
campaigning	kampanya	anger	0.151
hopelessness	umutsuzluk	anger	0.149
feeling	duygu	anger	0.147
legalized	yasallaşması	anger	0.145
caution	Dikkat	anger	0.145
subsidy	sübvansiyon	anger	0.141
obliging	yardımsever	anger	0.141
morals	töre	anger	0.141
sterling	som	anger	0.141
wimpy	wimpy	anger	0.140
bummer	serseri	anger	0.139
misspell	yanlış yazmak	anger	0.136
saloon	salon	anger	0.136
repay	ödemek	anger	0.136
blemish	leke	anger	0.136
surcharge	sürşarj	anger	0.136
geez	Tanrım	anger	0.136
birch	huş ağacı	anger	0.135
noob	çaylak	anger	0.133
honk	korna sesi	anger	0.133
orchestra	orkestra	anger	0.132
competitive	rekabetçi	anger	0.125
wireless	kablosuz	anger	0.125
standstill	duraklama	anger	0.125
mosque	cami	anger	0.122
reversal	tersine çevirme	anger	0.121
inattention	dikkatsizlik	anger	0.121
lace	dantel	anger	0.118
elbow	dirsek	anger	0.117
instinctive	içgüdüsel	anger	0.112
chant	ilahi	anger	0.111
lonely	yalnız	anger	0.109
gnome	cüce	anger	0.109
tolerate	katlanmak	anger	0.106
management	yönetim	anger	0.102
advocacy	savunma	anger	0.100
moral	manevi	anger	0.094
roadworks	Yol Çalışması	anger	0.091
honest	dürüst	anger	0.087
forgetful	unutkan	anger	0.076
gent	centilmen	anger	0.076
liquor	likör	anger	0.075
money	para	anger	0.074
hood	kukuleta	anger	0.071
curriculum	Müfredat	anger	0.063
words	kelimeler	anger	0.062
smell	koku	anger	0.061
