word	Hmong-hmn	emotion	emotion-intensity-score
angermanagement	NO TRANSLATION	anger	0.469
disobey	tsis ua	anger	0.469
injury	raug mob	anger	0.469
simmer	simmer	anger	0.469
distress	kev nyuaj siab	anger	0.469
insanity	insanity	anger	0.469
selfish	qia dub	anger	0.469
huff	huff	anger	0.469
selfishness	qia dub	anger	0.469
backoff	rov qab	anger	0.469
plunder	plunder	anger	0.469
stifled	stifled	anger	0.469
subversive	subversive	anger	0.469
exile	exile	anger	0.469
offense	ua txhaum	anger	0.469
objection	tawm tsam	anger	0.469
recidivism	recidivism	anger	0.469
smother	smother	anger	0.469
perpetrator	neeg ua haujlwm	anger	0.469
dislike	tsis nyiam	anger	0.469
disruption	kev cuam tshuam	anger	0.469
intolerance	tsis txaus ntseeg	anger	0.469
opposition	txheem	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	kev txom nyem	anger	0.465
arrogant	khav theeb	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	qhov quav	anger	0.456
elimination	tshem tawm	anger	0.456
picketing	xaiv	anger	0.456
haughty	haughty	anger	0.456
troublesome	teeb meem	anger	0.455
clamor	clamour	anger	0.455
busted	busted	anger	0.455
constraint	constraint	anger	0.455
crabby	vauv	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	mislead	anger	0.455
illicit	tsis raug cai	anger	0.455
dying	tuag	anger	0.455
grated	grated	anger	0.455
idiocy	kev hais lus	anger	0.455
illegality	txhaum cai	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	impermeable	anger	0.455
bad	phem	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	tsis pom zoo	anger	0.453
intense	khaus	anger	0.453
struggle	tawm tsam	anger	0.453
suppress	suppress	anger	0.453
disapproving	tsis pom zoo	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	tsis txaus siab	anger	0.453
hysterical	ntxeev siab	anger	0.453
unlawful	tsis raug cai	anger	0.451
wrongly	wrongly	anger	0.448
repellent	tiv thaiv	anger	0.442
wasted	khib	anger	0.441
foe	foe	anger	0.441
dishonor	dishonor	anger	0.441
wrongful	tsis ncaj ncees	anger	0.441
psychosis	psychosis	anger	0.441
aversion	aversion	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	kev tawm tsam	anger	0.439
ultimatum	kawg	anger	0.439
upset	chim siab	anger	0.439
worthless	worthless	anger	0.438
deny	tsis kam	anger	0.438
ransom	nqe txhiv	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	kev nrauj	anger	0.438
mucked	mucked	anger	0.438
separatist	cais	anger	0.438
irritation	voos	anger	0.438
oblivion	oblivion	anger	0.437
segregate	cais	anger	0.437
payback	nyiaj rov qab	anger	0.436
incongruous	incongruous	anger	0.435
eviction	raug ncaws tawm tsev	anger	0.435
collusion	collusion	anger	0.432
rob	hlau	anger	0.431
infidelity	kev plees kev yi	anger	0.429
ravenous	ravenous	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ntxeev siab	anger	0.426
martial	sib ntaus	anger	0.426
painful	mob heev	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	thim rov qab	anger	0.426
defense	tiv thaiv	anger	0.425
powerful	haib	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	dag	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	ntxeev siab	anger	0.424
concealment	zais	anger	0.424
greed	kev ntshaw	anger	0.424
disobedience	tsis mloog lus	anger	0.424
fuss	fuss	anger	0.424
enforce	tswj	anger	0.424
banger	banger	anger	0.424
commotion	quaj qw	anger	0.424
defraud	khib nyiab	anger	0.424
discontent	poob siab	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	banishment	anger	0.422
sedition	sedition	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	nkag mus	anger	0.422
cracked	tawg	anger	0.422
annoyance	ntxhov siab	anger	0.422
duel	duel	anger	0.422
penitentiary	kev raug nplua	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	teb chaws	anger	0.422
nettle	nettle	anger	0.422
scar	caws pliav	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	quab yuam	anger	0.418
perverse	perverse	anger	0.415
wring	sau ntawv	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	chim siab	anger	0.412
hunting	tua tsiaj	anger	0.411
indenture	khees me ntsis	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	phem heev	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	fab	anger	0.409
supremacy	supremacy	anger	0.409
sneak	nka mus	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproach	anger	0.409
compulsion	compulsion	anger	0.409
inept	inept	anger	0.409
blockade	blockade	anger	0.409
detainee	detainee	anger	0.409
forfeit	forfeit	anger	0.409
disappoint	tu siab	anger	0.409
lying	dag	anger	0.408
epidemic	phaum mob	anger	0.406
tremor	tremor	anger	0.406
rail	kev tsheb nqaj hlau	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	tsis xav	anger	0.406
forsaken	tso tseg	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	kev tsis ncaj ncees	anger	0.406
badger	badger	anger	0.406
antipathy	antipathy	anger	0.406
inequality	tsis sib npaug	anger	0.406
nuisance	xeeb txob	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	sib cav	anger	0.404
affront	affront	anger	0.403
traumatic	kev puas ntsoog	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	watchout	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	tshem tawm	anger	0.397
barge	barge	anger	0.396
howl	nqhis	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	thawv	anger	0.394
untoward	untoward	anger	0.394
extinguish	tua	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	tsis hwm	anger	0.394
illegal	txhaum cai	anger	0.394
rabble	luav	anger	0.394
actionable	ua tau	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	kev dag	anger	0.394
sue	foob	anger	0.394
unfriendly	unfriendly	anger	0.394
confiscate	confiscate	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	tsis txaus ntseeg	anger	0.391
earthquake	av qeeg	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	xaus	anger	0.391
rigged	rigged	anger	0.391
disagree	tsis pom zoo	anger	0.389
lawsuit	kev sib foob	anger	0.386
disused	tsis siv	anger	0.382
immorality	tsis ncaj ncees	anger	0.382
despair	kev poob siab	anger	0.382
difficulty	nyuaj	anger	0.379
incurable	incurable	anger	0.379
touchy	touchy	anger	0.379
coerce	kev sib koom tes	anger	0.379
sizzle	sizzle	anger	0.379
rifle	phom loj	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	mob	anger	0.379
picket	picket	anger	0.378
concussion	nraub qaum	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantile	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	tub rog	anger	0.375
remand	remand	anger	0.375
faulty	faulty	anger	0.375
cannon	cannon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	nyuab siab	anger	0.371
inhibit	inhibit	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	tus mob schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	forbidding	anger	0.368
conquest	conquest	anger	0.367
bark	cov tawv ntoo	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	kev sib tw	anger	0.364
disapprove	tsis pom zoo	anger	0.364
unhappy	tsis zoo siab	anger	0.364
retarded	retarded	anger	0.364
warrior	tub rog	anger	0.364
belt	siv	anger	0.364
controversial	muaj teeb meem	anger	0.359
opinionated	xav tau	anger	0.359
paucity	paucity	anger	0.359
broken	tawg	anger	0.359
litigate	litigate	anger	0.359
polemic	polemic	anger	0.359
aftermath	tom qab	anger	0.359
disliked	tsis nyiam	anger	0.359
loudness	nrov nrov	anger	0.359
restriction	txwv	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	tsis muaj peev xwm	anger	0.359
interrupting	interrupting	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	kev coj tsis tus	anger	0.351
gruff	gruff	anger	0.351
remove	tshem tawm	anger	0.351
brat	brat	anger	0.351
scarcity	kev tsis txaus	anger	0.350
losing	poob	anger	0.349
pest	kab tsuag	anger	0.348
defect	kho	anger	0.348
hardened	sib zog	anger	0.348
deserted	deserted	anger	0.348
lie	pw	anger	0.348
retract	rov qab los	anger	0.348
untrustworthy	untrustworthy	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	chim siab	anger	0.348
disagreement	tsis sib haum	anger	0.348
stigma	stigma	anger	0.348
ulcer	roog	anger	0.348
bias	kev ntxub	anger	0.345
negation	negation	anger	0.344
antisocial	antisocial	anger	0.344
evade	nkaum	anger	0.344
shoddy	shoddy	anger	0.344
bothering	txhawj xeeb	anger	0.344
impotence	impotence	anger	0.344
shaky	thawv	anger	0.344
misleading	hais tsis tiav	anger	0.344
stripped	stripped	anger	0.344
disclaim	tshem tawm	anger	0.344
unsettled	tsis sib haum	anger	0.344
anxiety	ntxhov siab vim	anger	0.344
stingy	stingy	anger	0.344
deterioration	deterioration	anger	0.344
pirate	pirate	anger	0.344
unreliable	unreliable	anger	0.344
interminable	interminable	anger	0.343
disease	kab mob	anger	0.341
meddle	sib tham	anger	0.341
warp	warp	anger	0.340
averse	averse	anger	0.338
infamous	infamous	anger	0.338
alcoholism	kev quav dej caw	anger	0.338
row	uake	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	mob	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	tsis raws cai	anger	0.333
witchcraft	kev ua khawv koob	anger	0.333
interrupt	kev cuam tshuam	anger	0.333
paralyzed	tuag tes tuag taw	anger	0.333
sinner	tug neeg txhaum	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inconsiderate	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	tsis tsim nyog	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	tiv taus	anger	0.328
victim	tus neeg raug tsim txom	anger	0.328
scapegoat	kev sib txawv	anger	0.328
tighten	ceev	anger	0.328
opponent	tus nrog sib ntaus	anger	0.328
crusade	kev sib ntaus	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	txwv tsis pub	anger	0.328
inappropriate	tsis tsim nyog	anger	0.324
haye	haye	anger	0.324
loss	poob	anger	0.324
eschew	eschew	anger	0.324
trickery	kev dag ntxias	anger	0.324
neglected	neglected	anger	0.324
canker	canker	anger	0.323
queues	queues	anger	0.318
muff	muff	anger	0.318
crunch	ntxeev	anger	0.318
duplicity	duplicity	anger	0.318
criticism	kev thuam	anger	0.318
shriek	shriek	anger	0.316
depreciate	poob	anger	0.315
poverty	txom nyem	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	lawb tawm	anger	0.312
mortality	lub neej no	anger	0.312
deflate	deflate	anger	0.312
carelessness	kev ntsim siab	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	tsis pom zoo	anger	0.308
thoughtless	thoughtless	anger	0.307
boisterous	khoob khoob	anger	0.307
burial	faus	anger	0.304
theocratic	txoj kev ntseeg	anger	0.303
wince	vince	anger	0.303
sullen	sullen	anger	0.303
involution	kev sib hloov	anger	0.300
senseless	tsis paub	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	poob	anger	0.297
wasteful	wasteful	anger	0.297
hoax	dag	anger	0.297
misuse	txhaum cai	anger	0.297
getyourown	getyourown	anger	0.297
taxed	se them	anger	0.297
depressed	nyuaj siab	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	tuag tes tuag taw	anger	0.295
displaced	tawm mus	anger	0.294
limited	txwv	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	tsis zoo	anger	0.289
teasing	kev sib cav	anger	0.288
sharpen	hov	anger	0.288
react	hnov mob	anger	0.288
presumptuous	ua siab ntev	anger	0.288
spine	qaum	anger	0.288
homeless	tsis muaj tsev nyob	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	teeb meem	anger	0.287
myopia	myopia	anger	0.283
contraband	tiv thaiv	anger	0.281
disconnects	disconnect	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	rov qab kho dua	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	tsis ua raws cai	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	tsis ncaj ncees	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	tsis paub qab hau	anger	0.273
bogus	bogus	anger	0.273
uncaring	uncaring	anger	0.273
shock	poob siab	anger	0.269
feisty	feisty	anger	0.269
defendant	raug foob	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	dais	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	ua haujlwm	anger	0.266
quandary	quandary	anger	0.266
inconvenient	phim	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	teebmeem	anger	0.265
exaggerate	exaggerate	anger	0.263
lose	poob	anger	0.261
patter	patter	anger	0.258
tease	teebmeem	anger	0.258
furnace	cua sov	anger	0.258
stone	pob zeb	anger	0.258
shoplifting	kev ua lag luam	anger	0.258
soldier	tub rog	anger	0.258
incompetent	tsis muaj peev xwm	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	nplua	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	cuav	anger	0.250
untrue	tsis tseeb	anger	0.250
mastery	kev paub	anger	0.250
tripping	tripping	anger	0.250
nonsense	dev paus	anger	0.250
unfollow	unfollow	anger	0.250
noisy	nrov nrov	anger	0.250
pouting	pouting	anger	0.250
cane	pas nrig	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	foob ​​pob hluav taws	anger	0.250
complicate	nyuaj	anger	0.250
socialist	Socialist	anger	0.250
lawyer	kws lij choj	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	fenced	anger	0.242
obstacle	kev khuam	anger	0.242
halter	Halter	anger	0.242
witch	dab	anger	0.242
vampire	vampire	anger	0.242
detract	tshem tawm	anger	0.242
ringer	ringer	anger	0.242
frowning	ntxhuav	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	kev tshaib kev nqhis	anger	0.235
recession	kev txom nyem	anger	0.234
lava	lava	anger	0.234
shell	plhaub	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariff	anger	0.234
failing	poob	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	kev lag luam	anger	0.234
undesirable	undesirable	anger	0.231
darkness	tsaus ntuj	anger	0.227
versus	tiv tiag	anger	0.227
resign	tshem tawm	anger	0.227
copycat	copycat	anger	0.227
soaked	soaked	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	tso tseg	anger	0.222
bankruptcy	kev poob nyiaj	anger	0.221
owing	tshuav nuj nqi	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	tsis meej pem	anger	0.219
mosquito	yoov tshaj cum	anger	0.219
warden	tus thawj coj	anger	0.219
misconception	misconception	anger	0.219
compress	compress	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	cuab yeej	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	Harry	anger	0.212
shortage	tsis txaus	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	muaj	anger	0.206
desert	Desert	anger	0.206
pout	pout	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	kev cog lus	anger	0.203
inefficient	ua lag luam	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	tsis them	anger	0.203
backbone	pob txha	anger	0.203
sentence	kab lus	anger	0.203
powerless	tsis muaj zog	anger	0.203
court	lub tsev hais plaub	anger	0.199
endless	kawg	anger	0.198
adverts	tshaj tawm	anger	0.197
delay	ncua	anger	0.197
misstatement	kev tsis sib haum xeeb	anger	0.197
distracted	tsis muaj kev cuam tshuam	anger	0.197
misunderstanding	tsis to taub	anger	0.195
excite	excite	anger	0.191
inadmissible	tsis yog	anger	0.191
lightning	xob laim	anger	0.189
incase	incase	anger	0.188
preclude	cia li kaw	anger	0.188
insecure	insecure	anger	0.188
mournful	mournful	anger	0.188
rating	kev ntsuam xyuas	anger	0.182
mistress	tus hluas nkauj	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	thov	anger	0.182
insist	hais	anger	0.182
distracting	kev cuam tshuam	anger	0.182
opium	yeeb tshuaj	anger	0.180
willful	siab nyiam	anger	0.176
deserve	tsim nyog	anger	0.176
insists	insists	anger	0.175
treat	kho	anger	0.175
misplace	misplace	anger	0.172
indecisive	tsis nyiam	anger	0.172
gibberish	gibberish	anger	0.172
fleece	fleece	anger	0.172
fee	nqi	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	tso dim	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonal	anger	0.172
mighty	mighty	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	tsis ncaj ncees	anger	0.167
insufficiency	tsis muaj txhij txhua	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	sib tham	anger	0.167
mule	zag	anger	0.167
insignificant	tsis tseem ceeb	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indifference	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	tsis meej	anger	0.152
bee	Bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	kev koom tes	anger	0.152
disinformation	disinformation	anger	0.152
attorney	kws lij choj	anger	0.152
underpaid	them nyiaj tshaj	anger	0.152
pretending	pretending	anger	0.152
campaigning	tawm tswv yim	anger	0.151
hopelessness	tsis muaj kev vam	anger	0.149
feeling	kev xav	anger	0.147
legalized	legalized	anger	0.145
caution	ceeb toom	anger	0.145
subsidy	subsidy	anger	0.141
obliging	yuam kev	anger	0.141
morals	kev coj dawb huv	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	them rov qab	anger	0.136
blemish	blemish	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orchestra	anger	0.132
competitive	sib tw	anger	0.125
wireless	wireless	anger	0.125
standstill	standstill	anger	0.125
mosque	mosque	anger	0.122
reversal	hloov tshiab	anger	0.121
inattention	kev sib tham	anger	0.121
lace	lace	anger	0.118
elbow	luj tshib	anger	0.117
instinctive	instinctive	anger	0.112
chant	chant	anger	0.111
lonely	kho siab	anger	0.109
gnome	gnome	anger	0.109
tolerate	zam	anger	0.106
management	kev tswj hwm	anger	0.102
advocacy	kev tawm suab	anger	0.100
moral	kev ncaj ncees	anger	0.094
roadworks	roadworks	anger	0.091
honest	ncaj ncees	anger	0.087
forgetful	tsis nco qab	anger	0.076
gent	gent	anger	0.076
liquor	cawv	anger	0.075
money	nyiaj	anger	0.074
hood	hood	anger	0.071
curriculum	cov ntawv kawm	anger	0.063
words	lus	anger	0.062
smell	ntxhiab tsw	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	tus kws pab tswv yim	anger	0.059
trumpet	trumpet	anger	0.059
birthplace	yug me nyuam	anger	0.051
ribbon	Ribbon	anger	0.047
youth	cov hluas	anger	0.045
