word	French-fr	emotion	emotion-intensity-score
godless	impie	anger	0.453
disagreeing	en désaccord	anger	0.453
intense	intense	anger	0.453
struggle	lutte	anger	0.453
suppress	réprimer	anger	0.453
disapproving	désapprobateur	anger	0.453
desist	cesser	anger	0.453
bayonet	baïonnette	anger	0.453
displeased	mécontent	anger	0.453
hysterical	hystérique	anger	0.453
unlawful	illicite	anger	0.451
wrongly	à tort	anger	0.448
repellent	repoussant	anger	0.442
wasted	perdu	anger	0.441
foe	ennemi	anger	0.441
dishonor	déshonorer	anger	0.441
wrongful	injustifié	anger	0.441
psychosis	psychose	anger	0.441
aversion	aversion	anger	0.440
punitive	punitif	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	jointures	anger	0.439
effigy	effigie	anger	0.439
schism	schisme	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	dérangé	anger	0.439
worthless	sans valeur	anger	0.438
deny	Nier	anger	0.438
ransom	une rançon	anger	0.438
fugitive	fugitif	anger	0.438
deleterious	délétère	anger	0.438
stupidity	stupidité	anger	0.438
abandonment	abandon	anger	0.438
mucked	mucked	anger	0.438
separatist	séparatiste	anger	0.438
irritation	irritation	anger	0.438
oblivion	oubli	anger	0.437
segregate	séparer	anger	0.437
payback	remboursement	anger	0.436
incongruous	incongru	anger	0.435
eviction	expulsion	anger	0.435
collusion	connivence	anger	0.432
rob	Rob	anger	0.431
infidelity	infidélité	anger	0.429
ravenous	vorace	anger	0.429
overrun	envahi	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	présage	anger	0.426
martial	martial	anger	0.426
painful	douloureux	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incrédule	anger	0.426
rejection	rejet	anger	0.426
defense	la défense	anger	0.425
powerful	puissant	anger	0.424
censor	censurer	anger	0.424
indecency	indécence	anger	0.424
fraudulent	frauduleux	anger	0.424
gonorrhea	blennorragie	anger	0.424
fallacious	fallacieux	anger	0.424
concealment	dissimulation	anger	0.424
greed	avidité	anger	0.424
disobedience	désobéissance	anger	0.424
fuss	agitation	anger	0.424
enforce	imposer	anger	0.424
banger	pétard	anger	0.424
commotion	agitation	anger	0.424
defraud	frauder	anger	0.424
discontent	mécontentement	anger	0.424
unsympathetic	antipathique	anger	0.424
exasperation	exaspération	anger	0.424
barb	barbillon	anger	0.422
banishment	bannissement	anger	0.422
sedition	sédition	anger	0.422
misrepresented	déformé	anger	0.422
snubbed	refoulé	anger	0.422
penetration	pénétration	anger	0.422
cracked	fissuré	anger	0.422
annoyance	contrariété	anger	0.422
duel	duel	anger	0.422
penitentiary	pénitencier	anger	0.422
sarcasm	sarcasme	anger	0.422
deportation	déportation	anger	0.422
nettle	ortie	anger	0.422
scar	cicatrice	anger	0.422
bang	coup	anger	0.422
cur	cur	anger	0.422
blatant	flagrant	anger	0.420
force	Obliger	anger	0.418
perverse	pervers	anger	0.415
wring	tordre	anger	0.415
bastion	bastion	anger	0.413
grim	sinistre	anger	0.413
sordid	sordide	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	bourru	anger	0.412
tiff	tiff	anger	0.412
moody	de mauvaise humeur	anger	0.412
hunting	chasse	anger	0.411
indenture	indenture	anger	0.410
sham	faux	anger	0.409
squelch	écraser	anger	0.409
awful	terrible	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	impliquer	anger	0.409
contradict	contredire	anger	0.409
supremacy	suprématie	anger	0.409
sneak	se faufiler	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproche	anger	0.409
compulsion	compulsion	anger	0.409
inept	inepte	anger	0.409
blockade	blocus	anger	0.409
detainee	détenu	anger	0.409
forfeit	déclarer forfait	anger	0.409
disappoint	décevoir	anger	0.409
lying	mensonge	anger	0.408
epidemic	épidémie	anger	0.406
tremor	tremblement	anger	0.406
rail	rail	anger	0.406
onerous	lourd	anger	0.406
cacophony	cacophonie	anger	0.406
unthinkable	impensable	anger	0.406
forsaken	abandonné	anger	0.406
delusion	illusion	anger	0.406
wrongdoing	méfait	anger	0.406
badger	blaireau	anger	0.406
antipathy	antipathie	anger	0.406
inequality	inégalité	anger	0.406
nuisance	nuisance	anger	0.406
scrapie	tremblante	anger	0.406
wop	wop	anger	0.406
arguments	arguments	anger	0.404
affront	affront	anger	0.403
traumatic	traumatique	anger	0.402
libel	calomnie	anger	0.400
sodding	farniente	anger	0.400
annoys	agace	anger	0.400
watchout	Fais attention	anger	0.398
soslow	tellement lent	anger	0.398
frenetic	frénétique	anger	0.397
remiss	négligent	anger	0.397
barge	barge	anger	0.396
howl	hurler	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxe	anger	0.394
untoward	fâcheux	anger	0.394
extinguish	éteindre	anger	0.394
keyed	claveté	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	manque de respect	anger	0.394
illegal	illégal	anger	0.394
rabble	populace	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraude	anger	0.394
sue	poursuivre en justice	anger	0.394
unfriendly	hostile	anger	0.394
confiscate	confisquer	anger	0.394
brimstone	soufre	anger	0.392
argh	argh	anger	0.391
pique	piquer	anger	0.391
recklessness	insouciance	anger	0.391
earthquake	tremblement de terre	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolution	anger	0.391
rigged	gréé	anger	0.391
disagree	être en désaccord	anger	0.389
lawsuit	procès	anger	0.386
disused	abandonné	anger	0.382
immorality	immoralité	anger	0.382
despair	désespoir	anger	0.382
difficulty	difficulté	anger	0.379
incurable	incurable	anger	0.379
touchy	suceptible	anger	0.379
coerce	contraindre	anger	0.379
sizzle	grésiller	anger	0.379
rifle	fusil	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	endolori	anger	0.379
picket	piquet	anger	0.378
concussion	commotion cérébrale	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	piège	anger	0.375
infantile	infantile	anger	0.375
disillusionment	désillusion	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milice	anger	0.375
remand	renvoi	anger	0.375
faulty	défectueux	anger	0.375
cannon	canon	anger	0.375
rawr	rawr	anger	0.375
sly	sournois	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	népotisme	anger	0.371
distressing	pénible	anger	0.371
inhibit	inhiber	anger	0.371
vindicate	justifier	anger	0.371
schizophrenia	schizophrénie	anger	0.369
skewed	biaisé	anger	0.368
disreputable	de mauvaise réputation	anger	0.368
forbidding	interdiction	anger	0.368
conquest	conquête	anger	0.367
bark	écorce	anger	0.365
leukemia	leucémie	anger	0.365
barks	aboiements	anger	0.364
burke	burke	anger	0.364
challenge	défi	anger	0.364
disapprove	désapprouver	anger	0.364
unhappy	malheureux	anger	0.364
retarded	retardé	anger	0.364
warrior	guerrier	anger	0.364
belt	ceinture	anger	0.364
controversial	controversé	anger	0.359
opinionated	dogmatique	anger	0.359
paucity	manque	anger	0.359
broken	cassé	anger	0.359
litigate	plaider	anger	0.359
polemic	polémique	anger	0.359
aftermath	conséquences	anger	0.359
disliked	n'aimait pas	anger	0.359
loudness	intensité	anger	0.359
restriction	restriction	anger	0.359
cad	goujat	anger	0.359
sectarian	sectaire	anger	0.359
incompetence	incompétence	anger	0.359
interrupting	interrompre	anger	0.358
fussy	difficile	anger	0.357
wench	jeune fille	anger	0.353
misbehavior	mauvaise conduite	anger	0.351
gruff	bourru	anger	0.351
remove	retirer	anger	0.351
brat	gosse	anger	0.351
scarcity	rareté	anger	0.350
losing	perdant	anger	0.349
pest	ravageur	anger	0.348
defect	défaut	anger	0.348
hardened	endurci	anger	0.348
deserted	déserté	anger	0.348
lie	mensonge	anger	0.348
retract	se rétracter	anger	0.348
untrustworthy	indigne de confiance	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	désappointé	anger	0.348
disagreement	désaccord	anger	0.348
stigma	stigmate	anger	0.348
ulcer	ulcère	anger	0.348
bias	biais	anger	0.345
negation	négation	anger	0.344
antisocial	antisocial	anger	0.344
evade	éluder	anger	0.344
shoddy	de mauvaise qualité	anger	0.344
bothering	déranger	anger	0.344
impotence	impuissance	anger	0.344
shaky	précaire	anger	0.344
misleading	trompeur	anger	0.344
stripped	dépouillé	anger	0.344
disclaim	désavouer	anger	0.344
unsettled	instable	anger	0.344
anxiety	anxiété	anger	0.344
stingy	avare	anger	0.344
deterioration	détérioration	anger	0.344
pirate	pirate	anger	0.344
unreliable	non fiable	anger	0.344
interminable	interminable	anger	0.343
disease	maladie	anger	0.341
meddle	se mêler	anger	0.341
warp	chaîne	anger	0.340
averse	averse	anger	0.338
infamous	infâme	anger	0.338
alcoholism	alcoolisme	anger	0.338
row	rangée	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	mauvais	anger	0.333
encumbrance	encombrement	anger	0.333
scorpion	Scorpion	anger	0.333
illegitimate	illégitime	anger	0.333
witchcraft	la sorcellerie	anger	0.333
interrupt	interrompre	anger	0.333
paralyzed	paralysé	anger	0.333
sinner	pécheur	anger	0.331
hulk	ponton	anger	0.329
inconsiderate	inconsidéré	anger	0.329
phony	faux	anger	0.328
spammers	spammeurs	anger	0.328
dashed	en pointillé	anger	0.328
disqualified	disqualifié	anger	0.328
fib	mensonge	anger	0.328
hiss	sifflement	anger	0.328
brrr	brrr	anger	0.328
resisting	résister	anger	0.328
victim	victime	anger	0.328
scapegoat	bouc émissaire	anger	0.328
tighten	serrer	anger	0.328
opponent	adversaire	anger	0.328
crusade	croisade	anger	0.328
dislocated	disloquée	anger	0.328
grumpy	grincheux	anger	0.328
prohibited	interdit	anger	0.328
inappropriate	inapproprié	anger	0.324
haye	haye	anger	0.324
loss	perte	anger	0.324
eschew	éviter	anger	0.324
trickery	tromperie	anger	0.324
neglected	négligé	anger	0.324
canker	chancre	anger	0.323
queues	files d'attente	anger	0.318
muff	manchon	anger	0.318
crunch	croquer	anger	0.318
duplicity	duplicité	anger	0.318
criticism	critique	anger	0.318
shriek	cri	anger	0.316
depreciate	déprécier	anger	0.315
poverty	la pauvreté	anger	0.312
chaff	balle	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	congédiement	anger	0.312
mortality	mortalité	anger	0.312
deflate	dégonfler	anger	0.312
carelessness	négligence	anger	0.312
dumps	décharges	anger	0.312
revving	revving	anger	0.309
disallowed	refusé	anger	0.308
thoughtless	irréfléchi	anger	0.307
boisterous	bruyant	anger	0.307
burial	enterrement	anger	0.304
theocratic	théocratique	anger	0.303
wince	grimacer	anger	0.303
sullen	renfrogné	anger	0.303
involution	involution	anger	0.300
senseless	insensé	anger	0.297
stalemate	impasse	anger	0.297
depreciated	déprécié	anger	0.297
wasteful	gaspilleur	anger	0.297
hoax	canular	anger	0.297
misuse	abuser	anger	0.297
getyourown	getyourown	anger	0.297
taxed	taxé	anger	0.297
depressed	déprimé	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysie	anger	0.295
displaced	déplacé	anger	0.294
limited	limité	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridicule	anger	0.289
teasing	taquineries	anger	0.288
sharpen	aiguiser	anger	0.288
react	réagir	anger	0.288
presumptuous	présomptueux	anger	0.288
spine	colonne vertébrale	anger	0.288
homeless	sans abri	anger	0.288
hoot	huée	anger	0.287
twitchy	nerveux	anger	0.287
barrier	barrière	anger	0.287
myopia	myopie	anger	0.283
contraband	contrebande	anger	0.281
disconnects	se déconnecte	anger	0.281
spam	Spam	anger	0.281
lagging	en retard	anger	0.281
shiver	frisson	anger	0.281
agh	agh	anger	0.281
restitution	restitution	anger	0.281
flexin	flexine	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	délinquant	anger	0.281
noncompliance	non-conformité	anger	0.279
troll	troll	anger	0.279
buffering	mise en mémoire tampon	anger	0.279
unfairness	injustice	anger	0.279
foray	incursion	anger	0.279
nether	bas	anger	0.278
bugaboo	croque-mitaine	anger	0.273
immaturity	immaturité	anger	0.273
bogus	faux	anger	0.273
uncaring	indifférent	anger	0.273
shock	choc	anger	0.269
feisty	fougueuse	anger	0.269
defendant	défendeur	anger	0.266
latent	latent	anger	0.266
rapping	rap	anger	0.266
pry	prier	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ours	anger	0.266
nopoint	pas de point	anger	0.266
inoperative	inopérant	anger	0.266
quandary	dilemme	anger	0.266
inconvenient	incommode	anger	0.266
feminism	féminisme	anger	0.266
humbug	fumisterie	anger	0.266
interrupts	interrompt	anger	0.265
fluctuation	fluctuation	anger	0.265
exaggerate	exagérer	anger	0.263
lose	perdre	anger	0.261
patter	crépiter	anger	0.258
tease	taquiner	anger	0.258
furnace	fourneau	anger	0.258
stone	pierre	anger	0.258
shoplifting	vol à l'étalage	anger	0.258
soldier	soldat	anger	0.258
incompetent	incompétent	anger	0.257
indoctrination	endoctrinement	anger	0.255
skid	déraper	anger	0.250
notoriety	notoriété	anger	0.250
falsehood	mensonge	anger	0.250
untrue	faux	anger	0.250
mastery	la maîtrise	anger	0.250
tripping	trébucher	anger	0.250
nonsense	absurdité	anger	0.250
unfollow	ne pas suivre	anger	0.250
noisy	bruyant	anger	0.250
pouting	faire la moue	anger	0.250
cane	canne	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	fusée	anger	0.250
complicate	compliquer	anger	0.250
socialist	socialiste	anger	0.250
lawyer	avocat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	verrouillage des majuscules	anger	0.242
fenced	clôturé	anger	0.242
obstacle	obstacle	anger	0.242
halter	licou	anger	0.242
witch	sorcière	anger	0.242
vampire	vampire	anger	0.242
detract	diminuer	anger	0.242
ringer	sonneur	anger	0.242
frowning	renfrogné	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	faim	anger	0.235
recession	récession	anger	0.234
lava	lave	anger	0.234
shell	coquille	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	barboter	anger	0.234
tariff	tarif	anger	0.234
failing	échouer	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	coquin	anger	0.234
politics	politique	anger	0.234
undesirable	indésirable	anger	0.231
darkness	obscurité	anger	0.227
versus	contre	anger	0.227
resign	démissionner	anger	0.227
copycat	imitateur	anger	0.227
soaked	trempé	anger	0.226
unfulfilled	insatisfait	anger	0.225
abandoned	abandonné	anger	0.222
bankruptcy	la faillite	anger	0.221
owing	dû	anger	0.221
unattainable	inaccessible	anger	0.221
unhelpful	peu serviable	anger	0.219
twitching	contraction	anger	0.219
confusion	confusion	anger	0.219
mosquito	moustique	anger	0.219
warden	directeur	anger	0.219
misconception	idée fausse	anger	0.219
compress	compresse	anger	0.219
whiny	pleurnicher	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	outil	anger	0.219
nosey	curieux	anger	0.213
overpriced	trop cher	anger	0.212
harry	harry	anger	0.212
shortage	pénurie	anger	0.212
adder	additionneur	anger	0.212
melodrama	mélodrame	anger	0.212
overplayed	surjoué	anger	0.206
possession	possession	anger	0.206
desert	désert	anger	0.206
pout	moue	anger	0.203
uninvited	sans invitation	anger	0.203
arraignment	accusation	anger	0.203
inefficient	inefficace	anger	0.203
rook	tour	anger	0.203
unlucky	malchanceux	anger	0.203
unpaid	non payé	anger	0.203
backbone	colonne vertébrale	anger	0.203
sentence	phrase	anger	0.203
powerless	impuissant	anger	0.203
court	tribunal	anger	0.199
endless	interminable	anger	0.198
adverts	Annonces	anger	0.197
delay	retard	anger	0.197
misstatement	déclaration inexacte	anger	0.197
distracted	distraits	anger	0.197
misunderstanding	malentendu	anger	0.195
excite	exciter	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	foudre	anger	0.189
incase	au cas où	anger	0.188
preclude	empêcher	anger	0.188
insecure	peu sûr	anger	0.188
mournful	triste	anger	0.188
rating	évaluation	anger	0.182
mistress	maîtresse	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	demandeur	anger	0.182
insist	insister	anger	0.182
distracting	distraire	anger	0.182
opium	opium	anger	0.180
willful	délibéré	anger	0.176
deserve	mériter	anger	0.176
insists	insiste	anger	0.175
treat	traiter	anger	0.175
misplace	égarer	anger	0.172
indecisive	indécis	anger	0.172
gibberish	charabia	anger	0.172
fleece	toison	anger	0.172
fee	frais	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	libérer	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonal	anger	0.172
mighty	puissant	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	japper	anger	0.168
unequal	inégal	anger	0.167
insufficiency	insuffisance	anger	0.167
hamstring	tendon	anger	0.167
bargaining	négociation	anger	0.167
mule	mule	anger	0.167
insignificant	insignifiant	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indifférence	anger	0.156
rheumatism	rhumatisme	anger	0.156
coop	coopérative	anger	0.156
forearm	avant bras	anger	0.156
uncertain	incertain	anger	0.152
bee	abeille	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	participation	anger	0.152
disinformation	désinformation	anger	0.152
attorney	avocat	anger	0.152
underpaid	sous-payés	anger	0.152
pretending	prétendre	anger	0.152
campaigning	faire campagne	anger	0.151
hopelessness	désespoir	anger	0.149
feeling	sentiment	anger	0.147
legalized	légalisé	anger	0.145
caution	mise en garde	anger	0.145
subsidy	subvention	anger	0.141
obliging	obligeant	anger	0.141
morals	morale	anger	0.141
sterling	sterling	anger	0.141
wimpy	mauviette	anger	0.140
bummer	bummer	anger	0.139
misspell	mal orthographier	anger	0.136
saloon	salon	anger	0.136
repay	rembourser	anger	0.136
blemish	défaut	anger	0.136
surcharge	surtaxe	anger	0.136
geez	geez	anger	0.136
birch	bouleau	anger	0.135
noob	Noob	anger	0.133
honk	klaxonner	anger	0.133
orchestra	orchestre	anger	0.132
competitive	compétitif	anger	0.125
wireless	sans fil	anger	0.125
standstill	arrêt	anger	0.125
mosque	mosquée	anger	0.122
reversal	renversement	anger	0.121
inattention	inattention	anger	0.121
lace	dentelle	anger	0.118
elbow	coude	anger	0.117
instinctive	instinctif	anger	0.112
chant	chant	anger	0.111
lonely	solitaire	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolérer	anger	0.106
management	la gestion	anger	0.102
advocacy	plaidoyer	anger	0.100
moral	moral	anger	0.094
roadworks	travaux	anger	0.091
honest	honnête	anger	0.087
forgetful	oublieux	anger	0.076
gent	gent	anger	0.076
liquor	alcool	anger	0.075
money	argent	anger	0.074
hood	capuche	anger	0.071
curriculum	curriculum	anger	0.063
words	mots	anger	0.062
smell	odeur	anger	0.061
elf	elfe	anger	0.061
playful	espiègle	anger	0.061
opera	opéra	anger	0.061
