word	Afrikaans-af	emotion	emotion-intensity-score
picketing	betooglinievorming	anger	0.456
haughty	hoogmoedig	anger	0.456
troublesome	lastige	anger	0.455
clamor	geskreeu	anger	0.455
busted	uitgevang	anger	0.455
constraint	beperking	anger	0.455
crabby	prikkelbaar	anger	0.455
veto	veto	anger	0.455
stubbed	doodgedruk	anger	0.455
mislead	mislei	anger	0.455
illicit	onwettige	anger	0.455
dying	sterf	anger	0.455
grated	gerasperde	anger	0.455
idiocy	idioot	anger	0.455
illegality	onwettigheid	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	ondeurdringbare	anger	0.455
bad	slegte	anger	0.453
despotism	despotisme	anger	0.453
usurped	geüsurpeerde	anger	0.453
godless	goddelose	anger	0.453
disagreeing	nie saamstem	anger	0.453
intense	intense	anger	0.453
struggle	stryd	anger	0.453
suppress	onderdruk	anger	0.453
disapproving	afkeurende	anger	0.453
desist	ophou	anger	0.453
bayonet	bajonet	anger	0.453
displeased	verontwaardig	anger	0.453
hysterical	histeries	anger	0.453
unlawful	onregmatige	anger	0.451
wrongly	verkeerdelik	anger	0.448
repellent	afweermiddel	anger	0.442
wasted	vermors	anger	0.441
foe	vyand	anger	0.441
dishonor	oneer	anger	0.441
wrongful	onregmatige	anger	0.441
psychosis	psigose	anger	0.441
aversion	weersin	anger	0.440
punitive	bestraffende	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	kneukels	anger	0.439
effigy	effigy	anger	0.439
schism	verdeeldheid	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	omgekrap	anger	0.439
worthless	waardeloos	anger	0.438
deny	ontken	anger	0.438
ransom	losprys	anger	0.438
fugitive	voortvlugtige	anger	0.438
deleterious	nadelige	anger	0.438
stupidity	onnoselheid	anger	0.438
abandonment	verlating	anger	0.438
mucked	mucked	anger	0.438
separatist	separatiste	anger	0.438
irritation	irritasie	anger	0.438
oblivion	vergetelheid	anger	0.437
segregate	skei	anger	0.437
payback	terugbetaling	anger	0.436
incongruous	onvanpas	anger	0.435
eviction	uitsetting	anger	0.435
collusion	Samespanning	anger	0.432
rob	beroof	anger	0.431
infidelity	ontrouheid	anger	0.429
ravenous	Aangevuur	anger	0.429
overrun	oorrompel	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	voorloper	anger	0.426
martial	martial	anger	0.426
painful	pynlike	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ongelowige	anger	0.426
rejection	verwerping	anger	0.426
defense	verdediging	anger	0.425
powerful	kragtige	anger	0.424
censor	censor	anger	0.424
indecency	onsedelikheid	anger	0.424
fraudulent	bedrieglike	anger	0.424
gonorrhea	gonorree	anger	0.424
fallacious	valse	anger	0.424
concealment	verberging	anger	0.424
greed	gierigheid	anger	0.424
disobedience	ongehoorsaamheid	anger	0.424
fuss	bohaai	anger	0.424
enforce	af te dwing	anger	0.424
banger	hollander	anger	0.424
commotion	oproer	anger	0.424
defraud	bedrieg	anger	0.424
discontent	ontevredenheid	anger	0.424
unsympathetic	onsimpatieke	anger	0.424
exasperation	wanhoop	anger	0.424
barb	Barb	anger	0.422
banishment	verbanning	anger	0.422
sedition	sedisie	anger	0.422
misrepresented	verkeerd	anger	0.422
snubbed	SNUBBED	anger	0.422
penetration	penetrasie	anger	0.422
cracked	gekraak	anger	0.422
annoyance	ergernis	anger	0.422
duel	tweestryd	anger	0.422
penitentiary	gevangenis	anger	0.422
sarcasm	sarkasme	anger	0.422
deportation	deportasie	anger	0.422
nettle	brandnetel	anger	0.422
scar	litteken	anger	0.422
bang	Knal	anger	0.422
cur	cur	anger	0.422
blatant	blatante	anger	0.420
force	krag	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	Bastion	anger	0.413
grim	woede	anger	0.413
sordid	ongure	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nors	anger	0.412
tiff	tiff	anger	0.412
moody	buierig	anger	0.412
hunting	jag	anger	0.411
indenture	inboekstelsel	anger	0.410
sham	skyn	anger	0.409
squelch	smak	anger	0.409
awful	vreeslike	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	impliseer	anger	0.409
contradict	weerspreek	anger	0.409
supremacy	oppergesag	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	verwyt	anger	0.409
compulsion	dwang	anger	0.409
inept	onbekwame	anger	0.409
blockade	blokkade	anger	0.409
detainee	aangehoudene	anger	0.409
forfeit	verbeur	anger	0.409
disappoint	teleurstel	anger	0.409
lying	lê	anger	0.408
epidemic	epidemie	anger	0.406
tremor	bewing	anger	0.406
rail	spoor	anger	0.406
onerous	drukkende	anger	0.406
cacophony	kakofonie	anger	0.406
unthinkable	ondenkbaar	anger	0.406
forsaken	verlate	anger	0.406
delusion	dwaling	anger	0.406
wrongdoing	oortreding	anger	0.406
badger	Das	anger	0.406
antipathy	weersin	anger	0.406
inequality	ongelykheid	anger	0.406
nuisance	oorlas	anger	0.406
scrapie	scrapie	anger	0.406
wop	WOP	anger	0.406
arguments	argumente	anger	0.404
affront	belediging	anger	0.403
traumatic	traumatiese	anger	0.402
libel	laster	anger	0.400
sodding	sodding	anger	0.400
annoys	sorg vir groot struikelblok	anger	0.400
watchout	Passop	anger	0.398
soslow	so stadig	anger	0.398
frenetic	dolle	anger	0.397
remiss	nalatig	anger	0.397
barge	vaar	anger	0.396
howl	huil	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	verkeerde	anger	0.394
extinguish	blus	anger	0.394
keyed	slaggereed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespek	anger	0.394
illegal	onwettige	anger	0.394
rabble	gespuis	anger	0.394
actionable	aksie	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	bedrog	anger	0.394
sue	Sue	anger	0.394
unfriendly	onvriendelike	anger	0.394
confiscate	konfiskeer	anger	0.394
brimstone	swawel	anger	0.392
argh	Ag nee	anger	0.391
pique	pique	anger	0.391
recklessness	roekeloosheid	anger	0.391
earthquake	aardbewing	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	ontbinding	anger	0.391
rigged	getuig	anger	0.391
disagree	verskil	anger	0.389
lawsuit	regsgeding	anger	0.386
disused	onbruik	anger	0.382
immorality	onsedelikheid	anger	0.382
despair	wanhoop	anger	0.382
difficulty	moeite	anger	0.379
incurable	ongeneeslike	anger	0.379
touchy	liggeraak	anger	0.379
coerce	dwing	anger	0.379
sizzle	sis	anger	0.379
rifle	geweer	anger	0.379
falsification	vervalsing	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	seer	anger	0.379
picket	plakkaatbetoging	anger	0.378
concussion	harsingskudding	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	slaggat	anger	0.375
infantile	infantiele	anger	0.375
disillusionment	ontnugtering	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	hegtenis	anger	0.375
faulty	foutiewe	anger	0.375
cannon	kanon	anger	0.375
rawr	RAWR	anger	0.375
sly	skelm	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	ontstellend	anger	0.371
inhibit	inhibeer	anger	0.371
vindicate	verdedig	anger	0.371
schizophrenia	skisofrenie	anger	0.369
skewed	skeef	anger	0.368
disreputable	berug	anger	0.368
forbidding	verbied	anger	0.368
conquest	verowering	anger	0.367
bark	bas	anger	0.365
leukemia	leukemie	anger	0.365
barks	blaf	anger	0.364
burke	Burke	anger	0.364
challenge	uitdaging	anger	0.364
disapprove	afkeur	anger	0.364
unhappy	ongelukkig	anger	0.364
retarded	vertraagde	anger	0.364
warrior	vegter	anger	0.364
belt	gordel	anger	0.364
controversial	omstrede	anger	0.359
opinionated	uitgesproke	anger	0.359
paucity	gebrek	anger	0.359
broken	gebroke	anger	0.359
litigate	litigeer	anger	0.359
polemic	polemiek	anger	0.359
aftermath	nadraai	anger	0.359
disliked	nie gelaaik nie	anger	0.359
loudness	luidheid	anger	0.359
restriction	beperking	anger	0.359
cad	CAD	anger	0.359
sectarian	sektariese	anger	0.359
incompetence	onbevoegdheid	anger	0.359
interrupting	onderbreek	anger	0.358
fussy	Fussy	anger	0.357
wench	diensmeisie	anger	0.353
misbehavior	wangedrag	anger	0.351
gruff	nors	anger	0.351
remove	verwyder	anger	0.351
brat	brat	anger	0.351
scarcity	skaarsheid	anger	0.350
losing	verloor	anger	0.349
pest	plaag	anger	0.348
defect	defek	anger	0.348
hardened	geharde	anger	0.348
deserted	verlate	anger	0.348
lie	leuen	anger	0.348
retract	trek	anger	0.348
untrustworthy	onbetroubaar	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	teleurgesteld	anger	0.348
disagreement	onenigheid	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulkus	anger	0.348
bias	vooroordeel	anger	0.345
negation	ontkenning	anger	0.344
antisocial	antisosiale	anger	0.344
evade	ontduik	anger	0.344
shoddy	shoddy	anger	0.344
bothering	pla	anger	0.344
impotence	impotensie	anger	0.344
shaky	wankelrige	anger	0.344
misleading	misleidend	anger	0.344
stripped	gestroop	anger	0.344
disclaim	ontken	anger	0.344
unsettled	onafgehandelde	anger	0.344
anxiety	angs	anger	0.344
stingy	suinig	anger	0.344
deterioration	agteruitgang	anger	0.344
pirate	seerower	anger	0.344
unreliable	onbetroubaar	anger	0.344
interminable	eindelose	anger	0.343
disease	siekte	anger	0.341
meddle	inmeng	anger	0.341
warp	warp	anger	0.340
averse	sku	anger	0.338
infamous	berugte	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	ry	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	siek	anger	0.333
encumbrance	beswaring	anger	0.333
scorpion	skerpioen	anger	0.333
illegitimate	buite-egtelike	anger	0.333
witchcraft	toordery	anger	0.333
interrupt	onderbreek	anger	0.333
paralyzed	verlam	anger	0.333
sinner	sondaar	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	onbedagsame	anger	0.329
phony	valse	anger	0.328
spammers	spammers	anger	0.328
dashed	verpletter	anger	0.328
disqualified	gediskwalifiseer	anger	0.328
fib	fib	anger	0.328
hiss	spot	anger	0.328
brrr	brrr	anger	0.328
resisting	verset teen	anger	0.328
victim	slagoffer	anger	0.328
scapegoat	swart skaap	anger	0.328
tighten	versterk	anger	0.328
opponent	opponent	anger	0.328
crusade	kruistog	anger	0.328
dislocated	ontwrigte	anger	0.328
grumpy	knorrig	anger	0.328
prohibited	verbode	anger	0.328
inappropriate	onvanpas	anger	0.324
haye	Haye	anger	0.324
loss	verlies	anger	0.324
eschew	vermy	anger	0.324
trickery	bedrieëry	anger	0.324
neglected	verwaarloos	anger	0.324
canker	kanker	anger	0.323
queues	toue	anger	0.318
muff	suffer	anger	0.318
crunch	crunch	anger	0.318
duplicity	valsheid	anger	0.318
criticism	kritiek	anger	0.318
shriek	gil	anger	0.316
depreciate	verswak	anger	0.315
poverty	armoede	anger	0.312
chaff	kaf	anger	0.312
dupe	bedrieg	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ontslag	anger	0.312
mortality	sterfte	anger	0.312
deflate	blaas	anger	0.312
carelessness	nalatigheid	anger	0.312
dumps	stortingsterreine	anger	0.312
revving	revving	anger	0.309
disallowed	verwerp	anger	0.308
thoughtless	onbesonne	anger	0.307
boisterous	lawaaierige	anger	0.307
burial	begrafnis	anger	0.304
theocratic	teokratiese	anger	0.303
wince	haspel	anger	0.303
sullen	nors	anger	0.303
involution	involusie	anger	0.300
senseless	sinnelose	anger	0.297
stalemate	dooiepunt	anger	0.297
depreciated	afgeskryf	anger	0.297
wasteful	verkwistende	anger	0.297
hoax	hoax	anger	0.297
misuse	misbruik	anger	0.297
getyourown	getyourown	anger	0.297
taxed	belas	anger	0.297
depressed	depressief	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	verlamming	anger	0.295
displaced	verplaas	anger	0.294
limited	beperkte	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Ork	anger	0.289
ridiculous	belaglik	anger	0.289
teasing	terg	anger	0.288
sharpen	slyp	anger	0.288
react	reageer	anger	0.288
presumptuous	moedswillige	anger	0.288
spine	ruggraat	anger	0.288
homeless	haweloses	anger	0.288
hoot	toet	anger	0.287
twitchy	zenuwachtig	anger	0.287
barrier	versperring	anger	0.287
myopia	miopie	anger	0.283
contraband	smokkel	anger	0.281
disconnects	koppel	anger	0.281
spam	gemorspos	anger	0.281
lagging	sloerende	anger	0.281
shiver	bewe	anger	0.281
agh	AGH	anger	0.281
restitution	restitusie	anger	0.281
flexin	flexin	anger	0.281
incompatible	onversoenbare	anger	0.281
delinquent	misdadige	anger	0.281
noncompliance	nie-nakoming	anger	0.279
troll	sleep	anger	0.279
buffering	buffer	anger	0.279
unfairness	onregverdigheid	anger	0.279
foray	inval	anger	0.279
nether	laer	anger	0.278
bugaboo	spook	anger	0.273
immaturity	onvolwassenheid	anger	0.273
bogus	bogus	anger	0.273
uncaring	ongevoelig	anger	0.273
shock	skok	anger	0.269
feisty	vurige	anger	0.269
defendant	verweerder	anger	0.266
latent	latente	anger	0.266
rapping	klop	anger	0.266
pry	loer	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	dra	anger	0.266
nopoint	geen punt	anger	0.266
inoperative	ondiensbaar	anger	0.266
quandary	verknorsing	anger	0.266
inconvenient	ongeleë	anger	0.266
feminism	feminisme	anger	0.266
humbug	larie	anger	0.266
interrupts	onderbrekings	anger	0.265
fluctuation	skommeling	anger	0.265
exaggerate	oordryf	anger	0.263
lose	verloor	anger	0.261
patter	getrippel	anger	0.258
tease	terg	anger	0.258
furnace	oond	anger	0.258
stone	klip	anger	0.258
shoplifting	winkeldiefstal	anger	0.258
soldier	soldaat	anger	0.258
incompetent	onbevoeg	anger	0.257
indoctrination	indoktrinasie	anger	0.255
skid	skid	anger	0.250
notoriety	bekendheid	anger	0.250
falsehood	leuens	anger	0.250
untrue	onwaar	anger	0.250
mastery	meesterskap	anger	0.250
tripping	struikel	anger	0.250
nonsense	nonsens	anger	0.250
unfollow	Ontvolg	anger	0.250
noisy	lawaaierige	anger	0.250
pouting	dikmond	anger	0.250
cane	rottang	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	vuurpyl	anger	0.250
complicate	bemoeilik	anger	0.250
socialist	sosialistiese	anger	0.250
lawyer	prokureur	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capsLock	anger	0.242
fenced	omhein	anger	0.242
obstacle	hindernis	anger	0.242
halter	halter	anger	0.242
witch	heks	anger	0.242
vampire	vampier	anger	0.242
detract	afbreuk	anger	0.242
ringer	klokke	anger	0.242
frowning	frons	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	honger	anger	0.235
recession	resessie	anger	0.234
lava	lava	anger	0.234
shell	dop	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	rondspeel	anger	0.234
tariff	tarief	anger	0.234
failing	versuim	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	Rakker	anger	0.234
politics	politiek	anger	0.234
undesirable	ongewenste	anger	0.231
darkness	duisternis	anger	0.227
versus	versus	anger	0.227
resign	bedank	anger	0.227
copycat	Covers	anger	0.227
soaked	geweekte	anger	0.226
unfulfilled	onvervulde	anger	0.225
abandoned	verlate	anger	0.222
bankruptcy	bankrotskap	anger	0.221
owing	verskuldig	anger	0.221
unattainable	onbereikbaar	anger	0.221
unhelpful	help nie	anger	0.219
twitching	teer	anger	0.219
confusion	verwarring	anger	0.219
mosquito	muskiet	anger	0.219
warden	bewaarder	anger	0.219
misconception	wanopvatting	anger	0.219
compress	compress	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	hulpmiddel	anger	0.219
nosey	nuuskierige	anger	0.213
overpriced	overpriced	anger	0.212
harry	Harry	anger	0.212
shortage	tekort	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	oorspeel	anger	0.206
possession	besit	anger	0.206
desert	woestyn	anger	0.206
pout	steenbolk	anger	0.203
uninvited	ongenooide	anger	0.203
arraignment	aanklagte	anger	0.203
inefficient	ondoeltreffende	anger	0.203
rook	rook	anger	0.203
unlucky	ongelukkig	anger	0.203
unpaid	onbetaalde	anger	0.203
backbone	ruggraat	anger	0.203
sentence	sin	anger	0.203
powerless	magteloos	anger	0.203
court	hof	anger	0.199
endless	eindelose	anger	0.198
adverts	advertensies	anger	0.197
delay	vertraging	anger	0.197
misstatement	wanvoorstelling	anger	0.197
distracted	afgelei	anger	0.197
misunderstanding	misverstand	anger	0.195
excite	opgewonde	anger	0.191
inadmissible	ontoelaatbaar	anger	0.191
lightning	weerlig	anger	0.189
incase	ingeval	anger	0.188
preclude	verhoed	anger	0.188
insecure	onseker	anger	0.188
mournful	droewige	anger	0.188
rating	gradering	anger	0.182
mistress	minnares	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	eiser	anger	0.182
insist	aandring	anger	0.182
distracting	steurende	anger	0.182
opium	opium	anger	0.180
willful	opsetlike	anger	0.176
deserve	verdien	anger	0.176
insists	dring	anger	0.175
treat	behandel	anger	0.175
misplace	misplaatsen	anger	0.172
indecisive	besluiteloos	anger	0.172
gibberish	brabbeltaal	anger	0.172
fleece	fleece	anger	0.172
fee	fooi	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	bevry	anger	0.172
excitation	opwekking	anger	0.172
hormonal	hormonale	anger	0.172
mighty	magtige	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	Yelp	anger	0.168
unequal	ongelyke	anger	0.167
insufficiency	ontoereikendheid	anger	0.167
hamstring	dyspier	anger	0.167
bargaining	bedinging	anger	0.167
mule	muil	anger	0.167
insignificant	onbelangrik	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	onverskilligheid	anger	0.156
rheumatism	rumatiek	anger	0.156
coop	hok	anger	0.156
forearm	voorarm	anger	0.156
uncertain	onseker	anger	0.152
bee	bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	betrokkenheid	anger	0.152
disinformation	disinformasie	anger	0.152
attorney	prokureur	anger	0.152
underpaid	onderbetaal	anger	0.152
pretending	voorgee	anger	0.152
campaigning	veldtog	anger	0.151
hopelessness	hopeloosheid	anger	0.149
feeling	gevoel	anger	0.147
legalized	gewettig	anger	0.145
caution	versigtigheid	anger	0.145
subsidy	subsidie	anger	0.141
obliging	hulpvaardig	anger	0.141
morals	morele waardes	anger	0.141
sterling	sterling	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	onjuiste	anger	0.136
saloon	salon	anger	0.136
repay	terug te betaal	anger	0.136
blemish	gebrek	anger	0.136
surcharge	toeslag	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	nuweling	anger	0.133
honk	toet	anger	0.133
orchestra	orkes	anger	0.132
competitive	mededingende	anger	0.125
wireless	draadlose	anger	0.125
standstill	stilstand	anger	0.125
mosque	moskee	anger	0.122
reversal	ommekeer	anger	0.121
inattention	onoplettend	anger	0.121
lace	kant	anger	0.118
elbow	elmboog	anger	0.117
instinctive	instinktiewe	anger	0.112
chant	chant	anger	0.111
lonely	eensaam	anger	0.109
gnome	gnome	anger	0.109
tolerate	verdra	anger	0.106
management	bestuur	anger	0.102
advocacy	voorspraak	anger	0.100
moral	morele	anger	0.094
roadworks	padwerke	anger	0.091
honest	eerlik	anger	0.087
forgetful	Vergeet	anger	0.076
gent	gent	anger	0.076
liquor	drank	anger	0.075
money	geld	anger	0.074
hood	kap	anger	0.071
curriculum	kurrikulum	anger	0.063
words	woorde	anger	0.062
smell	reuk	anger	0.061
elf	elf	anger	0.061
playful	speelse	anger	0.061
opera	opera	anger	0.061
nurture	koester	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	berader	anger	0.059
trumpet	trompet	anger	0.059
birthplace	geboorteplek	anger	0.051
ribbon	lint	anger	0.047
youth	jeug	anger	0.045
vote	stem	anger	0.045
cash	kontant	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	Dame	anger	0.030
waffle	wafel	anger	0.030
buffet	buffet	anger	0.029
celebrity	celebrity	anger	0.026
autocorrect	Auto Correct	anger	0.015
sisterhood	susterskap	anger	0.015
musical	musikale	anger	0.011
tree	boom	anger	0.000
anticipation	afwagting	anticipation	0.859
excited	opgewonde	anticipation	0.859
anticipate	antisipeer	anticipation	0.820
excitement	opwinding	anticipation	0.820
eagerness	gretigheid	anticipation	0.812
exciting	opwindend	anticipation	0.797
expectant	verwagtende	anticipation	0.789
thrilling	opwindende	anticipation	0.781
hope	hoop	anticipation	0.773
quest	soeke	anticipation	0.766
expectance	expectance	anticipation	0.750
countdown	countdown	anticipation	0.750
start	begin	anticipation	0.750
anticipatory	antisiperende	anticipation	0.750
adventure	avontuur	anticipation	0.750
eager	gretig	anticipation	0.742
