word	Macedonian-mk	emotion	emotion-intensity-score
impermeable	непропустлив	anger	0.455
bad	лошо	anger	0.453
despotism	деспотизам	anger	0.453
usurped	узурпиран	anger	0.453
godless	безбожно	anger	0.453
disagreeing	не се согласувам	anger	0.453
intense	интензивно	anger	0.453
struggle	борба	anger	0.453
suppress	сузбивање	anger	0.453
disapproving	неодобрување	anger	0.453
desist	престанете	anger	0.453
bayonet	бајонет	anger	0.453
displeased	незадоволен	anger	0.453
hysterical	хистерична	anger	0.453
unlawful	незаконско	anger	0.451
wrongly	погрешно	anger	0.448
repellent	отвратителен	anger	0.442
wasted	потроши	anger	0.441
foe	непријател	anger	0.441
dishonor	срамно	anger	0.441
wrongful	погрешно	anger	0.441
psychosis	психоза	anger	0.441
aversion	аверзија	anger	0.440
punitive	казнени	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	зглобовите	anger	0.439
effigy	сликата	anger	0.439
schism	раскол	anger	0.439
ultimatum	ултиматум	anger	0.439
upset	вознемирен	anger	0.439
worthless	безвредни	anger	0.438
deny	негира	anger	0.438
ransom	откуп	anger	0.438
fugitive	бегалец	anger	0.438
deleterious	штетни	anger	0.438
stupidity	глупост	anger	0.438
abandonment	напуштање	anger	0.438
mucked	зачудени	anger	0.438
separatist	сепаратистички	anger	0.438
irritation	иритација	anger	0.438
oblivion	заборавот	anger	0.437
segregate	сегрегира	anger	0.437
payback	созревање	anger	0.436
incongruous	несоодветно	anger	0.435
eviction	иселување	anger	0.435
collusion	заговор	anger	0.432
rob	Роб	anger	0.431
infidelity	неверство	anger	0.429
ravenous	ладен	anger	0.429
overrun	пребрзување	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	предвесник	anger	0.426
martial	боречки	anger	0.426
painful	болно	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	неверодостојни	anger	0.426
rejection	одбивање	anger	0.426
defense	одбрана	anger	0.425
powerful	моќен	anger	0.424
censor	цензор	anger	0.424
indecency	неприлична	anger	0.424
fraudulent	измамнички	anger	0.424
gonorrhea	гонореја	anger	0.424
fallacious	погрешно	anger	0.424
concealment	прикривање	anger	0.424
greed	алчноста	anger	0.424
disobedience	непослушност	anger	0.424
fuss	гужва	anger	0.424
enforce	enforce	anger	0.424
banger	бенџер	anger	0.424
commotion	мешање	anger	0.424
defraud	измама	anger	0.424
discontent	незадоволство	anger	0.424
unsympathetic	несимпатичен	anger	0.424
exasperation	огорченост	anger	0.424
barb	бар	anger	0.422
banishment	протерување	anger	0.422
sedition	побуна	anger	0.422
misrepresented	погрешно претставен	anger	0.422
snubbed	прескокнува	anger	0.422
penetration	пенетрација	anger	0.422
cracked	разбиена	anger	0.422
annoyance	вознемиреност	anger	0.422
duel	дуел	anger	0.422
penitentiary	казнено-поправниот дом	anger	0.422
sarcasm	сарказам	anger	0.422
deportation	депортација	anger	0.422
nettle	коприва	anger	0.422
scar	лузна	anger	0.422
bang	тресне	anger	0.422
cur	cur	anger	0.422
blatant	бесрамно	anger	0.420
force	сила	anger	0.418
perverse	перверзни	anger	0.415
wring	присилува	anger	0.415
bastion	бастион	anger	0.413
grim	мрачни	anger	0.413
sordid	нервозен	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	Груб	anger	0.412
tiff	tiff	anger	0.412
moody	нерасположено	anger	0.412
hunting	лов	anger	0.411
indenture	indenture	anger	0.410
sham	срам	anger	0.409
squelch	squelch	anger	0.409
awful	Ужасно	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	имплицираат	anger	0.409
contradict	контрадикторни	anger	0.409
supremacy	превласт	anger	0.409
sneak	искористиш приликата	anger	0.409
cantwin	cantwin	anger	0.409
reproach	срам	anger	0.409
compulsion	принуда	anger	0.409
inept	нервозен	anger	0.409
blockade	блокада	anger	0.409
detainee	притвореник	anger	0.409
forfeit	се губи	anger	0.409
disappoint	разочарај	anger	0.409
lying	лажење	anger	0.408
epidemic	епидемија	anger	0.406
tremor	тремор	anger	0.406
rail	железнички	anger	0.406
onerous	тежок	anger	0.406
cacophony	какофонија	anger	0.406
unthinkable	незамисливо	anger	0.406
forsaken	напуштен	anger	0.406
delusion	заблуда	anger	0.406
wrongdoing	прекршок	anger	0.406
badger	јазовец	anger	0.406
antipathy	антипатија	anger	0.406
inequality	нееднаквост	anger	0.406
nuisance	непријатност	anger	0.406
scrapie	скрепи	anger	0.406
wop	wop	anger	0.406
arguments	аргументи	anger	0.404
affront	навреда	anger	0.403
traumatic	трауматски	anger	0.402
libel	клевета	anger	0.400
sodding	sodding	anger	0.400
annoys	иритира	anger	0.400
watchout	внимавај	anger	0.398
soslow	толку бавно	anger	0.398
frenetic	френетичен	anger	0.397
remiss	незнам	anger	0.397
barge	шлеп	anger	0.396
howl	завива	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	незгодно	anger	0.394
extinguish	изгаснат	anger	0.394
keyed	етикетирани	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	непочитување	anger	0.394
illegal	нелегално	anger	0.394
rabble	раб	anger	0.394
actionable	актуелен	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	измама	anger	0.394
sue	тужи	anger	0.394
unfriendly	непријателски	anger	0.394
confiscate	конфискувам	anger	0.394
brimstone	сулфур	anger	0.392
argh	argh	anger	0.391
pique	пик	anger	0.391
recklessness	непромисленост	anger	0.391
earthquake	земјотрес	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	растворање	anger	0.391
rigged	лажирани	anger	0.391
disagree	не се согласувам	anger	0.389
lawsuit	тужба	anger	0.386
disused	напуштен	anger	0.382
immorality	неморал	anger	0.382
despair	очај	anger	0.382
difficulty	тешкотии	anger	0.379
incurable	неизлечива	anger	0.379
touchy	досаден	anger	0.379
coerce	принудува	anger	0.379
sizzle	шминка	anger	0.379
rifle	пушка	anger	0.379
falsification	фалсификување	anger	0.379
pokes	паѓа	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	болно	anger	0.379
picket	спасување	anger	0.378
concussion	потрес на мозокот	anger	0.377
pessimism	песимизам	anger	0.375
pitfall	замка	anger	0.375
infantile	инфантилен	anger	0.375
disillusionment	разочарување	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милиција	anger	0.375
remand	притвор	anger	0.375
faulty	погрешни	anger	0.375
cannon	топови	anger	0.375
rawr	rawr	anger	0.375
sly	итар	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	непотизам	anger	0.371
distressing	вознемирувачки	anger	0.371
inhibit	инхибираат	anger	0.371
vindicate	оправда	anger	0.371
schizophrenia	шизофренија	anger	0.369
skewed	искривена	anger	0.368
disreputable	дискредитиран	anger	0.368
forbidding	забрана	anger	0.368
conquest	освојување	anger	0.367
bark	кората	anger	0.365
leukemia	леукемија	anger	0.365
barks	лае	anger	0.364
burke	бурке	anger	0.364
challenge	предизвик	anger	0.364
disapprove	одобри	anger	0.364
unhappy	несреќни	anger	0.364
retarded	ретардиран	anger	0.364
warrior	воин	anger	0.364
belt	појас	anger	0.364
controversial	контроверзен	anger	0.359
opinionated	оценет	anger	0.359
paucity	мало	anger	0.359
broken	скршен	anger	0.359
litigate	litigate	anger	0.359
polemic	полемична	anger	0.359
aftermath	последиците	anger	0.359
disliked	не му се допаѓа	anger	0.359
loudness	гласност	anger	0.359
restriction	ограничување	anger	0.359
cad	cad	anger	0.359
sectarian	секташки	anger	0.359
incompetence	некомпетентност	anger	0.359
interrupting	прекинувај	anger	0.358
fussy	претрупан	anger	0.357
wench	пропаст	anger	0.353
misbehavior	погрешно однесување	anger	0.351
gruff	груб	anger	0.351
remove	отстрани	anger	0.351
brat	брат	anger	0.351
scarcity	недостаток	anger	0.350
losing	губење	anger	0.349
pest	штетник	anger	0.348
defect	дефект	anger	0.348
hardened	појачан	anger	0.348
deserted	напуштени	anger	0.348
lie	лага	anger	0.348
retract	повлече	anger	0.348
untrustworthy	неверодостојно	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	разочаран	anger	0.348
disagreement	несогласување	anger	0.348
stigma	стигмата	anger	0.348
ulcer	чир	anger	0.348
bias	пристрасност	anger	0.345
negation	негација	anger	0.344
antisocial	антисоцијален	anger	0.344
evade	избегнувај	anger	0.344
shoddy	лошо	anger	0.344
bothering	пречеше	anger	0.344
impotence	импотенција	anger	0.344
shaky	несигурен	anger	0.344
misleading	погрешно	anger	0.344
stripped	одземени	anger	0.344
disclaim	одрекувам	anger	0.344
unsettled	несмирен	anger	0.344
anxiety	анксиозност	anger	0.344
stingy	скржавиот	anger	0.344
deterioration	влошување	anger	0.344
pirate	пират	anger	0.344
unreliable	несигурен	anger	0.344
interminable	бескрајна	anger	0.343
disease	болест	anger	0.341
meddle	мешање	anger	0.341
warp	искриват	anger	0.340
averse	аверс	anger	0.338
infamous	озлогласен	anger	0.338
alcoholism	алкохолизам	anger	0.338
row	ред	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	лошо	anger	0.333
encumbrance	оптоварување	anger	0.333
scorpion	скорпија	anger	0.333
illegitimate	нелегитимен	anger	0.333
witchcraft	вештерство	anger	0.333
interrupt	прекинеш	anger	0.333
paralyzed	парализиран	anger	0.333
sinner	грешник	anger	0.331
hulk	мечка	anger	0.329
inconsiderate	невнимателен	anger	0.329
phony	лажни	anger	0.328
spammers	спамери	anger	0.328
dashed	попарен	anger	0.328
disqualified	дисквалификуван	anger	0.328
fib	фиб	anger	0.328
hiss	Подсвиркване	anger	0.328
brrr	brrr	anger	0.328
resisting	отпор	anger	0.328
victim	жртва	anger	0.328
scapegoat	жртвено јагне	anger	0.328
tighten	затегнете	anger	0.328
opponent	противник	anger	0.328
crusade	крстоносна војна	anger	0.328
dislocated	дислоциран	anger	0.328
grumpy	пргаво	anger	0.328
prohibited	забрането	anger	0.328
inappropriate	несоодветно	anger	0.324
haye	haye	anger	0.324
loss	загуба	anger	0.324
eschew	избегнувај	anger	0.324
trickery	измама	anger	0.324
neglected	запоставени	anger	0.324
canker	canker	anger	0.323
queues	редици	anger	0.318
muff	муф	anger	0.318
crunch	криза	anger	0.318
duplicity	дупличност	anger	0.318
criticism	критики	anger	0.318
shriek	крик	anger	0.316
depreciate	игнорирање	anger	0.315
poverty	сиромаштија	anger	0.312
chaff	шега	anger	0.312
dupe	будала	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	разрешување	anger	0.312
mortality	смртност	anger	0.312
deflate	издлаби	anger	0.312
carelessness	негрижа	anger	0.312
dumps	депонии	anger	0.312
revving	revving	anger	0.309
disallowed	недозволено	anger	0.308
thoughtless	безмислено	anger	0.307
boisterous	весел	anger	0.307
burial	погреб	anger	0.304
theocratic	теократска	anger	0.303
wince	Винкс	anger	0.303
sullen	задушен	anger	0.303
involution	инволуција	anger	0.300
senseless	бесмислено	anger	0.297
stalemate	ќор-сокак	anger	0.297
depreciated	амортизирана	anger	0.297
