word	Swedish-sv	emotion	emotion-intensity-score
busted	busted	anger	0.455
constraint	begränsning	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	vilseleda	anger	0.455
illicit	olaglig	anger	0.455
dying	döende	anger	0.455
grated	riven	anger	0.455
idiocy	idioti	anger	0.455
illegality	olaglighet	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	ogenomsläpplig	anger	0.455
bad	dålig	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	gudlös	anger	0.453
disagreeing	avvikande mening	anger	0.453
intense	intensiv	anger	0.453
struggle	kamp	anger	0.453
suppress	dämpa	anger	0.453
disapproving	ogillande	anger	0.453
desist	avstå	anger	0.453
bayonet	bajonett	anger	0.453
displeased	missnöjd	anger	0.453
hysterical	hysterisk	anger	0.453
unlawful	olaglig	anger	0.451
wrongly	felaktigt	anger	0.448
repellent	frånstötande	anger	0.442
wasted	förlorad	anger	0.441
foe	fiende	anger	0.441
dishonor	vanära	anger	0.441
wrongful	olov	anger	0.441
psychosis	psykos	anger	0.441
aversion	motvilja	anger	0.440
punitive	straff-	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knogar	anger	0.439
effigy	avbildning	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	upprörd	anger	0.439
worthless	värdelös	anger	0.438
deny	förneka	anger	0.438
ransom	lösen	anger	0.438
fugitive	flykting	anger	0.438
deleterious	skadlig	anger	0.438
stupidity	dumhet	anger	0.438
abandonment	övergivenhet	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	irritation	anger	0.438
oblivion	glömska	anger	0.437
segregate	segregera	anger	0.437
payback	hämnd	anger	0.436
incongruous	motsägelsefull	anger	0.435
eviction	vräkning	anger	0.435
collusion	maskopi	anger	0.432
rob	råna	anger	0.431
infidelity	otrohet	anger	0.429
ravenous	glupande	anger	0.429
overrun	överskridande	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	förebud	anger	0.426
martial	krigisk	anger	0.426
painful	smärtsam	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	skeptisk	anger	0.426
rejection	avslag	anger	0.426
defense	försvar	anger	0.425
powerful	kraftfull	anger	0.424
censor	censurera	anger	0.424
indecency	oanständighet	anger	0.424
fraudulent	bedräglig	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	vilseledande	anger	0.424
concealment	döljande	anger	0.424
greed	girighet	anger	0.424
disobedience	olydnad	anger	0.424
fuss	väsen	anger	0.424
enforce	förstärka	anger	0.424
banger	skorv	anger	0.424
commotion	uppståndelse	anger	0.424
defraud	bedra	anger	0.424
discontent	missnöje	anger	0.424
unsympathetic	osympatisk	anger	0.424
exasperation	förbittring	anger	0.424
barb	hulling	anger	0.422
banishment	förvisning	anger	0.422
sedition	upproriskhet	anger	0.422
misrepresented	Misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	genomslag	anger	0.422
cracked	knäckt	anger	0.422
annoyance	irritation	anger	0.422
duel	duell	anger	0.422
penitentiary	fängelse	anger	0.422
sarcasm	sarkasm	anger	0.422
deportation	Deportation	anger	0.422
nettle	nässla	anger	0.422
scar	ärr	anger	0.422
bang	smäll	anger	0.422
cur	byracka	anger	0.422
blatant	uppenbar	anger	0.420
force	tvinga	anger	0.418
perverse	pervers	anger	0.415
wring	vrida ur	anger	0.415
bastion	bastion	anger	0.413
grim	bister	anger	0.413
sordid	smutsig	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	buttre	anger	0.412
tiff	tIFF	anger	0.412
moody	lynnig	anger	0.412
hunting	jakt	anger	0.411
indenture	AVTAL	anger	0.410
sham	bluff	anger	0.409
squelch	krossa	anger	0.409
awful	förfärlig	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	blanda in	anger	0.409
contradict	motsäga	anger	0.409
supremacy	överlägsenhet	anger	0.409
sneak	smyg	anger	0.409
cantwin	cantwin	anger	0.409
reproach	förebrå	anger	0.409
compulsion	tvång	anger	0.409
inept	olämplig	anger	0.409
blockade	blockad	anger	0.409
detainee	fånge	anger	0.409
forfeit	förverka	anger	0.409
disappoint	svika	anger	0.409
lying	liggande	anger	0.408
epidemic	epidemi	anger	0.406
tremor	darrning	anger	0.406
rail	järnväg	anger	0.406
onerous	betungande	anger	0.406
cacophony	kakofonin	anger	0.406
unthinkable	otänkbar	anger	0.406
forsaken	övergiven	anger	0.406
delusion	villfarelse	anger	0.406
wrongdoing	förseelse	anger	0.406
badger	grävling	anger	0.406
antipathy	antipati	anger	0.406
inequality	olikhet	anger	0.406
nuisance	obehag	anger	0.406
scrapie	skrapie	anger	0.406
wop	wop	anger	0.406
arguments	argument	anger	0.404
affront	skymf	anger	0.403
traumatic	traumatisk	anger	0.402
libel	förtal	anger	0.400
sodding	jävla	anger	0.400
annoys	retar	anger	0.400
watchout	se upp	anger	0.398
soslow	så långsam	anger	0.398
frenetic	frenetisk	anger	0.397
remiss	försumlig	anger	0.397
barge	pråm	anger	0.396
howl	tjut	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxning	anger	0.394
untoward	untoward	anger	0.394
extinguish	släcka	anger	0.394
keyed	fastkilad	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	respektlöshet	anger	0.394
illegal	olaglig	anger	0.394
rabble	slödder	anger	0.394
actionable	angripbara	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	bedrägeri	anger	0.394
sue	stämma	anger	0.394
unfriendly	ovänlig	anger	0.394
confiscate	konfiskera	anger	0.394
brimstone	svavel	anger	0.392
argh	argh	anger	0.391
pique	såra	anger	0.391
recklessness	övermod	anger	0.391
earthquake	jordbävning	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	upplösning	anger	0.391
rigged	riggade	anger	0.391
disagree	instämmer inte alls	anger	0.389
lawsuit	rättegång	anger	0.386
disused	nedlagd	anger	0.382
immorality	omoral	anger	0.382
despair	förtvivlan	anger	0.382
difficulty	svårighet	anger	0.379
incurable	obotlig	anger	0.379
touchy	känslig	anger	0.379
coerce	tvinga	anger	0.379
sizzle	fräsa vid matlagning	anger	0.379
rifle	gevär	anger	0.379
falsification	förfalskning	anger	0.379
pokes	petar	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	öm	anger	0.379
picket	postering	anger	0.378
concussion	hjärnskakning	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	fälla	anger	0.375
infantile	infantil	anger	0.375
disillusionment	besvikelse	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milis	anger	0.375
remand	remand	anger	0.375
faulty	felaktig	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	slug	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	ömmande	anger	0.371
inhibit	hämma	anger	0.371
vindicate	försvara	anger	0.371
schizophrenia	schizofreni	anger	0.369
skewed	skev	anger	0.368
disreputable	vanhedrande	anger	0.368
forbidding	förbjuder	anger	0.368
conquest	erövring	anger	0.367
bark	bark	anger	0.365
leukemia	leukemi	anger	0.365
barks	bark	anger	0.364
burke	burke	anger	0.364
challenge	utmaning	anger	0.364
disapprove	ogilla	anger	0.364
unhappy	olycklig	anger	0.364
retarded	retarderad	anger	0.364
warrior	krigare	anger	0.364
belt	bälte	anger	0.364
controversial	kontroversiell	anger	0.359
opinionated	påstridig	anger	0.359
paucity	brist	anger	0.359
broken	bruten	anger	0.359
litigate	processa	anger	0.359
polemic	polemisk	anger	0.359
aftermath	verkningarna	anger	0.359
disliked	ogillade	anger	0.359
loudness	högljuddhet	anger	0.359
restriction	restriktion	anger	0.359
cad	cad	anger	0.359
sectarian	sekteristisk	anger	0.359
incompetence	inkompetens	anger	0.359
interrupting	avbryter	anger	0.358
fussy	kinkig	anger	0.357
wench	jänta	anger	0.353
misbehavior	dåligt uppförande	anger	0.351
gruff	barsk	anger	0.351
remove	avlägsna	anger	0.351
brat	brat	anger	0.351
scarcity	brist	anger	0.350
losing	förlorande	anger	0.349
pest	skadedjur	anger	0.348
defect	defekt	anger	0.348
hardened	härdad	anger	0.348
deserted	folktom	anger	0.348
lie	lögn	anger	0.348
retract	dra tillbaka	anger	0.348
untrustworthy	opålitlig	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	besviken	anger	0.348
disagreement	oenighet	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcus	anger	0.348
bias	partiskhet	anger	0.345
negation	negation	anger	0.344
antisocial	asocial	anger	0.344
evade	undgå	anger	0.344
shoddy	usel	anger	0.344
bothering	stör	anger	0.344
impotence	impotens	anger	0.344
shaky	skakig	anger	0.344
misleading	vilseledande	anger	0.344
stripped	avskalade	anger	0.344
disclaim	säger	anger	0.344
unsettled	orolig	anger	0.344
anxiety	ångest	anger	0.344
stingy	snål	anger	0.344
deterioration	försämring	anger	0.344
pirate	pirat	anger	0.344
unreliable	opålitliga	anger	0.344
interminable	oändlig	anger	0.343
disease	sjukdom	anger	0.341
meddle	befatta sig	anger	0.341
warp	varp	anger	0.340
averse	obenägna	anger	0.338
infamous	ökänd	anger	0.338
alcoholism	alkoholism	anger	0.338
row	rad	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	sjuk	anger	0.333
encumbrance	belastning	anger	0.333
scorpion	skorpion	anger	0.333
illegitimate	illegitim	anger	0.333
witchcraft	trolldom	anger	0.333
interrupt	avbryta	anger	0.333
paralyzed	lam	anger	0.333
sinner	syndare	anger	0.331
hulk	holk	anger	0.329
inconsiderate	hänsynslöst	anger	0.329
phony	falska	anger	0.328
spammers	spammare	anger	0.328
dashed	streckad	anger	0.328
disqualified	diskvalificeras	anger	0.328
fib	fib	anger	0.328
hiss	väsa	anger	0.328
brrr	brrr	anger	0.328
resisting	motstå	anger	0.328
victim	offer	anger	0.328
scapegoat	syndabock	anger	0.328
tighten	spänna	anger	0.328
opponent	motståndare	anger	0.328
crusade	korståg	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	vresig	anger	0.328
prohibited	förbjuden	anger	0.328
inappropriate	olämplig	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	förlust	anger	0.324
eschew	eschew	anger	0.324
trickery	knep	anger	0.324
neglected	försummad	anger	0.324
canker	kräfta	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muff	anger	0.318
crunch	knastrande	anger	0.318
duplicity	falskhet	anger	0.318
criticism	kritik	anger	0.318
shriek	skrika	anger	0.316
depreciate	minska i värde	anger	0.315
poverty	fattigdom	anger	0.312
chaff	agnar	anger	0.312
dupe	dupera	anger	0.312
dramaqueen	Dramadrottning	anger	0.312
dismissal	uppsägning	anger	0.312
mortality	dödlighet	anger	0.312
deflate	tömma	anger	0.312
carelessness	slarv	anger	0.312
dumps	soptippar	anger	0.312
revving	revving	anger	0.309
disallowed	otillåtna	anger	0.308
thoughtless	tanklös	anger	0.307
boisterous	stormig	anger	0.307
burial	begravning	anger	0.304
theocratic	teokratisk	anger	0.303
wince	rygga tillbaka	anger	0.303
sullen	trumpen	anger	0.303
involution	involution	anger	0.300
senseless	meningslös	anger	0.297
stalemate	dödläge	anger	0.297
depreciated	skrivs	anger	0.297
wasteful	slösaktig	anger	0.297
hoax	bluff	anger	0.297
misuse	missbruka	anger	0.297
getyourown	Skaffa din egen	anger	0.297
taxed	beskattas	anger	0.297
depressed	deprimerad	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	förlamning	anger	0.295
displaced	förskjuten	anger	0.294
limited	begränsad	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	löjlig	anger	0.289
teasing	kitslig	anger	0.288
sharpen	skärpa	anger	0.288
react	reagera	anger	0.288
presumptuous	förmäten	anger	0.288
spine	ryggrad	anger	0.288
homeless	hemlös	anger	0.288
hoot	tuta	anger	0.287
twitchy	ryckiga	anger	0.287
barrier	barriär	anger	0.287
myopia	myopi	anger	0.283
contraband	smuggel	anger	0.281
disconnects	kopplar	anger	0.281
spam	skräppost	anger	0.281
lagging	eftersläpande	anger	0.281
shiver	darrning	anger	0.281
agh	agh	anger	0.281
restitution	återbetalning	anger	0.281
flexin	flexin	anger	0.281
incompatible	oförenlig	anger	0.281
delinquent	brottsling	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	troll	anger	0.279
buffering	buffrande	anger	0.279
unfairness	orättvisa	anger	0.279
foray	plundringståg	anger	0.279
nether	nedre	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	omogenhet	anger	0.273
bogus	falsk	anger	0.273
uncaring	OBEKYMRAD	anger	0.273
shock	chock	anger	0.269
feisty	lättretlig	anger	0.269
defendant	svarande	anger	0.266
latent	latent	anger	0.266
rapping	knacknings	anger	0.266
pry	bända	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Björn	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	verkningslös	anger	0.266
quandary	dilemma	anger	0.266
inconvenient	obekväm	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	avbrott	anger	0.265
fluctuation	fluktuation	anger	0.265
exaggerate	överdriva	anger	0.263
lose	förlora	anger	0.261
patter	smattra	anger	0.258
tease	reta	anger	0.258
furnace	ugn	anger	0.258
stone	sten	anger	0.258
shoplifting	snatteri	anger	0.258
soldier	soldat	anger	0.258
incompetent	inkompetent	anger	0.257
indoctrination	indoktrinering	anger	0.255
skid	glid	anger	0.250
notoriety	ökändhet	anger	0.250
falsehood	lögn	anger	0.250
untrue	osann	anger	0.250
mastery	herravälde	anger	0.250
tripping	tripping	anger	0.250
nonsense	dumheter	anger	0.250
unfollow	sluta följa	anger	0.250
noisy	högljudd	anger	0.250
pouting	truta	anger	0.250
cane	sockerrör	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raket	anger	0.250
complicate	komplicera	anger	0.250
socialist	socialistisk	anger	0.250
lawyer	advokat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	inhägnad	anger	0.242
obstacle	hinder	anger	0.242
halter	grimma	anger	0.242
witch	häxa	anger	0.242
vampire	vampyr	anger	0.242
detract	förr	anger	0.242
ringer	ringer	anger	0.242
frowning	rynkar	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hunger	anger	0.235
recession	lågkonjunktur	anger	0.234
lava	lava	anger	0.234
shell	skal	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	taxa	anger	0.234
failing	brist	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	skojare	anger	0.234
politics	politik	anger	0.234
undesirable	oönskad	anger	0.231
darkness	mörker	anger	0.227
versus	mot	anger	0.227
resign	avgå	anger	0.227
copycat	härmapa	anger	0.227
soaked	uppblött	anger	0.226
unfulfilled	ouppfylld	anger	0.225
abandoned	övergiven	anger	0.222
bankruptcy	konkurs	anger	0.221
owing	SOM SKALL BETALAS	anger	0.221
unattainable	ouppnåelig	anger	0.221
unhelpful	ohjälpsam	anger	0.219
twitching	ryckningar	anger	0.219
confusion	förvirring	anger	0.219
mosquito	mygga	anger	0.219
warden	vakt	anger	0.219
misconception	missuppfattning	anger	0.219
compress	komprimera	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	verktyg	anger	0.219
nosey	nyfiken	anger	0.213
overpriced	för dyrt	anger	0.212
harry	harry	anger	0.212
shortage	brist	anger	0.212
adder	huggorm	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	besittning	anger	0.206
desert	öken-	anger	0.206
pout	pout	anger	0.203
uninvited	objuden	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	ineffektiv	anger	0.203
rook	råka	anger	0.203
unlucky	olycklig	anger	0.203
unpaid	obetald	anger	0.203
backbone	ryggrad	anger	0.203
sentence	mening	anger	0.203
powerless	maktlös	anger	0.203
court	domstol	anger	0.199
endless	ändlös	anger	0.198
adverts	annonser	anger	0.197
delay	dröjsmål	anger	0.197
misstatement	felaktigheter	anger	0.197
distracted	förvirrad	anger	0.197
misunderstanding	missförstånd	anger	0.195
excite	excitera	anger	0.191
inadmissible	avvisas	anger	0.191
lightning	blixt-	anger	0.189
incase	om	anger	0.188
preclude	hindra	anger	0.188
insecure	osäker	anger	0.188
mournful	sorgsen	anger	0.188
rating	betyg	anger	0.182
mistress	husmor	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	sökande	anger	0.182
insist	insistera	anger	0.182
distracting	distraherande	anger	0.182
opium	opium	anger	0.180
willful	avsiktlig	anger	0.176
deserve	förtjänar	anger	0.176
insists	insisterar	anger	0.175
treat	behandla	anger	0.175
misplace	felplacera	anger	0.172
indecisive	obeslutsam	anger	0.172
gibberish	rotvälska	anger	0.172
fleece	skinna	anger	0.172
fee	avgift	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	befria	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonell	anger	0.172
mighty	mäktig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	gläfsa	anger	0.168
unequal	olika	anger	0.167
insufficiency	insufficiens	anger	0.167
hamstring	knäsena	anger	0.167
bargaining	förhandlingar	anger	0.167
mule	mula	anger	0.167
insignificant	obetydlig	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	likgiltighet	anger	0.156
rheumatism	reumatism	anger	0.156
coop	coop	anger	0.156
forearm	underarm	anger	0.156
uncertain	osäker	anger	0.152
bee	bi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	medverkan	anger	0.152
disinformation	desinformation	anger	0.152
attorney	advokat	anger	0.152
underpaid	betalda	anger	0.152
pretending	låtsas	anger	0.152
campaigning	kampanjer	anger	0.151
hopelessness	hopplöshet	anger	0.149
feeling	känsla	anger	0.147
legalized	legaliserade	anger	0.145
caution	varning	anger	0.145
subsidy	bidrag	anger	0.141
obliging	tvinga	anger	0.141
morals	moral	anger	0.141
sterling	sterling-	anger	0.141
wimpy	wimpy	anger	0.140
bummer	besvikelse	anger	0.139
misspell	stava fel	anger	0.136
saloon	salong	anger	0.136
repay	återbetala	anger	0.136
blemish	fläck	anger	0.136
surcharge	tilläggsavgift	anger	0.136
geez	Herregud	anger	0.136
birch	björk	anger	0.135
noob	nybörjare	anger	0.133
honk	tuta	anger	0.133
orchestra	orkester	anger	0.132
competitive	konkurrenskraftig	anger	0.125
wireless	trådlös	anger	0.125
standstill	stå still	anger	0.125
mosque	moské	anger	0.122
reversal	omkastning	anger	0.121
inattention	ouppmärksamhet	anger	0.121
lace	spets	anger	0.118
elbow	armbåge	anger	0.117
instinctive	instinktiv	anger	0.112
chant	sång	anger	0.111
lonely	ensam	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerera	anger	0.106
management	förvaltning	anger	0.102
advocacy	försvar	anger	0.100
moral	moralisk	anger	0.094
roadworks	vägarbeten	anger	0.091
honest	ärlig	anger	0.087
forgetful	glömsk	anger	0.076
gent	gent	anger	0.076
liquor	sprit	anger	0.075
money	pengar	anger	0.074
hood	huva	anger	0.071
curriculum	läroplan	anger	0.063
words	ord	anger	0.062
smell	lukt	anger	0.061
elf	älva	anger	0.061
playful	lekfull	anger	0.061
opera	opera	anger	0.061
nurture	uppfostran	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	rådgivare	anger	0.059
trumpet	trumpet	anger	0.059
birthplace	födelseort	anger	0.051
ribbon	band	anger	0.047
youth	ungdom	anger	0.045
vote	rösta	anger	0.045
cash	kontanter	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	våffla	anger	0.030
buffet	buffé	anger	0.029
celebrity	kändis	anger	0.026
autocorrect	Auto-korrigering	anger	0.015
sisterhood	systerskap	anger	0.015
musical	musikalisk	anger	0.011
tree	träd	anger	0.000
anticipation	förväntan	anticipation	0.859
excited	upphetsad	anticipation	0.859
anticipate	förutse	anticipation	0.820
excitement	spänning	anticipation	0.820
eagerness	iver	anticipation	0.812
exciting	spännande	anticipation	0.797
expectant	förväntans	anticipation	0.789
thrilling	spännande	anticipation	0.781
