word	Japanese-ja	emotion	emotion-intensity-score
elimination	排除	anger	0.456
picketing	ピケッティング	anger	0.456
haughty	傲慢	anger	0.456
troublesome	面倒な	anger	0.455
clamor	騒ぎ	anger	0.455
busted	逮捕された	anger	0.455
constraint	制約	anger	0.455
crabby	カニ	anger	0.455
veto	拒否	anger	0.455
stubbed	スタブされた	anger	0.455
mislead	誤解を招く	anger	0.455
illicit	不法	anger	0.455
dying	死んでいる	anger	0.455
grated	すりおろし	anger	0.455
idiocy	白痴	anger	0.455
illegality	違法	anger	0.455
flagrant	深刻な	anger	0.455
impermeable	不浸透性	anger	0.455
bad	悪い	anger	0.453
despotism	専制主義	anger	0.453
usurped	奪われた	anger	0.453
godless	無神経	anger	0.453
disagreeing	同意しない	anger	0.453
intense	激しい	anger	0.453
struggle	闘争	anger	0.453
suppress	抑圧する	anger	0.453
disapproving	不承認	anger	0.453
desist	断る	anger	0.453
bayonet	バヨネット	anger	0.453
displeased	不快な	anger	0.453
hysterical	ヒステリックな	anger	0.453
unlawful	違法	anger	0.451
wrongly	間違って	anger	0.448
repellent	忌避剤	anger	0.442
wasted	無駄な	anger	0.441
foe	敵	anger	0.441
dishonor	不名誉	anger	0.441
wrongful	不当	anger	0.441
psychosis	精神病	anger	0.441
aversion	嫌悪	anger	0.440
punitive	懲罰的	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	ナックルズ	anger	0.439
effigy	切手	anger	0.439
schism	分裂	anger	0.439
ultimatum	最終的な	anger	0.439
upset	動揺	anger	0.439
worthless	役に立たない	anger	0.438
deny	否定する	anger	0.438
ransom	身代金	anger	0.438
fugitive	逃亡者	anger	0.438
deleterious	有害な	anger	0.438
stupidity	愚かな	anger	0.438
abandonment	放棄	anger	0.438
mucked	泥だらけの	anger	0.438
separatist	分離主義者	anger	0.438
irritation	刺激	anger	0.438
oblivion	忘却	anger	0.437
segregate	分離する	anger	0.437
payback	払い戻し	anger	0.436
incongruous	不自然な	anger	0.435
eviction	追放	anger	0.435
collusion	共謀	anger	0.432
rob	奪う	anger	0.431
infidelity	不倫	anger	0.429
ravenous	卑劣な	anger	0.429
overrun	オーバーラン	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	前触れ	anger	0.426
martial	武道	anger	0.426
painful	痛い	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	信じられない	anger	0.426
rejection	拒絶	anger	0.426
defense	防衛	anger	0.425
powerful	強力な	anger	0.424
censor	検閲	anger	0.424
indecency	卑劣な	anger	0.424
fraudulent	詐欺	anger	0.424
gonorrhea	淋病	anger	0.424
fallacious	間違った	anger	0.424
concealment	隠蔽	anger	0.424
greed	貪欲	anger	0.424
disobedience	不従順	anger	0.424
fuss	大騒ぎ	anger	0.424
enforce	強制する	anger	0.424
banger	バンガー	anger	0.424
commotion	騒ぎ	anger	0.424
defraud	欺瞞	anger	0.424
discontent	不満	anger	0.424
unsympathetic	異教徒	anger	0.424
exasperation	怒り	anger	0.424
barb	かっこ	anger	0.422
banishment	追放	anger	0.422
sedition	扇動	anger	0.422
misrepresented	虚偽の	anger	0.422
snubbed	スナビング	anger	0.422
penetration	浸透	anger	0.422
cracked	割れた	anger	0.422
annoyance	煩わしさ	anger	0.422
duel	決闘	anger	0.422
penitentiary	刑務所	anger	0.422
sarcasm	皮肉	anger	0.422
deportation	追放	anger	0.422
nettle	イラクサ	anger	0.422
scar	傷跡	anger	0.422
bang	強打	anger	0.422
cur	カール	anger	0.422
blatant	ぼんやりした	anger	0.420
force	力	anger	0.418
perverse	勘違いする	anger	0.415
wring	絞る	anger	0.415
bastion	要塞	anger	0.413
grim	恐るべき	anger	0.413
sordid	ソーダイド	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ひどい	anger	0.412
tiff	ティファ	anger	0.412
moody	ムーディー	anger	0.412
hunting	狩猟	anger	0.411
indenture	契約	anger	0.410
sham	偽物	anger	0.409
squelch	スケルチ	anger	0.409
awful	ひどい	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	関係する	anger	0.409
contradict	矛盾する	anger	0.409
supremacy	覇権	anger	0.409
sneak	こっそりした	anger	0.409
cantwin	キャンツウィン	anger	0.409
reproach	非難する	anger	0.409
compulsion	強制	anger	0.409
inept	不適格	anger	0.409
blockade	封鎖	anger	0.409
detainee	抑留者	anger	0.409
forfeit	失う	anger	0.409
disappoint	失望する	anger	0.409
lying	嘘つき	anger	0.408
epidemic	流行	anger	0.406
tremor	振戦	anger	0.406
rail	レール	anger	0.406
onerous	不利な	anger	0.406
cacophony	不協和音	anger	0.406
unthinkable	考えられない	anger	0.406
forsaken	忘れ去られた	anger	0.406
delusion	妄想	anger	0.406
wrongdoing	不正行為	anger	0.406
badger	狸	anger	0.406
antipathy	反感	anger	0.406
inequality	不平等	anger	0.406
nuisance	迷惑	anger	0.406
scrapie	スクレイピー	anger	0.406
wop	ワップ	anger	0.406
arguments	議論	anger	0.404
affront	侮辱	anger	0.403
traumatic	外傷性の	anger	0.402
libel	名誉毀損	anger	0.400
sodding	ソッディング	anger	0.400
annoys	悩み	anger	0.400
watchout	気を付けて	anger	0.398
soslow	とても遅いです	anger	0.398
frenetic	熱狂的な	anger	0.397
remiss	放棄	anger	0.397
barge	バージ	anger	0.396
howl	うぬぼれ	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ボクシング	anger	0.394
untoward	不都合な	anger	0.394
extinguish	消す	anger	0.394
keyed	キー付き	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	無礼な	anger	0.394
illegal	違法	anger	0.394
rabble	荒れ狂う	anger	0.394
actionable	実行可能な	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	詐欺	anger	0.394
sue	訴える	anger	0.394
unfriendly	不親切	anger	0.394
confiscate	没収する	anger	0.394
brimstone	ブリムストーン	anger	0.392
argh	ああ	anger	0.391
pique	ピケ	anger	0.391
recklessness	無謀	anger	0.391
earthquake	地震	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	溶解	anger	0.391
rigged	装備	anger	0.391
disagree	同意しない	anger	0.389
lawsuit	訴訟	anger	0.386
disused	未使用	anger	0.382
immorality	不道徳	anger	0.382
despair	絶望	anger	0.382
difficulty	困難	anger	0.379
incurable	不治の	anger	0.379
touchy	おしゃれな	anger	0.379
coerce	強姦	anger	0.379
sizzle	シズル	anger	0.379
rifle	ライフル	anger	0.379
falsification	改ざん	anger	0.379
pokes	ポークス	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	痛み	anger	0.379
picket	ピケット	anger	0.378
concussion	脳震盪	anger	0.377
pessimism	悲観主義	anger	0.375
pitfall	落とし穴	anger	0.375
infantile	幼児	anger	0.375
disillusionment	幻滅	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	民兵	anger	0.375
remand	差し戻し	anger	0.375
faulty	欠陥のある	anger	0.375
cannon	大砲	anger	0.375
rawr	元祖	anger	0.375
sly	狡猾	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	ネポティズム	anger	0.371
distressing	悲惨な	anger	0.371
inhibit	阻害する	anger	0.371
vindicate	立証する	anger	0.371
schizophrenia	統合失調症	anger	0.369
skewed	歪んだ	anger	0.368
disreputable	評判の悪い	anger	0.368
forbidding	禁止する	anger	0.368
conquest	征服	anger	0.367
bark	樹皮	anger	0.365
leukemia	白血病	anger	0.365
barks	吠える	anger	0.364
burke	バーク	anger	0.364
challenge	チャレンジ	anger	0.364
disapprove	不承認	anger	0.364
unhappy	不幸	anger	0.364
retarded	遅滞	anger	0.364
warrior	戦士	anger	0.364
belt	ベルト	anger	0.364
controversial	議論の余地のある	anger	0.359
opinionated	賛美された	anger	0.359
paucity	不足	anger	0.359
broken	壊れた	anger	0.359
litigate	訴訟を起こす	anger	0.359
polemic	論争	anger	0.359
aftermath	余波	anger	0.359
disliked	嫌いな	anger	0.359
loudness	ラウドネス	anger	0.359
restriction	制限	anger	0.359
cad	CAD	anger	0.359
sectarian	宗派	anger	0.359
incompetence	無能	anger	0.359
interrupting	中断する	anger	0.358
fussy	うるさい	anger	0.357
wench	ウィンチェン	anger	0.353
misbehavior	誤動作	anger	0.351
gruff	ぞっとする	anger	0.351
remove	除去する	anger	0.351
brat	かっこ	anger	0.351
scarcity	希少	anger	0.350
losing	負け	anger	0.349
pest	害虫	anger	0.348
defect	欠陥	anger	0.348
hardened	硬化した	anger	0.348
deserted	捨てられた	anger	0.348
lie	嘘つき	anger	0.348
retract	収縮する	anger	0.348
untrustworthy	信頼できない	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	失望した	anger	0.348
disagreement	不一致	anger	0.348
stigma	汚名	anger	0.348
ulcer	潰瘍	anger	0.348
bias	バイアス	anger	0.345
negation	否定	anger	0.344
antisocial	反社会的	anger	0.344
evade	回避する	anger	0.344
shoddy	うんざりする	anger	0.344
bothering	気になる	anger	0.344
impotence	インポテンス	anger	0.344
shaky	不安定な	anger	0.344
misleading	誤解を招く	anger	0.344
stripped	ストリップされた	anger	0.344
disclaim	放棄する	anger	0.344
unsettled	不安定	anger	0.344
anxiety	不安	anger	0.344
stingy	刺青	anger	0.344
deterioration	劣化	anger	0.344
pirate	海賊	anger	0.344
unreliable	信頼できない	anger	0.344
interminable	断続的な	anger	0.343
disease	疾患	anger	0.341
meddle	干渉する	anger	0.341
warp	ワープ	anger	0.340
averse	嫌う	anger	0.338
infamous	悪名高い	anger	0.338
alcoholism	アルコール依存症	anger	0.338
row	行	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	病気	anger	0.333
encumbrance	妨害	anger	0.333
scorpion	サソリ	anger	0.333
illegitimate	違法	anger	0.333
witchcraft	魔術	anger	0.333
interrupt	割り込み	anger	0.333
paralyzed	麻痺した	anger	0.333
sinner	罪人	anger	0.331
hulk	ハルク	anger	0.329
inconsiderate	不注意	anger	0.329
phony	偽物	anger	0.328
spammers	スパマー	anger	0.328
dashed	破線	anger	0.328
disqualified	失格	anger	0.328
fib	フィブス	anger	0.328
hiss	ヒス	anger	0.328
brrr	brrr	anger	0.328
resisting	抵抗する	anger	0.328
victim	犠牲者	anger	0.328
scapegoat	呪われた	anger	0.328
tighten	締め付ける	anger	0.328
opponent	相手	anger	0.328
crusade	十字軍	anger	0.328
dislocated	転位	anger	0.328
grumpy	ひどい	anger	0.328
prohibited	禁じられた	anger	0.328
inappropriate	不適切	anger	0.324
haye	ヘイ	anger	0.324
loss	損失	anger	0.324
eschew	避ける	anger	0.324
trickery	トリッキー	anger	0.324
neglected	無視された	anger	0.324
canker	潰瘍	anger	0.323
queues	キュー	anger	0.318
muff	マフ	anger	0.318
crunch	クランチ	anger	0.318
duplicity	二枚舌	anger	0.318
criticism	批判	anger	0.318
shriek	悲鳴	anger	0.316
depreciate	減価償却する	anger	0.315
poverty	貧困	anger	0.312
chaff	チャフ	anger	0.312
dupe	二重	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	解任	anger	0.312
mortality	死亡	anger	0.312
deflate	収縮する	anger	0.312
carelessness	不注意	anger	0.312
dumps	ダンプ	anger	0.312
revving	回心	anger	0.309
disallowed	許可されていない	anger	0.308
thoughtless	思慮のない	anger	0.307
boisterous	騒々しい	anger	0.307
burial	埋葬	anger	0.304
theocratic	神聖な	anger	0.303
wince	元気づける	anger	0.303
sullen	サレン	anger	0.303
involution	退陣	anger	0.300
senseless	無意味な	anger	0.297
stalemate	膠着状態	anger	0.297
depreciated	減価償却された	anger	0.297
wasteful	無駄な	anger	0.297
hoax	でっち上げ	anger	0.297
misuse	悪用	anger	0.297
getyourown	自分自身の〜を手に入れます	anger	0.297
taxed	課税される	anger	0.297
depressed	落ち込んだ	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	麻痺	anger	0.295
displaced	失踪した	anger	0.294
limited	限られた	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	オーク	anger	0.289
ridiculous	ばかげた	anger	0.289
teasing	からかい	anger	0.288
sharpen	鋭く	anger	0.288
react	反応する	anger	0.288
presumptuous	予期せぬ	anger	0.288
spine	脊椎	anger	0.288
homeless	ホームレス	anger	0.288
hoot	くそ	anger	0.287
twitchy	甘い	anger	0.287
barrier	バリア	anger	0.287
myopia	近視	anger	0.283
contraband	密輸品	anger	0.281
disconnects	切断する	anger	0.281
spam	スパム	anger	0.281
lagging	遅れ	anger	0.281
shiver	震える	anger	0.281
agh	ああ	anger	0.281
restitution	反発	anger	0.281
flexin	フレックス	anger	0.281
incompatible	互換性のない	anger	0.281
delinquent	延滞	anger	0.281
noncompliance	違反	anger	0.279
troll	トロール	anger	0.279
buffering	バッファリング	anger	0.279
unfairness	不公平	anger	0.279
foray	募集	anger	0.279
nether	ネットラー	anger	0.278
bugaboo	バガブー	anger	0.273
immaturity	未熟	anger	0.273
bogus	偽	anger	0.273
uncaring	無関心	anger	0.273
shock	ショック	anger	0.269
feisty	熱い	anger	0.269
defendant	被告	anger	0.266
latent	潜在	anger	0.266
rapping	ラップ	anger	0.266
pry	揚げる	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	くま	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	動作不能	anger	0.266
quandary	困惑	anger	0.266
inconvenient	不便	anger	0.266
feminism	フェミニズム	anger	0.266
humbug	ハムブグ	anger	0.266
interrupts	割り込み	anger	0.265
fluctuation	変動	anger	0.265
exaggerate	誇張する	anger	0.263
lose	失う	anger	0.261
patter	後で	anger	0.258
tease	からかう	anger	0.258
furnace	炉	anger	0.258
stone	石	anger	0.258
shoplifting	万引き	anger	0.258
soldier	兵士	anger	0.258
incompetent	無能な	anger	0.257
indoctrination	教え	anger	0.255
skid	スキッド	anger	0.250
notoriety	悪評	anger	0.250
falsehood	虚偽	anger	0.250
untrue	真実ではない	anger	0.250
mastery	習熟	anger	0.250
tripping	トリッピング	anger	0.250
nonsense	ナンセンス	anger	0.250
unfollow	アンフォロー	anger	0.250
noisy	うるさい	anger	0.250
pouting	引き抜く	anger	0.250
cane	杖	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	ロケット	anger	0.250
complicate	複雑にする	anger	0.250
socialist	社会主義者	anger	0.250
lawyer	弁護士	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	キャップスロック	anger	0.242
fenced	フェンス	anger	0.242
obstacle	障害	anger	0.242
halter	ホルター	anger	0.242
witch	魔女	anger	0.242
vampire	吸血鬼	anger	0.242
detract	低下させる	anger	0.242
ringer	リンガー	anger	0.242
frowning	悩む	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	飢え	anger	0.235
recession	不況	anger	0.234
lava	溶岩	anger	0.234
shell	シェル	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ダブリング	anger	0.234
tariff	関税	anger	0.234
failing	失敗する	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	野蛮人	anger	0.234
politics	政治	anger	0.234
undesirable	望ましくない	anger	0.231
darkness	闇	anger	0.227
versus	対	anger	0.227
resign	辞任する	anger	0.227
copycat	コピーキャット	anger	0.227
soaked	浸した	anger	0.226
unfulfilled	満たされていない	anger	0.225
abandoned	放棄された	anger	0.222
bankruptcy	倒産	anger	0.221
owing	負担	anger	0.221
unattainable	達成不可能な	anger	0.221
unhelpful	役に立たない	anger	0.219
twitching	痙攣	anger	0.219
confusion	混乱	anger	0.219
mosquito	蚊	anger	0.219
warden	監督	anger	0.219
misconception	誤解	anger	0.219
compress	圧縮する	anger	0.219
whiny	ぬいぐるみ	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ツール	anger	0.219
nosey	おせっかいな	anger	0.213
overpriced	高価	anger	0.212
harry	ハリー	anger	0.212
shortage	不足	anger	0.212
adder	加算器	anger	0.212
melodrama	メロドラマ	anger	0.212
overplayed	オーバーレイされた	anger	0.206
possession	所持	anger	0.206
desert	砂漠	anger	0.206
pout	拍手	anger	0.203
uninvited	招かれない	anger	0.203
arraignment	裁判	anger	0.203
inefficient	非効率的な	anger	0.203
rook	ルーク	anger	0.203
unlucky	不運	anger	0.203
unpaid	未払い	anger	0.203
backbone	背骨	anger	0.203
sentence	文	anger	0.203
powerless	力のない	anger	0.203
court	裁判所	anger	0.199
endless	無限	anger	0.198
adverts	広告	anger	0.197
delay	ディレイ	anger	0.197
misstatement	誤解	anger	0.197
distracted	気を散らす	anger	0.197
misunderstanding	誤解	anger	0.195
excite	エキサイト	anger	0.191
inadmissible	容認できない	anger	0.191
lightning	ライトニング	anger	0.189
incase	万一に備えて	anger	0.188
preclude	排除する	anger	0.188
insecure	安全でない	anger	0.188
mournful	悲しみの	anger	0.188
rating	評価	anger	0.182
mistress	愛人	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	請求者	anger	0.182
insist	主張する	anger	0.182
distracting	気を散らす	anger	0.182
opium	アヘン	anger	0.180
willful	故意の	anger	0.176
deserve	値する	anger	0.176
insists	主張する	anger	0.175
treat	治療する	anger	0.175
misplace	間違った	anger	0.172
indecisive	決定的ではない	anger	0.172
gibberish	うんざりする	anger	0.172
fleece	フリース	anger	0.172
fee	費用	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	解放する	anger	0.172
excitation	励起	anger	0.172
hormonal	ホルモン	anger	0.172
mighty	力強い	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	y	anger	0.168
unequal	不等	anger	0.167
insufficiency	不足	anger	0.167
hamstring	ハムストリング	anger	0.167
bargaining	交渉	anger	0.167
mule	ミュール	anger	0.167
insignificant	些細な	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	無関心	anger	0.156
rheumatism	リウマチ	anger	0.156
coop	コープ	anger	0.156
forearm	前腕部	anger	0.156
uncertain	不確実な	anger	0.152
bee	蜂	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	関与	anger	0.152
disinformation	虚偽情報	anger	0.152
attorney	弁護士	anger	0.152
underpaid	未払い	anger	0.152
pretending	ふりをする	anger	0.152
campaigning	キャンペーン	anger	0.151
hopelessness	絶望	anger	0.149
feeling	感じ	anger	0.147
legalized	合法化された	anger	0.145
caution	注意	anger	0.145
subsidy	補助金	anger	0.141
obliging	義務づける	anger	0.141
morals	道徳	anger	0.141
sterling	スターリング	anger	0.141
wimpy	wimpy	anger	0.140
bummer	バマー	anger	0.139
