word	Latvian-lv	emotion	emotion-intensity-score
subversion	sagrābšana	anger	0.470
annoying	kaitinošs	anger	0.470
adversity	nelaimi	anger	0.470
dispossessed	atsavināts	anger	0.470
friction	berze	anger	0.470
jealous	greizsirdīgs	anger	0.470
feudalism	feodālisms	anger	0.470
armament	bruņojums	anger	0.470
thump	sitiens	anger	0.469
complain	sūdzas	anger	0.469
incite	pamudināt	anger	0.469
steal	nozagt	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	nepaklausīt	anger	0.469
injury	ievainojums	anger	0.469
simmer	lēkt	anger	0.469
distress	ciešanas	anger	0.469
insanity	neprāts	anger	0.469
selfish	savtīgs	anger	0.469
huff	hafa	anger	0.469
selfishness	savtīgums	anger	0.469
backoff	atkāpies	anger	0.469
plunder	izlaupīt	anger	0.469
stifled	slēpts	anger	0.469
subversive	graujošs	anger	0.469
exile	trimdā	anger	0.469
offense	apvainojums	anger	0.469
objection	iebildums	anger	0.469
recidivism	recidīvisms	anger	0.469
smother	nomest	anger	0.469
perpetrator	vainīgais	anger	0.469
dislike	nepatīk	anger	0.469
disruption	traucējumi	anger	0.469
intolerance	neiecietība	anger	0.469
opposition	opozīcija	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	krūze	anger	0.467
agony	agonija	anger	0.465
arrogant	augstprātīgs	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ventilācija	anger	0.456
elimination	likvidēšana	anger	0.456
picketing	piketēšana	anger	0.456
haughty	lepns	anger	0.456
troublesome	traucējošs	anger	0.455
clamor	kliedziens	anger	0.455
busted	busted	anger	0.455
constraint	ierobežojums	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	maldināt	anger	0.455
illicit	nelikumīga	anger	0.455
dying	mirst	anger	0.455
grated	sarīvē	anger	0.455
idiocy	idiotisms	anger	0.455
illegality	nelikumība	anger	0.455
flagrant	draņķīgs	anger	0.455
impermeable	necaurlaidīgs	anger	0.455
bad	slikti	anger	0.453
despotism	despotisms	anger	0.453
usurped	uzurpēts	anger	0.453
godless	bezgalīgs	anger	0.453
disagreeing	nepiekrītu	anger	0.453
intense	intensīva	anger	0.453
struggle	cīņa	anger	0.453
suppress	nomāc	anger	0.453
disapproving	neapmierinoša	anger	0.453
desist	noraidīt	anger	0.453
bayonet	bajons	anger	0.453
displeased	nepatīkami	anger	0.453
hysterical	histērisks	anger	0.453
unlawful	nelikumīgs	anger	0.451
wrongly	nepareizi	anger	0.448
repellent	repelents	anger	0.442
wasted	izšķērdēta	anger	0.441
foe	ienaidnieks	anger	0.441
dishonor	negods	anger	0.441
wrongful	nepareizs	anger	0.441
psychosis	psihoze	anger	0.441
aversion	nepatika	anger	0.440
punitive	soda nauda	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	dūres	anger	0.439
effigy	zīmējums	anger	0.439
schism	saplūšana	anger	0.439
ultimatum	ultimāts	anger	0.439
upset	nomākts	anger	0.439
worthless	bezvērtīgs	anger	0.438
deny	noliegt	anger	0.438
ransom	izpirkšana	anger	0.438
fugitive	bēglis	anger	0.438
deleterious	kaitīgs	anger	0.438
stupidity	stulbums	anger	0.438
abandonment	atmešana	anger	0.438
mucked	mucked	anger	0.438
separatist	separātiists	anger	0.438
irritation	kairinājums	anger	0.438
oblivion	aizmirstība	anger	0.437
segregate	segregēt	anger	0.437
payback	atmaksāšanās	anger	0.436
incongruous	neatbilstoši	anger	0.435
eviction	izlikšana	anger	0.435
collusion	slepeni vienošanās	anger	0.432
rob	aplaupīt	anger	0.431
infidelity	neticība	anger	0.429
ravenous	dīvains	anger	0.429
overrun	pārsniegums	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	aizgājējs	anger	0.426
martial	cīņas	anger	0.426
painful	sāpīgs	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neticīgs	anger	0.426
rejection	noraidījums	anger	0.426
defense	aizsardzība	anger	0.425
powerful	spēcīgs	anger	0.424
censor	cenzūra	anger	0.424
indecency	nepateicība	anger	0.424
fraudulent	krāpnieciska	anger	0.424
gonorrhea	gonoreja	anger	0.424
fallacious	kļūdaini	anger	0.424
concealment	slēpšana	anger	0.424
greed	alkatība	anger	0.424
disobedience	nepaklausība	anger	0.424
fuss	satraukums	anger	0.424
enforce	izpildīt	anger	0.424
banger	bangers	anger	0.424
commotion	satraukums	anger	0.424
defraud	apslāpēt	anger	0.424
discontent	neapmierinātība	anger	0.424
unsympathetic	nedemokrātisks	anger	0.424
exasperation	sajukums	anger	0.424
barb	bārksts	anger	0.422
banishment	izraidīšana	anger	0.422
sedition	slepkavība	anger	0.422
misrepresented	pārpūlēta	anger	0.422
snubbed	slēpts	anger	0.422
penetration	iespiešanās	anger	0.422
cracked	ieplaisājis	anger	0.422
annoyance	kairinājums	anger	0.422
duel	duelis	anger	0.422
penitentiary	cietumsods	anger	0.422
sarcasm	sarkasma	anger	0.422
deportation	deportācija	anger	0.422
nettle	nātru	anger	0.422
scar	rēta	anger	0.422
bang	sprādziens	anger	0.422
cur	cur	anger	0.422
blatant	acīmredzams	anger	0.420
force	spēks	anger	0.418
perverse	perverss	anger	0.415
wring	izgriešana	anger	0.415
bastion	bastiona	anger	0.413
grim	slikts	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	slikts	anger	0.412
tiff	tiff	anger	0.412
moody	dīvains	anger	0.412
hunting	medības	anger	0.411
indenture	indenture	anger	0.410
sham	slikts	anger	0.409
squelch	švīts	anger	0.409
awful	šausmīgi	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	iesaistīt	anger	0.409
contradict	apstrīdēt	anger	0.409
supremacy	pārākums	anger	0.409
sneak	līst	anger	0.409
cantwin	cantwin	anger	0.409
reproach	pārmetums	anger	0.409
compulsion	piespiešana	anger	0.409
inept	nepatīkams	anger	0.409
blockade	blokāde	anger	0.409
detainee	aizturēts	anger	0.409
forfeit	zaudēt	anger	0.409
disappoint	izbrīns	anger	0.409
lying	guļot	anger	0.408
epidemic	epidēmija	anger	0.406
tremor	trīce	anger	0.406
rail	dzelzceļš	anger	0.406
onerous	apgrūtinošs	anger	0.406
cacophony	kakofonija	anger	0.406
unthinkable	neiedomājams	anger	0.406
forsaken	atstāts	anger	0.406
delusion	maldi	anger	0.406
wrongdoing	pārkāpjot	anger	0.406
badger	lielberlis	anger	0.406
antipathy	antipātija	anger	0.406
inequality	nevienlīdzība	anger	0.406
nuisance	traucējumi	anger	0.406
scrapie	skrepi slimība	anger	0.406
wop	wop	anger	0.406
arguments	argumenti	anger	0.404
affront	apvainojums	anger	0.403
traumatic	traumatiska	anger	0.402
libel	neslavas celšana	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	uzmanies	anger	0.398
soslow	tik lēni	anger	0.398
frenetic	neprātīgs	anger	0.397
remiss	atlaide	anger	0.397
barge	liellaiva	anger	0.396
howl	gaudot	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	bokss	anger	0.394
untoward	nevēlas	anger	0.394
extinguish	dzēst	anger	0.394
keyed	ievadīts	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	necieņu	anger	0.394
illegal	nelegāls	anger	0.394
rabble	rabble	anger	0.394
actionable	apstrīdams	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	krāpšana	anger	0.394
sue	iesūdzēt	anger	0.394
unfriendly	nedraudzīgs	anger	0.394
confiscate	konfiscēt	anger	0.394
brimstone	sarkans	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	neapdomība	anger	0.391
earthquake	zemestrīce	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	izšķīšana	anger	0.391
rigged	viltotas	anger	0.391
disagree	nepiekrītu	anger	0.389
lawsuit	tiesas prāva	anger	0.386
disused	neizmantots	anger	0.382
immorality	amorālisms	anger	0.382
despair	izmisums	anger	0.382
difficulty	grūtības	anger	0.379
incurable	neārstējams	anger	0.379
touchy	skarbs	anger	0.379
coerce	piespiešana	anger	0.379
sizzle	šļirce	anger	0.379
rifle	šautene	anger	0.379
falsification	viltošana	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	iekaisis	anger	0.379
picket	pikets	anger	0.378
concussion	satricinājums	anger	0.377
pessimism	pesimisms	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantile	anger	0.375
disillusionment	izmisums	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicija	anger	0.375
remand	aizturēšana	anger	0.375
faulty	kļūdains	anger	0.375
cannon	lielgabals	anger	0.375
rawr	rawr	anger	0.375
sly	viltīgs	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisms	anger	0.371
distressing	satraucošs	anger	0.371
inhibit	kavēt	anger	0.371
vindicate	attaisnot	anger	0.371
schizophrenia	šizofrēnija	anger	0.369
skewed	šķībs	anger	0.368
disreputable	neapstrīdams	anger	0.368
forbidding	aizliedz	anger	0.368
conquest	uzvara	anger	0.367
bark	miza	anger	0.365
leukemia	leikēmija	anger	0.365
barks	bārks	anger	0.364
burke	burke	anger	0.364
challenge	izaicinājums	anger	0.364
disapprove	noraidīt	anger	0.364
unhappy	nelaimīgs	anger	0.364
retarded	palēnināts	anger	0.364
warrior	karavīrs	anger	0.364
belt	jostas	anger	0.364
controversial	strīdīgs	anger	0.359
opinionated	uzticīgs	anger	0.359
paucity	nepietiekamība	anger	0.359
broken	salauzts	anger	0.359
litigate	tiesāt tiesā	anger	0.359
polemic	polemiska	anger	0.359
aftermath	sekas	anger	0.359
disliked	nepatika	anger	0.359
loudness	skaļums	anger	0.359
restriction	ierobežojums	anger	0.359
cad	cad	anger	0.359
sectarian	sektantisks	anger	0.359
incompetence	nekompetence	anger	0.359
interrupting	pārtraucot	anger	0.358
fussy	satraukts	anger	0.357
wench	velns	anger	0.353
misbehavior	nepareiza uzvedība	anger	0.351
gruff	dusmīgs	anger	0.351
remove	noņemt	anger	0.351
brat	brat	anger	0.351
scarcity	trūkums	anger	0.350
losing	zaudēšana	anger	0.349
pest	kaitēklis	anger	0.348
defect	defekts	anger	0.348
hardened	sacietināts	anger	0.348
deserted	pamests	anger	0.348
lie	gulēt	anger	0.348
retract	noņemt	anger	0.348
untrustworthy	neuzticams	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	vīlušies	anger	0.348
disagreement	nesaskaņas	anger	0.348
stigma	stigma	anger	0.348
ulcer	čūla	anger	0.348
bias	aizspriedums	anger	0.345
negation	negācija	anger	0.344
antisocial	antisociāls	anger	0.344
evade	izvairīties	anger	0.344
shoddy	viltīgs	anger	0.344
bothering	uztraukties	anger	0.344
impotence	impotence	anger	0.344
shaky	drebīgs	anger	0.344
misleading	maldinošs	anger	0.344
stripped	attīrīta	anger	0.344
disclaim	atteikties	anger	0.344
unsettled	nestabils	anger	0.344
anxiety	trauksme	anger	0.344
stingy	stingrs	anger	0.344
deterioration	pasliktināšanās	anger	0.344
pirate	pirāts	anger	0.344
unreliable	neuzticams	anger	0.344
interminable	beidzams	anger	0.343
disease	slimība	anger	0.341
meddle	iejaukties	anger	0.341
warp	velku	anger	0.340
averse	neveikli	anger	0.338
infamous	draņķīgs	anger	0.338
alcoholism	alkoholisms	anger	0.338
row	rinda	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	slims	anger	0.333
encumbrance	apgrūtinājums	anger	0.333
scorpion	skorpions	anger	0.333
illegitimate	nelikumīgs	anger	0.333
witchcraft	burvība	anger	0.333
interrupt	pārtraukt	anger	0.333
paralyzed	paralizēta	anger	0.333
sinner	grēcinieks	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	neievērojams	anger	0.329
phony	neīsto	anger	0.328
spammers	surogātpasta izplatītāji	anger	0.328
dashed	bojāts	anger	0.328
disqualified	diskvalificēts	anger	0.328
fib	nepareizs	anger	0.328
hiss	šņākt	anger	0.328
brrr	brrr	anger	0.328
resisting	pretoties	anger	0.328
victim	upuris	anger	0.328
scapegoat	grēkāža atlīdzība	anger	0.328
tighten	pievelciet	anger	0.328
opponent	pretinieks	anger	0.328
crusade	krusta karš	anger	0.328
dislocated	novirzīts	anger	0.328
grumpy	slikts	anger	0.328
prohibited	aizliegts	anger	0.328
inappropriate	nepiemērots	anger	0.324
haye	haye	anger	0.324
loss	zaudējums	anger	0.324
eschew	izvairīties	anger	0.324
trickery	viltu	anger	0.324
neglected	novārtā	anger	0.324
canker	bezdibens	anger	0.323
queues	rindas	anger	0.318
muff	mufs	anger	0.318
crunch	krīze	anger	0.318
duplicity	dubultība	anger	0.318
criticism	kritika	anger	0.318
shriek	kliedz	anger	0.316
depreciate	nolietot	anger	0.315
poverty	nabadzība	anger	0.312
chaff	pelavas	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	atlaišana	anger	0.312
mortality	mirstība	anger	0.312
deflate	deflēt	anger	0.312
carelessness	neuzmanība	anger	0.312
dumps	izgāztuves	anger	0.312
revving	revving	anger	0.309
disallowed	aizliegts	anger	0.308
thoughtless	neprātīgs	anger	0.307
boisterous	satriecošs	anger	0.307
burial	apbedīšana	anger	0.304
theocratic	teokrātiskais	anger	0.303
wince	sagrābt	anger	0.303
sullen	drūms	anger	0.303
involution	inovācija	anger	0.300
senseless	bezjēdzīgi	anger	0.297
stalemate	strupceļš	anger	0.297
depreciated	nolietojums	anger	0.297
wasteful	izšķērdīgs	anger	0.297
hoax	mānīšana	anger	0.297
misuse	ļaunprātīga izmantošana	anger	0.297
getyourown	getyourown	anger	0.297
taxed	aplikšana ar nodokli	anger	0.297
depressed	nomākts	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralīze	anger	0.295
displaced	pārvietots	anger	0.294
limited	ierobežots	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	smieklīgi	anger	0.289
teasing	ķircināt	anger	0.288
sharpen	asināt	anger	0.288
react	reaģēt	anger	0.288
presumptuous	pārliecinošs	anger	0.288
spine	mugurkauls	anger	0.288
homeless	bezpajumtnieki	anger	0.288
hoot	hoot	anger	0.287
twitchy	drebīgs	anger	0.287
barrier	barjera	anger	0.287
myopia	tuvredzība	anger	0.283
contraband	kontrabanda	anger	0.281
disconnects	atvieno	anger	0.281
spam	spams	anger	0.281
lagging	atpaliek	anger	0.281
shiver	drebuļi	anger	0.281
agh	agh	anger	0.281
restitution	restitūcija	anger	0.281
flexin	flexin	anger	0.281
incompatible	nesaderīgs	anger	0.281
delinquent	likumpārkāpējs	anger	0.281
noncompliance	neatbilstība	anger	0.279
troll	trolejs	anger	0.279
buffering	buferizācija	anger	0.279
unfairness	negodīgums	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	nepilnvērtība	anger	0.273
bogus	fiktīvs	anger	0.273
uncaring	uncaring	anger	0.273
shock	šoks	anger	0.269
feisty	fiktīvs	anger	0.269
defendant	apsūdzētais	anger	0.266
latent	latents	anger	0.266
rapping	rapping	anger	0.266
pry	nulles	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	sedz	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	nedarbojas	anger	0.266
quandary	krāpšana	anger	0.266
inconvenient	neērti	anger	0.266
feminism	feminisms	anger	0.266
humbug	humbug	anger	0.266
interrupts	pārtrauc	anger	0.265
fluctuation	svārstības	anger	0.265
exaggerate	pārspīlēt	anger	0.263
lose	zaudēt	anger	0.261
patter	patter	anger	0.258
tease	ķircināt	anger	0.258
furnace	krāsns	anger	0.258
stone	akmens	anger	0.258
shoplifting	zādzība veikalos	anger	0.258
soldier	karavīrs	anger	0.258
incompetent	nekompetents	anger	0.257
indoctrination	indoktrinēšana	anger	0.255
skid	skid	anger	0.250
notoriety	slavenība	anger	0.250
falsehood	nepatiesība	anger	0.250
untrue	nepatiesa	anger	0.250
mastery	meistarība	anger	0.250
tripping	atslēgšanās	anger	0.250
nonsense	absurds	anger	0.250
unfollow	neizlasīt	anger	0.250
noisy	trokšņains	anger	0.250
pouting	pūta	anger	0.250
cane	niedres	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raķete	anger	0.250
complicate	sarežģīt	anger	0.250
socialist	sociālists	anger	0.250
lawyer	advokāts	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	lielie burti	anger	0.242
fenced	iežogota	anger	0.242
obstacle	šķērslis	anger	0.242
halter	pietrūkst	anger	0.242
witch	raganu	anger	0.242
vampire	vampīrs	anger	0.242
detract	mazināt	anger	0.242
ringer	zvana signāls	anger	0.242
frowning	sieva	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	izsalkums	anger	0.235
recession	lejupslīde	anger	0.234
lava	lava	anger	0.234
shell	apvalks	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifs	anger	0.234
failing	ja nav	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	slikts	anger	0.234
politics	politika	anger	0.234
undesirable	nevēlams	anger	0.231
darkness	tumsa	anger	0.227
versus	pret	anger	0.227
resign	atkāpties no amata	anger	0.227
copycat	kopēt	anger	0.227
soaked	iemērc	anger	0.226
unfulfilled	nepiepildīts	anger	0.225
abandoned	pamesta	anger	0.222
bankruptcy	bankrots	anger	0.221
owing	sakarā ar	anger	0.221
unattainable	nepieejams	anger	0.221
unhelpful	nelietderīgs	anger	0.219
twitching	raustīšanās	anger	0.219
confusion	apjukums	anger	0.219
mosquito	moskītu	anger	0.219
warden	vadītājs	anger	0.219
misconception	nepareizs priekšstats	anger	0.219
compress	saspiest	anger	0.219
whiny	viskijs	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	rīks	anger	0.219
nosey	ziņkārīgs	anger	0.213
overpriced	pārāk dārga	anger	0.212
harry	Harijs	anger	0.212
shortage	trūkums	anger	0.212
adder	papildinātājs	anger	0.212
melodrama	melodrāma	anger	0.212
overplayed	pārpilns	anger	0.206
possession	valdījumā	anger	0.206
desert	tuksnesis	anger	0.206
pout	mencas	anger	0.203
uninvited	neaicināts	anger	0.203
arraignment	apsūdzība	anger	0.203
inefficient	neefektīva	anger	0.203
rook	rok	anger	0.203
unlucky	nelaimīgs	anger	0.203
unpaid	neapmaksāts	anger	0.203
backbone	mugurkauls	anger	0.203
sentence	teikums	anger	0.203
powerless	bezspēcīgs	anger	0.203
court	tiesa	anger	0.199
endless	bezgalīgs	anger	0.198
adverts	sludinājumi	anger	0.197
delay	kavēšanās	anger	0.197
misstatement	nepareizs izklāsts	anger	0.197
distracted	izklaidīgs	anger	0.197
misunderstanding	pārpratums	anger	0.195
excite	satraukt	anger	0.191
inadmissible	nepieņemams	anger	0.191
lightning	zibens	anger	0.189
incase	gadījumā	anger	0.188
preclude	izslēgt	anger	0.188
insecure	nedrošs	anger	0.188
mournful	sērojošs	anger	0.188
rating	vērtējums	anger	0.182
mistress	saimniece	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	prasītājs	anger	0.182
insist	uzstāt	anger	0.182
distracting	novērš uzmanību	anger	0.182
opium	opijs	anger	0.180
willful	tīšs	anger	0.176
deserve	pelnījuši	anger	0.176
insists	uzstāj	anger	0.175
treat	ārstēt	anger	0.175
misplace	nevietā	anger	0.172
indecisive	neizlēmīgs	anger	0.172
gibberish	gibberish	anger	0.172
fleece	vilna	anger	0.172
fee	maksa	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	atbrīvot	anger	0.172
excitation	uzbudinājums	anger	0.172
hormonal	hormonāls	anger	0.172
mighty	varens	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	smaids	anger	0.168
unequal	nevienlīdzīgs	anger	0.167
insufficiency	nepietiekamība	anger	0.167
hamstring	hamstrings	anger	0.167
bargaining	sarunas	anger	0.167
mule	mūlis	anger	0.167
insignificant	nenozīmīgs	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	vienaldzība	anger	0.156
rheumatism	reimatisms	anger	0.156
coop	sadarboties	anger	0.156
forearm	apakšdelms	anger	0.156
uncertain	neskaidra	anger	0.152
bee	bišu	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	iesaistīšanās	anger	0.152
disinformation	dezinformācija	anger	0.152
attorney	advokāts	anger	0.152
underpaid	zemu atalgojumu	anger	0.152
pretending	izlikties	anger	0.152
campaigning	kampaņas	anger	0.151
hopelessness	bezcerība	anger	0.149
feeling	sajūta	anger	0.147
legalized	legalizēta	anger	0.145
caution	piesardzība	anger	0.145
subsidy	subsīdija	anger	0.141
obliging	pienākums	anger	0.141
morals	morāle	anger	0.141
sterling	mārciņa	anger	0.141
wimpy	brīnišķīgs	anger	0.140
bummer	bummer	anger	0.139
misspell	pareizrakstības pārbaude	anger	0.136
saloon	salons	anger	0.136
repay	atmaksāt	anger	0.136
blemish	vainags	anger	0.136
surcharge	papildu maksa	anger	0.136
geez	Jēziņ	anger	0.136
birch	bērzs	anger	0.135
noob	iesācējs	anger	0.133
honk	honk	anger	0.133
orchestra	orķestris	anger	0.132
competitive	konkurētspējīga	anger	0.125
