word	Nyanja (Chichewa)-ny	emotion	emotion-intensity-score
stoopid	choyimira	anger	0.471
hostage	kuthandizidwa	anger	0.470
infidel	osakhulupirira	anger	0.470
ram	Ram	anger	0.470
accuser	wotsutsa	anger	0.470
gall	ndulu	anger	0.470
subversion	kusokoneza	anger	0.470
annoying	zokhumudwitsa	anger	0.470
adversity	mavuto	anger	0.470
dispossessed	kutengedwa	anger	0.470
friction	kukangana	anger	0.470
jealous	nsanje	anger	0.470
feudalism	chikhalidwe	anger	0.470
armament	zida	anger	0.470
thump	thump	anger	0.469
complain	kudandaula	anger	0.469
incite	kuwalimbikitsa	anger	0.469
steal	kuba	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	osamvera	anger	0.469
injury	kuvulala	anger	0.469
simmer	sammer	anger	0.469
distress	kuvutika	anger	0.469
insanity	kusankhana	anger	0.469
selfish	odzikonda	anger	0.469
huff	kumenyana	anger	0.469
selfishness	kudzikonda	anger	0.469
backoff	mbale	anger	0.469
plunder	zofunkha	anger	0.469
stifled	adanyozedwa	anger	0.469
subversive	kusokoneza	anger	0.469
exile	ukapolo	anger	0.469
offense	chokhumudwitsa	anger	0.469
objection	kukana	anger	0.469
recidivism	kubwezeretsedwa	anger	0.469
smother	kusuta	anger	0.469
perpetrator	wolakwira	anger	0.469
dislike	osakonda	anger	0.469
disruption	kusokonezeka	anger	0.469
intolerance	kusagwirizana	anger	0.469
opposition	otsutsa	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mugulu	anger	0.467
agony	zowawa	anger	0.465
arrogant	odzikuza	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	tuluka	anger	0.456
elimination	kuchotsa	anger	0.456
picketing	kudya	anger	0.456
haughty	odzikuza	anger	0.456
troublesome	zovuta	anger	0.455
clamor	chifuwa	anger	0.455
busted	busted	anger	0.455
constraint	zovuta	anger	0.455
crabby	nkhanza	anger	0.455
veto	veto	anger	0.455
stubbed	adagwedezeka	anger	0.455
mislead	kusocheretsa	anger	0.455
illicit	choletsedwa	anger	0.455
dying	kufa	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	kusayeruzika	anger	0.455
flagrant	zosavuta	anger	0.455
impermeable	chosayenera	anger	0.455
bad	zoipa	anger	0.453
despotism	zosokoneza	anger	0.453
usurped	inagwiritsidwa ntchito	anger	0.453
godless	osapembedza	anger	0.453
disagreeing	kusagwirizana	anger	0.453
intense	kwambiri	anger	0.453
struggle	kulimbana	anger	0.453
suppress	thandizani	anger	0.453
disapproving	osavomereza	anger	0.453
desist	kusiya	anger	0.453
bayonet	bayonet	anger	0.453
displeased	osakondwera	anger	0.453
hysterical	nthendayi	anger	0.453
unlawful	zoletsedwa	anger	0.451
wrongly	molakwika	anger	0.448
repellent	wonyalanyaza	anger	0.442
wasted	adawonongeka	anger	0.441
foe	mdani	anger	0.441
dishonor	manyazi	anger	0.441
wrongful	zolakwika	anger	0.441
psychosis	psychosis	anger	0.441
aversion	chisokonezo	anger	0.440
punitive	chilango	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	chimamanga	anger	0.439
effigy	effigy	anger	0.439
schism	chinyengo	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	khumudwa	anger	0.439
worthless	wopanda pake	anger	0.438
deny	kanizani	anger	0.438
ransom	dipo	anger	0.438
fugitive	wothawa	anger	0.438
deleterious	zopanda pake	anger	0.438
stupidity	kupusa	anger	0.438
abandonment	kusiya	anger	0.438
mucked	anadodometsa	anger	0.438
separatist	wopatukana	anger	0.438
irritation	kukwiya	anger	0.438
oblivion	zindikirani	anger	0.437
segregate	sungani	anger	0.437
payback	kubwezera	anger	0.436
incongruous	osayankhula	anger	0.435
eviction	kuchotsedwa	anger	0.435
collusion	kusamvana	anger	0.432
rob	kulanda	anger	0.431
infidelity	kusakhulupirika	anger	0.429
ravenous	owopsa	anger	0.429
overrun	kudutsa	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	zovuta	anger	0.426
martial	nkhondo	anger	0.426
painful	zowawa	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	osakayikira	anger	0.426
rejection	kukanidwa	anger	0.426
defense	chitetezo	anger	0.425
powerful	wamphamvu	anger	0.424
censor	akuyang'ana	anger	0.424
indecency	chisokonezo	anger	0.424
fraudulent	chinyengo	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	zopanda pake	anger	0.424
concealment	kubisala	anger	0.424
greed	umbombo	anger	0.424
disobedience	kusamvera	anger	0.424
fuss	kukangana	anger	0.424
enforce	tsatirani	anger	0.424
banger	banger	anger	0.424
commotion	chisokonezo	anger	0.424
defraud	kunyenga	anger	0.424
discontent	osakhutira	anger	0.424
unsympathetic	osamvera	anger	0.424
exasperation	kukwiya	anger	0.424
barb	nthiti	anger	0.422
banishment	kuchotsedwa	anger	0.422
sedition	kupanduka	anger	0.422
misrepresented	amanenedwa molakwika	anger	0.422
snubbed	kukwapulidwa	anger	0.422
penetration	kulowerera	anger	0.422
cracked	atasweka	anger	0.422
annoyance	kukwiya	anger	0.422
duel	duel	anger	0.422
penitentiary	kundende	anger	0.422
sarcasm	kunyoza	anger	0.422
deportation	kuthamangitsidwa	anger	0.422
nettle	nettle	anger	0.422
scar	zowawa	anger	0.422
bang	bang	anger	0.422
cur	pita	anger	0.422
blatant	zosaoneka	anger	0.420
force	kulimbitsa	anger	0.418
perverse	zopotoka	anger	0.415
wring	wring	anger	0.415
bastion	maziko	anger	0.413
grim	zowawa	anger	0.413
sordid	zamatsenga	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	zokondweretsa	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	kusaka	anger	0.411
indenture	kutaya	anger	0.410
sham	sham	anger	0.409
squelch	sungani	anger	0.409
awful	zoopsa	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	zovuta	anger	0.409
contradict	zimatsutsana	anger	0.409
supremacy	ukulu	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	chitonzo	anger	0.409
compulsion	kukakamizidwa	anger	0.409
inept	inept	anger	0.409
blockade	blockade	anger	0.409
detainee	womangidwa	anger	0.409
forfeit	amataya	anger	0.409
disappoint	kudandaula	anger	0.409
lying	kunama	anger	0.408
epidemic	mliri	anger	0.406
tremor	kunjenjemera	anger	0.406
rail	njanji	anger	0.406
onerous	zovuta	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	zosatheka	anger	0.406
forsaken	atasiyidwa	anger	0.406
delusion	chinyengo	anger	0.406
wrongdoing	cholakwika	anger	0.406
badger	zikopa	anger	0.406
antipathy	kusamvera	anger	0.406
inequality	kusalinganizana	anger	0.406
nuisance	zovuta	anger	0.406
scrapie	scrapie	anger	0.406
wop	op	anger	0.406
arguments	zifukwa	anger	0.404
affront	chisokonezo	anger	0.403
traumatic	zowawa	anger	0.402
libel	chiwonongeko	anger	0.400
sodding	sodding	anger	0.400
annoys	zimakwiyitsa	anger	0.400
watchout	Onetsetsani	anger	0.398
soslow	soslow	anger	0.398
frenetic	omasuka	anger	0.397
remiss	sungani	anger	0.397
barge	mpanda	anger	0.396
howl	Lirani	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	mabokosi	anger	0.394
untoward	osagwira ntchito	anger	0.394
extinguish	kuzimitsa	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	kusalemekeza	anger	0.394
illegal	zoletsedwa	anger	0.394
rabble	njoka	anger	0.394
actionable	kuchita	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	chinyengo	anger	0.394
sue	sue	anger	0.394
unfriendly	osakonda	anger	0.394
confiscate	kutenga	anger	0.394
brimstone	sulfure	anger	0.392
argh	mkondo	anger	0.391
pique	pembedzani	anger	0.391
recklessness	kusalabadira	anger	0.391
earthquake	chivomerezi	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	kutayika	anger	0.391
rigged	adagwedezeka	anger	0.391
disagree	sagwirizana	anger	0.389
lawsuit	mlandu	anger	0.386
disused	osagwiritsidwa ntchito	anger	0.382
immorality	chiwerewere	anger	0.382
despair	kukhumudwa	anger	0.382
difficulty	vuto	anger	0.379
incurable	osachiritsika	anger	0.379
touchy	zovuta	anger	0.379
coerce	pikani	anger	0.379
sizzle	sizzle	anger	0.379
rifle	mfuti	anger	0.379
falsification	kunamizira	anger	0.379
pokes	amatha	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	zowawa	anger	0.379
picket	picket	anger	0.378
concussion	mgwirizano	anger	0.377
pessimism	kudandaula	anger	0.375
pitfall	zovuta	anger	0.375
infantile	mwana wamng'ono	anger	0.375
disillusionment	kusokonezeka	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	asilikali	anger	0.375
remand	ndemanga	anger	0.375
faulty	zolakwika	anger	0.375
cannon	cannon	anger	0.375
rawr	zopangira	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	malingaliro	anger	0.371
distressing	zovuta	anger	0.371
inhibit	ziletsa	anger	0.371
vindicate	kutsimikizirani	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	osadziwika	anger	0.368
forbidding	kuletsa	anger	0.368
conquest	kugonjetsa	anger	0.367
bark	makungwa	anger	0.365
leukemia	khansa ya m'magazi	anger	0.365
barks	amavutitsa	anger	0.364
burke	burke	anger	0.364
challenge	zovuta	anger	0.364
disapprove	osavomereza	anger	0.364
unhappy	osasangalala	anger	0.364
retarded	adachedwa	anger	0.364
warrior	msilikali	anger	0.364
belt	lamba	anger	0.364
controversial	kutsutsana	anger	0.359
opinionated	maganizo	anger	0.359
paucity	kusowa	anger	0.359
broken	wosweka	anger	0.359
litigate	kutsutsana	anger	0.359
polemic	zovuta	anger	0.359
aftermath	pambuyo	anger	0.359
disliked	sakonda	anger	0.359
loudness	mokweza	anger	0.359
restriction	choletsedwa	anger	0.359
cad	cad	anger	0.359
sectarian	achipembedzo	anger	0.359
incompetence	kusadziŵa	anger	0.359
interrupting	kusokoneza	anger	0.358
fussy	fussy	anger	0.357
wench	wonch	anger	0.353
misbehavior	khalidwe loipa	anger	0.351
gruff	nkhanza	anger	0.351
remove	chotsani	anger	0.351
brat	brat	anger	0.351
scarcity	kusowa	anger	0.350
losing	kutaya	anger	0.349
pest	tizilombo	anger	0.348
defect	chilema	anger	0.348
hardened	kuumitsa	anger	0.348
deserted	wasiya	anger	0.348
lie	bodza	anger	0.348
retract	kubwezeretsani	anger	0.348
untrustworthy	osakhulupirika	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	anakhumudwa	anger	0.348
disagreement	kusagwirizana	anger	0.348
stigma	manyazi	anger	0.348
ulcer	chilonda	anger	0.348
bias	kukonda	anger	0.345
negation	kunyalanyaza	anger	0.344
antisocial	kusagwirizana	anger	0.344
evade	tipewe	anger	0.344
shoddy	shoddy	anger	0.344
bothering	kudandaula	anger	0.344
impotence	kupanda mphamvu	anger	0.344
shaky	osokonezeka	anger	0.344
misleading	kusocheretsa	anger	0.344
stripped	atachotsedwa	anger	0.344
disclaim	sungani	anger	0.344
unsettled	osasokonezeka	anger	0.344
anxiety	nkhawa	anger	0.344
stingy	zovuta	anger	0.344
deterioration	kuwonongeka	anger	0.344
pirate	pirate	anger	0.344
unreliable	osakhulupirika	anger	0.344
interminable	zosatha	anger	0.343
disease	matenda	anger	0.341
meddle	sungani	anger	0.341
warp	kumenyana	anger	0.340
averse	kutsutsana	anger	0.338
infamous	wolemekezeka	anger	0.338
alcoholism	uchidakwa	anger	0.338
row	mzere	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	odwala	anger	0.333
encumbrance	zovuta	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	wosaloledwa	anger	0.333
witchcraft	ufiti	anger	0.333
interrupt	sokonezani	anger	0.333
paralyzed	olumala	anger	0.333
sinner	wochimwa	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	osaganizira ena	anger	0.329
phony	zovuta	anger	0.328
spammers	zosokoneza	anger	0.328
dashed	anadula	anger	0.328
disqualified	osayenera	anger	0.328
fib	fib	anger	0.328
hiss	ake	anger	0.328
brrr	brrr	anger	0.328
resisting	kukana	anger	0.328
victim	wozunzidwa	anger	0.328
scapegoat	zopereka	anger	0.328
tighten	imitsani	anger	0.328
opponent	mdani	anger	0.328
crusade	nkhondo	anger	0.328
dislocated	anamasulidwa	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	inaletsedwa	anger	0.328
inappropriate	zosayenera	anger	0.324
haye	haye	anger	0.324
loss	kutaya	anger	0.324
eschew	eschew	anger	0.324
trickery	chinyengo	anger	0.324
neglected	kunyalanyazidwa	anger	0.324
canker	chotsitsa	anger	0.323
queues	mizere	anger	0.318
muff	muff	anger	0.318
crunch	kugwedeza	anger	0.318
duplicity	kuphatikiza	anger	0.318
criticism	kutsutsa	anger	0.318
shriek	shriek	anger	0.316
depreciate	kuchepa	anger	0.315
poverty	umphaŵi	anger	0.312
chaff	mankhusu	anger	0.312
dupe	kubwereza	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	kuchotsedwa	anger	0.312
mortality	kufa	anger	0.312
deflate	chosokoneza	anger	0.312
carelessness	kusasamala	anger	0.312
dumps	kutaya	anger	0.312
revving	kubwezeretsa	anger	0.309
disallowed	adakana	anger	0.308
thoughtless	osaganiza	anger	0.307
boisterous	zovuta	anger	0.307
burial	kuikidwa mmanda	anger	0.304
theocratic	zachipembedzo	anger	0.303
wince	wince	anger	0.303
sullen	kukhumudwa	anger	0.303
involution	zosintha	anger	0.300
senseless	wopanda nzeru	anger	0.297
stalemate	kusokoneza	anger	0.297
depreciated	adanyozedwa	anger	0.297
wasteful	zonyansa	anger	0.297
hoax	chopusitsira	anger	0.297
misuse	kugwiritsa ntchito molakwa	anger	0.297
getyourown	kutuluka	anger	0.297
taxed	msonkho	anger	0.297
depressed	wovutika maganizo	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	Kufa ziwalo	anger	0.295
displaced	akuthawa kwawo	anger	0.294
limited	zochepa	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	zopusa	anger	0.289
teasing	kunyoza	anger	0.288
sharpen	kulimbitsa	anger	0.288
react	chitani	anger	0.288
presumptuous	odzikuza	anger	0.288
spine	msana	anger	0.288
homeless	opanda pokhala	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	chotchinga	anger	0.287
myopia	myopia	anger	0.283
contraband	kusokoneza	anger	0.281
disconnects	kuchotsa	anger	0.281
spam	sipamu	anger	0.281
lagging	kutaya	anger	0.281
shiver	kunjenjemera	anger	0.281
agh	agh	anger	0.281
restitution	kubwezera	anger	0.281
flexin	kusintha	anger	0.281
incompatible	zosagwirizana	anger	0.281
delinquent	kupotoza	anger	0.281
noncompliance	osamvera	anger	0.279
troll	katemera	anger	0.279
buffering	kuzunzika	anger	0.279
unfairness	kupanda chilungamo	anger	0.279
foray	chotsani	anger	0.279
nether	pansi	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	kusakhwima	anger	0.273
bogus	chinyengo	anger	0.273
uncaring	osasamala	anger	0.273
shock	kudabwa	anger	0.269
feisty	zokonda	anger	0.269
defendant	wotsutsa	anger	0.266
latent	latentha	anger	0.266
rapping	kudula	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	kunyamula	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	osagwira ntchito	anger	0.266
quandary	ndiyambe	anger	0.266
inconvenient	zovuta	anger	0.266
feminism	chachikazi	anger	0.266
humbug	humbug	anger	0.266
interrupts	kusokoneza	anger	0.265
fluctuation	kusinthasintha	anger	0.265
exaggerate	wanyengerera	anger	0.263
lose	ataya	anger	0.261
patter	patter	anger	0.258
tease	kudula	anger	0.258
furnace	ng'anjo	anger	0.258
stone	mwala	anger	0.258
shoplifting	kugulitsa m'masitolo	anger	0.258
soldier	msilikali	anger	0.258
incompetent	osadziŵa	anger	0.257
indoctrination	kuphunzitsidwa	anger	0.255
skid	skid	anger	0.250
notoriety	kudziwika	anger	0.250
falsehood	bodza	anger	0.250
untrue	zabodza	anger	0.250
mastery	kusamalira	anger	0.250
tripping	kusuntha	anger	0.250
nonsense	zopanda pake	anger	0.250
unfollow	siyani kutsatira	anger	0.250
noisy	phokoso	anger	0.250
pouting	kumangirira	anger	0.250
cane	ndodo	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocket	anger	0.250
complicate	kuphatikiza	anger	0.250
socialist	chikhalidwe	anger	0.250
lawyer	woyimira mlandu	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	zilembo zazikulu	anger	0.242
fenced	wokhala ndi mpanda wolimba	anger	0.242
obstacle	cholepheretsa	anger	0.242
halter	kusungunuka	anger	0.242
witch	mfiti	anger	0.242
vampire	vampire	anger	0.242
detract	zimasokoneza	anger	0.242
ringer	wokonda	anger	0.242
frowning	kudandaula	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	njala	anger	0.235
recession	kutsika kwachuma	anger	0.234
lava	lava	anger	0.234
shell	chipolopolo	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	kutambasula	anger	0.234
tariff	ndalama	anger	0.234
failing	akulephera	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	mbusa	anger	0.234
politics	ndale	anger	0.234
undesirable	zosayenera	anger	0.231
darkness	mdima	anger	0.227
versus	molimbana ndi	anger	0.227
resign	lekani	anger	0.227
copycat	copycat	anger	0.227
soaked	wathyoka	anger	0.226
unfulfilled	chosakwaniritsidwa	anger	0.225
abandoned	anasiya	anger	0.222
bankruptcy	bankruptcy	anger	0.221
owing	kulipira	anger	0.221
unattainable	zosatheka	anger	0.221
unhelpful	wosaganizira	anger	0.219
twitching	kudula	anger	0.219
confusion	chisokonezo	anger	0.219
mosquito	udzudzu	anger	0.219
warden	woyang'anira	anger	0.219
misconception	malingaliro olakwika	anger	0.219
compress	compress	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	chida	anger	0.219
nosey	nosy	anger	0.213
overpriced	zapitirira	anger	0.212
harry	harry	anger	0.212
shortage	kusowa	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	zosawerengeka	anger	0.206
possession	kukhala nawo	anger	0.206
desert	chipululu	anger	0.206
pout	pout	anger	0.203
uninvited	osayitanidwa	anger	0.203
arraignment	kusamvana	anger	0.203
inefficient	kusagwirizana	anger	0.203
rook	kugwedezeka	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	osalipidwa	anger	0.203
backbone	nsana	anger	0.203
sentence	chigamulo	anger	0.203
powerless	wopanda mphamvu	anger	0.203
court	khoti	anger	0.199
endless	zosatha	anger	0.198
adverts	malonda	anger	0.197
delay	kuchedwa	anger	0.197
misstatement	kusokoneza	anger	0.197
distracted	zasokonezedwa	anger	0.197
misunderstanding	kusamvetsetsana	anger	0.195
excite	sangalalani	anger	0.191
inadmissible	zosavomerezeka	anger	0.191
lightning	mphezi	anger	0.189
incase	kuti mwina	anger	0.188
preclude	zitha	anger	0.188
insecure	osatetezeka	anger	0.188
mournful	olira	anger	0.188
rating	kulongosola	anger	0.182
mistress	mbuye	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	wokonda	anger	0.182
insist	tsatirani	anger	0.182
distracting	zosokoneza	anger	0.182
opium	opiamu	anger	0.180
willful	mwadala	anger	0.176
deserve	akuyenera	anger	0.176
insists	amatsutsa	anger	0.175
treat	chithandizo	anger	0.175
misplace	misplace	anger	0.172
indecisive	osakayikira	anger	0.172
gibberish	gibberish	anger	0.172
fleece	nsalu	anger	0.172
fee	malipiro	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	kumasula	anger	0.172
excitation	chisangalalo	anger	0.172
hormonal	hormonal	anger	0.172
mighty	wamphamvu	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	osalinganizana	anger	0.167
insufficiency	kusakwanira	anger	0.167
hamstring	mimba	anger	0.167
bargaining	kukambirana	anger	0.167
mule	mule	anger	0.167
insignificant	zosafunika	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	kusayanjanitsika	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	nkhumba	anger	0.156
forearm	phokoso	anger	0.156
uncertain	osatsimikizika	anger	0.152
bee	njuchi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	kutenga nawo mbali	anger	0.152
disinformation	disinformation	anger	0.152
attorney	woweruza mlandu	anger	0.152
underpaid	ndalama zochepa	anger	0.152
pretending	akudziyesa	anger	0.152
campaigning	kulengeza	anger	0.151
hopelessness	kusowa chiyembekezo	anger	0.149
feeling	kumverera	anger	0.147
legalized	inalembedwa mwalamulo	anger	0.145
caution	chenjerani	anger	0.145
subsidy	thandizo	anger	0.141
obliging	chokakamiza	anger	0.141
morals	makhalidwe	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bomba	anger	0.139
misspell	zopanda pake	anger	0.136
saloon	saloon	anger	0.136
repay	kubwezera	anger	0.136
blemish	chilema	anger	0.136
surcharge	zolemetsa	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	nyawani	anger	0.133
honk	ulemu	anger	0.133
orchestra	orchestra	anger	0.132
competitive	mpikisano	anger	0.125
wireless	opanda waya	anger	0.125
standstill	kuyima	anger	0.125
mosque	mzikiti	anger	0.122
reversal	kusintha	anger	0.121
inattention	kusamalidwa	anger	0.121
lace	lace	anger	0.118
elbow	mpukutu	anger	0.117
instinctive	zachibadwa	anger	0.112
chant	nyimbo	anger	0.111
lonely	wosungulumwa	anger	0.109
gnome	zochepa	anger	0.109
tolerate	kulekerera	anger	0.106
management	kasamalidwe	anger	0.102
advocacy	kulengeza	anger	0.100
moral	makhalidwe	anger	0.094
roadworks	roadworks	anger	0.091
honest	owona mtima	anger	0.087
forgetful	kuiwala	anger	0.076
gent	gent	anger	0.076
liquor	mowa	anger	0.075
money	ndalama	anger	0.074
hood	hood	anger	0.071
curriculum	maphunziro	anger	0.063
words	mawu	anger	0.062
smell	fungo	anger	0.061
elf	elf	anger	0.061
playful	kusewera	anger	0.061
opera	opera	anger	0.061
nurture	kulera	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	mlangizi	anger	0.059
trumpet	lipenga	anger	0.059
birthplace	malo obadwira	anger	0.051
ribbon	riboni	anger	0.047
youth	achinyamata	anger	0.045
vote	kuvota	anger	0.045
cash	ndalama	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
