word	Lithuanian-lt	emotion	emotion-intensity-score
ungrateful	nepagarbus	anger	0.472
battalion	batalionas	anger	0.471
stoopid	Stoopidas	anger	0.471
hostage	įkaitas	anger	0.470
infidel	neteisingas	anger	0.470
ram	ram	anger	0.470
accuser	kaltinamasis	anger	0.470
gall	tulžis	anger	0.470
subversion	subversija	anger	0.470
annoying	erzina	anger	0.470
adversity	nelaimė	anger	0.470
dispossessed	išlaisvinta	anger	0.470
friction	trintis	anger	0.470
jealous	pavydus	anger	0.470
feudalism	feodalizmas	anger	0.470
armament	ginkluote	anger	0.470
thump	sumušti	anger	0.469
complain	skųstis	anger	0.469
incite	paskatinti	anger	0.469
steal	pavogti	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	nepaklusti	anger	0.469
injury	sužalojimas	anger	0.469
simmer	virkite	anger	0.469
distress	nelaimė	anger	0.469
insanity	beprotybė	anger	0.469
selfish	savanaudis	anger	0.469
huff	Huff	anger	0.469
selfishness	savanaudiškumas	anger	0.469
backoff	atstok	anger	0.469
plunder	grobtis	anger	0.469
stifled	slopinamas	anger	0.469
subversive	griaunantis	anger	0.469
exile	tremtis	anger	0.469
offense	nusikaltimas	anger	0.469
objection	prieštaravimas	anger	0.469
recidivism	recidyvizmas	anger	0.469
smother	nušluostyti	anger	0.469
perpetrator	kaltininkas	anger	0.469
dislike	nepatinka	anger	0.469
disruption	žlugimas	anger	0.469
intolerance	netolerancija	anger	0.469
opposition	opozicija	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	puodelis	anger	0.467
agony	agonija	anger	0.465
arrogant	arogantiškas	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	pašalinimas	anger	0.456
picketing	piketavimas	anger	0.456
haughty	sąmojingas	anger	0.456
troublesome	varginantis	anger	0.455
clamor	šoktelėti	anger	0.455
busted	busted	anger	0.455
constraint	apribojimas	anger	0.455
crabby	Crabby	anger	0.455
veto	veto	anger	0.455
stubbed	apsuptas	anger	0.455
mislead	klaidinti	anger	0.455
illicit	neteisėtas	anger	0.455
dying	mirti	anger	0.455
grated	tarkuotas	anger	0.455
idiocy	idiotiškumas	anger	0.455
illegality	neteisėtumas	anger	0.455
flagrant	akivaizdus	anger	0.455
impermeable	nepralaidus	anger	0.455
bad	blogai	anger	0.453
despotism	despotiškumas	anger	0.453
usurped	usurped	anger	0.453
godless	bedievis	anger	0.453
disagreeing	nesutinku	anger	0.453
intense	intensyvus	anger	0.453
struggle	kova	anger	0.453
suppress	slopinti	anger	0.453
disapproving	nepatvirtinti	anger	0.453
desist	atmesti	anger	0.453
bayonet	bajonetas	anger	0.453
displeased	nepatinka	anger	0.453
hysterical	isteriškas	anger	0.453
unlawful	neteisėtas	anger	0.451
wrongly	klaidingai	anger	0.448
repellent	atstumiantis	anger	0.442
wasted	švaistomi	anger	0.441
foe	priešas	anger	0.441
dishonor	nesąžiningi	anger	0.441
wrongful	neteisėtas	anger	0.441
psychosis	psichozė	anger	0.441
aversion	nepasitenkinimas	anger	0.440
punitive	baudžiamoji	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	kakliukai	anger	0.439
effigy	paveiksliukas	anger	0.439
schism	schizma	anger	0.439
ultimatum	ultimatumas	anger	0.439
upset	liūdnas	anger	0.439
worthless	beverčiai	anger	0.438
deny	paneigti	anger	0.438
ransom	išpirkti	anger	0.438
fugitive	bėgikas	anger	0.438
deleterious	žalingas	anger	0.438
stupidity	kvailys	anger	0.438
abandonment	atsisakymas	anger	0.438
mucked	matau	anger	0.438
separatist	separatistinis	anger	0.438
irritation	dirginimas	anger	0.438
oblivion	užmarštis	anger	0.437
segregate	atskirti	anger	0.437
payback	atsipirkimas	anger	0.436
incongruous	netinkamas	anger	0.435
eviction	iškeldinimas	anger	0.435
collusion	sąmokslas	anger	0.432
rob	apiplėšti	anger	0.431
infidelity	netikėjimas	anger	0.429
ravenous	rausvas	anger	0.429
overrun	viršijimas	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	prancūzas	anger	0.426
martial	kovinis	anger	0.426
painful	skausmingas	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neatitikus	anger	0.426
rejection	atmetimas	anger	0.426
defense	gynyba	anger	0.425
powerful	galingas	anger	0.424
censor	cenzūra	anger	0.424
indecency	nepadorumas	anger	0.424
fraudulent	apgavikiškas	anger	0.424
gonorrhea	gonorėja	anger	0.424
fallacious	klaidingas	anger	0.424
concealment	paslėpimas	anger	0.424
greed	godumas	anger	0.424
disobedience	nepaklusnumas	anger	0.424
fuss	šurmulys	anger	0.424
enforce	vykdomas	anger	0.424
banger	bangeris	anger	0.424
commotion	neramumai	anger	0.424
defraud	apgauti	anger	0.424
discontent	nepasitenkinimas	anger	0.424
unsympathetic	nesimpatėjantis	anger	0.424
exasperation	pasipiktinimas	anger	0.424
barb	barb	anger	0.422
banishment	išvedimas	anger	0.422
sedition	sukilimas	anger	0.422
misrepresented	klaidingai pateikta	anger	0.422
snubbed	nuleidžiamas	anger	0.422
penetration	įsiskverbimas	anger	0.422
cracked	krekingo	anger	0.422
annoyance	erzina	anger	0.422
duel	dvikova	anger	0.422
penitentiary	kalinimo įstaiga	anger	0.422
sarcasm	sarkazmas	anger	0.422
deportation	deportacija	anger	0.422
nettle	dilgėlė	anger	0.422
scar	randas	anger	0.422
bang	sprogti	anger	0.422
cur	cur	anger	0.422
blatant	akivaizdus	anger	0.420
force	jėga	anger	0.418
perverse	kvailas	anger	0.415
wring	nulenkti	anger	0.415
bastion	bastionas	anger	0.413
grim	siauras	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	drąsus	anger	0.412
tiff	tiff	anger	0.412
moody	paniuręs	anger	0.412
hunting	medžioklė	anger	0.411
indenture	indenture	anger	0.410
sham	plaktukas	anger	0.409
squelch	šlifuoti	anger	0.409
awful	baisus	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	prisiminti	anger	0.409
contradict	prieštarauja	anger	0.409
supremacy	viršenybė	anger	0.409
sneak	sėlinti	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	priekabiavimas	anger	0.409
compulsion	prievarta	anger	0.409
inept	negerai	anger	0.409
blockade	blokada	anger	0.409
detainee	sulaikytasis	anger	0.409
forfeit	prarasti	anger	0.409
disappoint	nuvilti	anger	0.409
lying	melas	anger	0.408
epidemic	epidemija	anger	0.406
tremor	drebulys	anger	0.406
rail	geležinkeliu	anger	0.406
onerous	apsunkintas	anger	0.406
cacophony	kakofonija	anger	0.406
unthinkable	neįsivaizduojamas	anger	0.406
forsaken	paliktas	anger	0.406
delusion	apgaulė	anger	0.406
wrongdoing	piktnaudžiavimas	anger	0.406
badger	barberis	anger	0.406
antipathy	antipatija	anger	0.406
inequality	nelygybė	anger	0.406
nuisance	nemalonumas	anger	0.406
scrapie	skrepi	anger	0.406
wop	Wop	anger	0.406
arguments	argumentai	anger	0.404
affront	apgauti	anger	0.403
traumatic	trauminis	anger	0.402
libel	klibėti	anger	0.400
sodding	sodring	anger	0.400
annoys	erzina	anger	0.400
watchout	saugokis	anger	0.398
soslow	taip lėtai	anger	0.398
frenetic	bjaurus	anger	0.397
remiss	atleidimas	anger	0.397
barge	barža	anger	0.396
howl	gaudyti	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksas	anger	0.394
untoward	nepageidaujamas	anger	0.394
extinguish	gesinti	anger	0.394
keyed	raktas	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nepagarba	anger	0.394
illegal	neteisėtas	anger	0.394
rabble	siaubas	anger	0.394
actionable	ginčytinas	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	sukčiavimas	anger	0.394
sue	iškelti bylą	anger	0.394
unfriendly	nedraugiškas	anger	0.394
confiscate	konfiskuoti	anger	0.394
brimstone	siera	anger	0.392
argh	argh	anger	0.391
pique	pykis	anger	0.391
recklessness	neapdairumas	anger	0.391
earthquake	žemės drebėjimas	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	tirpimas	anger	0.391
rigged	suklastotas	anger	0.391
disagree	nesutikti	anger	0.389
lawsuit	ieškinys	anger	0.386
disused	išnaudotas	anger	0.382
immorality	amoralumas	anger	0.382
despair	neviltis	anger	0.382
difficulty	sunku	anger	0.379
incurable	neišgydomas	anger	0.379
touchy	nešvarus	anger	0.379
coerce	priversti	anger	0.379
sizzle	šypsotis	anger	0.379
rifle	šautuvas	anger	0.379
falsification	falsifikavimas	anger	0.379
pokes	pokesas	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	skauda	anger	0.379
picket	piketas	anger	0.378
concussion	smegenų sukrėtimas	anger	0.377
pessimism	pesimizmas	anger	0.375
pitfall	pataikymas	anger	0.375
infantile	kūdikiškas	anger	0.375
disillusionment	nusivylimas	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicija	anger	0.375
remand	suėmimas	anger	0.375
faulty	klaidingas	anger	0.375
cannon	patranka	anger	0.375
rawr	rawr	anger	0.375
sly	kvailas	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizmas	anger	0.371
distressing	kankinantis	anger	0.371
inhibit	slopinti	anger	0.371
vindicate	atremti	anger	0.371
schizophrenia	šizofrenija	anger	0.369
skewed	kaklusas	anger	0.368
disreputable	nepriimtinas	anger	0.368
forbidding	draudžiama	anger	0.368
conquest	užkariavimas	anger	0.367
bark	žievė	anger	0.365
leukemia	leukemija	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	iššūkis	anger	0.364
disapprove	nepatvirtinkite	anger	0.364
unhappy	nelaimingas	anger	0.364
retarded	lėtas	anger	0.364
warrior	karys	anger	0.364
belt	diržas	anger	0.364
controversial	prieštaringas	anger	0.359
opinionated	patyręs	anger	0.359
paucity	mažumas	anger	0.359
broken	sunaikintas	anger	0.359
litigate	ginčyti bylą	anger	0.359
polemic	polemika	anger	0.359
aftermath	pasekmės	anger	0.359
disliked	nepatinka	anger	0.359
loudness	garsumas	anger	0.359
restriction	apribojimas	anger	0.359
cad	Cad	anger	0.359
sectarian	sektaniškas	anger	0.359
incompetence	nekompetencija	anger	0.359
interrupting	nutraukti	anger	0.358
fussy	baisus	anger	0.357
wench	žvilgsnis	anger	0.353
misbehavior	neteisingas elgesys	anger	0.351
gruff	gruobas	anger	0.351
remove	pašalinti	anger	0.351
brat	vaikpalaikis	anger	0.351
scarcity	trūkumas	anger	0.350
losing	praranda	anger	0.349
pest	kenkėjas	anger	0.348
defect	defektas	anger	0.348
hardened	grūdintas	anger	0.348
deserted	apleistas	anger	0.348
lie	melas	anger	0.348
retract	atsitraukti	anger	0.348
untrustworthy	nepatikimas	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	nusivylusi	anger	0.348
disagreement	nesutarimas	anger	0.348
stigma	stigma	anger	0.348
ulcer	opa	anger	0.348
bias	šališkumas	anger	0.345
negation	negacija	anger	0.344
antisocial	antisocialas	anger	0.344
evade	išvengti	anger	0.344
shoddy	menkas	anger	0.344
bothering	grisus	anger	0.344
impotence	impotencija	anger	0.344
shaky	drebantis	anger	0.344
misleading	klaidinantis	anger	0.344
stripped	išvalytas	anger	0.344
disclaim	atsisakyti	anger	0.344
unsettled	nesuderinta	anger	0.344
anxiety	nerimas	anger	0.344
stingy	švelnus	anger	0.344
deterioration	pablogėjimas	anger	0.344
pirate	piratas	anger	0.344
unreliable	nepatikimas	anger	0.344
interminable	be galo	anger	0.343
disease	liga	anger	0.341
meddle	įsibraukti	anger	0.341
warp	metmenis	anger	0.340
averse	nepasitenkinimas	anger	0.338
infamous	liūdnai	anger	0.338
alcoholism	alkoholizmas	anger	0.338
row	eilutė	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	nesveikas	anger	0.333
encumbrance	apkrovimas	anger	0.333
scorpion	skorpionas	anger	0.333
illegitimate	neteisėtas	anger	0.333
witchcraft	raganavimas	anger	0.333
interrupt	nutraukti	anger	0.333
paralyzed	paralyžiuotas	anger	0.333
sinner	nusidėjėlis	anger	0.331
hulk	Hulk	anger	0.329
inconsiderate	nesvarbu	anger	0.329
phony	apgavikas	anger	0.328
spammers	"spameriai"	anger	0.328
dashed	briaunos	anger	0.328
disqualified	diskvalifikuotas	anger	0.328
fib	plikas	anger	0.328
hiss	šypsotis	anger	0.328
brrr	brrr	anger	0.328
resisting	atsparus	anger	0.328
victim	auka	anger	0.328
scapegoat	atpirkimo atlygis	anger	0.328
tighten	priveržkite	anger	0.328
opponent	priešininkas	anger	0.328
crusade	kryžiaus žygis	anger	0.328
dislocated	dislokuotas	anger	0.328
grumpy	bjaurus	anger	0.328
prohibited	draudžiama	anger	0.328
inappropriate	netinkamas	anger	0.324
haye	Haye	anger	0.324
loss	nuostolis	anger	0.324
eschew	išvengti	anger	0.324
trickery	apgaulė	anger	0.324
neglected	nepastebėta	anger	0.324
canker	atbaidyti	anger	0.323
queues	eilės	anger	0.318
muff	mufas	anger	0.318
crunch	krizė	anger	0.318
duplicity	dvilypumas	anger	0.318
criticism	kritika	anger	0.318
shriek	šaukti	anger	0.316
depreciate	nusidėvėjimas	anger	0.315
poverty	skurdas	anger	0.312
chaff	pelagai	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	atleidimas iš darbo	anger	0.312
mortality	mirtingumas	anger	0.312
deflate	defluoti	anger	0.312
carelessness	nerūpestingumas	anger	0.312
dumps	sąvartynai	anger	0.312
revving	revving	anger	0.309
disallowed	neleidžiama	anger	0.308
thoughtless	neapgalvotas	anger	0.307
boisterous	audringas	anger	0.307
burial	laidojimas	anger	0.304
theocratic	teokratiškas	anger	0.303
wince	nuraminti	anger	0.303
sullen	nuobodus	anger	0.303
involution	involiucija	anger	0.300
senseless	beprasmis	anger	0.297
stalemate	aklavietė	anger	0.297
depreciated	nusidėvėjimas	anger	0.297
wasteful	švaistomi	anger	0.297
hoax	apgaulė	anger	0.297
misuse	piktnaudžiavimas	anger	0.297
getyourown	Getyourown	anger	0.297
taxed	apmokestinamas	anger	0.297
depressed	depresija	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralyžius	anger	0.295
displaced	perkeltos	anger	0.294
limited	ribotas	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	juokinga	anger	0.289
teasing	erzinti	anger	0.288
sharpen	aštrinti	anger	0.288
react	reaguoti	anger	0.288
presumptuous	įžūlus	anger	0.288
spine	stuburo dalis	anger	0.288
homeless	benamiai	anger	0.288
hoot	Hoot	anger	0.287
twitchy	niūrus	anger	0.287
barrier	barjeras	anger	0.287
myopia	trumparegystė	anger	0.283
contraband	kontrabanda	anger	0.281
disconnects	atjungia	anger	0.281
spam	šlamštas	anger	0.281
lagging	atsilieka	anger	0.281
shiver	drebulys	anger	0.281
agh	agh	anger	0.281
restitution	restitucija	anger	0.281
flexin	flexin	anger	0.281
incompatible	nesuderinama	anger	0.281
delinquent	nusikaltėlis	anger	0.281
noncompliance	nesilaikymas	anger	0.279
troll	Trollas	anger	0.279
buffering	buferizavimas	anger	0.279
unfairness	nesąžiningumas	anger	0.279
foray	atvykti	anger	0.279
nether	netgi	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	nebrandumas	anger	0.273
bogus	fiktyvus	anger	0.273
uncaring	neprilygstamas	anger	0.273
shock	šokas	anger	0.269
feisty	feisty	anger	0.269
defendant	atsakovas	anger	0.266
latent	latentinis	anger	0.266
rapping	spąstai	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	turėti	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	neveikia	anger	0.266
quandary	kvailystė	anger	0.266
inconvenient	nepatogu	anger	0.266
feminism	feminizmas	anger	0.266
humbug	Humbug	anger	0.266
interrupts	pertraukia	anger	0.265
fluctuation	svyravimai	anger	0.265
exaggerate	perdėti	anger	0.263
lose	prarasti	anger	0.261
patter	patter	anger	0.258
tease	erzinti	anger	0.258
furnace	krosnis	anger	0.258
stone	akmuo	anger	0.258
shoplifting	parduotuvių parduotuvės	anger	0.258
soldier	kareivis	anger	0.258
incompetent	nekompetentingas	anger	0.257
indoctrination	indoktrinacija	anger	0.255
skid	slysti	anger	0.250
notoriety	žinomumas	anger	0.250
falsehood	melas	anger	0.250
untrue	neteisinga	anger	0.250
mastery	meistriškumas	anger	0.250
tripping	atsikratyti	anger	0.250
nonsense	nesąmonė	anger	0.250
unfollow	atšaukti	anger	0.250
noisy	triukšmingas	anger	0.250
pouting	matau	anger	0.250
cane	nendrės	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	komplikuoja	anger	0.250
socialist	socialistė	anger	0.250
lawyer	teisininkas	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Didžiosios raidės	anger	0.242
fenced	aptvertas	anger	0.242
obstacle	kliūtis	anger	0.242
halter	apleista	anger	0.242
witch	ragana	anger	0.242
vampire	vampyras	anger	0.242
detract	atmesti	anger	0.242
ringer	skambutis	anger	0.242
frowning	nemalonus	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	badas	anger	0.235
recession	nuosmukis	anger	0.234
lava	lava	anger	0.234
shell	apvalkalas	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifas	anger	0.234
failing	nesėkmingai	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	sunkus	anger	0.234
politics	politika	anger	0.234
undesirable	nepageidautinas	anger	0.231
darkness	tamsa	anger	0.227
versus	prieš	anger	0.227
resign	pasitraukti	anger	0.227
copycat	kopijuoti	anger	0.227
soaked	mirkymas	anger	0.226
unfulfilled	neįvykdyta	anger	0.225
abandoned	paliktas	anger	0.222
bankruptcy	bankrotas	anger	0.221
owing	dėl to	anger	0.221
unattainable	nepasiekiamas	anger	0.221
unhelpful	netinkamas	anger	0.219
twitching	trauktis	anger	0.219
confusion	sumišimas	anger	0.219
mosquito	uodai	anger	0.219
warden	globėjas	anger	0.219
misconception	klaidingas supratimas	anger	0.219
compress	suspausti	anger	0.219
whiny	Whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	įrankis	anger	0.219
nosey	smalsus	anger	0.213
overpriced	pervertintas	anger	0.212
harry	Harry	anger	0.212
shortage	trūkumas	anger	0.212
adder	papildiklis	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	perpildytas	anger	0.206
possession	valdymas	anger	0.206
desert	dykuma	anger	0.206
pout	sumušti	anger	0.203
uninvited	neprašoma	anger	0.203
arraignment	kaltinimas	anger	0.203
inefficient	neefektyvus	anger	0.203
rook	rook	anger	0.203
unlucky	nelaimingas	anger	0.203
unpaid	nemokama	anger	0.203
backbone	pagrindas	anger	0.203
sentence	sakinys	anger	0.203
powerless	bejėgis	anger	0.203
court	teismas	anger	0.199
endless	begalinis	anger	0.198
adverts	skelbimai	anger	0.197
delay	delsimas	anger	0.197
misstatement	iškraipymas	anger	0.197
distracted	išsiblaškęs	anger	0.197
misunderstanding	nesusipratimas	anger	0.195
excite	sužadinti	anger	0.191
inadmissible	nepriimtinas	anger	0.191
lightning	žaibas	anger	0.189
incase	tuo atveju	anger	0.188
preclude	uždrausti	anger	0.188
insecure	nesaugu	anger	0.188
mournful	gedulingas	anger	0.188
rating	įvertinimas	anger	0.182
mistress	šeimininkė	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	ieškovas	anger	0.182
insist	reikalauti	anger	0.182
distracting	blaško	anger	0.182
opium	opiumas	anger	0.180
willful	tyčinis	anger	0.176
deserve	nusipelno	anger	0.176
insists	primygtinai reikalauja	anger	0.175
treat	gydyk	anger	0.175
misplace	klaidinga vieta	anger	0.172
indecisive	neryžtingas	anger	0.172
gibberish	gibberis	anger	0.172
fleece	vilna	anger	0.172
fee	rinkliava	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	išlaisvinti	anger	0.172
excitation	sužadinimas	anger	0.172
hormonal	hormoninis	anger	0.172
mighty	galingas	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	juoktis	anger	0.168
unequal	nevienodas	anger	0.167
insufficiency	nepakankamumas	anger	0.167
hamstring	hamstringas	anger	0.167
bargaining	derybos	anger	0.167
mule	muulas	anger	0.167
insignificant	nereikšmingas	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	abejingumas	anger	0.156
rheumatism	reumatas	anger	0.156
coop	bendradarbiauti	anger	0.156
forearm	dilbis	anger	0.156
uncertain	neaišku	anger	0.152
bee	bičių	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	dalyvavimas	anger	0.152
disinformation	dezinformacija	anger	0.152
attorney	advokatas	anger	0.152
underpaid	nepakankamai mokama	anger	0.152
pretending	apsimeta	anger	0.152
campaigning	kampanijas	anger	0.151
hopelessness	beviltiškumas	anger	0.149
feeling	jausmas	anger	0.147
legalized	legalizuotas	anger	0.145
caution	atsargiai	anger	0.145
subsidy	subsidija	anger	0.141
obliging	privalomas	anger	0.141
morals	moralės	anger	0.141
sterling	sterlingas	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummeris	anger	0.139
misspell	klaidinga tvirtinimas	anger	0.136
saloon	salonas	anger	0.136
repay	grąžinti	anger	0.136
blemish	trūkumas	anger	0.136
surcharge	papildomas mokestis	anger	0.136
geez	geez	anger	0.136
birch	beržas	anger	0.135
