word	Danish-da	emotion	emotion-intensity-score
mug	krus	anger	0.467
agony	smerte	anger	0.465
arrogant	arrogant	anger	0.461
sux	sux	anger	0.456
vent	aftræk	anger	0.456
elimination	elimination	anger	0.456
picketing	blokade	anger	0.456
haughty	hovmodige	anger	0.456
troublesome	generende	anger	0.455
clamor	protester	anger	0.455
busted	busted	anger	0.455
constraint	tvang	anger	0.455
crabby	gnavne	anger	0.455
veto	veto	anger	0.455
stubbed	skoddede	anger	0.455
mislead	vildlede	anger	0.455
illicit	ulovlig	anger	0.455
dying	døende	anger	0.455
grated	revet	anger	0.455
idiocy	idioti	anger	0.455
illegality	ulovlighed	anger	0.455
flagrant	åbenlys	anger	0.455
impermeable	uigennemtrængelig	anger	0.455
bad	dårlig	anger	0.453
despotism	despoti	anger	0.453
usurped	tilranet	anger	0.453
godless	gudløse	anger	0.453
disagreeing	uenige	anger	0.453
intense	intens	anger	0.453
struggle	kamp	anger	0.453
suppress	undertrykke	anger	0.453
disapproving	misbilligende	anger	0.453
desist	afstå	anger	0.453
bayonet	bajonet	anger	0.453
displeased	utilfreds	anger	0.453
hysterical	hysterisk	anger	0.453
unlawful	ulovlig	anger	0.451
wrongly	fejlagtigt	anger	0.448
repellent	frastødende	anger	0.442
wasted	spildt	anger	0.441
foe	fjende	anger	0.441
dishonor	vanære	anger	0.441
wrongful	uretmæssig	anger	0.441
psychosis	psykose	anger	0.441
aversion	aversion	anger	0.440
punitive	straffende	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knoer	anger	0.439
effigy	statue	anger	0.439
schism	skisma	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	ked	anger	0.439
worthless	værdiløs	anger	0.438
deny	nægte	anger	0.438
ransom	løsepenge	anger	0.438
fugitive	flygtning	anger	0.438
deleterious	skadelig	anger	0.438
stupidity	dumhed	anger	0.438
abandonment	opgivelse	anger	0.438
mucked	mucked	anger	0.438
separatist	separatistiske	anger	0.438
irritation	irritation	anger	0.438
oblivion	glemsel	anger	0.437
segregate	udskille	anger	0.437
payback	hævn	anger	0.436
incongruous	inkongruent	anger	0.435
eviction	udsættelse	anger	0.435
collusion	aftalt spil	anger	0.432
rob	røve	anger	0.431
infidelity	utroskab	anger	0.429
ravenous	glubende	anger	0.429
overrun	overrendt	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	Harbinger	anger	0.426
martial	martial	anger	0.426
painful	smertefuld	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	skeptisk	anger	0.426
rejection	afvisning	anger	0.426
defense	forsvar	anger	0.425
powerful	magtfulde	anger	0.424
censor	censor	anger	0.424
indecency	uanstændighed	anger	0.424
fraudulent	svigagtig	anger	0.424
gonorrhea	gonoré	anger	0.424
fallacious	fejlagtig	anger	0.424
concealment	fortielse	anger	0.424
greed	grådighed	anger	0.424
disobedience	ulydighed	anger	0.424
fuss	ballade	anger	0.424
enforce	håndhæve	anger	0.424
banger	banger	anger	0.424
commotion	tumult	anger	0.424
defraud	bedrage	anger	0.424
discontent	utilfredshed	anger	0.424
unsympathetic	usympatisk	anger	0.424
exasperation	harme	anger	0.424
barb	modhager	anger	0.422
banishment	landsforvisning	anger	0.422
sedition	oprør	anger	0.422
misrepresented	Misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	trænge ind	anger	0.422
cracked	revnet	anger	0.422
annoyance	irritation	anger	0.422
duel	duel	anger	0.422
penitentiary	fængselsvæsen	anger	0.422
sarcasm	sarkasme	anger	0.422
deportation	udvisning	anger	0.422
nettle	brændenælde	anger	0.422
scar	ar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	åbenlys	anger	0.420
force	kraft	anger	0.418
perverse	pervers	anger	0.415
wring	vride	anger	0.415
bastion	bastion	anger	0.413
grim	barsk	anger	0.413
sordid	beskidt	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	humørsyg	anger	0.412
hunting	jagt	anger	0.411
indenture	indenture	anger	0.410
sham	falsk	anger	0.409
squelch	squelch	anger	0.409
awful	forfærdelig	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicere	anger	0.409
contradict	modsige	anger	0.409
supremacy	overhøjhed	anger	0.409
sneak	snige sig	anger	0.409
cantwin	cantwin	anger	0.409
reproach	bebrejdelse	anger	0.409
compulsion	tvang	anger	0.409
inept	uduelig	anger	0.409
blockade	blokade	anger	0.409
detainee	anholdte	anger	0.409
forfeit	miste	anger	0.409
disappoint	skuffe	anger	0.409
lying	at lyve	anger	0.408
epidemic	epidemi	anger	0.406
tremor	rysten	anger	0.406
rail	jernbane	anger	0.406
onerous	besværlig	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	utænkelig	anger	0.406
forsaken	forladt	anger	0.406
delusion	vrangforestilling	anger	0.406
wrongdoing	forseelser	anger	0.406
badger	grævling	anger	0.406
antipathy	antipati	anger	0.406
inequality	ulighed	anger	0.406
nuisance	plage	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumenter	anger	0.404
affront	krænkelse	anger	0.403
traumatic	traumatisk	anger	0.402
libel	bagvaskelse	anger	0.400
sodding	sodding	anger	0.400
annoys	irriterer	anger	0.400
watchout	pas på	anger	0.398
soslow	så langsom	anger	0.398
frenetic	hektiske	anger	0.397
remiss	efterladende	anger	0.397
barge	pram	anger	0.396
howl	hyle	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksning	anger	0.394
untoward	genstridige	anger	0.394
extinguish	slukke	anger	0.394
keyed	indtastet	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	respektløshed	anger	0.394
illegal	ulovlig	anger	0.394
rabble	rak	anger	0.394
actionable	handlingsrettede	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	svig	anger	0.394
sue	sagsøge	anger	0.394
unfriendly	uvenlig	anger	0.394
confiscate	konfiskere	anger	0.394
brimstone	svovl	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	hensynsløshed	anger	0.391
earthquake	jordskælv	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	opløsning	anger	0.391
rigged	rigget	anger	0.391
disagree	være uenig	anger	0.389
lawsuit	retssag	anger	0.386
disused	nedlagte	anger	0.382
immorality	umoral	anger	0.382
despair	fortvivlelse	anger	0.382
difficulty	vanskelighed	anger	0.379
incurable	uhelbredelig	anger	0.379
touchy	nærtagende	anger	0.379
coerce	tvinge	anger	0.379
sizzle	syde	anger	0.379
rifle	riffel	anger	0.379
falsification	forfalskning	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	øm	anger	0.379
picket	blokadevagt	anger	0.378
concussion	hjernerystelse	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	faldgrube	anger	0.375
infantile	infantil	anger	0.375
disillusionment	desillusionering	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milits	anger	0.375
remand	varetægtsfængslede	anger	0.375
faulty	defekt	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	snu	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	rystende	anger	0.371
inhibit	inhibere	anger	0.371
vindicate	forsvare	anger	0.371
schizophrenia	skizofreni	anger	0.369
skewed	skæv	anger	0.368
disreputable	berygtet	anger	0.368
forbidding	forbyder	anger	0.368
conquest	erobring	anger	0.367
bark	bark	anger	0.365
leukemia	leukæmi	anger	0.365
barks	gøer	anger	0.364
burke	Burke	anger	0.364
challenge	udfordring	anger	0.364
disapprove	misbillige	anger	0.364
unhappy	ulykkelig	anger	0.364
retarded	retarderet	anger	0.364
warrior	kriger	anger	0.364
belt	bælte	anger	0.364
controversial	kontroversielle	anger	0.359
opinionated	påståelig	anger	0.359
paucity	knapheden	anger	0.359
broken	gået i stykker	anger	0.359
litigate	føre proces	anger	0.359
polemic	polemisk	anger	0.359
aftermath	kølvandet	anger	0.359
disliked	hadede	anger	0.359
loudness	loudness	anger	0.359
restriction	begrænsning	anger	0.359
cad	cad	anger	0.359
sectarian	sekterisk	anger	0.359
incompetence	inkompetence	anger	0.359
interrupting	afbryde	anger	0.358
fussy	kræsen	anger	0.357
wench	tøs	anger	0.353
misbehavior	dårlig opførsel	anger	0.351
gruff	bister	anger	0.351
remove	fjerne	anger	0.351
brat	møgunge	anger	0.351
scarcity	mangel	anger	0.350
losing	miste	anger	0.349
pest	skadedyr	anger	0.348
defect	defekt	anger	0.348
hardened	hærdet	anger	0.348
deserted	øde	anger	0.348
lie	ligge	anger	0.348
retract	trække tilbage	anger	0.348
untrustworthy	utroværdig	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	skuffet	anger	0.348
disagreement	uenighed	anger	0.348
stigma	stigmatisering	anger	0.348
ulcer	mavesår	anger	0.348
bias	partiskhed	anger	0.345
negation	negation	anger	0.344
antisocial	asocial	anger	0.344
evade	unddrage	anger	0.344
shoddy	sjuskede	anger	0.344
bothering	generer	anger	0.344
impotence	impotens	anger	0.344
shaky	rystende	anger	0.344
misleading	misvisende	anger	0.344
stripped	strippet	anger	0.344
disclaim	fralægger	anger	0.344
unsettled	uafviklede	anger	0.344
anxiety	angst	anger	0.344
stingy	nærig	anger	0.344
deterioration	forringelse	anger	0.344
pirate	pirat	anger	0.344
unreliable	upålidelige	anger	0.344
interminable	uendelig	anger	0.343
disease	sygdom	anger	0.341
meddle	blande sig	anger	0.341
warp	warp	anger	0.340
averse	utilbøjelig	anger	0.338
infamous	berygtede	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	række	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	syg	anger	0.333
encumbrance	behæftelse	anger	0.333
scorpion	skorpion	anger	0.333
illegitimate	uægte	anger	0.333
witchcraft	hekseri	anger	0.333
interrupt	afbryde	anger	0.333
paralyzed	lammet	anger	0.333
sinner	synder	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ubetænksom	anger	0.329
phony	falsk	anger	0.328
spammers	spammere	anger	0.328
dashed	stiplet	anger	0.328
disqualified	diskvalificeret	anger	0.328
fib	fib	anger	0.328
hiss	hvisle	anger	0.328
brrr	brrr	anger	0.328
resisting	modstå	anger	0.328
victim	offer	anger	0.328
scapegoat	syndebuk	anger	0.328
tighten	stramme	anger	0.328
opponent	modstander	anger	0.328
crusade	korstog	anger	0.328
dislocated	forvredet	anger	0.328
grumpy	gnaven	anger	0.328
prohibited	forbudt	anger	0.328
inappropriate	upassende	anger	0.324
haye	Haye	anger	0.324
loss	tab	anger	0.324
eschew	tage afstand	anger	0.324
trickery	svindel	anger	0.324
neglected	forsømt	anger	0.324
canker	fordærve	anger	0.323
queues	køer	anger	0.318
muff	muffe	anger	0.318
crunch	stykket	anger	0.318
duplicity	dobbelthed	anger	0.318
criticism	kritik	anger	0.318
shriek	hyl	anger	0.316
depreciate	afskrive	anger	0.315
poverty	fattigdom	anger	0.312
chaff	avner	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	afskedigelse	anger	0.312
mortality	dødelighed	anger	0.312
deflate	punktere	anger	0.312
carelessness	ligegyldighed	anger	0.312
dumps	lossepladser	anger	0.312
revving	revving	anger	0.309
disallowed	ikke tilladt	anger	0.308
thoughtless	tankeløs	anger	0.307
boisterous	larmende	anger	0.307
burial	begravelse	anger	0.304
theocratic	teokratisk	anger	0.303
wince	krympe	anger	0.303
sullen	tvær	anger	0.303
involution	involution	anger	0.300
senseless	meningsløs	anger	0.297
stalemate	dødvande	anger	0.297
depreciated	afskrives	anger	0.297
wasteful	ødsel	anger	0.297
hoax	fupnummer	anger	0.297
misuse	misbruge	anger	0.297
getyourown	getyourown	anger	0.297
taxed	beskattes	anger	0.297
depressed	deprimeret	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	lammelse	anger	0.295
displaced	forskudt	anger	0.294
limited	begrænset	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	latterlig	anger	0.289
teasing	drilleri	anger	0.288
sharpen	skærpe	anger	0.288
react	reagere	anger	0.288
presumptuous	anmassende	anger	0.288
spine	rygrad	anger	0.288
homeless	hjemløs	anger	0.288
hoot	tude	anger	0.287
twitchy	jerntæppets	anger	0.287
barrier	barriere	anger	0.287
myopia	nærsynethed	anger	0.283
contraband	kontrabande	anger	0.281
disconnects	afbryder	anger	0.281
spam	spam	anger	0.281
lagging	halter	anger	0.281
shiver	gyse	anger	0.281
agh	AGH	anger	0.281
restitution	tilbagelevering	anger	0.281
flexin	flexin	anger	0.281
incompatible	uforenelig	anger	0.281
delinquent	kriminel	anger	0.281
noncompliance	manglende	anger	0.279
troll	trold	anger	0.279
buffering	buffering	anger	0.279
unfairness	urimelighed	anger	0.279
foray	strejftog	anger	0.279
nether	Neder	anger	0.278
bugaboo	Bugaboo	anger	0.273
immaturity	umodenhed	anger	0.273
bogus	fup	anger	0.273
uncaring	ufølsom	anger	0.273
shock	chok	anger	0.269
feisty	iltre	anger	0.269
defendant	sagsøgt	anger	0.266
latent	latent	anger	0.266
rapping	rappe	anger	0.266
pry	lirke	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bjørn	anger	0.266
nopoint	ingen pointe	anger	0.266
inoperative	inoperativ	anger	0.266
quandary	dilemma	anger	0.266
inconvenient	ubelejligt	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	afbryder	anger	0.265
fluctuation	fluktuation	anger	0.265
exaggerate	overdrive	anger	0.263
lose	tabe	anger	0.261
patter	trommen	anger	0.258
tease	drille	anger	0.258
furnace	ovn	anger	0.258
stone	sten-	anger	0.258
shoplifting	butikstyveri	anger	0.258
soldier	soldat	anger	0.258
incompetent	inkompetent	anger	0.257
indoctrination	indoktrinering	anger	0.255
skid	udskridning	anger	0.250
notoriety	berygtet	anger	0.250
falsehood	falskhed	anger	0.250
untrue	usandt	anger	0.250
mastery	beherskelse	anger	0.250
tripping	tripping	anger	0.250
nonsense	nonsens	anger	0.250
unfollow	unfollow	anger	0.250
noisy	støjende	anger	0.250
pouting	pouting	anger	0.250
cane	sukkerrør	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raket	anger	0.250
complicate	komplicere	anger	0.250
socialist	socialist	anger	0.250
lawyer	jurist	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	indhegnet	anger	0.242
obstacle	hindring	anger	0.242
halter	grime	anger	0.242
witch	heks	anger	0.242
vampire	vampyr	anger	0.242
detract	aflede opmærksomheden	anger	0.242
ringer	ringetone	anger	0.242
frowning	vred	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	sult	anger	0.235
recession	recession	anger	0.234
lava	lava	anger	0.234
shell	skal	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarif	anger	0.234
failing	svigtende	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	slyngel	anger	0.234
politics	politik	anger	0.234
undesirable	uønsket	anger	0.231
darkness	mørke	anger	0.227
versus	imod	anger	0.227
resign	træde tilbage	anger	0.227
copycat	copycat	anger	0.227
soaked	gennemblødt	anger	0.226
unfulfilled	uopfyldte	anger	0.225
abandoned	forladt	anger	0.222
bankruptcy	konkurs	anger	0.221
owing	På grund	anger	0.221
unattainable	Uopnålig	anger	0.221
unhelpful	uhensigtsmæssigt	anger	0.219
twitching	trækninger	anger	0.219
confusion	forvirring	anger	0.219
mosquito	myg	anger	0.219
warden	fængselsinspektør	anger	0.219
misconception	misforståelse	anger	0.219
compress	komprimere	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	værktøj	anger	0.219
nosey	nysgerrig	anger	0.213
overpriced	overpris	anger	0.212
harry	harry	anger	0.212
shortage	mangel	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overspillet	anger	0.206
possession	besiddelse	anger	0.206
desert	ørken	anger	0.206
pout	surmule	anger	0.203
uninvited	ubudne	anger	0.203
arraignment	anklage	anger	0.203
inefficient	ineffektiv	anger	0.203
rook	råge	anger	0.203
unlucky	uheldig	anger	0.203
unpaid	ubetalt	anger	0.203
backbone	rygrad	anger	0.203
sentence	dømme	anger	0.203
powerless	magtesløs	anger	0.203
court	ret	anger	0.199
endless	endeløs	anger	0.198
adverts	reklamer	anger	0.197
delay	forsinke	anger	0.197
misstatement	fejlinformation	anger	0.197
distracted	distraheret	anger	0.197
misunderstanding	misforståelse	anger	0.195
excite	ophidse	anger	0.191
inadmissible	afvises	anger	0.191
lightning	lyn	anger	0.189
incase	i tilfælde af	anger	0.188
preclude	udelukker	anger	0.188
insecure	usikker	anger	0.188
mournful	vemodigt	anger	0.188
rating	bedømmelse	anger	0.182
mistress	elskerinde	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	sagsøger	anger	0.182
insist	insistere	anger	0.182
distracting	distraherende	anger	0.182
opium	opium	anger	0.180
willful	forsætlig	anger	0.176
deserve	fortjener	anger	0.176
insists	insisterer	anger	0.175
treat	behandle	anger	0.175
misplace	forlægge	anger	0.172
indecisive	ubeslutsom	anger	0.172
gibberish	sludder	anger	0.172
fleece	fleece	anger	0.172
fee	betaling	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	befri	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonal	anger	0.172
mighty	mægtig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	vræl	anger	0.168
unequal	ulige	anger	0.167
insufficiency	insufficiens	anger	0.167
hamstring	forstrækning	anger	0.167
bargaining	forhandlinger	anger	0.167
mule	muldyr	anger	0.167
insignificant	ubetydelig	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ligegyldighed	anger	0.156
rheumatism	gigt	anger	0.156
coop	samarbejde	anger	0.156
forearm	underarm	anger	0.156
uncertain	usikker	anger	0.152
bee	bi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	involvering	anger	0.152
disinformation	misinformation	anger	0.152
attorney	advokat	anger	0.152
underpaid	underbetalt	anger	0.152
pretending	foregiver	anger	0.152
campaigning	valgkamp	anger	0.151
hopelessness	håbløshed	anger	0.149
feeling	følelse	anger	0.147
legalized	legaliseret	anger	0.145
caution	Advarsel	anger	0.145
subsidy	tilskud	anger	0.141
obliging	imødekommende	anger	0.141
morals	moral	anger	0.141
sterling	pund	anger	0.141
wimpy	skvattet	anger	0.140
bummer	øv bøv	anger	0.139
misspell	staver forkert	anger	0.136
saloon	salon	anger	0.136
repay	tilbagebetale	anger	0.136
blemish	skamplet	anger	0.136
surcharge	ekstragebyr	anger	0.136
geez	geez	anger	0.136
birch	birk	anger	0.135
noob	nybegynder	anger	0.133
honk	dytter	anger	0.133
orchestra	orkester	anger	0.132
competitive	konkurrencedygtig	anger	0.125
wireless	trådløs	anger	0.125
standstill	stilstand	anger	0.125
mosque	moske	anger	0.122
reversal	vending	anger	0.121
inattention	uopmærksomhed	anger	0.121
lace	blonder	anger	0.118
elbow	albue	anger	0.117
instinctive	instinktiv	anger	0.112
chant	chant	anger	0.111
lonely	ensom	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerere	anger	0.106
management	ledelse	anger	0.102
advocacy	fortalervirksomhed	anger	0.100
moral	moralsk	anger	0.094
roadworks	vejarbejde	anger	0.091
honest	ærlig	anger	0.087
forgetful	glemsom	anger	0.076
gent	gent	anger	0.076
liquor	spiritus	anger	0.075
money	penge	anger	0.074
hood	hætte	anger	0.071
curriculum	pensum	anger	0.063
words	ord	anger	0.062
smell	lugt	anger	0.061
elf	nisse	anger	0.061
playful	legende	anger	0.061
opera	opera	anger	0.061
nurture	pleje	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	rådgiver	anger	0.059
trumpet	trompet	anger	0.059
birthplace	fødested	anger	0.051
ribbon	bånd	anger	0.047
youth	ungdom	anger	0.045
vote	stemme	anger	0.045
cash	kontanter	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vaffel	anger	0.030
buffet	buffet	anger	0.029
celebrity	berømthed	anger	0.026
autocorrect	Autokorrektur	anger	0.015
sisterhood	søsterskab	anger	0.015
musical	musikalsk	anger	0.011
tree	træ	anger	0.000
anticipation	forventning	anticipation	0.859
excited	begejstret	anticipation	0.859
anticipate	foregribe	anticipation	0.820
excitement	spænding	anticipation	0.820
eagerness	Iver	anticipation	0.812
