word	Irish-ga	emotion	emotion-intensity-score
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	deireadh a chur	anger	0.456
picketing	piocadh	anger	0.456
haughty	haughty	anger	0.456
troublesome	troublesome	anger	0.455
clamor	clamor	anger	0.455
busted	busted	anger	0.455
constraint	srian	anger	0.455
crabby	crabby	anger	0.455
veto	crosadh	anger	0.455
stubbed	stubbed	anger	0.455
mislead	cuir bac ar	anger	0.455
illicit	aindleathach	anger	0.455
dying	ag fáil bháis	anger	0.455
grated	grátáilte	anger	0.455
idiocy	idiocy	anger	0.455
illegality	neamhdhleathach	anger	0.455
flagrant	bratach	anger	0.455
impermeable	neamhréimneach	anger	0.455
bad	dona	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	ag easaontú	anger	0.453
intense	dian	anger	0.453
struggle	streachailt	anger	0.453
suppress	faoi ​​chois	anger	0.453
disapproving	dífhostú	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	míshásta	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	neamhdhleathach	anger	0.451
wrongly	go mícheart	anger	0.448
repellent	repellent	anger	0.442
wasted	amú	anger	0.441
foe	foighne	anger	0.441
dishonor	míshuim	anger	0.441
wrongful	mícheart	anger	0.441
psychosis	síceóis	anger	0.441
aversion	aversion	anger	0.440
punitive	pionósach	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	trína chéile	anger	0.439
worthless	worthless	anger	0.438
deny	dhiúltú	anger	0.438
ransom	aisghabháil	anger	0.438
fugitive	teifeach	anger	0.438
deleterious	díobhálach	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	tréigean	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	greannú	anger	0.438
oblivion	dearmad	anger	0.437
segregate	scaradh	anger	0.437
payback	aisíoc	anger	0.436
incongruous	neamhréireach	anger	0.435
eviction	díshealbhú	anger	0.435
collusion	comhchruinniú	anger	0.432
rob	Rob	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	ravenous	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	arm	anger	0.426
painful	pianmhar	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	diúltú	anger	0.426
defense	cosaint	anger	0.425
powerful	cumhachtach	anger	0.424
censor	censor	anger	0.424
indecency	neamhchiontach	anger	0.424
fraudulent	calaoiseach	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	ceilt	anger	0.424
greed	greed	anger	0.424
disobedience	díshealbhú	anger	0.424
fuss	fuadar	anger	0.424
enforce	cuir i bhfeidhm	anger	0.424
banger	banger	anger	0.424
commotion	comórtas	anger	0.424
defraud	caint	anger	0.424
discontent	míshásta	anger	0.424
unsympathetic	neamh-chomhchuí	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	banishment	anger	0.422
sedition	sedition	anger	0.422
misrepresented	mífhaisnéis	anger	0.422
snubbed	snubbed	anger	0.422
penetration	treá	anger	0.422
cracked	scáinte	anger	0.422
annoyance	moill	anger	0.422
duel	duel	anger	0.422
penitentiary	neamhchiontach	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	díbirt	anger	0.422
nettle	léasach	anger	0.422
scar	scar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	bhfeidhm	anger	0.418
perverse	truaillithe	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	fiach	anger	0.411
indenture	indenture	anger	0.410
sham	scáth	anger	0.409
squelch	squelch	anger	0.409
awful	uafásach	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	intuigthe	anger	0.409
contradict	contrártha	anger	0.409
supremacy	ceannasacht	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	áilleacht	anger	0.409
compulsion	éigeantacht	anger	0.409
inept	inept	anger	0.409
blockade	bac	anger	0.409
detainee	detainee	anger	0.409
forfeit	forghéilleadh	anger	0.409
disappoint	díomá	anger	0.409
lying	atá suite	anger	0.408
epidemic	eipidéim	anger	0.406
tremor	tremor	anger	0.406
rail	iarnród	anger	0.406
onerous	tromchúiseach	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	unthinkable	anger	0.406
forsaken	tréigthe	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	mícheart	anger	0.406
badger	briosca	anger	0.406
antipathy	antipathy	anger	0.406
inequality	neamhionannas	anger	0.406
nuisance	núis	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argóintí	anger	0.404
affront	dearfach	anger	0.403
traumatic	traumatic	anger	0.402
libel	leabhal	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	Bi curamach	anger	0.398
soslow	chomh mall	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	dornálaíocht	anger	0.394
untoward	untoward	anger	0.394
extinguish	mhúchadh	anger	0.394
keyed	eochair	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	míshuim	anger	0.394
illegal	mídhleathach	anger	0.394
rabble	rabble	anger	0.394
actionable	gníomhú	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	calaois	anger	0.394
sue	agairt	anger	0.394
unfriendly	neamhghruthach	anger	0.394
confiscate	coigistiú	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	meargánta	anger	0.391
earthquake	crith talún	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	díscaoileadh	anger	0.391
rigged	rigged	anger	0.391
disagree	Easaontaím	anger	0.389
lawsuit	lawsuit	anger	0.386
disused	neamhúsáidte	anger	0.382
immorality	mímhoráltacht	anger	0.382
despair	éadóchas	anger	0.382
difficulty	deacracht	anger	0.379
incurable	incurable	anger	0.379
touchy	touchy	anger	0.379
coerce	coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	raidhfil	anger	0.379
falsification	falsaithe	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	picéad	anger	0.378
concussion	concussion	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	naíonán	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	mílíste	anger	0.375
remand	athchur	anger	0.375
faulty	lochtach	anger	0.375
cannon	gunna	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	brónach	anger	0.371
inhibit	bac	anger	0.371
vindicate	dearbhaigh	anger	0.371
schizophrenia	scitsifréine	anger	0.369
skewed	skewed	anger	0.368
disreputable	neamh-chomhfhreagrach	anger	0.368
forbidding	forbidding	anger	0.368
conquest	conquest	anger	0.367
bark	coirt	anger	0.365
leukemia	leucemia	anger	0.365
barks	baráistí	anger	0.364
burke	burke	anger	0.364
challenge	dúshlán	anger	0.364
disapprove	neamhshuim	anger	0.364
unhappy	míshásta	anger	0.364
retarded	aisghabháil	anger	0.364
warrior	laochra	anger	0.364
belt	crios	anger	0.364
controversial	conspóideach	anger	0.359
opinionated	tuairim	anger	0.359
paucity	beagán	anger	0.359
broken	briste	anger	0.359
litigate	thráchtáil	anger	0.359
polemic	polemic	anger	0.359
aftermath	tar éis	anger	0.359
disliked	nár mhaith leat	anger	0.359
loudness	ard	anger	0.359
restriction	srian	anger	0.359
cad	cad	anger	0.359
sectarian	seicteach	anger	0.359
incompetence	neamhinniúlacht	anger	0.359
interrupting	cur isteach	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	mí-iompar	anger	0.351
gruff	gruff	anger	0.351
remove	bain úsáid as	anger	0.351
brat	brat	anger	0.351
scarcity	ganntanas	anger	0.350
losing	ag cailliúint	anger	0.349
pest	lotnaidí	anger	0.348
defect	locht	anger	0.348
hardened	cruaite	anger	0.348
deserted	tréigthe	anger	0.348
lie	bréag	anger	0.348
retract	aisghabháil	anger	0.348
untrustworthy	neamhfhreagrach	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	díomá	anger	0.348
disagreement	easaontas	anger	0.348
stigma	stiogma	anger	0.348
ulcer	ulcer	anger	0.348
bias	claonadh	anger	0.345
negation	diúltú	anger	0.344
antisocial	frithshóisialta	anger	0.344
evade	éalú	anger	0.344
shoddy	shoddy	anger	0.344
bothering	ag bagairt	anger	0.344
impotence	impotence	anger	0.344
shaky	shaky	anger	0.344
misleading	míthreorach	anger	0.344
stripped	stripped	anger	0.344
disclaim	séanadh	anger	0.344
unsettled	neamhshuite	anger	0.344
anxiety	imní	anger	0.344
stingy	stingy	anger	0.344
deterioration	meathlú	anger	0.344
pirate	bradach	anger	0.344
unreliable	neamhiontaofa	anger	0.344
interminable	deireadh	anger	0.343
disease	galar	anger	0.341
meddle	meddle	anger	0.341
warp	dlúth	anger	0.340
averse	a mhalairt	anger	0.338
infamous	infamous	anger	0.338
alcoholism	alcólacht	anger	0.338
row	as a chéile	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	tinn	anger	0.333
encumbrance	cumhdach	anger	0.333
scorpion	scairp	anger	0.333
illegitimate	neamhdhlisteanach	anger	0.333
witchcraft	witchcraft	anger	0.333
interrupt	cur isteach	anger	0.333
paralyzed	pairilis	anger	0.333
sinner	peacaí	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	neamhréireach	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	dícháilithe	anger	0.328
fib	snáithín	anger	0.328
hiss	sliabh	anger	0.328
brrr	brrr	anger	0.328
resisting	resisting	anger	0.328
victim	íospartach	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	níos doichte	anger	0.328
opponent	comhraic	anger	0.328
crusade	cruach	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	toirmiscthe	anger	0.328
inappropriate	míchuí	anger	0.324
haye	haye	anger	0.324
loss	caillteanas	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	ndearnadh faillí orthu	anger	0.324
canker	canker	anger	0.323
queues	scuainí	anger	0.318
muff	muff	anger	0.318
crunch	géarchor	anger	0.318
duplicity	dúbailt	anger	0.318
criticism	cáineadh	anger	0.318
shriek	shriek	anger	0.316
depreciate	depreciate	anger	0.315
poverty	bochtaineacht	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	dífhostú	anger	0.312
mortality	mortlaíocht	anger	0.312
deflate	deflate	anger	0.312
carelessness	míchúramach	anger	0.312
dumps	bioráin	anger	0.312
revving	athbheochan	anger	0.309
disallowed	dhiúltaíodh	anger	0.308
thoughtless	gan smaoineamh	anger	0.307
boisterous	boisterous	anger	0.307
burial	adhlacadh	anger	0.304
theocratic	theocratic	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	ciallmhar	anger	0.297
stalemate	maolú	anger	0.297
depreciated	dímheas	anger	0.297
wasteful	dramhaíola	anger	0.297
hoax	hoax	anger	0.297
misuse	mí-úsáid	anger	0.297
getyourown	getyourown	anger	0.297
taxed	cháin	anger	0.297
depressed	depressed	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	pairilis	anger	0.295
displaced	díláithrithe	anger	0.294
limited	teoranta	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculous	anger	0.289
teasing	bualadh	anger	0.288
sharpen	géaraigh	anger	0.288
react	imoibrigh	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	spine	anger	0.288
homeless	gan dídean	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	bacainn	anger	0.287
myopia	myopia	anger	0.283
contraband	contrabhanna	anger	0.281
disconnects	dícheangal	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	aisíoc	anger	0.281
flexin	flexin	anger	0.281
incompatible	neamhoiriúnach	anger	0.281
delinquent	éagothroime	anger	0.281
noncompliance	neamhchomhlíonadh	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	míchothromas	anger	0.279
foray	foray	anger	0.279
nether	níos lú	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	neamhshuim	anger	0.273
bogus	bréagach	anger	0.273
uncaring	neamhshárú	anger	0.273
shock	turraing	anger	0.269
feisty	feisty	anger	0.269
defendant	cosantóir	anger	0.266
latent	Folaigh	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	iompróidh	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	neamhoibríoch	anger	0.266
quandary	cúigear	anger	0.266
inconvenient	neamhchoitianta	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	luaineacht	anger	0.265
exaggerate	áibhéil	anger	0.263
lose	caillfidh	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	foirnéis	anger	0.258
stone	cloch	anger	0.258
shoplifting	siopa	anger	0.258
soldier	saighdiúir	anger	0.258
incompetent	neamhinniúnach	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	bréagach	anger	0.250
untrue	dearfach	anger	0.250
mastery	máistreacht	anger	0.250
tripping	tripping	anger	0.250
nonsense	nonsense	anger	0.250
unfollow	unfollow	anger	0.250
noisy	noisy	anger	0.250
pouting	pouting	anger	0.250
cane	cána	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roicéad	anger	0.250
complicate	casta	anger	0.250
socialist	sóisialach	anger	0.250
lawyer	dlíodóir	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	fál	anger	0.242
obstacle	bac	anger	0.242
halter	halter	anger	0.242
witch	cailleach	anger	0.242
vampire	vampire	anger	0.242
detract	a tharraingt	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	ocras	anger	0.235
recession	cúlú	anger	0.234
lava	lava	anger	0.234
shell	bhlaosc	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	taraif	anger	0.234
failing	mainneachtain	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	gráinneach	anger	0.234
politics	polaitíocht	anger	0.234
undesirable	neamh-inmhianaithe	anger	0.231
darkness	dorchadas	anger	0.227
versus	in aghaidh	anger	0.227
resign	éirí as	anger	0.227
copycat	copycat	anger	0.227
soaked	sáithithe	anger	0.226
unfulfilled	neamhchomhlíonadh	anger	0.225
abandoned	tréigthe	anger	0.222
bankruptcy	féimheacht	anger	0.221
owing	de bharr	anger	0.221
unattainable	neamh-inbhuanaithe	anger	0.221
unhelpful	neamhbhuanaithe	anger	0.219
twitching	twitching	anger	0.219
confusion	mearbhall	anger	0.219
mosquito	mosquito	anger	0.219
warden	maor	anger	0.219
misconception	míthuiscint	anger	0.219
compress	comhbhrúite	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	uirlis	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	ganntanas	anger	0.212
adder	bréagán	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	seilbh	anger	0.206
desert	fásach	anger	0.206
pout	pout	anger	0.203
uninvited	gan iarraidh	anger	0.203
arraignment	díghrádú	anger	0.203
inefficient	neamhéifeachtach	anger	0.203
rook	rook	anger	0.203
unlucky	an-ádh	anger	0.203
unpaid	gan íoc	anger	0.203
backbone	cnámh droma	anger	0.203
sentence	pianbhreith	anger	0.203
powerless	gan chumas	anger	0.203
court	cúirt	anger	0.199
endless	gan deireadh	anger	0.198
adverts	fógraí	anger	0.197
delay	moill	anger	0.197
misstatement	míreamh	anger	0.197
distracted	tarraingteach	anger	0.197
misunderstanding	míthuiscint	anger	0.195
excite	bródúil as	anger	0.191
inadmissible	neamh-inghlactha	anger	0.191
lightning	tintreach	anger	0.189
incase	i gcás	anger	0.188
preclude	bac	anger	0.188
insecure	neamhchinnte	anger	0.188
mournful	brónach	anger	0.188
rating	rátáil	anger	0.182
mistress	máistreás	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	éilitheoir	anger	0.182
insist	seasann	anger	0.182
distracting	distracting	anger	0.182
opium	opium	anger	0.180
willful	toiliúil	anger	0.176
deserve	tuillte	anger	0.176
insists	insists	anger	0.175
treat	cóireáil	anger	0.175
misplace	misplace	anger	0.172
indecisive	neamhchinnteach	anger	0.172
gibberish	gibberish	anger	0.172
fleece	lomra	anger	0.172
fee	táille	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	saoirse	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormónach	anger	0.172
mighty	mighty	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	neamhionann	anger	0.167
insufficiency	neamhdhóthanacht	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	margáil	anger	0.167
mule	mule	anger	0.167
insignificant	neamhshuntasach	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	neamhshuim	anger	0.156
rheumatism	reumatism	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	neamhchinnte	anger	0.152
bee	beacha	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	rannpháirtíocht	anger	0.152
disinformation	neamhinformation	anger	0.152
attorney	aturnae	anger	0.152
underpaid	réamhíoctha	anger	0.152
pretending	ag ligean	anger	0.152
campaigning	feachtas	anger	0.151
hopelessness	neamhspleáchas	anger	0.149
feeling	mothú	anger	0.147
legalized	dlíthiúil	anger	0.145
caution	rabhadh	anger	0.145
subsidy	fóirdheontas	anger	0.141
obliging	oibleagáid	anger	0.141
morals	moral	anger	0.141
sterling	steirling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	aisíoc	anger	0.136
blemish	maorach	anger	0.136
surcharge	formhuirear	anger	0.136
geez	geez	anger	0.136
birch	beith	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	ceolfhoireann	anger	0.132
competitive	iomaíoch	anger	0.125
wireless	Gan sreang	anger	0.125
standstill	seasamh	anger	0.125
mosque	mosque	anger	0.122
reversal	droim ar ais	anger	0.121
inattention	inattention	anger	0.121
lace	lása	anger	0.118
elbow	elbow	anger	0.117
instinctive	instinctive	anger	0.112
chant	chant	anger	0.111
lonely	uaigneach	anger	0.109
gnome	gnome	anger	0.109
tolerate	fulaingt	anger	0.106
management	bainistíocht	anger	0.102
advocacy	Abhcóideacht	anger	0.100
moral	morálta	anger	0.094
roadworks	oibreacha bóthair	anger	0.091
honest	macánta	anger	0.087
forgetful	dearmadach	anger	0.076
gent	gent	anger	0.076
liquor	deoch	anger	0.075
money	airgead	anger	0.074
hood	cochall	anger	0.071
curriculum	curaclam	anger	0.063
words	focail	anger	0.062
smell	boladh	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	ceoldráma	anger	0.061
nurture	a chothú	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	comhairleoir	anger	0.059
trumpet	trumpa	anger	0.059
birthplace	áit bhreithe	anger	0.051
ribbon	ribín	anger	0.047
youth	óige	anger	0.045
vote	vótáil	anger	0.045
cash	airgead	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	celebrity	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	deirfiúr	anger	0.015
