word	Bosnian-bs	emotion	emotion-intensity-score
arrogant	arogantan	anger	0.461
sux	sux	anger	0.456
vent	vent	anger	0.456
elimination	eliminacija	anger	0.456
picketing	piketiranje	anger	0.456
haughty	nadmašan	anger	0.456
troublesome	problematično	anger	0.455
clamor	klamur	anger	0.455
busted	uhvaćen	anger	0.455
constraint	ograničenje	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	pogrešno	anger	0.455
illicit	nezakonito	anger	0.455
dying	umiranje	anger	0.455
grated	nariban	anger	0.455
idiocy	idiocija	anger	0.455
illegality	nezakonitost	anger	0.455
flagrant	flagrantno	anger	0.455
impermeable	nepropusno	anger	0.455
bad	loše	anger	0.453
despotism	despotizam	anger	0.453
usurped	uzurpirano	anger	0.453
godless	bezobrazno	anger	0.453
disagreeing	ne slažem se	anger	0.453
intense	intenzivno	anger	0.453
struggle	borba	anger	0.453
suppress	potisni	anger	0.453
disapproving	neodobravanje	anger	0.453
desist	odustati	anger	0.453
bayonet	bajonet	anger	0.453
displeased	nezadovoljan	anger	0.453
hysterical	histerično	anger	0.453
unlawful	nezakonito	anger	0.451
wrongly	pogrešno	anger	0.448
repellent	repelent	anger	0.442
wasted	izgubljeno	anger	0.441
foe	neprijatelj	anger	0.441
dishonor	dishonor	anger	0.441
wrongful	pogrešno	anger	0.441
psychosis	psihoza	anger	0.441
aversion	averzija	anger	0.440
punitive	kazneni	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	slika	anger	0.439
schism	raskola	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	uznemiren	anger	0.439
worthless	bezvrijedno	anger	0.438
deny	poriči	anger	0.438
ransom	otkup	anger	0.438
fugitive	begunac	anger	0.438
deleterious	štetno	anger	0.438
stupidity	glupost	anger	0.438
abandonment	napuštanje	anger	0.438
mucked	zadavljena	anger	0.438
separatist	separatist	anger	0.438
irritation	iritacija	anger	0.438
oblivion	zaborav	anger	0.437
segregate	odvojite se	anger	0.437
payback	povratak	anger	0.436
incongruous	incongruous	anger	0.435
eviction	iseljenje	anger	0.435
collusion	dogovaranje	anger	0.432
rob	rob	anger	0.431
infidelity	neverstvo	anger	0.429
ravenous	ravenous	anger	0.429
overrun	prekoračenje	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harakter	anger	0.426
martial	borilački	anger	0.426
painful	bolan	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neverovatno	anger	0.426
rejection	odbacivanje	anger	0.426
defense	odbrana	anger	0.425
powerful	moćno	anger	0.424
censor	cenzor	anger	0.424
indecency	nesigurnost	anger	0.424
fraudulent	lažna	anger	0.424
gonorrhea	gonoreja	anger	0.424
fallacious	pogrešno	anger	0.424
concealment	prikrivanje	anger	0.424
greed	pohlepa	anger	0.424
disobedience	neposlušnost	anger	0.424
fuss	gužva	anger	0.424
enforce	izvršiti	anger	0.424
banger	banger	anger	0.424
commotion	gušenje	anger	0.424
defraud	defraud	anger	0.424
discontent	nezadovoljstvo	anger	0.424
unsympathetic	bez sumnje	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	proterivanje	anger	0.422
sedition	sedicija	anger	0.422
misrepresented	pogrešno predstavljen	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetracija	anger	0.422
cracked	puknuti	anger	0.422
annoyance	nadležnost	anger	0.422
duel	duel	anger	0.422
penitentiary	kazneno-popravni dom	anger	0.422
sarcasm	sarkazam	anger	0.422
deportation	deportacija	anger	0.422
nettle	kopriva	anger	0.422
scar	ožiljak	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatantan	anger	0.420
force	sila	anger	0.418
perverse	perverzno	anger	0.415
wring	zujanje	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	srdačan	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	suptilno	anger	0.412
tiff	tiff	anger	0.412
moody	Moody	anger	0.412
hunting	lov	anger	0.411
indenture	indenture	anger	0.410
sham	sram	anger	0.409
squelch	squelch	anger	0.409
awful	strašno	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	impliciraju	anger	0.409
contradict	kontradiktorno	anger	0.409
supremacy	supremacy	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	sramota	anger	0.409
compulsion	prisiljavanje	anger	0.409
inept	inept	anger	0.409
blockade	blokada	anger	0.409
detainee	pritvorenik	anger	0.409
forfeit	zaboravi	anger	0.409
disappoint	razočaraj	anger	0.409
lying	laganje	anger	0.408
epidemic	epidemija	anger	0.406
tremor	tremor	anger	0.406
rail	železnica	anger	0.406
onerous	teško	anger	0.406
cacophony	kakofonija	anger	0.406
unthinkable	nezamislivo	anger	0.406
forsaken	napuštena	anger	0.406
delusion	zabluda	anger	0.406
wrongdoing	pogrešno postupanje	anger	0.406
badger	badger	anger	0.406
antipathy	antipatija	anger	0.406
inequality	nejednakost	anger	0.406
nuisance	neprijatnost	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	arguments	anger	0.404
affront	oprosti	anger	0.403
traumatic	traumatično	anger	0.402
libel	kleveta	anger	0.400
sodding	sudding	anger	0.400
annoys	annoys	anger	0.400
watchout	pazi	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetičan	anger	0.397
remiss	remiss	anger	0.397
barge	barže	anger	0.396
howl	vuk	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	nepopustljiv	anger	0.394
extinguish	ugasiti	anger	0.394
keyed	uklj	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nepoštovanje	anger	0.394
illegal	ilegalno	anger	0.394
rabble	štrajk	anger	0.394
actionable	djelotvorno	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	prevara	anger	0.394
sue	tužio	anger	0.394
unfriendly	neprijateljski	anger	0.394
confiscate	konfiskovati	anger	0.394
brimstone	sumpor	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	nesmotrenost	anger	0.391
earthquake	zemljotres	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	raspadanje	anger	0.391
rigged	opremljena	anger	0.391
disagree	ne slažem se	anger	0.389
lawsuit	tužba	anger	0.386
disused	disused	anger	0.382
immorality	nemoralnost	anger	0.382
despair	očaj	anger	0.382
difficulty	poteškoća	anger	0.379
incurable	neizlečiva	anger	0.379
touchy	osetljiv	anger	0.379
coerce	prisiljavanje	anger	0.379
sizzle	sizzle	anger	0.379
rifle	puška	anger	0.379
falsification	falsifikovanje	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	boli	anger	0.379
picket	picket	anger	0.378
concussion	potres mozga	anger	0.377
pessimism	pesimizam	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantilno	anger	0.375
disillusionment	razočaranje	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicija	anger	0.375
remand	pritvor	anger	0.375
faulty	pogrešno	anger	0.375
cannon	top	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizam	anger	0.371
distressing	uznemirujući	anger	0.371
inhibit	naseliti	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	šizofrenija	anger	0.369
skewed	iskrivljen	anger	0.368
disreputable	zabrinut	anger	0.368
forbidding	zabranjuje	anger	0.368
conquest	osvajanje	anger	0.367
bark	kora	anger	0.365
leukemia	leukemija	anger	0.365
barks	laje	anger	0.364
burke	burke	anger	0.364
challenge	izazov	anger	0.364
disapprove	ne odobravam	anger	0.364
unhappy	nesretni	anger	0.364
retarded	retardiran	anger	0.364
warrior	ratnik	anger	0.364
belt	pojas	anger	0.364
controversial	kontroverzan	anger	0.359
opinionated	mišljenje	anger	0.359
paucity	slabosti	anger	0.359
broken	slomljen	anger	0.359
litigate	sudija	anger	0.359
polemic	polemika	anger	0.359
aftermath	posledice	anger	0.359
disliked	ne voli	anger	0.359
loudness	glasnost	anger	0.359
restriction	ograničenje	anger	0.359
cad	cad	anger	0.359
sectarian	sektaški	anger	0.359
incompetence	nesposobnost	anger	0.359
interrupting	prekidanje	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	loše ponašanje	anger	0.351
gruff	gruff	anger	0.351
remove	ukloniti	anger	0.351
brat	brat	anger	0.351
scarcity	oskudica	anger	0.350
losing	gubljenje	anger	0.349
pest	štetočina	anger	0.348
defect	defekt	anger	0.348
hardened	ojačan	anger	0.348
deserted	napušteno	anger	0.348
lie	laži	anger	0.348
retract	retract	anger	0.348
untrustworthy	nepoverljivo	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	razočaran	anger	0.348
disagreement	neslaganje	anger	0.348
stigma	stigma	anger	0.348
ulcer	čir	anger	0.348
bias	pristrasnost	anger	0.345
negation	negacija	anger	0.344
antisocial	antisocijalno	anger	0.344
evade	izbjeći	anger	0.344
shoddy	jebeno	anger	0.344
bothering	muči	anger	0.344
impotence	impotencija	anger	0.344
shaky	šokantan	anger	0.344
misleading	pogrešno	anger	0.344
stripped	uklonjen	anger	0.344
disclaim	odricati	anger	0.344
unsettled	neizmireno	anger	0.344
anxiety	anksioznost	anger	0.344
stingy	skriveni	anger	0.344
deterioration	pogoršanje	anger	0.344
pirate	pirat	anger	0.344
unreliable	nepouzdan	anger	0.344
interminable	beskrajno	anger	0.343
disease	bolesti	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	averse	anger	0.338
infamous	zloglasni	anger	0.338
alcoholism	alkoholizam	anger	0.338
row	red	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	bolestan	anger	0.333
encumbrance	opterećenje	anger	0.333
scorpion	škorpija	anger	0.333
illegitimate	nelegitimno	anger	0.333
witchcraft	veštice	anger	0.333
interrupt	prekinuti	anger	0.333
paralyzed	paralizovan	anger	0.333
sinner	grešnik	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	nepromišljeno	anger	0.329
phony	lažna	anger	0.328
spammers	spamere	anger	0.328
dashed	pucao	anger	0.328
disqualified	diskvalifikovan	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	otporno	anger	0.328
victim	žrtva	anger	0.328
scapegoat	žrtvenog jarca	anger	0.328
tighten	zategnite	anger	0.328
opponent	protivnik	anger	0.328
crusade	krstaša	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	zabranjeno	anger	0.328
inappropriate	neprikladan	anger	0.324
haye	haye	anger	0.324
loss	gubitak	anger	0.324
eschew	eschew	anger	0.324
trickery	trik	anger	0.324
neglected	zanemaren	anger	0.324
canker	canker	anger	0.323
queues	redove	anger	0.318
muff	muff	anger	0.318
crunch	krckanje	anger	0.318
duplicity	duplicity	anger	0.318
criticism	kritike	anger	0.318
shriek	krik	anger	0.316
depreciate	depresija	anger	0.315
poverty	siromaštvo	anger	0.312
chaff	pljusak	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	otpuštanje	anger	0.312
mortality	smrtnost	anger	0.312
deflate	deflacija	anger	0.312
carelessness	nebriga	anger	0.312
dumps	deponije	anger	0.312
revving	revving	anger	0.309
disallowed	zabranjeno	anger	0.308
thoughtless	bezumni	anger	0.307
boisterous	bujni	anger	0.307
burial	sahrana	anger	0.304
theocratic	teokratski	anger	0.303
wince	wince	anger	0.303
sullen	sulen	anger	0.303
involution	involution	anger	0.300
senseless	besmisleno	anger	0.297
stalemate	zastoj	anger	0.297
depreciated	amortizovan	anger	0.297
wasteful	rasipno	anger	0.297
hoax	prevara	anger	0.297
misuse	zloupotreba	anger	0.297
getyourown	getyourown	anger	0.297
taxed	oporezovano	anger	0.297
depressed	depresivan	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paraliza	anger	0.295
displaced	raseljena	anger	0.294
limited	ograničeno	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	smešno	anger	0.289
teasing	zadirkivanje	anger	0.288
sharpen	oštri	anger	0.288
react	reagovati	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	kičma	anger	0.288
homeless	beskućnici	anger	0.288
hoot	hoot	anger	0.287
twitchy	trzaj	anger	0.287
barrier	barijera	anger	0.287
myopia	miopija	anger	0.283
contraband	kontraband	anger	0.281
disconnects	prekida veze	anger	0.281
spam	neželjena pošta	anger	0.281
lagging	zaostajanje	anger	0.281
shiver	drhti	anger	0.281
agh	agh	anger	0.281
restitution	restitucija	anger	0.281
flexin	flexin	anger	0.281
incompatible	nekompatibilno	anger	0.281
delinquent	delinkvent	anger	0.281
noncompliance	neusklađenost	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	nepravednost	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	nezrelost	anger	0.273
bogus	lažno	anger	0.273
uncaring	uncaring	anger	0.273
shock	šok	anger	0.269
feisty	feisty	anger	0.269
defendant	optuženi	anger	0.266
latent	latentno	anger	0.266
rapping	repping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	nositi	anger	0.266
nopoint	nema svrhe	anger	0.266
inoperative	neoperativan	anger	0.266
quandary	kandir	anger	0.266
inconvenient	nepodobno	anger	0.266
feminism	feminizam	anger	0.266
humbug	humbug	anger	0.266
interrupts	prekida	anger	0.265
fluctuation	fluktuacija	anger	0.265
exaggerate	preuveličavaju	anger	0.263
lose	gube	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	peći	anger	0.258
stone	kamen	anger	0.258
shoplifting	krađa	anger	0.258
soldier	vojnik	anger	0.258
incompetent	nesposoban	anger	0.257
indoctrination	indoktrinacija	anger	0.255
skid	skid	anger	0.250
notoriety	ozloglašenost	anger	0.250
falsehood	laž	anger	0.250
untrue	neistinito	anger	0.250
mastery	majstorstvo	anger	0.250
tripping	tripping	anger	0.250
nonsense	gluposti	anger	0.250
unfollow	unfollow	anger	0.250
noisy	bučno	anger	0.250
pouting	pouting	anger	0.250
cane	trska	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	kompliciram	anger	0.250
socialist	socijalistički	anger	0.250
lawyer	advokat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kapslok	anger	0.242
fenced	ograđen	anger	0.242
obstacle	prepreka	anger	0.242
halter	halter	anger	0.242
witch	veštica	anger	0.242
vampire	vampir	anger	0.242
detract	odbaciti	anger	0.242
ringer	ringer	anger	0.242
frowning	mršti	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	glad	anger	0.235
recession	recesija	anger	0.234
lava	lava	anger	0.234
shell	školjka	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	neuspjeh	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politika	anger	0.234
undesirable	nepoželjan	anger	0.231
darkness	tama	anger	0.227
versus	protiv	anger	0.227
resign	podneti ostavku	anger	0.227
copycat	copycat	anger	0.227
soaked	natopljen	anger	0.226
unfulfilled	neispunjeno	anger	0.225
abandoned	napušteno	anger	0.222
bankruptcy	stečaj	anger	0.221
owing	zahvaljujući	anger	0.221
unattainable	nedostižno	anger	0.221
unhelpful	neupotrebljiv	anger	0.219
twitching	trzanje	anger	0.219
confusion	konfuzija	anger	0.219
mosquito	komarac	anger	0.219
warden	upravnik	anger	0.219
misconception	zabluda	anger	0.219
compress	kompresovati	anger	0.219
whiny	sjajan	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	nosa	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	nedostatak	anger	0.212
adder	sabirnica	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	posedovanje	anger	0.206
desert	pustinja	anger	0.206
pout	pout	anger	0.203
uninvited	nepovratno	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	neefikasan	anger	0.203
rook	rook	anger	0.203
unlucky	nesrećan	anger	0.203
unpaid	neplaćeno	anger	0.203
backbone	kičma	anger	0.203
sentence	rečenica	anger	0.203
powerless	nemoćan	anger	0.203
court	sud	anger	0.199
endless	beskrajno	anger	0.198
adverts	reklame	anger	0.197
delay	kašnjenje	anger	0.197
misstatement	pogrešno prikazivanje	anger	0.197
distracted	odvratan	anger	0.197
misunderstanding	nesporazum	anger	0.195
excite	uzbuđuje	anger	0.191
inadmissible	neprihvatljivo	anger	0.191
lightning	munja	anger	0.189
incase	u slučaju	anger	0.188
preclude	isključuje	anger	0.188
insecure	nesiguran	anger	0.188
mournful	žalostan	anger	0.188
rating	rejting	anger	0.182
mistress	ljubavnica	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	tužilac	anger	0.182
insist	insistiram	anger	0.182
distracting	ometajući	anger	0.182
opium	opijum	anger	0.180
willful	hotimično	anger	0.176
deserve	zaslužuju	anger	0.176
insists	insistira	anger	0.175
treat	liječiti	anger	0.175
misplace	misplace	anger	0.172
indecisive	Neodlučan	anger	0.172
gibberish	glupost	anger	0.172
fleece	runo	anger	0.172
fee	naknada	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	osloboditi	anger	0.172
excitation	uzbuđenje	anger	0.172
hormonal	hormonalni	anger	0.172
mighty	moćan	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	nejednako	anger	0.167
insufficiency	insuficijencija	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	pregovaranje	anger	0.167
mule	mule	anger	0.167
insignificant	beznačajno	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferentnost	anger	0.156
rheumatism	reumatizam	anger	0.156
coop	coop	anger	0.156
forearm	podlaktica	anger	0.156
uncertain	neizvesno	anger	0.152
bee	pčela	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	uključivanje	anger	0.152
disinformation	dezinformacija	anger	0.152
attorney	advokat	anger	0.152
underpaid	neplaćeni	anger	0.152
pretending	pretvarajući se	anger	0.152
campaigning	kampanja	anger	0.151
hopelessness	beznadežnost	anger	0.149
feeling	osećanje	anger	0.147
legalized	legalizovan	anger	0.145
caution	oprez	anger	0.145
subsidy	subvencija	anger	0.141
obliging	obavezujući	anger	0.141
morals	morale	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	salon	anger	0.136
repay	otplati	anger	0.136
blemish	nedostatak	anger	0.136
surcharge	nadoplata	anger	0.136
geez	geez	anger	0.136
birch	breza	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkestar	anger	0.132
competitive	konkurentan	anger	0.125
wireless	wireless	anger	0.125
standstill	mirovanje	anger	0.125
mosque	džamija	anger	0.122
reversal	preokret	anger	0.121
inattention	nepažnja	anger	0.121
lace	čipka	anger	0.118
elbow	lakat	anger	0.117
instinctive	instinktivan	anger	0.112
chant	pjevati	anger	0.111
lonely	usamljen	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerirati	anger	0.106
management	upravljanje	anger	0.102
advocacy	zagovaranje	anger	0.100
moral	moralno	anger	0.094
roadworks	putevi	anger	0.091
honest	iskren	anger	0.087
forgetful	zaboravan	anger	0.076
gent	gent	anger	0.076
liquor	alkohol	anger	0.075
money	novac	anger	0.074
hood	hauba	anger	0.071
curriculum	kurikulum	anger	0.063
words	riječi	anger	0.062
smell	miris	anger	0.061
elf	elf	anger	0.061
playful	igriv	anger	0.061
opera	opera	anger	0.061
nurture	negovati	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	savjetnik	anger	0.059
trumpet	truba	anger	0.059
birthplace	mesto rođenja	anger	0.051
ribbon	traka	anger	0.047
youth	mladi	anger	0.045
vote	glasati	anger	0.045
cash	gotovina	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vafl	anger	0.030
buffet	bife	anger	0.029
celebrity	slavna	anger	0.026
autocorrect	autokorrect	anger	0.015
sisterhood	sestrinstvo	anger	0.015
musical	muzički	anger	0.011
tree	drvo	anger	0.000
anticipation	anticipacija	anticipation	0.859
excited	uzbuđeni	anticipation	0.859
anticipate	anticipirati	anticipation	0.820
excitement	uzbuđenje	anticipation	0.820
eagerness	radost	anticipation	0.812
exciting	uzbudljivo	anticipation	0.797
expectant	očekivano	anticipation	0.789
thrilling	uzbudljivo	anticipation	0.781
hope	nadam se	anticipation	0.773
quest	potraga	anticipation	0.766
