word	Korean-ko	emotion	emotion-intensity-score
mislead	오도 ​​된	anger	0.455
illicit	불법의	anger	0.455
dying	사망	anger	0.455
grated	비벼 먹은	anger	0.455
idiocy	백치	anger	0.455
illegality	위법	anger	0.455
flagrant	악명 높은	anger	0.455
impermeable	불 침투성	anger	0.455
bad	나쁜	anger	0.453
despotism	전제국	anger	0.453
usurped	빼앗긴	anger	0.453
godless	경건한	anger	0.453
disagreeing	의견이 맞지 않는	anger	0.453
intense	심한	anger	0.453
struggle	노력	anger	0.453
suppress	막다	anger	0.453
disapproving	비난하는	anger	0.453
desist	~을 벗어나는	anger	0.453
bayonet	총검	anger	0.453
displeased	불쾌한	anger	0.453
hysterical	히스테리 성의	anger	0.453
unlawful	불법의	anger	0.451
wrongly	잘못	anger	0.448
repellent	싫은	anger	0.442
wasted	지나간	anger	0.441
foe	적	anger	0.441
dishonor	불명예	anger	0.441
wrongful	나쁜	anger	0.441
psychosis	정신병	anger	0.441
aversion	혐오	anger	0.440
punitive	징벌 적	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	너클	anger	0.439
effigy	인형	anger	0.439
schism	분리	anger	0.439
ultimatum	최후 통첩	anger	0.439
upset	당황	anger	0.439
worthless	가치 없는	anger	0.438
deny	부정하다	anger	0.438
ransom	몸값	anger	0.438
fugitive	도망자	anger	0.438
deleterious	해로운	anger	0.438
stupidity	우둔	anger	0.438
abandonment	포기	anger	0.438
mucked	심술 궂은	anger	0.438
separatist	분리파	anger	0.438
irritation	짜증나게 하는 것	anger	0.438
oblivion	망각	anger	0.437
segregate	분리하다	anger	0.437
payback	복수	anger	0.436
incongruous	부조리 한	anger	0.435
eviction	축출	anger	0.435
collusion	공모	anger	0.432
rob	털다	anger	0.431
infidelity	부정	anger	0.429
ravenous	게걸스러운	anger	0.429
overrun	오버런	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	선구자	anger	0.426
martial	용감한	anger	0.426
painful	아픈	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	쉽게 믿지 않는	anger	0.426
rejection	배제	anger	0.426
defense	방어	anger	0.425
powerful	강한	anger	0.424
censor	검열	anger	0.424
indecency	외설	anger	0.424
fraudulent	사기성의	anger	0.424
gonorrhea	임질	anger	0.424
fallacious	그릇된	anger	0.424
concealment	은폐	anger	0.424
greed	욕심	anger	0.424
disobedience	불순종	anger	0.424
fuss	야단법석	anger	0.424
enforce	억지로 시키다	anger	0.424
banger	소시지	anger	0.424
commotion	동요	anger	0.424
defraud	속이다	anger	0.424
discontent	불만	anger	0.424
unsympathetic	동정심 없는	anger	0.424
exasperation	격분	anger	0.424
barb	미늘	anger	0.422
banishment	추방	anger	0.422
sedition	선동	anger	0.422
misrepresented	허위 진술 된	anger	0.422
snubbed	저격 한	anger	0.422
penetration	침투	anger	0.422
cracked	깨진	anger	0.422
annoyance	성가심	anger	0.422
duel	결투	anger	0.422
penitentiary	교도소	anger	0.422
sarcasm	풍자	anger	0.422
deportation	추방	anger	0.422
nettle	쐐기풀	anger	0.422
scar	흉터	anger	0.422
bang	쾅	anger	0.422
cur	똥개	anger	0.422
blatant	떠들썩한	anger	0.420
force	힘	anger	0.418
perverse	비뚤어진	anger	0.415
wring	짜다	anger	0.415
bastion	능보	anger	0.413
grim	엄한	anger	0.413
sordid	더러운	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	거친	anger	0.412
tiff	사소한 말다툼	anger	0.412
moody	변덕스러운	anger	0.412
hunting	수렵	anger	0.411
indenture	계약서	anger	0.410
sham	가짜	anger	0.409
squelch	끽소리 못 하게 함	anger	0.409
awful	무서운	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	얽히게 하다	anger	0.409
contradict	모순 된	anger	0.409
supremacy	최고	anger	0.409
sneak	좀도둑	anger	0.409
cantwin	캔 트윈	anger	0.409
reproach	치욕	anger	0.409
compulsion	강제	anger	0.409
inept	부적당 한	anger	0.409
blockade	봉쇄	anger	0.409
detainee	억류자	anger	0.409
forfeit	박탈	anger	0.409
disappoint	어긋나게 하다	anger	0.409
lying	거짓말하는	anger	0.408
epidemic	전염병	anger	0.406
tremor	떨림	anger	0.406
rail	레일	anger	0.406
onerous	번거로운	anger	0.406
cacophony	불협화음	anger	0.406
unthinkable	상상도 할 수없는	anger	0.406
forsaken	버림받은	anger	0.406
delusion	미혹	anger	0.406
wrongdoing	악행	anger	0.406
badger	오소리	anger	0.406
antipathy	반감	anger	0.406
inequality	불평등	anger	0.406
nuisance	폐가 되는 행위	anger	0.406
scrapie	스크래피	anger	0.406
wop	~시키다	anger	0.406
arguments	인수들	anger	0.404
affront	모욕	anger	0.403
traumatic	외상성의	anger	0.402
libel	명예 훼손죄	anger	0.400
sodding	순종	anger	0.400
annoys	귀찮게하다	anger	0.400
watchout	조심해	anger	0.398
soslow	너무 느려	anger	0.398
frenetic	열광적 인	anger	0.397
remiss	절름발이	anger	0.397
barge	짐배	anger	0.396
howl	멀리서 짖는 소리	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	권투	anger	0.394
untoward	쓸데없는	anger	0.394
extinguish	끄다	anger	0.394
keyed	건이 있는	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	무례	anger	0.394
illegal	불법	anger	0.394
rabble	어지러운	anger	0.394
actionable	실행 가능한	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	사기	anger	0.394
sue	고소하다	anger	0.394
unfriendly	해로운	anger	0.394
confiscate	압수하다	anger	0.394
brimstone	유황	anger	0.392
argh	아아	anger	0.391
pique	돋우다	anger	0.391
recklessness	무모한	anger	0.391
earthquake	지진	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	해산	anger	0.391
rigged	조작 된	anger	0.391
disagree	동의하지 않는다	anger	0.389
lawsuit	소송	anger	0.386
disused	사용하지 않는	anger	0.382
immorality	부도덕	anger	0.382
despair	절망	anger	0.382
difficulty	어려움	anger	0.379
incurable	불치의	anger	0.379
touchy	다루기 어려운	anger	0.379
coerce	억압하다	anger	0.379
sizzle	찌는 듯이 덥다	anger	0.379
rifle	소총	anger	0.379
falsification	위조	anger	0.379
pokes	찌르다	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	아픈	anger	0.379
picket	피켓	anger	0.378
concussion	진동	anger	0.377
pessimism	염세주의	anger	0.375
pitfall	함정	anger	0.375
infantile	유아 같은	anger	0.375
disillusionment	환멸	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	시민군	anger	0.375
remand	반송	anger	0.375
faulty	불완전한	anger	0.375
cannon	대포	anger	0.375
rawr	원시인	anger	0.375
sly	교활한	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	친척 편중	anger	0.371
distressing	비참한	anger	0.371
inhibit	억제하다	anger	0.371
vindicate	옹호하다	anger	0.371
schizophrenia	정신 분열증	anger	0.369
skewed	비뚤어진	anger	0.368
disreputable	보기 싫은	anger	0.368
forbidding	무서운	anger	0.368
conquest	정복	anger	0.367
bark	나무 껍질	anger	0.365
leukemia	백혈병	anger	0.365
barks	짖는 소리	anger	0.364
burke	버크	anger	0.364
challenge	도전	anger	0.364
disapprove	안된다고 하다	anger	0.364
unhappy	불행한	anger	0.364
retarded	지체 된	anger	0.364
warrior	전사	anger	0.364
belt	벨트	anger	0.364
controversial	논쟁의 여지가있는	anger	0.359
opinionated	고의적 인	anger	0.359
paucity	소수	anger	0.359
broken	부서진	anger	0.359
litigate	소송하다	anger	0.359
polemic	논쟁	anger	0.359
aftermath	여파	anger	0.359
disliked	싫어하는	anger	0.359
loudness	큰 소리	anger	0.359
restriction	제한	anger	0.359
cad	치사한 사람	anger	0.359
sectarian	종파적 인	anger	0.359
incompetence	무능력	anger	0.359
interrupting	방해하는	anger	0.358
fussy	까다로운	anger	0.357
wench	처녀	anger	0.353
misbehavior	버릇 없음	anger	0.351
gruff	거친	anger	0.351
remove	풀다	anger	0.351
brat	애새끼	anger	0.351
scarcity	부족	anger	0.350
losing	지는	anger	0.349
pest	해충	anger	0.348
defect	결함	anger	0.348
hardened	경화 된	anger	0.348
deserted	버려진	anger	0.348
lie	거짓말	anger	0.348
retract	쑥 들어가게 하다	anger	0.348
untrustworthy	믿지 못할	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	실망한	anger	0.348
disagreement	불쾌한 일	anger	0.348
stigma	오명	anger	0.348
ulcer	궤양	anger	0.348
bias	바이어스	anger	0.345
negation	부정	anger	0.344
antisocial	반사회적인	anger	0.344
evade	피하다	anger	0.344
shoddy	재생 모직물	anger	0.344
bothering	괴롭히는	anger	0.344
impotence	무력	anger	0.344
shaky	흔들리는	anger	0.344
misleading	오도 ​​된	anger	0.344
stripped	박탈 된	anger	0.344
disclaim	버리다	anger	0.344
unsettled	변하기 쉬운	anger	0.344
anxiety	걱정	anger	0.344
stingy	적은	anger	0.344
deterioration	악화	anger	0.344
pirate	해적	anger	0.344
unreliable	신뢰할 수 없는	anger	0.344
interminable	끝내주는	anger	0.343
disease	질병	anger	0.341
meddle	간섭하다	anger	0.341
warp	경사	anger	0.340
averse	회피	anger	0.338
infamous	악명 높은	anger	0.338
alcoholism	대주	anger	0.338
row	열	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	악	anger	0.333
encumbrance	방해물	anger	0.333
scorpion	투석기	anger	0.333
illegitimate	사생아의	anger	0.333
witchcraft	요술	anger	0.333
interrupt	일시 정지	anger	0.333
paralyzed	마비 된	anger	0.333
sinner	죄인	anger	0.331
hulk	폐선	anger	0.329
inconsiderate	배려하다	anger	0.329
phony	위조품	anger	0.328
spammers	스패머	anger	0.328
dashed	대시의	anger	0.328
disqualified	실격 된	anger	0.328
fib	악의 없는 거짓말	anger	0.328
hiss	스음	anger	0.328
brrr	brrr	anger	0.328
resisting	저항하는	anger	0.328
victim	희생자	anger	0.328
scapegoat	속죄 염소	anger	0.328
tighten	죄다	anger	0.328
opponent	상대	anger	0.328
crusade	개혁 운동	anger	0.328
dislocated	탈구 된	anger	0.328
grumpy	심술 궂은	anger	0.328
prohibited	금지 된	anger	0.328
inappropriate	부적절한	anger	0.324
haye	헤이	anger	0.324
loss	손실	anger	0.324
eschew	피하다	anger	0.324
trickery	속임수	anger	0.324
neglected	방치 된	anger	0.324
canker	구강 궤양	anger	0.323
queues	대기열	anger	0.318
muff	통	anger	0.318
crunch	결정적 시기	anger	0.318
duplicity	이중성	anger	0.318
criticism	비판	anger	0.318
shriek	비명	anger	0.316
depreciate	얕보다	anger	0.315
poverty	가난	anger	0.312
chaff	왕겨	anger	0.312
dupe	잘 속는 사람	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	해임	anger	0.312
mortality	인류	anger	0.312
deflate	꺾다	anger	0.312
carelessness	부주의	anger	0.312
dumps	우울	anger	0.312
revving	회전하는	anger	0.309
disallowed	허용되지 않는	anger	0.308
thoughtless	인정 없는	anger	0.307
boisterous	거친	anger	0.307
burial	매장	anger	0.304
theocratic	신탁의	anger	0.303
wince	질겁	anger	0.303
sullen	음산한	anger	0.303
involution	퇴화	anger	0.300
senseless	무의미한	anger	0.297
stalemate	수가 막힘	anger	0.297
depreciated	감가 상각 된	anger	0.297
wasteful	낭비적인	anger	0.297
hoax	장난	anger	0.297
misuse	오용	anger	0.297
getyourown	getyourown	anger	0.297
taxed	과세 한	anger	0.297
depressed	우울한	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	마비	anger	0.295
displaced	실향민	anger	0.294
limited	제한된	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	오크	anger	0.289
ridiculous	어리석은	anger	0.289
teasing	놀리는	anger	0.288
sharpen	갈다	anger	0.288
react	반응하다	anger	0.288
presumptuous	무의미한	anger	0.288
spine	척추	anger	0.288
homeless	노숙자	anger	0.288
hoot	부엉	anger	0.287
twitchy	장난	anger	0.287
barrier	장벽	anger	0.287
myopia	근시	anger	0.283
contraband	흑인 노예	anger	0.281
disconnects	연결을 끊다	anger	0.281
spam	스팸	anger	0.281
lagging	보온재	anger	0.281
shiver	떨다	anger	0.281
agh	아	anger	0.281
restitution	반환	anger	0.281
flexin	굴곡	anger	0.281
incompatible	양립 할 수없는	anger	0.281
delinquent	연체의	anger	0.281
noncompliance	비준수	anger	0.279
troll	트롤	anger	0.279
buffering	완충 작용	anger	0.279
unfairness	불공평	anger	0.279
foray	침략	anger	0.279
nether	지하실	anger	0.278
bugaboo	도깨비	anger	0.273
immaturity	미숙	anger	0.273
bogus	가짜	anger	0.273
uncaring	무심코	anger	0.273
shock	충격	anger	0.269
feisty	싸우다	anger	0.269
defendant	피고	anger	0.266
latent	숨어있는	anger	0.266
rapping	래핑	anger	0.266
pry	캐내다	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	곰	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	작동 불능의	anger	0.266
quandary	당황	anger	0.266
inconvenient	불편한	anger	0.266
feminism	페미니즘	anger	0.266
humbug	협잡	anger	0.266
interrupts	인터럽트	anger	0.265
fluctuation	파동	anger	0.265
exaggerate	과장하다	anger	0.263
lose	잃다	anger	0.261
patter	은어	anger	0.258
tease	볶다	anger	0.258
furnace	노	anger	0.258
stone	돌	anger	0.258
shoplifting	좀도둑	anger	0.258
soldier	병사	anger	0.258
incompetent	무능한	anger	0.257
indoctrination	주입	anger	0.255
skid	활재	anger	0.250
notoriety	평판	anger	0.250
falsehood	거짓말	anger	0.250
untrue	올바르지 않은	anger	0.250
mastery	지배	anger	0.250
tripping	걸려 넘어지는	anger	0.250
nonsense	무의미한 말	anger	0.250
unfollow	팔로우 해제하다	anger	0.250
noisy	시끄러운	anger	0.250
pouting	삐걱 거리는 소리	anger	0.250
cane	지팡이	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	로켓	anger	0.250
complicate	복잡하게하다	anger	0.250
socialist	사회 주의자	anger	0.250
lawyer	변호사	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	캡슐	anger	0.242
fenced	울타리를 달린	anger	0.242
obstacle	장애물	anger	0.242
halter	고삐	anger	0.242
witch	마녀	anger	0.242
vampire	흡혈귀	anger	0.242
detract	떨어지다	anger	0.242
ringer	둘러싼 사람	anger	0.242
frowning	찌르는듯한	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	굶주림	anger	0.235
recession	경기 후퇴	anger	0.234
lava	용암	anger	0.234
shell	껍질	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	애도하는	anger	0.234
tariff	관세	anger	0.234
failing	실패	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	악당	anger	0.234
politics	정치	anger	0.234
undesirable	탐탁지 않은	anger	0.231
darkness	어둠	anger	0.227
versus	대	anger	0.227
resign	사임하다	anger	0.227
copycat	모방 자	anger	0.227
soaked	흠뻑 젖은	anger	0.226
unfulfilled	완성되지 않은	anger	0.225
abandoned	버려진	anger	0.222
bankruptcy	파산	anger	0.221
owing	빚지고있는	anger	0.221
unattainable	얻기 어려운	anger	0.221
unhelpful	도움이되지 않는	anger	0.219
twitching	경련	anger	0.219
confusion	혼동	anger	0.219
mosquito	모기	anger	0.219
warden	파수꾼	anger	0.219
misconception	오인	anger	0.219
compress	압박 붕대	anger	0.219
whiny	딱딱한	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	수단	anger	0.219
nosey	코	anger	0.213
overpriced	고가의	anger	0.212
harry	괴롭히다	anger	0.212
shortage	부족	anger	0.212
adder	가산기	anger	0.212
melodrama	멜로 드라마	anger	0.212
overplayed	과장된	anger	0.206
possession	소유	anger	0.206
desert	사막	anger	0.206
pout	입을 삐죽 내밀기	anger	0.203
uninvited	초대받지 않은	anger	0.203
arraignment	죄상 인부	anger	0.203
inefficient	무능한	anger	0.203
rook	사기꾼	anger	0.203
unlucky	불길한	anger	0.203
unpaid	미납 된	anger	0.203
backbone	등뼈	anger	0.203
sentence	문장	anger	0.203
powerless	무력한	anger	0.203
court	법정	anger	0.199
endless	끝이없는	anger	0.198
adverts	광고	anger	0.197
delay	지연	anger	0.197
misstatement	그릇된 진술	anger	0.197
distracted	산만	anger	0.197
misunderstanding	오해	anger	0.195
excite	일으키다	anger	0.191
inadmissible	허용 할 수없는	anger	0.191
lightning	번개	anger	0.189
incase	...을 넣다	anger	0.188
preclude	배제하다	anger	0.188
insecure	불안정한	anger	0.188
mournful	슬퍼하는	anger	0.188
rating	평가	anger	0.182
mistress	정부	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	원고	anger	0.182
insist	고집	anger	0.182
distracting	산만하게하는	anger	0.182
opium	아편	anger	0.180
willful	고집 센	anger	0.176
deserve	받을 만하다	anger	0.176
insists	주장하다	anger	0.175
treat	턱	anger	0.175
misplace	잘못 두다	anger	0.172
indecisive	우유부단한	anger	0.172
gibberish	헛소리	anger	0.172
fleece	양털	anger	0.172
fee	보수	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	자유롭게 하다	anger	0.172
excitation	자극	anger	0.172
hormonal	호르몬	anger	0.172
mighty	거대한	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	개가 깽깽 우는 소리	anger	0.168
unequal	같지 않은	anger	0.167
insufficiency	불충분	anger	0.167
hamstring	햄스트링	anger	0.167
bargaining	교섭	anger	0.167
mule	노새	anger	0.167
insignificant	의미 없는	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	무관심	anger	0.156
rheumatism	류머티즘	anger	0.156
coop	비좁고 갑갑한 곳	anger	0.156
forearm	전완	anger	0.156
uncertain	불확실한	anger	0.152
bee	벌	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	개입	anger	0.152
disinformation	그릇된 정보	anger	0.152
attorney	변호사	anger	0.152
underpaid	급여가 부족한	anger	0.152
pretending	가짜	anger	0.152
campaigning	선거 운동	anger	0.151
hopelessness	가망 없음	anger	0.149
feeling	감각	anger	0.147
legalized	합법화 된	anger	0.145
caution	주의	anger	0.145
subsidy	보조금	anger	0.141
obliging	기꺼이 남을 돌봐 주는	anger	0.141
morals	수신	anger	0.141
sterling	영화	anger	0.141
wimpy	위핌	anger	0.140
bummer	버머	anger	0.139
misspell	철자 오류	anger	0.136
saloon	큰 홀	anger	0.136
repay	갚다	anger	0.136
blemish	흠	anger	0.136
surcharge	부가 요금	anger	0.136
geez	이런	anger	0.136
birch	자작 나무	anger	0.135
noob	멍청한 놈	anger	0.133
honk	울리다	anger	0.133
