word	Kazakh-kk	emotion	emotion-intensity-score
battalion	батальоны	anger	0.471
stoopid	stoopid	anger	0.471
hostage	кепіл ұстау	anger	0.470
infidel	сенімсіздік	anger	0.470
ram	Жедел Жадтау Құрылғысы	anger	0.470
accuser	айыптаушы	anger	0.470
gall	галлий	anger	0.470
subversion	түрлендіру	anger	0.470
annoying	тітіркендіргіш	anger	0.470
adversity	қиындықтар	anger	0.470
dispossessed	жойылған	anger	0.470
friction	үйкеліс	anger	0.470
jealous	қызғаныш	anger	0.470
feudalism	феодализм	anger	0.470
armament	қару-жарақ	anger	0.470
thump	қоқыс	anger	0.469
complain	шағымданады	anger	0.469
incite	ынталандыру	anger	0.469
steal	ұрлау	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	бағынбау	anger	0.469
injury	жарақат	anger	0.469
simmer	қайнатыңыз	anger	0.469
distress	қиындық	anger	0.469
insanity	ақылсыздық	anger	0.469
selfish	өзімшілдік	anger	0.469
huff	huff	anger	0.469
selfishness	өзімшілдік	anger	0.469
backoff	Шегіну	anger	0.469
plunder	тонау	anger	0.469
stifled	ұрланған	anger	0.469
subversive	диверсиялық	anger	0.469
exile	қуғын-сүргін	anger	0.469
offense	қылмыс	anger	0.469
objection	қарсылық	anger	0.469
recidivism	рецидивизм	anger	0.469
smother	ашыту	anger	0.469
perpetrator	қылмыскер	anger	0.469
dislike	ұнатпау	anger	0.469
disruption	үзіліс	anger	0.469
intolerance	төзімсіздік	anger	0.469
opposition	оппозиция	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	кружка	anger	0.467
agony	қасірет	anger	0.465
arrogant	мақтаншақ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	желдету	anger	0.456
elimination	жою	anger	0.456
picketing	пикет	anger	0.456
haughty	тәкаппар	anger	0.456
troublesome	қиын	anger	0.455
clamor	қоқыс	anger	0.455
busted	бүлінген	anger	0.455
constraint	шектеу	anger	0.455
crabby	крабби	anger	0.455
veto	вето	anger	0.455
stubbed	қақталған	anger	0.455
mislead	адастыру	anger	0.455
illicit	заңсыз	anger	0.455
dying	өледі	anger	0.455
grated	үгітілген	anger	0.455
idiocy	идиоций	anger	0.455
illegality	заңсыздық	anger	0.455
flagrant	жалған	anger	0.455
impermeable	өткізбейтін	anger	0.455
bad	жаман	anger	0.453
despotism	деспотизм	anger	0.453
usurped	ұрланған	anger	0.453
godless	Құдайсыз	anger	0.453
disagreeing	келіспеу	anger	0.453
intense	қарқынды	anger	0.453
struggle	күрес	anger	0.453
suppress	басу	anger	0.453
disapproving	мақұлдамады	anger	0.453
desist	тоқтатыңыз	anger	0.453
bayonet	құлпынай	anger	0.453
displeased	наразылық білдірді	anger	0.453
hysterical	истериалық	anger	0.453
unlawful	заңсыз	anger	0.451
wrongly	дұрыс емес	anger	0.448
repellent	репеллент	anger	0.442
wasted	жұмсалған	anger	0.441
foe	қарсылас	anger	0.441
dishonor	қорлау	anger	0.441
wrongful	заңсыз	anger	0.441
psychosis	психоз	anger	0.441
aversion	жексұрындық	anger	0.440
punitive	жазалаушы	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	қылқалам	anger	0.439
effigy	тиімділік	anger	0.439
schism	сілкіністер	anger	0.439
ultimatum	ультиматум	anger	0.439
upset	ренішті	anger	0.439
worthless	құнсыз	anger	0.438
deny	бас тарту	anger	0.438
ransom	төлем	anger	0.438
fugitive	қашқын	anger	0.438
deleterious	зиянды	anger	0.438
stupidity	ақылсыздық	anger	0.438
abandonment	бас тарту	anger	0.438
mucked	мылтық	anger	0.438
separatist	сепаратист	anger	0.438
irritation	тітіркену	anger	0.438
oblivion	ұмыту	anger	0.437
segregate	ажырату	anger	0.437
payback	өтемақы	anger	0.436
incongruous	жарамсыз	anger	0.435
eviction	шығару	anger	0.435
collusion	келісу	anger	0.432
rob	тонау	anger	0.431
infidelity	сенімсіздік	anger	0.429
ravenous	жыртқыш	anger	0.429
overrun	бас тарту	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	арбитр	anger	0.426
martial	жауынгерлік	anger	0.426
painful	ауыр	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	сенімсіз	anger	0.426
rejection	бас тарту	anger	0.426
defense	қорғаныс	anger	0.425
powerful	қуатты	anger	0.424
censor	цензор	anger	0.424
indecency	адалдық	anger	0.424
fraudulent	алаяқтық	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	жалған	anger	0.424
concealment	жасыру	anger	0.424
greed	ашкөздік	anger	0.424
disobedience	бағынбаушылық	anger	0.424
fuss	шатқал	anger	0.424
enforce	орындау	anger	0.424
banger	бангер	anger	0.424
commotion	қасіретін	anger	0.424
defraud	алаяқтық	anger	0.424
discontent	наразылық	anger	0.424
unsympathetic	белгісіз	anger	0.424
exasperation	жала жабу	anger	0.424
barb	барб	anger	0.422
banishment	қашып кету	anger	0.422
sedition	көтеріліс	anger	0.422
misrepresented	бұрмаланған	anger	0.422
snubbed	жыртылған	anger	0.422
penetration	ену	anger	0.422
cracked	сынған	anger	0.422
annoyance	тітіркену	anger	0.422
duel	дуэль	anger	0.422
penitentiary	пенитенциарлық жүйе	anger	0.422
sarcasm	сарказм	anger	0.422
deportation	депортациялау	anger	0.422
nettle	қытырлақ	anger	0.422
scar	шрамы	anger	0.422
bang	жарылыс	anger	0.422
cur	с	anger	0.422
blatant	Ашық	anger	0.420
force	күш	anger	0.418
perverse	қате	anger	0.415
wring	соққы	anger	0.415
bastion	бастион	anger	0.413
grim	ұсақ	anger	0.413
sordid	сирек	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	мұқият	anger	0.412
tiff	tiff	anger	0.412
moody	көңілді	anger	0.412
hunting	аң аулау	anger	0.411
indenture	indenture	anger	0.410
sham	Жалған	anger	0.409
squelch	тоқтату	anger	0.409
awful	түршігерлік	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	әсер етуі мүмкін	anger	0.409
contradict	қайшы	anger	0.409
supremacy	үстемдік	anger	0.409
sneak	ақсүйек	anger	0.409
cantwin	Кантвин	anger	0.409
reproach	қорлау	anger	0.409
compulsion	мәжбүрлеу	anger	0.409
inept	инклюзивті	anger	0.409
blockade	қоршау	anger	0.409
detainee	ұсталған адам	anger	0.409
forfeit	тұрақсыздық	anger	0.409
disappoint	разочаровать	anger	0.409
lying	өтірік	anger	0.408
epidemic	эпидемия	anger	0.406
tremor	тремор	anger	0.406
rail	темір жол	anger	0.406
onerous	ауыртпалықсыз	anger	0.406
cacophony	какофония	anger	0.406
unthinkable	мүмкін емес	anger	0.406
forsaken	қалдырылды	anger	0.406
delusion	алдау	anger	0.406
wrongdoing	заңсыздық	anger	0.406
badger	борсық	anger	0.406
antipathy	антипатия	anger	0.406
inequality	теңсіздік	anger	0.406
nuisance	қиындықтар	anger	0.406
scrapie	қылқалам	anger	0.406
wop	wop	anger	0.406
arguments	дәлелдер	anger	0.404
affront	қорлау	anger	0.403
traumatic	травматикалық	anger	0.402
libel	жала жабу	anger	0.400
sodding	кептіру	anger	0.400
annoys	тітіркендіреді	anger	0.400
watchout	қауіптену	anger	0.398
soslow	soslow	anger	0.398
frenetic	ақылсыз	anger	0.397
remiss	Ремис	anger	0.397
barge	баржа	anger	0.396
howl	әзіл	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	сенімсіз	anger	0.394
extinguish	сөндіру	anger	0.394
keyed	басылған	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	құрметтемеу	anger	0.394
illegal	заңсыз	anger	0.394
rabble	шірік	anger	0.394
actionable	әрекет етуі мүмкін	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	алаяқтық	anger	0.394
sue	sue	anger	0.394
unfriendly	жансыз	anger	0.394
confiscate	тәркілеу	anger	0.394
brimstone	күкірт	anger	0.392
argh	арх	anger	0.391
pique	пикс	anger	0.391
recklessness	ренішсіздік	anger	0.391
earthquake	жер сілкінісі	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	еруі	anger	0.391
rigged	ұқыпты	anger	0.391
disagree	келіспеймін	anger	0.389
lawsuit	сот процесі	anger	0.386
disused	пайдаланылмаған	anger	0.382
immorality	ақымақтық	anger	0.382
despair	үмітсіздік	anger	0.382
difficulty	қиындық	anger	0.379
incurable	емделмейтін	anger	0.379
touchy	жанасатын	anger	0.379
coerce	мәжбүрлеу	anger	0.379
sizzle	қасірет	anger	0.379
rifle	мылтық	anger	0.379
falsification	жалғандық	anger	0.379
pokes	покинет	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	жаралар	anger	0.379
picket	пикет	anger	0.378
concussion	сілкінісі	anger	0.377
pessimism	пессимизм	anger	0.375
pitfall	шірік	anger	0.375
infantile	нәресте	anger	0.375
disillusionment	разочарование	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милиция	anger	0.375
remand	тергеу	anger	0.375
faulty	ақаулы	anger	0.375
cannon	зеңбірек	anger	0.375
rawr	rawr	anger	0.375
sly	слай	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	непотизм	anger	0.371
distressing	алаңдаушылық	anger	0.371
inhibit	ингибирлеу	anger	0.371
vindicate	ақтау	anger	0.371
schizophrenia	шизофрения	anger	0.369
skewed	қисық	anger	0.368
disreputable	бұзылмайтын	anger	0.368
forbidding	тыйым салу	anger	0.368
conquest	жаулап алу	anger	0.367
bark	қабығы	anger	0.365
leukemia	лейкемия	anger	0.365
barks	қабықтары	anger	0.364
burke	Бурк	anger	0.364
challenge	шақыру	anger	0.364
disapprove	мақұлдамады	anger	0.364
unhappy	бақытсыз	anger	0.364
retarded	есі	anger	0.364
warrior	жауынгер	anger	0.364
belt	белбеу	anger	0.364
controversial	қарама-қайшы	anger	0.359
opinionated	пікір білдірді	anger	0.359
paucity	кішігірім	anger	0.359
broken	сынған	anger	0.359
litigate	сот талқылауы	anger	0.359
polemic	пікірталас	anger	0.359
aftermath	кейінірек	anger	0.359
disliked	ұнатпады	anger	0.359
loudness	дыбыс деңгейі	anger	0.359
restriction	шектеу	anger	0.359
cad	көше	anger	0.359
sectarian	сектанттық	anger	0.359
incompetence	қабілетсіздігі	anger	0.359
interrupting	үзіліс	anger	0.358
fussy	жалынды	anger	0.357
wench	венч	anger	0.353
misbehavior	тәртіпсіздік	anger	0.351
gruff	қате	anger	0.351
remove	жою	anger	0.351
brat	brat	anger	0.351
scarcity	тапшылығы	anger	0.350
losing	жоғалту	anger	0.349
pest	зиянкестер	anger	0.348
defect	ақау	anger	0.348
hardened	қатайтылған	anger	0.348
deserted	бос қалды	anger	0.348
lie	өтірік	anger	0.348
retract	қайтару	anger	0.348
untrustworthy	сенімсіз	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	көңілі қалған	anger	0.348
disagreement	келіспеушілік	anger	0.348
stigma	стигма	anger	0.348
ulcer	жара	anger	0.348
bias	қиянат	anger	0.345
negation	терістеу	anger	0.344
antisocial	антисоциальлық	anger	0.344
evade	жалтару	anger	0.344
shoddy	шаттыққа толы	anger	0.344
bothering	алаңдаушылық	anger	0.344
impotence	импотент	anger	0.344
shaky	шытты	anger	0.344
misleading	адастыру	anger	0.344
stripped	айырылған	anger	0.344
disclaim	бас тарту	anger	0.344
unsettled	шешілмеген	anger	0.344
anxiety	алаңдаушылық	anger	0.344
stingy	сыпайы	anger	0.344
deterioration	нашарлауы	anger	0.344
pirate	қарақшы	anger	0.344
unreliable	сенімсіз	anger	0.344
interminable	үзіліссіз	anger	0.343
disease	ауру	anger	0.341
meddle	араласу	anger	0.341
warp	сәндеу	anger	0.340
averse	қарсы емес	anger	0.338
infamous	ақылсыз	anger	0.338
alcoholism	алкоголизм	anger	0.338
row	қатар	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ауру	anger	0.333
encumbrance	ауыртпалық	anger	0.333
scorpion	шаян	anger	0.333
illegitimate	заңсыз	anger	0.333
witchcraft	сиқыршылық	anger	0.333
interrupt	үзу	anger	0.333
paralyzed	парализденген	anger	0.333
sinner	күнәкар	anger	0.331
hulk	хулк	anger	0.329
inconsiderate	ойластырылмаған	anger	0.329
phony	жалған	anger	0.328
spammers	спаммерлер	anger	0.328
dashed	кесілген	anger	0.328
disqualified	дисквалификацияланған	anger	0.328
fib	fib	anger	0.328
hiss	сезім	anger	0.328
brrr	brrr	anger	0.328
resisting	қарсылық	anger	0.328
victim	құрбан	anger	0.328
scapegoat	қасақана	anger	0.328
tighten	қатайтыңыз	anger	0.328
opponent	қарсылас	anger	0.328
crusade	крест жауабы	anger	0.328
dislocated	шығарылған	anger	0.328
grumpy	жалтырақ	anger	0.328
prohibited	тыйым салынған	anger	0.328
inappropriate	орынсыз	anger	0.324
haye	хайе	anger	0.324
loss	жоғалту	anger	0.324
eschew	eschew	anger	0.324
trickery	алдау	anger	0.324
neglected	ескермеген	anger	0.324
canker	шабуылшы	anger	0.323
queues	кезектер	anger	0.318
muff	муфт	anger	0.318
crunch	дағдарыс	anger	0.318
duplicity	қайталануы	anger	0.318
criticism	сынға	anger	0.318
shriek	күлкілі	anger	0.316
depreciate	құнсыздану	anger	0.315
poverty	кедейлік	anger	0.312
chaff	шөп	anger	0.312
dupe	дупе	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	жұмыстан босату	anger	0.312
mortality	өлім	anger	0.312
deflate	дефляттау	anger	0.312
carelessness	ұқыпсыздық	anger	0.312
dumps	қоқыстар	anger	0.312
revving	жаңғырту	anger	0.309
disallowed	тыйым салынған	anger	0.308
thoughtless	ойланбай	anger	0.307
boisterous	шулы	anger	0.307
burial	жерлеу	anger	0.304
theocratic	теократиялық	anger	0.303
wince	wince	anger	0.303
sullen	қоңырау	anger	0.303
involution	инволюция	anger	0.300
senseless	мағынасыз	anger	0.297
stalemate	тозуы	anger	0.297
depreciated	амортизацияланған	anger	0.297
