word	Latin-la	emotion	emotion-intensity-score
accuser	accusatorem	anger	0.470
gall	felle mistum	anger	0.470
subversion	instituta convulsa	anger	0.470
annoying	annoying	anger	0.470
adversity	angustia	anger	0.470
dispossessed	victor obtinuit,	anger	0.470
friction	frictio	anger	0.470
jealous	aemulor	anger	0.470
feudalism	feudalism	anger	0.470
armament	armis	anger	0.470
thump	obstreperetur	anger	0.469
complain	queri	anger	0.469
incite	instigare	anger	0.469
steal	furantur	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	filios diffidentiae	anger	0.469
injury	injuriam	anger	0.469
simmer	fremat	anger	0.469
distress	angustia	anger	0.469
insanity	insaniam	anger	0.469
selfish	et contentiones sint	anger	0.469
huff	Huff	anger	0.469
selfishness	attenta philautia,	anger	0.469
backoff	backoff	anger	0.469
plunder	praedam	anger	0.469
stifled	suffocatus est	anger	0.469
subversive	dissol vendae	anger	0.469
exile	exsilium	anger	0.469
offense	offendiculo	anger	0.469
objection	ergo dicendum,	anger	0.469
recidivism	recidivism	anger	0.469
smother	suffocatur	anger	0.469
perpetrator	tacendi	anger	0.469
dislike	odium	anger	0.469
disruption	discidium	anger	0.469
intolerance	pornographia, intolerantia	anger	0.469
opposition	contra	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	prae dolore	anger	0.465
arrogant	superbus	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	eliminanda	anger	0.456
picketing	picketing	anger	0.456
haughty	quod elevatæ	anger	0.456
troublesome	molestam	anger	0.455
clamor	cantu clamoribusque uariis	anger	0.455
busted	busted	anger	0.455
constraint	adductus	anger	0.455
crabby	aestimemus assis!	anger	0.455
veto	remissa intercessio	anger	0.455
stubbed	icta Nape	anger	0.455
mislead	errorem inducantur	anger	0.455
illicit	illicit	anger	0.455
dying	mori	anger	0.455
grated	grated	anger	0.455
idiocy	tali hebetudine	anger	0.455
illegality	illegitimitate	anger	0.455
flagrant	et seduxerunt	anger	0.455
impermeable	impermeable	anger	0.455
bad	malus	anger	0.453
despotism	dominationis	anger	0.453
usurped	usurpaverit?	anger	0.453
godless	omnis hypocrita	anger	0.453
disagreeing	discordantibus	anger	0.453
intense	summa	anger	0.453
struggle	proelium	anger	0.453
suppress	iniustitiam detinent	anger	0.453
disapproving	quod dissenserant	anger	0.453
desist	desistunt:	anger	0.453
bayonet	bayonet	anger	0.453
displeased	indigne tulit,	anger	0.453
hysterical	hystericus	anger	0.453
unlawful	illicitam	anger	0.451
wrongly	perperam	anger	0.448
repellent	odiose confabricatus	anger	0.442
wasted	vastata	anger	0.441
foe	hostem	anger	0.441
dishonor	in contumeliam	anger	0.441
wrongful	namio	anger	0.441
psychosis	pSYCHOSIS	anger	0.441
aversion	odium	anger	0.440
punitive	poenae expetitae	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	articuli	anger	0.439
effigy	effigies	anger	0.439
schism	schismate	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	PRAEOCCUPATIO	anger	0.439
worthless	nequam	anger	0.438
deny	negare	anger	0.438
ransom	quo ei propitier	anger	0.438
fugitive	fugam	anger	0.438
deleterious	multiplicior	anger	0.438
stupidity	stultitia	anger	0.438
abandonment	deditio	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	irritatione	anger	0.438
oblivion	delebit oblivio	anger	0.437
segregate	uelut secernere	anger	0.437
payback	payback	anger	0.436
incongruous	inconveniens	anger	0.435
eviction	DEDUCTIO	anger	0.435
collusion	collusionem	anger	0.432
rob	vi opprimes	anger	0.431
infidelity	infidelitatis	anger	0.429
ravenous	omnique volatili	anger	0.429
overrun	percucurrerat insumpta	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	destinarat purgandis mentibus praepositam	anger	0.426
martial	martialis	anger	0.426
painful	dolens	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	qui increduli	anger	0.426
rejection	repudium	anger	0.426
defense	defensionis	anger	0.425
powerful	potens	anger	0.424
censor	censor	anger	0.424
indecency	turpitudines decidatur	anger	0.424
fraudulent	fraudulenti	anger	0.424
gonorrhea	gonorrhoea	anger	0.424
fallacious	fallax	anger	0.424
concealment	latebra	anger	0.424
greed	cupiditas	anger	0.424
disobedience	diffidentiae	anger	0.424
fuss	quodque	anger	0.424
enforce	imperatorium exeat,	anger	0.424
banger	banger	anger	0.424
commotion	concursus istius	anger	0.424
defraud	neque circumveniat	anger	0.424
discontent	tristitia	anger	0.424
unsympathetic	digesta feratur,	anger	0.424
exasperation	cum odio	anger	0.424
barb	spiculo	anger	0.422
banishment	exilium	anger	0.422
sedition	concitantem seditiones	anger	0.422
misrepresented	colorata	anger	0.422
snubbed	snubbed	anger	0.422
penetration	subtiliusque intuenti	anger	0.422
cracked	vinarios scissos	anger	0.422
annoyance	tedium	anger	0.422
duel	duellum	anger	0.422
penitentiary	Paenitentiarius	anger	0.422
sarcasm	deinde ludens	anger	0.422
deportation	Ceterum transportati	anger	0.422
nettle	urtica crescet myrtus	anger	0.422
scar	cicatrice orta est	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	uos manifesti mendacii	anger	0.420
force	impetu	anger	0.418
perverse	perversæ:	anger	0.415
wring	ac rupto vulneris	anger	0.415
bastion	antemurale	anger	0.413
grim	truci	anger	0.413
sordid	cupido sordidus	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ac mala	anger	0.412
tiff	tifice	anger	0.412
moody	tRISTIS	anger	0.412
hunting	venandi	anger	0.411
indenture	Hec indentura	anger	0.410
sham	pugnasse finxerunt,	anger	0.409
squelch	proficisci cupere,	anger	0.409
awful	awful	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	amplissimos	anger	0.409
contradict	contradicunt	anger	0.409
supremacy	imperium	anger	0.409
sneak	REPO	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ne exprobretur nobis	anger	0.409
compulsion	cogentibus abiciant	anger	0.409
inept	ineptum	anger	0.409
blockade	obsidio	anger	0.409
detainee	detainee	anger	0.409
forfeit	detrimentum faciat animae	anger	0.409
disappoint	confundit:	anger	0.409
lying	mendacem	anger	0.408
epidemic	pestilentia	anger	0.406
tremor	tremor	anger	0.406
rail	metuunt blasphemantes	anger	0.406
onerous	iudicamus	anger	0.406
cacophony	latio dissonante vulgari	anger	0.406
unthinkable	cogitare	anger	0.406
forsaken	dereliquerat	anger	0.406
delusion	error	anger	0.406
wrongdoing	quae facit	anger	0.406
badger	operimentum pellem melis;	anger	0.406
antipathy	antipathia	anger	0.406
inequality	omnes pares sumus	anger	0.406
nuisance	nocumentum liberi tenementi	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumentorum	anger	0.404
affront	enim contumeliam sustinuerant	anger	0.403
traumatic	traumatica	anger	0.402
libel	libellus	anger	0.400
sodding	Sodding	anger	0.400
annoys	piget	anger	0.400
watchout	watchout	anger	0.398
soslow	soslow	anger	0.398
frenetic	phreneticis	anger	0.397
remiss	remisso	anger	0.397
barge	nabat	anger	0.396
howl	ululate	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	pugilatu	anger	0.394
untoward	adversi	anger	0.394
extinguish	extinctus	anger	0.394
keyed	respondet	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	despectum	anger	0.394
illegal	contra legem	anger	0.394
rabble	turba	anger	0.394
actionable	operabili	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraud	anger	0.394
sue	sequantur	anger	0.394
unfriendly	inimica	anger	0.394
confiscate	bona publicare	anger	0.394
brimstone	sulphure:	anger	0.392
argh	Edepol	anger	0.391
pique	ob simultates	anger	0.391
recklessness	temeritas	anger	0.391
earthquake	motus	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	resolutionis	anger	0.391
rigged	instructae armataeque	anger	0.391
disagree	dissentio	anger	0.389
lawsuit	iudicium	anger	0.386
disused	renouatis Odeum	anger	0.382
immorality	a fornicatione sua	anger	0.382
despair	desperationis	anger	0.382
difficulty	difficultas	anger	0.379
incurable	insanabile	anger	0.379
touchy	queri;	anger	0.379
coerce	coercere	anger	0.379
sizzle	sizzle	anger	0.379
rifle	diripiat	anger	0.379
falsification	falsificatio	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	valde	anger	0.379
picket	Milites aegre id	anger	0.378
concussion	concussione	anger	0.377
pessimism	mentem omnia in deterius	anger	0.375
pitfall	laqueus	anger	0.375
infantile	infantiles	anger	0.375
disillusionment	frustrationes deflectere	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	imaginariae militiae	anger	0.375
remand	remand	anger	0.375
faulty	perperam	anger	0.375
cannon	tormentum	anger	0.375
rawr	RAWR	anger	0.375
sly	noctu clanculum devenit	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	dolebat	anger	0.371
inhibit	praevenientibus	anger	0.371
vindicate	vindicaret	anger	0.371
schizophrenia	sCHIZOPHRENIA	anger	0.369
skewed	alid sinistra	anger	0.368
disreputable	ac turpitudinis pertinebit	anger	0.368
forbidding	prohibentes	anger	0.368
conquest	victorum	anger	0.367
bark	detractisque corticibus	anger	0.365
leukemia	leukemia	anger	0.365
barks	latrat	anger	0.364
burke	burke	anger	0.364
challenge	challenge	anger	0.364
disapprove	displicent,	anger	0.364
unhappy	infelix	anger	0.364
retarded	retardabitur motus	anger	0.364
warrior	bellator	anger	0.364
belt	balteum	anger	0.364
controversial	disputate	anger	0.359
opinionated	sententiae	anger	0.359
paucity	infrequentiam	anger	0.359
broken	contritum	anger	0.359
litigate	litigare	anger	0.359
polemic	contentione vesanus	anger	0.359
aftermath	EPICINIUM	anger	0.359
disliked	audiuerit	anger	0.359
loudness	iactibus quaestorias	anger	0.359
restriction	restrictiones praestituere	anger	0.359
cad	cad	anger	0.359
sectarian	factiosi	anger	0.359
incompetence	incompetentem declaret	anger	0.359
interrupting	non continuandae oppugnationis	anger	0.358
fussy	TREPIDUS	anger	0.357
wench	nimisque nitida femina	anger	0.353
misbehavior	uocatur,	anger	0.351
gruff	gruff	anger	0.351
remove	remove	anger	0.351
brat	primus	anger	0.351
scarcity	inopiæ	anger	0.350
losing	amissis	anger	0.349
pest	pestis	anger	0.348
defect	macula offeret	anger	0.348
hardened	Induravitque	anger	0.348
deserted	desertum	anger	0.348
lie	mendacium	anger	0.348
retract	indicium	anger	0.348
untrustworthy	notandum levium	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	conatus	anger	0.348
disagreement	dissensio	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulceris	anger	0.348
bias	studium	anger	0.345
negation	negatio	anger	0.344
antisocial	antisocial	anger	0.344
evade	evadere	anger	0.344
shoddy	caduca	anger	0.344
bothering	molesta est	anger	0.344
impotence	impotentia	anger	0.344
shaky	instabilitate	anger	0.344
misleading	caecam	anger	0.344
stripped	Nam expoliavit	anger	0.344
disclaim	negare	anger	0.344
unsettled	instabiles	anger	0.344
anxiety	anxietatem	anger	0.344
stingy	tenacis	anger	0.344
deterioration	depravatione	anger	0.344
pirate	pirata	anger	0.344
unreliable	dolosus cadent	anger	0.344
interminable	Aeternitas = interminabilis	anger	0.343
disease	morbus	anger	0.341
meddle	miscebitur extraneus	anger	0.341
warp	stamine	anger	0.340
averse	abhorrere	anger	0.338
infamous	turpissimum	anger	0.338
alcoholism	Diuturno alcoholismo	anger	0.338
row	row	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ill	anger	0.333
encumbrance	Eae serviebant	anger	0.333
scorpion	scorpionem	anger	0.333
illegitimate	illegitimus	anger	0.333
witchcraft	habentis maleficia	anger	0.333
interrupt	adicias loqui	anger	0.333
paralyzed	paralyticus	anger	0.333
sinner	peccator	anger	0.331
hulk	puppis	anger	0.329
inconsiderate	inconsideratus,	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	adlisa	anger	0.328
disqualified	reprobus efficiar	anger	0.328
fib	ib	anger	0.328
hiss	minentur sibila suspensum	anger	0.328
brrr	Brrr	anger	0.328
resisting	resistentem	anger	0.328
victim	victima	anger	0.328
scapegoat	piaculum	anger	0.328
tighten	obstringere	anger	0.328
opponent	adversarius	anger	0.328
crusade	Peregrinus	anger	0.328
dislocated	priorem	anger	0.328
grumpy	malevolum	anger	0.328
prohibited	prohibitus	anger	0.328
inappropriate	inconvenienter	anger	0.324
haye	foeni inopia obrepit	anger	0.324
loss	damnum	anger	0.324
eschew	Facessat	anger	0.324
trickery	nequitia	anger	0.324
neglected	neglectus	anger	0.324
canker	cancri,	anger	0.323
queues	stantibus anteponere nosmet	anger	0.318
muff	MANULEA	anger	0.318
crunch	FRANGO	anger	0.318
duplicity	fallaciaeque	anger	0.318
criticism	criticae	anger	0.318
shriek	raucisonos efflabant cornua	anger	0.316
depreciate	detrahens	anger	0.315
poverty	paupertās	anger	0.312
chaff	pulvis	anger	0.312
dupe	Inlusit dehinc	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	emittitur	anger	0.312
mortality	mortale est,	anger	0.312
deflate	deflate	anger	0.312
carelessness	prolapsam neglegentia	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	obnoxia tenebitur sponsioni	anger	0.308
thoughtless	notae licet,	anger	0.307
boisterous	truces	anger	0.307
burial	sepultura	anger	0.304
theocratic	theocraticam	anger	0.303
wince	wince	anger	0.303
sullen	sed tristes	anger	0.303
involution	involution	anger	0.300
senseless	juméntis insipiéntibus	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	exsufflari	anger	0.297
wasteful	attero	anger	0.297
hoax	dolus	anger	0.297
misuse	abusus	anger	0.297
getyourown	getyourown	anger	0.297
taxed	tributarium	anger	0.297
depressed	depressus	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	nervorum resolutiones	anger	0.295
displaced	recti abdominis	anger	0.294
limited	stricto	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculum	anger	0.289
teasing	irrideri facetiis	anger	0.288
sharpen	acuet	anger	0.288
react	pugnat	anger	0.288
presumptuous	deinceps intumescat superbia	anger	0.288
spine	spina	anger	0.288
homeless	profugo	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	obice	anger	0.287
myopia	myopia	anger	0.283
contraband	ILLICITUS	anger	0.281
disconnects	disconnects	anger	0.281
spam	spam	anger	0.281
lagging	languescens	anger	0.281
shiver	tremere	anger	0.281
agh	AGH	anger	0.281
restitution	restituere	anger	0.281
flexin	Flexin	anger	0.281
incompatible	repugnantes	anger	0.281
delinquent	delinquentis	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	Troglodytarum	anger	0.279
buffering	buffering	anger	0.279
unfairness	iniquitates tuas	anger	0.279
foray	POPULATIO	anger	0.279
nether	neque	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	perpendentur immaturitas	anger	0.273
bogus	bogus	anger	0.273
uncaring	otiosos	anger	0.273
shock	inpulsa	anger	0.269
feisty	feisty	anger	0.269
defendant	reus	anger	0.266
latent	latentis	anger	0.266
rapping	rapping	anger	0.266
pry	SCRUTOR	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Ursa	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	nihil operatur	anger	0.266
quandary	angustia positus	anger	0.266
inconvenient	Antiates incommodis arbitris	anger	0.266
feminism	feminism	anger	0.266
humbug	Essential Alison Krauss	anger	0.266
interrupts	obloquitur,	anger	0.265
fluctuation	fluctuatio,	anger	0.265
exaggerate	ni f Exaggeret	anger	0.263
lose	perdet	anger	0.261
patter	CREPITO	anger	0.258
tease	VEXO	anger	0.258
furnace	fornacem	anger	0.258
stone	lapis	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	miles	anger	0.258
incompetent	incompetentem agnoscens	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	LABOR	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	mendacium	anger	0.250
untrue	varias fornicantes	anger	0.250
mastery	magisterium	anger	0.250
tripping	inoffensum rettuleritque	anger	0.250
nonsense	ineptias	anger	0.250
unfollow	unfollow	anger	0.250
noisy	tumultuantem	anger	0.250
pouting	arriderent	anger	0.250
cane	ferula	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	erucae	anger	0.250
complicate	inpediunt,	anger	0.250
socialist	Socialās	anger	0.250
lawyer	advocatus	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	caps cataracta	anger	0.242
fenced	usque muratas	anger	0.242
obstacle	impedimentum	anger	0.242
halter	suspendit	anger	0.242
witch	pythonissam	anger	0.242
vampire	vampire	anger	0.242
detract	detrahere,	anger	0.242
ringer	digito	anger	0.242
frowning	imminentia	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fame	anger	0.235
recession	recessus,	anger	0.234
lava	lava	anger	0.234
shell	testa	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	Leviter attingens	anger	0.234
tariff	lezdam	anger	0.234
failing	minus	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	nequam	anger	0.234
politics	rei publicae	anger	0.234
undesirable	undesirable	anger	0.231
darkness	tenebris	anger	0.227
versus	contra	anger	0.227
resign	relinquo	anger	0.227
copycat	copycat	anger	0.227
soaked	liquore madidaque	anger	0.226
unfulfilled	parum	anger	0.225
abandoned	relicta	anger	0.222
bankruptcy	conturbauit	anger	0.221
owing	RELICUS	anger	0.221
unattainable	pertransiri non possint	anger	0.221
unhelpful	cubilia blattis immunisque	anger	0.219
twitching	tremulus	anger	0.219
confusion	confusione	anger	0.219
mosquito	Aedes	anger	0.219
warden	his Cossus praefuit	anger	0.219
misconception	deceptae	anger	0.219
compress	compendium	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tool	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	populandos	anger	0.212
shortage	shortage	anger	0.212
adder	regulus venena diffundet	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	possessionem	anger	0.206
desert	solitudinem	anger	0.206
pout	Excidunt	anger	0.203
uninvited	invitis	anger	0.203
arraignment	accusationem	anger	0.203
inefficient	hebetem	anger	0.203
rook	increpuit densis	anger	0.203
unlucky	infelicis	anger	0.203
unpaid	insolutis	anger	0.203
backbone	spinam dorsi removerent	anger	0.203
sentence	damnationem	anger	0.203
powerless	robur multiplicat	anger	0.203
court	atrium	anger	0.199
endless	sine fine	anger	0.198
adverts	advertit	anger	0.197
delay	mora	anger	0.197
misstatement	misstatement	anger	0.197
distracted	conflictatus	anger	0.197
misunderstanding	Ambiguitatis error est	anger	0.195
excite	minus	anger	0.191
inadmissible	inconvenientia	anger	0.191
lightning	fulgur	anger	0.189
incase	in casu	anger	0.188
preclude	tollit	anger	0.188
insecure	insecure	anger	0.188
mournful	et cantabitur	anger	0.188
rating	rating	anger	0.182
mistress	dominae suae	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	petente	anger	0.182
insist	testificor	anger	0.182
distracting	distracting	anger	0.182
opium	opium	anger	0.180
willful	fructum magnifici	anger	0.176
deserve	digna	anger	0.176
insists	instat	anger	0.175
