word	Portuguese (Portugal, Brazil)-pt	emotion	emotion-intensity-score
grated	Grato	anger	0.455
idiocy	idiotice	anger	0.455
illegality	ilegalidade	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	impermeável	anger	0.455
bad	mau	anger	0.453
despotism	despotismo	anger	0.453
usurped	usurpado	anger	0.453
godless	sem deus	anger	0.453
disagreeing	discordando	anger	0.453
intense	intenso	anger	0.453
struggle	luta	anger	0.453
suppress	suprimir	anger	0.453
disapproving	desaprovando	anger	0.453
desist	desistir	anger	0.453
bayonet	baioneta	anger	0.453
displeased	descontente	anger	0.453
hysterical	histérico	anger	0.453
unlawful	ilegal	anger	0.451
wrongly	erroneamente	anger	0.448
repellent	repelente	anger	0.442
wasted	desperdiçado	anger	0.441
foe	inimigo	anger	0.441
dishonor	desonra	anger	0.441
wrongful	errôneo	anger	0.441
psychosis	psicose	anger	0.441
aversion	aversão	anger	0.440
punitive	punitivo	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	juntas	anger	0.439
effigy	efígie	anger	0.439
schism	cisma	anger	0.439
ultimatum	ultimato	anger	0.439
upset	chateado	anger	0.439
worthless	inútil	anger	0.438
deny	negar	anger	0.438
ransom	resgate	anger	0.438
fugitive	fugitivo	anger	0.438
deleterious	deletério	anger	0.438
stupidity	estupidez	anger	0.438
abandonment	abandono	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	irritação	anger	0.438
oblivion	esquecimento	anger	0.437
segregate	segregar	anger	0.437
payback	retorno	anger	0.436
incongruous	incongruente	anger	0.435
eviction	despejo	anger	0.435
collusion	conluio	anger	0.432
rob	roubar	anger	0.431
infidelity	infidelidade	anger	0.429
ravenous	voraz	anger	0.429
overrun	superação	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	prenúncio	anger	0.426
martial	marcial	anger	0.426
painful	doloroso	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incrédulo	anger	0.426
rejection	rejeição	anger	0.426
defense	defesa	anger	0.425
powerful	poderoso	anger	0.424
censor	censurar	anger	0.424
indecency	indecência	anger	0.424
fraudulent	fraudulento	anger	0.424
gonorrhea	gonorréia	anger	0.424
fallacious	falacioso	anger	0.424
concealment	dissimulação	anger	0.424
greed	ganância	anger	0.424
disobedience	desobediência	anger	0.424
fuss	discutir	anger	0.424
enforce	impor	anger	0.424
banger	banger	anger	0.424
commotion	comoção	anger	0.424
defraud	defraudar	anger	0.424
discontent	descontentamento	anger	0.424
unsympathetic	antipático	anger	0.424
exasperation	exasperação	anger	0.424
barb	farpa	anger	0.422
banishment	banimento	anger	0.422
sedition	sedição	anger	0.422
misrepresented	deturpado	anger	0.422
snubbed	desprezado	anger	0.422
penetration	penetração	anger	0.422
cracked	rachado	anger	0.422
annoyance	aborrecimento	anger	0.422
duel	duelo	anger	0.422
penitentiary	penitenciária	anger	0.422
sarcasm	sarcasmo	anger	0.422
deportation	deportação	anger	0.422
nettle	urtiga	anger	0.422
scar	cicatriz	anger	0.422
bang	estrondo	anger	0.422
cur	cur	anger	0.422
blatant	flagrante	anger	0.420
force	força	anger	0.418
perverse	perverso	anger	0.415
wring	torcer	anger	0.415
bastion	bastião	anger	0.413
grim	sombrio	anger	0.413
sordid	sórdido	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	grosseiro	anger	0.412
tiff	tiff	anger	0.412
moody	temperamental	anger	0.412
hunting	Caçando	anger	0.411
indenture	escritura	anger	0.410
sham	farsa, falso	anger	0.409
squelch	squelch	anger	0.409
awful	horrível	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicar	anger	0.409
contradict	contraditório	anger	0.409
supremacy	supremacia	anger	0.409
sneak	esgueirar-se	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reprovação	anger	0.409
compulsion	compulsão	anger	0.409
inept	inepto	anger	0.409
blockade	bloqueio	anger	0.409
detainee	detento	anger	0.409
forfeit	perdida	anger	0.409
disappoint	decepcionar	anger	0.409
lying	deitado	anger	0.408
epidemic	epidemia	anger	0.406
tremor	tremor	anger	0.406
rail	trilho	anger	0.406
onerous	oneroso	anger	0.406
cacophony	cacofonia	anger	0.406
unthinkable	impensável	anger	0.406
forsaken	abandonado	anger	0.406
delusion	ilusão	anger	0.406
wrongdoing	transgressão	anger	0.406
badger	texugo	anger	0.406
antipathy	antipatia	anger	0.406
inequality	desigualdade	anger	0.406
nuisance	incômodo	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumentos	anger	0.404
affront	afronta	anger	0.403
traumatic	traumático	anger	0.402
libel	difamação	anger	0.400
sodding	sodding	anger	0.400
annoys	irrita	anger	0.400
watchout	cuidado	anger	0.398
soslow	tão lento	anger	0.398
frenetic	frenético	anger	0.397
remiss	remisso	anger	0.397
barge	barcaça	anger	0.396
howl	uivo	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxe	anger	0.394
untoward	desagradável	anger	0.394
extinguish	extinguir	anger	0.394
keyed	com chave	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	desrespeito	anger	0.394
illegal	ilegal	anger	0.394
rabble	ralé	anger	0.394
actionable	acionável	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraude	anger	0.394
sue	processar	anger	0.394
unfriendly	hostil	anger	0.394
confiscate	confiscar	anger	0.394
brimstone	enxofre	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	imprudência	anger	0.391
earthquake	tremor de terra	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolução	anger	0.391
rigged	manipulado	anger	0.391
disagree	discordar	anger	0.389
lawsuit	ação judicial	anger	0.386
disused	desuso	anger	0.382
immorality	imoralidade	anger	0.382
despair	desespero	anger	0.382
difficulty	dificuldade	anger	0.379
incurable	incurável	anger	0.379
touchy	melindroso	anger	0.379
coerce	coagir	anger	0.379
sizzle	chiar	anger	0.379
rifle	rifle	anger	0.379
falsification	falsificação	anger	0.379
pokes	cutucadas	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	dorido	anger	0.379
picket	piquete	anger	0.378
concussion	concussão	anger	0.377
pessimism	pessimismo	anger	0.375
pitfall	armadilha	anger	0.375
infantile	infantil	anger	0.375
disillusionment	desilusão	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milícia	anger	0.375
remand	repreensão	anger	0.375
faulty	defeituoso	anger	0.375
cannon	canhão	anger	0.375
rawr	Rawr	anger	0.375
sly	astuto	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	angustiante	anger	0.371
inhibit	inibir	anger	0.371
vindicate	reivindicar	anger	0.371
schizophrenia	esquizofrenia	anger	0.369
skewed	enviesado	anger	0.368
disreputable	desonroso	anger	0.368
forbidding	proibindo	anger	0.368
conquest	conquista	anger	0.367
bark	latido	anger	0.365
leukemia	leucemia	anger	0.365
barks	cascas	anger	0.364
burke	burke	anger	0.364
challenge	desafio	anger	0.364
disapprove	desaprovar	anger	0.364
unhappy	infeliz	anger	0.364
retarded	retardado	anger	0.364
warrior	Guerreiro	anger	0.364
belt	cinto	anger	0.364
controversial	controverso	anger	0.359
opinionated	opinativo	anger	0.359
paucity	escassez	anger	0.359
broken	partido	anger	0.359
litigate	litigar	anger	0.359
polemic	polêmica	anger	0.359
aftermath	rescaldo	anger	0.359
disliked	não gostei	anger	0.359
loudness	sonoridade	anger	0.359
restriction	restrição	anger	0.359
cad	cad	anger	0.359
sectarian	sectário	anger	0.359
incompetence	incompetência	anger	0.359
interrupting	interrompendo	anger	0.358
fussy	espalhafatoso	anger	0.357
wench	prostituta	anger	0.353
misbehavior	mau comportamento	anger	0.351
gruff	rude	anger	0.351
remove	remover	anger	0.351
brat	Pirralho	anger	0.351
scarcity	escassez	anger	0.350
losing	perdendo	anger	0.349
pest	praga	anger	0.348
defect	defeito	anger	0.348
hardened	endurecido	anger	0.348
deserted	deserta	anger	0.348
lie	mentira	anger	0.348
retract	retrair	anger	0.348
untrustworthy	não confiável	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	desapontado	anger	0.348
disagreement	desacordo	anger	0.348
stigma	estigma	anger	0.348
ulcer	úlcera	anger	0.348
bias	viés	anger	0.345
negation	negação	anger	0.344
antisocial	anti-social	anger	0.344
evade	fugir	anger	0.344
shoddy	de má qualidade	anger	0.344
bothering	incomodando	anger	0.344
impotence	impotência	anger	0.344
shaky	instável	anger	0.344
misleading	enganoso	anger	0.344
stripped	despojado	anger	0.344
disclaim	negação	anger	0.344
unsettled	instável	anger	0.344
anxiety	ansiedade	anger	0.344
stingy	mesquinho	anger	0.344
deterioration	deterioração	anger	0.344
pirate	pirata	anger	0.344
unreliable	não confiável	anger	0.344
interminable	interminável	anger	0.343
disease	doença	anger	0.341
meddle	intrometer-se	anger	0.341
warp	urdidura	anger	0.340
averse	avesso	anger	0.338
infamous	infame	anger	0.338
alcoholism	alcoolismo	anger	0.338
row	linha	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	eu vou	anger	0.333
encumbrance	oneração	anger	0.333
scorpion	escorpião	anger	0.333
illegitimate	ilegítimo	anger	0.333
witchcraft	feitiçaria	anger	0.333
interrupt	interromper	anger	0.333
paralyzed	paralisado	anger	0.333
sinner	pecador	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inconsiderado	anger	0.329
phony	falso	anger	0.328
spammers	spammers	anger	0.328
dashed	tracejadas	anger	0.328
disqualified	desqualificado	anger	0.328
fib	fib	anger	0.328
hiss	silvo	anger	0.328
brrr	brrr	anger	0.328
resisting	resistindo	anger	0.328
victim	vítima	anger	0.328
scapegoat	bode expiatório	anger	0.328
tighten	apertar	anger	0.328
opponent	oponente	anger	0.328
crusade	cruzada	anger	0.328
dislocated	deslocado	anger	0.328
grumpy	mal humorado	anger	0.328
prohibited	Entrada	anger	0.328
inappropriate	inapropriado	anger	0.324
haye	haye	anger	0.324
loss	perda	anger	0.324
eschew	fugir	anger	0.324
trickery	trapaça	anger	0.324
neglected	negligenciado	anger	0.324
canker	corroer	anger	0.323
queues	filas	anger	0.318
muff	muff	anger	0.318
crunch	triturar	anger	0.318
duplicity	duplicidade	anger	0.318
criticism	crítica	anger	0.318
shriek	grito	anger	0.316
depreciate	depreciar	anger	0.315
poverty	pobreza	anger	0.312
chaff	palha	anger	0.312
dupe	enganar	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	despedimento	anger	0.312
mortality	mortalidade	anger	0.312
deflate	esvaziar	anger	0.312
carelessness	descuido	anger	0.312
dumps	lixões	anger	0.312
revving	revving	anger	0.309
disallowed	não permitido	anger	0.308
thoughtless	impensado	anger	0.307
boisterous	turbulento	anger	0.307
burial	enterro	anger	0.304
theocratic	teocrático	anger	0.303
wince	estremecer	anger	0.303
sullen	taciturno	anger	0.303
involution	involução	anger	0.300
senseless	sem sentido	anger	0.297
stalemate	impasse	anger	0.297
depreciated	depreciado	anger	0.297
wasteful	desperdício	anger	0.297
hoax	engano	anger	0.297
misuse	uso indevido	anger	0.297
getyourown	getyourown	anger	0.297
taxed	taxado	anger	0.297
depressed	depressivo	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralisia	anger	0.295
displaced	deslocado	anger	0.294
limited	limitado	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridículo	anger	0.289
teasing	provocação	anger	0.288
sharpen	aguçar	anger	0.288
react	reagir	anger	0.288
presumptuous	presunçoso	anger	0.288
spine	coluna vertebral	anger	0.288
homeless	sem casa	anger	0.288
hoot	pio	anger	0.287
twitchy	inquieto	anger	0.287
barrier	barreira	anger	0.287
myopia	miopia	anger	0.283
contraband	contrabando	anger	0.281
disconnects	desconexões	anger	0.281
spam	Spam	anger	0.281
lagging	atrasado	anger	0.281
shiver	arrepio	anger	0.281
agh	agh	anger	0.281
restitution	restituição	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatível	anger	0.281
delinquent	delinquente	anger	0.281
noncompliance	não conformidade	anger	0.279
troll	troll	anger	0.279
buffering	carregando	anger	0.279
unfairness	injustiça	anger	0.279
foray	incursão	anger	0.279
nether	inferno	anger	0.278
bugaboo	bicho-papão	anger	0.273
immaturity	imaturidade	anger	0.273
bogus	falso	anger	0.273
uncaring	indiferente	anger	0.273
shock	choque	anger	0.269
feisty	mal-humorado	anger	0.269
defendant	réu	anger	0.266
latent	latente	anger	0.266
rapping	rap	anger	0.266
pry	alavanca	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Urso	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperante	anger	0.266
quandary	dilema	anger	0.266
inconvenient	inconveniente	anger	0.266
feminism	feminismo	anger	0.266
humbug	farsa	anger	0.266
interrupts	interrompe	anger	0.265
fluctuation	flutuação	anger	0.265
exaggerate	exagerar	anger	0.263
lose	perder	anger	0.261
patter	tamborilar	anger	0.258
tease	provocação	anger	0.258
furnace	forno	anger	0.258
stone	pedra	anger	0.258
shoplifting	furto em lojas	anger	0.258
soldier	soldado	anger	0.258
incompetent	incompetente	anger	0.257
indoctrination	doutrinação	anger	0.255
skid	derrapar	anger	0.250
notoriety	notoriedade	anger	0.250
falsehood	falsidade	anger	0.250
untrue	falso	anger	0.250
mastery	domínio	anger	0.250
tripping	tropeçar	anger	0.250
nonsense	Absurdo	anger	0.250
unfollow	deixar de seguir	anger	0.250
noisy	barulhento	anger	0.250
pouting	fazendo beicinho	anger	0.250
cane	cana	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	foguete	anger	0.250
complicate	complicar	anger	0.250
socialist	socialista	anger	0.250
lawyer	advogado	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	cercado	anger	0.242
obstacle	obstáculo	anger	0.242
halter	cabeçada	anger	0.242
witch	bruxa	anger	0.242
vampire	vampiro	anger	0.242
detract	diminuir	anger	0.242
ringer	campainha	anger	0.242
frowning	carrancudo	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fome	anger	0.235
recession	recessão	anger	0.234
lava	lava	anger	0.234
shell	Concha	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	brincando	anger	0.234
tariff	tarifa	anger	0.234
failing	falhando	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	patife	anger	0.234
politics	política	anger	0.234
undesirable	indesejável	anger	0.231
darkness	Trevas	anger	0.227
versus	versus	anger	0.227
resign	demitir-se	anger	0.227
copycat	imitador	anger	0.227
soaked	encharcado	anger	0.226
unfulfilled	insatisfeito	anger	0.225
abandoned	abandonado	anger	0.222
bankruptcy	falência	anger	0.221
owing	devido	anger	0.221
unattainable	inatingível	anger	0.221
unhelpful	inútil	anger	0.219
twitching	contraindo	anger	0.219
confusion	confusão	anger	0.219
mosquito	mosquito	anger	0.219
warden	guardião	anger	0.219
misconception	equívoco	anger	0.219
compress	comprimir	anger	0.219
whiny	choroso	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ferramenta	anger	0.219
nosey	curioso	anger	0.213
overpriced	superfaturada	anger	0.212
harry	harry	anger	0.212
shortage	escassez	anger	0.212
adder	adicionador	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	exagerado	anger	0.206
possession	posse	anger	0.206
desert	deserto	anger	0.206
pout	fazer beicinho	anger	0.203
uninvited	sem ser convidado	anger	0.203
arraignment	acusação	anger	0.203
inefficient	ineficiente	anger	0.203
rook	torre	anger	0.203
unlucky	azarado	anger	0.203
unpaid	não remunerado	anger	0.203
backbone	espinha dorsal	anger	0.203
sentence	frase	anger	0.203
powerless	impotente	anger	0.203
court	quadra	anger	0.199
endless	sem fim	anger	0.198
adverts	anúncios	anger	0.197
delay	demora	anger	0.197
misstatement	distorção	anger	0.197
distracted	distraído	anger	0.197
misunderstanding	mal entendido	anger	0.195
excite	excitar	anger	0.191
inadmissible	inadmissível	anger	0.191
lightning	relâmpago	anger	0.189
incase	em caso	anger	0.188
preclude	impossibilitar	anger	0.188
insecure	inseguro	anger	0.188
mournful	triste	anger	0.188
rating	Avaliação	anger	0.182
mistress	amante	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	requerente	anger	0.182
insist	insistir	anger	0.182
distracting	distrair	anger	0.182
opium	ópio	anger	0.180
willful	intencional	anger	0.176
deserve	merecer	anger	0.176
insists	insiste	anger	0.175
treat	tratar	anger	0.175
misplace	desleixado	anger	0.172
indecisive	indeciso	anger	0.172
gibberish	rabiscos	anger	0.172
fleece	velo	anger	0.172
fee	taxa	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	libertar	anger	0.172
excitation	excitação	anger	0.172
hormonal	hormonal	anger	0.172
mighty	poderoso	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	gritar	anger	0.168
unequal	desigual	anger	0.167
insufficiency	insuficiência	anger	0.167
hamstring	isquiotibiais	anger	0.167
bargaining	de barganha	anger	0.167
mule	mula	anger	0.167
insignificant	insignificante	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferença	anger	0.156
rheumatism	reumatismo	anger	0.156
coop	coop	anger	0.156
forearm	antebraço	anger	0.156
uncertain	incerto	anger	0.152
bee	abelha	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	envolvimento	anger	0.152
disinformation	desinformação	anger	0.152
attorney	advogado	anger	0.152
underpaid	mal pago	anger	0.152
pretending	fingindo	anger	0.152
campaigning	campanha	anger	0.151
hopelessness	desesperança	anger	0.149
feeling	sentindo-me	anger	0.147
legalized	legalizado	anger	0.145
caution	Cuidado	anger	0.145
subsidy	subvenção	anger	0.141
obliging	obrigando	anger	0.141
morals	moral	anger	0.141
sterling	esterlino	anger	0.141
wimpy	fracote	anger	0.140
bummer	vadio	anger	0.139
misspell	errar	anger	0.136
saloon	saloon	anger	0.136
repay	reembolsar	anger	0.136
blemish	defeito	anger	0.136
surcharge	sobretaxa	anger	0.136
geez	Nossa	anger	0.136
birch	bétula	anger	0.135
noob	novato	anger	0.133
honk	honk	anger	0.133
orchestra	orquestra	anger	0.132
competitive	competitivo	anger	0.125
wireless	sem fio	anger	0.125
standstill	paralisação	anger	0.125
mosque	mesquita	anger	0.122
reversal	reversão	anger	0.121
inattention	desatenção	anger	0.121
lace	rendas	anger	0.118
elbow	cotovelo	anger	0.117
instinctive	instintivo	anger	0.112
chant	canto	anger	0.111
lonely	solitário	anger	0.109
gnome	gnomo	anger	0.109
tolerate	tolerar	anger	0.106
management	gestão	anger	0.102
advocacy	advocacia	anger	0.100
moral	moral	anger	0.094
roadworks	obras rodoviárias	anger	0.091
honest	honesto	anger	0.087
forgetful	esquecido	anger	0.076
gent	gent	anger	0.076
liquor	licor	anger	0.075
money	dinheiro	anger	0.074
hood	capuz	anger	0.071
curriculum	currículo	anger	0.063
words	palavras	anger	0.062
smell	cheiro	anger	0.061
elf	duende	anger	0.061
playful	brincalhão	anger	0.061
opera	ópera	anger	0.061
nurture	nutrir	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	conselheiro	anger	0.059
