word	Samoan-sm	emotion	emotion-intensity-score
incite	faʻaosofia	anger	0.469
steal	gaoi	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	le usitai	anger	0.469
injury	manuʻa	anger	0.469
simmer	faʻapena	anger	0.469
distress	mafatia	anger	0.469
insanity	valea	anger	0.469
selfish	manatu faapito	anger	0.469
huff	huff	anger	0.469
selfishness	manatu faapito	anger	0.469
backoff	solo	anger	0.469
plunder	vete	anger	0.469
stifled	faʻailogaina	anger	0.469
subversive	toilalo	anger	0.469
exile	ave faʻatasi	anger	0.469
offense	solitulafono	anger	0.469
objection	tetee	anger	0.469
recidivism	faʻasologa	anger	0.469
smother	sili atu	anger	0.469
perpetrator	tagata faʻamalosi	anger	0.469
dislike	le fiafia	anger	0.469
disruption	faʻalavelave	anger	0.469
intolerance	le faapalepale	anger	0.469
opposition	teteega	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	muʻu	anger	0.467
agony	tiga	anger	0.465
arrogant	faʻamaualuga	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	mata	anger	0.456
elimination	faʻasalaga	anger	0.456
picketing	meaʻai	anger	0.456
haughty	faamaualuga	anger	0.456
troublesome	faʻalavelave	anger	0.455
clamor	leotele	anger	0.455
busted	pasi	anger	0.455
constraint	faʻagata	anger	0.455
crabby	vaʻai	anger	0.455
veto	veto	anger	0.455
stubbed	tumutumu	anger	0.455
mislead	taufaasese	anger	0.455
illicit	faʻamaonia	anger	0.455
dying	oti	anger	0.455
grated	salu	anger	0.455
idiocy	valea	anger	0.455
illegality	solitulafono	anger	0.455
flagrant	mataʻutia	anger	0.455
impermeable	e le mautonu	anger	0.455
bad	leaga	anger	0.453
despotism	inoino	anger	0.453
usurped	faoa	anger	0.453
godless	leai se atua	anger	0.453
disagreeing	feeseeseai	anger	0.453
intense	malosi	anger	0.453
struggle	tauiviga	anger	0.453
suppress	taofia	anger	0.453
disapproving	le taliaina	anger	0.453
desist	aloese	anger	0.453
bayonet	bayonet	anger	0.453
displeased	le fiafia	anger	0.453
hysterical	faʻatau	anger	0.453
unlawful	lē tusa ai ma le tulafono	anger	0.451
wrongly	sese	anger	0.448
repellent	faʻatau	anger	0.442
wasted	faʻaumatia	anger	0.441
foe	fili	anger	0.441
dishonor	faʻalumaina	anger	0.441
wrongful	sese	anger	0.441
psychosis	mafaufauga	anger	0.441
aversion	avesion	anger	0.440
punitive	faʻasalaga	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	fana	anger	0.439
effigy	mataʻu	anger	0.439
schism	schism	anger	0.439
ultimatum	mulimuli	anger	0.439
upset	ita	anger	0.439
worthless	leai se aoga	anger	0.438
deny	faafitia	anger	0.438
ransom	totogi	anger	0.438
fugitive	tagata sola	anger	0.438
deleterious	solo	anger	0.438
stupidity	valea	anger	0.438
abandonment	lafoaia	anger	0.438
mucked	ulavale	anger	0.438
separatist	vavaeese	anger	0.438
irritation	ita	anger	0.438
oblivion	le amanaiaina	anger	0.437
segregate	vavae ese	anger	0.437
payback	toe totogi	anger	0.436
incongruous	le fiafia	anger	0.435
eviction	tuliesea	anger	0.435
collusion	fefinauaiga	anger	0.432
rob	gaoi	anger	0.431
infidelity	le talitonu	anger	0.429
ravenous	faʻatauvaʻa	anger	0.429
overrun	sili atu	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	tiga	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	lē talitonu	anger	0.426
rejection	teena	anger	0.426
defense	puipuiga	anger	0.425
powerful	malosi	anger	0.424
censor	uila	anger	0.424
indecency	amioga mataga	anger	0.424
fraudulent	taufaasese	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	sese	anger	0.424
concealment	natia	anger	0.424
greed	matapeʻapeʻa	anger	0.424
disobedience	le usiusitai	anger	0.424
fuss	fuss	anger	0.424
enforce	faamalosia	anger	0.424
banger	banger	anger	0.424
commotion	vavao	anger	0.424
defraud	taufaasese	anger	0.424
discontent	le fiafia	anger	0.424
unsympathetic	le le fiafia	anger	0.424
exasperation	ita tele	anger	0.424
barb	paʻu	anger	0.422
banishment	tuliesea	anger	0.422
sedition	fouvale	anger	0.422
misrepresented	faaseseina	anger	0.422
snubbed	sosolo	anger	0.422
penetration	ulufale	anger	0.422
cracked	vaelua	anger	0.422
annoyance	ita	anger	0.422
duel	Duel	anger	0.422
penitentiary	falepuipui	anger	0.422
sarcasm	taufaaleaga	anger	0.422
deportation	ave ese	anger	0.422
nettle	manogi	anger	0.422
scar	taula	anger	0.422
bang	talo	anger	0.422
cur	cur	anger	0.422
blatant	matala	anger	0.420
force	malosi	anger	0.418
perverse	fefinauaʻi	anger	0.415
wring	feʻai	anger	0.415
bastion	bastion	anger	0.413
grim	leaga	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	luga	anger	0.412
tiff	tiff	anger	0.412
moody	itavale	anger	0.412
hunting	tulimanu	anger	0.411
indenture	faʻailoga	anger	0.410
sham	fam	anger	0.409
squelch	squelch	anger	0.409
awful	leaga	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	faʻalavelave	anger	0.409
contradict	feteenaʻi	anger	0.409
supremacy	supavaisa	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	faalumaina	anger	0.409
compulsion	faamalosia	anger	0.409
inept	le mautinoa	anger	0.409
blockade	poloka poloka	anger	0.409
detainee	tagata taofia	anger	0.409
forfeit	faʻailoa	anger	0.409
disappoint	le fiafia	anger	0.409
lying	pepelo	anger	0.408
epidemic	faʻamaʻi	anger	0.406
tremor	gatete	anger	0.406
rail	nofoaafi	anger	0.406
onerous	tasi	anger	0.406
cacophony	faʻataʻitaʻi	anger	0.406
unthinkable	le masalosalo	anger	0.406
forsaken	lafoai	anger	0.406
delusion	taufaasese	anger	0.406
wrongdoing	sese	anger	0.406
badger	pine	anger	0.406
antipathy	antipathy	anger	0.406
inequality	le tutusa	anger	0.406
nuisance	leaga	anger	0.406
scrapie	laʻau	anger	0.406
wop	solo	anger	0.406
arguments	finauga	anger	0.404
affront	faʻalavelave	anger	0.403
traumatic	faʻalavelave	anger	0.402
libel	pepelo	anger	0.400
sodding	susu	anger	0.400
annoys	ita	anger	0.400
watchout	faaeteete	anger	0.398
soslow	sosola	anger	0.398
frenetic	faʻailoga	anger	0.397
remiss	faʻanoanoa	anger	0.397
barge	vaʻa	anger	0.396
howl	aue	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	pusa	anger	0.394
untoward	faʻalāpotopotoga	anger	0.394
extinguish	faʻaumatia	anger	0.394
keyed	maʻeu	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	le faʻaaloalo	anger	0.394
illegal	le tulafono	anger	0.394
rabble	faʻailoga	anger	0.394
actionable	faʻataʻitaʻi	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	pepelo	anger	0.394
sue	tagi	anger	0.394
unfriendly	le fiafia	anger	0.394
confiscate	faoa faamalosi	anger	0.394
brimstone	teiō	anger	0.392
argh	tala	anger	0.391
pique	pique	anger	0.391
recklessness	le faautauta	anger	0.391
earthquake	mafuie	anger	0.391
grrrrr	mea manogi	anger	0.391
dissolution	faataapeina	anger	0.391
rigged	faʻamalosi	anger	0.391
disagree	le malie	anger	0.389
lawsuit	tagi	anger	0.386
disused	faʻalavelave	anger	0.382
immorality	le ola le mama	anger	0.382
despair	faanoanoa	anger	0.382
difficulty	faigata	anger	0.379
incurable	e le mafai ona faʻaleleia	anger	0.379
touchy	afaina	anger	0.379
coerce	siaki	anger	0.379
sizzle	toso	anger	0.379
rifle	fana	anger	0.379
falsification	faʻasese	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	tiga	anger	0.379
picket	piko	anger	0.378
concussion	faʻasalaga	anger	0.377
pessimism	le mautonu	anger	0.375
pitfall	togi	anger	0.375
infantile	pepe	anger	0.375
disillusionment	le mautonu	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	fitafita	anger	0.375
remand	toe faʻafoʻi	anger	0.375
faulty	sese	anger	0.375
cannon	cannon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	Nepotism	anger	0.371
distressing	mafatiaga	anger	0.371
inhibit	faʻalavelave	anger	0.371
vindicate	faʻamaonia	anger	0.371
schizophrenia	fomaʻi	anger	0.369
skewed	skewed	anger	0.368
disreputable	leai se mea	anger	0.368
forbidding	faasaina	anger	0.368
conquest	faatoilaloina	anger	0.367
bark	paʻu	anger	0.365
leukemia	leukemia	anger	0.365
barks	faʻailoga	anger	0.364
burke	sosolo	anger	0.364
challenge	luʻi	anger	0.364
disapprove	le taliaina	anger	0.364
unhappy	le fiafia	anger	0.364
retarded	tolopoina	anger	0.364
warrior	toa	anger	0.364
belt	fusi	anger	0.364
controversial	finauga	anger	0.359
opinionated	manatu	anger	0.359
paucity	vaivai	anger	0.359
broken	gau	anger	0.359
litigate	faʻailoga	anger	0.359
polemic	polemiki	anger	0.359
aftermath	mulimuli ane	anger	0.359
disliked	le fiafia	anger	0.359
loudness	leotele	anger	0.359
restriction	tapulaa	anger	0.359
cad	cad	anger	0.359
sectarian	lotu	anger	0.359
incompetence	le malamalama	anger	0.359
interrupting	faʻalavelave	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	amio le pulea	anger	0.351
gruff	gruff	anger	0.351
remove	aveese	anger	0.351
brat	uila	anger	0.351
scarcity	toʻilalo	anger	0.350
losing	leiloa	anger	0.349
pest	meaʻai	anger	0.348
defect	faaletonu	anger	0.348
hardened	faʻamaʻaʻa	anger	0.348
deserted	faʻanoanoa	anger	0.348
lie	pepelo	anger	0.348
retract	toe toso	anger	0.348
untrustworthy	le talitonuina	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	le fiafia	anger	0.348
disagreement	feeseeseaiga	anger	0.348
stigma	faʻailoga	anger	0.348
ulcer	maʻi maʻi	anger	0.348
bias	vaʻaia	anger	0.345
negation	fouvale	anger	0.344
antisocial	faʻapitoa	anger	0.344
evade	alo ese	anger	0.344
shoddy	faʻailoa	anger	0.344
bothering	popole	anger	0.344
impotence	vaivai	anger	0.344
shaky	le mautonu	anger	0.344
misleading	taufaasese	anger	0.344
stripped	aveese	anger	0.344
disclaim	faʻasaʻo	anger	0.344
unsettled	le mautonu	anger	0.344
anxiety	popolega	anger	0.344
stingy	valea	anger	0.344
deterioration	faʻaleagaina	anger	0.344
pirate	tagata faomea	anger	0.344
unreliable	le mautinoa	anger	0.344
interminable	leai	anger	0.343
disease	faamaʻi	anger	0.341
meddle	mafaufau loloto	anger	0.341
warp	vaʻavaʻa	anger	0.340
averse	teteʻe	anger	0.338
infamous	le taua	anger	0.338
alcoholism	ava malosi	anger	0.338
row	laina	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	maʻi	anger	0.333
encumbrance	faʻalavelave	anger	0.333
scorpion	afua	anger	0.333
illegitimate	faʻamaonia	anger	0.333
witchcraft	togafiti faataulaitu	anger	0.333
interrupt	faʻalavelave	anger	0.333
paralyzed	faʻamaʻi	anger	0.333
sinner	tagata agasala	anger	0.331
hulk	feʻau	anger	0.329
inconsiderate	le mautonu	anger	0.329
phony	phony	anger	0.328
spammers	tagata tafaoga	anger	0.328
dashed	faʻanoanoa	anger	0.328
disqualified	faʻatauvaʻa	anger	0.328
fib	fib	anger	0.328
hiss	lona	anger	0.328
brrr	pala	anger	0.328
resisting	tetee	anger	0.328
victim	tagata manua	anger	0.328
scapegoat	sosolo	anger	0.328
tighten	faʻamalosi	anger	0.328
opponent	tagata tetee	anger	0.328
crusade	osofaʻiga	anger	0.328
dislocated	solo	anger	0.328
grumpy	muimui	anger	0.328
prohibited	faasaina	anger	0.328
inappropriate	le talafeagai	anger	0.324
haye	faʻafeiloaʻi	anger	0.324
loss	leiloa	anger	0.324
eschew	ese	anger	0.324
trickery	togafiti	anger	0.324
neglected	le amanaiaina	anger	0.324
canker	faʻanoanoa	anger	0.323
queues	falosaga	anger	0.318
muff	muff	anger	0.318
crunch	fagu	anger	0.318
duplicity	faʻaogalua	anger	0.318
criticism	faitioga	anger	0.318
shriek	tagi	anger	0.316
depreciate	faaitiitia	anger	0.315
poverty	mativa	anger	0.312
chaff	otaota	anger	0.312
dupe	paʻu	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	faateʻaina	anger	0.312
mortality	olaga faitino	anger	0.312
deflate	faʻatau	anger	0.312
carelessness	le faʻaletonu	anger	0.312
dumps	faʻaumatia	anger	0.312
revving	toe vevesi	anger	0.309
disallowed	le faʻatagaina	anger	0.308
thoughtless	leai se mafaufau	anger	0.307
boisterous	osofaʻi	anger	0.307
burial	falelauasiga	anger	0.304
theocratic	aʻoga	anger	0.303
wince	manumalo	anger	0.303
sullen	ita	anger	0.303
involution	osofaia	anger	0.300
senseless	leai se uiga	anger	0.297
stalemate	faʻamalosi	anger	0.297
depreciated	faʻanoanoa	anger	0.297
wasteful	otaota	anger	0.297
hoax	uila	anger	0.297
misuse	faʻaaoga sese	anger	0.297
getyourown	e faʻamalosi	anger	0.297
taxed	lafoga	anger	0.297
depressed	faanoanoa	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	maʻi pipili	anger	0.295
displaced	ua vavae ese	anger	0.294
limited	tapulaa	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	po o	anger	0.289
ridiculous	ulavale	anger	0.289
teasing	taufaalili	anger	0.288
sharpen	faʻamalosi	anger	0.288
react	tali	anger	0.288
presumptuous	faamaualuga	anger	0.288
spine	tui	anger	0.288
homeless	leai se fale	anger	0.288
hoot	toso	anger	0.287
twitchy	faʻanoanoa	anger	0.287
barrier	puipui	anger	0.287
myopia	myopia	anger	0.283
contraband	feteʻenaʻi	anger	0.281
disconnects	vavae ese	anger	0.281
spam	spam	anger	0.281
lagging	lafoaʻi	anger	0.281
shiver	sulu	anger	0.281
agh	a	anger	0.281
restitution	toe faʻaleleia	anger	0.281
flexin	fusi	anger	0.281
incompatible	e le fetaui	anger	0.281
delinquent	lē faʻaaoga	anger	0.281
noncompliance	le tausisia	anger	0.279
troll	toso	anger	0.279
buffering	faʻamalosi	anger	0.279
unfairness	le fetaui	anger	0.279
foray	foray	anger	0.279
nether	pito i lalo	anger	0.278
bugaboo	faʻasologa	anger	0.273
immaturity	faʻamalolo	anger	0.273
bogus	faʻailoa	anger	0.273
uncaring	leai se totogi	anger	0.273
shock	faateia	anger	0.269
feisty	feinu	anger	0.269
defendant	ua molia	anger	0.266
latent	latent	anger	0.266
rapping	sasaina	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	uʻu	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	leai se mea	anger	0.266
quandary	le mautonu	anger	0.266
inconvenient	e le talafeagai	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	faʻalavelave	anger	0.265
fluctuation	fesuiaiga	anger	0.265
exaggerate	faʻatele	anger	0.263
lose	leiloa	anger	0.261
patter	pateni	anger	0.258
tease	tamaʻitaʻi	anger	0.258
furnace	ogaumu	anger	0.258
stone	maʻa	anger	0.258
shoplifting	faʻamalosi	anger	0.258
soldier	fitafita	anger	0.258
incompetent	le talafeagai	anger	0.257
indoctrination	faʻasalalauga	anger	0.255
skid	sikola	anger	0.250
notoriety	iloga	anger	0.250
falsehood	pepelo	anger	0.250
untrue	lē moni	anger	0.250
mastery	pule	anger	0.250
tripping	osofaʻi	anger	0.250
nonsense	sese	anger	0.250
unfollow	le faʻagasolo	anger	0.250
noisy	pisapisao	anger	0.250
pouting	faʻapipiʻi	anger	0.250
cane	tootoo	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	papa maʻa	anger	0.250
complicate	faʻalavelave	anger	0.250
socialist	sosaiete	anger	0.250
lawyer	lōia	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	puipui	anger	0.242
fenced	puipui	anger	0.242
obstacle	faʻalavelave	anger	0.242
halter	faʻauʻu	anger	0.242
witch	polofiti	anger	0.242
vampire	vampire	anger	0.242
detract	faʻalavelave	anger	0.242
ringer	tagata sili	anger	0.242
frowning	faʻavalea	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fiaai	anger	0.235
recession	toe maua	anger	0.234
lava	lava	anger	0.234
shell	atigi	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	faʻataʻoto	anger	0.234
tariff	faasologa o tiute	anger	0.234
failing	toilalo	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	tagata leaga	anger	0.234
politics	faiga faaupufai	anger	0.234
undesirable	lē manaʻomia	anger	0.231
darkness	pogisa	anger	0.227
versus	faʻafeiloaʻi	anger	0.227
resign	faamavae	anger	0.227
copycat	kopi kopi	anger	0.227
soaked	sulu	anger	0.226
unfulfilled	e leʻi maeʻa	anger	0.225
abandoned	tuulafoaiina	anger	0.222
bankruptcy	gaumativa	anger	0.221
owing	aitalafu	anger	0.221
unattainable	e le mafai ona maua	anger	0.221
unhelpful	leai se fesoasoani	anger	0.219
twitching	felaʻiaʻi	anger	0.219
confusion	fenumiai	anger	0.219
mosquito	namu	anger	0.219
warden	leoleo	anger	0.219
misconception	sese sese	anger	0.219
compress	toso	anger	0.219
whiny	faʻailoga	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	meafaigaluega	anger	0.219
nosey	taliga	anger	0.213
overpriced	telefoni	anger	0.212
harry	harry	anger	0.212
shortage	le lava	anger	0.212
adder	mea faʻapipiʻi	anger	0.212
melodrama	faʻataʻitaʻiga	anger	0.212
overplayed	le mautonu	anger	0.206
possession	umiaina	anger	0.206
desert	toafa	anger	0.206
pout	poutū	anger	0.203
uninvited	lē faʻafeiloai	anger	0.203
arraignment	faʻailoga	anger	0.203
inefficient	le lelei	anger	0.203
rook	solo	anger	0.203
unlucky	le mautonu	anger	0.203
unpaid	lē totogia	anger	0.203
backbone	tua	anger	0.203
sentence	faasalaga	anger	0.203
powerless	leai se malosi	anger	0.203
court	faamasinoga	anger	0.199
endless	leai se gataaga	anger	0.198
adverts	faasalalauga	anger	0.197
delay	tuai	anger	0.197
misstatement	sese	anger	0.197
distracted	tosina	anger	0.197
misunderstanding	le malamalama	anger	0.195
excite	fiafia	anger	0.191
inadmissible	lē taliaina	anger	0.191
lightning	uila	anger	0.189
incase	mea ane	anger	0.188
preclude	faʻaofi	anger	0.188
insecure	le saogalemu	anger	0.188
mournful	faanoanoa	anger	0.188
rating	fuainumera	anger	0.182
mistress	tamaʻitaʻi	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	tagata talosaga	anger	0.182
insist	tumau	anger	0.182
distracting	faʻalavelave	anger	0.182
opium	opium	anger	0.180
willful	loto malie	anger	0.176
deserve	talafeagai	anger	0.176
insists	o loʻo faʻamalosia	anger	0.175
treat	togafiti	anger	0.175
misplace	le malamalama	anger	0.172
indecisive	le mautonu	anger	0.172
gibberish	ufiufi	anger	0.172
fleece	sosola	anger	0.172
fee	totogifuapauina	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	saoloto	anger	0.172
excitation	fiafiaga	anger	0.172
hormonal	faʻamalo	anger	0.172
mighty	malosi	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	le tutusa	anger	0.167
insufficiency	le atoatoa	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	fefaatauaiga	anger	0.167
mule	mule	anger	0.167
insignificant	le taua	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	leai se faamemelo	anger	0.156
rheumatism	rūmate	anger	0.156
coop	coop	anger	0.156
forearm	muaʻi	anger	0.156
uncertain	le mautinoa	anger	0.152
bee	pipi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	aʻafiaga	anger	0.152
disinformation	faʻaleagaina	anger	0.152
attorney	loia	anger	0.152
underpaid	lalo ifo	anger	0.152
pretending	faafoliga	anger	0.152
campaigning	osofaia	anger	0.151
hopelessness	leai se faamoemoe	anger	0.149
feeling	lagona	anger	0.147
legalized	faʻatagaina	anger	0.145
caution	lapataiga	anger	0.145
subsidy	fesoasoani	anger	0.141
obliging	faʻamalosia	anger	0.141
morals	amio lelei	anger	0.141
sterling	faʻamaonia	anger	0.141
wimpy	wimpy	anger	0.140
bummer	suauu	anger	0.139
misspell	Misspell	anger	0.136
saloon	saloon	anger	0.136
repay	taui	anger	0.136
blemish	pona	anger	0.136
surcharge	tau faaopoopo	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	Noob	anger	0.133
honk	mamalu	anger	0.133
orchestra	aufaʻaili	anger	0.132
competitive	tauvaga	anger	0.125
wireless	leai se mea	anger	0.125
standstill	tu	anger	0.125
mosque	mosque	anger	0.122
reversal	fesuiaʻiga	anger	0.121
inattention	le mautonu	anger	0.121
lace	laumei	anger	0.118
elbow	tulivae	anger	0.117
instinctive	atamamai	anger	0.112
chant	pese	anger	0.111
lonely	tuua toʻatasi	anger	0.109
gnome	gnome	anger	0.109
tolerate	faapalepale	anger	0.106
management	pulega	anger	0.102
advocacy	faufautua	anger	0.100
moral	amio mama	anger	0.094
roadworks	auala auala	anger	0.091
honest	faamaoni	anger	0.087
forgetful	faagalo	anger	0.076
gent	agalelei	anger	0.076
liquor	ava malosi	anger	0.075
money	tupe	anger	0.074
hood	ata	anger	0.071
curriculum	mataupu aoaoina	anger	0.063
words	upu	anger	0.062
smell	manogi	anger	0.061
elf	elf	anger	0.061
playful	tala malie	anger	0.061
opera	opera	anger	0.061
nurture	faafailele	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	fesoasoani	anger	0.059
trumpet	pu	anger	0.059
birthplace	nofoaga fanau	anger	0.051
ribbon	lipine	anger	0.047
youth	talavou	anger	0.045
vote	palota	anger	0.045
cash	tinoitupe	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	tamaʻitaʻi	anger	0.030
waffle	faʻailoga	anger	0.030
buffet	taʻavale	anger	0.029
celebrity	tagata lauiloa	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	tuafafine	anger	0.015
musical	musika	anger	0.011
tree	laau	anger	0.000
anticipation	faanaunauga	anticipation	0.859
excited	fiafia	anticipation	0.859
anticipate	fuafua	anticipation	0.820
excitement	fiafiaga	anticipation	0.820
eagerness	naunau	anticipation	0.812
exciting	fiafia	anticipation	0.797
expectant	faʻamoemoe	anticipation	0.789
thrilling	fiafia	anticipation	0.781
