word	Spanish-es	emotion	emotion-intensity-score
illicit	ilícito	anger	0.455
dying	moribundo	anger	0.455
grated	rallado	anger	0.455
idiocy	idiotez	anger	0.455
illegality	ilegalidad	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	impermeable	anger	0.455
bad	malo	anger	0.453
despotism	despotismo	anger	0.453
usurped	usurpado	anger	0.453
godless	impío	anger	0.453
disagreeing	en desacuerdo	anger	0.453
intense	intenso	anger	0.453
struggle	lucha	anger	0.453
suppress	reprimir	anger	0.453
disapproving	desaprobación	anger	0.453
desist	desistir	anger	0.453
bayonet	bayoneta	anger	0.453
displeased	disgustado	anger	0.453
hysterical	histérico	anger	0.453
unlawful	ilegal	anger	0.451
wrongly	erróneamente	anger	0.448
repellent	repelente	anger	0.442
wasted	vano	anger	0.441
foe	enemigo	anger	0.441
dishonor	deshonra	anger	0.441
wrongful	ilegal	anger	0.441
psychosis	psicosis	anger	0.441
aversion	aversión	anger	0.440
punitive	punitivo	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	nudillos	anger	0.439
effigy	efigie	anger	0.439
schism	cisma	anger	0.439
ultimatum	ultimátum	anger	0.439
upset	trastornado	anger	0.439
worthless	sin valor	anger	0.438
deny	negar	anger	0.438
ransom	rescate	anger	0.438
fugitive	fugitivo	anger	0.438
deleterious	perjudicial	anger	0.438
stupidity	estupidez	anger	0.438
abandonment	abandono	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	irritacion	anger	0.438
oblivion	olvido	anger	0.437
segregate	segregar	anger	0.437
payback	venganza	anger	0.436
incongruous	incongruente	anger	0.435
eviction	desalojo	anger	0.435
collusion	colusión	anger	0.432
rob	robar	anger	0.431
infidelity	infidelidad	anger	0.429
ravenous	voraz	anger	0.429
overrun	invadir	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	heraldo	anger	0.426
martial	marcial	anger	0.426
painful	doloroso	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incrédulo	anger	0.426
rejection	rechazo	anger	0.426
defense	defensa	anger	0.425
powerful	poderoso	anger	0.424
censor	censurar	anger	0.424
indecency	indecencia	anger	0.424
fraudulent	fraudulento	anger	0.424
gonorrhea	gonorrea	anger	0.424
fallacious	erróneo	anger	0.424
concealment	ocultación	anger	0.424
greed	codicia	anger	0.424
disobedience	desobediencia	anger	0.424
fuss	escándalo	anger	0.424
enforce	hacer cumplir	anger	0.424
banger	petardo	anger	0.424
commotion	conmoción	anger	0.424
defraud	defraudar	anger	0.424
discontent	descontento	anger	0.424
unsympathetic	no simpático	anger	0.424
exasperation	exasperación	anger	0.424
barb	lengüeta	anger	0.422
banishment	destierro	anger	0.422
sedition	sedición	anger	0.422
misrepresented	tergiversado	anger	0.422
snubbed	desairado	anger	0.422
penetration	penetración	anger	0.422
cracked	agrietado	anger	0.422
annoyance	molestia	anger	0.422
duel	duelo	anger	0.422
penitentiary	penitenciario	anger	0.422
sarcasm	sarcasmo	anger	0.422
deportation	deportación	anger	0.422
nettle	ortiga	anger	0.422
scar	cicatriz	anger	0.422
bang	explosión	anger	0.422
cur	canalla	anger	0.422
blatant	evidente	anger	0.420
force	fuerza	anger	0.418
perverse	perverso	anger	0.415
wring	exprimir	anger	0.415
bastion	bastión	anger	0.413
grim	severo	anger	0.413
sordid	sórdido	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	hosco	anger	0.412
tiff	pelea	anger	0.412
moody	temperamental	anger	0.412
hunting	caza	anger	0.411
indenture	escritura	anger	0.410
sham	impostor	anger	0.409
squelch	aplastar	anger	0.409
awful	horrible	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicar	anger	0.409
contradict	contradecir	anger	0.409
supremacy	supremacía	anger	0.409
sneak	furtivo	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	reproche	anger	0.409
compulsion	compulsión	anger	0.409
inept	inepto	anger	0.409
blockade	bloqueo	anger	0.409
detainee	detenido	anger	0.409
forfeit	perder	anger	0.409
disappoint	decepcionar	anger	0.409
lying	acostado	anger	0.408
epidemic	epidemia	anger	0.406
tremor	temblor	anger	0.406
rail	carril	anger	0.406
onerous	oneroso	anger	0.406
cacophony	cacofonía	anger	0.406
unthinkable	inconcebible	anger	0.406
forsaken	abandonado	anger	0.406
delusion	engaño	anger	0.406
wrongdoing	marcha mala	anger	0.406
badger	tejón	anger	0.406
antipathy	antipatía	anger	0.406
inequality	desigualdad	anger	0.406
nuisance	molestia	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumentos	anger	0.404
affront	afrenta	anger	0.403
traumatic	traumático	anger	0.402
libel	difamación	anger	0.400
sodding	jodido	anger	0.400
annoys	molesta	anger	0.400
watchout	Cuidado	anger	0.398
soslow	muy lento	anger	0.398
frenetic	frenético	anger	0.397
remiss	descuidado	anger	0.397
barge	barcaza	anger	0.396
howl	aullido	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxeo	anger	0.394
untoward	adverso	anger	0.394
extinguish	extinguir	anger	0.394
keyed	enchavetado	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	falta de respeto	anger	0.394
illegal	ilegal	anger	0.394
rabble	chusma	anger	0.394
actionable	procesable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraude	anger	0.394
sue	demandar	anger	0.394
unfriendly	antipático	anger	0.394
confiscate	confiscar	anger	0.394
brimstone	azufre	anger	0.392
argh	argh	anger	0.391
pique	piqué	anger	0.391
recklessness	imprudencia	anger	0.391
earthquake	terremoto	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	disolución	anger	0.391
rigged	amañado	anger	0.391
disagree	discrepar	anger	0.389
lawsuit	demanda judicial	anger	0.386
disused	en desuso	anger	0.382
immorality	inmoralidad	anger	0.382
despair	desesperación	anger	0.382
difficulty	dificultad	anger	0.379
incurable	incurable	anger	0.379
touchy	quisquilloso	anger	0.379
coerce	obligar	anger	0.379
sizzle	chisporrotear	anger	0.379
rifle	rifle	anger	0.379
falsification	falsificación	anger	0.379
pokes	golpes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	dolorido	anger	0.379
picket	piquete	anger	0.378
concussion	concusión	anger	0.377
pessimism	pesimismo	anger	0.375
pitfall	trampa	anger	0.375
infantile	infantil	anger	0.375
disillusionment	desilusión	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicia	anger	0.375
remand	preventivo	anger	0.375
faulty	defectuoso	anger	0.375
cannon	cañón	anger	0.375
rawr	rawr	anger	0.375
sly	astuto	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	angustioso	anger	0.371
inhibit	inhibir	anger	0.371
vindicate	vindicar	anger	0.371
schizophrenia	esquizofrenia	anger	0.369
skewed	sesgado	anger	0.368
disreputable	de mala fama	anger	0.368
forbidding	amenazante	anger	0.368
conquest	conquista	anger	0.367
bark	ladrar	anger	0.365
leukemia	leucemia	anger	0.365
barks	ladra	anger	0.364
burke	burke	anger	0.364
challenge	reto	anger	0.364
disapprove	desaprobar	anger	0.364
unhappy	infeliz	anger	0.364
retarded	retrasado	anger	0.364
warrior	guerrero	anger	0.364
belt	cinturón	anger	0.364
controversial	polémico	anger	0.359
opinionated	dogmático	anger	0.359
paucity	escasez	anger	0.359
broken	roto	anger	0.359
litigate	litigar	anger	0.359
polemic	polémica	anger	0.359
aftermath	secuelas	anger	0.359
disliked	disgustado	anger	0.359
loudness	volumen	anger	0.359
restriction	restricción	anger	0.359
cad	canalla	anger	0.359
sectarian	sectario	anger	0.359
incompetence	incompetencia	anger	0.359
interrupting	interrumpiendo	anger	0.358
fussy	exigente	anger	0.357
wench	moza	anger	0.353
misbehavior	mal comportamiento	anger	0.351
gruff	brusco	anger	0.351
remove	retirar	anger	0.351
brat	palo de golf	anger	0.351
scarcity	escasez	anger	0.350
losing	perdiendo	anger	0.349
pest	parásito	anger	0.348
defect	defecto	anger	0.348
hardened	curtido	anger	0.348
deserted	abandonado	anger	0.348
lie	mentira	anger	0.348
retract	retraer	anger	0.348
untrustworthy	indigno de confianza	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	decepcionado	anger	0.348
disagreement	desacuerdo	anger	0.348
stigma	estigma	anger	0.348
ulcer	úlcera	anger	0.348
bias	parcialidad	anger	0.345
negation	negación	anger	0.344
antisocial	antisocial	anger	0.344
evade	evadir	anger	0.344
shoddy	pacotilla	anger	0.344
bothering	molesto	anger	0.344
impotence	impotencia	anger	0.344
shaky	tembloroso	anger	0.344
misleading	engañoso	anger	0.344
stripped	despojado	anger	0.344
disclaim	negar	anger	0.344
unsettled	inestable	anger	0.344
anxiety	ansiedad	anger	0.344
stingy	tacaño	anger	0.344
deterioration	deterioro	anger	0.344
pirate	pirata	anger	0.344
unreliable	no fidedigno	anger	0.344
interminable	interminable	anger	0.343
disease	enfermedad	anger	0.341
meddle	entrometerse	anger	0.341
warp	deformación	anger	0.340
averse	contrario	anger	0.338
infamous	infame	anger	0.338
alcoholism	alcoholismo	anger	0.338
row	fila	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	enfermo	anger	0.333
encumbrance	gravamen	anger	0.333
scorpion	escorpión	anger	0.333
illegitimate	ilegítimo	anger	0.333
witchcraft	brujería	anger	0.333
interrupt	interrumpir	anger	0.333
paralyzed	paralizado	anger	0.333
sinner	pecador	anger	0.331
hulk	casco	anger	0.329
inconsiderate	desconsiderado	anger	0.329
phony	falso	anger	0.328
spammers	spammers	anger	0.328
dashed	discontinua	anger	0.328
disqualified	descalificado	anger	0.328
fib	mentira	anger	0.328
hiss	silbido	anger	0.328
brrr	brrr	anger	0.328
resisting	resistiendo	anger	0.328
victim	víctima	anger	0.328
scapegoat	chivo expiatorio	anger	0.328
tighten	apretar	anger	0.328
opponent	adversario	anger	0.328
crusade	cruzada	anger	0.328
dislocated	dislocado	anger	0.328
grumpy	gruñón	anger	0.328
prohibited	prohibido	anger	0.328
inappropriate	inapropiado	anger	0.324
haye	Haye	anger	0.324
loss	pérdida	anger	0.324
eschew	evitar	anger	0.324
trickery	astucia	anger	0.324
neglected	descuidado	anger	0.324
canker	llaga gangrenosa	anger	0.323
queues	colas	anger	0.318
muff	manguito	anger	0.318
crunch	crujido	anger	0.318
duplicity	duplicidad	anger	0.318
criticism	crítica	anger	0.318
shriek	grito	anger	0.316
depreciate	depreciar	anger	0.315
poverty	pobreza	anger	0.312
chaff	paja	anger	0.312
dupe	engañar	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	despido	anger	0.312
mortality	mortalidad	anger	0.312
deflate	desinflar	anger	0.312
carelessness	descuido	anger	0.312
dumps	deshecho	anger	0.312
revving	acelerando	anger	0.309
disallowed	no permitido	anger	0.308
thoughtless	desconsiderado	anger	0.307
boisterous	bullicioso	anger	0.307
burial	entierro	anger	0.304
theocratic	teocrático	anger	0.303
wince	contraerse de dolor	anger	0.303
sullen	hosco	anger	0.303
involution	involución	anger	0.300
senseless	sin sentido	anger	0.297
stalemate	estancamiento	anger	0.297
depreciated	depreciado	anger	0.297
wasteful	antieconómico	anger	0.297
hoax	farsa	anger	0.297
misuse	mal uso	anger	0.297
getyourown	Consigue uno propio	anger	0.297
taxed	gravado	anger	0.297
depressed	Deprimido	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	parálisis	anger	0.295
displaced	desplazado	anger	0.294
limited	limitado	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orco	anger	0.289
ridiculous	ridículo	anger	0.289
teasing	burlas	anger	0.288
sharpen	afilar	anger	0.288
react	reaccionar	anger	0.288
presumptuous	presuntuoso	anger	0.288
spine	espina	anger	0.288
homeless	sin hogar	anger	0.288
hoot	ulular	anger	0.287
twitchy	nervioso	anger	0.287
barrier	barrera	anger	0.287
myopia	miopía	anger	0.283
contraband	contrabando	anger	0.281
disconnects	desconecta	anger	0.281
spam	correo no deseado	anger	0.281
lagging	rezagado	anger	0.281
shiver	temblar	anger	0.281
agh	agh	anger	0.281
restitution	restitución	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	delincuente	anger	0.281
noncompliance	incumplimiento	anger	0.279
troll	Troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	injusticia	anger	0.279
foray	incursión	anger	0.279
nether	inferior	anger	0.278
bugaboo	pesadilla	anger	0.273
immaturity	inmadurez	anger	0.273
bogus	falso	anger	0.273
uncaring	indiferente	anger	0.273
shock	choque	anger	0.269
feisty	luchadora	anger	0.269
defendant	acusado	anger	0.266
latent	latente	anger	0.266
rapping	golpecitos	anger	0.266
pry	palanca	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	oso	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperante	anger	0.266
quandary	dilema	anger	0.266
inconvenient	inconveniente	anger	0.266
feminism	feminismo	anger	0.266
humbug	farsante	anger	0.266
interrupts	interrupciones	anger	0.265
fluctuation	fluctuación	anger	0.265
exaggerate	exagerar	anger	0.263
lose	perder	anger	0.261
patter	tamborileo	anger	0.258
tease	molestar	anger	0.258
furnace	horno	anger	0.258
stone	piedra	anger	0.258
shoplifting	hurto	anger	0.258
soldier	soldado	anger	0.258
incompetent	incompetente	anger	0.257
indoctrination	adoctrinamiento	anger	0.255
skid	patinar	anger	0.250
notoriety	notoriedad	anger	0.250
falsehood	falsedad	anger	0.250
untrue	falso	anger	0.250
mastery	maestría	anger	0.250
tripping	tropezar	anger	0.250
nonsense	disparates	anger	0.250
unfollow	dejar de seguir	anger	0.250
noisy	ruidoso	anger	0.250
pouting	haciendo pucheros	anger	0.250
cane	caña	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	cohete	anger	0.250
complicate	complicar	anger	0.250
socialist	socialista	anger	0.250
lawyer	abogado	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Bloq Mayús	anger	0.242
fenced	cercado	anger	0.242
obstacle	obstáculo	anger	0.242
halter	cabestro	anger	0.242
witch	bruja	anger	0.242
vampire	vampiro	anger	0.242
detract	detraer	anger	0.242
ringer	campanero	anger	0.242
frowning	ceñudo	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hambre	anger	0.235
recession	recesión	anger	0.234
lava	lava	anger	0.234
shell	cáscara	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	incursionando	anger	0.234
tariff	arancel	anger	0.234
failing	defecto	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	bribón	anger	0.234
politics	política	anger	0.234
undesirable	indeseable	anger	0.231
darkness	oscuridad	anger	0.227
versus	versus	anger	0.227
resign	Renunciar	anger	0.227
copycat	imitador	anger	0.227
soaked	mojado	anger	0.226
unfulfilled	incumplido	anger	0.225
abandoned	abandonado	anger	0.222
bankruptcy	bancarrota	anger	0.221
owing	debido	anger	0.221
unattainable	incapturable	anger	0.221
unhelpful	inútil	anger	0.219
twitching	espasmos	anger	0.219
confusion	Confusión	anger	0.219
mosquito	mosquito	anger	0.219
warden	guardián	anger	0.219
misconception	Idea equivocada	anger	0.219
compress	comprimir	anger	0.219
whiny	quejumbroso	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	herramienta	anger	0.219
nosey	curioso	anger	0.213
overpriced	demasiado caro	anger	0.212
harry	acosar	anger	0.212
shortage	escasez	anger	0.212
adder	sumador	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	exagerado	anger	0.206
possession	posesión	anger	0.206
desert	Desierto	anger	0.206
pout	abadejo	anger	0.203
uninvited	no invitado	anger	0.203
arraignment	acusación	anger	0.203
inefficient	ineficiente	anger	0.203
rook	torre	anger	0.203
unlucky	desafortunado	anger	0.203
unpaid	no pagado	anger	0.203
backbone	columna vertebral	anger	0.203
sentence	frase	anger	0.203
powerless	impotente	anger	0.203
court	Corte	anger	0.199
endless	interminable	anger	0.198
adverts	anuncios	anger	0.197
delay	retrasar	anger	0.197
misstatement	declaración errónea	anger	0.197
distracted	distraído	anger	0.197
misunderstanding	malentendido	anger	0.195
excite	excitar	anger	0.191
inadmissible	inadmisible	anger	0.191
lightning	relámpago	anger	0.189
incase	en caso	anger	0.188
preclude	imposibilitar	anger	0.188
insecure	inseguro	anger	0.188
mournful	triste	anger	0.188
rating	clasificación	anger	0.182
mistress	amante	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	demandante	anger	0.182
insist	insistir	anger	0.182
distracting	distraer	anger	0.182
opium	opio	anger	0.180
willful	deliberado	anger	0.176
deserve	merecer	anger	0.176
insists	insiste	anger	0.175
treat	tratar	anger	0.175
misplace	perder	anger	0.172
indecisive	indeciso	anger	0.172
gibberish	algarabía	anger	0.172
fleece	lana	anger	0.172
fee	cuota	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	liberar	anger	0.172
excitation	excitación	anger	0.172
hormonal	hormonal	anger	0.172
mighty	poderoso	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	gañido	anger	0.168
unequal	desigual	anger	0.167
insufficiency	insuficiencia	anger	0.167
hamstring	tendón de la corva	anger	0.167
bargaining	negociación	anger	0.167
mule	mula	anger	0.167
insignificant	insignificante	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferencia	anger	0.156
rheumatism	reumatismo	anger	0.156
coop	cooperativa	anger	0.156
forearm	antebrazo	anger	0.156
uncertain	incierto	anger	0.152
bee	abeja	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	enredo	anger	0.152
disinformation	desinformación	anger	0.152
attorney	abogado	anger	0.152
underpaid	poco pagado	anger	0.152
pretending	pretendiendo	anger	0.152
campaigning	haciendo campaña	anger	0.151
hopelessness	desesperación	anger	0.149
feeling	sensación	anger	0.147
legalized	legalizado	anger	0.145
caution	precaución	anger	0.145
subsidy	subvención	anger	0.141
obliging	servicial	anger	0.141
morals	moralidad	anger	0.141
sterling	libra esterlina	anger	0.141
wimpy	débil	anger	0.140
bummer	gorrón	anger	0.139
misspell	escribir mal	anger	0.136
saloon	salón	anger	0.136
repay	pagar	anger	0.136
blemish	defecto	anger	0.136
surcharge	recargo	anger	0.136
geez	geez	anger	0.136
birch	abedul	anger	0.135
noob	novato	anger	0.133
honk	bocinazo	anger	0.133
orchestra	orquesta	anger	0.132
competitive	competitivo	anger	0.125
wireless	inalámbrico	anger	0.125
standstill	parada	anger	0.125
mosque	mezquita	anger	0.122
reversal	inversión	anger	0.121
inattention	inatención	anger	0.121
lace	cordón	anger	0.118
elbow	codo	anger	0.117
instinctive	instintivo	anger	0.112
chant	cantar	anger	0.111
lonely	solitario	anger	0.109
gnome	gnomo	anger	0.109
tolerate	tolerar	anger	0.106
management	administración	anger	0.102
advocacy	Abogacía	anger	0.100
moral	moral	anger	0.094
roadworks	obras de carretera	anger	0.091
honest	honesto	anger	0.087
forgetful	olvidadizo	anger	0.076
gent	caballero	anger	0.076
liquor	espíritu	anger	0.075
money	dinero	anger	0.074
hood	capucha	anger	0.071
curriculum	plan de estudios	anger	0.063
words	palabras	anger	0.062
smell	oler	anger	0.061
elf	duende	anger	0.061
playful	juguetón	anger	0.061
opera	ópera	anger	0.061
nurture	nutrir	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
