word	Tagalog (Filipino)-tl	emotion	emotion-intensity-score
adversity	kahirapan	anger	0.470
dispossessed	naalis	anger	0.470
friction	alitan	anger	0.470
jealous	naninibugho	anger	0.470
feudalism	pyudalismo	anger	0.470
armament	armamento	anger	0.470
thump	tumapik	anger	0.469
complain	magreklamo	anger	0.469
incite	mag-udyok	anger	0.469
steal	magnakaw	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	sumuway	anger	0.469
injury	pinsala	anger	0.469
simmer	kumulo	anger	0.469
distress	pagkabalisa	anger	0.469
insanity	pagkasira ng ulo	anger	0.469
selfish	makasarili	anger	0.469
huff	huff	anger	0.469
selfishness	pagkamakasarili	anger	0.469
backoff	lumayo ka	anger	0.469
plunder	pandarambong	anger	0.469
stifled	stifled	anger	0.469
subversive	subversive	anger	0.469
exile	pagpapatapon	anger	0.469
offense	pagkakasala	anger	0.469
objection	pagtutol	anger	0.469
recidivism	recidivism	anger	0.469
smother	pahid	anger	0.469
perpetrator	lider	anger	0.469
dislike	hindi gusto	anger	0.469
disruption	pagkagambala	anger	0.469
intolerance	hindi pagpayag	anger	0.469
opposition	pagsalungat	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	saro	anger	0.467
agony	paghihirap	anger	0.465
arrogant	mapagmataas	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	magbulalas	anger	0.456
elimination	pag-aalis	anger	0.456
picketing	picketing	anger	0.456
haughty	mapagmataas	anger	0.456
troublesome	mahirap	anger	0.455
clamor	hiyawan	anger	0.455
busted	busted	anger	0.455
constraint	pagpilit	anger	0.455
crabby	alimango	anger	0.455
veto	pagbeto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	iligaw	anger	0.455
illicit	ipinagbabawal	anger	0.455
dying	namamatay	anger	0.455
grated	gadgad	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ilegalidad	anger	0.455
flagrant	maliwanag	anger	0.455
impermeable	impermeable	anger	0.455
bad	masama	anger	0.453
despotism	despotismo	anger	0.453
usurped	umagaw	anger	0.453
godless	walang diyos	anger	0.453
disagreeing	hindi sumasang-ayon	anger	0.453
intense	matindi	anger	0.453
struggle	pakikibaka	anger	0.453
suppress	sugpuin	anger	0.453
disapproving	hindi sumasang-ayon	anger	0.453
desist	huminto	anger	0.453
bayonet	bayonet	anger	0.453
displeased	hindi nasisiyahan	anger	0.453
hysterical	masayang-maingay	anger	0.453
unlawful	labag sa batas	anger	0.451
wrongly	mali	anger	0.448
repellent	repellent	anger	0.442
wasted	nasayang	anger	0.441
foe	kaaway	anger	0.441
dishonor	kahihiyan	anger	0.441
wrongful	mali	anger	0.441
psychosis	sakit sa pag-iisip	anger	0.441
aversion	pag-ayaw	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	buko	anger	0.439
effigy	effigy	anger	0.439
schism	pagkakahati-hati	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	masama ang loob	anger	0.439
worthless	walang halaga	anger	0.438
deny	tanggihan	anger	0.438
ransom	ransom	anger	0.438
fugitive	takas	anger	0.438
deleterious	mapaminsala	anger	0.438
stupidity	katangahan	anger	0.438
abandonment	pag-abanduna	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	pangangati	anger	0.438
oblivion	limot	anger	0.437
segregate	ihiwalay	anger	0.437
payback	payback	anger	0.436
incongruous	walang kapararakan	anger	0.435
eviction	pagpapaalis	anger	0.435
collusion	pagsalungat	anger	0.432
rob	rob	anger	0.431
infidelity	pagtataksil	anger	0.429
ravenous	gutom na gutom	anger	0.429
overrun	sumobra	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	tagapagbalita	anger	0.426
martial	martial	anger	0.426
painful	masakit	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	hindi naniniwala	anger	0.426
rejection	pagtanggi	anger	0.426
defense	pagtatanggol	anger	0.425
powerful	malakas	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	mapanlinlang	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	nakakalason	anger	0.424
concealment	pagkatago	anger	0.424
greed	kasakiman	anger	0.424
disobedience	pagsuway	anger	0.424
fuss	pagkabahala	anger	0.424
enforce	ipatupad	anger	0.424
banger	banger	anger	0.424
commotion	kaguluhan	anger	0.424
defraud	pandaraya	anger	0.424
discontent	kawalang-kasiyahan	anger	0.424
unsympathetic	hindi matibay	anger	0.424
exasperation	pagkagalit	anger	0.424
barb	barb	anger	0.422
banishment	pagpapalayas	anger	0.422
sedition	sedisyon	anger	0.422
misrepresented	maling ipinalalagay	anger	0.422
snubbed	snubbed	anger	0.422
penetration	pagpasok	anger	0.422
cracked	basag	anger	0.422
annoyance	kaguluhan	anger	0.422
duel	labanan	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	uyam	anger	0.422
deportation	deportasyon	anger	0.422
nettle	kulitis	anger	0.422
scar	peklat	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	maliwanag	anger	0.420
force	lakas	anger	0.418
perverse	masama	anger	0.415
wring	pilipit	anger	0.415
bastion	bastion	anger	0.413
grim	malupit	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	masama	anger	0.412
tiff	tiff	anger	0.412
moody	sumpungin	anger	0.412
hunting	pangangaso	anger	0.411
indenture	indenture	anger	0.410
sham	pagkukunwari	anger	0.409
squelch	squelch	anger	0.409
awful	kakila-kilabot	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	contradict	anger	0.409
supremacy	supremacy	anger	0.409
sneak	lumabas	anger	0.409
cantwin	cantwin	anger	0.409
reproach	pagsisi	anger	0.409
compulsion	pinipilit	anger	0.409
inept	wala	anger	0.409
blockade	Pagbawalan	anger	0.409
detainee	detenido	anger	0.409
forfeit	mawawalan ng bisa	anger	0.409
disappoint	biguin	anger	0.409
lying	nakahiga	anger	0.408
epidemic	epidemya	anger	0.406
tremor	panginginig	anger	0.406
rail	tren	anger	0.406
onerous	mabigat	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	hindi maiisip	anger	0.406
forsaken	pinabayaan	anger	0.406
delusion	maling akala	anger	0.406
wrongdoing	mali	anger	0.406
badger	mabango	anger	0.406
antipathy	antipathy	anger	0.406
inequality	hindi pagkakapantay-pantay	anger	0.406
nuisance	istorbo	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumento	anger	0.404
affront	apront	anger	0.403
traumatic	traumatiko	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	Tingnan mo	anger	0.398
soslow	ang bagal	anger	0.398
frenetic	masilakbo	anger	0.397
remiss	maliban	anger	0.397
barge	barge	anger	0.396
howl	alulong	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxing	anger	0.394
untoward	hindi kanais-nais	anger	0.394
extinguish	pumatay	anger	0.394
keyed	susi	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	kawalang-galang	anger	0.394
illegal	ilegal	anger	0.394
rabble	galit na galit	anger	0.394
actionable	naaaksyunan	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	panloloko	anger	0.394
sue	maghain ng kahilingan	anger	0.394
unfriendly	hindi magiliw	anger	0.394
confiscate	kumpiskahin	anger	0.394
brimstone	asupre	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	kawalang-ingat	anger	0.391
earthquake	lindol	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	paglusaw	anger	0.391
rigged	rigged	anger	0.391
disagree	hindi sumasang-ayon	anger	0.389
lawsuit	demanda	anger	0.386
disused	disused	anger	0.382
immorality	imoralidad	anger	0.382
despair	kawalan ng pag-asa	anger	0.382
difficulty	kahirapan	anger	0.379
incurable	walang lunas	anger	0.379
touchy	touchy	anger	0.379
coerce	kumilos	anger	0.379
sizzle	sizzle	anger	0.379
rifle	rifle	anger	0.379
falsification	pagkakamali	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sugat	anger	0.379
picket	piket	anger	0.378
concussion	pagkakalog	anger	0.377
pessimism	pesimismo	anger	0.375
pitfall	pitfall	anger	0.375
infantile	bata	anger	0.375
disillusionment	kabiguan	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisya	anger	0.375
remand	remand	anger	0.375
faulty	may sira	anger	0.375
cannon	kanyon	anger	0.375
rawr	rawr	anger	0.375
sly	palihim	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	nakakahiya	anger	0.371
inhibit	pagbawalan	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	skisoprenya	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	pagbabawal	anger	0.368
conquest	pananakop	anger	0.367
bark	mag-upak	anger	0.365
leukemia	lukemya	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	hamon	anger	0.364
disapprove	hindi sumasang-ayon	anger	0.364
unhappy	malungkot	anger	0.364
retarded	retarded	anger	0.364
warrior	mandirigma	anger	0.364
belt	sinturon	anger	0.364
controversial	kontrobersyal	anger	0.359
opinionated	nagtatanggol	anger	0.359
paucity	paucity	anger	0.359
broken	sirang	anger	0.359
litigate	litigate	anger	0.359
polemic	polemic	anger	0.359
aftermath	resulta	anger	0.359
disliked	hindi nagustuhan	anger	0.359
loudness	loudness	anger	0.359
restriction	paghihigpit	anger	0.359
cad	walang hiya	anger	0.359
sectarian	pangkatin	anger	0.359
incompetence	kawalan ng kakayahan	anger	0.359
interrupting	nakakaabala	anger	0.358
fussy	maselan	anger	0.357
wench	wench	anger	0.353
misbehavior	maling gawain	anger	0.351
gruff	pagyurak	anger	0.351
remove	alisin	anger	0.351
brat	brat	anger	0.351
scarcity	kakulangan	anger	0.350
losing	pagkawala	anger	0.349
pest	peste	anger	0.348
defect	depekto	anger	0.348
hardened	matigas ang ulo	anger	0.348
deserted	desyerto	anger	0.348
lie	kasinungalingan	anger	0.348
retract	bawiin	anger	0.348
untrustworthy	hindi karapat-dapat	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	bigo	anger	0.348
disagreement	hindi pagkakaunawaan	anger	0.348
stigma	mantsa	anger	0.348
ulcer	ulser	anger	0.348
bias	bias	anger	0.345
negation	negasyon	anger	0.344
antisocial	antisosyal	anger	0.344
evade	umiwas	anger	0.344
shoddy	mura	anger	0.344
bothering	Iniistorbo	anger	0.344
impotence	kawalan ng kakayahan	anger	0.344
shaky	nanginginig	anger	0.344
misleading	nakakalito	anger	0.344
stripped	Nakuha	anger	0.344
disclaim	itakwil	anger	0.344
unsettled	hindi mapakali	anger	0.344
anxiety	pagkabalisa	anger	0.344
stingy	kuripot	anger	0.344
deterioration	pagkasira	anger	0.344
pirate	pirata	anger	0.344
unreliable	hindi maaasahan	anger	0.344
interminable	hindi kapani-paniwala	anger	0.343
disease	sakit	anger	0.341
meddle	makialam	anger	0.341
warp	Warp	anger	0.340
averse	ayaw	anger	0.338
infamous	kasumpa-sumpa	anger	0.338
alcoholism	alkoholismo	anger	0.338
row	hilera	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	masama	anger	0.333
encumbrance	kabaligtaran	anger	0.333
scorpion	alakdan	anger	0.333
illegitimate	hindi naaayon sa batas	anger	0.333
witchcraft	pangkukulam	anger	0.333
interrupt	matakpan	anger	0.333
paralyzed	paralisado	anger	0.333
sinner	makasalanan	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	hindi mapagkalooban	anger	0.329
phony	kasinungalingan	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	diskwalipikado	anger	0.328
fib	fib	anger	0.328
hiss	kumusta	anger	0.328
brrr	brrr	anger	0.328
resisting	resisting	anger	0.328
victim	biktima	anger	0.328
scapegoat	kanselado	anger	0.328
tighten	higpitan	anger	0.328
opponent	kalaban	anger	0.328
crusade	krusada	anger	0.328
dislocated	napawalang-bisa	anger	0.328
grumpy	mainit ang ulo	anger	0.328
prohibited	bawal	anger	0.328
inappropriate	hindi naaangkop	anger	0.324
haye	haye	anger	0.324
loss	pagkawala	anger	0.324
eschew	eschew	anger	0.324
trickery	panlilinlang	anger	0.324
neglected	napapabayaan	anger	0.324
canker	canker	anger	0.323
queues	mga queue	anger	0.318
muff	muff	anger	0.318
crunch	langutngot	anger	0.318
duplicity	pandaraya	anger	0.318
criticism	kritika	anger	0.318
shriek	sumigaw	anger	0.316
depreciate	depreciate	anger	0.315
poverty	kahirapan	anger	0.312
chaff	ipa	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	drama Queen	anger	0.312
dismissal	pagpapaalis	anger	0.312
mortality	dami ng namamatay	anger	0.312
deflate	umalis	anger	0.312
carelessness	kawalang-ingat	anger	0.312
dumps	lungkot	anger	0.312
revving	revving	anger	0.309
disallowed	hindi pinayagan	anger	0.308
thoughtless	hindi naisip	anger	0.307
boisterous	maingay	anger	0.307
burial	libing	anger	0.304
theocratic	teokratiko	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	walang saysay	anger	0.297
stalemate	pagkamatay	anger	0.297
depreciated	depreciated	anger	0.297
wasteful	aksaya	anger	0.297
hoax	hoax	anger	0.297
misuse	maling paggamit	anger	0.297
getyourown	getyourown	anger	0.297
taxed	buwis	anger	0.297
depressed	nalulumbay	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	pagkalumpo	anger	0.295
displaced	displaced	anger	0.294
limited	limitado	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	katawa-tawa	anger	0.289
teasing	panunukso	anger	0.288
sharpen	patalasin	anger	0.288
react	gumanti	anger	0.288
presumptuous	mapangahas	anger	0.288
spine	gulugod	anger	0.288
homeless	walang tahanan	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	hadlang	anger	0.287
myopia	mahinang paningin sa malayo	anger	0.283
contraband	kontrabando	anger	0.281
disconnects	mga disconnect	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	manginig	anger	0.281
agh	agh	anger	0.281
restitution	pagbabayad-pinsala	anger	0.281
flexin	flexin	anger	0.281
incompatible	hindi tugma	anger	0.281
delinquent	delinkwente	anger	0.281
noncompliance	hindi pagsunod	anger	0.279
troll	awitin	anger	0.279
buffering	buffering	anger	0.279
unfairness	hindi pantay	anger	0.279
foray	pandaraya	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	kawalang-hanggan	anger	0.273
bogus	bogus	anger	0.273
uncaring	walang pag-aalinlangan	anger	0.273
shock	shock	anger	0.269
feisty	feisty	anger	0.269
defendant	nasasakdal	anger	0.266
latent	tago	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bear	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	walang bisa	anger	0.266
quandary	pag-alala	anger	0.266
inconvenient	panggulo	anger	0.266
feminism	pambabae	anger	0.266
humbug	humbug	anger	0.266
interrupts	Nag-interrupts	anger	0.265
fluctuation	pagbabagu-bago	anger	0.265
exaggerate	magpahigit	anger	0.263
lose	mawala	anger	0.261
patter	patter	anger	0.258
tease	mang-ulol	anger	0.258
furnace	pugon	anger	0.258
stone	bato	anger	0.258
shoplifting	pag-shoplifting	anger	0.258
soldier	kawal	anger	0.258
incompetent	walang kakayahan	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	gumalaw	anger	0.250
notoriety	katanyagan	anger	0.250
falsehood	kasinungalingan	anger	0.250
untrue	hindi totoo	anger	0.250
mastery	pagwawagi	anger	0.250
tripping	balakid	anger	0.250
nonsense	bagay na walang kapararakan	anger	0.250
unfollow	i-unfollow	anger	0.250
noisy	maingay	anger	0.250
pouting	pouting	anger	0.250
cane	tungkod	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocket	anger	0.250
complicate	kumukulo	anger	0.250
socialist	sosyalista	anger	0.250
lawyer	abogado	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	nabakuran	anger	0.242
obstacle	balakid	anger	0.242
halter	halter	anger	0.242
witch	bruha	anger	0.242
vampire	vampire	anger	0.242
detract	mabawasan	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	gutom	anger	0.235
recession	pag-urong	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	taripa	anger	0.234
failing	nanghihina	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	masamang tao	anger	0.234
politics	pulitika	anger	0.234
undesirable	hindi kanais-nais	anger	0.231
darkness	kadiliman	anger	0.227
versus	laban sa	anger	0.227
resign	magbitiw	anger	0.227
copycat	copycat	anger	0.227
soaked	babad na babad	anger	0.226
unfulfilled	hindi natapos	anger	0.225
abandoned	inabandunang	anger	0.222
bankruptcy	bangkarota	anger	0.221
owing	utang	anger	0.221
unattainable	hindi matamo	anger	0.221
unhelpful	hindi makatutulong	anger	0.219
twitching	kumikislap	anger	0.219
confusion	pagkalito	anger	0.219
mosquito	lamok	anger	0.219
warden	warden	anger	0.219
misconception	maling kuru-kuro	anger	0.219
compress	i-compress	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tool	anger	0.219
nosey	nosy	anger	0.213
overpriced	sobrang presyo	anger	0.212
harry	harry	anger	0.212
shortage	kakulangan	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	pag-aari	anger	0.206
desert	disyerto	anger	0.206
pout	pout	anger	0.203
uninvited	hindi inanyayahan	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	hindi mabisa	anger	0.203
rook	rook	anger	0.203
unlucky	malaswa	anger	0.203
unpaid	walang bayad	anger	0.203
backbone	gulugod	anger	0.203
sentence	pangungusap	anger	0.203
powerless	walang kapangyarihan	anger	0.203
court	hukuman	anger	0.199
endless	walang hanggan	anger	0.198
adverts	adverts	anger	0.197
delay	pagkaantala	anger	0.197
misstatement	maling pagsisiwalat	anger	0.197
distracted	ginulo	anger	0.197
misunderstanding	hindi pagkakaunawaan	anger	0.195
excite	gumising	anger	0.191
inadmissible	hindi maiiwasan	anger	0.191
lightning	kidlat	anger	0.189
incase	kung sakali	anger	0.188
preclude	mahadlangan	anger	0.188
insecure	walang katiyakan	anger	0.188
mournful	malungkot	anger	0.188
rating	marka	anger	0.182
mistress	mistress	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	naghahabol	anger	0.182
insist	ipilit	anger	0.182
distracting	nakakagambala	anger	0.182
opium	opyo	anger	0.180
willful	sinasadya	anger	0.176
deserve	nararapat	anger	0.176
insists	insists	anger	0.175
treat	gamutin	anger	0.175
misplace	maililipat	anger	0.172
indecisive	walang katiyakan	anger	0.172
gibberish	walang kuwentang tao	anger	0.172
fleece	balahibo ng tupa	anger	0.172
fee	bayad	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	palayain	anger	0.172
excitation	paggulo	anger	0.172
hormonal	hormonal	anger	0.172
mighty	makapangyarihan	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	hindi pantay	anger	0.167
insufficiency	kakulangan	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargaining	anger	0.167
mule	mola	anger	0.167
insignificant	hindi gaanong mahalaga	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	pagwawalang-bahala	anger	0.156
rheumatism	rayuma	anger	0.156
coop	panukala	anger	0.156
forearm	bisig	anger	0.156
uncertain	hindi tiyak	anger	0.152
bee	pukyutan	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	paglahok	anger	0.152
disinformation	disinformation	anger	0.152
attorney	abogado	anger	0.152
underpaid	underpaid	anger	0.152
pretending	nagpapanggap	anger	0.152
campaigning	kampanya	anger	0.151
hopelessness	kawalan ng pag-asa	anger	0.149
feeling	pakiramdam	anger	0.147
legalized	legalize	anger	0.145
caution	mag-ingat	anger	0.145
subsidy	tulong na salapi	anger	0.141
obliging	mapagbigay	anger	0.141
morals	moralidad	anger	0.141
sterling	esterlina	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	maling pagbaybay	anger	0.136
saloon	saloon	anger	0.136
repay	bayaran	anger	0.136
blemish	dungis	anger	0.136
surcharge	patong na singil	anger	0.136
geez	geez	anger	0.136
birch	Birch	anger	0.135
noob	noob	anger	0.133
honk	kabur	anger	0.133
orchestra	orkestra	anger	0.132
competitive	mapagkumpitensya	anger	0.125
wireless	wireless	anger	0.125
standstill	tumigil	anger	0.125
mosque	moske	anger	0.122
reversal	baligtad	anger	0.121
inattention	hindi mapansin	anger	0.121
lace	puntas	anger	0.118
elbow	elbow	anger	0.117
instinctive	katutubo	anger	0.112
chant	umawit	anger	0.111
lonely	nag-iisa	anger	0.109
gnome	gnome	anger	0.109
tolerate	mapagtitiisan	anger	0.106
