word	Urdu-ur	emotion	emotion-intensity-score
imprisoned	قید	anger	0.484
mocking	مذاق	anger	0.484
opposed	مخالفت کی	anger	0.484
turbulence	غفلت	anger	0.483
pound	پونڈ	anger	0.481
coldness	سردی	anger	0.477
ungrateful	ناجائز	anger	0.472
battalion	بٹالین	anger	0.471
stoopid	چپچپا	anger	0.471
hostage	یرغمال	anger	0.470
infidel	افسوس	anger	0.470
ram	رام	anger	0.470
accuser	الزام لگایا	anger	0.470
gall	قد	anger	0.470
subversion	ذلت	anger	0.470
annoying	پریشان کن	anger	0.470
adversity	پریشان	anger	0.470
dispossessed	ڈسپوسایڈ	anger	0.470
friction	رگڑ	anger	0.470
jealous	حسد	anger	0.470
feudalism	سامراجیزم	anger	0.470
armament	بازو	anger	0.470
thump	پھینکنا	anger	0.469
complain	شکایت	anger	0.469
incite	متحرک	anger	0.469
steal	چوری	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	نافرمانی	anger	0.469
injury	زخم	anger	0.469
simmer	چھلانگ	anger	0.469
distress	تکلیف	anger	0.469
insanity	جنون	anger	0.469
selfish	خود غرض	anger	0.469
huff	ہف	anger	0.469
selfishness	خودمختاری	anger	0.469
backoff	بیک اپ	anger	0.469
plunder	لوٹ لو	anger	0.469
stifled	نکالا	anger	0.469
subversive	متنوع	anger	0.469
exile	جلاوطنی	anger	0.469
offense	جرم	anger	0.469
objection	اعتراض	anger	0.469
recidivism	ریفریجویٹ	anger	0.469
smother	دھوکہ دہی	anger	0.469
perpetrator	مجرم	anger	0.469
dislike	ناپسندی	anger	0.469
disruption	خلل	anger	0.469
intolerance	بدبختی	anger	0.469
opposition	اپوزیشن	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	پیالا	anger	0.467
agony	پریشانی	anger	0.465
arrogant	پریشان	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	وینٹ	anger	0.456
elimination	خاتمے	anger	0.456
picketing	ٹکٹ	anger	0.456
haughty	ہارسی	anger	0.456
troublesome	مصیبت	anger	0.455
clamor	کلمر	anger	0.455
busted	چھٹکارا	anger	0.455
constraint	رکاوٹ	anger	0.455
crabby	کیکڑے	anger	0.455
veto	ویٹو	anger	0.455
stubbed	چپچپا	anger	0.455
mislead	گمراہ	anger	0.455
illicit	غیر قانونی	anger	0.455
dying	مردہ	anger	0.455
grated	grated	anger	0.455
idiocy	بیوقوف	anger	0.455
illegality	غیر قانونی	anger	0.455
flagrant	صریح	anger	0.455
impermeable	ناممکن	anger	0.455
bad	برا	anger	0.453
despotism	ناپسندی	anger	0.453
usurped	غصہ	anger	0.453
godless	خدا کی طرف سے	anger	0.453
disagreeing	متفق	anger	0.453
intense	شدید	anger	0.453
struggle	جدوجہد	anger	0.453
suppress	دباؤ	anger	0.453
disapproving	ناپسندی	anger	0.453
desist	متنازعہ	anger	0.453
bayonet	بنونا	anger	0.453
displeased	ناخوش	anger	0.453
hysterical	افسوسناک	anger	0.453
unlawful	غیر قانونی	anger	0.451
wrongly	غلطی	anger	0.448
repellent	اختر	anger	0.442
wasted	برباد	anger	0.441
foe	افسوس	anger	0.441
dishonor	بے شک	anger	0.441
wrongful	غلطی	anger	0.441
psychosis	نفسیات	anger	0.441
aversion	نفرت	anger	0.440
punitive	سزا	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	افسوس	anger	0.439
schism	schism	anger	0.439
ultimatum	الٹمیٹم	anger	0.439
upset	پریشان	anger	0.439
worthless	بیکار	anger	0.438
deny	انکار	anger	0.438
ransom	تاوان	anger	0.438
fugitive	بدقسمتی	anger	0.438
deleterious	بے حد	anger	0.438
stupidity	بیوکوف	anger	0.438
abandonment	دستبرداری	anger	0.438
mucked	بکسھا	anger	0.438
separatist	علیحدگی پسند	anger	0.438
irritation	جلدی	anger	0.438
oblivion	گریز	anger	0.437
segregate	الگ	anger	0.437
payback	واپسی	anger	0.436
incongruous	متضاد	anger	0.435
eviction	ویسی	anger	0.435
collusion	الجھن	anger	0.432
rob	لوٹ لو	anger	0.431
infidelity	بے گناہ	anger	0.429
ravenous	مہنگا	anger	0.429
overrun	زیادہ سے زیادہ	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ہاربرنگ	anger	0.426
martial	مارشل	anger	0.426
painful	دردناک	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ناقابل یقین	anger	0.426
rejection	ردعمل	anger	0.426
defense	دفاع	anger	0.425
powerful	طاقتور	anger	0.424
censor	سینسر	anger	0.424
indecency	بے گناہ	anger	0.424
fraudulent	دھوکہ دہی	anger	0.424
gonorrhea	گوورراہ	anger	0.424
fallacious	فریب	anger	0.424
concealment	پوشیدہ	anger	0.424
greed	لالچ	anger	0.424
disobedience	نافرمانی	anger	0.424
fuss	افسوس	anger	0.424
enforce	نافذ کریں	anger	0.424
banger	بینجر	anger	0.424
commotion	تعجب	anger	0.424
defraud	کھوکھلی	anger	0.424
discontent	ناپسندی	anger	0.424
unsympathetic	ناپاک	anger	0.424
exasperation	پریشانی	anger	0.424
barb	باربی	anger	0.422
banishment	برتن	anger	0.422
sedition	فتوی	anger	0.422
misrepresented	غلطی	anger	0.422
snubbed	چھٹکارا	anger	0.422
penetration	رسائی	anger	0.422
cracked	پھٹے	anger	0.422
annoyance	پریشانی	anger	0.422
duel	دانو	anger	0.422
penitentiary	تناسب	anger	0.422
sarcasm	سوراخ	anger	0.422
deportation	ہتھیار	anger	0.422
nettle	نٹل	anger	0.422
scar	سکارف	anger	0.422
bang	دھماکے	anger	0.422
cur	کعبہ	anger	0.422
blatant	ناراض	anger	0.420
force	طاقت	anger	0.418
perverse	خطرناک	anger	0.415
wring	جھگڑا	anger	0.415
bastion	تسلسل	anger	0.413
grim	سخت	anger	0.413
sordid	سختی	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	سروی	anger	0.412
tiff	ٹف	anger	0.412
moody	موڈی	anger	0.412
hunting	شکار	anger	0.411
indenture	اندراج	anger	0.410
sham	شرم	anger	0.409
squelch	گدھے	anger	0.409
awful	خوفناک	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	متاثر	anger	0.409
contradict	متصادم	anger	0.409
supremacy	عظمت	anger	0.409
sneak	چپکے	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	تنقید	anger	0.409
compulsion	مجبوری	anger	0.409
inept	بے شک	anger	0.409
blockade	بلاکس	anger	0.409
detainee	قیدی	anger	0.409
forfeit	جعلی	anger	0.409
disappoint	مایوس	anger	0.409
lying	جھوٹ بولا	anger	0.408
epidemic	وبا	anger	0.406
tremor	زبردست	anger	0.406
rail	ریل	anger	0.406
onerous	پریشان	anger	0.406
cacophony	کوکفونی	anger	0.406
unthinkable	ناقابل یقین	anger	0.406
forsaken	ناکام	anger	0.406
delusion	ڈیلژن	anger	0.406
wrongdoing	غلطی	anger	0.406
badger	بیج	anger	0.406
antipathy	اینٹیپیٹی	anger	0.406
inequality	عدم مساوات	anger	0.406
nuisance	پریشانی	anger	0.406
scrapie	سکریپ	anger	0.406
wop	wop	anger	0.406
arguments	دلائل	anger	0.404
affront	پریشان	anger	0.403
traumatic	صدمہ	anger	0.402
libel	آزادی	anger	0.400
sodding	سوڈنگ	anger	0.400
annoys	پریشان	anger	0.400
watchout	خبر دار، دھیان رکھنا	anger	0.398
soslow	سوسلو	anger	0.398
frenetic	نسل پرستی	anger	0.397
remiss	یاد رکھنا	anger	0.397
barge	باندھ	anger	0.396
howl	کیسے	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	باکسنگ	anger	0.394
untoward	ناخوش	anger	0.394
extinguish	بجانا	anger	0.394
keyed	کلیدی	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ناپسندی	anger	0.394
illegal	غیر قانونی	anger	0.394
rabble	خرگوش	anger	0.394
actionable	کارروائی کی	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	دھوکہ	anger	0.394
sue	مقدمہ	anger	0.394
unfriendly	غیر دوستی	anger	0.394
confiscate	ضبط	anger	0.394
brimstone	برمی	anger	0.392
argh	ارغ	anger	0.391
pique	مثلا	anger	0.391
recklessness	بیکار	anger	0.391
earthquake	زلزلہ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	تحلیل	anger	0.391
rigged	جھگڑا	anger	0.391
disagree	متفق	anger	0.389
lawsuit	مقدمہ	anger	0.386
disused	ناپسندی	anger	0.382
immorality	غیر اخلاقی	anger	0.382
despair	نا امید	anger	0.382
difficulty	مشکل	anger	0.379
incurable	لاعلاج	anger	0.379
touchy	لچکدار	anger	0.379
coerce	تجارت	anger	0.379
sizzle	sizzle	anger	0.379
rifle	رائفل	anger	0.379
falsification	غلطی	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	زخم	anger	0.379
picket	ٹکٹ	anger	0.378
concussion	کنسل	anger	0.377
pessimism	ویسے	anger	0.375
pitfall	نقصان	anger	0.375
infantile	Infantile	anger	0.375
disillusionment	ناپسندی	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	ملیشیا	anger	0.375
remand	ریمانڈ	anger	0.375
faulty	غلط	anger	0.375
cannon	تپ	anger	0.375
rawr	rawr	anger	0.375
sly	مہلک	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	اقربا پروری	anger	0.371
distressing	پریشانی	anger	0.371
inhibit	روکنا	anger	0.371
vindicate	بدمعاش	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	ناجائز	anger	0.368
forbidding	منع ہے	anger	0.368
conquest	فتح	anger	0.367
bark	چکن	anger	0.365
leukemia	لیوکیمیا	anger	0.365
barks	چھڑی	anger	0.364
burke	برک	anger	0.364
challenge	چیلنج	anger	0.364
disapprove	ناپسندی	anger	0.364
unhappy	ناخوش	anger	0.364
retarded	پریشان	anger	0.364
warrior	جنگجو	anger	0.364
belt	بیلٹ	anger	0.364
controversial	متنازعہ	anger	0.359
opinionated	رائے دی	anger	0.359
paucity	کمی	anger	0.359
broken	ٹوٹاھوا	anger	0.359
litigate	جمع کرنا	anger	0.359
polemic	فقہ	anger	0.359
aftermath	اس کے بعد	anger	0.359
disliked	ناپسندی	anger	0.359
loudness	بلند آواز	anger	0.359
restriction	پابندی	anger	0.359
cad	کیڈ	anger	0.359
sectarian	فرقہ پرستی	anger	0.359
incompetence	ناگزیر	anger	0.359
interrupting	رکاوٹ	anger	0.358
fussy	fussy	anger	0.357
wench	وینچ	anger	0.353
misbehavior	غلط استعمال کی اطلاع دیں	anger	0.351
gruff	گرو	anger	0.351
remove	دور	anger	0.351
brat	چھوکری	anger	0.351
scarcity	کمی	anger	0.350
losing	کھو	anger	0.349
pest	کیڑوں	anger	0.348
defect	خرابی	anger	0.348
hardened	سخت	anger	0.348
deserted	ویران	anger	0.348
lie	جھوٹ بولنا	anger	0.348
retract	واپس لے لو	anger	0.348
untrustworthy	ناقابل اعتماد	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	مایوس	anger	0.348
disagreement	اختلاف	anger	0.348
stigma	محاصرہ	anger	0.348
ulcer	السر	anger	0.348
bias	تعصب	anger	0.345
negation	منفی	anger	0.344
antisocial	انتشار	anger	0.344
evade	تیار	anger	0.344
shoddy	بدبودار	anger	0.344
bothering	پریشان	anger	0.344
impotence	غفلت	anger	0.344
shaky	شرمناک	anger	0.344
misleading	گمراہ کرنا	anger	0.344
stripped	چھٹکارا	anger	0.344
disclaim	اعلان کریں	anger	0.344
unsettled	بے شمار	anger	0.344
anxiety	تشویش	anger	0.344
stingy	گندی	anger	0.344
deterioration	خرابی	anger	0.344
pirate	سمندری ڈاکو	anger	0.344
unreliable	ناقابل یقین	anger	0.344
interminable	مداخلت	anger	0.343
disease	بیماری	anger	0.341
meddle	مداخلت	anger	0.341
warp	جنگلی	anger	0.340
averse	نفرت	anger	0.338
infamous	بدنام	anger	0.338
alcoholism	شراب	anger	0.338
row	قطار	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	بیمار	anger	0.333
encumbrance	گڑبڑ	anger	0.333
scorpion	بکتر	anger	0.333
illegitimate	ناجائز	anger	0.333
witchcraft	جادوگر	anger	0.333
interrupt	رکاوٹ	anger	0.333
paralyzed	مفلوج	anger	0.333
sinner	گنہگار	anger	0.331
hulk	ہولک	anger	0.329
inconsiderate	متفق	anger	0.329
phony	فون	anger	0.328
spammers	اسپیمرز	anger	0.328
dashed	ڈرا ہوا	anger	0.328
disqualified	ناگزیر	anger	0.328
fib	فب	anger	0.328
hiss	اس کے	anger	0.328
brrr	brrr	anger	0.328
resisting	مزاحمت	anger	0.328
victim	مظلوم	anger	0.328
scapegoat	فریب	anger	0.328
tighten	سخت	anger	0.328
opponent	مخالف	anger	0.328
crusade	صلیب	anger	0.328
dislocated	خارج کر دیا	anger	0.328
grumpy	بدمعاش	anger	0.328
prohibited	ممنوعہ	anger	0.328
inappropriate	نامناسب	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	نقصان	anger	0.324
eschew	اسکو	anger	0.324
trickery	چالاکی	anger	0.324
neglected	نظر انداز	anger	0.324
canker	کینکر	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	مف	anger	0.318
crunch	بحران	anger	0.318
duplicity	تسلسل	anger	0.318
criticism	تنقید	anger	0.318
shriek	شریر	anger	0.316
depreciate	ذلت کیجئے	anger	0.315
poverty	غربت	anger	0.312
chaff	چائے	anger	0.312
dupe	دوپہر	anger	0.312
dramaqueen	ڈرامہ	anger	0.312
dismissal	برطرف	anger	0.312
mortality	شرح اموات	anger	0.312
deflate	جھگڑا	anger	0.312
carelessness	لاپرواہ	anger	0.312
dumps	ڈمپ	anger	0.312
revving	نظر ثانی	anger	0.309
disallowed	ناجائز	anger	0.308
thoughtless	بے نظیر	anger	0.307
boisterous	اجنبی	anger	0.307
burial	دفن	anger	0.304
theocratic	عروج	anger	0.303
wince	وین	anger	0.303
sullen	سلیمان	anger	0.303
involution	ارتقاء	anger	0.300
senseless	بے حد	anger	0.297
stalemate	سٹالیٹ	anger	0.297
depreciated	استحصال	anger	0.297
wasteful	فضول	anger	0.297
hoax	چکما	anger	0.297
misuse	غلط استعمال	anger	0.297
getyourown	حاصل کریں	anger	0.297
taxed	ٹیکس کیا	anger	0.297
depressed	اداس	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	پارلیمنٹ	anger	0.295
displaced	بے گھر	anger	0.294
limited	محدود	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ORC	anger	0.289
ridiculous	مضحکہ خیز	anger	0.289
teasing	چڑھاو	anger	0.288
sharpen	تیز	anger	0.288
react	ردعمل	anger	0.288
presumptuous	پریشان	anger	0.288
spine	ریڑھائی	anger	0.288
homeless	بے گھر	anger	0.288
hoot	ہٹ	anger	0.287
twitchy	twitchy	anger	0.287
barrier	رکاوٹ	anger	0.287
myopia	میریپیا	anger	0.283
contraband	جھگڑا	anger	0.281
disconnects	منقطع	anger	0.281
spam	فضول کے	anger	0.281
lagging	جھگڑا	anger	0.281
shiver	کاںپنا	anger	0.281
agh	Agh	anger	0.281
restitution	معاوضہ	anger	0.281
flexin	لچکدار	anger	0.281
incompatible	ناممکن	anger	0.281
delinquent	لاتعداد	anger	0.281
noncompliance	غیر عدم اطمینان	anger	0.279
troll	troll	anger	0.279
buffering	بفیرنگ	anger	0.279
unfairness	غیر منصفانہ	anger	0.279
foray	فورے	anger	0.279
nether	قومی	anger	0.278
bugaboo	بگابو	anger	0.273
immaturity	لاپتہ	anger	0.273
bogus	بکس	anger	0.273
uncaring	ناگوار	anger	0.273
shock	جھٹکا	anger	0.269
feisty	فیستھی	anger	0.269
defendant	مدعا	anger	0.266
latent	طے شدہ	anger	0.266
rapping	رپنگ	anger	0.266
pry	پیری	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	برداشت کریں	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	اندرونی	anger	0.266
quandary	بھوک	anger	0.266
inconvenient	تکلیف دہ	anger	0.266
feminism	feminism	anger	0.266
humbug	ہنگھگ	anger	0.266
interrupts	رکاوٹ	anger	0.265
fluctuation	کمی بیشی	anger	0.265
exaggerate	مبالغہ کاری	anger	0.263
lose	کھو	anger	0.261
patter	پیٹر	anger	0.258
tease	چڑھاو	anger	0.258
furnace	فرنس	anger	0.258
stone	پتھر	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	سپاہی	anger	0.258
incompetent	ناکافی	anger	0.257
indoctrination	اندراج	anger	0.255
skid	سکڈ	anger	0.250
notoriety	بدکاری	anger	0.250
falsehood	باطل	anger	0.250
untrue	غلط	anger	0.250
mastery	ماسٹر	anger	0.250
tripping	ٹرپلنگ	anger	0.250
nonsense	بکواس	anger	0.250
unfollow	ناپسندیدہ	anger	0.250
noisy	شور	anger	0.250
pouting	pouting	anger	0.250
cane	چھڑی	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	راکٹ	anger	0.250
complicate	پیچیدہ	anger	0.250
socialist	سوشلسٹ	anger	0.250
lawyer	وکیل	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	کیپسول	anger	0.242
fenced	فیڈ	anger	0.242
obstacle	رکاوٹ	anger	0.242
halter	halter	anger	0.242
witch	ڈائن	anger	0.242
vampire	ویمپائر	anger	0.242
detract	کشیدگی	anger	0.242
ringer	رینجر	anger	0.242
frowning	فریب	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	بھوک	anger	0.235
recession	کساد بازاری	anger	0.234
lava	لاوا	anger	0.234
shell	شیل	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ڈوبنگ	anger	0.234
tariff	ٹیرف	anger	0.234
failing	ناکامی	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	سیاست	anger	0.234
undesirable	ناگزیر	anger	0.231
darkness	اندھیرے	anger	0.227
versus	بمقابلہ	anger	0.227
resign	استعفی	anger	0.227
copycat	copycat	anger	0.227
soaked	بھیگی	anger	0.226
unfulfilled	ناقابل یقین	anger	0.225
abandoned	ترک کر دیا	anger	0.222
bankruptcy	دیوالیہ پن	anger	0.221
owing	اس وجہ سے	anger	0.221
unattainable	ناقابل یقین	anger	0.221
unhelpful	ناقابل یقین	anger	0.219
twitching	جڑنا	anger	0.219
confusion	الجھن	anger	0.219
mosquito	مچھر	anger	0.219
warden	وارڈن	anger	0.219
misconception	غلط فہمی	anger	0.219
compress	کمپریس	anger	0.219
whiny	کسبی	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	آلے	anger	0.219
nosey	نیزی	anger	0.213
overpriced	ختم ہوا	anger	0.212
harry	ہیری	anger	0.212
shortage	قلت	anger	0.212
adder	ایڈڈر	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	زیادہ تر	anger	0.206
possession	قبضہ	anger	0.206
desert	صحرا	anger	0.206
pout	پوٹ	anger	0.203
uninvited	ناممکن	anger	0.203
arraignment	آرگنائزیشن	anger	0.203
inefficient	ناکافی	anger	0.203
rook	روبوٹ	anger	0.203
unlucky	ناپسندی	anger	0.203
unpaid	غیر قانونی	anger	0.203
backbone	ریبون	anger	0.203
sentence	جملہ	anger	0.203
powerless	طاقتور	anger	0.203
court	عدالت	anger	0.199
endless	لامتناہی	anger	0.198
adverts	پیش کرتا ہے	anger	0.197
delay	تاخیر	anger	0.197
misstatement	غلطی	anger	0.197
distracted	پریشان	anger	0.197
misunderstanding	غلط فہمی	anger	0.195
excite	حوصلہ افزائی	anger	0.191
inadmissible	ناقابل قبول	anger	0.191
lightning	بجلی	anger	0.189
