word	Hausa-ha	emotion	emotion-intensity-score
stubbed	stubbed	anger	0.455
mislead	ɓatarwa	anger	0.455
illicit	rashin adalci	anger	0.455
dying	mutuwa	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	rashin bin doka	anger	0.455
flagrant	m	anger	0.455
impermeable	impermeable	anger	0.455
bad	m	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	rashin daidaituwa	anger	0.453
intense	tsanani	anger	0.453
struggle	gwagwarmayar	anger	0.453
suppress	kashe	anger	0.453
disapproving	rashin yarda	anger	0.453
desist	dakatar	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ba daidai ba	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	haramta	anger	0.451
wrongly	kuskure	anger	0.448
repellent	m	anger	0.442
wasted	lalata	anger	0.441
foe	makiya	anger	0.441
dishonor	wulakanci	anger	0.441
wrongful	kuskure	anger	0.441
psychosis	halin kirki	anger	0.441
aversion	ƙyama	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	farar fata	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	haushi	anger	0.439
worthless	maras amfani	anger	0.438
deny	ƙaryatãwa	anger	0.438
ransom	fansa	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	m	anger	0.438
stupidity	wawanci	anger	0.438
abandonment	watsi	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	wulakanci	anger	0.438
oblivion	manta	anger	0.437
segregate	segregate	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	fitarwa	anger	0.435
collusion	rikici	anger	0.432
rob	fashi	anger	0.431
infidelity	kafirci	anger	0.429
ravenous	ravenous	anger	0.429
overrun	sama	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	Martial	anger	0.426
painful	mai raɗaɗi	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	rashin yarda	anger	0.426
rejection	kin amincewa	anger	0.426
defense	tsaro	anger	0.425
powerful	iko	anger	0.424
censor	censor	anger	0.424
indecency	lalata	anger	0.424
fraudulent	fraudulent	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	ƙarya	anger	0.424
concealment	boye	anger	0.424
greed	zari	anger	0.424
disobedience	rashin biyayya	anger	0.424
fuss	fuss	anger	0.424
enforce	tilasta	anger	0.424
banger	banger	anger	0.424
commotion	tashin hankali	anger	0.424
defraud	defraud	anger	0.424
discontent	rashin haƙuri	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	rushewa	anger	0.424
barb	barb	anger	0.422
banishment	fitarwa	anger	0.422
sedition	rikici	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	shigarwa cikin farji	anger	0.422
cracked	fashe	anger	0.422
annoyance	fushi	anger	0.422
duel	duel	anger	0.422
penitentiary	Kurkuku	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	fitarwa	anger	0.422
nettle	nettle	anger	0.422
scar	scar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	karfi	anger	0.418
perverse	rudani	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	m	anger	0.412
hunting	farauta	anger	0.411
indenture	alamu	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	m	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	m	anger	0.409
contradict	sabawa	anger	0.409
supremacy	girma	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	zargi	anger	0.409
compulsion	tilas	anger	0.409
inept	m	anger	0.409
blockade	ƙullawa	anger	0.409
detainee	detainee	anger	0.409
forfeit	rasa	anger	0.409
disappoint	rashin takaici	anger	0.409
lying	kwance	anger	0.408
epidemic	annoba	anger	0.406
tremor	tremor	anger	0.406
rail	Rail	anger	0.406
onerous	dayarous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	wanda ba a iya tsammani ba	anger	0.406
forsaken	watsi	anger	0.406
delusion	yaudara	anger	0.406
wrongdoing	kuskure	anger	0.406
badger	badger	anger	0.406
antipathy	antipathy	anger	0.406
inequality	rashin daidaito	anger	0.406
nuisance	lalata	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	muhawarar	anger	0.404
affront	fushi	anger	0.403
traumatic	traumatic	anger	0.402
libel	lalata	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	watchout	anger	0.398
soslow	suma	anger	0.398
frenetic	frenetic	anger	0.397
remiss	rage	anger	0.397
barge	barge	anger	0.396
howl	kuka	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	wasa	anger	0.394
untoward	maras kyau	anger	0.394
extinguish	ƙarewa	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	rashin girmamawa	anger	0.394
illegal	ba bisa ka'ida ba	anger	0.394
rabble	rabble	anger	0.394
actionable	aiki	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	yaudara	anger	0.394
sue	nemi	anger	0.394
unfriendly	rashin tausayi	anger	0.394
confiscate	kwace	anger	0.394
brimstone	farar wuta	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	rashin hankali	anger	0.391
earthquake	girgizar kasa	anger	0.391
grrrrr	Gura	anger	0.391
dissolution	rushe	anger	0.391
rigged	rigged	anger	0.391
disagree	ba daidai ba	anger	0.389
lawsuit	kara	anger	0.386
disused	kwashe	anger	0.382
immorality	lalata	anger	0.382
despair	damuwa	anger	0.382
difficulty	wahala	anger	0.379
incurable	wanda ba zai iya ba	anger	0.379
touchy	touchy	anger	0.379
coerce	Coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	bindiga	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ciwo	anger	0.379
picket	picket	anger	0.378
concussion	rikicewa	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	haushi	anger	0.375
infantile	marayu	anger	0.375
disillusionment	rikice-rikice	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	yan bindiga	anger	0.375
remand	sakewa	anger	0.375
faulty	rashin kuskure	anger	0.375
cannon	cannon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	wahala	anger	0.371
inhibit	inhibit	anger	0.371
vindicate	amincewa	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	haramta	anger	0.368
conquest	cin nasara	anger	0.367
bark	haushi	anger	0.365
leukemia	cutar sankarar bargo	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	kalubale	anger	0.364
disapprove	ƙi amincewa	anger	0.364
unhappy	m	anger	0.364
retarded	retarded	anger	0.364
warrior	jarumi	anger	0.364
belt	bel	anger	0.364
controversial	rikici	anger	0.359
opinionated	ra'ayi	anger	0.359
paucity	paucity	anger	0.359
broken	karya	anger	0.359
litigate	rikici	anger	0.359
polemic	almara	anger	0.359
aftermath	bayan	anger	0.359
disliked	ƙi	anger	0.359
loudness	ƙarfi	anger	0.359
restriction	ƙuntatawa	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	incompetence	anger	0.359
interrupting	katsewa	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	lahani	anger	0.351
gruff	gruff	anger	0.351
remove	cire	anger	0.351
brat	brat	anger	0.351
scarcity	yunwa	anger	0.350
losing	rasa	anger	0.349
pest	kwaro	anger	0.348
defect	lahani	anger	0.348
hardened	taurare	anger	0.348
deserted	bace	anger	0.348
lie	ƙarya	anger	0.348
retract	juyawa	anger	0.348
untrustworthy	rashin amincewa	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	masanan basu ji dadin	anger	0.348
disagreement	rashin daidaituwa	anger	0.348
stigma	lalata	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	negation	anger	0.344
antisocial	antisocial	anger	0.344
evade	kaucewa	anger	0.344
shoddy	shoddy	anger	0.344
bothering	damuwa	anger	0.344
impotence	rashin ƙarfi	anger	0.344
shaky	shaky	anger	0.344
misleading	ɓatarwa	anger	0.344
stripped	kuta	anger	0.344
disclaim	disclaim	anger	0.344
unsettled	ba tare da tsoro ba	anger	0.344
anxiety	damuwa	anger	0.344
stingy	m	anger	0.344
deterioration	lalacewa	anger	0.344
pirate	fashi	anger	0.344
unreliable	unreliable	anger	0.344
interminable	ƙarshe	anger	0.343
disease	cuta	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	ƙi	anger	0.338
infamous	m	anger	0.338
alcoholism	barasa	anger	0.338
row	jere	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	rashin lafiya	anger	0.333
encumbrance	damuwa	anger	0.333
scorpion	kunama	anger	0.333
illegitimate	almara	anger	0.333
witchcraft	maita	anger	0.333
interrupt	katsewa	anger	0.333
paralyzed	paralyzed	anger	0.333
sinner	mai zunubi	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inconsiderate	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	an katse	anger	0.328
fib	fib	anger	0.328
hiss	ya	anger	0.328
brrr	brrr	anger	0.328
resisting	tsayayya	anger	0.328
victim	wanda aka azabtar	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	ƙarfafa	anger	0.328
opponent	abokin gaba	anger	0.328
crusade	kudancin	anger	0.328
dislocated	bace	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	haramta	anger	0.328
inappropriate	ba daidai ba	anger	0.324
haye	haye	anger	0.324
loss	asarar	anger	0.324
eschew	bace	anger	0.324
trickery	yaudara	anger	0.324
neglected	watsi	anger	0.324
canker	canker	anger	0.323
queues	jerin	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	daidaituwa	anger	0.318
criticism	zargi	anger	0.318
shriek	shriek	anger	0.316
depreciate	ragewa	anger	0.315
poverty	talauci	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	aikawa	anger	0.312
mortality	mutuwa	anger	0.312
deflate	gurbata	anger	0.312
carelessness	rashin kulawa	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	an haramta	anger	0.308
thoughtless	marasa tunani	anger	0.307
boisterous	m	anger	0.307
burial	binnewa	anger	0.304
theocratic	bin doka	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	rinjayar	anger	0.300
senseless	hankali	anger	0.297
stalemate	rikitarwa	anger	0.297
depreciated	baƙara	anger	0.297
wasteful	maras kyau	anger	0.297
hoax	max	anger	0.297
misuse	rashin amfani	anger	0.297
getyourown	samun kurown	anger	0.297
taxed	taxed	anger	0.297
depressed	tawayar	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	inna	anger	0.295
displaced	yan gudun hijirar	anger	0.294
limited	iyakance	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	m	anger	0.289
teasing	lalata	anger	0.288
sharpen	tofa	anger	0.288
react	amsa	anger	0.288
presumptuous	girman kai	anger	0.288
spine	kashin baya	anger	0.288
homeless	rashin gida	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	shamaki	anger	0.287
myopia	myopia	anger	0.283
contraband	rikitarwa	anger	0.281
disconnects	cire haɗin	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	sabuntawa	anger	0.281
flexin	sassau	anger	0.281
incompatible	m	anger	0.281
delinquent	m	anger	0.281
noncompliance	rashin amincewa	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	rashin adalci	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturity	anger	0.273
bogus	buguwa	anger	0.273
uncaring	ba tare da damu ba	anger	0.273
shock	girgiza	anger	0.269
feisty	fure	anger	0.269
defendant	wanda ake zargi	anger	0.266
latent	latent	anger	0.266
rapping	racing	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	hali	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	damuwa	anger	0.266
inconvenient	m	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	katsewa	anger	0.265
fluctuation	haɓakawa	anger	0.265
exaggerate	ƙara	anger	0.263
lose	rasa	anger	0.261
patter	alamar	anger	0.258
tease	lalata	anger	0.258
furnace	kwano	anger	0.258
stone	dutse	anger	0.258
shoplifting	Shoplifting	anger	0.258
soldier	soja	anger	0.258
incompetent	m	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	daraja	anger	0.250
falsehood	ƙarya	anger	0.250
untrue	gaskiya	anger	0.250
mastery	rinjaye	anger	0.250
tripping	fashewa	anger	0.250
nonsense	maganar banza	anger	0.250
unfollow	ba damuwa	anger	0.250
noisy	m	anger	0.250
pouting	yaɗa	anger	0.250
cane	cane	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roka	anger	0.250
complicate	ƙaddara	anger	0.250
socialist	zamantakewa	anger	0.250
lawyer	lauya	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kulle	anger	0.242
fenced	fenced	anger	0.242
obstacle	ƙuntatawa	anger	0.242
halter	halter	anger	0.242
witch	maciya	anger	0.242
vampire	vampire	anger	0.242
detract	detract	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	yunwa	anger	0.235
recession	koma bayan tattalin arziki	anger	0.234
lava	Lava	anger	0.234
shell	harsashi	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	magana	anger	0.234
tariff	jadawalin kuɗin fito	anger	0.234
failing	kasawa	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	siyasa	anger	0.234
undesirable	wanda ba'a so	anger	0.231
darkness	duhu	anger	0.227
versus	bisa	anger	0.227
resign	yi murabus	anger	0.227
copycat	copycat	anger	0.227
soaked	soaked	anger	0.226
unfulfilled	ba a cika ba	anger	0.225
abandoned	watsi	anger	0.222
bankruptcy	bankruptcy	anger	0.221
owing	saboda haka	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	rikicewa	anger	0.219
mosquito	sauro	anger	0.219
warden	warden	anger	0.219
misconception	kuskure	anger	0.219
compress	damfara	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	kayan aiki	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	kasawa	anger	0.212
adder	adder	anger	0.212
melodrama	karin alamar	anger	0.212
overplayed	abin mamaki	anger	0.206
possession	mallaka	anger	0.206
desert	hamada	anger	0.206
pout	yaro	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	rashin aiki	anger	0.203
rook	rook	anger	0.203
unlucky	m	anger	0.203
unpaid	unpaid	anger	0.203
backbone	kashin baya	anger	0.203
sentence	jumla	anger	0.203
powerless	rashin ƙarfi	anger	0.203
court	kotu	anger	0.199
endless	marar iyaka	anger	0.198
adverts	talla	anger	0.197
delay	jinkirta	anger	0.197
misstatement	rashin kuskure	anger	0.197
distracted	jawo hankali	anger	0.197
misunderstanding	rashin fahimta	anger	0.195
excite	yi murna	anger	0.191
inadmissible	mara yarda	anger	0.191
lightning	walƙiya	anger	0.189
incase	baza	anger	0.188
preclude	hana	anger	0.188
insecure	rashin tsaro	anger	0.188
mournful	baƙin ciki	anger	0.188
rating	rating	anger	0.182
mistress	farka	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	da'awar	anger	0.182
insist	nace	anger	0.182
distracting	gurzawa	anger	0.182
opium	opium	anger	0.180
willful	m	anger	0.176
deserve	cancanci	anger	0.176
insists	ya nace	anger	0.175
treat	bi da	anger	0.175
misplace	mished	anger	0.172
indecisive	marar hankali	anger	0.172
gibberish	gibberish	anger	0.172
fleece	gudu	anger	0.172
fee	fee	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	yanci	anger	0.172
excitation	farin ciki	anger	0.172
hormonal	hormonal	anger	0.172
mighty	mai girma	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	rashin daidaito	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	ciniki	anger	0.167
mule	mule	anger	0.167
insignificant	maras muhimmanci	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	rashin tunani	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	CO	anger	0.156
forearm	forearm	anger	0.156
uncertain	rashin tabbas	anger	0.152
bee	kudan zuma	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	hannu	anger	0.152
disinformation	disinformation	anger	0.152
attorney	lauya	anger	0.152
underpaid	karkashin biya	anger	0.152
pretending	yin wasa	anger	0.152
campaigning	yakin	anger	0.151
hopelessness	rashin bege	anger	0.149
feeling	ji	anger	0.147
legalized	halatta	anger	0.145
caution	taka tsantsan	anger	0.145
subsidy	tallafin	anger	0.141
obliging	dashi	anger	0.141
morals	halin kirki	anger	0.141
sterling	bakara	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	biya	anger	0.136
blemish	bama	anger	0.136
surcharge	ƙarin biya	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	haɗi	anger	0.133
orchestra	orchestra	anger	0.132
competitive	m	anger	0.125
wireless	mara waya	anger	0.125
standstill	standstill	anger	0.125
mosque	masallaci	anger	0.122
reversal	komawa	anger	0.121
inattention	saka idanu	anger	0.121
lace	yadin da aka saka	anger	0.118
elbow	gwiwar hannu	anger	0.117
instinctive	ainihi	anger	0.112
chant	gira	anger	0.111
lonely	m	anger	0.109
gnome	gnome	anger	0.109
tolerate	jurewa	anger	0.106
management	management	anger	0.102
advocacy	tallafi	anger	0.100
moral	halin kirki	anger	0.094
roadworks	hanyoyi	anger	0.091
honest	gaskiya	anger	0.087
forgetful	manta	anger	0.076
gent	gent	anger	0.076
liquor	giya	anger	0.075
money	kudi	anger	0.074
hood	hood	anger	0.071
curriculum	tsarin ilimi	anger	0.063
words	kalmomi	anger	0.062
smell	wari	anger	0.061
elf	elf	anger	0.061
playful	m	anger	0.061
opera	wasan kwaikwayo	anger	0.061
nurture	kulawa	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	mai ba da shawara	anger	0.059
trumpet	ƙaho	anger	0.059
birthplace	wurin haifuwa	anger	0.051
ribbon	kintinkiri	anger	0.047
youth	matasa	anger	0.045
vote	zabe	anger	0.045
cash	tsabar kudi	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	sanannu	anger	0.026
autocorrect	ba daidai ba	anger	0.015
sisterhood	'yan uwa	anger	0.015
musical	m	anger	0.011
tree	itace	anger	0.000
anticipation	jira	anticipation	0.859
excited	m	anticipation	0.859
anticipate	jira	anticipation	0.820
excitement	tashin hankali	anticipation	0.820
eagerness	sha'awa	anticipation	0.812
exciting	m	anticipation	0.797
expectant	fata	anticipation	0.789
thrilling	mai ban sha'awa	anticipation	0.781
hope	fata	anticipation	0.773
quest	nema	anticipation	0.766
expectance	jirage	anticipation	0.750
countdown	ragewa	anticipation	0.750
start	fara	anticipation	0.750
anticipatory	m	anticipation	0.750
adventure	kasada	anticipation	0.750
eager	marmarin	anticipation	0.742
climax	kusan	anticipation	0.742
excite	yi murna	anticipation	0.742
prophecy	annabci	anticipation	0.742
arouse	tada	anticipation	0.742
expect	sa ran	anticipation	0.742
birth	haihuwa	anticipation	0.734
ejaculation	ejaculation	anticipation	0.734
announcement	sanarwa	anticipation	0.734
liberation	sassauci	anticipation	0.727
urgent	gaggawa	anticipation	0.727
expecting	sa ran	anticipation	0.727
expectancy	fata	anticipation	0.727
imminent	sananne	anticipation	0.727
aspire	fata	anticipation	0.719
prospect	bege	anticipation	0.719
trepidation	trepidation	anticipation	0.719
reunion	gamuwa	anticipation	0.719
prospection	dubawa	anticipation	0.719
voyage	tafiya	anticipation	0.719
mystery	asiri	anticipation	0.711
journey	tafiya	anticipation	0.711
kiss	sumba	anticipation	0.711
enthusiasm	babbar sha'awa	anticipation	0.711
suspense	dakatarwa	anticipation	0.711
ecstasy	ecstasy	anticipation	0.711
rapture	fyaucewa	anticipation	0.711
yearning	kuna so	anticipation	0.711
urgency	gaggawa	anticipation	0.703
destination	manufa	anticipation	0.703
frantic	frantic	anticipation	0.703
excitation	farin ciki	anticipation	0.703
