word	Pashto-ps	emotion	emotion-intensity-score
ungrateful	ناڅاپه	anger	0.472
battalion	کنډک	anger	0.471
stoopid	ډک شوی	anger	0.471
hostage	یرغمل	anger	0.470
infidel	کافر	anger	0.470
ram	رام	anger	0.470
accuser	تورونه	anger	0.470
gall	ګال	anger	0.470
subversion	ماتول	anger	0.470
annoying	ځوریدل	anger	0.470
adversity	سختۍ	anger	0.470
dispossessed	بې ځایه شوی	anger	0.470
friction	تاوان	anger	0.470
jealous	حسد	anger	0.470
feudalism	ایډیالیزم	anger	0.470
armament	وسلې	anger	0.470
thump	ټوپ	anger	0.469
complain	شکایت کوي	anger	0.469
incite	انسجام	anger	0.469
steal	غلا کول	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	نافرماني	anger	0.469
injury	ټپی	anger	0.469
simmer	ډډه وکړئ	anger	0.469
distress	مصیبت	anger	0.469
insanity	بې شرمۍ	anger	0.469
selfish	ځان بسیا	anger	0.469
huff	هف	anger	0.469
selfishness	ځان بسیا	anger	0.469
backoff	شاته	anger	0.469
plunder	لوټ کړئ	anger	0.469
stifled	ټوټه شوی	anger	0.469
subversive	منفي	anger	0.469
exile	جلاوطني	anger	0.469
offense	جرم	anger	0.469
objection	اعتراض	anger	0.469
recidivism	بیا رژیم	anger	0.469
smother	خندا	anger	0.469
perpetrator	مرتکب	anger	0.469
dislike	ناڅاپه	anger	0.469
disruption	خنډونه	anger	0.469
intolerance	ناخبره	anger	0.469
opposition	مخالفین	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	غوږونه	anger	0.467
agony	ظلم	anger	0.465
arrogant	سرغړونه	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	وینځل	anger	0.456
elimination	له منځه وړل	anger	0.456
picketing	پیټنګ	anger	0.456
haughty	حيرت	anger	0.456
troublesome	ستونزمن	anger	0.455
clamor	کلیمور	anger	0.455
busted	پټې شوې	anger	0.455
constraint	خنډ	anger	0.455
crabby	کربي	anger	0.455
veto	ویټو	anger	0.455
stubbed	ټوټه شوی	anger	0.455
mislead	ګناه	anger	0.455
illicit	غیرقانوني	anger	0.455
dying	مړه کيږي	anger	0.455
grated	ګرانه شوی	anger	0.455
idiocy	idiocy	anger	0.455
illegality	غیرقانوني	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	نامتو	anger	0.455
bad	بد	anger	0.453
despotism	توقیف	anger	0.453
usurped	غصب شوی	anger	0.453
godless	خدای پاک	anger	0.453
disagreeing	مناقصه	anger	0.453
intense	شدید	anger	0.453
struggle	مبارزه	anger	0.453
suppress	ماتول	anger	0.453
disapproving	ناڅاپه	anger	0.453
desist	بښنه	anger	0.453
bayonet	بونټ	anger	0.453
displeased	ناڅاپه	anger	0.453
hysterical	غصب	anger	0.453
unlawful	ناقانونه	anger	0.451
wrongly	غلطه	anger	0.448
repellent	اختر	anger	0.442
wasted	ضايع شوي	anger	0.441
foe	خفه	anger	0.441
dishonor	بې شرمه	anger	0.441
wrongful	غلط	anger	0.441
psychosis	رواني ناروغۍ	anger	0.441
aversion	تبصره	anger	0.440
punitive	مجازات	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	ټوپک	anger	0.439
effigy	اغيزه	anger	0.439
schism	شیزم	anger	0.439
ultimatum	الټیمیتم	anger	0.439
upset	خپه	anger	0.439
worthless	بې ارزښته	anger	0.438
deny	انکار	anger	0.438
ransom	تاوان	anger	0.438
fugitive	ناسم	anger	0.438
deleterious	خراب	anger	0.438
stupidity	ناڅاپه	anger	0.438
abandonment	پرېښودل	anger	0.438
mucked	ټوپک	anger	0.438
separatist	بیلتون غوښتونکی	anger	0.438
irritation	ځړول	anger	0.438
oblivion	ژوندی	anger	0.437
segregate	جلا کول	anger	0.437
payback	پورونه	anger	0.436
incongruous	ناڅاپه	anger	0.435
eviction	له منځه وړل	anger	0.435
collusion	کولی	anger	0.432
rob	غلا کول	anger	0.431
infidelity	بدبختۍ	anger	0.429
ravenous	وحیان	anger	0.429
overrun	تیریدل	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	هاربینګر	anger	0.426
martial	مارشل	anger	0.426
painful	دردناک	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ناقانونه	anger	0.426
rejection	رد کول	anger	0.426
defense	دفاع	anger	0.425
powerful	ځواکمن	anger	0.424
censor	سنسر	anger	0.424
indecency	بې سواده	anger	0.424
fraudulent	درغلۍ	anger	0.424
gonorrhea	ګونوریا	anger	0.424
fallacious	غرنی	anger	0.424
concealment	پټول	anger	0.424
greed	لالچ	anger	0.424
disobedience	نافرماني	anger	0.424
fuss	ناڅاپي	anger	0.424
enforce	تطبیق	anger	0.424
banger	بینجر	anger	0.424
commotion	حرکت	anger	0.424
defraud	ککړتیا	anger	0.424
discontent	ناخوښه	anger	0.424
unsympathetic	ناڅاپه	anger	0.424
exasperation	تبصره	anger	0.424
barb	بیری	anger	0.422
banishment	جلاوطنۍ	anger	0.422
sedition	تاوان	anger	0.422
misrepresented	بدبخته	anger	0.422
snubbed	ټوټه شوی	anger	0.422
penetration	ننوت	anger	0.422
cracked	ټوټه شوی	anger	0.422
annoyance	تاوان	anger	0.422
duel	ډوډۍ	anger	0.422
penitentiary	تناسب	anger	0.422
sarcasm	سمدلاسه	anger	0.422
deportation	بیرته راتګ	anger	0.422
nettle	نسته	anger	0.422
scar	سکور	anger	0.422
bang	غږ	anger	0.422
cur	کره	anger	0.422
blatant	ناڅاپه	anger	0.420
force	ځواک	anger	0.418
perverse	ناڅاپه	anger	0.415
wring	قانع کول	anger	0.415
bastion	ټوټې	anger	0.413
grim	ګرانه	anger	0.413
sordid	سرډیډ	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	سروی	anger	0.412
tiff	ټیف	anger	0.412
moody	موډی	anger	0.412
hunting	ښکار	anger	0.411
indenture	داخلي	anger	0.410
sham	شام	anger	0.409
squelch	کڅوړه	anger	0.409
awful	ډارونکی	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	اغیزه	anger	0.409
contradict	متضاد	anger	0.409
supremacy	لویوالی	anger	0.409
sneak	چپ کړئ	anger	0.409
cantwin	کیتنین	anger	0.409
reproach	تناسب	anger	0.409
compulsion	اجباري	anger	0.409
inept	ناڅاپه	anger	0.409
blockade	بندیز	anger	0.409
detainee	توقیفی	anger	0.409
forfeit	ضبط	anger	0.409
disappoint	ناڅاپه	anger	0.409
lying	دروغ دی	anger	0.408
epidemic	ایډیدیمیک	anger	0.406
tremor	سخته	anger	0.406
rail	رېل	anger	0.406
onerous	زورور	anger	0.406
cacophony	تناسب	anger	0.406
unthinkable	ناڅاپه	anger	0.406
forsaken	له منځه وړل	anger	0.406
delusion	ویاړ	anger	0.406
wrongdoing	غلطی	anger	0.406
badger	بډر	anger	0.406
antipathy	انتيپپي	anger	0.406
inequality	نابرابری	anger	0.406
nuisance	ناڅاپه	anger	0.406
scrapie	سکریپ	anger	0.406
wop	wop	anger	0.406
arguments	دليلونه	anger	0.404
affront	مخکی	anger	0.403
traumatic	دردناک	anger	0.402
libel	لیلیل	anger	0.400
sodding	سوډډنګ	anger	0.400
annoys	ځورونه	anger	0.400
watchout	پام کوه	anger	0.398
soslow	سوزلو	anger	0.398
frenetic	فیزیکي	anger	0.397
remiss	راسره	anger	0.397
barge	بوره	anger	0.396
howl	څنګه؟	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	بکسونه	anger	0.394
untoward	ناڅاپه	anger	0.394
extinguish	اور وژنه	anger	0.394
keyed	کیلي	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	سپکاوی	anger	0.394
illegal	ناقانونه	anger	0.394
rabble	خرابي	anger	0.394
actionable	عمل وړ	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	درغلۍ	anger	0.394
sue	مقدمه	anger	0.394
unfriendly	ناڅاپه	anger	0.394
confiscate	ضبط	anger	0.394
brimstone	ډبره	anger	0.392
argh	ارغ	anger	0.391
pique	مثلا	anger	0.391
recklessness	بې پروای	anger	0.391
earthquake	زلزلې	anger	0.391
grrrrr	ګرامر	anger	0.391
dissolution	تحلیل	anger	0.391
rigged	غلا شوی	anger	0.391
disagree	متفق	anger	0.389
lawsuit	محاکمه	anger	0.386
disused	له مینځه وړل	anger	0.382
immorality	بې اخلاقۍ	anger	0.382
despair	ناڅاپه	anger	0.382
difficulty	ستونزه	anger	0.379
incurable	مناسب	anger	0.379
touchy	لمړی	anger	0.379
coerce	سکرو	anger	0.379
sizzle	sizzle	anger	0.379
rifle	ټوپک	anger	0.379
falsification	غلطی	anger	0.379
pokes	خوله	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	زخم	anger	0.379
picket	پیټ	anger	0.378
concussion	کنسول	anger	0.377
pessimism	بې رحیمه	anger	0.375
pitfall	زیان	anger	0.375
infantile	انفلاسیون	anger	0.375
disillusionment	بې باوره	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	ملیشه	anger	0.375
remand	یادونه	anger	0.375
faulty	ناقانونه	anger	0.375
cannon	تپ	anger	0.375
rawr	rawr	anger	0.375
sly	سوره	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	نوريزم	anger	0.371
distressing	سختۍ	anger	0.371
inhibit	منع کول	anger	0.371
vindicate	ویاړ	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	خوله شوی	anger	0.368
disreputable	ناڅاپه	anger	0.368
forbidding	منع کول	anger	0.368
conquest	فتح	anger	0.367
bark	چرګ	anger	0.365
leukemia	لیوکیمیا	anger	0.365
barks	برخونه	anger	0.364
burke	برک	anger	0.364
challenge	ننګونې	anger	0.364
disapprove	ناڅاپه	anger	0.364
unhappy	ناخوښه	anger	0.364
retarded	مات شوی	anger	0.364
warrior	یرغلګر	anger	0.364
belt	بیلټ	anger	0.364
controversial	متنازع	anger	0.359
opinionated	نظر	anger	0.359
paucity	کمښت	anger	0.359
broken	مات شوی	anger	0.359
litigate	لیګریټ	anger	0.359
polemic	فقه	anger	0.359
aftermath	وروسته	anger	0.359
disliked	نه خوښ	anger	0.359
loudness	لوړتیا	anger	0.359
restriction	محدودیت	anger	0.359
cad	کیډ	anger	0.359
sectarian	فرقه کونکي	anger	0.359
incompetence	ناامني	anger	0.359
interrupting	مداخله	anger	0.358
fussy	خندا	anger	0.357
wench	واښه	anger	0.353
misbehavior	ناوړه ګټه اخیستونکی	anger	0.351
gruff	ګراف	anger	0.351
remove	لرې کړئ	anger	0.351
brat	برات	anger	0.351
scarcity	کمښت	anger	0.350
losing	له لاسه ورکول	anger	0.349
pest	آفت	anger	0.348
defect	خرابي	anger	0.348
hardened	سخته	anger	0.348
deserted	ښخ شوي	anger	0.348
lie	دروغ دی	anger	0.348
retract	بیرته اخیستل	anger	0.348
untrustworthy	بې باوري	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ناڅاپه	anger	0.348
disagreement	اختلاف	anger	0.348
stigma	ستګا	anger	0.348
ulcer	السرس	anger	0.348
bias	تعصب	anger	0.345
negation	منفي	anger	0.344
antisocial	انتونیسټي	anger	0.344
evade	پریښودل	anger	0.344
shoddy	بېړه	anger	0.344
bothering	ځورول	anger	0.344
impotence	بې خوبۍ	anger	0.344
shaky	شکی	anger	0.344
misleading	بې لارې کول	anger	0.344
stripped	لرې شوی	anger	0.344
disclaim	رد کړئ	anger	0.344
unsettled	ناڅاپه	anger	0.344
anxiety	اندیښنه	anger	0.344
stingy	ټکی	anger	0.344
deterioration	خرابیدل	anger	0.344
pirate	قزاق	anger	0.344
unreliable	د اعتبار وړ نه دی	anger	0.344
interminable	مداخله	anger	0.343
disease	ناروغۍ	anger	0.341
meddle	منځګړیتوب	anger	0.341
warp	جګړه	anger	0.340
averse	لرې	anger	0.338
infamous	بې رحمه	anger	0.338
alcoholism	شراب	anger	0.338
row	قطار	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ناروغ	anger	0.333
encumbrance	بندیز	anger	0.333
scorpion	ډوډۍ	anger	0.333
illegitimate	ناقانونه	anger	0.333
witchcraft	جادوګر	anger	0.333
interrupt	مداخله	anger	0.333
paralyzed	ټوټه ټوټه شوه	anger	0.333
sinner	ګناهکار	anger	0.331
hulk	هولک	anger	0.329
inconsiderate	متمرکز	anger	0.329
phony	غږ	anger	0.328
spammers	سپیمرونه	anger	0.328
dashed	ټوټه شوې	anger	0.328
disqualified	ناڅاپي	anger	0.328
fib	فب	anger	0.328
hiss	د	anger	0.328
brrr	برښنا	anger	0.328
resisting	مقاومت	anger	0.328
victim	قرباني	anger	0.328
scapegoat	نوبتي	anger	0.328
tighten	ټینګ کړئ	anger	0.328
opponent	مخالف	anger	0.328
crusade	صلیب	anger	0.328
dislocated	بې ځایه شوی	anger	0.328
grumpy	خندا	anger	0.328
prohibited	منع شوی	anger	0.328
inappropriate	نامناسب	anger	0.324
haye	های	anger	0.324
loss	زیان	anger	0.324
eschew	د	anger	0.324
trickery	تریري	anger	0.324
neglected	غفلت شوی	anger	0.324
canker	کانکر	anger	0.323
queues	قطارونه	anger	0.318
muff	مفهوم	anger	0.318
crunch	بحران	anger	0.318
duplicity	دوهمه برخه	anger	0.318
criticism	تنقید	anger	0.318
shriek	شریک	anger	0.316
depreciate	بسپنه کوي	anger	0.315
poverty	بې وزلۍ	anger	0.312
chaff	چف	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	رد کول	anger	0.312
mortality	مړینه	anger	0.312
deflate	ټوټه ټوټه کړئ	anger	0.312
carelessness	بې پروای	anger	0.312
dumps	ډمپونه	anger	0.312
revving	بیاکتنه	anger	0.309
disallowed	منل شوي	anger	0.308
thoughtless	بې پرواه	anger	0.307
boisterous	غوږه	anger	0.307
burial	دفن	anger	0.304
theocratic	علوم	anger	0.303
wince	ویاړ	anger	0.303
sullen	سويډن	anger	0.303
involution	انکشاف	anger	0.300
senseless	بې ساری	anger	0.297
stalemate	سټیټیټ	anger	0.297
depreciated	استحصال شوی	anger	0.297
wasteful	ضایع شوی	anger	0.297
hoax	چلکی	anger	0.297
misuse	ناوړه ګټه اخیستنه	anger	0.297
getyourown	ترلاسه کړئ	anger	0.297
taxed	مالیه شوی	anger	0.297
depressed	خپګان	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	پارلسيز	anger	0.295
displaced	بې ځایه شوی	anger	0.294
limited	محدود	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	خوندور	anger	0.289
teasing	چڑول	anger	0.288
sharpen	تیزول	anger	0.288
react	غبرګون	anger	0.288
presumptuous	ناڅاپه	anger	0.288
spine	سپين	anger	0.288
homeless	بې کوره	anger	0.288
hoot	لوټ	anger	0.287
twitchy	ټوپۍ	anger	0.287
barrier	خنډ	anger	0.287
myopia	زماپیا	anger	0.283
contraband	کنډک	anger	0.281
disconnects	ړنګول	anger	0.281
spam	سپیم	anger	0.281
lagging	ټکونه	anger	0.281
shiver	توره	anger	0.281
agh	ی	anger	0.281
restitution	جبران	anger	0.281
flexin	لنډیز	anger	0.281
incompatible	ناممکن دی	anger	0.281
delinquent	ضربه	anger	0.281
noncompliance	ناباوره کول	anger	0.279
troll	ټال	anger	0.279
buffering	بسته بندي	anger	0.279
unfairness	ناپوهۍ	anger	0.279
foray	فورمه	anger	0.279
nether	خالص	anger	0.278
bugaboo	بوراباب	anger	0.273
immaturity	ناامني	anger	0.273
bogus	بګس	anger	0.273
uncaring	بې برخې کول	anger	0.273
shock	شاک	anger	0.269
feisty	فیستی	anger	0.269
defendant	تورن	anger	0.266
latent	لنډمهاله	anger	0.266
rapping	نقشه	anger	0.266
pry	پیري	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	صبر	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	اندرونی	anger	0.266
quandary	لوټري	anger	0.266
inconvenient	ناورین	anger	0.266
feminism	ښځه	anger	0.266
humbug	هګګګ	anger	0.266
interrupts	خنډونه	anger	0.265
fluctuation	تکرار	anger	0.265
exaggerate	زړورتیا	anger	0.263
lose	له لاسه ورکوی	anger	0.261
patter	تڼۍ	anger	0.258
tease	ټکي	anger	0.258
furnace	فرنس	anger	0.258
stone	ډبره	anger	0.258
shoplifting	د هټیو لیږد کول	anger	0.258
soldier	سرتیری	anger	0.258
incompetent	ناکافي	anger	0.257
indoctrination	اندیښنه	anger	0.255
skid	سکډ	anger	0.250
notoriety	بدبختۍ	anger	0.250
falsehood	باطل	anger	0.250
untrue	ناباوره	anger	0.250
mastery	ماسټرۍ	anger	0.250
tripping	درېم	anger	0.250
nonsense	بیداری	anger	0.250
unfollow	ناڅاپه	anger	0.250
noisy	شور	anger	0.250
pouting	وهل	anger	0.250
cane	مچ	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	راکټ	anger	0.250
complicate	پیچلي	anger	0.250
socialist	سوسیالیست	anger	0.250
lawyer	سلاكار	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	کیپسول	anger	0.242
fenced	بند شوی	anger	0.242
obstacle	خنډ	anger	0.242
halter	halter	anger	0.242
witch	ډک	anger	0.242
vampire	ویمپائر	anger	0.242
detract	خرابول	anger	0.242
ringer	رینجر	anger	0.242
frowning	وشو	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	لوږی	anger	0.235
recession	تاوان	anger	0.234
lava	لوا	anger	0.234
shell	شیل	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ډابلی کول	anger	0.234
tariff	تعرفې	anger	0.234
failing	ناکامۍ	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	سیاست	anger	0.234
undesirable	ناڅاپه	anger	0.231
darkness	تیاره	anger	0.227
versus	مقایسه	anger	0.227
resign	استعفی ورکړه	anger	0.227
copycat	کاپيکټ	anger	0.227
soaked	ټوپک	anger	0.226
unfulfilled	ناڅاپه	anger	0.225
abandoned	پرېښودل شوی	anger	0.222
bankruptcy	بانکداري	anger	0.221
owing	د	anger	0.221
unattainable	ناڅاپه	anger	0.221
unhelpful	بې له شکه	anger	0.219
twitching	ټوپک	anger	0.219
confusion	ګډوډی	anger	0.219
mosquito	مچکو	anger	0.219
warden	وارډر	anger	0.219
misconception	ناسم مفکوره	anger	0.219
compress	کمپکی	anger	0.219
whiny	څومره	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	وسیله	anger	0.219
nosey	ناڅاپي	anger	0.213
overpriced	زیاتوالی	anger	0.212
harry	هیري	anger	0.212
shortage	کمښت	anger	0.212
adder	کڅوړی	anger	0.212
melodrama	میډروډام	anger	0.212
overplayed	تکرار شوی	anger	0.206
possession	قبضه	anger	0.206
desert	دښته	anger	0.206
pout	پوټ	anger	0.203
uninvited	ناڅاپه	anger	0.203
arraignment	له مینځه وړل	anger	0.203
inefficient	ناکافي	anger	0.203
rook	ریښې	anger	0.203
unlucky	ناڅاپه	anger	0.203
unpaid	ناپېژندل شوی	anger	0.203
backbone	شاته	anger	0.203
sentence	سزا	anger	0.203
powerless	بې وسه	anger	0.203
court	محکمه	anger	0.199
endless	پایه	anger	0.198
adverts	خپروي	anger	0.197
delay	ځنډ	anger	0.197
misstatement	غلطی	anger	0.197
distracted	اندیښنه	anger	0.197
misunderstanding	غلط فهم	anger	0.195
excite	خوشحاله	anger	0.191
inadmissible	ناقانونه	anger	0.191
lightning	برېښنا	anger	0.189
incase	په صورت کې	anger	0.188
