word	Igbo-ig	emotion	emotion-intensity-score
imprisoned	a tụrụ ya mkpọrọ	anger	0.484
mocking	na-akwa emo	anger	0.484
opposed	emegide	anger	0.484
turbulence	ọgba aghara	anger	0.483
pound	paụnd	anger	0.481
coldness	oyi	anger	0.477
ungrateful	enweghị obi ekele	anger	0.472
battalion	battalion	anger	0.471
stoopid	eche	anger	0.471
hostage	njide	anger	0.470
infidel	onye na-ekweghị ekwe	anger	0.470
ram	ebule	anger	0.470
accuser	ebubo	anger	0.470
gall	gall	anger	0.470
subversion	ngbanwe	anger	0.470
annoying	iwe iwe	anger	0.470
adversity	nsogbu	anger	0.470
dispossessed	wepụrụ ya	anger	0.470
friction	esemokwu	anger	0.470
jealous	ekworo	anger	0.470
feudalism	ịlụ ọgụ	anger	0.470
armament	agha	anger	0.470
thump	akuku	anger	0.469
complain	mkpesa	anger	0.469
incite	kpalie	anger	0.469
steal	na-ezu ohi	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	nupụ isi	anger	0.469
injury	mmerụ	anger	0.469
simmer	simmer	anger	0.469
distress	nsogbu	anger	0.469
insanity	adịghị ọcha	anger	0.469
selfish	achọ ọdịmma onwe onye	anger	0.469
huff	huff	anger	0.469
selfishness	ịchọ ọdịmma onwe onye nanị	anger	0.469
backoff	backoff	anger	0.469
plunder	ịkwakọrọ	anger	0.469
stifled	stifled	anger	0.469
subversive	nnupụisi	anger	0.469
exile	na-akwaga	anger	0.469
offense	mmejọ	anger	0.469
objection	nkatọ	anger	0.469
recidivism	nchighari	anger	0.469
smother	na-ekpo ọkụ	anger	0.469
perpetrator	onye ndu	anger	0.469
dislike	enweghị mmasị	anger	0.469
disruption	nkwụsị	anger	0.469
intolerance	ekweghị ekwe	anger	0.469
opposition	mmegide	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	igwe	anger	0.467
agony	ahụhụ	anger	0.465
arrogant	mpako	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	windo	anger	0.456
elimination	mkpochapu	anger	0.456
picketing	akpa nri	anger	0.456
haughty	mpako	anger	0.456
troublesome	nsogbu	anger	0.455
clamor	kpoo	anger	0.455
busted	kwụsịrị	anger	0.455
constraint	nrụgide	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	ọka	anger	0.455
mislead	eduhie	anger	0.455
illicit	ezighi ezi	anger	0.455
dying	ọnwụ	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ezighi ezi	anger	0.455
flagrant	dị mma	anger	0.455
impermeable	impermeable	anger	0.455
bad	ọjọọ	anger	0.453
despotism	enweghị nkwenye	anger	0.453
usurped	weurped	anger	0.453
godless	enweghị chi	anger	0.453
disagreeing	enweghị nghọta	anger	0.453
intense	ike	anger	0.453
struggle	agha	anger	0.453
suppress	kwụsị	anger	0.453
disapproving	ekwetaghị	anger	0.453
desist	kwụsị	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ewe iwe	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	iwu akwadoghị	anger	0.451
wrongly	ezighi ezi	anger	0.448
repellent	weghachite	anger	0.442
wasted	ala n'iyi	anger	0.441
foe	onye iro	anger	0.441
dishonor	ihere	anger	0.441
wrongful	ezighi ezi	anger	0.441
psychosis	akparamagwa	anger	0.441
aversion	aversion	anger	0.440
punitive	ụtụ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	njedebe	anger	0.439
upset	bilie dị njikere	anger	0.439
worthless	abaghị uru	anger	0.438
deny	agọnahụ	anger	0.438
ransom	mgbapụta	anger	0.438
fugitive	onye gbara ọsọ	anger	0.438
deleterious	nhichapụ	anger	0.438
stupidity	nzuzu	anger	0.438
abandonment	agbahapụ	anger	0.438
mucked	na-ama jijiji	anger	0.438
separatist	separatist	anger	0.438
irritation	iwe	anger	0.438
oblivion	echefu	anger	0.437
segregate	segregate	anger	0.437
payback	akwụ ụgwọ	anger	0.436
incongruous	adịghị mma	anger	0.435
eviction	kpochapu	anger	0.435
collusion	nkwekọrịta	anger	0.432
rob	bido	anger	0.431
infidelity	ekweghị ekwe	anger	0.429
ravenous	ezumike	anger	0.429
overrun	gafere	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	ihe mgbu	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	enweghị obi abụọ	anger	0.426
rejection	jụrụ	anger	0.426
defense	nchebe	anger	0.425
powerful	ike	anger	0.424
censor	censor	anger	0.424
indecency	omume rụrụ arụ	anger	0.424
fraudulent	aghụghọ	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	na-enweghị isi	anger	0.424
concealment	ezo	anger	0.424
greed	anyaukwu	anger	0.424
disobedience	nnupu isi	anger	0.424
fuss	ọfọn	anger	0.424
enforce	mezuo	anger	0.424
banger	banger	anger	0.424
commotion	ọgba aghara	anger	0.424
defraud	njide	anger	0.424
discontent	enweghị obi ụtọ	anger	0.424
unsympathetic	enweghị obi ụtọ	anger	0.424
exasperation	oke iwe	anger	0.424
barb	barb	anger	0.422
banishment	pụọ	anger	0.422
sedition	ịgba ọchịchị mgba okpuru	anger	0.422
misrepresented	ekwuputara	anger	0.422
snubbed	snubbed	anger	0.422
penetration	ịbanye n'ime ya	anger	0.422
cracked	gbawara	anger	0.422
annoyance	iwe	anger	0.422
duel	duel	anger	0.422
penitentiary	ụlọ mkpọrọ	anger	0.422
sarcasm	ekwu okwu mkparị	anger	0.422
deportation	mbupụ	anger	0.422
nettle	nettle	anger	0.422
scar	afụ	anger	0.422
bang	Ee	anger	0.422
cur	nwa	anger	0.422
blatant	dị mma	anger	0.420
force	ike	anger	0.418
perverse	omume rụrụ arụ	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	oke	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	agbaghara	anger	0.412
hunting	ịchụ nta	anger	0.411
indenture	obi	anger	0.410
sham	sham	anger	0.409
squelch	nchikota	anger	0.409
awful	egwu	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	tinye aka	anger	0.409
contradict	emegide	anger	0.409
supremacy	elu	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	nkọcha	anger	0.409
compulsion	mmanye	anger	0.409
inept	enweghị	anger	0.409
blockade	igbochi	anger	0.409
detainee	detainee	anger	0.409
forfeit	wepu	anger	0.409
disappoint	emechu ihu	anger	0.409
lying	ịgha ụgha	anger	0.408
epidemic	ntiwapụ	anger	0.406
tremor	egwu	anger	0.406
rail	okporo ígwè	anger	0.406
onerous	ndị na-adịghị mma	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	echetụghị echiche	anger	0.406
forsaken	agbahapụ	anger	0.406
delusion	nrọ	anger	0.406
wrongdoing	eme ihe ọjọọ	anger	0.406
badger	badger	anger	0.406
antipathy	mgbochi	anger	0.406
inequality	enweghi oke	anger	0.406
nuisance	nhụsianya	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	arụmụka	anger	0.404
affront	iwe	anger	0.403
traumatic	traumatic	anger	0.402
libel	ọnụ	anger	0.400
sodding	sodding	anger	0.400
annoys	iwe iwe	anger	0.400
watchout	Lee anya	anger	0.398
soslow	ala	anger	0.398
frenetic	frenetic	anger	0.397
remiss	ezighi ezi	anger	0.397
barge	ụgbọ mmiri	anger	0.396
howl	kwaa ákwá	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ịgba ọkpọ	anger	0.394
untoward	ọhụụ	anger	0.394
extinguish	nhichapu	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	enweghị nkwanye ùgwù	anger	0.394
illegal	iwu na-akwadoghị	anger	0.394
rabble	rabble	anger	0.394
actionable	eme ihe	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	aghụghọ	anger	0.394
sue	nwaa	anger	0.394
unfriendly	enweghị ihu ọchị	anger	0.394
confiscate	weghachị	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	enweghị uche	anger	0.391
earthquake	ala ọma jijiji	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	mgbasa	anger	0.391
rigged	gbasiri ike	anger	0.391
disagree	ekwenyeghị	anger	0.389
lawsuit	ikpe	anger	0.386
disused	kwusara	anger	0.382
immorality	omume rụrụ arụ	anger	0.382
despair	obi nkoropụ	anger	0.382
difficulty	nsogbu	anger	0.379
incurable	enweghị ngwọta	anger	0.379
touchy	emetụ	anger	0.379
coerce	coerce	anger	0.379
sizzle	nwuo	anger	0.379
rifle	égbè	anger	0.379
falsification	ezughị okè	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	akpịrị	anger	0.379
picket	osisi	anger	0.378
concussion	mkparịta ụka	anger	0.377
pessimism	enweghị atụ	anger	0.375
pitfall	pitfall	anger	0.375
infantile	nwata	anger	0.375
disillusionment	enweghị nchekasị	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	agha	anger	0.375
remand	weghachite	anger	0.375
faulty	ezughị okè	anger	0.375
cannon	ụdọ	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	nsogbu	anger	0.371
inhibit	inhibit	anger	0.371
vindicate	kwadoro	anger	0.371
schizophrenia	nyocha	anger	0.369
skewed	na-eche	anger	0.368
disreputable	enweghị ihe ọ bụla	anger	0.368
forbidding	igbochi	anger	0.368
conquest	mmeri	anger	0.367
bark	ogbugbo	anger	0.365
leukemia	arịa ọrịa kansa ọbara	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	ihe ịma aka	anger	0.364
disapprove	ekwetaghị	anger	0.364
unhappy	enweghị obi ụtọ	anger	0.364
retarded	laghachi azụ	anger	0.364
warrior	agha	anger	0.364
belt	belt	anger	0.364
controversial	esemokwu	anger	0.359
opinionated	eche echiche	anger	0.359
paucity	ada ogbenye	anger	0.359
broken	gbajiri	anger	0.359
litigate	aghara aghara	anger	0.359
polemic	nsogbu	anger	0.359
aftermath	emesị	anger	0.359
disliked	enweghị mmasị	anger	0.359
loudness	oké olu	anger	0.359
restriction	mmachi	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	enweghị ike	anger	0.359
interrupting	nkwụsị	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	omume ọjọọ	anger	0.351
gruff	gruff	anger	0.351
remove	wepu	anger	0.351
brat	brat	anger	0.351
scarcity	ụkọ	anger	0.350
losing	na-efu	anger	0.349
pest	pesti	anger	0.348
defect	nkwarụ	anger	0.348
hardened	obi tara mmiri	anger	0.348
deserted	gbahapụrụ	anger	0.348
lie	ụgha	anger	0.348
retract	weghachite	anger	0.348
untrustworthy	enweghị ntụkwasị obi	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ndakpọ olileanya	anger	0.348
disagreement	enweghị nghọta	anger	0.348
stigma	ihere	anger	0.348
ulcer	ọnyá afọ	anger	0.348
bias	enweghị mmasị	anger	0.345
negation	negation	anger	0.344
antisocial	ndị na-emegide ndị mmadụ	anger	0.344
evade	zere	anger	0.344
shoddy	akpụkpọ ụkwụ	anger	0.344
bothering	nsogbu	anger	0.344
impotence	adịghị ike	anger	0.344
shaky	shaky	anger	0.344
misleading	eduhie	anger	0.344
stripped	ewepu	anger	0.344
disclaim	wepụ	anger	0.344
unsettled	obi erughị ala	anger	0.344
anxiety	nchegbu	anger	0.344
stingy	aghara	anger	0.344
deterioration	njọ	anger	0.344
pirate	pirate	anger	0.344
unreliable	unreliable	anger	0.344
interminable	adịghị mma	anger	0.343
disease	ọrịa	anger	0.341
meddle	tinye aka	anger	0.341
warp	agha	anger	0.340
averse	averse	anger	0.338
infamous	aha ọjọọ	anger	0.338
alcoholism	aṅụrụma	anger	0.338
row	ahịrị	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ọrịa	anger	0.333
encumbrance	nsogbu	anger	0.333
scorpion	akpị	anger	0.333
illegitimate	enweghị iwu	anger	0.333
witchcraft	amoosu	anger	0.333
interrupt	nkwụsị	anger	0.333
paralyzed	akpọnwụ	anger	0.333
sinner	mmehie	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	enweghị atụ	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	ezighi ezi	anger	0.328
fib	fib	anger	0.328
hiss	ya	anger	0.328
brrr	brrr	anger	0.328
resisting	iguzogide	anger	0.328
victim	onye agha	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	agbasie ike	anger	0.328
opponent	onye iro	anger	0.328
crusade	oke agha	anger	0.328
dislocated	akwusiri	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	machibidoro	anger	0.328
inappropriate	ezighi ezi	anger	0.324
haye	haye	anger	0.324
loss	ọnwụ	anger	0.324
eschew	eschew	anger	0.324
trickery	aghụghọ	anger	0.324
neglected	eleghara anya	anger	0.324
canker	ike	anger	0.323
queues	queues	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	ndapụta	anger	0.318
criticism	nkatọ	anger	0.318
shriek	mkpu	anger	0.316
depreciate	abaghị uru	anger	0.315
poverty	ịda ogbenye	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	nchụpụ	anger	0.312
mortality	ọnwụ	anger	0.312
deflate	ekwu okwu	anger	0.312
carelessness	enweghị uche	anger	0.312
dumps	ọkụ	anger	0.312
revving	nyochaa	anger	0.309
disallowed	ekwesighi	anger	0.308
thoughtless	enweghị echiche	anger	0.307
boisterous	na-egwu	anger	0.307
burial	ili ozu	anger	0.304
theocratic	ọchịchị Chineke	anger	0.303
wince	emeri	anger	0.303
sullen	obi ụtọ	anger	0.303
involution	nkwenye	anger	0.300
senseless	enweghị uche	anger	0.297
stalemate	enwe nsogbu	anger	0.297
depreciated	abaghị uru	anger	0.297
wasteful	emebi	anger	0.297
hoax	hoax	anger	0.297
misuse	eji ya eme ihe	anger	0.297
getyourown	getyourown	anger	0.297
taxed	na-akwụ ụgwọ	anger	0.297
depressed	dara mbà n'obi	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ahụ mkpọnwụ	anger	0.295
displaced	agafe	anger	0.294
limited	oke	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ọchị	anger	0.289
teasing	njakịrị	anger	0.288
sharpen	tụọ	anger	0.288
react	meghachi omume	anger	0.288
presumptuous	mpako	anger	0.288
spine	spine	anger	0.288
homeless	enweghị ebe obibi	anger	0.288
hoot	hoot	anger	0.287
twitchy	ntụgharị	anger	0.287
barrier	ihe mgbochi	anger	0.287
myopia	myopia	anger	0.283
contraband	igwe	anger	0.281
disconnects	kwụsịrị	anger	0.281
spam	spam	anger	0.281
lagging	agbaghara	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	nkwụghachi	anger	0.281
flexin	ike	anger	0.281
incompatible	ekwekọghị	anger	0.281
delinquent	ezighi ezi	anger	0.281
noncompliance	nkwenye	anger	0.279
troll	agha	anger	0.279
buffering	buffering	anger	0.279
unfairness	ezighi ezi	anger	0.279
foray	na-agba ọsọ	anger	0.279
nether	ala	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	imaturity	anger	0.273
bogus	bogus	anger	0.273
uncaring	enweghị nchekasị	anger	0.273
shock	ujo	anger	0.269
feisty	ugbo	anger	0.269
defendant	onye ikpe	anger	0.266
latent	latent	anger	0.266
rapping	na-agbapụ	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	agba	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	ọgba aghara	anger	0.266
inconvenient	enweghi nsogbu	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	nkwụsị	anger	0.265
fluctuation	mmụgharị	anger	0.265
exaggerate	ikwubiga okwu ókè	anger	0.263
lose	efunahụ	anger	0.261
patter	patter	anger	0.258
tease	akwa	anger	0.258
furnace	ọkụ	anger	0.258
stone	nkume	anger	0.258
shoplifting	ntụtụaka	anger	0.258
soldier	agha	anger	0.258
incompetent	enweghi ike	anger	0.257
indoctrination	nkwenye	anger	0.255
skid	skid	anger	0.250
notoriety	ama ama	anger	0.250
falsehood	ụgha	anger	0.250
untrue	ezighi ezi	anger	0.250
mastery	ike	anger	0.250
tripping	ịmalite	anger	0.250
nonsense	nzuzu	anger	0.250
unfollow	adịghị ala	anger	0.250
noisy	uju	anger	0.250
pouting	na-arụ ọrụ	anger	0.250
cane	ike	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	mechie	anger	0.250
socialist	elekọta mmadụ	anger	0.250
lawyer	ọkàiwu	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	igodo nnukwu mkpụrụedemede	anger	0.242
fenced	gbara ya gburugburu	anger	0.242
obstacle	ihe mgbochi	anger	0.242
halter	halter	anger	0.242
witch	ndi amoosu	anger	0.242
vampire	vampire	anger	0.242
detract	detract	anger	0.242
ringer	ụda	anger	0.242
frowning	na-agbakasị	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	agụụ	anger	0.235
recession	nbanye	anger	0.234
lava	ya	anger	0.234
shell	shea	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ekwu okwu	anger	0.234
tariff	ọnụahịa	anger	0.234
failing	ada ada	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	ndọrọ ndọrọ ọchịchị	anger	0.234
undesirable	adịghị mma	anger	0.231
darkness	ọchịchịrị	anger	0.227
versus	ntụgharị	anger	0.227
resign	kwenye	anger	0.227
copycat	copycat	anger	0.227
soaked	tinye ya	anger	0.226
unfulfilled	emezughị	anger	0.225
abandoned	agbahapụ	anger	0.222
bankruptcy	ezighi ezi	anger	0.221
owing	n'ihi ya	anger	0.221
unattainable	enweghị ike ịchọta	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	mgbagwoju anya	anger	0.219
mosquito	anwụnta	anger	0.219
warden	warden	anger	0.219
misconception	ezighị ezi	anger	0.219
compress	mpikota onu	anger	0.219
whiny	na-afụ ụfụ	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ngwaọrụ	anger	0.219
nosey	ọfọn	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	ụkọ	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	na-atụgharị uche	anger	0.206
possession	ihe onwunwe	anger	0.206
desert	ọzara	anger	0.206
pout	Obu	anger	0.203
uninvited	ezighi ezi	anger	0.203
arraignment	njide aka	anger	0.203
inefficient	enweghị ike	anger	0.203
rook	rook	anger	0.203
unlucky	enweghị obi ụtọ	anger	0.203
unpaid	enweghị ụgwọ	anger	0.203
backbone	azụ	anger	0.203
sentence	ikpe	anger	0.203
powerless	enweghị ike	anger	0.203
court	ikpe	anger	0.199
endless	adịghị agwụ agwụ	anger	0.198
adverts	mgbasa ozi	anger	0.197
delay	egbu oge	anger	0.197
misstatement	nkwuhie	anger	0.197
distracted	dọpụ uche	anger	0.197
misunderstanding	nghọtahie	anger	0.195
excite	kpalie	anger	0.191
inadmissible	ekwenyeghị	anger	0.191
lightning	àmụmà	anger	0.189
incase	adịghị ama ama	anger	0.188
preclude	zoo	anger	0.188
insecure	enweghị nchebe	anger	0.188
mournful	iru újú	anger	0.188
rating	ọkwa	anger	0.182
mistress	nna ukwu	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	onye na-ekwu okwu	anger	0.182
insist	esi ọnwụ	anger	0.182
distracting	na-adọpụ uche	anger	0.182
opium	opium	anger	0.180
willful	ezi uche	anger	0.176
deserve	kwesịrị	anger	0.176
insists	na-ekwusi ike	anger	0.175
treat	emeso	anger	0.175
misplace	ezighi ezi	anger	0.172
indecisive	enweghị obi abụọ	anger	0.172
gibberish	gibberish	anger	0.172
fleece	agba ọsọ	anger	0.172
fee	ego	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	tọhapụ	anger	0.172
excitation	obi ụtọ	anger	0.172
hormonal	hormonal	anger	0.172
mighty	dike	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ezighi ezi	anger	0.167
insufficiency	enweghị afọ ojuju	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	ahia	anger	0.167
mule	ịnyịnya ibu	anger	0.167
insignificant	enweghị isi	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	enweghị mmasị	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	ebu agha	anger	0.156
uncertain	ejighị n'aka	anger	0.152
bee	bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	itinye aka	anger	0.152
disinformation	disinformation	anger	0.152
attorney	onye ọka iwu	anger	0.152
underpaid	n'okpuru ego	anger	0.152
pretending	eme ka hà	anger	0.152
campaigning	agha	anger	0.151
hopelessness	enweghị olileanya	anger	0.149
feeling	mmetụta	anger	0.147
legalized	iwu akwadoro	anger	0.145
caution	ịkpachara anya	anger	0.145
subsidy	enyemaka	anger	0.141
obliging	iwu	anger	0.141
morals	omume ọma	anger	0.141
sterling	ọ bụ	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	kwụọ ụgwọ	anger	0.136
blemish	mmerụ	anger	0.136
surcharge	mgbakwunye	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	igwe egwu	anger	0.132
competitive	asọmpi	anger	0.125
wireless	wireless	anger	0.125
standstill	guzoro	anger	0.125
mosque	ụlọ alakụba	anger	0.122
reversal	ngbanwe	anger	0.121
inattention	inattention	anger	0.121
lace	lace	anger	0.118
elbow	nkiaka	anger	0.117
instinctive	ihe omuma	anger	0.112
chant	abụ	anger	0.111
lonely	owu	anger	0.109
gnome	gnome	anger	0.109
tolerate	anabata	anger	0.106
management	njikwa	anger	0.102
advocacy	ntinye	anger	0.100
moral	omume	anger	0.094
roadworks	ụzọ	anger	0.091
honest	eme ihe n'eziokwu	anger	0.087
forgetful	echezọ	anger	0.076
gent	gent	anger	0.076
liquor	mmanya	anger	0.075
money	ego	anger	0.074
hood	mkpu	anger	0.071
curriculum	usoro ọmụmụ	anger	0.063
