word	Yoruba-yo	emotion	emotion-intensity-score
plunder	ikogun	anger	0.469
stifled	stifled	anger	0.469
subversive	Afẹyinti	anger	0.469
exile	ni igbekun	anger	0.469
offense	ẹṣẹ	anger	0.469
objection	ipalara	anger	0.469
recidivism	igbasilẹ	anger	0.469
smother	mimu	anger	0.469
perpetrator	alaisan	anger	0.469
dislike	ikorira	anger	0.469
disruption	idalọwọduro	anger	0.469
intolerance	ifarada	anger	0.469
opposition	alatako	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ago	anger	0.467
agony	irora	anger	0.465
arrogant	agberaga	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	jijade	anger	0.456
elimination	imukuro	anger	0.456
picketing	idẹ	anger	0.456
haughty	haughty	anger	0.456
troublesome	onijogbon	anger	0.455
clamor	clamor	anger	0.455
busted	ti pa	anger	0.455
constraint	iyatọ	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	ṣiṣọna	anger	0.455
illicit	ibajẹ	anger	0.455
dying	ku	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	arufin	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	impermeable	anger	0.455
bad	buburu	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	alaiwa-bi-Ọlọrun	anger	0.453
disagreeing	aiyede	anger	0.453
intense	intense	anger	0.453
struggle	Ijakadi	anger	0.453
suppress	fi opin si	anger	0.453
disapproving	disapproving	anger	0.453
desist	deist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	binu	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	ibanuje	anger	0.451
wrongly	laisiṣe	anger	0.448
repellent	repellent	anger	0.442
wasted	ti sọnu	anger	0.441
foe	ọta	anger	0.441
dishonor	aṣoju	anger	0.441
wrongful	ti ko tọ	anger	0.441
psychosis	psychosis	anger	0.441
aversion	aversion	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	inu bibi	anger	0.439
worthless	asan	anger	0.438
deny	kọ	anger	0.438
ransom	igbowo	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	aṣoju	anger	0.438
stupidity	aṣiwère	anger	0.438
abandonment	abandonment	anger	0.438
mucked	mu mu	anger	0.438
separatist	olutọtọ	anger	0.438
irritation	irúnu	anger	0.438
oblivion	aṣiṣe	anger	0.437
segregate	segregate	anger	0.437
payback	payback	anger	0.436
incongruous	aibikita	anger	0.435
eviction	ipese	anger	0.435
collusion	ijidọpọ	anger	0.432
rob	Rob	anger	0.431
infidelity	aiṣedeede	anger	0.429
ravenous	ravenous	anger	0.429
overrun	yọkufẹ	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	ti ologun	anger	0.426
painful	irora	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	alaigbagbọ	anger	0.426
rejection	ijabọ	anger	0.426
defense	olugbeja	anger	0.425
powerful	lagbara	anger	0.424
censor	censor	anger	0.424
indecency	aibikita	anger	0.424
fraudulent	ẹtan	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	alaafia	anger	0.424
concealment	ipamọ	anger	0.424
greed	ojukokoro	anger	0.424
disobedience	alaigboran	anger	0.424
fuss	bii	anger	0.424
enforce	mu lagabara	anger	0.424
banger	banger	anger	0.424
commotion	ariwo	anger	0.424
defraud	defraud	anger	0.424
discontent	aibanujẹ	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	ipasẹ	anger	0.424
barb	agba	anger	0.422
banishment	gbigbe oko	anger	0.422
sedition	iparun	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	irunkuro	anger	0.422
cracked	sisan	anger	0.422
annoyance	ibanuje	anger	0.422
duel	duel	anger	0.422
penitentiary	ile-igbimọ	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportation	anger	0.422
nettle	ipalara	anger	0.422
scar	aleebu	anger	0.422
bang	Bangi	anger	0.422
cur	cur	anger	0.422
blatant	iyatọ	anger	0.420
force	agbara	anger	0.418
perverse	alagidi	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	jamu	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	Irẹwẹsi	anger	0.412
hunting	sode	anger	0.411
indenture	alaini	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	buruju	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	bii	anger	0.409
contradict	lodi	anger	0.409
supremacy	iṣeduro	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ẹgan	anger	0.409
compulsion	ifiro	anger	0.409
inept	ailewu	anger	0.409
blockade	dènà	anger	0.409
detainee	ominira	anger	0.409
forfeit	padanu	anger	0.409
disappoint	jakulẹ	anger	0.409
lying	eke	anger	0.408
epidemic	ajakale-arun	anger	0.406
tremor	tremor	anger	0.406
rail	iṣinipopada	anger	0.406
onerous	onerous	anger	0.406
cacophony	ṣelọpọ	anger	0.406
unthinkable	unthinkable	anger	0.406
forsaken	kọ silẹ	anger	0.406
delusion	iyatọ	anger	0.406
wrongdoing	aṣiṣe	anger	0.406
badger	badger	anger	0.406
antipathy	egboogi	anger	0.406
inequality	aidogba	anger	0.406
nuisance	iparun	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	awọn ariyanjiyan	anger	0.404
affront	ojuju	anger	0.403
traumatic	ipalara	anger	0.402
libel	ẹda	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	ṣọra	anger	0.398
soslow	gbongbo	anger	0.398
frenetic	frenetic	anger	0.397
remiss	ipalara	anger	0.397
barge	Oja	anger	0.396
howl	bawo	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	Boxing	anger	0.394
untoward	àìpẹ	anger	0.394
extinguish	pa	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	aibọwọ	anger	0.394
illegal	arufin	anger	0.394
rabble	rabble	anger	0.394
actionable	ti o ṣeeṣe	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	ẹtan	anger	0.394
sue	bẹbẹ	anger	0.394
unfriendly	aigbọra	anger	0.394
confiscate	confiscate	anger	0.394
brimstone	brimstone	anger	0.392
argh	Ibẹrẹ	anger	0.391
pique	pique	anger	0.391
recklessness	aiṣedede	anger	0.391
earthquake	ìṣẹlẹ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	ipasọ	anger	0.391
rigged	rigged	anger	0.391
disagree	koo	anger	0.389
lawsuit	ejo	anger	0.386
disused	disused	anger	0.382
immorality	aiṣedede	anger	0.382
despair	ibanujẹ	anger	0.382
difficulty	isoro	anger	0.379
incurable	ti ko ni itura	anger	0.379
touchy	touchy	anger	0.379
coerce	agbọn	anger	0.379
sizzle	sizzle	anger	0.379
rifle	ibọn	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	egbo	anger	0.379
picket	picket	anger	0.378
concussion	ijigọ	anger	0.377
pessimism	iṣiro	anger	0.375
pitfall	pitfall	anger	0.375
infantile	alabirin	anger	0.375
disillusionment	ibanujẹ	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	atunṣe	anger	0.375
faulty	aṣiṣe	anger	0.375
cannon	Kanonu	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	ibanujẹ	anger	0.371
inhibit	dojuti	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	ailera	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	ewọ	anger	0.368
conquest	iṣẹgun	anger	0.367
bark	epo igi	anger	0.365
leukemia	aisan lukimia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	ipenija	anger	0.364
disapprove	ko yẹ	anger	0.364
unhappy	alaafia	anger	0.364
retarded	retarded	anger	0.364
warrior	jagunjagun	anger	0.364
belt	igbanu	anger	0.364
controversial	ariyanjiyan	anger	0.359
opinionated	ti a ṣe akiyesi	anger	0.359
paucity	ailopin	anger	0.359
broken	fifọ	anger	0.359
litigate	ipalara	anger	0.359
polemic	polu	anger	0.359
aftermath	lẹhin lẹhin	anger	0.359
disliked	korira	anger	0.359
loudness	ariwo	anger	0.359
restriction	ihamọ	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	Agbara	anger	0.359
interrupting	interrupting	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	iwa aṣiṣe	anger	0.351
gruff	gruff	anger	0.351
remove	yọ kuro	anger	0.351
brat	brat	anger	0.351
scarcity	Agbara	anger	0.350
losing	sisonu	anger	0.349
pest	kokoro	anger	0.348
defect	aṣiṣe	anger	0.348
hardened	ṣòro	anger	0.348
deserted	silẹ	anger	0.348
lie	luba	anger	0.348
retract	tun pada	anger	0.348
untrustworthy	alaiṣẹ	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ti yẹ adehun	anger	0.348
disagreement	iyatọ	anger	0.348
stigma	abuku	anger	0.348
ulcer	ulcer	anger	0.348
bias	iyatọ	anger	0.345
negation	aṣoju	anger	0.344
antisocial	alatako	anger	0.344
evade	evade	anger	0.344
shoddy	bii	anger	0.344
bothering	ibanuje	anger	0.344
impotence	impotence	anger	0.344
shaky	gbigbọn	anger	0.344
misleading	ṣiwọn	anger	0.344
stripped	ti yọ kuro	anger	0.344
disclaim	sọ	anger	0.344
unsettled	unsettled	anger	0.344
anxiety	ṣàníyàn	anger	0.344
stingy	alara	anger	0.344
deterioration	ilọsiwaju	anger	0.344
pirate	Pirate	anger	0.344
unreliable	unreliable	anger	0.344
interminable	ailopin	anger	0.343
disease	aisan	anger	0.341
meddle	dojukọ	anger	0.341
warp	ogun	anger	0.340
averse	aṣeji	anger	0.338
infamous	ailokiki	anger	0.338
alcoholism	ọti-lile	anger	0.338
row	laini	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	aisan	anger	0.333
encumbrance	ipalara	anger	0.333
scorpion	ilọ-ara	anger	0.333
illegitimate	arufin	anger	0.333
witchcraft	ajẹ	anger	0.333
interrupt	da gbigbi	anger	0.333
paralyzed	paralyzed	anger	0.333
sinner	ẹlẹṣẹ	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	alaiṣedeede	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	ti ko iwakọ	anger	0.328
fib	fib	anger	0.328
hiss	rẹ	anger	0.328
brrr	brrr	anger	0.328
resisting	koju	anger	0.328
victim	njiya	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	Mu	anger	0.328
opponent	alatako	anger	0.328
crusade	crusade	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	alaro	anger	0.328
prohibited	ti ko gba laaye	anger	0.328
inappropriate	ko yẹ	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	pipadanu	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	ti gbagbe	anger	0.324
canker	canker	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	Duplicity	anger	0.318
criticism	ẹjọ	anger	0.318
shriek	gbigbe	anger	0.316
depreciate	ti dinku	anger	0.315
poverty	osi	anger	0.312
chaff	iyangbo	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	ijabọ	anger	0.312
mortality	iku	anger	0.312
deflate	agbeja	anger	0.312
carelessness	abojuto	anger	0.312
dumps	idalenu	anger	0.312
revving	revving	anger	0.309
disallowed	ti pa	anger	0.308
thoughtless	alairo	anger	0.307
boisterous	alawakọ	anger	0.307
burial	isinku	anger	0.304
theocratic	ijọba	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	awin	anger	0.300
senseless	alaimọ	anger	0.297
stalemate	jẹ iṣiro	anger	0.297
depreciated	ti a dinku	anger	0.297
wasteful	alailewu	anger	0.297
hoax	hoax	anger	0.297
misuse	ilokulo	anger	0.297
getyourown	gba	anger	0.297
taxed	taxed	anger	0.297
depressed	nre	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysis	anger	0.295
displaced	ti kuro nipo	anger	0.294
limited	lopin	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Orc	anger	0.289
ridiculous	ipaya	anger	0.289
teasing	teasing	anger	0.288
sharpen	ṣe atunṣe	anger	0.288
react	fesi	anger	0.288
presumptuous	ipaniyan	anger	0.288
spine	spine	anger	0.288
homeless	aini ile	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	idena	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	awọn asopọ	anger	0.281
spam	àwúrúju	anger	0.281
lagging	lagging	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	atunṣe	anger	0.281
flexin	Afikun	anger	0.281
incompatible	ibamu	anger	0.281
delinquent	laini	anger	0.281
noncompliance	alaigbagbọ	anger	0.279
troll	ẹja	anger	0.279
buffering	buffering	anger	0.279
unfairness	aiṣedeede	anger	0.279
foray	aṣiṣe	anger	0.279
nether	lapapọ	anger	0.278
bugaboo	tabboo	anger	0.273
immaturity	Imura	anger	0.273
bogus	bogus	anger	0.273
uncaring	laanu	anger	0.273
shock	mọnamọna	anger	0.269
feisty	feisty	anger	0.269
defendant	olujejọ	anger	0.266
latent	Latent	anger	0.266
rapping	rapping	anger	0.266
pry	Pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	agbateru	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	idẹruba	anger	0.266
inconvenient	ohun ti o rọrun	anger	0.266
feminism	abo	anger	0.266
humbug	humbug	anger	0.266
interrupts	awọn idilọwọ	anger	0.265
fluctuation	fluctuation	anger	0.265
exaggerate	exaggerate	anger	0.263
lose	padanu	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	ileru	anger	0.258
stone	okuta	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	jagunjagun	anger	0.258
incompetent	ko wulo	anger	0.257
indoctrination	imudaniyan	anger	0.255
skid	skid	anger	0.250
notoriety	akiyesi	anger	0.250
falsehood	iro	anger	0.250
untrue	alailẹṣẹ	anger	0.250
mastery	iṣakoso	anger	0.250
tripping	titin	anger	0.250
nonsense	ọrọ isọkusọ	anger	0.250
unfollow	unfollow	anger	0.250
noisy	alariwo	anger	0.250
pouting	pe	anger	0.250
cane	ohun ọgbin	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	Rocket	anger	0.250
complicate	complicate	anger	0.250
socialist	sosialisiti	anger	0.250
lawyer	agbẹjọro	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Botini ise leta nla	anger	0.242
fenced	ti pa	anger	0.242
obstacle	idiwọ	anger	0.242
halter	halter	anger	0.242
witch	witch	anger	0.242
vampire	vampire	anger	0.242
detract	detract	anger	0.242
ringer	ohun orin	anger	0.242
frowning	o ṣagbe	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	ebi	anger	0.235
recession	ipadasẹhin	anger	0.234
lava	Bẹẹni	anger	0.234
shell	ikarahun	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	idiyele ọja	anger	0.234
failing	aṣiṣe	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	asiwere	anger	0.234
politics	oselu	anger	0.234
undesirable	ti ko yẹ	anger	0.231
darkness	òkunkun	anger	0.227
versus	dipo	anger	0.227
resign	resign	anger	0.227
copycat	copycat	anger	0.227
soaked	soaked	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	abandoned	anger	0.222
bankruptcy	bankruptcy	anger	0.221
owing	nitoribi	anger	0.221
unattainable	ko ṣeeṣe	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	iparuru	anger	0.219
mosquito	efon	anger	0.219
warden	oluṣọ	anger	0.219
misconception	aṣiṣe rara	anger	0.219
compress	fun pọ	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ọpa	anger	0.219
nosey	ọpẹ	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	aito	anger	0.212
adder	adder	anger	0.212
melodrama	alakikanju	anger	0.212
overplayed	ti o pọju	anger	0.206
possession	ohun ini	anger	0.206
desert	asale	anger	0.206
pout	pout	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	atako	anger	0.203
inefficient	ainikari	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	aisanwo	anger	0.203
backbone	egungun kekere	anger	0.203
sentence	gbolohun	anger	0.203
powerless	laisi agbara	anger	0.203
court	ẹjọ	anger	0.199
endless	ailopin	anger	0.198
adverts	adverts	anger	0.197
delay	idaduro	anger	0.197
misstatement	aṣiwère	anger	0.197
distracted	ti yọ kuro	anger	0.197
misunderstanding	ede-aiyede	anger	0.195
excite	tayọ	anger	0.191
inadmissible	ti kii ṣe igbasilẹ	anger	0.191
lightning	monomono	anger	0.189
incase	bi o ba ṣẹlẹ pe	anger	0.188
preclude	farahan	anger	0.188
insecure	insecure	anger	0.188
mournful	ṣọfọ	anger	0.188
rating	Rating	anger	0.182
mistress	oluwa	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	alapejọ	anger	0.182
insist	tẹnumọ	anger	0.182
distracting	distracting	anger	0.182
opium	opium	anger	0.180
willful	didof	anger	0.176
deserve	balau	anger	0.176
insists	tẹnumọ	anger	0.175
treat	tọju	anger	0.175
misplace	misplace	anger	0.172
indecisive	alaigbọran	anger	0.172
gibberish	gibberish	anger	0.172
fleece	agbọn	anger	0.172
fee	ọya	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	ominira	anger	0.172
excitation	itara	anger	0.172
hormonal	homonu	anger	0.172
mighty	alagbara	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	unqual	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	idunadura	anger	0.167
mule	mule	anger	0.167
insignificant	ti ko ṣe pataki	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	aiyede	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	iwaju	anger	0.156
uncertain	alaini	anger	0.152
bee	Bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ilowosi	anger	0.152
disinformation	disinformation	anger	0.152
attorney	attorney	anger	0.152
underpaid	underpaid	anger	0.152
pretending	n di ara	anger	0.152
campaigning	Ipagbe	anger	0.151
hopelessness	ireti	anger	0.149
feeling	rilara	anger	0.147
legalized	ti ṣe ofin	anger	0.145
caution	akiyesi	anger	0.145
subsidy	iranlọwọ owo	anger	0.141
obliging	rọwọ	anger	0.141
morals	awọn iwa	anger	0.141
sterling	ọdun mẹta	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	Saloon	anger	0.136
repay	san	anger	0.136
blemish	àbàwọn	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	ibọwọ	anger	0.133
orchestra	Ẹgbẹ onilu	anger	0.132
competitive	ifigagbaga	anger	0.125
wireless	alailowaya	anger	0.125
standstill	duro	anger	0.125
mosque	Mossalassi	anger	0.122
reversal	iyipada	anger	0.121
inattention	inattention	anger	0.121
lace	lace	anger	0.118
elbow	igbonwo	anger	0.117
instinctive	lainidi	anger	0.112
chant	korin	anger	0.111
lonely	nitosi	anger	0.109
gnome	gnome	anger	0.109
tolerate	faramọ	anger	0.106
management	isakoso	anger	0.102
advocacy	agbero	anger	0.100
moral	iwa	anger	0.094
roadworks	awọn ọna ilu	anger	0.091
honest	ooto	anger	0.087
forgetful	gbagbe	anger	0.076
gent	gent	anger	0.076
liquor	ọti-lile	anger	0.075
money	owo	anger	0.074
hood	Hood	anger	0.071
curriculum	iwe ẹkọ	anger	0.063
words	awọn ọrọ	anger	0.062
smell	orun	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	ntọju	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	Oludamoran	anger	0.059
trumpet	ipè	anger	0.059
birthplace	ibi ibi	anger	0.051
ribbon	ribbon	anger	0.047
youth	ọdọ	anger	0.045
vote	Idibo	anger	0.045
cash	owo	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	ajekii	anger	0.029
celebrity	Amuludun	anger	0.026
autocorrect	adakọ	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	orin orin	anger	0.011
tree	igi	anger	0.000
anticipation	ifojusona	anticipation	0.859
excited	yiya	anticipation	0.859
anticipate	ni ifojusọna	anticipation	0.820
excitement	ariwo	anticipation	0.820
eagerness	itara	anticipation	0.812
exciting	moriwu	anticipation	0.797
expectant	expectant	anticipation	0.789
thrilling	didùn	anticipation	0.781
hope	ireti	anticipation	0.773
quest	ibere	anticipation	0.766
expectance	ireti	anticipation	0.750
countdown	kika	anticipation	0.750
start	bẹrẹ	anticipation	0.750
anticipatory	afojusọna	anticipation	0.750
adventure	adventure	anticipation	0.750
eager	ni itara	anticipation	0.742
climax	diẹ	anticipation	0.742
excite	tayọ	anticipation	0.742
prophecy	asọtẹlẹ	anticipation	0.742
arouse	arouse	anticipation	0.742
expect	reti	anticipation	0.742
birth	ibimọ	anticipation	0.734
ejaculation	ejaculation	anticipation	0.734
announcement	kede	anticipation	0.734
liberation	igbala	anticipation	0.727
urgent	amojuto	anticipation	0.727
expecting	n reti	anticipation	0.727
expectancy	expectancy	anticipation	0.727
imminent	sunmọto	anticipation	0.727
aspire	bori	anticipation	0.719
prospect	afojusọna	anticipation	0.719
trepidation	irọra	anticipation	0.719
reunion	isopọpọ	anticipation	0.719
prospection	atẹyẹwo	anticipation	0.719
voyage	ajo	anticipation	0.719
