word	Hawaiian-haw	emotion	emotion-intensity-score
claw	pāʻani	anger	0.485
dissident	ke kuā	anger	0.485
pervert	hoʻopunipuni	anger	0.485
incest	kuhi	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	hoʻoloheʻole	anger	0.485
usurp	lilo	anger	0.485
alienate	ke kū'ē	anger	0.485
avenger	ka mea hoʻopaʻi	anger	0.485
annoyed	ua huhū	anger	0.485
cutting	ʻoki	anger	0.485
disgrace	hilahila	anger	0.484
deceit	hoʻopunipuni	anger	0.484
suspicious	hoʻohuoi	anger	0.484
thresh	uha	anger	0.484
sucker	ka sucker	anger	0.484
strained	nāwaliwali	anger	0.484
blame	hewa	anger	0.484
upheaval	ʻo ka hopena	anger	0.484
renounce	haʻalele	anger	0.484
obnoxious	hilahila	anger	0.484
restrain	e hoʻomaha	anger	0.484
oust	oust	anger	0.484
litigious	hoʻopiʻi	anger	0.484
rivalry	ka hakakā	anger	0.484
penalty	uku	anger	0.484
imprisoned	e paʻahaoʻia	anger	0.484
mocking	eʻakaʻaka ana	anger	0.484
opposed	kū'ē	anger	0.484
turbulence	haunaele	anger	0.483
pound	paona	anger	0.481
coldness	maikaʻi	anger	0.477
ungrateful	hōʻoleʻole	anger	0.472
battalion	koa	anger	0.471
stoopid	haʻahaʻa	anger	0.471
hostage	ka hoʻopiʻi	anger	0.470
infidel	ka mea hoʻomaloka	anger	0.470
ram	hipa kāne	anger	0.470
accuser	ka mea hoʻopiʻi	anger	0.470
gall	ʻolo	anger	0.470
subversion	ke hoʻololi	anger	0.470
annoying	hoʻonāukiuki	anger	0.470
adversity	pilikia	anger	0.470
dispossessed	Ua hoʻokuʻuʻia	anger	0.470
friction	ke kuewa	anger	0.470
jealous	hae	anger	0.470
feudalism	feudalism	anger	0.470
armament	mea kaua	anger	0.470
thump	ka pu	anger	0.469
complain	hoopii	anger	0.469
incite	hāpai	anger	0.469
steal	eʻaihue	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ʻo ke kipi	anger	0.469
injury	eha	anger	0.469
simmer	hoʻohui	anger	0.469
distress	pilikia	anger	0.469
insanity	naʻaupō	anger	0.469
selfish	manaʻo wale	anger	0.469
huff	huff	anger	0.469
selfishness	manaʻokala wale	anger	0.469
backoff	hoʻihoʻi	anger	0.469
plunder	hao	anger	0.469
stifled	hoʻokuʻuʻia	anger	0.469
subversive	ke hoʻokele	anger	0.469
exile	lawe pio	anger	0.469
offense	hewa	anger	0.469
objection	hōʻole	anger	0.469
recidivism	ʻike hou	anger	0.469
smother	nui	anger	0.469
perpetrator	ka mea hana	anger	0.469
dislike	makemakeʻole	anger	0.469
disruption	haunaele	anger	0.469
intolerance	ke kali	anger	0.469
opposition	ke kū'ē	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	koko	anger	0.467
agony	eha	anger	0.465
arrogant	ka haʻaheo	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	makani	anger	0.456
elimination	hoʻokalakala	anger	0.456
picketing	ke kākeke	anger	0.456
haughty	kiʻekiʻe	anger	0.456
troublesome	pilikia	anger	0.455
clamor	kāpili	anger	0.455
busted	ua hoʻolimalimaʻia	anger	0.455
constraint	pilikia	anger	0.455
crabby	hika	anger	0.455
veto	veto	anger	0.455
stubbed	pale pale	anger	0.455
mislead	alakaʻi hewa	anger	0.455
illicit	hewa	anger	0.455
dying	make	anger	0.455
grated	kaʻiʻia	anger	0.455
idiocy	ʻikeʻole	anger	0.455
illegality	hewa	anger	0.455
flagrant	kūkala	anger	0.455
impermeable	pilikia	anger	0.455
bad	hewa	anger	0.453
despotism	ka manaʻo hoʻohālike	anger	0.453
usurped	lawe mākou	anger	0.453
godless	akuaʻole	anger	0.453
disagreeing	kūkāʻole	anger	0.453
intense	ikaika	anger	0.453
struggle	ke kaua	anger	0.453
suppress	hoʻopau	anger	0.453
disapproving	hōʻoleʻole	anger	0.453
desist	haʻalele	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ʻoluʻoluʻole	anger	0.453
hysterical	ia	anger	0.453
unlawful	ʻaʻole kūpono	anger	0.451
wrongly	hewa	anger	0.448
repellent	hoʻopiʻi	anger	0.442
wasted	ua'ānaiʻia	anger	0.441
foe	kaʻenemi	anger	0.441
dishonor	hōʻinoʻia	anger	0.441
wrongful	hewaʻole	anger	0.441
psychosis	ia	anger	0.441
aversion	kūiho	anger	0.440
punitive	punipona	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	nā knu	anger	0.439
effigy	ka pīhoihoi	anger	0.439
schism	ke aloha	anger	0.439
ultimatum	ka hopena	anger	0.439
upset	huhū	anger	0.439
worthless	makehewa	anger	0.438
deny	e hōʻole	anger	0.438
ransom	pānaʻi	anger	0.438
fugitive	ka mea mahuka	anger	0.438
deleterious	hoʻopau	anger	0.438
stupidity	lapuwale	anger	0.438
abandonment	ka haʻalele	anger	0.438
mucked	ua hoʻonā	anger	0.438
separatist	kaʻawale	anger	0.438
irritation	ka huhū	anger	0.438
oblivion	poina	anger	0.437
segregate	wehewehe	anger	0.437
payback	ukuhoʻi	anger	0.436
incongruous	kuhi	anger	0.435
eviction	ke kipakuʻia	anger	0.435
collusion	ka hakakā	anger	0.432
rob	mea hao	anger	0.431
infidelity	hōʻole	anger	0.429
ravenous	e kau	anger	0.429
overrun	nui	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	Koa	anger	0.426
painful	eha	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	hōʻole	anger	0.426
rejection	haʻalele	anger	0.426
defense	palekana	anger	0.425
powerful	ikaika	anger	0.424
censor	censor	anger	0.424
indecency	'ākau	anger	0.424
fraudulent	hoʻopunipuni	anger	0.424
gonorrhea	ʻo gonorrhea	anger	0.424
fallacious	nā mea maʻalahi	anger	0.424
concealment	hūnā	anger	0.424
greed	manaʻo nui	anger	0.424
disobedience	ka hoʻoloheʻole	anger	0.424
fuss	keʻano	anger	0.424
enforce	hoʻokō	anger	0.424
banger	pākū	anger	0.424
commotion	haunaele	anger	0.424
defraud	hoʻopunipuni	anger	0.424
discontent	kūleʻa	anger	0.424
unsympathetic	maikaʻiʻole	anger	0.424
exasperation	hoʻopiʻi	anger	0.424
barb	pā	anger	0.422
banishment	ke kipakuʻia	anger	0.422
sedition	kipi	anger	0.422
misrepresented	hoʻopunipuniʻia	anger	0.422
snubbed	hoʻopiliʻia	anger	0.422
penetration	ke komoʻana	anger	0.422
cracked	ua haki	anger	0.422
annoyance	hōʻehaʻeha	anger	0.422
duel	duel	anger	0.422
penitentiary	hale hoʻokolokolo	anger	0.422
sarcasm	nā'ōlelo hoʻokipa	anger	0.422
deportation	laweʻia	anger	0.422
nettle	ka upena	anger	0.422
scar	maʻile	anger	0.422
bang	Pā	anger	0.422
cur	pā	anger	0.422
blatant	kūkala	anger	0.420
force	ikaika	anger	0.418
perverse	kekee	anger	0.415
wring	wring	anger	0.415
bastion	ke kīʻaha	anger	0.413
grim	nui	anger	0.413
sordid	maikaʻi	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nui	anger	0.412
tiff	tiff	anger	0.412
moody	hāmeʻa	anger	0.412
hunting	huli	anger	0.411
indenture	kūlana	anger	0.410
sham	sham	anger	0.409
squelch	ke kuhi	anger	0.409
awful	weliweli	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	makemake	anger	0.409
contradict	kū'ē	anger	0.409
supremacy	kiʻekiʻe	anger	0.409
sneak	sneak	anger	0.409
cantwin	lawai	anger	0.409
reproach	ka hōʻino	anger	0.409
compulsion	pilikia	anger	0.409
inept	ʻaʻohe	anger	0.409
blockade	ke kāohi	anger	0.409
detainee	ka mea hoʻopaʻa	anger	0.409
forfeit	e lilo	anger	0.409
disappoint	pilikia	anger	0.409
lying	e moe ana	anger	0.408
epidemic	maʻi	anger	0.406
tremor	haʻalulu	anger	0.406
rail	kūleʻa	anger	0.406
onerous	pakahi	anger	0.406
cacophony	kope	anger	0.406
unthinkable	makemakeʻole	anger	0.406
forsaken	ua haʻaleleʻia	anger	0.406
delusion	hoʻopunipuni	anger	0.406
wrongdoing	hewa	anger	0.406
badger	nui	anger	0.406
antipathy	ke hōʻole	anger	0.406
inequality	likeʻole	anger	0.406
nuisance	pōʻino	anger	0.406
scrapie	hōʻailona	anger	0.406
wop	wop	anger	0.406
arguments	nā pane	anger	0.404
affront	ka paʻi	anger	0.403
traumatic	traumatic	anger	0.402
libel	hoʻopiʻi	anger	0.400
sodding	kālepa	anger	0.400
annoys	hōʻino	anger	0.400
watchout	akahele	anger	0.398
soslow	hele	anger	0.398
frenetic	kūlana	anger	0.397
remiss	i ka hoʻopaʻi	anger	0.397
barge	ka pā	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	haʻuki	anger	0.394
untoward	wehewehe	anger	0.394
extinguish	e hoʻopau	anger	0.394
keyed	keake	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	hōʻole	anger	0.394
illegal	hewa	anger	0.394
rabble	hāʻule	anger	0.394
actionable	wikiwiki	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	hoʻopunipuni	anger	0.394
sue	Huli	anger	0.394
unfriendly	alohaʻole	anger	0.394
confiscate	kāpena	anger	0.394
brimstone	i ka luaʻi pele	anger	0.392
argh	ke kumu	anger	0.391
pique	pique	anger	0.391
recklessness	manaʻoʻole	anger	0.391
earthquake	ka honua	anger	0.391
grrrrr	kūpaʻa	anger	0.391
dissolution	make	anger	0.391
rigged	ua maʻaleʻa	anger	0.391
disagree	ʻaʻohe like	anger	0.389
lawsuit	hoʻokolokolo	anger	0.386
disused	hoʻopauʻia	anger	0.382
immorality	hewa	anger	0.382
despair	pōʻino	anger	0.382
difficulty	pilikia	anger	0.379
incurable	he meaʻaiʻole	anger	0.379
touchy	paʻi	anger	0.379
coerce	ka hao	anger	0.379
sizzle	sizzle	anger	0.379
rifle	pipi	anger	0.379
falsification	ka hoʻopunipuni	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	nui	anger	0.379
picket	ke kiʻi	anger	0.378
concussion	ke hoʻokemu	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	ka lua	anger	0.375
infantile	keiki hānai	anger	0.375
disillusionment	ka hōʻeha	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	nā koa	anger	0.375
remand	hoʻopau	anger	0.375
faulty	hewaʻole	anger	0.375
cannon	cannon	anger	0.375
rawr	huawai	anger	0.375
sly	me	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	pilikia	anger	0.371
inhibit	hoʻopunipuni	anger	0.371
vindicate	hoʻopono	anger	0.371
schizophrenia	maʻi schizophrenia	anger	0.369
skewed	hoʻopiʻi	anger	0.368
disreputable	ʻaʻohe kūlana	anger	0.368
forbidding	e pāpāʻana	anger	0.368
conquest	lanakila	anger	0.367
bark	kahe	anger	0.365
leukemia	leukemia	anger	0.365
barks	nā barks	anger	0.364
burke	burke	anger	0.364
challenge	pilikia	anger	0.364
disapprove	hōʻole	anger	0.364
unhappy	pōʻino	anger	0.364
retarded	hoʻi	anger	0.364
warrior	koa	anger	0.364
belt	belp	anger	0.364
controversial	ke kūkākūkā	anger	0.359
opinionated	manaʻoʻia	anger	0.359
paucity	paucity	anger	0.359
broken	ua haki	anger	0.359
litigate	hoʻopau	anger	0.359
polemic	polemic	anger	0.359
aftermath	mahope	anger	0.359
disliked	makemakeʻole	anger	0.359
loudness	leo nui	anger	0.359
restriction	ka palena	anger	0.359
cad	kālepa	anger	0.359
sectarian	hui	anger	0.359
incompetence	ke kuhi	anger	0.359
interrupting	ke kuhi	anger	0.358
fussy	hele	anger	0.357
wench	wench	anger	0.353
misbehavior	hewa	anger	0.351
gruff	kūkā	anger	0.351
remove	wehe	anger	0.351
brat	brat	anger	0.351
scarcity	ka loaʻaʻole	anger	0.350
losing	nālowale	anger	0.349
pest	pest	anger	0.348
defect	hala	anger	0.348
hardened	ua paʻakikī	anger	0.348
deserted	ua haʻalele	anger	0.348
lie	wahaheʻe	anger	0.348
retract	hoʻopiʻi	anger	0.348
untrustworthy	ʻaʻole pono	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	pōʻino	anger	0.348
disagreement	ke kūkākūkā	anger	0.348
stigma	pilikia	anger	0.348
ulcer	ulcer	anger	0.348
bias	ʻike	anger	0.345
negation	negation	anger	0.344
antisocial	ke kū'ē'ē	anger	0.344
evade	pale aku	anger	0.344
shoddy	kāpili	anger	0.344
bothering	pilikia	anger	0.344
impotence	maʻiʻole	anger	0.344
shaky	haʻalulu	anger	0.344
misleading	hoʻopunipuni	anger	0.344
stripped	weheʻia	anger	0.344
disclaim	wehewehe	anger	0.344
unsettled	hoʻopauʻole	anger	0.344
anxiety	hopohopo	anger	0.344
stingy	nā meaʻeleʻele	anger	0.344
deterioration	ka hopena	anger	0.344
pirate	'ōpiopio	anger	0.344
unreliable	koaʻole	anger	0.344
interminable	hikiʻole	anger	0.343
disease	maʻi	anger	0.341
meddle	hoʻopili	anger	0.341
warp	kaua	anger	0.340
averse	pale	anger	0.338
infamous	nuiʻole	anger	0.338
alcoholism	ka waiʻona	anger	0.338
row	lā	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	maʻi	anger	0.333
encumbrance	pilikia	anger	0.333
scorpion	wiona	anger	0.333
illegitimate	nā mea kīnā	anger	0.333
witchcraft	ke kilokilo	anger	0.333
interrupt	hoʻopau	anger	0.333
paralyzed	maʻi'ōpū	anger	0.333
sinner	hewa	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ke kuhihewa	anger	0.329
phony	phony	anger	0.328
spammers	nā mea spammers	anger	0.328
dashed	pīpī	anger	0.328
disqualified	hōʻoleʻia	anger	0.328
fib	fib	anger	0.328
hiss	kona	anger	0.328
brrr	kū	anger	0.328
resisting	ke paleʻana	anger	0.328
victim	ka mea i paʻi	anger	0.328
scapegoat	kapepe	anger	0.328
tighten	e hoʻoikaika	anger	0.328
opponent	hoa paio	anger	0.328
crusade	hōʻuluʻulu	anger	0.328
dislocated	hemo	anger	0.328
grumpy	'ōhumu	anger	0.328
prohibited	pāpāʻia	anger	0.328
inappropriate	ʻaʻole kūpono	anger	0.324
haye	haye	anger	0.324
loss	make	anger	0.324
eschew	wehe	anger	0.324
trickery	hana hoʻopunipuni	anger	0.324
neglected	ua haʻaleleʻia	anger	0.324
canker	hiki ke hoʻohei	anger	0.323
queues	queues	anger	0.318
muff	muff	anger	0.318
crunch	helei	anger	0.318
duplicity	kūlike	anger	0.318
criticism	'ōlelo hōʻino	anger	0.318
shriek	kāhea	anger	0.316
depreciate	hōʻinoʻole	anger	0.315
poverty	nele	anger	0.312
chaff	ka'ōpala	anger	0.312
dupe	lawai	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	hoʻokuʻu	anger	0.312
mortality	ka make	anger	0.312
deflate	e pale	anger	0.312
carelessness	palekana	anger	0.312
dumps	pau	anger	0.312
revving	hoʻoponopono	anger	0.309
disallowed	hōʻoleʻia	anger	0.308
thoughtless	manaʻoʻole	anger	0.307
boisterous	hauʻoli	anger	0.307
burial	kanu	anger	0.304
theocratic	ke aʻoʻana	anger	0.303
wince	lanakila	anger	0.303
sullen	ʻoluʻolu	anger	0.303
involution	hōʻeuʻeu	anger	0.300
senseless	naʻaupō	anger	0.297
stalemate	kūpaʻa	anger	0.297
depreciated	hoʻopauʻia	anger	0.297
wasteful	ua palaho	anger	0.297
hoax	hoax	anger	0.297
misuse	hoʻohana kolohe	anger	0.297
getyourown	e loaʻa	anger	0.297
taxed	auhau	anger	0.297
depressed	ua kaumaha	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	maʻi'ōpū	anger	0.295
displaced	ua haʻaleleʻia	anger	0.294
limited	ua palena	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	aiʻole	anger	0.289
ridiculous	kaʻakaʻaka	anger	0.289
teasing	leasing	anger	0.288
sharpen	e hoʻoulu	anger	0.288
react	hoʻopau	anger	0.288
presumptuous	ke kūlana kiʻekiʻe	anger	0.288
spine	ke koko	anger	0.288
homeless	homeless	anger	0.288
hoot	hoot	anger	0.287
twitchy	keʻano	anger	0.287
barrier	pale	anger	0.287
myopia	myopia	anger	0.283
contraband	kū'ē'ē	anger	0.281
disconnects	hoʻokaʻawale	anger	0.281
spam	pāme	anger	0.281
lagging	lagging	anger	0.281
shiver	ia ia	anger	0.281
agh	a	anger	0.281
restitution	ka ukuhoʻi	anger	0.281
flexin	māmā	anger	0.281
incompatible	i ka hikiʻole	anger	0.281
delinquent	hoʻopono	anger	0.281
noncompliance	ke kū'ēʻole	anger	0.279
troll	hui	anger	0.279
buffering	uhau	anger	0.279
unfairness	kūponoʻole	anger	0.279
foray	ʻo ia	anger	0.279
nether	Pau	anger	0.278
bugaboo	ʻO ka pahu	anger	0.273
immaturity	ke olaʻole	anger	0.273
bogus	hiʻona	anger	0.273
uncaring	me ke kuhiʻole	anger	0.273
shock	ka hopena	anger	0.269
feisty	ka feisty	anger	0.269
defendant	ka mea i hoopiiʻia	anger	0.266
latent	kaomi	anger	0.266
rapping	Hoʻopiʻi	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ka bear	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	me ka manaʻole	anger	0.266
quandary	ke hoʻonui	anger	0.266
inconvenient	pilikiaʻole	anger	0.266
feminism	wahine	anger	0.266
humbug	humbug	anger	0.266
interrupts	hoʻopilikia	anger	0.265
fluctuation	ke kaʻina	anger	0.265
exaggerate	nui loa	anger	0.263
lose	make	anger	0.261
patter	papa helu	anger	0.258
tease	keki	anger	0.258
furnace	ka umu ahi	anger	0.258
stone	pōhaku	anger	0.258
shoplifting	kākoʻo	anger	0.258
soldier	koa	anger	0.258
incompetent	nele	anger	0.257
indoctrination	'ōlelo kumuhana	anger	0.255
skid	nā pale	anger	0.250
notoriety	mahalo	anger	0.250
falsehood	ʻole	anger	0.250
untrue	heʻoiaʻiʻo	anger	0.250
mastery	ka lanakila	anger	0.250
tripping	e hoʻouka	anger	0.250
nonsense	'ōlelo kuhihewa	anger	0.250
unfollow	hāʻule	anger	0.250
noisy	hauhea	anger	0.250
pouting	ke kumuhana	anger	0.250
cane	hiki	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	papa pōhaku	anger	0.250
complicate	hoʻopilikia	anger	0.250
socialist	olakino	anger	0.250
lawyer	loio	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	ka pale	anger	0.242
fenced	ua paʻa	anger	0.242
obstacle	ālaina	anger	0.242
halter	halter	anger	0.242
witch	ka poʻe kilokilo	anger	0.242
vampire	ke ola	anger	0.242
detract	hoʻopau	anger	0.242
ringer	kani	anger	0.242
frowning	keʻakeʻa	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	pōloli	anger	0.235
recession	hoʻi hou	anger	0.234
lava	ka pele	anger	0.234
shell	ka shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	kāhea	anger	0.234
tariff	ka uku hoʻolimalima	anger	0.234
failing	makeʻole	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	'Okela	anger	0.234
politics	ʻoihana politika	anger	0.234
undesirable	makemakeʻole	anger	0.231
darkness	pōʻeleʻele	anger	0.227
versus	e pili ana	anger	0.227
resign	haʻalele	anger	0.227
copycat	kope kope	anger	0.227
soaked	hoʻomaha	anger	0.226
unfulfilled	ʻaʻole i hoʻokō	anger	0.225
abandoned	haʻaleleʻia	anger	0.222
bankruptcy	hale kūʻai	anger	0.221
owing	no ke kumu	anger	0.221
unattainable	hikiʻole ke loaʻa	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	hoʻopunipuni	anger	0.219
confusion	hilahila	anger	0.219
mosquito	makai	anger	0.219
warden	kahu	anger	0.219
misconception	ke kuhihewa	anger	0.219
compress	pilikia	anger	0.219
whiny	uʻi	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	mea hana	anger	0.219
nosey	nosy	anger	0.213
overpriced	i luna	anger	0.212
harry	hili	anger	0.212
shortage	pauʻole	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	ʻikeʻia	anger	0.206
possession	paʻa	anger	0.206
desert	waonahele	anger	0.206
pout	pout	anger	0.203
uninvited	hōʻikeʻoleʻia	anger	0.203
arraignment	hoʻopiʻi	anger	0.203
inefficient	maikaʻiʻole	anger	0.203
rook	hele	anger	0.203
unlucky	pōmaikaʻi	anger	0.203
unpaid	ʻaʻole i ukuʻia	anger	0.203
backbone	ka iwi hope	anger	0.203
sentence	ka hoʻopaʻi	anger	0.203
powerless	nāwaliwali	anger	0.203
court	ka aha	anger	0.199
endless	pauʻole	anger	0.198
adverts	hoʻolaha	anger	0.197
delay	ke kali	anger	0.197
misstatement	'ōlelo kuhihewa	anger	0.197
distracted	pilikia	anger	0.197
misunderstanding	ka noʻonoʻo	anger	0.195
excite	hauʻoli	anger	0.191
inadmissible	hikiʻole ke mālama	anger	0.191
lightning	uila	anger	0.189
incase	inā	anger	0.188
preclude	wehe	anger	0.188
insecure	pilikia	anger	0.188
mournful	e uwē ana	anger	0.188
rating	kākoʻo	anger	0.182
mistress	haku wahine	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	ka mea noi	anger	0.182
insist	e kuʻi	anger	0.182
distracting	e hoʻopilikia ana	anger	0.182
opium	opium	anger	0.180
willful	makemake	anger	0.176
deserve	pono	anger	0.176
insists	hoʻokūpaʻa	anger	0.175
treat	pono	anger	0.175
misplace	kuhi	anger	0.172
indecisive	naʻaupō	anger	0.172
gibberish	kaupoki	anger	0.172
fleece	ke anuenue	anger	0.172
fee	uku	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	hoʻokuʻu	anger	0.172
excitation	ʻoliʻoli	anger	0.172
hormonal	ka hormonal	anger	0.172
mighty	ikaika	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	kūʻole	anger	0.167
insufficiency	lawaʻole	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	ke kālepaʻana	anger	0.167
mule	ka miula	anger	0.167
insignificant	nā meaʻuʻuku	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ʻikeʻole	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	hoop	anger	0.156
forearm	ka mua	anger	0.156
uncertain	ʻikeʻole	anger	0.152
bee	pipi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ka hana	anger	0.152
disinformation	ka wehewehe	anger	0.152
attorney	loio	anger	0.152
underpaid	malalo o ka uku	anger	0.152
pretending	e hoʻohālike ana	anger	0.152
campaigning	ke kauā	anger	0.151
hopelessness	hopeʻole	anger	0.149
feeling	manaʻo	anger	0.147
legalized	hoʻoponoʻia	anger	0.145
caution	kūkala	anger	0.145
subsidy	hāʻawi kālā	anger	0.141
obliging	e paʻa ana	anger	0.141
morals	maikaʻi	anger	0.141
sterling	Kau	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	ʻikeʻole	anger	0.136
saloon	kalo	anger	0.136
repay	hoʻihoʻi	anger	0.136
blemish	hala kīnā	anger	0.136
surcharge	ka uku	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	mahalo	anger	0.133
orchestra	paha	anger	0.132
competitive	ka hoʻokūkū	anger	0.125
wireless	wireless	anger	0.125
standstill	ke kū	anger	0.125
mosque	Moska	anger	0.122
reversal	ke hoʻololi	anger	0.121
inattention	me ka nānāʻole	anger	0.121
lace	laikini	anger	0.118
elbow	ka wāwae	anger	0.117
instinctive	ke kikowaena	anger	0.112
chant	oli	anger	0.111
lonely	wale	anger	0.109
gnome	ke aliʻi	anger	0.109
tolerate	kūpaʻa	anger	0.106
management	ka mana	anger	0.102
advocacy	kūkā	anger	0.100
moral	maikaʻi	anger	0.094
roadworks	nā alanui	anger	0.091
honest	ʻoiaʻiʻo	anger	0.087
forgetful	poina	anger	0.076
gent	maikaʻi	anger	0.076
liquor	wai	anger	0.075
money	ke kālā	anger	0.074
hood	ka hopena	anger	0.071
curriculum	ka papahana	anger	0.063
words	nā hua'ōlelo	anger	0.062
smell	ʻala	anger	0.061
elf	elf	anger	0.061
playful	pāʻani	anger	0.061
opera	opera	anger	0.061
nurture	mālama	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	kōkua	anger	0.059
trumpet	puhi	anger	0.059
birthplace	kahi hānau	anger	0.051
