word	Esperanto-eo	emotion	emotion-intensity-score
elimination	elimino	anger	0.456
picketing	pikado	anger	0.456
haughty	fiera	anger	0.456
troublesome	malfacila	anger	0.455
clamor	krio	anger	0.455
busted	busted	anger	0.455
constraint	limigo	anger	0.455
crabby	krabo	anger	0.455
veto	vetoo	anger	0.455
stubbed	ĉagrenita	anger	0.455
mislead	trompas	anger	0.455
illicit	nelica	anger	0.455
dying	mortante	anger	0.455
grated	kradrita	anger	0.455
idiocy	idiozeco	anger	0.455
illegality	kontraŭleĝaĵo	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	impermeable	anger	0.455
bad	malbone	anger	0.453
despotism	despotismo	anger	0.453
usurped	usurpitaj	anger	0.453
godless	senkulpa	anger	0.453
disagreeing	malakceptante	anger	0.453
intense	intensa	anger	0.453
struggle	lukto	anger	0.453
suppress	elstreki	anger	0.453
disapproving	malaprobante	anger	0.453
desist	desist	anger	0.453
bayonet	bajoneto	anger	0.453
displeased	malkontenta	anger	0.453
hysterical	histérica	anger	0.453
unlawful	kontraŭleĝa	anger	0.451
wrongly	malĝuste	anger	0.448
repellent	repelente	anger	0.442
wasted	malŝparita	anger	0.441
foe	malamiko	anger	0.441
dishonor	malhonoro	anger	0.441
wrongful	malĝusta	anger	0.441
psychosis	psikozo	anger	0.441
aversion	aversion	anger	0.440
punitive	punitiva	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckloj	anger	0.439
effigy	efiko	anger	0.439
schism	skismo	anger	0.439
ultimatum	ultimatumon	anger	0.439
upset	renversita	anger	0.439
worthless	senvalora	anger	0.438
deny	nei	anger	0.438
ransom	rekompenco	anger	0.438
fugitive	fugitivo	anger	0.438
deleterious	malutila	anger	0.438
stupidity	stulteco	anger	0.438
abandonment	forlaso	anger	0.438
mucked	mucked	anger	0.438
separatist	separisma	anger	0.438
irritation	kolero	anger	0.438
oblivion	forgeson	anger	0.437
segregate	apartigi	anger	0.437
payback	repago	anger	0.436
incongruous	nekongrua	anger	0.435
eviction	evokado	anger	0.435
collusion	koluzio	anger	0.432
rob	Ŝteli	anger	0.431
infidelity	malfideleco	anger	0.429
ravenous	malklara	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	marcial	anger	0.426
painful	dolora	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	nekredema	anger	0.426
rejection	malakcepto	anger	0.426
defense	defendo	anger	0.425
powerful	potenca	anger	0.424
censor	cenzuras	anger	0.424
indecency	indecencia	anger	0.424
fraudulent	fraŭda	anger	0.424
gonorrhea	gonorreo	anger	0.424
fallacious	fallacia	anger	0.424
concealment	kaŝado	anger	0.424
greed	avideco	anger	0.424
disobedience	malobeo	anger	0.424
fuss	furiozo	anger	0.424
enforce	devigi	anger	0.424
banger	banger	anger	0.424
commotion	konfuzo	anger	0.424
defraud	fraŭdo	anger	0.424
discontent	malkontenta	anger	0.424
unsympathetic	malkontenta	anger	0.424
exasperation	exasperación	anger	0.424
barb	barbo	anger	0.422
banishment	ekzilo	anger	0.422
sedition	sedición	anger	0.422
misrepresented	misprezentita	anger	0.422
snubbed	svingita	anger	0.422
penetration	penetrado	anger	0.422
cracked	fendita	anger	0.422
annoyance	ĝenado	anger	0.422
duel	duelo	anger	0.422
penitentiary	penal	anger	0.422
sarcasm	sarkasmo	anger	0.422
deportation	deportado	anger	0.422
nettle	ujo	anger	0.422
scar	cikatro	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	ekklara	anger	0.420
force	forto	anger	0.418
perverse	malica	anger	0.415
wring	svingante	anger	0.415
bastion	bastiono	anger	0.413
grim	grim	anger	0.413
sordid	sordida	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	kurioze	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ĉasado	anger	0.411
indenture	indenturo	anger	0.410
sham	ombro	anger	0.409
squelch	eksplodo	anger	0.409
awful	terura	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicas	anger	0.409
contradict	kontraŭdiras	anger	0.409
supremacy	supereco	anger	0.409
sneak	sneak	anger	0.409
cantwin	kantwino	anger	0.409
reproach	riproĉe	anger	0.409
compulsion	devigo	anger	0.409
inept	nepra	anger	0.409
blockade	blokado	anger	0.409
detainee	detenita	anger	0.409
forfeit	forfekto	anger	0.409
disappoint	seniluziiĝi	anger	0.409
lying	mensoganta	anger	0.408
epidemic	epidemio	anger	0.406
tremor	tremo	anger	0.406
rail	fervojo	anger	0.406
onerous	multekosta	anger	0.406
cacophony	kakofonio	anger	0.406
unthinkable	nepensebla	anger	0.406
forsaken	forlasita	anger	0.406
delusion	deluzado	anger	0.406
wrongdoing	malĝuste	anger	0.406
badger	Malgranda	anger	0.406
antipathy	antipatio	anger	0.406
inequality	malegaleco	anger	0.406
nuisance	ĝeno	anger	0.406
scrapie	skrapi	anger	0.406
wop	wop	anger	0.406
arguments	argumentoj	anger	0.404
affront	afero	anger	0.403
traumatic	traŭmata	anger	0.402
libel	libelo	anger	0.400
sodding	sidanta	anger	0.400
annoys	bedaŭras	anger	0.400
watchout	Atentu	anger	0.398
soslow	soslow	anger	0.398
frenetic	furioza	anger	0.397
remiss	pardono	anger	0.397
barge	barĝo	anger	0.396
howl	Gloro	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksado	anger	0.394
untoward	senĉese	anger	0.394
extinguish	elŝalti	anger	0.394
keyed	ŝlosita	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	malrespekto	anger	0.394
illegal	neleĝa	anger	0.394
rabble	rabulo	anger	0.394
actionable	agrable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraŭdo	anger	0.394
sue	demandado	anger	0.394
unfriendly	malfeliĉa	anger	0.394
confiscate	konfiski	anger	0.394
brimstone	sulfuro	anger	0.392
argh	argh	anger	0.391
pique	piko	anger	0.391
recklessness	temerareco	anger	0.391
earthquake	tertremo	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	malfondo	anger	0.391
rigged	rigida	anger	0.391
disagree	ne konsentas	anger	0.389
lawsuit	peto	anger	0.386
disused	malkaŝita	anger	0.382
immorality	inmoralidad	anger	0.382
despair	malespero	anger	0.382
difficulty	malfacilaĵo	anger	0.379
incurable	nekuracebla	anger	0.379
touchy	kontakta	anger	0.379
coerce	coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	fusilo	anger	0.379
falsification	falsigo	anger	0.379
pokes	pokoj	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	dolore	anger	0.379
picket	pikilo	anger	0.378
concussion	konfuzo	anger	0.377
pessimism	pesimismo	anger	0.375
pitfall	falo	anger	0.375
infantile	infana	anger	0.375
disillusionment	elreviĝo	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicio	anger	0.375
remand	remando	anger	0.375
faulty	malfavora	anger	0.375
cannon	kanono	anger	0.375
rawr	rawr	anger	0.375
sly	kuragxa	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	maltrankvila	anger	0.371
inhibit	malhelpi	anger	0.371
vindicate	reivindicu	anger	0.371
schizophrenia	skizofrenio	anger	0.369
skewed	skuita	anger	0.368
disreputable	nediskutebla	anger	0.368
forbidding	malpermesante	anger	0.368
conquest	konkero	anger	0.367
bark	boji	anger	0.365
leukemia	leŭkemio	anger	0.365
barks	baroj	anger	0.364
burke	burke	anger	0.364
challenge	defio	anger	0.364
disapprove	malaprobas	anger	0.364
unhappy	malfeliĉa	anger	0.364
retarded	retardita	anger	0.364
warrior	militisto	anger	0.364
belt	zono	anger	0.364
controversial	polemika	anger	0.359
opinionated	opiniita	anger	0.359
paucity	malmulteco	anger	0.359
broken	rompita	anger	0.359
litigate	malpermesu	anger	0.359
polemic	polemika	anger	0.359
aftermath	sekvoj	anger	0.359
disliked	malŝatata	anger	0.359
loudness	sonoro	anger	0.359
restriction	limigo	anger	0.359
cad	kadro	anger	0.359
sectarian	sekta	anger	0.359
incompetence	nekompetenteco	anger	0.359
interrupting	interrompante	anger	0.358
fussy	maltrankvila	anger	0.357
wench	wench	anger	0.353
misbehavior	malbona konduto	anger	0.351
gruff	gruff	anger	0.351
remove	forigi	anger	0.351
brat	brat	anger	0.351
scarcity	malabundeco	anger	0.350
losing	perdante	anger	0.349
pest	pesto	anger	0.348
defect	difekto	anger	0.348
hardened	malmola	anger	0.348
deserted	senhoma	anger	0.348
lie	mensogo	anger	0.348
retract	retiriĝas	anger	0.348
untrustworthy	nefidinda	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	seniluziigita	anger	0.348
disagreement	malkonsento	anger	0.348
stigma	stigmo	anger	0.348
ulcer	ulcero	anger	0.348
bias	paŭzo	anger	0.345
negation	negado	anger	0.344
antisocial	antisocia	anger	0.344
evade	eskapi	anger	0.344
shoddy	shoddy	anger	0.344
bothering	tedante	anger	0.344
impotence	senpoveco	anger	0.344
shaky	malklara	anger	0.344
misleading	trompante	anger	0.344
stripped	senvestigita	anger	0.344
disclaim	malklami	anger	0.344
unsettled	malkontenta	anger	0.344
anxiety	angoro	anger	0.344
stingy	Stingy	anger	0.344
deterioration	difekto	anger	0.344
pirate	pirato	anger	0.344
unreliable	nefidinda	anger	0.344
interminable	senfina	anger	0.343
disease	malsano	anger	0.341
meddle	pensi	anger	0.341
warp	vosto	anger	0.340
averse	averse	anger	0.338
infamous	kalumnia	anger	0.338
alcoholism	alkoholismo	anger	0.338
row	vico	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	malsana	anger	0.333
encumbrance	kapablo	anger	0.333
scorpion	skorpio	anger	0.333
illegitimate	neleĝa	anger	0.333
witchcraft	sorĉado	anger	0.333
interrupt	interrompi	anger	0.333
paralyzed	paralizita	anger	0.333
sinner	pekulo	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	nekonsidera	anger	0.329
phony	phony	anger	0.328
spammers	spamistoj	anger	0.328
dashed	ĉesis	anger	0.328
disqualified	senkalkuligita	anger	0.328
fib	fibro	anger	0.328
hiss	liaj	anger	0.328
brrr	brrr	anger	0.328
resisting	rezistante	anger	0.328
victim	viktimo	anger	0.328
scapegoat	skupo	anger	0.328
tighten	streĉi	anger	0.328
opponent	kontraŭulo	anger	0.328
crusade	krucmilito	anger	0.328
dislocated	dislokita	anger	0.328
grumpy	grumblema	anger	0.328
prohibited	malpermesita	anger	0.328
inappropriate	netaŭga	anger	0.324
haye	haye	anger	0.324
loss	perdo	anger	0.324
eschew	eskapi	anger	0.324
trickery	trompado	anger	0.324
neglected	senatenta	anger	0.324
canker	kruĉo	anger	0.323
queues	korvoj	anger	0.318
muff	mufo	anger	0.318
crunch	krizo	anger	0.318
duplicity	duobligo	anger	0.318
criticism	kritiko	anger	0.318
shriek	kriegu	anger	0.316
depreciate	Depreciate	anger	0.315
poverty	malriĉeco	anger	0.312
chaff	ĉapelo	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	maldungo	anger	0.312
mortality	morteco	anger	0.312
deflate	deflui	anger	0.312
carelessness	senzorgeco	anger	0.312
dumps	kuteloj	anger	0.312
revving	revivante	anger	0.309
disallowed	malpermesita	anger	0.308
thoughtless	senmove	anger	0.307
boisterous	boisterous	anger	0.307
burial	enterigas	anger	0.304
theocratic	teokrataj	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involvo	anger	0.300
senseless	senkulpa	anger	0.297
stalemate	malaltiĝo	anger	0.297
depreciated	deprecita	anger	0.297
wasteful	malplena	anger	0.297
hoax	trompo	anger	0.297
misuse	misuzo	anger	0.297
getyourown	ekbruliĝis	anger	0.297
taxed	imposto	anger	0.297
depressed	deprimita	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralizo	anger	0.295
displaced	delokitaj	anger	0.294
limited	limigita	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orko	anger	0.289
ridiculous	ridinda	anger	0.289
teasing	emociigante	anger	0.288
sharpen	akkuzi	anger	0.288
react	reagi	anger	0.288
presumptuous	supozeble	anger	0.288
spine	kolumno	anger	0.288
homeless	senhejma	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	baro	anger	0.287
myopia	miopo	anger	0.283
contraband	kontrabando	anger	0.281
disconnects	disconnects	anger	0.281
spam	spamo	anger	0.281
lagging	malfiksante	anger	0.281
shiver	tremu	anger	0.281
agh	agh	anger	0.281
restitution	restituo	anger	0.281
flexin	flexin	anger	0.281
incompatible	nekongrua	anger	0.281
delinquent	deliktulo	anger	0.281
noncompliance	Nekomplikaĵo	anger	0.279
troll	troll	anger	0.279
buffering	bufante	anger	0.279
unfairness	maljusteco	anger	0.279
foray	foray	anger	0.279
nether	pli	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	Senmateco	anger	0.273
bogus	maldika	anger	0.273
uncaring	senkulpa	anger	0.273
shock	kolizio	anger	0.269
feisty	feisty	anger	0.269
defendant	akuzito	anger	0.266
latent	latenta	anger	0.266
rapping	rapado	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	urso	anger	0.266
nopoint	Nopoint	anger	0.266
inoperative	senopera	anger	0.266
quandary	kvandario	anger	0.266
inconvenient	malkomforta	anger	0.266
feminism	feminismo	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrompas	anger	0.265
fluctuation	fluctuado	anger	0.265
exaggerate	troigi	anger	0.263
lose	Perdi	anger	0.261
patter	patento	anger	0.258
tease	manko	anger	0.258
furnace	forno	anger	0.258
stone	ŝtono	anger	0.258
shoplifting	aĉetado	anger	0.258
soldier	soldato	anger	0.258
incompetent	nekompetentaj	anger	0.257
indoctrination	adoctrinado	anger	0.255
skid	skizo	anger	0.250
notoriety	konateco	anger	0.250
falsehood	mensogo	anger	0.250
untrue	malvera	anger	0.250
mastery	Majstro	anger	0.250
tripping	tripping	anger	0.250
nonsense	sensencaĵoj	anger	0.250
unfollow	senflui	anger	0.250
noisy	ruida	anger	0.250
pouting	pikado	anger	0.250
cane	kano	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketo	anger	0.250
complicate	kompliki	anger	0.250
socialist	socialisma	anger	0.250
lawyer	advokato	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	ĉapelo	anger	0.242
fenced	fortikigita	anger	0.242
obstacle	obstaklo	anger	0.242
halter	ĉasisto	anger	0.242
witch	sorĉistino	anger	0.242
vampire	vampiro	anger	0.242
detract	detranĉi	anger	0.242
ringer	ŝnurilo	anger	0.242
frowning	frostante	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	malsato	anger	0.235
recession	recesio	anger	0.234
lava	lafo	anger	0.234
shell	ŝelo	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifo	anger	0.234
failing	malsukcesante	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	kuraĝa	anger	0.234
politics	politiko	anger	0.234
undesirable	indeseable	anger	0.231
darkness	mallumo	anger	0.227
versus	kontraŭ	anger	0.227
resign	rezigni	anger	0.227
copycat	copycat	anger	0.227
soaked	trempita	anger	0.226
unfulfilled	ne plenumita	anger	0.225
abandoned	forlasita	anger	0.222
bankruptcy	bankroto	anger	0.221
owing	pro tio	anger	0.221
unattainable	neatenebla	anger	0.221
unhelpful	senhelpa	anger	0.219
twitching	trompante	anger	0.219
confusion	konfuzo	anger	0.219
mosquito	moskito	anger	0.219
warden	gardisto	anger	0.219
misconception	eraro	anger	0.219
compress	kunpremi	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ilo	anger	0.219
nosey	nosy	anger	0.213
overpriced	superkovrita	anger	0.212
harry	harry	anger	0.212
shortage	malabundeco	anger	0.212
adder	aldonilo	anger	0.212
melodrama	melodramo	anger	0.212
overplayed	superpremita	anger	0.206
possession	posedo	anger	0.206
desert	dezerto	anger	0.206
pout	puto	anger	0.203
uninvited	ne dezirita	anger	0.203
arraignment	kuraĝigo	anger	0.203
inefficient	nefiĉa	anger	0.203
rook	rook	anger	0.203
unlucky	malfeliĉa	anger	0.203
unpaid	senpaga	anger	0.203
backbone	kolono	anger	0.203
sentence	juĝa decido	anger	0.203
powerless	senpova	anger	0.203
court	tribunalo	anger	0.199
endless	senfinaj	anger	0.198
adverts	reklamoj	anger	0.197
delay	prokrasti	anger	0.197
misstatement	miskompreno	anger	0.197
distracted	distrita	anger	0.197
misunderstanding	miskompreno	anger	0.195
excite	eksciti	anger	0.191
inadmissible	neakceptebla	anger	0.191
lightning	fulmo	anger	0.189
incase	en la okazo se	anger	0.188
preclude	malpermesas	anger	0.188
insecure	nekonvena	anger	0.188
mournful	malgaja	anger	0.188
rating	rating	anger	0.182
mistress	mastrino	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	demandanto	anger	0.182
insist	insistas	anger	0.182
distracting	distri	anger	0.182
opium	opio	anger	0.180
willful	volonte	anger	0.176
deserve	meritas	anger	0.176
insists	insistas	anger	0.175
treat	trakti	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisa	anger	0.172
gibberish	Gibberish	anger	0.172
fleece	lano	anger	0.172
fee	kotizo	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	liberigu	anger	0.172
excitation	ekscito	anger	0.172
hormonal	hormona	anger	0.172
mighty	potenca	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	neegala	anger	0.167
insufficiency	insuficiencia	anger	0.167
hamstring	ŝtono	anger	0.167
bargaining	negocado	anger	0.167
mule	mulo	anger	0.167
insignificant	bagatela	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferenteco	anger	0.156
rheumatism	reŭmatismo	anger	0.156
coop	coop	anger	0.156
forearm	antaŭbrako	anger	0.156
uncertain	necerta	anger	0.152
bee	abelo	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	implikiĝo	anger	0.152
disinformation	malinformo	anger	0.152
attorney	advokato	anger	0.152
underpaid	subpapo	anger	0.152
pretending	pretendanto	anger	0.152
campaigning	kampanjante	anger	0.151
hopelessness	senespereco	anger	0.149
feeling	sentante	anger	0.147
legalized	legalizita	anger	0.145
caution	singardemo	anger	0.145
subsidy	subvencio	anger	0.141
obliging	deviga	anger	0.141
morals	moralaj	anger	0.141
sterling	sterlingo	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	salono	anger	0.136
repay	repagi	anger	0.136
blemish	mallaborema	anger	0.136
surcharge	kuŝejo	anger	0.136
geez	geez	anger	0.136
birch	betulo	anger	0.135
noob	Novulo	anger	0.133
honk	honk	anger	0.133
orchestra	orkestro	anger	0.132
competitive	konkura	anger	0.125
wireless	sendrata	anger	0.125
standstill	staras	anger	0.125
mosque	moskeo	anger	0.122
reversal	renversado	anger	0.121
inattention	atento	anger	0.121
lace	ligo	anger	0.118
elbow	kubuto	anger	0.117
instinctive	instinkta	anger	0.112
chant	ĉanto	anger	0.111
lonely	soleca	anger	0.109
gnome	gnomo	anger	0.109
tolerate	toleri	anger	0.106
management	administrado	anger	0.102
advocacy	rekompenco	anger	0.100
moral	morala	anger	0.094
roadworks	vojoj	anger	0.091
honest	honesta	anger	0.087
forgetful	forgesema	anger	0.076
gent	gento	anger	0.076
liquor	likvoro	anger	0.075
money	mono	anger	0.074
hood	kapuĉo	anger	0.071
curriculum	currículum	anger	0.063
words	vortoj	anger	0.062
smell	odoro	anger	0.061
elf	elf	anger	0.061
playful	ludema	anger	0.061
opera	opero	anger	0.061
nurture	nutrado	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	konsilanto	anger	0.059
trumpet	trumpeto	anger	0.059
birthplace	naskiĝloko	anger	0.051
ribbon	rubando	anger	0.047
youth	juneco	anger	0.045
vote	voĉdoni	anger	0.045
cash	mono	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	Donu min	anger	0.030
waffle	Waffle	anger	0.030
buffet	bufedo	anger	0.029
celebrity	famulo	anger	0.026
autocorrect	aŭtokorekta	anger	0.015
sisterhood	fratino	anger	0.015
musical	muzika	anger	0.011
tree	arbo	anger	0.000
anticipation	antaŭvido	anticipation	0.859
excited	ekscitita	anticipation	0.859
anticipate	anticipu	anticipation	0.820
excitement	ekscito	anticipation	0.820
eagerness	klopodo	anticipation	0.812
exciting	ekscita	anticipation	0.797
expectant	atendema	anticipation	0.789
thrilling	emocionante	anticipation	0.781
hope	espero	anticipation	0.773
quest	serĉo	anticipation	0.766
expectance	atendo	anticipation	0.750
countdown	rakontas malantaŭen	anticipation	0.750
start	komencu	anticipation	0.750
anticipatory	anticipa	anticipation	0.750
adventure	aventuro	anticipation	0.750
eager	avida	anticipation	0.742
climax	klimakso	anticipation	0.742
excite	eksciti	anticipation	0.742
prophecy	profetaĵo	anticipation	0.742
arouse	vekiĝu	anticipation	0.742
expect	atendu	anticipation	0.742
birth	naskiĝo	anticipation	0.734
ejaculation	ejakulado	anticipation	0.734
announcement	anonco	anticipation	0.734
liberation	liberigo	anticipation	0.727
urgent	urĝa	anticipation	0.727
