word	Cebuano-ceb	emotion	emotion-intensity-score
disobey	pagsupak	anger	0.469
injury	kadaot	anger	0.469
simmer	simmer	anger	0.469
distress	kasamok	anger	0.469
insanity	insanity	anger	0.469
selfish	hakog	anger	0.469
huff	huff	anger	0.469
selfishness	kahakog	anger	0.469
backoff	backoff	anger	0.469
plunder	pagpanglungkab	anger	0.469
stifled	gisumpo	anger	0.469
subversive	subersibo	anger	0.469
exile	pagkadestiyero	anger	0.469
offense	sala	anger	0.469
objection	pagsupak	anger	0.469
recidivism	recidivism	anger	0.469
smother	pahuyang	anger	0.469
perpetrator	ang nagbuhat	anger	0.469
dislike	dili ganahan	anger	0.469
disruption	pagkawala	anger	0.469
intolerance	pagpihig	anger	0.469
opposition	pagsupak	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	kasakit	anger	0.465
arrogant	arogante	anger	0.461
sux	sux	anger	0.456
vent	biyaan	anger	0.456
elimination	pagwagtang	anger	0.456
picketing	piket	anger	0.456
haughty	mapahitas-on	anger	0.456
troublesome	makapasamok	anger	0.455
clamor	pagsinggit	anger	0.455
busted	busted	anger	0.455
constraint	pagpugong	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	gikuha	anger	0.455
mislead	pagpahisalaag	anger	0.455
illicit	ilegal	anger	0.455
dying	mamatay	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ilegal	anger	0.455
flagrant	garapal	anger	0.455
impermeable	impermeable	anger	0.455
bad	dili maayo	anger	0.453
despotism	despotismo	anger	0.453
usurped	giilog	anger	0.453
godless	diosnon	anger	0.453
disagreeing	wala magkauyon	anger	0.453
intense	grabe	anger	0.453
struggle	pakigbisog	anger	0.453
suppress	sumpo	anger	0.453
disapproving	dili uyon	anger	0.453
desist	paghunong	anger	0.453
bayonet	bayonet	anger	0.453
displeased	wala mahimuot	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	supak sa balaod	anger	0.451
wrongly	sayop	anger	0.448
repellent	makalagot	anger	0.442
wasted	nahutdan	anger	0.441
foe	kaaway	anger	0.441
dishonor	pagpakaulaw	anger	0.441
wrongful	sayup	anger	0.441
psychosis	psychosis	anger	0.441
aversion	pag-ayad	anger	0.440
punitive	pagsilot	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	mga buko	anger	0.439
effigy	effigy	anger	0.439
schism	pagbag-o	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	masuko	anger	0.439
worthless	walay pulos	anger	0.438
deny	ilimod	anger	0.438
ransom	ransom	anger	0.438
fugitive	kagiw	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	kabuangan	anger	0.438
abandonment	abandonment	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	kalagot	anger	0.438
oblivion	kalimot	anger	0.437
segregate	managlahi	anger	0.437
payback	payback	anger	0.436
incongruous	walay kapuslanan	anger	0.435
eviction	pagpalayas	anger	0.435
collusion	paghiusa	anger	0.432
rob	nangawat	anger	0.431
infidelity	pagluib	anger	0.429
ravenous	gigutom	anger	0.429
overrun	gilamoy	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	awhag	anger	0.426
martial	martial	anger	0.426
painful	sakit	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	dili kasaligan	anger	0.426
rejection	pagsalikway	anger	0.426
defense	depensa	anger	0.425
powerful	gamhanan	anger	0.424
censor	censor	anger	0.424
indecency	pagkadili-hingpit	anger	0.424
fraudulent	malimbongon	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	mahugaw	anger	0.424
concealment	pagtago	anger	0.424
greed	kahakog	anger	0.424
disobedience	pagkamasinupakon	anger	0.424
fuss	kasuko	anger	0.424
enforce	ipatuman	anger	0.424
banger	banger	anger	0.424
commotion	kaguliyang	anger	0.424
defraud	pagpanglimbong	anger	0.424
discontent	pagkadiskontento	anger	0.424
unsympathetic	dili malipayon	anger	0.424
exasperation	kapungot	anger	0.424
barb	barb	anger	0.422
banishment	paghingilin	anger	0.422
sedition	Sedisyon	anger	0.422
misrepresented	sayop nga gihulagway	anger	0.422
snubbed	snubbed	anger	0.422
penetration	pagsulod	anger	0.422
cracked	naglihok	anger	0.422
annoyance	pagkasubo	anger	0.422
duel	duel	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	pagsininggitay	anger	0.422
deportation	deportasyon	anger	0.422
nettle	nettle	anger	0.422
scar	samad	anger	0.422
bang	bang	anger	0.422
cur	pan	anger	0.422
blatant	klaro	anger	0.420
force	kusog	anger	0.418
perverse	hiwi	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	masulub-on	anger	0.412
tiff	tiff	anger	0.412
moody	mabag-o	anger	0.412
hunting	pagpangayam	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	pagpugong	anger	0.409
awful	makalilisang	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	sukwahi	anger	0.409
supremacy	supremacy	anger	0.409
sneak	manalipod	anger	0.409
cantwin	cantwin	anger	0.409
reproach	pagpakaulaw	anger	0.409
compulsion	pagpugos	anger	0.409
inept	dili maayo	anger	0.409
blockade	pagbabag	anger	0.409
detainee	detenido	anger	0.409
forfeit	nawala	anger	0.409
disappoint	pakyas	anger	0.409
lying	pagpamakak	anger	0.408
epidemic	epidemya	anger	0.406
tremor	pagkurog	anger	0.406
rail	riles	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	dili mahimo	anger	0.406
forsaken	gibiyaan	anger	0.406
delusion	paglimbong	anger	0.406
wrongdoing	sala	anger	0.406
badger	badger	anger	0.406
antipathy	antipathy	anger	0.406
inequality	walay kaangayan	anger	0.406
nuisance	nuisance	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	mga argumento	anger	0.404
affront	pagsakit	anger	0.403
traumatic	traumatiko	anger	0.402
libel	libel	anger	0.400
sodding	nagdamo	anger	0.400
annoys	nasamok	anger	0.400
watchout	pagbantay	anger	0.398
soslow	sosyal	anger	0.398
frenetic	madanihon	anger	0.397
remiss	dili maayo	anger	0.397
barge	barge	anger	0.396
howl	pagtiyabaw	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksing	anger	0.394
untoward	dili maayo	anger	0.394
extinguish	pagpalong	anger	0.394
keyed	gisusi	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	walay pagtahod	anger	0.394
illegal	iligal	anger	0.394
rabble	rabble	anger	0.394
actionable	mahimo nga buhaton	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	pagpanglimbong	anger	0.394
sue	sue	anger	0.394
unfriendly	dili mahigalaon	anger	0.394
confiscate	pagkumpiskar	anger	0.394
brimstone	asupre	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	pagkawalay kabalaka	anger	0.391
earthquake	linog	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	paglapas	anger	0.391
rigged	rigged	anger	0.391
disagree	wala magkauyon	anger	0.389
lawsuit	kaso	anger	0.386
disused	wala magamit	anger	0.382
immorality	imoralidad	anger	0.382
despair	pagkawalay paglaum	anger	0.382
difficulty	kalisud	anger	0.379
incurable	walay kaayohan	anger	0.379
touchy	nindot	anger	0.379
coerce	pagpugos	anger	0.379
sizzle	sizzle	anger	0.379
rifle	rifle	anger	0.379
falsification	pagpalsala	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sakit	anger	0.379
picket	piket	anger	0.378
concussion	pagkurog	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	bata pa	anger	0.375
disillusionment	pagkawala sa kadasig	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisya	anger	0.375
remand	remand	anger	0.375
faulty	sayop	anger	0.375
cannon	kanyon	anger	0.375
rawr	rawr	anger	0.375
sly	malipayon	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	makapaguol	anger	0.371
inhibit	pagpugong	anger	0.371
vindicate	pagbayad	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	dulumtanan	anger	0.368
forbidding	pagdili	anger	0.368
conquest	pagsakop	anger	0.367
bark	panit	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	hagit	anger	0.364
disapprove	wala miuyon	anger	0.364
unhappy	dili malipayon	anger	0.364
retarded	nihunong	anger	0.364
warrior	manggugubat	anger	0.364
belt	bakus	anger	0.364
controversial	kontrobersyal	anger	0.359
opinionated	naghunahuna	anger	0.359
paucity	kulang	anger	0.359
broken	nabuak	anger	0.359
litigate	litokon	anger	0.359
polemic	polemic	anger	0.359
aftermath	pagkahuman	anger	0.359
disliked	dili gusto	anger	0.359
loudness	kusog nga tingog	anger	0.359
restriction	pagdili	anger	0.359
cad	cad	anger	0.359
sectarian	sekta	anger	0.359
incompetence	kakapoy	anger	0.359
interrupting	paghunong	anger	0.358
fussy	maayo	anger	0.357
wench	wench	anger	0.353
misbehavior	sayop nga binuhatan	anger	0.351
gruff	gruff	anger	0.351
remove	kuhaa	anger	0.351
brat	brat	anger	0.351
scarcity	kanihit	anger	0.350
losing	pagkawala	anger	0.349
pest	peste	anger	0.348
defect	depekto	anger	0.348
hardened	gipagahi	anger	0.348
deserted	mibiya	anger	0.348
lie	bakak	anger	0.348
retract	ibalik	anger	0.348
untrustworthy	dili kasaligan	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	nasagmuyo	anger	0.348
disagreement	dili pagsinabtanay	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulser	anger	0.348
bias	bias	anger	0.345
negation	negation	anger	0.344
antisocial	antisosyal	anger	0.344
evade	paglikay	anger	0.344
shoddy	dili maayo	anger	0.344
bothering	gisamok	anger	0.344
impotence	impotence	anger	0.344
shaky	kahadlok	anger	0.344
misleading	nagpahisalaag	anger	0.344
stripped	gikuha	anger	0.344
disclaim	pagsalikway	anger	0.344
unsettled	dili mausab	anger	0.344
anxiety	kabalaka	anger	0.344
stingy	sulud	anger	0.344
deterioration	pagsamot	anger	0.344
pirate	pirata	anger	0.344
unreliable	dili kasaligan	anger	0.344
interminable	walay katapusan	anger	0.343
disease	sakit	anger	0.341
meddle	kasakitan	anger	0.341
warp	warp	anger	0.340
averse	naglikay	anger	0.338
infamous	dungganon	anger	0.338
alcoholism	alkoholismo	anger	0.338
row	laray	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	masakiton	anger	0.333
encumbrance	kabug-at	anger	0.333
scorpion	ang tanga	anger	0.333
illegitimate	dili angay	anger	0.333
witchcraft	pagpangawkaw	anger	0.333
interrupt	paghunong	anger	0.333
paralyzed	paralisado	anger	0.333
sinner	makasasala	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	wala'y konsiderasyon	anger	0.329
phony	phony	anger	0.328
spammers	tigpamaba	anger	0.328
dashed	dashed	anger	0.328
disqualified	wala'y kwalipikado	anger	0.328
fib	fib	anger	0.328
hiss	hisits	anger	0.328
brrr	brrr	anger	0.328
resisting	pagbatok	anger	0.328
victim	biktima	anger	0.328
scapegoat	kanselahon	anger	0.328
tighten	hugtan	anger	0.328
opponent	kaatbang	anger	0.328
crusade	krusada	anger	0.328
dislocated	naglisud	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	gidili	anger	0.328
inappropriate	dili angay	anger	0.324
haye	haye	anger	0.324
loss	pagkawala	anger	0.324
eschew	pag-eschew	anger	0.324
trickery	pagpanglimbong	anger	0.324
neglected	napasagdan	anger	0.324
canker	canker	anger	0.323
queues	mga pila	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	pagkalimbong	anger	0.318
criticism	pagsaway	anger	0.318
shriek	pagsinggit	anger	0.316
depreciate	depreciate	anger	0.315
poverty	kakabos	anger	0.312
chaff	tahop	anger	0.312
dupe	pagkawala	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	pagpalagpot	anger	0.312
mortality	mortalidad	anger	0.312
deflate	pagdumot	anger	0.312
carelessness	kawalay pagtagad	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	wala motugot	anger	0.308
thoughtless	wala'y hunahuna	anger	0.307
boisterous	boisterous	anger	0.307
burial	paglubong	anger	0.304
theocratic	teokratiko	anger	0.303
wince	wince	anger	0.303
sullen	malipayon	anger	0.303
involution	involution	anger	0.300
senseless	binuang	anger	0.297
stalemate	pagkamatay	anger	0.297
depreciated	gihumol	anger	0.297
wasteful	biyaan	anger	0.297
hoax	pagpanglimbong	anger	0.297
misuse	sayup nga paggamit	anger	0.297
getyourown	getyourown	anger	0.297
taxed	gibuhisan	anger	0.297
depressed	magul-anon	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysis	anger	0.295
displaced	nawala	anger	0.294
limited	limitado	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	kataw-anan	anger	0.289
teasing	pagsininggit	anger	0.288
sharpen	mahait	anger	0.288
react	mosanong	anger	0.288
presumptuous	mapangahason	anger	0.288
spine	dugokan	anger	0.288
homeless	walay balay	anger	0.288
hoot	hoot	anger	0.287
twitchy	nagkaguliyang	anger	0.287
barrier	babag	anger	0.287
myopia	myopia	anger	0.283
contraband	kontrabando	anger	0.281
disconnects	nagdumili	anger	0.281
spam	spam	anger	0.281
lagging	pagkawala	anger	0.281
shiver	pagkurog	anger	0.281
agh	agh	anger	0.281
restitution	pagbayad	anger	0.281
flexin	flexin	anger	0.281
incompatible	dili uyon	anger	0.281
delinquent	delingkwente	anger	0.281
noncompliance	dili pagsunod	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	dili makatarunganon	anger	0.279
foray	pagsanta	anger	0.279
nether	dili	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	pagkadili	anger	0.273
bogus	bogus	anger	0.273
uncaring	dili mausab	anger	0.273
shock	shock	anger	0.269
feisty	feisty	anger	0.269
defendant	sinumbong	anger	0.266
latent	tago	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	oso	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	walay operasyon	anger	0.266
quandary	pag-usab	anger	0.266
inconvenient	dili komportable	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	nahunong	anger	0.265
fluctuation	pagsaka-kanaog	anger	0.265
exaggerate	paghinobra	anger	0.263
lose	mawala	anger	0.261
patter	patter	anger	0.258
tease	ulan	anger	0.258
furnace	hudno	anger	0.258
stone	bato	anger	0.258
shoplifting	pagpangawat sa baligya	anger	0.258
soldier	sundalo	anger	0.258
incompetent	dili maayo	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	pagkatalagsaon	anger	0.250
falsehood	kabakakan	anger	0.250
untrue	dili tinuod	anger	0.250
mastery	pagkahanas	anger	0.250
tripping	pagkawala	anger	0.250
nonsense	walay pulos	anger	0.250
unfollow	dili mosunod	anger	0.250
noisy	saba	anger	0.250
pouting	pouting	anger	0.250
cane	sungkod	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocket	anger	0.250
complicate	palihug	anger	0.250
socialist	sosyalista	anger	0.250
lawyer	abogado	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	gidak-on	anger	0.242
obstacle	babag	anger	0.242
halter	halter	anger	0.242
witch	witch	anger	0.242
vampire	vampire	anger	0.242
detract	makadaut	anger	0.242
ringer	dunggan	anger	0.242
frowning	pagkurog	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	gutom	anger	0.235
recession	ekonomiya	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	pag-dabbling	anger	0.234
tariff	taripa	anger	0.234
failing	pagkapakyas	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	Langgam	anger	0.234
politics	politika	anger	0.234
undesirable	dili maayo	anger	0.231
darkness	kangitngit	anger	0.227
versus	kontra	anger	0.227
resign	resign	anger	0.227
copycat	copycat	anger	0.227
soaked	matumog na	anger	0.226
unfulfilled	wala matuman	anger	0.225
abandoned	gibiyaan	anger	0.222
bankruptcy	pagkabangkarote	anger	0.221
owing	utang	anger	0.221
unattainable	dili makab-ot	anger	0.221
unhelpful	dili makatabang	anger	0.219
twitching	pagkurog	anger	0.219
confusion	kalibog	anger	0.219
mosquito	lamok	anger	0.219
warden	warden	anger	0.219
misconception	sayop nga pagsabut	anger	0.219
compress	idasok	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	himan	anger	0.219
nosey	nosy	anger	0.213
overpriced	sobra ang presyo	anger	0.212
harry	harry	anger	0.212
shortage	kakulang	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	pagpanag-iya	anger	0.206
desert	kamingawan	anger	0.206
pout	pout	anger	0.203
uninvited	wala giimbitar	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	dili maayo	anger	0.203
rook	rook	anger	0.203
unlucky	dili maayo	anger	0.203
unpaid	wala'y bayad	anger	0.203
backbone	backbone	anger	0.203
sentence	paghukom	anger	0.203
powerless	walay gahum	anger	0.203
court	korte	anger	0.199
endless	walay katapusan	anger	0.198
adverts	adverts	anger	0.197
delay	paglangan	anger	0.197
misstatement	sayop nga sayop	anger	0.197
distracted	nakalinga	anger	0.197
misunderstanding	dili pagsinabtanay	anger	0.195
excite	magmaya	anger	0.191
inadmissible	dili madawat	anger	0.191
lightning	kilat	anger	0.189
incase	palihug	anger	0.188
preclude	pagpugong	anger	0.188
insecure	dili segurado	anger	0.188
mournful	masulub-on	anger	0.188
rating	rating	anger	0.182
mistress	babaye nga babaye	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	nangangkon	anger	0.182
insist	pag-insister	anger	0.182
distracting	makalinga	anger	0.182
opium	opium	anger	0.180
willful	tinuyo	anger	0.176
deserve	angay	anger	0.176
insists	miinsistir	anger	0.175
treat	pagtagad	anger	0.175
misplace	wala'y dapit	anger	0.172
indecisive	maduhaduhaon	anger	0.172
gibberish	gibberish	anger	0.172
fleece	balhibo sa karnero	anger	0.172
fee	bayad	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	gawasnon	anger	0.172
excitation	pagbati	anger	0.172
hormonal	hormonal	anger	0.172
mighty	gamhanan	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	dili parehas	anger	0.167
insufficiency	kakulangan	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargaining	anger	0.167
mule	asno	anger	0.167
insignificant	dili importante	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	walay pagtagad	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	bukton	anger	0.156
uncertain	dili sigurado	anger	0.152
bee	Bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	pag-apil	anger	0.152
disinformation	disinformation	anger	0.152
attorney	abogado	anger	0.152
underpaid	underpaid	anger	0.152
pretending	pagpakaaron-ingnon	anger	0.152
campaigning	kampanya	anger	0.151
hopelessness	pagkawalay paglaum	anger	0.149
feeling	pagbati	anger	0.147
legalized	legalize	anger	0.145
caution	Pasidaan	anger	0.145
subsidy	subsidy	anger	0.141
obliging	mapugos	anger	0.141
morals	moralidad	anger	0.141
sterling	maayo	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	sayop	anger	0.136
saloon	saloon	anger	0.136
repay	pagbayad	anger	0.136
blemish	depekto	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	Birch	anger	0.135
noob	noob	anger	0.133
honk	pagdayeg	anger	0.133
orchestra	orkestra	anger	0.132
competitive	competitive	anger	0.125
wireless	wireless	anger	0.125
standstill	pagbarog	anger	0.125
mosque	Mosque	anger	0.122
reversal	pagbag-o	anger	0.121
inattention	dili maayo	anger	0.121
lace	lace	anger	0.118
elbow	siko	anger	0.117
instinctive	kinaiya	anger	0.112
chant	awit	anger	0.111
lonely	nag-inusara	anger	0.109
gnome	gnome	anger	0.109
tolerate	pagtugot	anger	0.106
management	pagdumala	anger	0.102
advocacy	adbokasiya	anger	0.100
moral	moralidad	anger	0.094
roadworks	roadworks	anger	0.091
honest	matinuoron	anger	0.087
forgetful	malimtan	anger	0.076
gent	gent	anger	0.076
liquor	bino	anger	0.075
money	salapi	anger	0.074
hood	hood	anger	0.071
curriculum	kurikulum	anger	0.063
words	mga pulong	anger	0.062
smell	baho	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	pag-amuma	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	magtatambag	anger	0.059
trumpet	trompeta	anger	0.059
birthplace	dapit nga natawhan	anger	0.051
ribbon	ribbon	anger	0.047
youth	kabatan-onan	anger	0.045
vote	pagboto	anger	0.045
cash	cash	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	pagkaon	anger	0.029
celebrity	artista	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	musikal	anger	0.011
tree	kahoy	anger	0.000
