word	Finnish-fi	emotion	emotion-intensity-score
ram	RAM	anger	0.470
accuser	syyttäjä	anger	0.470
gall	sappi	anger	0.470
subversion	kumouksellisuus	anger	0.470
annoying	ärsyttävä	anger	0.470
adversity	vastoinkäyminen	anger	0.470
dispossessed	koditon	anger	0.470
friction	kitka	anger	0.470
jealous	mustasukkainen	anger	0.470
feudalism	feodalismi	anger	0.470
armament	aseistus	anger	0.470
thump	tömähdys	anger	0.469
complain	kannella	anger	0.469
incite	yllyttää	anger	0.469
steal	varastaa	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	rikkoa	anger	0.469
injury	vahinko	anger	0.469
simmer	kiehua	anger	0.469
distress	hätä	anger	0.469
insanity	järjettömyys	anger	0.469
selfish	itsekäs	anger	0.469
huff	puuskahtaa	anger	0.469
selfishness	itsekkyys	anger	0.469
backoff	peräänny	anger	0.469
plunder	ryöstää	anger	0.469
stifled	tukahdutettu	anger	0.469
subversive	kumouksellinen	anger	0.469
exile	maanpako	anger	0.469
offense	rikkomus	anger	0.469
objection	vastalause	anger	0.469
recidivism	uusintarikollisuus	anger	0.469
smother	tukahduttaa	anger	0.469
perpetrator	rikoksentekijä	anger	0.469
dislike	vastenmielisyys	anger	0.469
disruption	häiriö	anger	0.469
intolerance	suvaitsemattomuus	anger	0.469
opposition	oppositio	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	muki	anger	0.467
agony	tuska	anger	0.465
arrogant	ylimielinen	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	aukko	anger	0.456
elimination	eliminointi	anger	0.456
picketing	lakkovahtina	anger	0.456
haughty	ylimielinen	anger	0.456
troublesome	hankala	anger	0.455
clamor	meteli	anger	0.455
busted	murrettu	anger	0.455
constraint	rajoite	anger	0.455
crabby	äkäinen	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	johtaa harhaan	anger	0.455
illicit	laiton	anger	0.455
dying	kuoleva	anger	0.455
grated	raastettua	anger	0.455
idiocy	typeryys	anger	0.455
illegality	laittomuus	anger	0.455
flagrant	räikeä	anger	0.455
impermeable	läpäisemätön	anger	0.455
bad	huono	anger	0.453
despotism	hirmuvalta	anger	0.453
usurped	anastettu	anger	0.453
godless	jumalaton	anger	0.453
disagreeing	erimielisyys	anger	0.453
intense	voimakas	anger	0.453
struggle	taistelu	anger	0.453
suppress	tukahduttaa	anger	0.453
disapproving	tuomitseva	anger	0.453
desist	pidättyä	anger	0.453
bayonet	pistin	anger	0.453
displeased	ärsyyntynyt	anger	0.453
hysterical	hysteerinen	anger	0.453
unlawful	laiton	anger	0.451
wrongly	väärin	anger	0.448
repellent	hylkivä	anger	0.442
wasted	hukkaan	anger	0.441
foe	vihollinen	anger	0.441
dishonor	häpäistä	anger	0.441
wrongful	laiton	anger	0.441
psychosis	psykoosi	anger	0.441
aversion	vastenmielisyys	anger	0.440
punitive	rangaistus-	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	rystyset	anger	0.439
effigy	patsas	anger	0.439
schism	skisma	anger	0.439
ultimatum	uhkavaatimus	anger	0.439
upset	poissa tolaltaan	anger	0.439
worthless	arvoton	anger	0.438
deny	kieltää	anger	0.438
ransom	lunnaat	anger	0.438
fugitive	pakolainen	anger	0.438
deleterious	vahingollinen	anger	0.438
stupidity	tyhmyys	anger	0.438
abandonment	hylkääminen	anger	0.438
mucked	kippasi	anger	0.438
separatist	separatisti	anger	0.438
irritation	ärsytys	anger	0.438
oblivion	unohdus	anger	0.437
segregate	eristää	anger	0.437
payback	takaisinmaksuaika	anger	0.436
incongruous	nurinkurinen	anger	0.435
eviction	häätö	anger	0.435
collusion	salainen sopimus	anger	0.432
rob	ryöstää	anger	0.431
infidelity	uskottomuus	anger	0.429
ravenous	ahnas	anger	0.429
overrun	vallata	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	airut	anger	0.426
martial	martial	anger	0.426
painful	tuskallinen	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	epäuskoinen	anger	0.426
rejection	hylkäys	anger	0.426
defense	puolustus	anger	0.425
powerful	voimakas	anger	0.424
censor	sensuroida	anger	0.424
indecency	säädyttömyys	anger	0.424
fraudulent	vilpillinen	anger	0.424
gonorrhea	tippuri	anger	0.424
fallacious	harhaanjohtava	anger	0.424
concealment	salaaminen	anger	0.424
greed	ahneus	anger	0.424
disobedience	tottelemattomuus	anger	0.424
fuss	hälinä	anger	0.424
enforce	valvoa	anger	0.424
banger	makkara	anger	0.424
commotion	hälinä	anger	0.424
defraud	huijata	anger	0.424
discontent	tyytymättömyys	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	ärtymys	anger	0.424
barb	väkänen	anger	0.422
banishment	karkotus	anger	0.422
sedition	kansankiihotus	anger	0.422
misrepresented	vääristelty	anger	0.422
snubbed	snubbed	anger	0.422
penetration	tunkeutuminen	anger	0.422
cracked	säröillä	anger	0.422
annoyance	ärsyttävyys	anger	0.422
duel	kaksintaistelu	anger	0.422
penitentiary	vankila	anger	0.422
sarcasm	sarkasmi	anger	0.422
deportation	karkotus	anger	0.422
nettle	nokkonen	anger	0.422
scar	arpi	anger	0.422
bang	pamaus	anger	0.422
cur	rakki	anger	0.422
blatant	räikeä	anger	0.420
force	pakottaa	anger	0.418
perverse	kieroutunut	anger	0.415
wring	vääntää	anger	0.415
bastion	linnake	anger	0.413
grim	synkkä	anger	0.413
sordid	ikävä	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	äreä	anger	0.412
tiff	tiff	anger	0.412
moody	pahantuulinen	anger	0.412
hunting	metsästys	anger	0.411
indenture	indenture	anger	0.410
sham	huijaus	anger	0.409
squelch	litinä	anger	0.409
awful	hirveä	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	sotkea	anger	0.409
contradict	ristiriidassa	anger	0.409
supremacy	ylivalta	anger	0.409
sneak	hiipiä	anger	0.409
cantwin	cantwin	anger	0.409
reproach	moite	anger	0.409
compulsion	pakko	anger	0.409
inept	taitamaton	anger	0.409
blockade	saarto	anger	0.409
detainee	poliittinen vanki	anger	0.409
forfeit	menettää	anger	0.409
disappoint	petä	anger	0.409
lying	makaava	anger	0.408
epidemic	epidemia	anger	0.406
tremor	vapina	anger	0.406
rail	kisko	anger	0.406
onerous	työläs	anger	0.406
cacophony	kakofonia	anger	0.406
unthinkable	mahdoton	anger	0.406
forsaken	hylännyt	anger	0.406
delusion	harhaluulo	anger	0.406
wrongdoing	vääryys	anger	0.406
badger	mäyrä	anger	0.406
antipathy	antipatia	anger	0.406
inequality	eriarvoisuus	anger	0.406
nuisance	kiusa	anger	0.406
scrapie	scrapie	anger	0.406
wop	italiaano	anger	0.406
arguments	argumentit	anger	0.404
affront	loukkaus	anger	0.403
traumatic	traumaattinen	anger	0.402
libel	kunnianloukkaus	anger	0.400
sodding	helvetin	anger	0.400
annoys	ärsyttää	anger	0.400
watchout	Varo	anger	0.398
soslow	niin hidas	anger	0.398
frenetic	hurja	anger	0.397
remiss	huolimaton	anger	0.397
barge	proomu	anger	0.396
howl	ulvonta	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	nyrkkeily	anger	0.394
untoward	ikävä	anger	0.394
extinguish	sammuttaa	anger	0.394
keyed	näppäilty	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	epäkunnioitus	anger	0.394
illegal	laiton	anger	0.394
rabble	lauma	anger	0.394
actionable	kannekelpoinen	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	petos	anger	0.394
sue	haastaa oikeuteen	anger	0.394
unfriendly	epäystävällinen	anger	0.394
confiscate	takavarikoida	anger	0.394
brimstone	tulikivi	anger	0.392
argh	Argh	anger	0.391
pique	pikee	anger	0.391
recklessness	piittaamattomuus	anger	0.391
earthquake	maanjäristys	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	liukeneminen	anger	0.391
rigged	väärennetty	anger	0.391
disagree	olla eri mieltä	anger	0.389
lawsuit	oikeusjuttu	anger	0.386
disused	poistettujen	anger	0.382
immorality	moraalittomuus	anger	0.382
despair	epätoivo	anger	0.382
difficulty	vaikeus	anger	0.379
incurable	parantumaton	anger	0.379
touchy	arka	anger	0.379
coerce	hallita pakolla	anger	0.379
sizzle	hellepäivä	anger	0.379
rifle	kivääri	anger	0.379
falsification	väärennys	anger	0.379
pokes	pistää	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	kipeä	anger	0.379
picket	lakkovahti	anger	0.378
concussion	aivotärähdys	anger	0.377
pessimism	pessimismi	anger	0.375
pitfall	sudenkuoppa	anger	0.375
infantile	infantiili	anger	0.375
disillusionment	pettymys	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	miliisi	anger	0.375
remand	tutkintavankeus	anger	0.375
faulty	viallinen	anger	0.375
cannon	tykki	anger	0.375
rawr	rawr	anger	0.375
sly	ovela	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismi	anger	0.371
distressing	ahdistava	anger	0.371
inhibit	estää	anger	0.371
vindicate	osoittaa oikeaksi	anger	0.371
schizophrenia	skitsofrenia	anger	0.369
skewed	vinossa	anger	0.368
disreputable	huonomaineinen	anger	0.368
forbidding	kieltävät	anger	0.368
conquest	valloitus	anger	0.367
bark	haukkua	anger	0.365
leukemia	leukemia	anger	0.365
barks	parkikset	anger	0.364
burke	Burke	anger	0.364
challenge	haaste	anger	0.364
disapprove	hylkää	anger	0.364
unhappy	onneton	anger	0.364
retarded	kehitysvammainen	anger	0.364
warrior	soturi	anger	0.364
belt	vyö	anger	0.364
controversial	kiistanalainen	anger	0.359
opinionated	itsepäinen	anger	0.359
paucity	niukkuus	anger	0.359
broken	rikki	anger	0.359
litigate	käräjöidä	anger	0.359
polemic	poleeminen	anger	0.359
aftermath	jälkiseuraukset	anger	0.359
disliked	inhosi	anger	0.359
loudness	äänekkyys	anger	0.359
restriction	rajoitus	anger	0.359
cad	moukka	anger	0.359
sectarian	lahkolais-	anger	0.359
incompetence	epäpätevyys	anger	0.359
interrupting	keskeyttämättä	anger	0.358
fussy	kranttu	anger	0.357
wench	lutka	anger	0.353
misbehavior	kurittomuus	anger	0.351
gruff	karhea	anger	0.351
remove	poistaa	anger	0.351
brat	kakara	anger	0.351
scarcity	niukkuus	anger	0.350
losing	menettää	anger	0.349
pest	tuhoeläin	anger	0.348
defect	vika	anger	0.348
hardened	karkaistu	anger	0.348
deserted	autio	anger	0.348
lie	valehdella	anger	0.348
retract	perua	anger	0.348
untrustworthy	epäluotettava	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	pettynyt	anger	0.348
disagreement	erimielisyys	anger	0.348
stigma	häpeä	anger	0.348
ulcer	haava	anger	0.348
bias	puolueellisuus	anger	0.345
negation	negaatio	anger	0.344
antisocial	ihmisiä vihaava	anger	0.344
evade	kiertää	anger	0.344
shoddy	rähjäinen	anger	0.344
bothering	kiusaa	anger	0.344
impotence	impotenssi	anger	0.344
shaky	hutera	anger	0.344
misleading	harhaanjohtava	anger	0.344
stripped	riisuttu	anger	0.344
disclaim	kiistää	anger	0.344
unsettled	ratkaisematta	anger	0.344
anxiety	levottomuus	anger	0.344
stingy	niukka	anger	0.344
deterioration	heikkeneminen	anger	0.344
pirate	merirosvo	anger	0.344
unreliable	epäluotettava	anger	0.344
interminable	loputon	anger	0.343
disease	tauti	anger	0.341
meddle	mestaroida	anger	0.341
warp	loimi	anger	0.340
averse	vastahakoinen	anger	0.338
infamous	pahamaineinen	anger	0.338
alcoholism	alkoholismi	anger	0.338
row	rivi	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	sairas	anger	0.333
encumbrance	rasitteena	anger	0.333
scorpion	skorpioni	anger	0.333
illegitimate	avioton	anger	0.333
witchcraft	noituus	anger	0.333
interrupt	keskeyttää	anger	0.333
paralyzed	halvaantunut	anger	0.333
sinner	syntinen	anger	0.331
hulk	purkki	anger	0.329
inconsiderate	ajattelematon	anger	0.329
phony	tekaistu	anger	0.328
spammers	roskapostittajia	anger	0.328
dashed	romutti	anger	0.328
disqualified	esteellinen	anger	0.328
fib	valehdella	anger	0.328
hiss	sihistä	anger	0.328
brrr	brrr	anger	0.328
resisting	vastustavat	anger	0.328
victim	uhri	anger	0.328
scapegoat	syntipukki	anger	0.328
tighten	kiristää	anger	0.328
opponent	vastustaja	anger	0.328
crusade	ristiretki	anger	0.328
dislocated	sijoiltaan	anger	0.328
grumpy	pahantuulinen	anger	0.328
prohibited	kielletty	anger	0.328
inappropriate	sopimaton	anger	0.324
haye	Haye	anger	0.324
loss	menetys	anger	0.324
eschew	välttää	anger	0.324
trickery	metkut	anger	0.324
neglected	laiminlyöty	anger	0.324
canker	syöpä	anger	0.323
queues	jonot	anger	0.318
muff	muhvi	anger	0.318
crunch	räsähdys	anger	0.318
duplicity	kaksinaamaisuus	anger	0.318
criticism	kritiikki	anger	0.318
shriek	kiljua	anger	0.316
depreciate	laskea	anger	0.315
poverty	köyhyys	anger	0.312
chaff	akanat	anger	0.312
dupe	huiputtaa	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	hylkääminen	anger	0.312
mortality	kuolleisuus	anger	0.312
deflate	tyhjetä	anger	0.312
carelessness	varomattomuus	anger	0.312
dumps	kaatopaikat	anger	0.312
revving	kiertävä	anger	0.309
disallowed	sovitella	anger	0.308
thoughtless	ajattelematon	anger	0.307
boisterous	riehakas	anger	0.307
burial	hautaaminen	anger	0.304
theocratic	teokraattisesta	anger	0.303
wince	säpsähtää	anger	0.303
sullen	pahantuulinen	anger	0.303
involution	kiertyminen	anger	0.300
senseless	mieletön	anger	0.297
stalemate	pattitilanne	anger	0.297
depreciated	poistot	anger	0.297
wasteful	tuhlaileva	anger	0.297
hoax	huijaus	anger	0.297
misuse	väärinkäyttö	anger	0.297
getyourown	Hanki omasi	anger	0.297
taxed	verotetaan	anger	0.297
depressed	masentunut	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	halvaus	anger	0.295
displaced	joutuneiden	anger	0.294
limited	rajallinen	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	örkki	anger	0.289
ridiculous	naurettava	anger	0.289
teasing	kiusanteko	anger	0.288
sharpen	terävöittää	anger	0.288
react	suhtautua	anger	0.288
presumptuous	julkea	anger	0.288
spine	selkä	anger	0.288
homeless	asunnoton	anger	0.288
hoot	viheltää	anger	0.287
twitchy	hermostunut	anger	0.287
barrier	este	anger	0.287
myopia	likinäköisyys	anger	0.283
contraband	salakuljetustavara	anger	0.281
disconnects	katkaisee	anger	0.281
spam	spam	anger	0.281
lagging	jääneillä	anger	0.281
shiver	vapista	anger	0.281
agh	agh	anger	0.281
restitution	palautus	anger	0.281
flexin	flexin	anger	0.281
incompatible	yhteensopimaton	anger	0.281
delinquent	rikollinen	anger	0.281
noncompliance	Vastuu siirtyy	anger	0.279
troll	peikko	anger	0.279
buffering	puskurointi	anger	0.279
unfairness	epäoikeudenmukaisuus	anger	0.279
foray	kokeilu	anger	0.279
nether	ala-	anger	0.278
bugaboo	mörkö	anger	0.273
immaturity	kypsymättömyyttä	anger	0.273
bogus	väärä	anger	0.273
uncaring	piittaamaton	anger	0.273
shock	järkyttää	anger	0.269
feisty	feisty	anger	0.269
defendant	vastaaja	anger	0.266
latent	piilevä	anger	0.266
rapping	Räppääminen	anger	0.266
pry	urkkia	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	karhu	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	tehoton	anger	0.266
quandary	pulmallinen tilanne	anger	0.266
inconvenient	epämukava	anger	0.266
feminism	feminismi	anger	0.266
humbug	humpuuki	anger	0.266
interrupts	keskeytykset	anger	0.265
fluctuation	vaihtelu	anger	0.265
exaggerate	liioitella	anger	0.263
lose	menettää	anger	0.261
patter	kipittää	anger	0.258
tease	härnätä	anger	0.258
furnace	tulipesä	anger	0.258
stone	kivi	anger	0.258
shoplifting	myymälävarkaus	anger	0.258
soldier	sotilas	anger	0.258
incompetent	epäpätevä	anger	0.257
indoctrination	indoktrinaatio	anger	0.255
skid	jalas	anger	0.250
notoriety	kuuluisuus	anger	0.250
falsehood	valhe	anger	0.250
untrue	valheellinen	anger	0.250
mastery	mestaruus	anger	0.250
tripping	laukaisu	anger	0.250
nonsense	hölynpöly	anger	0.250
unfollow	unfollow	anger	0.250
noisy	meluisa	anger	0.250
pouting	Partaturska	anger	0.250
cane	ruoko	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketti	anger	0.250
complicate	hankaloittaa	anger	0.250
socialist	sosialistinen	anger	0.250
lawyer	lakimies	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	aidattu	anger	0.242
obstacle	este	anger	0.242
halter	riimu	anger	0.242
witch	noita	anger	0.242
vampire	vampyyri	anger	0.242
detract	vähennä	anger	0.242
ringer	soittoäänen	anger	0.242
frowning	otsa kurtussa	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	nälkä	anger	0.235
recession	lama	anger	0.234
lava	laava	anger	0.234
shell	kuori	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tulli	anger	0.234
failing	puuttuessa	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	lurjus	anger	0.234
politics	politiikka	anger	0.234
undesirable	ei-toivottu	anger	0.231
darkness	pimeys	anger	0.227
versus	vastaan	anger	0.227
resign	erota	anger	0.227
copycat	apina	anger	0.227
soaked	läpimärkä	anger	0.226
unfulfilled	täyttymätön	anger	0.225
abandoned	hylätty	anger	0.222
bankruptcy	konkurssi	anger	0.221
owing	maksamatta	anger	0.221
unattainable	saavuttamaton	anger	0.221
unhelpful	hyödytön	anger	0.219
twitching	nykiminen	anger	0.219
confusion	sekaannus	anger	0.219
mosquito	hyttynen	anger	0.219
warden	vartija	anger	0.219
misconception	väärinkäsitys	anger	0.219
compress	puristaa	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	työkalu	anger	0.219
nosey	utelias	anger	0.213
overpriced	ylihintainen	anger	0.212
harry	ahdistaa	anger	0.212
shortage	puute	anger	0.212
adder	kyykäärme	anger	0.212
melodrama	melodraama	anger	0.212
overplayed	overplayed	anger	0.206
possession	hallinta	anger	0.206
desert	aavikko	anger	0.206
pout	mutristus	anger	0.203
uninvited	kutsumaton	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	tehoton	anger	0.203
rook	torni	anger	0.203
unlucky	onneton	anger	0.203
unpaid	palkaton	anger	0.203
backbone	selkäranka	anger	0.203
sentence	tuomita	anger	0.203
powerless	voimaton	anger	0.203
court	tuomioistuin	anger	0.199
endless	loputon	anger	0.198
adverts	ilmoitusta	anger	0.197
delay	viive	anger	0.197
misstatement	virheellisyyttä	anger	0.197
distracted	suunniltaan	anger	0.197
misunderstanding	väärinkäsitys	anger	0.195
excite	kiihottaa	anger	0.191
inadmissible	tutkimatta	anger	0.191
lightning	salama	anger	0.189
incase	varalta	anger	0.188
preclude	sulkea pois	anger	0.188
insecure	epävarma	anger	0.188
mournful	surullinen	anger	0.188
rating	luokitus	anger	0.182
mistress	emäntä	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	hakija	anger	0.182
insist	vaatia	anger	0.182
distracting	häiritsevää	anger	0.182
opium	oopiumi	anger	0.180
willful	tahallinen	anger	0.176
deserve	ansaita	anger	0.176
insists	vaatii	anger	0.175
treat	kohdella	anger	0.175
misplace	panna väärään paikkaan	anger	0.172
indecisive	päättämätön	anger	0.172
gibberish	siansaksa	anger	0.172
fleece	fleece	anger	0.172
fee	maksu	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	vapauttaa	anger	0.172
excitation	kiihtymys	anger	0.172
hormonal	hormoni-	anger	0.172
mighty	mahtava	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	älähtää	anger	0.168
unequal	epätasainen	anger	0.167
insufficiency	riittämättömyys	anger	0.167
hamstring	lamaannuttaa	anger	0.167
bargaining	neuvotteluoikeuden	anger	0.167
mule	muuli	anger	0.167
insignificant	merkityksetön	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	välinpitämättömyys	anger	0.156
rheumatism	reumatismi	anger	0.156
coop	coop	anger	0.156
forearm	kyynärvarsi	anger	0.156
uncertain	epävarma	anger	0.152
bee	mehiläinen	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	osallistuminen	anger	0.152
disinformation	harhaanjohtavat tiedot	anger	0.152
attorney	asianajaja	anger	0.152
underpaid	alipalkattu	anger	0.152
pretending	teeskennellen	anger	0.152
campaigning	kampanjointia	anger	0.151
hopelessness	toivottomuus	anger	0.149
feeling	tunne	anger	0.147
legalized	laillistettu	anger	0.145
caution	varovaisuus	anger	0.145
subsidy	tuki	anger	0.141
obliging	huomaavainen	anger	0.141
morals	moraali	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	kirjoittaa väärin	anger	0.136
saloon	sedan	anger	0.136
repay	maksaa takaisin	anger	0.136
blemish	tahra	anger	0.136
surcharge	lisämaksu	anger	0.136
geez	geez	anger	0.136
birch	koivu	anger	0.135
noob	nyyppä	anger	0.133
honk	tuutata	anger	0.133
orchestra	orkesteri	anger	0.132
competitive	kilpailukykyinen	anger	0.125
wireless	langaton	anger	0.125
standstill	pysähdyksissä	anger	0.125
mosque	moskeija	anger	0.122
reversal	muutos	anger	0.121
inattention	tarkkaamattomuus	anger	0.121
