word	Basque-eu	emotion	emotion-intensity-score
offense	iraina	anger	0.469
objection	eragozpena	anger	0.469
recidivism	recidivism	anger	0.469
smother	smother	anger	0.469
perpetrator	perpetrator	anger	0.469
dislike	Dislike	anger	0.469
disruption	etenaldiak	anger	0.469
intolerance	intolerantzia	anger	0.469
opposition	oposizioa	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	agonia	anger	0.465
arrogant	harroputz	anger	0.461
sux	Sux	anger	0.456
vent	vent	anger	0.456
elimination	ezabatzea	anger	0.456
picketing	picketing	anger	0.456
haughty	harroa	anger	0.456
troublesome	kezkaga	anger	0.455
clamor	clamor	anger	0.455
busted	Pukas	anger	0.455
constraint	murriztapen	anger	0.455
crabby	crabby	anger	0.455
veto	beto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	engainatuta	anger	0.455
illicit	legez kanpoko	anger	0.455
dying	hiltzen	anger	0.455
grated	birrinduta	anger	0.455
idiocy	Idiocy	anger	0.455
illegality	ilegalitatearen	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	iragazgaitzak	anger	0.455
bad	txarra	anger	0.453
despotism	despotismoa	anger	0.453
usurped	usurpatu	anger	0.453
godless	godless	anger	0.453
disagreeing	desadostasuna	anger	0.453
intense	bizia	anger	0.453
struggle	borroka	anger	0.453
suppress	kendu	anger	0.453
disapproving	disapproving	anger	0.453
desist	desist	anger	0.453
bayonet	baioneta	anger	0.453
displeased	haserre	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	legez kanpokoa	anger	0.451
wrongly	gaizki	anger	0.448
repellent	repellent	anger	0.442
wasted	alferrik galtzen	anger	0.441
foe	etsai	anger	0.441
dishonor	desohorea	anger	0.441
wrongful	legez	anger	0.441
psychosis	psikosia	anger	0.441
aversion	nazka	anger	0.440
punitive	zigor	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	irudia	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	ixilik	anger	0.439
worthless	worthless	anger	0.438
deny	ukatzeko	anger	0.438
ransom	ransom	anger	0.438
fugitive	Iheslari	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	ergelkeria	anger	0.438
abandonment	abandono	anger	0.438
mucked	mucked	anger	0.438
separatist	independentista	anger	0.438
irritation	narritadurak	anger	0.438
oblivion	ahanzturatik	anger	0.437
segregate	bereiztea	anger	0.437
payback	modua	anger	0.436
incongruous	amaiera	anger	0.435
eviction	desalojoa	anger	0.435
collusion	collusion	anger	0.432
rob	rob	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	ravenous	anger	0.429
overrun	inbaditu	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	heraldo	anger	0.426
martial	martzialetan	anger	0.426
painful	mingarria	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	sinesgaitz	anger	0.426
rejection	gaitzespena	anger	0.426
defense	defentsa	anger	0.425
powerful	indartsua	anger	0.424
censor	zentsura	anger	0.424
indecency	lotsagabekeria	anger	0.424
fraudulent	iruzurrezko	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	ezkutatzea	anger	0.424
greed	gutizia	anger	0.424
disobedience	desobedientzia	anger	0.424
fuss	fuss	anger	0.424
enforce	betearazi	anger	0.424
banger	banger	anger	0.424
commotion	zirrara	anger	0.424
defraud	iruzurra	anger	0.424
discontent	discontent	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	desterrua	anger	0.422
sedition	sedizioa	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	sartze	anger	0.422
cracked	pitzatu	anger	0.422
annoyance	annoyance	anger	0.422
duel	duelu	anger	0.422
penitentiary	espetxe	anger	0.422
sarcasm	sarkasmoa	anger	0.422
deportation	deportazioa	anger	0.422
nettle	nettle	anger	0.422
scar	scar	anger	0.422
bang	bang	anger	0.422
cur	orain	anger	0.422
blatant	blatant	anger	0.420
force	indarrean	anger	0.418
perverse	gaizto	anger	0.415
wring	wring	anger	0.415
bastion	gotorleku	anger	0.413
grim	sombría	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	Moody	anger	0.412
hunting	ehiza	anger	0.411
indenture	indenture	anger	0.410
sham	faltsura	anger	0.409
squelch	squelch	anger	0.409
awful	beldurgarria	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	inplikatu	anger	0.409
contradict	kontraesanean	anger	0.409
supremacy	nagusitasuna	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproach	anger	0.409
compulsion	bortxa	anger	0.409
inept	ongi	anger	0.409
blockade	blokeoa	anger	0.409
detainee	atxilotuaren	anger	0.409
forfeit	uko	anger	0.409
disappoint	huts egin	anger	0.409
lying	etzanda	anger	0.408
epidemic	epidemia	anger	0.406
tremor	dardara	anger	0.406
rail	trenbide	anger	0.406
onerous	kostubidez	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	pentsaezina	anger	0.406
forsaken	utzia	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	wrongdoing	anger	0.406
badger	azkonarra	anger	0.406
antipathy	antipathy	anger	0.406
inequality	desberdintasuna	anger	0.406
nuisance	gogaikarriak	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	Argumentu	anger	0.404
affront	laido	anger	0.403
traumatic	trauma	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	amorrua	anger	0.400
watchout	kontuz	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetikoak	anger	0.397
remiss	remiss	anger	0.397
barge	gabarra	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxeoa	anger	0.394
untoward	untoward	anger	0.394
extinguish	itzaltzea	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	legez kanpoko	anger	0.394
rabble	jendaila	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	iruzurra	anger	0.394
sue	sue	anger	0.394
unfriendly	unfriendly	anger	0.394
confiscate	confiscate	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	Pique	anger	0.391
recklessness	recklessness	anger	0.391
earthquake	lurrikara	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	disoluzioa	anger	0.391
rigged	lotutako	anger	0.391
disagree	ados	anger	0.389
lawsuit	auzia	anger	0.386
disused	hutsetan	anger	0.382
immorality	immorality	anger	0.382
despair	etsipen	anger	0.382
difficulty	zailtasun	anger	0.379
incurable	sendaezinak	anger	0.379
touchy	touchy	anger	0.379
coerce	coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	fusil	anger	0.379
falsification	faltsutze	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	Lepoko	anger	0.379
picket	pikete	anger	0.378
concussion	concussion	anger	0.377
pessimism	ezkortasuna	anger	0.375
pitfall	pitfall	anger	0.375
infantile	Haur	anger	0.375
disillusionment	desengainuaren	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milizia	anger	0.375
remand	prebentziozko	anger	0.375
faulty	akastuna	anger	0.375
cannon	kanoi	anger	0.375
rawr	Rawr	anger	0.375
sly	Sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	distressing	anger	0.371
inhibit	galarazteko	anger	0.371
vindicate	erreibindikatu	anger	0.371
schizophrenia	eskizofrenia	anger	0.369
skewed	zeharkako	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	debekatuz	anger	0.368
conquest	konkista	anger	0.367
bark	azala	anger	0.365
leukemia	leuzemia	anger	0.365
barks	zaunka	anger	0.364
burke	burke	anger	0.364
challenge	erronka	anger	0.364
disapprove	gaitzetsi	anger	0.364
unhappy	zorigaiztoko	anger	0.364
retarded	atzeratua	anger	0.364
warrior	gerlari	anger	0.364
belt	gerriko	anger	0.364
controversial	polemikoa	anger	0.359
opinionated	opinionated	anger	0.359
paucity	paucity	anger	0.359
broken	hondatutako	anger	0.359
litigate	auzitan	anger	0.359
polemic	polemika	anger	0.359
aftermath	Kolpe	anger	0.359
disliked	Gustukoak	anger	0.359
loudness	ozentasuna	anger	0.359
restriction	murrizketa	anger	0.359
cad	cad	anger	0.359
sectarian	sektarioa	anger	0.359
incompetence	incompetence	anger	0.359
interrupting	eten	anger	0.358
fussy	fussy	anger	0.357
wench	neska	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	gruff	anger	0.351
remove	kendu	anger	0.351
brat	brat	anger	0.351
scarcity	eskasia	anger	0.350
losing	galtzeko	anger	0.349
pest	izurriteen	anger	0.348
defect	akatsa	anger	0.348
hardened	gogortu	anger	0.348
deserted	desertu	anger	0.348
lie	gezur	anger	0.348
retract	atzera botatzeko	anger	0.348
untrustworthy	konfidantzarik	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	etsita	anger	0.348
disagreement	desadostasuna	anger	0.348
stigma	estigma	anger	0.348
ulcer	ultzera	anger	0.348
bias	bias	anger	0.345
negation	ukapen	anger	0.344
antisocial	antisocial	anger	0.344
evade	evade	anger	0.344
shoddy	shoddy	anger	0.344
bothering	bothering	anger	0.344
impotence	inpotentzia	anger	0.344
shaky	dar-dar	anger	0.344
misleading	engainagarria	anger	0.344
stripped	biluztu	anger	0.344
disclaim	uko	anger	0.344
unsettled	unsettled	anger	0.344
anxiety	antsietatea	anger	0.344
stingy	zeken	anger	0.344
deterioration	hondatzea	anger	0.344
pirate	pirata	anger	0.344
unreliable	ezinda	anger	0.344
interminable	interminable	anger	0.343
disease	gaixotasunak	anger	0.341
meddle	nahasteko	anger	0.341
warp	okertu	anger	0.340
averse	averse	anger	0.338
infamous	gaiztoa	anger	0.338
alcoholism	alkoholarekin	anger	0.338
row	ilara	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	gaixo	anger	0.333
encumbrance	karga	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	legitimoa	anger	0.333
witchcraft	sorginkeria	anger	0.333
interrupt	eten	anger	0.333
paralyzed	geldiarazi	anger	0.333
sinner	bekatari	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inconsiderate	anger	0.329
phony	phony	anger	0.328
spammers	zabor	anger	0.328
dashed	marratxodun	anger	0.328
disqualified	kanporatua	anger	0.328
fib	FIB	anger	0.328
hiss	hiss	anger	0.328
brrr	Brrr	anger	0.328
resisting	erresistentzian	anger	0.328
victim	biktima	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	estutu	anger	0.328
opponent	aurkari	anger	0.328
crusade	gurutzada	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	erretxinaz	anger	0.328
prohibited	debekatuta	anger	0.328
inappropriate	egokitzat	anger	0.324
haye	haye	anger	0.324
loss	galera	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	ahaztutako	anger	0.324
canker	canker	anger	0.323
queues	ilarak	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	bikoiztasun	anger	0.318
criticism	kritika	anger	0.318
shriek	garrasi	anger	0.316
depreciate	depreciate	anger	0.315
poverty	pobreziaren	anger	0.312
chaff	lastoa	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	kaleratzea	anger	0.312
mortality	hilkortasuna	anger	0.312
deflate	Deflate	anger	0.312
carelessness	axolagabekeria	anger	0.312
dumps	zabortegiak	anger	0.312
revving	revving	anger	0.309
disallowed	debekatu	anger	0.308
thoughtless	thoughtless	anger	0.307
boisterous	boisterous	anger	0.307
burial	ehorzketa	anger	0.304
theocratic	teokratikoaren	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	inboluzio	anger	0.300
senseless	zentzugabeak	anger	0.297
stalemate	itota	anger	0.297
depreciated	amortizatuta	anger	0.297
wasteful	xahuketa	anger	0.297
hoax	iruzurra	anger	0.297
misuse	gehiegikeria	anger	0.297
getyourown	getyourown	anger	0.297
taxed	zergatzen	anger	0.297
depressed	lur jota	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralisi	anger	0.295
displaced	lekualdatu	anger	0.294
limited	mugatua	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	OCR	anger	0.289
ridiculous	barregarria	anger	0.289
teasing	teasing	anger	0.288
sharpen	zorrozten	anger	0.288
react	erreakzionatzen	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	bizkarrezurra	anger	0.288
homeless	etxerik	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barrera	anger	0.287
myopia	miopia	anger	0.283
contraband	kontrabandoa	anger	0.281
disconnects	deskonektatu	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	hotzikara	anger	0.281
agh	AGH	anger	0.281
restitution	lehengoratzea	anger	0.281
flexin	flexin	anger	0.281
incompatible	bateraezina	anger	0.281
delinquent	berankorren	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	troll	anger	0.279
buffering	buferra	anger	0.279
unfairness	unfairness	anger	0.279
foray	saiakera	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturity	anger	0.273
bogus	akastunak	anger	0.273
uncaring	uncaring	anger	0.273
shock	shock	anger	0.269
feisty	feisty	anger	0.269
defendant	salatua	anger	0.266
latent	ezkutuko	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bear	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	inoperative	anger	0.266
quandary	quandary	anger	0.266
inconvenient	deserosoa	anger	0.266
feminism	feminismoa	anger	0.266
humbug	Humbug	anger	0.266
interrupts	interrupzio	anger	0.265
fluctuation	aldakuntza	anger	0.265
exaggerate	exaggerate	anger	0.263
lose	galtzen	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	labe	anger	0.258
stone	harri	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	soldadu	anger	0.258
incompetent	incompetent	anger	0.257
indoctrination	doktrinamendua	anger	0.255
skid	SKID	anger	0.250
notoriety	nabarmendu	anger	0.250
falsehood	faltsutasuna	anger	0.250
untrue	gezurra	anger	0.250
mastery	maisutasun	anger	0.250
tripping	tripping	anger	0.250
nonsense	zentzugabekeria	anger	0.250
unfollow	jarraitzeari	anger	0.250
noisy	zaratatsu	anger	0.250
pouting	pouting	anger	0.250
cane	kanabera	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	suziria	anger	0.250
complicate	zaildu	anger	0.250
socialist	sozialista	anger	0.250
lawyer	abokatu	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	BlokMaius	anger	0.242
fenced	hesituta	anger	0.242
obstacle	oztopo	anger	0.242
halter	HALTER	anger	0.242
witch	sorgina	anger	0.242
vampire	banpiroa	anger	0.242
detract	gutxietsi	anger	0.242
ringer	Timbre	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	gosea	anger	0.235
recession	atzeraldi	anger	0.234
lava	lava	anger	0.234
shell	oskol	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	Huts	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	zital	anger	0.234
politics	politika	anger	0.234
undesirable	txarrak	anger	0.231
darkness	iluntasuna	anger	0.227
versus	aurka	anger	0.227
resign	izendapenerako	anger	0.227
copycat	copycat	anger	0.227
soaked	blai	anger	0.226
unfulfilled	bete	anger	0.225
abandoned	abandonatutako	anger	0.222
bankruptcy	Porrotaren	anger	0.221
owing	dietelako	anger	0.221
unattainable	eskuraezina	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	nahasmena	anger	0.219
mosquito	eltxo	anger	0.219
warden	zaindaria	anger	0.219
misconception	misconception	anger	0.219
compress	konprimitu	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tresna	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	eskasia	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	jabetza	anger	0.206
desert	basamortuko	anger	0.206
pout	pout	anger	0.203
uninvited	Gonbidapen gabeko	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	eraginkorra	anger	0.203
rook	dorrearen	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	ordaindu gabeko	anger	0.203
backbone	bizkarrezurra	anger	0.203
sentence	esaldi	anger	0.203
powerless	powerless	anger	0.203
court	epaitegian	anger	0.199
endless	amaigabeak	anger	0.198
adverts	iragarkiak	anger	0.197
delay	atzerapenik	anger	0.197
misstatement	misstatement	anger	0.197
distracted	arreta	anger	0.197
misunderstanding	Gaizki ulertu	anger	0.195
excite	urduritu	anger	0.191
inadmissible	onartezina	anger	0.191
lightning	tximista	anger	0.189
incase	kasuan	anger	0.188
preclude	basatia	anger	0.188
insecure	segurua	anger	0.188
mournful	goibel	anger	0.188
rating	puntuazioa	anger	0.182
mistress	andrea	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	erreklamatzaileak	anger	0.182
insist	azpimarratzen	anger	0.182
distracting	distracting	anger	0.182
opium	opioa	anger	0.180
willful	nahita	anger	0.176
deserve	merezi	anger	0.176
insists	berretsi	anger	0.175
treat	tratatzeko	anger	0.175
misplace	misplace	anger	0.172
indecisive	Zalantzatia	anger	0.172
gibberish	huskeriak	anger	0.172
fleece	polarra	anger	0.172
fee	kuota	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	askatu	anger	0.172
excitation	kitzikapen	anger	0.172
hormonal	hormonal	anger	0.172
mighty	ahaltsu	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	desorekatua	anger	0.167
insufficiency	gutxiegitasuna	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	negoziazio	anger	0.167
mule	mando	anger	0.167
insignificant	hutsala	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	axolagabekeria	anger	0.156
rheumatism	erreuma	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	incierto	anger	0.152
bee	erlea	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	inplikazioa	anger	0.152
disinformation	desinformazio	anger	0.152
attorney	abokatu	anger	0.152
underpaid	underpaid	anger	0.152
pretending	itxurak	anger	0.152
campaigning	kanpaina	anger	0.151
hopelessness	hopelessness	anger	0.149
feeling	sentimendu	anger	0.147
legalized	legeztatu	anger	0.145
caution	kontuz	anger	0.145
subsidy	diru-laguntza	anger	0.141
obliging	obliging	anger	0.141
morals	moralaren	anger	0.141
sterling	esterlina	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	berlina	anger	0.136
repay	itzuli	anger	0.136
blemish	akats	anger	0.136
surcharge	errekargua	anger	0.136
geez	geez	anger	0.136
birch	urki	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkestra	anger	0.132
competitive	lehiakorra	anger	0.125
wireless	haririk gabeko	anger	0.125
standstill	geldirik	anger	0.125
mosque	mezkita	anger	0.122
reversal	atzerakada	anger	0.121
inattention	inattention	anger	0.121
lace	parpailak	anger	0.118
elbow	ukondoa	anger	0.117
instinctive	senezkoa	anger	0.112
chant	chant	anger	0.111
lonely	bakartia	anger	0.109
gnome	gnome	anger	0.109
tolerate	jasaten	anger	0.106
management	kudeaketan	anger	0.102
advocacy	sentsibilizazio	anger	0.100
moral	moral	anger	0.094
roadworks	errepideko lanak	anger	0.091
honest	zintzo	anger	0.087
forgetful	forgetful	anger	0.076
gent	gent	anger	0.076
liquor	likoreak	anger	0.075
money	dirua	anger	0.074
hood	txano	anger	0.071
curriculum	curriculum	anger	0.063
words	hitzak	anger	0.062
smell	usain	anger	0.061
elf	duende	anger	0.061
playful	ludikoak	anger	0.061
opera	opera	anger	0.061
nurture	elikatu	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	aholkulari	anger	0.059
trumpet	tronpeta	anger	0.059
birthplace	jaioterria	anger	0.051
ribbon	zinta	anger	0.047
youth	gazteria	anger	0.045
vote	boto	anger	0.045
cash	cash	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	Waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	ospetsuk	anger	0.026
autocorrect	zuzenketa automatikoa	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	musikala	anger	0.011
tree	zuhaitz	anger	0.000
anticipation	aurrea	anticipation	0.859
excited	ilusioa	anticipation	0.859
anticipate	aurreratzen	anticipation	0.820
excitement	zirrara	anticipation	0.820
eagerness	nahia	anticipation	0.812
