word	Maori-mi	emotion	emotion-intensity-score
simmer	whakakotahi	anger	0.469
distress	pouri	anger	0.469
insanity	wairangi	anger	0.469
selfish	whaiaro	anger	0.469
huff	Tuhinga o mua	anger	0.469
selfishness	ko te hiahia takitahi	anger	0.469
backoff	Tuhinga	anger	0.469
plunder	pahua	anger	0.469
stifled	ka tohua	anger	0.469
subversive	takahuri	anger	0.469
exile	Tuhinga o mua	anger	0.469
offense	hara	anger	0.469
objection	whakahē	anger	0.469
recidivism	Tuhinga o mua	anger	0.469
smother	pupuhi	anger	0.469
perpetrator	kaitautoko	anger	0.469
dislike	kino	anger	0.469
disruption	haukoti	anger	0.469
intolerance	te manawanui	anger	0.469
opposition	whakahē	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	koko	anger	0.467
agony	mamae	anger	0.465
arrogant	whakapehapeha	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	hau	anger	0.456
elimination	whakakoretanga	anger	0.456
picketing	pihikete	anger	0.456
haughty	whakapehapeha	anger	0.456
troublesome	raruraru	anger	0.455
clamor	Tuhinga	anger	0.455
busted	ka mutu	anger	0.455
constraint	Tuhinga	anger	0.455
crabby	pupuhi	anger	0.455
veto	veto	anger	0.455
stubbed	kapi	anger	0.455
mislead	whakapohehe	anger	0.455
illicit	hara	anger	0.455
dying	mate	anger	0.455
grated	ka tohua	anger	0.455
idiocy	Tuhinga	anger	0.455
illegality	ture kore	anger	0.455
flagrant	whakaharahara	anger	0.455
impermeable	impermeable	anger	0.455
bad	kino	anger	0.453
despotism	Tuhinga o mua	anger	0.453
usurped	weurped	anger	0.453
godless	kore karakia	anger	0.453
disagreeing	whakahē	anger	0.453
intense	kaha	anger	0.453
struggle	pakanga	anger	0.453
suppress	whakakape	anger	0.453
disapproving	whakahē	anger	0.453
desist	Tuhinga o mua	anger	0.453
bayonet	bayonet	anger	0.453
displeased	kino	anger	0.453
hysterical	whakapae	anger	0.453
unlawful	kore he ture	anger	0.451
wrongly	he he	anger	0.448
repellent	Tuhinga o mua	anger	0.442
wasted	ngaro	anger	0.441
foe	hoariri	anger	0.441
dishonor	whakama	anger	0.441
wrongful	he he	anger	0.441
psychosis	hinengaro	anger	0.441
aversion	Tuhinga	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	Tuhinga	anger	0.439
schism	Tuhinga	anger	0.439
ultimatum	Tuhinga	anger	0.439
upset	te riri	anger	0.439
worthless	he horihori	anger	0.438
deny	whakakahore	anger	0.438
ransom	utu	anger	0.438
fugitive	Tuhinga ka whai mai	anger	0.438
deleterious	Tuhinga	anger	0.438
stupidity	wairangi	anger	0.438
abandonment	Tuhinga	anger	0.438
mucked	ka peke	anger	0.438
separatist	Tuhinga	anger	0.438
irritation	te riri	anger	0.438
oblivion	wareware	anger	0.437
segregate	wehea	anger	0.437
payback	utu	anger	0.436
incongruous	he kino	anger	0.435
eviction	Tuhinga	anger	0.435
collusion	whakahianga	anger	0.432
rob	pahua	anger	0.431
infidelity	whakaponokore	anger	0.429
ravenous	Tuhinga o mua	anger	0.429
overrun	Tuhinga ka whai mai	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	Tuhinga o mua	anger	0.426
painful	mamae	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	whakahirahira	anger	0.426
rejection	Tuhinga	anger	0.426
defense	tiaki	anger	0.425
powerful	kaha	anger	0.424
censor	pene	anger	0.424
indecency	hara	anger	0.424
fraudulent	tinihanga	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	Tuhinga o mua	anger	0.424
concealment	huna	anger	0.424
greed	hiahia	anger	0.424
disobedience	te tutu	anger	0.424
fuss	Tuhinga o mua	anger	0.424
enforce	whakauru	anger	0.424
banger	putea	anger	0.424
commotion	te ngangau	anger	0.424
defraud	tinihanga	anger	0.424
discontent	whakareretanga	anger	0.424
unsympathetic	kaore i te hiahia	anger	0.424
exasperation	Tuhinga	anger	0.424
barb	papa	anger	0.422
banishment	Tuhinga o mua	anger	0.422
sedition	pakanga	anger	0.422
misrepresented	he whanoke	anger	0.422
snubbed	ka pangia	anger	0.422
penetration	whakatipu	anger	0.422
cracked	pakaru	anger	0.422
annoyance	riri	anger	0.422
duel	Tuhinga	anger	0.422
penitentiary	whare herehere	anger	0.422
sarcasm	Tuhinga o mua	anger	0.422
deportation	Tuhinga	anger	0.422
nettle	whara	anger	0.422
scar	toka	anger	0.422
bang	pene	anger	0.422
cur	pene	anger	0.422
blatant	Tuhinga	anger	0.420
force	kaha	anger	0.418
perverse	he rereke	anger	0.415
wring	wring	anger	0.415
bastion	Tuhinga	anger	0.413
grim	Tuhinga o mua	anger	0.413
sordid	Tuhinga	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	Tuhinga	anger	0.412
tiff	tiff	anger	0.412
moody	Tuhinga o mua	anger	0.412
hunting	te hopu	anger	0.411
indenture	Tuhinga	anger	0.410
sham	Tuhinga	anger	0.409
squelch	Tuhinga	anger	0.409
awful	kino	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	whakahua	anger	0.409
contradict	whakahē	anger	0.409
supremacy	Tuhinga	anger	0.409
sneak	pakaru	anger	0.409
cantwin	cantwin	anger	0.409
reproach	kanga	anger	0.409
compulsion	Tuhinga	anger	0.409
inept	Tuhinga	anger	0.409
blockade	whakapae	anger	0.409
detainee	kaitiaki	anger	0.409
forfeit	Tuhinga o mua	anger	0.409
disappoint	pouri	anger	0.409
lying	takoto	anger	0.408
epidemic	mate uruta	anger	0.406
tremor	nui	anger	0.406
rail	raina	anger	0.406
onerous	pakaru	anger	0.406
cacophony	mahi	anger	0.406
unthinkable	kaore e taea	anger	0.406
forsaken	whakarerea	anger	0.406
delusion	tinihanga	anger	0.406
wrongdoing	he he	anger	0.406
badger	putea	anger	0.406
antipathy	Tuhinga o mua	anger	0.406
inequality	rereke	anger	0.406
nuisance	he kino	anger	0.406
scrapie	Tuhinga o mua	anger	0.406
wop	Tuhinga o mua	anger	0.406
arguments	nga tautohe	anger	0.404
affront	whakaeke	anger	0.403
traumatic	Tuhinga	anger	0.402
libel	whakapae	anger	0.400
sodding	kohua	anger	0.400
annoys	ka riri	anger	0.400
watchout	watchout	anger	0.398
soslow	haumaru	anger	0.398
frenetic	Tuhinga	anger	0.397
remiss	Tuhinga o mua	anger	0.397
barge	putea	anger	0.396
howl	aue	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	kokemeke	anger	0.394
untoward	Tuhingakore	anger	0.394
extinguish	whakakore	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	whakahē	anger	0.394
illegal	ture kore	anger	0.394
rabble	rabble	anger	0.394
actionable	mahi	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	tinihanga	anger	0.394
sue	whakamatau	anger	0.394
unfriendly	he kore aroha	anger	0.394
confiscate	ka murua	anger	0.394
brimstone	te whanariki	anger	0.392
argh	Tuhinga o mua	anger	0.391
pique	pique	anger	0.391
recklessness	whakahē	anger	0.391
earthquake	te ru	anger	0.391
grrrrr	Tuhinga o mua	anger	0.391
dissolution	whakakore	anger	0.391
rigged	haurangi	anger	0.391
disagree	kaore i whakaae	anger	0.389
lawsuit	whakawakanga	anger	0.386
disused	ka tukuna	anger	0.382
immorality	moepuku	anger	0.382
despair	pouri	anger	0.382
difficulty	he uaua	anger	0.379
incurable	kaore e taea	anger	0.379
touchy	ka pa	anger	0.379
coerce	Tuhinga	anger	0.379
sizzle	Tuhinga	anger	0.379
rifle	rifle	anger	0.379
falsification	takahi	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	nui	anger	0.379
picket	pihikete	anger	0.378
concussion	Tuhinga o mua	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	Tuhinga o mua	anger	0.375
infantile	tamariki	anger	0.375
disillusionment	he raruraru	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	Tuhinga o mua	anger	0.375
faulty	he he	anger	0.375
cannon	whara	anger	0.375
rawr	rawr	anger	0.375
sly	kae	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	pouri	anger	0.371
inhibit	whakakore	anger	0.371
vindicate	tohu	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	Tuhinga o mua	anger	0.368
disreputable	kaore e taea	anger	0.368
forbidding	ārai	anger	0.368
conquest	toa	anger	0.367
bark	kiri	anger	0.365
leukemia	te kanui	anger	0.365
barks	Tuhinga	anger	0.364
burke	pakaru	anger	0.364
challenge	wero	anger	0.364
disapprove	whakahē	anger	0.364
unhappy	pouri	anger	0.364
retarded	Tuhinga o mua	anger	0.364
warrior	toa	anger	0.364
belt	whitiki	anger	0.364
controversial	tautohe	anger	0.359
opinionated	whakaarohia	anger	0.359
paucity	paucity	anger	0.359
broken	pakaru	anger	0.359
litigate	ka whakaekea	anger	0.359
polemic	poemiki	anger	0.359
aftermath	Tuhinga o mua	anger	0.359
disliked	kaore i pai	anger	0.359
loudness	nui	anger	0.359
restriction	herea	anger	0.359
cad	cad	anger	0.359
sectarian	rōpū	anger	0.359
incompetence	te waatea	anger	0.359
interrupting	whakaheke	anger	0.358
fussy	Tuhinga	anger	0.357
wench	wench	anger	0.353
misbehavior	hara	anger	0.351
gruff	pupuhi	anger	0.351
remove	tango	anger	0.351
brat	Tuhinga	anger	0.351
scarcity	mate	anger	0.350
losing	ngaro	anger	0.349
pest	pest	anger	0.348
defect	mate	anger	0.348
hardened	pakeke	anger	0.348
deserted	kua mahue	anger	0.348
lie	takoto	anger	0.348
retract	whakahou	anger	0.348
untrustworthy	kaore i whakawhirinaki	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	pouri	anger	0.348
disagreement	whakahē	anger	0.348
stigma	paku	anger	0.348
ulcer	mate	anger	0.348
bias	Tuhinga	anger	0.345
negation	Tuhinga	anger	0.344
antisocial	Tuhinga o mua	anger	0.344
evade	rereke	anger	0.344
shoddy	Tuhinga o mua	anger	0.344
bothering	Tuhinga o mua	anger	0.344
impotence	Tuhinga o mua	anger	0.344
shaky	maama	anger	0.344
misleading	tinihanga	anger	0.344
stripped	tangohia	anger	0.344
disclaim	whakakore	anger	0.344
unsettled	kaore i tino raru	anger	0.344
anxiety	manukanuka	anger	0.344
stingy	pupuhi	anger	0.344
deterioration	Tuhinga o mua	anger	0.344
pirate	pirau	anger	0.344
unreliable	kaore e taea	anger	0.344
interminable	roa	anger	0.343
disease	mate	anger	0.341
meddle	whakawhitiwhiti	anger	0.341
warp	Tuhinga	anger	0.340
averse	whakaheke	anger	0.338
infamous	ingoa nui	anger	0.338
alcoholism	waipiro	anger	0.338
row	rarangi	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	mate	anger	0.333
encumbrance	Tuhinga o mua	anger	0.333
scorpion	kopiona	anger	0.333
illegitimate	ture	anger	0.333
witchcraft	makutu	anger	0.333
interrupt	whakaheke	anger	0.333
paralyzed	pararutiki	anger	0.333
sinner	hara	anger	0.331
hulk	Tuhinga o mua	anger	0.329
inconsiderate	kaore i te whakaaro	anger	0.329
phony	waea	anger	0.328
spammers	nga kaitautoko	anger	0.328
dashed	pakaru	anger	0.328
disqualified	ka whakakorea	anger	0.328
fib	fib	anger	0.328
hiss	Tuhinga o mua	anger	0.328
brrr	paraoa	anger	0.328
resisting	whakahē	anger	0.328
victim	mate	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	whakapumau	anger	0.328
opponent	hoariri	anger	0.328
crusade	te tukinga	anger	0.328
dislocated	ka whakakorehia	anger	0.328
grumpy	whakahē	anger	0.328
prohibited	whakaaetia	anger	0.328
inappropriate	he tika	anger	0.324
haye	haye	anger	0.324
loss	ngaro	anger	0.324
eschew	Tuhinga	anger	0.324
trickery	tinihanga	anger	0.324
neglected	Tuhinga o mua	anger	0.324
canker	pakaru	anger	0.323
queues	tiu	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	Tuhinga	anger	0.318
criticism	whakahē	anger	0.318
shriek	tangi	anger	0.316
depreciate	whakaheke	anger	0.315
poverty	rawakore	anger	0.312
chaff	Tuhinga o mua	anger	0.312
dupe	Tuhinga o mua	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	Tuhinga	anger	0.312
mortality	Tuhinga o mua	anger	0.312
deflate	whakapae	anger	0.312
carelessness	te kore whakaaro	anger	0.312
dumps	Tuhinga o mua	anger	0.312
revving	whakahou	anger	0.309
disallowed	ka whakakorehia	anger	0.308
thoughtless	whakaarokore	anger	0.307
boisterous	haurangi	anger	0.307
burial	tanumanga	anger	0.304
theocratic	Tuhinga o mua	anger	0.303
wince	toa	anger	0.303
sullen	whakahou	anger	0.303
involution	whakahirihiri	anger	0.300
senseless	kore	anger	0.297
stalemate	ka noho	anger	0.297
depreciated	kua whakahekehia	anger	0.297
wasteful	memeha	anger	0.297
hoax	hoax	anger	0.297
misuse	whakamahi kino	anger	0.297
getyourown	Tuhinga ka whai mai	anger	0.297
taxed	ka tohua	anger	0.297
depressed	pouri	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	pararutiki	anger	0.295
displaced	kua nekehia	anger	0.294
limited	iti	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	whakahianga	anger	0.289
teasing	te tawai	anger	0.288
sharpen	whakakoi	anger	0.288
react	whakautu	anger	0.288
presumptuous	whakapehapeha	anger	0.288
spine	taura	anger	0.288
homeless	kahore he kainga	anger	0.288
hoot	Tuhinga	anger	0.287
twitchy	Tuhinga	anger	0.287
barrier	parenga	anger	0.287
myopia	myopia	anger	0.283
contraband	whakawhitinga	anger	0.281
disconnects	ka wehe	anger	0.281
spam	mokamoka	anger	0.281
lagging	whakaheke	anger	0.281
shiver	Tuhinga	anger	0.281
agh	Tuhinga o mua	anger	0.281
restitution	te utu	anger	0.281
flexin	Tuhinga	anger	0.281
incompatible	kaore i te whaitake	anger	0.281
delinquent	whakaheke	anger	0.281
noncompliance	Tuhinga	anger	0.279
troll	Tuhinga	anger	0.279
buffering	Tuhinga o mua	anger	0.279
unfairness	Tuhinga kore	anger	0.279
foray	Tuhinga o mua	anger	0.279
nether	Tuhinga	anger	0.278
bugaboo	Tuhinga	anger	0.273
immaturity	Tuhinga o mua	anger	0.273
bogus	pupuhi	anger	0.273
uncaring	Tuhinga o mua	anger	0.273
shock	hake	anger	0.269
feisty	Tuhinga	anger	0.269
defendant	te kaipupuri	anger	0.266
latent	Tuhinga o mua	anger	0.266
rapping	whakaheke	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	mau	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	kaore i te mahi	anger	0.266
quandary	whakahē	anger	0.266
inconvenient	he mea kore	anger	0.266
feminism	wahine	anger	0.266
humbug	humbug	anger	0.266
interrupts	ka pakaru	anger	0.265
fluctuation	rererangi	anger	0.265
exaggerate	nui atu	anger	0.263
lose	ngaro	anger	0.261
patter	patate	anger	0.258
tease	Tuhinga	anger	0.258
furnace	te oumu	anger	0.258
stone	kohatu	anger	0.258
shoplifting	Tuhinga o mua	anger	0.258
soldier	koa	anger	0.258
incompetent	kaore i te tau	anger	0.257
indoctrination	taketake	anger	0.255
skid	Tuhinga o mua	anger	0.250
notoriety	Tuhinga o mua	anger	0.250
falsehood	teka	anger	0.250
untrue	he teka	anger	0.250
mastery	te mana	anger	0.250
tripping	tarai	anger	0.250
nonsense	korero kore	anger	0.250
unfollow	whakaheke	anger	0.250
noisy	pupuhi	anger	0.250
pouting	te poipoi	anger	0.250
cane	tiihi	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	toka	anger	0.250
complicate	whakaekea	anger	0.250
socialist	tangata hapori	anger	0.250
lawyer	rōia	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	poraka	anger	0.242
fenced	taiepa	anger	0.242
obstacle	Tuhinga	anger	0.242
halter	halter	anger	0.242
witch	witch	anger	0.242
vampire	vampire	anger	0.242
detract	whakaheke	anger	0.242
ringer	kaituku	anger	0.242
frowning	Tuhinga o mua	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	matekai	anger	0.235
recession	Tuhinga	anger	0.234
lava	tae	anger	0.234
shell	anga	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	tautuhi	anger	0.234
tariff	utu	anger	0.234
failing	kore	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	haurangi	anger	0.234
politics	kaupapa tōrangapū	anger	0.234
undesirable	kore e pai	anger	0.231
darkness	pouri	anger	0.227
versus	Tuhinga	anger	0.227
resign	whakaingoatia	anger	0.227
copycat	copycat	anger	0.227
soaked	ka makona	anger	0.226
unfulfilled	kaore i oti	anger	0.225
abandoned	ka whakarerea	anger	0.222
bankruptcy	pakihi	anger	0.221
owing	no te mea	anger	0.221
unattainable	kore e taea	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	whakawhitinga	anger	0.219
confusion	raruraru	anger	0.219
mosquito	makariri	anger	0.219
warden	kaitiaki	anger	0.219
misconception	he pohehe	anger	0.219
compress	pupuhi	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	taputapu	anger	0.219
nosey	ngongo	anger	0.213
overpriced	Tuhinga	anger	0.212
harry	harry	anger	0.212
shortage	Tuhinga o mua	anger	0.212
adder	Tuhinga	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	ka whakanuia	anger	0.206
possession	taonga	anger	0.206
desert	koraha	anger	0.206
pout	pout	anger	0.203
uninvited	kaore i whakawakia	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	kore	anger	0.203
rook	rook	anger	0.203
unlucky	he angitu	anger	0.203
unpaid	kore utu	anger	0.203
backbone	Tuhinga	anger	0.203
sentence	Tuhinga	anger	0.203
powerless	korekore	anger	0.203
court	marae	anger	0.199
endless	kore rawa	anger	0.198
adverts	Tuhinga	anger	0.197
delay	roa	anger	0.197
misstatement	whakapae	anger	0.197
distracted	tohungia	anger	0.197
misunderstanding	he pohehe	anger	0.195
excite	whakaihiihi	anger	0.191
inadmissible	kaore e taea	anger	0.191
lightning	uira	anger	0.189
incase	kore he	anger	0.188
preclude	Tuhinga o mua	anger	0.188
insecure	kaore i te ora	anger	0.188
mournful	pouri	anger	0.188
rating	whakatauranga	anger	0.182
mistress	rangatira	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	kaikerēme	anger	0.182
insist	tohe	anger	0.182
distracting	te tarai	anger	0.182
opium	opium	anger	0.180
willful	he pai	anger	0.176
deserve	tika	anger	0.176
insists	ka tohe	anger	0.175
treat	hamani	anger	0.175
misplace	whakaheke	anger	0.172
indecisive	he kore	anger	0.172
gibberish	makariri	anger	0.172
fleece	rere	anger	0.172
fee	utu	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	Tuhinga	anger	0.172
excitation	hihiri	anger	0.172
hormonal	Tuhinga o mua	anger	0.172
mighty	kaha	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	he rereke	anger	0.167
insufficiency	kore e taea	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	hokohoko	anger	0.167
mule	mule	anger	0.167
insignificant	mea iti	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	Tuhinga o mua	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	Tuhinga o mua	anger	0.156
uncertain	kāore i te mōhio	anger	0.152
bee	pipi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	whakauru	anger	0.152
disinformation	whakapae	anger	0.152
attorney	kaitohutohu	anger	0.152
underpaid	i raro i te utu	anger	0.152
pretending	whakatikatika	anger	0.152
campaigning	whakaeke	anger	0.151
hopelessness	te koretake	anger	0.149
feeling	te ngakau	anger	0.147
legalized	kua whakamanahia	anger	0.145
caution	whakatupato	anger	0.145
subsidy	āwhina	anger	0.141
obliging	Tuhinga o mua	anger	0.141
morals	ngā moemoeka	anger	0.141
sterling	Tuhinga o mua	anger	0.141
wimpy	wimpy	anger	0.140
bummer	pupuhi	anger	0.139
misspell	misspell	anger	0.136
saloon	Tuhinga	anger	0.136
repay	utu	anger	0.136
blemish	he koha	anger	0.136
surcharge	Tuhinga	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orchestra	anger	0.132
competitive	whakataetae	anger	0.125
wireless	ahokore	anger	0.125
standstill	Tuhinga	anger	0.125
mosque	whare karakia	anger	0.122
reversal	Tuhinga o mua	anger	0.121
inattention	Tuhinga o mua	anger	0.121
lace	Tuhinga o mua	anger	0.118
elbow	toka	anger	0.117
instinctive	kaore e mohio	anger	0.112
chant	waiata	anger	0.111
lonely	mokemoke	anger	0.109
gnome	Tuhinga	anger	0.109
tolerate	tohungia	anger	0.106
management	whakahaere	anger	0.102
advocacy	tautoko	anger	0.100
moral	te moemoeka	anger	0.094
roadworks	nga huarahi huarahi	anger	0.091
honest	pono	anger	0.087
forgetful	wareware	anger	0.076
gent	gent	anger	0.076
liquor	waipiro	anger	0.075
money	moni	anger	0.074
hood	Tuhinga	anger	0.071
curriculum	marautanga	anger	0.063
words	kupu	anger	0.062
smell	kakara	anger	0.061
elf	Tuhinga o mua	anger	0.061
playful	takaro	anger	0.061
opera	opera	anger	0.061
nurture	whakanui	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	kaitohutohu	anger	0.059
trumpet	tetere	anger	0.059
birthplace	wahi whanau	anger	0.051
ribbon	rīpene	anger	0.047
youth	taitamariki	anger	0.045
vote	pōti	anger	0.045
cash	moni	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	wahine	anger	0.030
waffle	waffle	anger	0.030
buffet	kati	anger	0.029
celebrity	rongonui	anger	0.026
autocorrect	whakatikatika	anger	0.015
sisterhood	tuahine	anger	0.015
musical	waiata	anger	0.011
tree	rakau	anger	0.000
anticipation	te tumanako	anticipation	0.859
excited	koa	anticipation	0.859
anticipate	Tuhinga o mua	anticipation	0.820
excitement	te hihiri	anticipation	0.820
eagerness	Tuhinga o mua	anticipation	0.812
exciting	whakaongaonga	anticipation	0.797
expectant	tūmanako	anticipation	0.789
thrilling	te harikoa	anticipation	0.781
hope	tumanako	anticipation	0.773
quest	rapu	anticipation	0.766
expectance	te tumanako	anticipation	0.750
countdown	tatauranga	anticipation	0.750
start	tīmata	anticipation	0.750
anticipatory	Tuhinga o mua	anticipation	0.750
adventure	Tuhinga	anticipation	0.750
eager	hiahia	anticipation	0.742
