word	Estonian-et	emotion	emotion-intensity-score
insanity	hullumeelsus	anger	0.469
selfish	isekas	anger	0.469
huff	huff	anger	0.469
selfishness	isekus	anger	0.469
backoff	tagasilöök	anger	0.469
plunder	röövima	anger	0.469
stifled	lämmatanud	anger	0.469
subversive	hävitav	anger	0.469
exile	pagendama	anger	0.469
offense	kuritegu	anger	0.469
objection	vastuväide	anger	0.469
recidivism	retsidiivsus	anger	0.469
smother	pehme	anger	0.469
perpetrator	kurjategija	anger	0.469
dislike	ei meeldi	anger	0.469
disruption	katkestus	anger	0.469
intolerance	sallimatus	anger	0.469
opposition	opositsioon	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	kruus	anger	0.467
agony	agoonia	anger	0.465
arrogant	ülbe	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	kõrvaldamine	anger	0.456
picketing	pikkimine	anger	0.456
haughty	ülbus	anger	0.456
troublesome	murettekitav	anger	0.455
clamor	klamma	anger	0.455
busted	vahele jäänud	anger	0.455
constraint	piirang	anger	0.455
crabby	crabby	anger	0.455
veto	vetoõigus	anger	0.455
stubbed	varjatud	anger	0.455
mislead	eksitama	anger	0.455
illicit	ebaseaduslik	anger	0.455
dying	suremas	anger	0.455
grated	riivitud	anger	0.455
idiocy	idiootsus	anger	0.455
illegality	ebaseaduslikkus	anger	0.455
flagrant	silmatorkav	anger	0.455
impermeable	läbilaskvad	anger	0.455
bad	halb	anger	0.453
despotism	Despotism	anger	0.453
usurped	usurpeeritud	anger	0.453
godless	jumalatu	anger	0.453
disagreeing	ei nõustu	anger	0.453
intense	intensiivne	anger	0.453
struggle	võitlus	anger	0.453
suppress	maha suruda	anger	0.453
disapproving	tagasi lükata	anger	0.453
desist	loobuma	anger	0.453
bayonet	bajonett	anger	0.453
displeased	ebameeldiv	anger	0.453
hysterical	hüsteeriline	anger	0.453
unlawful	ebaseaduslik	anger	0.451
wrongly	valesti	anger	0.448
repellent	tõrjuv	anger	0.442
wasted	raisatud	anger	0.441
foe	vastane	anger	0.441
dishonor	pettumus	anger	0.441
wrongful	ebaõiglane	anger	0.441
psychosis	psühhoos	anger	0.441
aversion	vastumeelsus	anger	0.440
punitive	karistuslik	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	käpikud	anger	0.439
effigy	pilt	anger	0.439
schism	lõhe	anger	0.439
ultimatum	ultimaatum	anger	0.439
upset	ärritunud	anger	0.439
worthless	väärtusetu	anger	0.438
deny	eitada	anger	0.438
ransom	lunaraha	anger	0.438
fugitive	põgenik	anger	0.438
deleterious	kahjulik	anger	0.438
stupidity	rumalus	anger	0.438
abandonment	loobumine	anger	0.438
mucked	murtud	anger	0.438
separatist	separatistlik	anger	0.438
irritation	ärritus	anger	0.438
oblivion	unustusse jäänud	anger	0.437
segregate	eraldama	anger	0.437
payback	tasuvusaeg	anger	0.436
incongruous	ebaharilik	anger	0.435
eviction	väljatõstmine	anger	0.435
collusion	kokkumängu	anger	0.432
rob	röövima	anger	0.431
infidelity	truudusetus	anger	0.429
ravenous	jõuline	anger	0.429
overrun	ületamine	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ettekandja	anger	0.426
martial	võitluskunstidega	anger	0.426
painful	valus	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	uskumatu	anger	0.426
rejection	tagasilükkamine	anger	0.426
defense	kaitse	anger	0.425
powerful	võimas	anger	0.424
censor	tsensor	anger	0.424
indecency	ebakindlus	anger	0.424
fraudulent	petlik	anger	0.424
gonorrhea	gonorröa	anger	0.424
fallacious	ebaõiglane	anger	0.424
concealment	varjamine	anger	0.424
greed	ahnus	anger	0.424
disobedience	sõnakuulmatus	anger	0.424
fuss	rahutu	anger	0.424
enforce	jõustada	anger	0.424
banger	banger	anger	0.424
commotion	muret	anger	0.424
defraud	petta	anger	0.424
discontent	rahulolematus	anger	0.424
unsympathetic	ebasümpaatiline	anger	0.424
exasperation	meeleheitmine	anger	0.424
barb	jama	anger	0.422
banishment	väljasaatmine	anger	0.422
sedition	relv	anger	0.422
misrepresented	valesti esitatud	anger	0.422
snubbed	viskamine	anger	0.422
penetration	tungimist	anger	0.422
cracked	krakitud	anger	0.422
annoyance	pahameelt	anger	0.422
duel	duell	anger	0.422
penitentiary	kinnipidamiskoht	anger	0.422
sarcasm	sarkasm	anger	0.422
deportation	väljasaatmine	anger	0.422
nettle	nõges	anger	0.422
scar	armima	anger	0.422
bang	pahtu	anger	0.422
cur	praegune	anger	0.422
blatant	tahtlik	anger	0.420
force	jõudu	anger	0.418
perverse	perversne	anger	0.415
wring	tõmmake	anger	0.415
bastion	bastion	anger	0.413
grim	mustad	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	meeletu	anger	0.412
hunting	jahindus	anger	0.411
indenture	indenture	anger	0.410
sham	laitmatu	anger	0.409
squelch	kärpima	anger	0.409
awful	kohutav	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	süüdistama	anger	0.409
contradict	vastuoluline	anger	0.409
supremacy	ülimuslikkus	anger	0.409
sneak	vargsi	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	etteheide	anger	0.409
compulsion	sunniviisiline	anger	0.409
inept	inept	anger	0.409
blockade	blokaad	anger	0.409
detainee	kinnipeetav	anger	0.409
forfeit	tagastamata	anger	0.409
disappoint	pettumust valmistama	anger	0.409
lying	valetades	anger	0.408
epidemic	epideemia	anger	0.406
tremor	treemor	anger	0.406
rail	raudtee	anger	0.406
onerous	koormav	anger	0.406
cacophony	kakofoonia	anger	0.406
unthinkable	mõeldamatu	anger	0.406
forsaken	mahajäetud	anger	0.406
delusion	pettus	anger	0.406
wrongdoing	õigusvastane	anger	0.406
badger	mäger	anger	0.406
antipathy	antipatsia	anger	0.406
inequality	ebavõrdsus	anger	0.406
nuisance	ebameeldivus	anger	0.406
scrapie	skreipi	anger	0.406
wop	wop	anger	0.406
arguments	argumendid	anger	0.404
affront	pettuma	anger	0.403
traumatic	traumaatiline	anger	0.402
libel	süü	anger	0.400
sodding	süüdi	anger	0.400
annoys	annoys	anger	0.400
watchout	Vaata ette	anger	0.398
soslow	Soslow	anger	0.398
frenetic	vilets	anger	0.397
remiss	viga	anger	0.397
barge	praam	anger	0.396
howl	viga	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	poks	anger	0.394
untoward	ebasoovitav	anger	0.394
extinguish	kustutage	anger	0.394
keyed	sisestatud	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	lugupidamatust	anger	0.394
illegal	illegaalne	anger	0.394
rabble	jama	anger	0.394
actionable	vaidlustatav	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	pettus	anger	0.394
sue	kohtusse kaebama	anger	0.394
unfriendly	ebasõbralik	anger	0.394
confiscate	konfiskeerima	anger	0.394
brimstone	vääni	anger	0.392
argh	argh	anger	0.391
pique	muretsema	anger	0.391
recklessness	hoolimatus	anger	0.391
earthquake	maavärin	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	lahustumine	anger	0.391
rigged	võltsitud	anger	0.391
disagree	ei nõustu	anger	0.389
lawsuit	kohtuasi	anger	0.386
disused	kasutamata	anger	0.382
immorality	ebamoraalsus	anger	0.382
despair	meeleheide	anger	0.382
difficulty	raskused	anger	0.379
incurable	ravimatu	anger	0.379
touchy	piinlik	anger	0.379
coerce	sunnitud	anger	0.379
sizzle	heevik	anger	0.379
rifle	vintpüssi	anger	0.379
falsification	võltsimine	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	valus	anger	0.379
picket	pikett	anger	0.378
concussion	põrutus	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	päästik	anger	0.375
infantile	infantiilne	anger	0.375
disillusionment	pettumust	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	miilitsa	anger	0.375
remand	kinnipidamiskohustus	anger	0.375
faulty	vigane	anger	0.375
cannon	kahur	anger	0.375
rawr	rawr	anger	0.375
sly	hull	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	murettekitav	anger	0.371
inhibit	pärssida	anger	0.371
vindicate	tõestama	anger	0.371
schizophrenia	skisofreenia	anger	0.369
skewed	kitsas	anger	0.368
disreputable	häbiväärne	anger	0.368
forbidding	keelata	anger	0.368
conquest	vallutus	anger	0.367
bark	koor	anger	0.365
leukemia	leukeemia	anger	0.365
barks	torkab	anger	0.364
burke	burke	anger	0.364
challenge	väljakutse	anger	0.364
disapprove	tagasi lükata	anger	0.364
unhappy	õnnetu	anger	0.364
retarded	aeglustunud	anger	0.364
warrior	sõdalane	anger	0.364
belt	turvavöö	anger	0.364
controversial	vastuoluline	anger	0.359
opinionated	ülendatud	anger	0.359
paucity	vähesus	anger	0.359
broken	katki	anger	0.359
litigate	kohtuprotsess	anger	0.359
polemic	poleemiline	anger	0.359
aftermath	tagajärjed	anger	0.359
disliked	ei meeldi	anger	0.359
loudness	valjusus	anger	0.359
restriction	piirang	anger	0.359
cad	cad	anger	0.359
sectarian	sektantlik	anger	0.359
incompetence	ebakompetentsus	anger	0.359
interrupting	katkestades	anger	0.358
fussy	tülikas	anger	0.357
wench	kõhn	anger	0.353
misbehavior	väärarusaam	anger	0.351
gruff	kõhn	anger	0.351
remove	eemaldada	anger	0.351
brat	jõmpsikas	anger	0.351
scarcity	nappus	anger	0.350
losing	kaotada	anger	0.349
pest	kahjur	anger	0.348
defect	defekt	anger	0.348
hardened	karastatud	anger	0.348
deserted	mahajäetud	anger	0.348
lie	valeta	anger	0.348
retract	tagasi tõmbama	anger	0.348
untrustworthy	ebausaldusväärne	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	pettunud	anger	0.348
disagreement	erimeelsused	anger	0.348
stigma	stigma	anger	0.348
ulcer	haavand	anger	0.348
bias	kõrvalekalle	anger	0.345
negation	eitamine	anger	0.344
antisocial	antisotsiaalne	anger	0.344
evade	vältima	anger	0.344
shoddy	vilets	anger	0.344
bothering	häirib	anger	0.344
impotence	impotentsus	anger	0.344
shaky	lollakas	anger	0.344
misleading	eksitav	anger	0.344
stripped	kooritud	anger	0.344
disclaim	loobuma	anger	0.344
unsettled	rahutu	anger	0.344
anxiety	ärevus	anger	0.344
stingy	karm	anger	0.344
deterioration	halvenemine	anger	0.344
pirate	piraat	anger	0.344
unreliable	ebausaldusväärne	anger	0.344
interminable	lõputult	anger	0.343
disease	haigus	anger	0.341
meddle	segage	anger	0.341
warp	lõime	anger	0.340
averse	ebasoovitav	anger	0.338
infamous	kurikuulus	anger	0.338
alcoholism	alkoholism	anger	0.338
row	rida	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	haige	anger	0.333
encumbrance	koormamine	anger	0.333
scorpion	skorpion	anger	0.333
illegitimate	ebaseaduslik	anger	0.333
witchcraft	nõidustööd	anger	0.333
interrupt	vahele segama	anger	0.333
paralyzed	halvatud	anger	0.333
sinner	patune	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	tähelepanuta	anger	0.329
phony	petlik	anger	0.328
spammers	rämpsposti saatjad	anger	0.328
dashed	katkendlik	anger	0.328
disqualified	diskvalifitseeritud	anger	0.328
fib	fib	anger	0.328
hiss	sööb	anger	0.328
brrr	brrr	anger	0.328
resisting	vastupanu	anger	0.328
victim	ohver	anger	0.328
scapegoat	pattutuslaager	anger	0.328
tighten	pingutage	anger	0.328
opponent	vastane	anger	0.328
crusade	ristisõda	anger	0.328
dislocated	paigutatud	anger	0.328
grumpy	tõre	anger	0.328
prohibited	keelatud	anger	0.328
inappropriate	sobimatu	anger	0.324
haye	Haye	anger	0.324
loss	kaotus	anger	0.324
eschew	ära hoidma	anger	0.324
trickery	petlikkus	anger	0.324
neglected	tähelepanuta jäetud	anger	0.324
canker	katkestama	anger	0.323
queues	järjekorrad	anger	0.318
muff	muff	anger	0.318
crunch	prõks	anger	0.318
duplicity	mitmekesisus	anger	0.318
criticism	kriitika	anger	0.318
shriek	kummitama	anger	0.316
depreciate	amortiseerima	anger	0.315
poverty	vaesus	anger	0.312
chaff	toorik	anger	0.312
dupe	kahetsus	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	vallandamine	anger	0.312
mortality	suremus	anger	0.312
deflate	deflateerima	anger	0.312
carelessness	hooletus	anger	0.312
dumps	prügimäed	anger	0.312
revving	revving	anger	0.309
disallowed	keelatud	anger	0.308
thoughtless	mõttetu	anger	0.307
boisterous	tormakas	anger	0.307
burial	matmine	anger	0.304
theocratic	teokraatlik	anger	0.303
wince	valvama	anger	0.303
sullen	tujukas	anger	0.303
involution	inkorporeerimine	anger	0.300
senseless	mõttetu	anger	0.297
stalemate	ummikseis	anger	0.297
depreciated	amortiseerunud	anger	0.297
wasteful	raiskamine	anger	0.297
hoax	pettus	anger	0.297
misuse	väärkasutus	anger	0.297
getyourown	getyourown	anger	0.297
taxed	maksustatud	anger	0.297
depressed	alla surutud	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralüüs	anger	0.295
displaced	ümberasustatud	anger	0.294
limited	piiratud	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	naeruväärne	anger	0.289
teasing	jama	anger	0.288
sharpen	teritama	anger	0.288
react	reageerima	anger	0.288
presumptuous	uskumatu	anger	0.288
spine	selgroog	anger	0.288
homeless	kodutud	anger	0.288
hoot	hoot	anger	0.287
twitchy	kummitav	anger	0.287
barrier	tõke	anger	0.287
myopia	lühinägelikkus	anger	0.283
contraband	salakaubavedu	anger	0.281
disconnects	katkestab	anger	0.281
spam	spämm	anger	0.281
lagging	maha jäänud	anger	0.281
shiver	jama	anger	0.281
agh	agh	anger	0.281
restitution	tagastamine	anger	0.281
flexin	flexin	anger	0.281
incompatible	Sobimatu	anger	0.281
delinquent	kurjategija	anger	0.281
noncompliance	mittevastavus	anger	0.279
troll	troll	anger	0.279
buffering	puhverdamine	anger	0.279
unfairness	ebaõiglus	anger	0.279
foray	ennustama	anger	0.279
nether	veelgi	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ebaküpsus	anger	0.273
bogus	võlts	anger	0.273
uncaring	uncaring	anger	0.273
shock	šokk	anger	0.269
feisty	feisty	anger	0.269
defendant	kaitstav	anger	0.266
latent	latentne	anger	0.266
rapping	raputamine	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	kandke	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	mittetoimiv	anger	0.266
quandary	hämmastav	anger	0.266
inconvenient	ebamugav	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	katkestab	anger	0.265
fluctuation	kõikumised	anger	0.265
exaggerate	liialdada	anger	0.263
lose	kaotada	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	ahju	anger	0.258
stone	kivi	anger	0.258
shoplifting	poevargused	anger	0.258
soldier	sõdur	anger	0.258
incompetent	ebakompetentne	anger	0.257
indoctrination	indoktineerimine	anger	0.255
skid	skid	anger	0.250
notoriety	kuulsus	anger	0.250
falsehood	vale	anger	0.250
untrue	ebaõiglane	anger	0.250
mastery	meisterlikkus	anger	0.250
tripping	väljalülitamine	anger	0.250
nonsense	jama	anger	0.250
unfollow	tühistama	anger	0.250
noisy	mürarikas	anger	0.250
pouting	pouting	anger	0.250
cane	suhkruroo	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketi	anger	0.250
complicate	keerukamaks	anger	0.250
socialist	sotsialistlik	anger	0.250
lawyer	advokaat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kapslakk	anger	0.242
fenced	tarastatud	anger	0.242
obstacle	takistus	anger	0.242
halter	peata	anger	0.242
witch	nõid	anger	0.242
vampire	vampiir	anger	0.242
detract	kahandama	anger	0.242
ringer	helin	anger	0.242
frowning	kallis	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	nälg	anger	0.235
recession	majanduslangus	anger	0.234
lava	lava	anger	0.234
shell	kest	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ummistuma	anger	0.234
tariff	tariif	anger	0.234
failing	läbi kukkuma	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	raskal	anger	0.234
politics	poliitika	anger	0.234
undesirable	soovimatu	anger	0.231
darkness	pimedus	anger	0.227
versus	versus	anger	0.227
resign	tagasi astuma	anger	0.227
copycat	kopeerima	anger	0.227
soaked	leotatud	anger	0.226
unfulfilled	täitmata	anger	0.225
abandoned	mahajäetud	anger	0.222
bankruptcy	pankrot	anger	0.221
owing	tänu sellele	anger	0.221
unattainable	kättesaamatu	anger	0.221
unhelpful	kasulik	anger	0.219
twitching	tõmbamine	anger	0.219
confusion	segadus	anger	0.219
mosquito	sääsk	anger	0.219
warden	eestkostja	anger	0.219
misconception	eksiarvamus	anger	0.219
compress	tihendama	anger	0.219
whiny	hingeldama	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tööriist	anger	0.219
nosey	naljakas	anger	0.213
overpriced	ülehinnatud	anger	0.212
harry	Harry	anger	0.212
shortage	puudus	anger	0.212
adder	liitmik	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	üle mängitud	anger	0.206
possession	omandiõigus	anger	0.206
desert	kõrbes	anger	0.206
pout	pook	anger	0.203
uninvited	kutsumata	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	ebaefektiivne	anger	0.203
rook	kukk	anger	0.203
unlucky	õnnetu	anger	0.203
unpaid	tasumata	anger	0.203
backbone	selgroog	anger	0.203
sentence	lause	anger	0.203
powerless	võimetus	anger	0.203
court	kohus	anger	0.199
endless	lõputu	anger	0.198
adverts	reklaamid	anger	0.197
delay	viivitus	anger	0.197
misstatement	väärarusaam	anger	0.197
distracted	murettekitav	anger	0.197
misunderstanding	arusaamatused	anger	0.195
excite	põnevil	anger	0.191
inadmissible	vastuvõetamatu	anger	0.191
lightning	välk	anger	0.189
incase	juhul kui	anger	0.188
preclude	välistada	anger	0.188
insecure	ebakindel	anger	0.188
mournful	leinav	anger	0.188
rating	hinnang	anger	0.182
mistress	armuke	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	hageja	anger	0.182
insist	nõuda	anger	0.182
distracting	häirivad	anger	0.182
opium	oopium	anger	0.180
willful	tahtlik	anger	0.176
deserve	väärima	anger	0.176
insists	nõuab kindlalt	anger	0.175
treat	ravige	anger	0.175
misplace	asemel	anger	0.172
indecisive	lahutamatu	anger	0.172
gibberish	kibuvits	anger	0.172
fleece	fliis	anger	0.172
fee	tasu	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	vabastama	anger	0.172
excitation	ärritus	anger	0.172
hormonal	hormoonne	anger	0.172
mighty	vägev	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	kutt	anger	0.168
unequal	ebavõrdne	anger	0.167
insufficiency	puudulikkus	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	läbirääkimised	anger	0.167
mule	mule	anger	0.167
insignificant	ebaoluline	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ükskõiksus	anger	0.156
rheumatism	reumaatika	anger	0.156
coop	kook	anger	0.156
forearm	käsivars	anger	0.156
uncertain	ebakindel	anger	0.152
bee	mesilane	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	osalemine	anger	0.152
disinformation	deinformatsioon	anger	0.152
attorney	vandeadvokaat	anger	0.152
underpaid	alahinnatud	anger	0.152
pretending	teeseldes	anger	0.152
campaigning	kampaaniad	anger	0.151
hopelessness	lootusetus	anger	0.149
feeling	tunne	anger	0.147
legalized	legaliseeritud	anger	0.145
caution	ettevaatlik	anger	0.145
subsidy	toetus	anger	0.141
obliging	kohustatud	anger	0.141
morals	moraalid	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	purjeja	anger	0.139
misspell	kirjavahetus	anger	0.136
saloon	salong	anger	0.136
repay	tagasi maksta	anger	0.136
blemish	plekk	anger	0.136
surcharge	lisatasu	anger	0.136
geez	geez	anger	0.136
birch	kask	anger	0.135
noob	algaja	anger	0.133
honk	jama	anger	0.133
orchestra	orkester	anger	0.132
competitive	konkurentsivõimeline	anger	0.125
wireless	traadita	anger	0.125
standstill	ooteaeg	anger	0.125
mosque	mošee	anger	0.122
reversal	pöördumine	anger	0.121
inattention	tähelepanematus	anger	0.121
lace	pits	anger	0.118
elbow	küünarnukk	anger	0.117
instinctive	instinktiivne	anger	0.112
chant	chant	anger	0.111
lonely	üksildane	anger	0.109
gnome	gnome	anger	0.109
tolerate	taluda	anger	0.106
management	juhtimine	anger	0.102
advocacy	propageerimine	anger	0.100
moral	moraalne	anger	0.094
roadworks	teetööd	anger	0.091
honest	aus	anger	0.087
forgetful	unustav	anger	0.076
gent	gent	anger	0.076
liquor	likööri	anger	0.075
money	raha	anger	0.074
hood	kapuuts	anger	0.071
curriculum	õppekava	anger	0.063
words	sõnad	anger	0.062
smell	lõhn	anger	0.061
elf	elf	anger	0.061
playful	vallatu	anger	0.061
opera	ooper	anger	0.061
nurture	kasvatada	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
