word	Georgian-ka	emotion	emotion-intensity-score
oppress	ზეწოლა	anger	0.490
disapproved	უკმაყოფილო	anger	0.485
inhuman	არაადამიანური	anger	0.485
demand	მოთხოვნა	anger	0.485
abolish	გააუქმოს	anger	0.485
anathema	ანათემა	anger	0.485
fricking	fricking	anger	0.485
complaint	საჩივარი	anger	0.485
disservice	უპატრონო	anger	0.485
smuggler	კონტრაბანდისტი	anger	0.485
revoke	გაუქმება	anger	0.485
infraction	infraction	anger	0.485
claw	claw	anger	0.485
dissident	დისიდენტი	anger	0.485
pervert	pervert	anger	0.485
incest	incest	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ურჩი	anger	0.485
usurp	usurp	anger	0.485
alienate	გასხვისება	anger	0.485
avenger	შურისმაძიებელი	anger	0.485
annoyed	გაღიზიანებული	anger	0.485
cutting	ჭრის	anger	0.485
disgrace	შერცხვენა	anger	0.484
deceit	მოტყუება	anger	0.484
suspicious	საეჭვოა	anger	0.484
thresh	thresh	anger	0.484
sucker	სუნი	anger	0.484
strained	დაძაბული	anger	0.484
blame	დამნაშავე	anger	0.484
upheaval	upheaval	anger	0.484
renounce	უარი თქვა	anger	0.484
obnoxious	obnoxious	anger	0.484
restrain	თავშეკავება	anger	0.484
oust	გარეთ	anger	0.484
litigious	litigious	anger	0.484
rivalry	მეტოქეობა	anger	0.484
penalty	ჯარიმა	anger	0.484
imprisoned	დააპატიმრეს	anger	0.484
mocking	დამცინავი	anger	0.484
opposed	ეწინააღმდეგებოდა	anger	0.484
turbulence	ტურბულენტობა	anger	0.483
pound	გირვანქა	anger	0.481
coldness	სიცივე	anger	0.477
ungrateful	უმადური	anger	0.472
battalion	ბატალიონი	anger	0.471
stoopid	stoopid	anger	0.471
hostage	მძევლად	anger	0.470
infidel	არასწორი	anger	0.470
ram	ვერძი	anger	0.470
accuser	დამნაშავე	anger	0.470
gall	ნაღველი	anger	0.470
subversion	დევალვაცია	anger	0.470
annoying	შემაშფოთებელი	anger	0.470
adversity	უბედურება	anger	0.470
dispossessed	განკარგულებაშია	anger	0.470
friction	უთანხმოება	anger	0.470
jealous	ეჭვიანი	anger	0.470
feudalism	ფეოდალიზმი	anger	0.470
armament	შეიარაღება	anger	0.470
thump	thump	anger	0.469
complain	უჩივიან	anger	0.469
incite	უბიძგებენ	anger	0.469
steal	მოპარვა	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	დაუმორჩილებლობა	anger	0.469
injury	დაზიანება	anger	0.469
simmer	simmer	anger	0.469
distress	უბედურება	anger	0.469
insanity	სიგიჟე	anger	0.469
selfish	ეგოისტური	anger	0.469
huff	huff	anger	0.469
selfishness	ეგოისტი	anger	0.469
backoff	უკან დახევა	anger	0.469
plunder	ძარცვას	anger	0.469
stifled	stifled	anger	0.469
subversive	დივერსიული	anger	0.469
exile	გადასახლება	anger	0.469
offense	დანაშაული	anger	0.469
objection	წინააღმდეგობა	anger	0.469
recidivism	რეციდივიზმი	anger	0.469
smother	შეწუხებული	anger	0.469
perpetrator	დამნაშავე	anger	0.469
dislike	არ მომწონს	anger	0.469
disruption	ჩაშლა	anger	0.469
intolerance	შეუწყნარებლობა	anger	0.469
opposition	ოპოზიცია	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	აგონია	anger	0.465
arrogant	ამპარტავანი	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	გამწოვი	anger	0.456
elimination	აღმოფხვრა	anger	0.456
picketing	პიკეტირება	anger	0.456
haughty	ქედმაღალი	anger	0.456
troublesome	პრობლემური	anger	0.455
clamor	კამათის	anger	0.455
busted	busted	anger	0.455
constraint	შეზღუდვა	anger	0.455
crabby	კრაბი	anger	0.455
veto	ვეტო	anger	0.455
stubbed	დაბინძურებული	anger	0.455
mislead	შეცდომა	anger	0.455
illicit	უკანონო	anger	0.455
dying	კვდება	anger	0.455
grated	გახეხილი	anger	0.455
idiocy	იდიოტი	anger	0.455
illegality	უკანონობა	anger	0.455
flagrant	აშკარაა	anger	0.455
impermeable	არასრულყოფილი	anger	0.455
bad	ცუდი	anger	0.453
despotism	დესპოტიზმი	anger	0.453
usurped	usurped	anger	0.453
godless	უღმერთო	anger	0.453
disagreeing	disagreeing	anger	0.453
intense	ინტენსიური	anger	0.453
struggle	ბრძოლა	anger	0.453
suppress	ჩახშობა	anger	0.453
disapproving	დაუმორჩილებლობა	anger	0.453
desist	უარის თქმა	anger	0.453
bayonet	ბაიონეტი	anger	0.453
displeased	უკმაყოფილო	anger	0.453
hysterical	ისტერიული	anger	0.453
unlawful	უკანონო	anger	0.451
wrongly	არასწორად	anger	0.448
repellent	repellent	anger	0.442
wasted	შეეწირა	anger	0.441
foe	მტერი	anger	0.441
dishonor	უსინდისო	anger	0.441
wrongful	არასწორია	anger	0.441
psychosis	ფსიქოზი	anger	0.441
aversion	არეულობა	anger	0.440
punitive	სადამსჯელო	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	განხეთქილება	anger	0.439
ultimatum	ულტიმატუმი	anger	0.439
upset	ნაწყენი	anger	0.439
worthless	უსარგებლო	anger	0.438
deny	უარყოფა	anger	0.438
ransom	გამოსყიდვა	anger	0.438
fugitive	გაქცეული	anger	0.438
deleterious	საზიზღარი	anger	0.438
stupidity	სისულელე	anger	0.438
abandonment	მიტოვება	anger	0.438
mucked	გისურვებთ	anger	0.438
separatist	სეპარატისტი	anger	0.438
irritation	გაღიზიანება	anger	0.438
oblivion	ჩაბარება	anger	0.437
segregate	სეგრეგატი	anger	0.437
payback	გადახდა	anger	0.436
incongruous	incongruous	anger	0.435
eviction	გამოსახლება	anger	0.435
collusion	შეთქმულება	anger	0.432
rob	ძარცვა	anger	0.431
infidelity	ღალატი	anger	0.429
ravenous	თავხედური	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ჰერბინგერი	anger	0.426
martial	საბრძოლო	anger	0.426
painful	მტკივნეული	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	წარმოუდგენელია	anger	0.426
rejection	უარყოფა	anger	0.426
defense	დაცვა	anger	0.425
powerful	ძლიერი	anger	0.424
censor	ცენზურა	anger	0.424
indecency	indecency	anger	0.424
fraudulent	თაღლითობა	anger	0.424
gonorrhea	გონორეა	anger	0.424
fallacious	დამღუპველი	anger	0.424
concealment	დაფარვა	anger	0.424
greed	გაუმაძღრობით	anger	0.424
disobedience	დაუმორჩილებლობა	anger	0.424
fuss	აურზაური	anger	0.424
enforce	აღსრულება	anger	0.424
banger	ბანერი	anger	0.424
commotion	მღელვარება	anger	0.424
defraud	თაღლითობა	anger	0.424
discontent	უკმაყოფილო	anger	0.424
unsympathetic	არაპროფესიური	anger	0.424
exasperation	გაღიზიანება	anger	0.424
barb	ბარბი	anger	0.422
banishment	განდევნა	anger	0.422
sedition	შეურაცხყოფა	anger	0.422
misrepresented	არასწორია	anger	0.422
snubbed	ჩაიძირა	anger	0.422
penetration	შეღწევა	anger	0.422
cracked	დაბზარული	anger	0.422
annoyance	გამაღიზიანებლობა	anger	0.422
duel	დუელი	anger	0.422
penitentiary	სასჯელაღსრულების დაწესებულებაში	anger	0.422
sarcasm	სარკაზმი	anger	0.422
deportation	დეპორტაცია	anger	0.422
nettle	ჭინჭრის ციება	anger	0.422
scar	ნაწიბუროვანი	anger	0.422
bang	bang	anger	0.422
cur	კ	anger	0.422
blatant	აშკარაა	anger	0.420
force	ძალა	anger	0.418
perverse	მწვავე	anger	0.415
wring	გაწურვა	anger	0.415
bastion	ბასტიონი	anger	0.413
grim	საშინელი	anger	0.413
sordid	მორცხვი	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	იმედი მაქვს	anger	0.412
tiff	tiff	anger	0.412
moody	განწყობა	anger	0.412
hunting	ნადირობა	anger	0.411
indenture	indenture	anger	0.410
sham	შამამი	anger	0.409
squelch	squelch	anger	0.409
awful	საშინელი	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	შუამდგომლობა	anger	0.409
contradict	ეწინააღმდეგება	anger	0.409
supremacy	უზენაესობა	anger	0.409
sneak	შემოგეპაროთ	anger	0.409
cantwin	კანტვინი	anger	0.409
reproach	საყვედური	anger	0.409
compulsion	იძულება	anger	0.409
inept	inept	anger	0.409
blockade	ბლოკადა	anger	0.409
detainee	დაკავებული	anger	0.409
forfeit	დაკარგა	anger	0.409
disappoint	გაუცრუებ	anger	0.409
lying	ცრუობს	anger	0.408
epidemic	ეპიდემია	anger	0.406
tremor	თრთოლა	anger	0.406
rail	სარკინიგზო	anger	0.406
onerous	მყარი	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	წარმოუდგენელია	anger	0.406
forsaken	მიტოვებული	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	არასწორი	anger	0.406
badger	მაჩვი	anger	0.406
antipathy	ანტიპათია	anger	0.406
inequality	უთანასწორობა	anger	0.406
nuisance	შეშფოთება	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	არგუმენტები	anger	0.404
affront	affront	anger	0.403
traumatic	ტრავმატული	anger	0.402
libel	ცილისწამება	anger	0.400
sodding	sodding	anger	0.400
annoys	აღიზიანებს	anger	0.400
watchout	ფრთხილად	anger	0.398
soslow	ძალიან ნელა	anger	0.398
frenetic	შმაგი	anger	0.397
remiss	remiss	anger	0.397
barge	ბარჯი	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	კრივი	anger	0.394
untoward	უპასუხო	anger	0.394
extinguish	ჩაქრობა	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	უპატივცემულობა	anger	0.394
