word	Thai-th	emotion	emotion-intensity-score
victimized	ตกเป็นเหยื่อ	anger	0.515
bile	น้ำดี	anger	0.515
unkind	เหี้ยมโหด	anger	0.515
unforgiving	ไม่ยอมให้อภัย	anger	0.515
unleash	ปล่อย	anger	0.515
coercion	การบังคับ	anger	0.515
scold	ดุ	anger	0.515
chaos	ความสับสนวุ่นวาย	anger	0.515
grump	Grump	anger	0.515
roar	เสียงคำราม	anger	0.515
jerks	กระตุก	anger	0.515
poaching	การรุกล้ำ	anger	0.515
hangry	NO TRANSLATION	anger	0.515
pow	ธาร	anger	0.515
poachers	ลอบล่าสัตว์	anger	0.515
argumentation	การโต้แย้ง	anger	0.515
frustrating	ที่น่าผิดหวัง	anger	0.515
tussle	การแย่งชิง	anger	0.514
bane	สารพิษ	anger	0.511
accusation	การกล่าวหา	anger	0.510
repudiation	การปฏิเสธ	anger	0.510
enmity	ความเป็นปฏิปักษ์	anger	0.510
banish	ขับไล่	anger	0.509
disfigured	วิกล	anger	0.508
storm	พายุ	anger	0.507
shun	หน่ายหนี	anger	0.500
suppression	การปราบปราม	anger	0.500
unruly	ดื้อด้าน	anger	0.500
intractable	ดื้อดึง	anger	0.500
ordeal	ความเจ็บปวด	anger	0.500
obstruct	ขัดขวาง	anger	0.500
derogation	ความเลว	anger	0.500
fervor	ความร้อน	anger	0.500
foaming	ฟอง	anger	0.500
derision	การดูถูก	anger	0.500
animus	ความเกลียดชัง	anger	0.500
rejects	อุจจาระ	anger	0.500
bout	การแข่งขัน	anger	0.500
spear	หอก	anger	0.500
crazy	บ้า	anger	0.500
brazen	ทำด้วยทองเหลือง	anger	0.500
antithesis	สิ่งที่ตรงกันข้าม	anger	0.500
injustice	ความอยุติธรรม	anger	0.500
banished	เนรเทศ	anger	0.500
confined	ถูกคุมขัง	anger	0.500
frenzied	คลั่ง	anger	0.500
dominate	ครอบงำ	anger	0.500
disrupting	กระทบ	anger	0.500
hammering	การตอก	anger	0.500
fear	กลัว	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	ความปวดร้าว	anger	0.500
brunt	ความรุนแรง	anger	0.500
possessed	ผีสิง	anger	0.500
defy	ท้า	anger	0.500
scoff	เย้ยหยัน	anger	0.500
patronising	อุปถัมภ์	anger	0.500
delusional	ประสาทหลอน	anger	0.500
malpractice	การทุจริตต่อหน้าที่	anger	0.500
reject	ปฏิเสธ	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ความเหนียว	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ความบ้าคลั่ง	anger	0.491
sinful	บาปหนา	anger	0.491
avarice	ความโลภ	anger	0.490
oppress	กดขี่	anger	0.490
disapproved	ไม่ผ่านการอนุมัติ	anger	0.485
inhuman	ทารุณ	anger	0.485
demand	ความต้องการ	anger	0.485
abolish	ยกเลิก	anger	0.485
anathema	คำสาปแช่ง	anger	0.485
fricking	fricking	anger	0.485
complaint	การร้องเรียน	anger	0.485
disservice	การก่อความเสียหาย	anger	0.485
smuggler	ผู้ลักลอบ	anger	0.485
revoke	ถอน	anger	0.485
infraction	การฝ่าฝืน	anger	0.485
claw	กรงเล็บ	anger	0.485
dissident	ไม่เห็นด้วย	anger	0.485
pervert	บิดเบือน	anger	0.485
incest	การร่วมประเวณีระหว่างพี่น้อง	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ไม่เชื่อฟัง	anger	0.485
usurp	แย่งชิง	anger	0.485
alienate	โอน	anger	0.485
avenger	ผู้ล้างแค้น	anger	0.485
annoyed	รำคาญ	anger	0.485
cutting	ตัด	anger	0.485
disgrace	ความอับอายขายหน้า	anger	0.484
deceit	ความหลอกลวง	anger	0.484
suspicious	พิรุธ	anger	0.484
thresh	นวดข้าว	anger	0.484
sucker	เครื่องดูด	anger	0.484
strained	ที่ทำให้เครียดแล้ว	anger	0.484
blame	ตำหนิ	anger	0.484
upheaval	กลียุค	anger	0.484
renounce	สละ	anger	0.484
obnoxious	น่ารังเกียจ	anger	0.484
restrain	ยับยั้ง	anger	0.484
oust	ขับไล่	anger	0.484
litigious	เกี่ยวกับการดำเนินคดี	anger	0.484
rivalry	การแข่งขัน	anger	0.484
penalty	การลงโทษ	anger	0.484
imprisoned	ที่ถูกคุมขัง	anger	0.484
mocking	ซึ่งจำลอง	anger	0.484
opposed	ตรงข้าม	anger	0.484
turbulence	ความวุ่นวาย	anger	0.483
pound	ปอนด์	anger	0.481
coldness	ความเย็น	anger	0.477
ungrateful	เนรคุณ	anger	0.472
battalion	กองพัน	anger	0.471
stoopid	โง่	anger	0.471
hostage	ตัวประกัน	anger	0.470
infidel	นอกใจ	anger	0.470
ram	แกะ	anger	0.470
accuser	โจทก์	anger	0.470
gall	น้ำดี	anger	0.470
subversion	การโค่นล้ม	anger	0.470
annoying	น่ารำคาญ	anger	0.470
adversity	ความทุกข์ยาก	anger	0.470
dispossessed	ยึดทรัพย์	anger	0.470
friction	แรงเสียดทาน	anger	0.470
jealous	อิจฉา	anger	0.470
feudalism	ระบบศักดินา	anger	0.470
armament	อาวุธยุทธภัณฑ์	anger	0.470
thump	กระหน่ำ	anger	0.469
complain	บ่น	anger	0.469
incite	ปลุกระดม	anger	0.469
steal	ขโมย	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ไม่เชื่อฟัง	anger	0.469
injury	ความเสียหาย	anger	0.469
simmer	หลน	anger	0.469
distress	ความทุกข์	anger	0.469
insanity	ความบ้า	anger	0.469
selfish	เห็นแก่ตัว	anger	0.469
huff	อารมณ์โกรธ	anger	0.469
selfishness	ความเห็นแก่ตัว	anger	0.469
backoff	ถอยไป	anger	0.469
plunder	ปล้น	anger	0.469
stifled	กลั้น	anger	0.469
subversive	ซึ่งถูกโค่นล้ม	anger	0.469
exile	การเนรเทศ	anger	0.469
offense	การกระทำผิดกฎหมาย	anger	0.469
objection	การคัดค้าน	anger	0.469
recidivism	การย้อนกลับไปใหม่	anger	0.469
smother	ปกปิด	anger	0.469
perpetrator	ผู้กระทำผิด	anger	0.469
dislike	ไม่ชอบ	anger	0.469
disruption	การหยุดชะงัก	anger	0.469
intolerance	การแพ้ยา	anger	0.469
opposition	ฝ่ายค้าน	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	เหยือก	anger	0.467
agony	ความทุกข์ทรมาน	anger	0.465
arrogant	หยิ่ง	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ทางออก	anger	0.456
elimination	การขจัด	anger	0.456
picketing	การล้อมรั้ว	anger	0.456
haughty	หยิ่งผยอง	anger	0.456
troublesome	รบกวน	anger	0.455
clamor	เสียงโห่ร้อง	anger	0.455
busted	จับ	anger	0.455
constraint	การ จำกัด	anger	0.455
crabby	Crabby	anger	0.455
veto	การยับยั้ง	anger	0.455
stubbed	ที่ค้างอยู่	anger	0.455
mislead	ทำให้เข้าใจผิด	anger	0.455
illicit	ผิดกฎหมาย	anger	0.455
dying	เฮือกสุดท้าย	anger	0.455
grated	ขูด	anger	0.455
idiocy	ความโง่ที่สุด	anger	0.455
illegality	ผิดกฏหมาย	anger	0.455
flagrant	ชัด ๆ	anger	0.455
impermeable	ผ่านไม่ได้	anger	0.455
bad	ไม่ดี	anger	0.453
despotism	ความกดขี่	anger	0.453
usurped	ชิง	anger	0.453
godless	ซึ่งไม่นับถือพระเจ้า	anger	0.453
disagreeing	เสียงแตก	anger	0.453
intense	เข้มข้น	anger	0.453
struggle	การต่อสู้	anger	0.453
suppress	ปราบปราม	anger	0.453
disapproving	ซึ่งไม่พอใจ	anger	0.453
desist	เลิก	anger	0.453
bayonet	ดาบปลายปืน	anger	0.453
displeased	ไม่พอใจ	anger	0.453
hysterical	เป็นโรคฮิสทีเรีย	anger	0.453
unlawful	ผิดกฎหมาย	anger	0.451
wrongly	อย่างผิดพลาด	anger	0.448
repellent	ขับไล่	anger	0.442
wasted	ที่สูญเสียไป	anger	0.441
foe	คู่อริ	anger	0.441
dishonor	ความอับอายขายหน้า	anger	0.441
wrongful	ผิดพลาด	anger	0.441
psychosis	โรคจิต	anger	0.441
aversion	ความเกลียดชัง	anger	0.440
punitive	เป็นการลงโทษ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	สนับมือ	anger	0.439
effigy	รูปจำลอง	anger	0.439
schism	การแตกแยก	anger	0.439
ultimatum	คำขาด	anger	0.439
upset	อารมณ์เสีย	anger	0.439
worthless	ไร้ค่า	anger	0.438
deny	ปฏิเสธ	anger	0.438
ransom	ค่าไถ่	anger	0.438
fugitive	ผู้ลี้ภัย	anger	0.438
deleterious	เป็นอันตราย	anger	0.438
stupidity	ความโง่เขลา	anger	0.438
abandonment	การละทิ้ง	anger	0.438
mucked	mucked	anger	0.438
separatist	ผู้สนับสนุนการแยก	anger	0.438
irritation	การระคายเคือง	anger	0.438
oblivion	การให้อภัย	anger	0.437
segregate	แยก	anger	0.437
payback	คืนทุน	anger	0.436
incongruous	ไม่ลงรอยกัน	anger	0.435
eviction	การขับไล่	anger	0.435
collusion	สมรู้ร่วมคิด	anger	0.432
rob	ปล้น	anger	0.431
infidelity	ความไม่ซื่อสัตย์	anger	0.429
ravenous	หิวมาก	anger	0.429
overrun	บุกรุก	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ลางสังหรณ์	anger	0.426
martial	การต่อสู้	anger	0.426
painful	เจ็บปวด	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ยังไม่เชื่อ	anger	0.426
rejection	การปฏิเสธ	anger	0.426
defense	ป้องกัน	anger	0.425
powerful	มีอำนาจ	anger	0.424
censor	ตรวจข่าว	anger	0.424
indecency	ความไม่เหมาะสม	anger	0.424
fraudulent	หลอกลวง	anger	0.424
gonorrhea	โรคหนองใน	anger	0.424
fallacious	ผิดพลาด	anger	0.424
concealment	การปกปิด	anger	0.424
greed	โลภ	anger	0.424
disobedience	การไม่เชื่อฟัง	anger	0.424
fuss	เอะอะ	anger	0.424
enforce	บังคับใช้	anger	0.424
banger	ไส้กรอก	anger	0.424
commotion	ความปั่นป่วน	anger	0.424
defraud	โกง	anger	0.424
discontent	ไม่พอใจ	anger	0.424
unsympathetic	ใจจืดใจดำ	anger	0.424
exasperation	ความโกรธเคือง	anger	0.424
barb	ลวดหนาม	anger	0.422
banishment	การขับไล่	anger	0.422
sedition	การปลุกระดม	anger	0.422
misrepresented	บิดเบือน	anger	0.422
snubbed	ปฏิเสธ	anger	0.422
penetration	การเจาะ	anger	0.422
cracked	แตกระแหง	anger	0.422
annoyance	ความน่ารำคาญ	anger	0.422
duel	ต่อสู้กันตัวต่อตัว	anger	0.422
penitentiary	กรงขัง	anger	0.422
sarcasm	การเสียดสี	anger	0.422
deportation	การเนรเทศ	anger	0.422
nettle	ตำแย	anger	0.422
scar	แผลเป็น	anger	0.422
bang	ปัง	anger	0.422
cur	คนเลว	anger	0.422
blatant	ดัง	anger	0.420
force	บังคับ	anger	0.418
perverse	ขี้อ้อน	anger	0.415
wring	บีบ	anger	0.415
bastion	ป้อมปราการ	anger	0.413
grim	น่ากลัว	anger	0.413
sordid	ต่ำต้อย	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	บูดบึ้ง	anger	0.412
tiff	การทะเลาะกันเล็กน้อย	anger	0.412
moody	เจ้าอารมณ์	anger	0.412
hunting	การล่าสัตว์	anger	0.411
indenture	สัญญา	anger	0.410
sham	เสแสร้ง	anger	0.409
squelch	squelch	anger	0.409
awful	น่ากลัว	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	เกี่ยวข้อง	anger	0.409
contradict	เถียง	anger	0.409
supremacy	อำนาจสูงสุด	anger	0.409
sneak	แอบดู	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ตำหนิ	anger	0.409
compulsion	การบังคับ	anger	0.409
inept	ไม่สมควร	anger	0.409
blockade	การปิดล้อม	anger	0.409
detainee	นักโทษ	anger	0.409
forfeit	ริบ	anger	0.409
disappoint	ทำให้ผิดหวัง	anger	0.409
lying	โกหก	anger	0.408
epidemic	ที่ระบาด	anger	0.406
tremor	การสั่นสะเทือน	anger	0.406
rail	ทางรถไฟ	anger	0.406
