word	Mongolian-mn	emotion	emotion-intensity-score
demand	эрэлт хэрэгцээ	anger	0.485
abolish	устгах	anger	0.485
anathema	анатейм	anger	0.485
fricking	fricking	anger	0.485
complaint	гомдол	anger	0.485
disservice	дампуурал	anger	0.485
smuggler	хууль бус наймаачин	anger	0.485
revoke	хүчингүй болгох	anger	0.485
infraction	зөрчил	anger	0.485
claw	хумс	anger	0.485
dissident	зөрчигчдөд	anger	0.485
pervert	Гэмтсэн	anger	0.485
incest	Гэмт хэрэг	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	дуулгаваргүй	anger	0.485
usurp	usurp	anger	0.485
alienate	алга болно	anger	0.485
avenger	өшөө авагч	anger	0.485
annoyed	залхаж байна	anger	0.485
cutting	хайчлах	anger	0.485
disgrace	ичгүүр	anger	0.484
deceit	хууран мэхлэх	anger	0.484
suspicious	сэжигтэй	anger	0.484
thresh	цохих	anger	0.484
sucker	Саксон	anger	0.484
strained	саатсан	anger	0.484
blame	буруутгана	anger	0.484
upheaval	бослого	anger	0.484
renounce	татгалзах	anger	0.484
obnoxious	харамсалтай	anger	0.484
restrain	хязгаарлах	anger	0.484
oust	уналт	anger	0.484
litigious	шударга зарчим	anger	0.484
rivalry	өрсөлдөөн	anger	0.484
penalty	торгууль	anger	0.484
imprisoned	шоронд хоригдсон	anger	0.484
mocking	Хөгширч байна	anger	0.484
opposed	эсэргүүцэж байна	anger	0.484
turbulence	хугарал	anger	0.483
pound	фунт	anger	0.481
coldness	хүйтэн байна	anger	0.477
ungrateful	чин сэтгэлээсээ	anger	0.472
battalion	Батлан ​​хамгаалах	anger	0.471
stoopid	stoopid	anger	0.471
hostage	барьцаалах	anger	0.470
infidel	үл итгэгч	anger	0.470
ram	хуц	anger	0.470
accuser	яллагдагч	anger	0.470
gall	цөцгийн тос	anger	0.470
subversion	subversion	anger	0.470
annoying	ядаргаатай	anger	0.470
adversity	саад бэрхшээл	anger	0.470
dispossessed	устгасан	anger	0.470
friction	үрэлтийн	anger	0.470
jealous	хартай	anger	0.470
feudalism	феодализм	anger	0.470
armament	зэвсэг	anger	0.470
thump	бөхөх	anger	0.469
complain	гомдоллож байна	anger	0.469
incite	шоолох	anger	0.469
steal	хулгайлж байна	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	дуулгаваргүй байх	anger	0.469
injury	гэмтэл	anger	0.469
simmer	simmer	anger	0.469
distress	зовлон зүдгүүр	anger	0.469
insanity	галзуурал	anger	0.469
selfish	амиа бодсон	anger	0.469
huff	huff	anger	0.469
selfishness	аминч үзэл	anger	0.469
backoff	ухрах	anger	0.469
plunder	дээрэм тонуул	anger	0.469
stifled	саатсан	anger	0.469
subversive	subversive	anger	0.469
exile	цөллөг	anger	0.469
offense	гэмт хэрэг	anger	0.469
objection	татгалзсан	anger	0.469
recidivism	Дахиадив	anger	0.469
smother	дарамталж байна	anger	0.469
perpetrator	гэмт хэрэгтэн	anger	0.469
dislike	дургүй байдаг	anger	0.469
disruption	тасалдсан	anger	0.469
intolerance	үл тэвчих	anger	0.469
opposition	сөрөг тал	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	аяган	anger	0.467
agony	шаналал	anger	0.465
arrogant	бардам	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	Агааржуулалт	anger	0.456
elimination	устгах	anger	0.456
picketing	пикетинг хийх	anger	0.456
haughty	ихэмсэг	anger	0.456
troublesome	зовлонтой	anger	0.455
clamor	гэж хашгирав	anger	0.455
busted	уналт	anger	0.455
constraint	хязгаарлалт	anger	0.455
crabby	crabby	anger	0.455
veto	хориг тавих	anger	0.455
stubbed	Стюро	anger	0.455
mislead	төөрөгдүүлсэн	anger	0.455
illicit	хууль бус	anger	0.455
dying	үхэж байна	anger	0.455
grated	сараалжтай	anger	0.455
idiocy	idiocy	anger	0.455
illegality	хууль бусаар	anger	0.455
flagrant	худлаа	anger	0.455
impermeable	үл нэвтрэх	anger	0.455
bad	муу байна	anger	0.453
despotism	despotism	anger	0.453
usurped	ухрав	anger	0.453
godless	бурхангүй	anger	0.453
disagreeing	санал зөрөлдөж байна	anger	0.453
intense	хүчтэй байна	anger	0.453
struggle	тэмцэл	anger	0.453
suppress	дарах	anger	0.453
disapproving	үгүйсгэдэг	anger	0.453
desist	татгалзсан	anger	0.453
bayonet	жад	anger	0.453
displeased	дургүйцэн	anger	0.453
hysterical	Уучлаарай	anger	0.453
unlawful	хууль бус	anger	0.451
wrongly	буруу байна	anger	0.448
repellent	зэвүүн	anger	0.442
wasted	үрэгдүүлсэн	anger	0.441
foe	дайсан	anger	0.441
dishonor	доромжлол	anger	0.441
wrongful	буруу	anger	0.441
psychosis	сэтгэлзүй	anger	0.441
aversion	дургүйцэх	anger	0.440
punitive	шийтгэх	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	шашин шүтлэг	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	сэтгэл дундуур байна	anger	0.439
worthless	Үгүй	anger	0.438
deny	үгүйсгэх	anger	0.438
ransom	золиос	anger	0.438
fugitive	оргодол	anger	0.438
deleterious	хор хөнөөлтэй	anger	0.438
stupidity	тэнэглэл	anger	0.438
abandonment	татгалзах	anger	0.438
mucked	Муужсан	anger	0.438
separatist	салатист	anger	0.438
irritation	цочромтгой	anger	0.438
oblivion	Алга болсон	anger	0.437
segregate	салгах	anger	0.437
payback	буцааж төлөх	anger	0.436
incongruous	Нөхцөл байдал	anger	0.435
eviction	албадан нүүлгэх	anger	0.435
collusion	хуйвалдаан	anger	0.432
rob	дээрэм	anger	0.431
infidelity	үнэнч бус	anger	0.429
ravenous	Яарах	anger	0.429
overrun	Дууссан	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	Үндсэн хууль	anger	0.426
martial	тулааны	anger	0.426
painful	өвдөлт	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	итгэмээргүй юм	anger	0.426
rejection	татгалзах	anger	0.426
defense	Батлан ​​хамгаалах	anger	0.425
powerful	хүчтэй	anger	0.424
censor	цензур	anger	0.424
indecency	Худалгүй байдал	anger	0.424
fraudulent	хууран мэхлэх	anger	0.424
gonorrhea	заг хүйтэн	anger	0.424
fallacious	Хөөрхий	anger	0.424
concealment	нуух	anger	0.424
greed	шунал	anger	0.424
disobedience	дуулгаваргүй байдал	anger	0.424
fuss	fuss	anger	0.424
enforce	албадах	anger	0.424
banger	banger	anger	0.424
commotion	үймээн самуун	anger	0.424
defraud	хууран мэхлэх	anger	0.424
discontent	сэтгэл дундуур	anger	0.424
unsympathetic	симпатик бус	anger	0.424
exasperation	Гомдол	anger	0.424
barb	barb	anger	0.422
banishment	хаях	anger	0.422
sedition	Уучлал	anger	0.422
misrepresented	буруутай	anger	0.422
snubbed	snubbed	anger	0.422
penetration	нэвтрэлт	anger	0.422
cracked	хагарсан	anger	0.422
annoyance	харамсалтай	anger	0.422
duel	Дуай	anger	0.422
penitentiary	хорих газар	anger	0.422
sarcasm	садар самуун	anger	0.422
deportation	албадан гаргах	anger	0.422
nettle	хамхуул	anger	0.422
scar	сорви	anger	0.422
bang	bang	anger	0.422
cur	Тэгэхээр	anger	0.422
blatant	тод томруун байна	anger	0.420
force	хүч	anger	0.418
perverse	буруу зүйл	anger	0.415
wring	wring	anger	0.415
bastion	Бардам	anger	0.413
grim	аймшигтай	anger	0.413
sordid	шоолсон	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	Муухай	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ан хийх	anger	0.411
indenture	оруулах	anger	0.410
sham	Шам	anger	0.409
squelch	Суллах	anger	0.409
awful	аймшигтай	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	Үүнд нөлөөлж байна	anger	0.409
contradict	зөрчилдөж байна	anger	0.409
supremacy	давамгайлал	anger	0.409
sneak	Сууж байна	anger	0.409
cantwin	cantwin	anger	0.409
reproach	доромжлол	anger	0.409
compulsion	албадлага	anger	0.409
inept	чаддаггүй	anger	0.409
blockade	бүслэлт	anger	0.409
detainee	хоригдол	anger	0.409
forfeit	алдагдлаа	anger	0.409
disappoint	урам хугарах	anger	0.409
lying	хэвтэж байна	anger	0.408
epidemic	тархалт	anger	0.406
tremor	чичиргээ	anger	0.406
rail	төмөр зам	anger	0.406
onerous	хэцүү	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	мэдэхгүй байна	anger	0.406
forsaken	орхигдсон	anger	0.406
delusion	хууран мэхлэлт	anger	0.406
wrongdoing	буруу юм	anger	0.406
badger	муухай	anger	0.406
antipathy	antipathy	anger	0.406
inequality	тэгш бус байдал	anger	0.406
nuisance	харамсалтай	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	аргументууд	anger	0.404
affront	зовлонтой	anger	0.403
traumatic	сэтгэл хөдлөл	anger	0.402
libel	libel	anger	0.400
sodding	сүүдэрлэх	anger	0.400
annoys	уйтгар гунигтай	anger	0.400
watchout	болгоомжтой	anger	0.398
soslow	маш удаан	anger	0.398
frenetic	гунигтай	anger	0.397
remiss	алга болно	anger	0.397
barge	ачааны машин	anger	0.396
howl	Хөөх	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	Хөөрхий	anger	0.394
extinguish	унтраа	anger	0.394
keyed	түлхүүртэй	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	үл хүндэтгэсэн	anger	0.394
illegal	хууль бус	anger	0.394
rabble	борлогдсон	anger	0.394
actionable	арга хэмжээ авах боломжтой	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	залилан	anger	0.394
sue	шүүхээр заалдах	anger	0.394
unfriendly	нөхөрсөг бус	anger	0.394
confiscate	хураах	anger	0.394
brimstone	хүхэр	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	таагүй байдал	anger	0.391
earthquake	газар хөдлөлт	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	татан буулгах	anger	0.391
rigged	Залгагдаж байна	anger	0.391
disagree	санал нийлэхгүй байна	anger	0.389
lawsuit	Шүүмжлэл	anger	0.386
disused	татгалзсан	anger	0.382
immorality	ёс суртахуунгүй байдал	anger	0.382
despair	цөхрөл	anger	0.382
difficulty	бэрхшээлтэй	anger	0.379
incurable	эдгэршгүй	anger	0.379
touchy	мэдрэмжтэй	anger	0.379
coerce	албадах	anger	0.379
sizzle	sizzle	anger	0.379
rifle	буу	anger	0.379
falsification	хууран мэхлэлт	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	зовлонтой	anger	0.379
picket	пикап	anger	0.378
concussion	Бүжиглэх	anger	0.377
pessimism	сэтгэл гутрал	anger	0.375
pitfall	пуужин	anger	0.375
infantile	нялх хүүхэд	anger	0.375
disillusionment	сэтгэл гутрал	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	цагдаа	anger	0.375
remand	remand	anger	0.375
faulty	буруу байна	anger	0.375
cannon	их буу	anger	0.375
rawr	rawr	anger	0.375
sly	зальтай байна	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	зовж шаналж байна	anger	0.371
inhibit	саатуулах	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	Шизофрения	anger	0.369
skewed	Тэнцүү	anger	0.368
disreputable	Гайхалтай	anger	0.368
forbidding	хориглох	anger	0.368
conquest	байлдан дагуулах	anger	0.367
bark	холтос	anger	0.365
leukemia	лейкеми	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	сорилт	anger	0.364
disapprove	буруу байна	anger	0.364
unhappy	азгүй байна	anger	0.364
retarded	буурсан	anger	0.364
warrior	дайчин хүн	anger	0.364
belt	бүс	anger	0.364
controversial	маргаантай	anger	0.359
opinionated	дүгнэлт хийсэн	anger	0.359
paucity	дутагдал	anger	0.359
broken	эвдэрсэн	anger	0.359
litigate	Татгалзах	anger	0.359
polemic	зөрчил	anger	0.359
aftermath	дараа нь	anger	0.359
disliked	дургүй	anger	0.359
loudness	чанга дуу чимээ	anger	0.359
restriction	хязгаарлалт	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	чадваргүй	anger	0.359
interrupting	тасалдсан	anger	0.358
fussy	уймраа	anger	0.357
wench	wench	anger	0.353
misbehavior	буруу үйлдэл	anger	0.351
gruff	үйрмэг	anger	0.351
remove	устгах	anger	0.351
brat	brat	anger	0.351
scarcity	хомсдол	anger	0.350
losing	алдаж байна	anger	0.349
pest	хортон шавьж	anger	0.348
defect	гэмтэл	anger	0.348
hardened	хатуурсан	anger	0.348
deserted	зэлүүд газар	anger	0.348
lie	худлаа	anger	0.348
retract	татан авах	anger	0.348
untrustworthy	итгэхгүй байна	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	урам хугарсан	anger	0.348
disagreement	зөрчилдөөн	anger	0.348
stigma	гутаан доромжлол	anger	0.348
ulcer	шархлаа	anger	0.348
bias	алдаа	anger	0.345
negation	яллах	anger	0.344
antisocial	эсрэг үзэгдэл	anger	0.344
evade	Эвтэй	anger	0.344
shoddy	муухай	anger	0.344
bothering	санаа зовох	anger	0.344
impotence	сул дорой байдал	anger	0.344
shaky	Шаки	anger	0.344
misleading	ташаа мэдээлэл өгөх	anger	0.344
stripped	хаясан	anger	0.344
disclaim	Татгалзсан	anger	0.344
unsettled	эвгүй байна	anger	0.344
anxiety	айдас	anger	0.344
stingy	хомс	anger	0.344
deterioration	муудах	anger	0.344
pirate	дээрэмчин	anger	0.344
unreliable	найдваргүй	anger	0.344
interminable	хугацаа дуусах	anger	0.343
disease	өвчин	anger	0.341
meddle	гажуудаж байна	anger	0.341
warp	дуулах	anger	0.340
averse	урвуу	anger	0.338
infamous	аймшигтай	anger	0.338
alcoholism	архидалт	anger	0.338
row	эгнээ	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	өвчтэй	anger	0.333
encumbrance	Эвдрэл	anger	0.333
scorpion	хилэнцэт хорхой	anger	0.333
illegitimate	хууль бус	anger	0.333
witchcraft	ид шид гэж үздэг	anger	0.333
interrupt	тасалдал	anger	0.333
paralyzed	саажилттай	anger	0.333
sinner	нүгэлтэн	anger	0.331
hulk	Хулк	anger	0.329
inconsiderate	үл тоомсорлох	anger	0.329
phony	фон	anger	0.328
spammers	серверүүд	anger	0.328
dashed	тасалдсан	anger	0.328
disqualified	хасагдсан	anger	0.328
fib	fib	anger	0.328
hiss	исгэрэх	anger	0.328
brrr	brrr	anger	0.328
resisting	эсэргүүцэх	anger	0.328
victim	хохирогч	anger	0.328
