word	Haitian Creole-ht	emotion	emotion-intensity-score
flagrant	flagrant	anger	0.455
impermeable	Enpèmeyab	anger	0.455
bad	move	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	mechan	anger	0.453
disagreeing	pa dakò	anger	0.453
intense	entans	anger	0.453
struggle	lit	anger	0.453
suppress	siprime	anger	0.453
disapproving	disapproving	anger	0.453
desist	desist	anger	0.453
bayonet	Bayonèt	anger	0.453
displeased	fache	anger	0.453
hysterical	isterik	anger	0.453
unlawful	ilegal	anger	0.451
wrongly	mal	anger	0.448
repellent	repouse	anger	0.442
wasted	gaspiye	anger	0.441
foe	lenmi	anger	0.441
dishonor	dezòd	anger	0.441
wrongful	negatif	anger	0.441
psychosis	sikoz	anger	0.441
aversion	Aversion	anger	0.440
punitive	pinitif	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	jwenti	anger	0.439
effigy	efigy	anger	0.439
schism	schism	anger	0.439
ultimatum	iltimatòm	anger	0.439
upset	fache	anger	0.439
worthless	san valè	anger	0.438
deny	refize	anger	0.438
ransom	ranson	anger	0.438
fugitive	sove	anger	0.438
deleterious	negatif	anger	0.438
stupidity	sòt	anger	0.438
abandonment	abandon	anger	0.438
mucked	mucked	anger	0.438
separatist	separatis	anger	0.438
irritation	iritasyon	anger	0.438
oblivion	oubli	anger	0.437
segregate	segregasyon	anger	0.437
payback	récupération	anger	0.436
incongruous	dezagreyab	anger	0.435
eviction	degèpisman	anger	0.435
collusion	konplisite	anger	0.432
rob	volè	anger	0.431
infidelity	enfidelite	anger	0.429
ravenous	devoran	anger	0.429
overrun	depase	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	prezidan	anger	0.426
martial	masyal	anger	0.426
painful	fè mal	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	rejè	anger	0.426
defense	defans	anger	0.425
powerful	pwisan	anger	0.424
censor	sansib	anger	0.424
indecency	endesans	anger	0.424
fraudulent	fwod	anger	0.424
gonorrhea	gonore	anger	0.424
fallacious	imilye	anger	0.424
concealment	kache	anger	0.424
greed	Evaris	anger	0.424
disobedience	dezobeyisans	anger	0.424
fuss	momi	anger	0.424
enforce	aplike	anger	0.424
banger	banger	anger	0.424
commotion	ankourajman	anger	0.424
defraud	defraud	anger	0.424
discontent	mekontantman	anger	0.424
unsympathetic	inisyativ	anger	0.424
exasperation	ekzotasyon	anger	0.424
barb	barb	anger	0.422
banishment	Ban	anger	0.422
sedition	sedisyon	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	pénétration	anger	0.422
cracked	fann	anger	0.422
annoyance	anmèdan	anger	0.422
duel	lut	anger	0.422
penitentiary	penitansye	anger	0.422
sarcasm	sarcastic	anger	0.422
deportation	depòtasyon	anger	0.422
nettle	orti	anger	0.422
scar	mak	anger	0.422
bang	bang	anger	0.422
cur	koulye a	anger	0.422
blatant	flagran	anger	0.420
force	fòs	anger	0.418
perverse	move	anger	0.415
wring	tòde	anger	0.415
bastion	bastion	anger	0.413
grim	grimas	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	mal	anger	0.412
tiff	tif	anger	0.412
moody	Moody	anger	0.412
hunting	lachas	anger	0.411
indenture	indenture	anger	0.410
sham	tranble	anger	0.409
squelch	squelch	anger	0.409
awful	terib	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	enplike	anger	0.409
contradict	kontredi	anger	0.409
supremacy	Sipremasi	anger	0.409
sneak	fofile	anger	0.409
cantwin	cantwin	anger	0.409
reproach	wont	anger	0.409
compulsion	fòse	anger	0.409
inept	inept	anger	0.409
blockade	blokaj	anger	0.409
detainee	prizonye	anger	0.409
forfeit	pèdi	anger	0.409
disappoint	desevwa	anger	0.409
lying	kouche	anger	0.408
epidemic	epidemi	anger	0.406
tremor	tranbleman	anger	0.406
rail	tren	anger	0.406
onerous	pénible	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	inkonu	anger	0.406
forsaken	abandone	anger	0.406
delusion	delizyon	anger	0.406
wrongdoing	mal	anger	0.406
badger	badger	anger	0.406
antipathy	antipati	anger	0.406
inequality	inegalite	anger	0.406
nuisance	nwuizans	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	agiman	anger	0.404
affront	afwonte	anger	0.403
traumatic	twomatik	anger	0.402
libel	difamasyon	anger	0.400
sodding	sodding	anger	0.400
annoys	anoi	anger	0.400
watchout	atansyon	anger	0.398
soslow	sòs	anger	0.398
frenetic	frenetik	anger	0.397
remiss	remis	anger	0.397
barge	chalan	anger	0.396
howl	koule	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksè	anger	0.394
untoward	untoward	anger	0.394
extinguish	s'étendre	anger	0.394
keyed	chaje	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	mank respè	anger	0.394
illegal	ilegal	anger	0.394
rabble	rabble	anger	0.394
actionable	aksyonèl	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fwod	anger	0.394
sue	fè rele	anger	0.394
unfriendly	frwa	anger	0.394
confiscate	konfiske	anger	0.394
brimstone	souf	anger	0.392
argh	argh	anger	0.391
pique	pike	anger	0.391
recklessness	enkyetid	anger	0.391
earthquake	tranbleman tè	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	yap divòse	anger	0.391
rigged	truke	anger	0.391
disagree	pa dakò	anger	0.389
lawsuit	pwosè	anger	0.386
disused	dezòd	anger	0.382
immorality	imoralite	anger	0.382
despair	dezespwa	anger	0.382
difficulty	difikilte	anger	0.379
incurable	iremedyabl	anger	0.379
touchy	manyen	anger	0.379
coerce	fè kòlè	anger	0.379
sizzle	sizzle	anger	0.379
rifle	fizi	anger	0.379
falsification	fo	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	fè mal	anger	0.379
picket	grèv	anger	0.378
concussion	Chòk	anger	0.377
pessimism	pesimis	anger	0.375
pitfall	pyèj	anger	0.375
infantile	enfantil	anger	0.375
disillusionment	desepsyon	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milis	anger	0.375
remand	randevou	anger	0.375
faulty	defèktueu	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	sounwa	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	Nepotism	anger	0.371
distressing	detrès	anger	0.371
inhibit	anpeche	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	eskizofreni	anger	0.369
skewed	fwote	anger	0.368
disreputable	danjere	anger	0.368
forbidding	entèdi	anger	0.368
conquest	konkèt	anger	0.367
bark	jape	anger	0.365
leukemia	Leukemy	anger	0.365
barks	yo	anger	0.364
burke	burke	anger	0.364
challenge	defi	anger	0.364
disapprove	pa dakò	anger	0.364
unhappy	kontan	anger	0.364
retarded	retade	anger	0.364
warrior	vanyan sòlda	anger	0.364
belt	senti	anger	0.364
controversial	kontwovèsyal	anger	0.359
opinionated	opinyon	anger	0.359
paucity	Pèdi	anger	0.359
broken	kase	anger	0.359
litigate	litij	anger	0.359
polemic	polemik	anger	0.359
aftermath	konsekans	anger	0.359
disliked	nèm	anger	0.359
loudness	loudness	anger	0.359
restriction	restriksyon	anger	0.359
cad	kad	anger	0.359
sectarian	relijyeu	anger	0.359
incompetence	enkonpetans	anger	0.359
interrupting	entewonp	anger	0.358
fussy	fussy	anger	0.357
wench	ap viv	anger	0.353
misbehavior	move konpòtman	anger	0.351
gruff	grof	anger	0.351
remove	retire	anger	0.351
brat	brat	anger	0.351
scarcity	rate	anger	0.350
losing	pèdi	anger	0.349
pest	ensèk nuizib	anger	0.348
defect	defo	anger	0.348
hardened	fè tèt di toujou	anger	0.348
deserted	dezè	anger	0.348
lie	manti	anger	0.348
retract	rantre	anger	0.348
untrustworthy	danjere	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	desi	anger	0.348
disagreement	dezakò	anger	0.348
stigma	stigma	anger	0.348
ulcer	ilsè	anger	0.348
bias	patipri	anger	0.345
negation	negasyon	anger	0.344
antisocial	antisosyal	anger	0.344
evade	evade	anger	0.344
shoddy	chod	anger	0.344
bothering	tris	anger	0.344
impotence	enpotans	anger	0.344
shaky	enkyete	anger	0.344
misleading	ki bay manti	anger	0.344
stripped	dezabiye	anger	0.344
disclaim	repete	anger	0.344
unsettled	enstab	anger	0.344
anxiety	enkyetid	anger	0.344
stingy	chaje	anger	0.344
deterioration	deteryorasyon	anger	0.344
pirate	bato	anger	0.344
unreliable	enfidèl	anger	0.344
interminable	endiferab	anger	0.343
disease	maladi	anger	0.341
meddle	mele	anger	0.341
warp	chèn	anger	0.340
averse	advèrsèr	anger	0.338
infamous	trist	anger	0.338
alcoholism	alkòl	anger	0.338
row	ranje	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	malad	anger	0.333
encumbrance	anbouteyaj	anger	0.333
scorpion	eskòpyon	anger	0.333
illegitimate	ilejitim	anger	0.333
witchcraft	maji	anger	0.333
interrupt	entèwonp	anger	0.333
paralyzed	paralize	anger	0.333
sinner	pechè	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	konsilte	anger	0.329
phony	fon	anger	0.328
spammers	spame	anger	0.328
dashed	tirè	anger	0.328
disqualified	diskalifye	anger	0.328
fib	fib	anger	0.328
hiss	ous	anger	0.328
brrr	brrr	anger	0.328
resisting	reziste kont	anger	0.328
victim	viktim	anger	0.328
scapegoat	ekapegoat	anger	0.328
tighten	sere boulon	anger	0.328
opponent	advèsè	anger	0.328
crusade	Kwazad	anger	0.328
dislocated	deplase	anger	0.328
grumpy	mawon	anger	0.328
prohibited	entèdi	anger	0.328
inappropriate	apwopriye	anger	0.324
haye	haye	anger	0.324
loss	pèt	anger	0.324
eschew	eschew	anger	0.324
trickery	tris	anger	0.324
neglected	neglije	anger	0.324
canker	kansè	anger	0.323
queues	ke moun kap kriye	anger	0.318
muff	mof	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplicity	anger	0.318
criticism	kritik	anger	0.318
shriek	rèl	anger	0.316
depreciate	depresyasyon	anger	0.315
poverty	povrete	anger	0.312
chaff	chaf	anger	0.312
dupe	jupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	lekòl lage	anger	0.312
mortality	mòtalite	anger	0.312
deflate	deflate	anger	0.312
carelessness	negligans	anger	0.312
dumps	depo yo	anger	0.312
revving	revving	anger	0.309
disallowed	non	anger	0.308
thoughtless	panse	anger	0.307
boisterous	fò	anger	0.307
burial	antèman	anger	0.304
theocratic	teyokratik	anger	0.303
wince	wince	anger	0.303
sullen	zonbi	anger	0.303
involution	envolisyon	anger	0.300
senseless	dezagreyab	anger	0.297
stalemate	anfle	anger	0.297
depreciated	depresyasyon	anger	0.297
wasteful	inutil	anger	0.297
hoax	fo	anger	0.297
misuse	move itilizasyon	anger	0.297
getyourown	jwennyourown	anger	0.297
taxed	papye ekri	anger	0.297
depressed	deprime	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralizi	anger	0.295
displaced	deplase	anger	0.294
limited	limite	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	ridikil	anger	0.289
teasing	Anmède	anger	0.288
sharpen	egwize	anger	0.288
react	reyaji	anger	0.288
presumptuous	pwovokan	anger	0.288
spine	kolòn vètebral	anger	0.288
homeless	ki san kay	anger	0.288
hoot	tiyo	anger	0.287
twitchy	twitchy	anger	0.287
barrier	baryè	anger	0.287
myopia	myopya	anger	0.283
contraband	kontrebann	anger	0.281
disconnects	dekonekte	anger	0.281
spam	Spam	anger	0.281
lagging	reta	anger	0.281
shiver	tranble	anger	0.281
agh	agh	anger	0.281
restitution	restitisyon	anger	0.281
flexin	flexin	anger	0.281
incompatible	enkonpatib	anger	0.281
delinquent	delenkan	anger	0.281
noncompliance	non konplè	anger	0.279
troll	trol	anger	0.279
buffering	tanpon	anger	0.279
unfairness	enjistis	anger	0.279
foray	plon	anger	0.279
nether	Nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	imatite	anger	0.273
bogus	fos	anger	0.273
uncaring	enkarnasyon	anger	0.273
shock	chòk	anger	0.269
feisty	feisty	anger	0.269
defendant	akize	anger	0.266
latent	inaktif	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	lous	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	vandè	anger	0.266
inconvenient	konvenyan	anger	0.266
feminism	feminis	anger	0.266
humbug	humbug	anger	0.266
interrupts	entèwonp	anger	0.265
fluctuation	fluctuation	anger	0.265
exaggerate	ekzajere	anger	0.263
lose	pèdi	anger	0.261
patter	patter	anger	0.258
tease	toumante	anger	0.258
furnace	gwo founo dife	anger	0.258
stone	wòch	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	sòlda	anger	0.258
incompetent	enkonpetan	anger	0.257
indoctrination	andokrinasyon	anger	0.255
skid	glise	anger	0.250
notoriety	notoryete	anger	0.250
falsehood	manti	anger	0.250
untrue	non	anger	0.250
mastery	metriz	anger	0.250
tripping	tripping	anger	0.250
nonsense	istwa san sans	anger	0.250
unfollow	unfollow	anger	0.250
noisy	fè bwi	anger	0.250
pouting	pouting	anger	0.250
cane	kann	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	fize	anger	0.250
complicate	konplike	anger	0.250
socialist	sosyalis	anger	0.250
lawyer	avoka	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Majiskil	anger	0.242
fenced	gwo ranpa	anger	0.242
obstacle	obstak	anger	0.242
halter	mwatye	anger	0.242
witch	sòsyè	anger	0.242
vampire	vanpir	anger	0.242
detract	Detract	anger	0.242
ringer	sonwa	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	grangou	anger	0.235
recession	resesyon	anger	0.234
lava	lav	anger	0.234
shell	koki	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarif yo	anger	0.234
failing	fail	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	koken	anger	0.234
politics	politik	anger	0.234
undesirable	endezirab	anger	0.231
darkness	fènwa	anger	0.227
versus	kont	anger	0.227
resign	bay demisyon	anger	0.227
copycat	copycat	anger	0.227
soaked	tranpe	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	abandone	anger	0.222
bankruptcy	fayit	anger	0.221
owing	en	anger	0.221
unattainable	irealizabl	anger	0.221
unhelpful	pa fasil	anger	0.219
twitching	twitching	anger	0.219
confusion	konfizyon	anger	0.219
mosquito	Moustik	anger	0.219
warden	Warden	anger	0.219
misconception	miskonsepsyon	anger	0.219
compress	konpresyon	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	zouti	anger	0.219
nosey	nosy	anger	0.213
overpriced	ovèrprisèd	anger	0.212
harry	harry	anger	0.212
shortage	mank	anger	0.212
adder	adisyone	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	souke	anger	0.206
possession	posesyon	anger	0.206
desert	dezè	anger	0.206
pout	pout	anger	0.203
uninvited	Uninvited	anger	0.203
arraignment	aranjman	anger	0.203
inefficient	rezèvwa	anger	0.203
rook	rook	anger	0.203
unlucky	malè	anger	0.203
unpaid	san peye	anger	0.203
backbone	rèl do	anger	0.203
sentence	fraz	anger	0.203
powerless	san fòs	anger	0.203
court	tribinal	anger	0.199
endless	kontinuèl	anger	0.198
adverts	anons	anger	0.197
delay	reta	anger	0.197
misstatement	reflechi	anger	0.197
distracted	distrè	anger	0.197
misunderstanding	enkonpreyansyon	anger	0.195
excite	eksite	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	zèklè	anger	0.189
incase	incase	anger	0.188
preclude	anpeche	anger	0.188
insecure	ensekirite	anger	0.188
mournful	lapenn	anger	0.188
rating	Rating	anger	0.182
mistress	metrès	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	reklamatè	anger	0.182
insist	ensiste	anger	0.182
distracting	distrè	anger	0.182
opium	opyòm	anger	0.180
willful	volontè	anger	0.176
deserve	merite	anger	0.176
insists	ensiste	anger	0.175
treat	trete	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	moso	anger	0.172
fee	frè	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	libere	anger	0.172
excitation	eksitasyon	anger	0.172
hormonal	ormon	anger	0.172
mighty	vanyan	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	Yelp	anger	0.168
unequal	inegal	anger	0.167
insufficiency	ensifizans	anger	0.167
hamstring	andikape	anger	0.167
bargaining	negosyasyon	anger	0.167
mule	milèt	anger	0.167
insignificant	ensiyifyan	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	endiferans	anger	0.156
rheumatism	rimatism	anger	0.156
coop	poulaye	anger	0.156
forearm	avanbra	anger	0.156
uncertain	ensèten	anger	0.152
bee	myèl	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	patisipasyon	anger	0.152
disinformation	dezenfòmasyon	anger	0.152
attorney	avoka	anger	0.152
underpaid	peye	anger	0.152
pretending	pretann	anger	0.152
campaigning	kanpay	anger	0.151
hopelessness	dezespwa	anger	0.149
feeling	santi	anger	0.147
legalized	legalize	anger	0.145
caution	prekosyon	anger	0.145
subsidy	sibvansyon	anger	0.141
obliging	obligasyon	anger	0.141
morals	moral	anger	0.141
sterling	Sterling	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	mispèl	anger	0.136
saloon	saloon	anger	0.136
repay	peye	anger	0.136
blemish	bèbè	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	Birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	òkès	anger	0.132
competitive	konpetitif	anger	0.125
wireless	san fil	anger	0.125
standstill	panno	anger	0.125
mosque	moske	anger	0.122
reversal	anilasyon	anger	0.121
inattention	neglijans	anger	0.121
lace	dantèl	anger	0.118
elbow	koud bra	anger	0.117
instinctive	enstenktif	anger	0.112
chant	chant	anger	0.111
lonely	lonely	anger	0.109
gnome	luten	anger	0.109
tolerate	tolere	anger	0.106
management	jesyon	anger	0.102
advocacy	defann dwa moun	anger	0.100
moral	moral	anger	0.094
roadworks	wout	anger	0.091
honest	onèt	anger	0.087
forgetful	bliye	anger	0.076
gent	Gent	anger	0.076
liquor	likè	anger	0.075
money	lajan	anger	0.074
hood	Hood	anger	0.071
curriculum	kourikoulòm lan	anger	0.063
words	mo	anger	0.062
smell	pran sant	anger	0.061
elf	èlf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	nouri	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	konseye	anger	0.059
trumpet	twonpèt	anger	0.059
birthplace	Kote li fèt	anger	0.051
ribbon	riban	anger	0.047
youth	jèn	anger	0.045
vote	vote	anger	0.045
cash	lajan kach	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vlou	anger	0.030
buffet	dégéné	anger	0.029
celebrity	selèb	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	sèhoodhood	anger	0.015
musical	mizik	anger	0.011
tree	pyebwa	anger	0.000
anticipation	antisipasyon	anticipation	0.859
excited	eksite	anticipation	0.859
anticipate	prevwa	anticipation	0.820
excitement	eksitasyon	anticipation	0.820
eagerness	anprèsman	anticipation	0.812
exciting	enteresan	anticipation	0.797
expectant	lespwa	anticipation	0.789
thrilling	sezisman	anticipation	0.781
hope	espwa	anticipation	0.773
quest	demand	anticipation	0.766
expectance	atann	anticipation	0.750
countdown	dekont	anticipation	0.750
start	kòmanse	anticipation	0.750
anticipatory	anticipatory	anticipation	0.750
adventure	avanti	anticipation	0.750
eager	anvi	anticipation	0.742
climax	Pi gwo pwen	anticipation	0.742
excite	eksite	anticipation	0.742
prophecy	pwofesi	anticipation	0.742
arouse	eksite	anticipation	0.742
expect	espere	anticipation	0.742
birth	nesans	anticipation	0.734
ejaculation	ejakulasyon	anticipation	0.734
announcement	anons	anticipation	0.734
liberation	liberasyon	anticipation	0.727
urgent	ijan	anticipation	0.727
expecting	tann	anticipation	0.727
expectancy	esperans	anticipation	0.727
imminent	iminan	anticipation	0.727
aspire	renmen	anticipation	0.719
prospect	Prospect	anticipation	0.719
trepidation	trepidasyon	anticipation	0.719
reunion	reunion	anticipation	0.719
prospection	pwospè	anticipation	0.719
voyage	vwayaj	anticipation	0.719
mystery	mistè	anticipation	0.711
journey	vwayaj	anticipation	0.711
kiss	bo	anticipation	0.711
enthusiasm	antouzyasm	anticipation	0.711
suspense	sispansyon	anticipation	0.711
ecstasy	Ecstasy	anticipation	0.711
rapture	chache fidèl	anticipation	0.711
yearning	dezi	anticipation	0.711
urgency	ijans	anticipation	0.703
destination	destinasyon	anticipation	0.703
frantic	frantic	anticipation	0.703
excitation	eksitasyon	anticipation	0.703
thrill	frison	anticipation	0.703
prospective	potansyèl	anticipation	0.703
hopeful	espwa	anticipation	0.703
lottery	lotri	anticipation	0.703
progress	pwogrè	anticipation	0.703
tantalizing	tantalizing	anticipation	0.703
advance	avanse	anticipation	0.695
