word	Slovak-sk	emotion	emotion-intensity-score
complain	sťažovať si	anger	0.469
incite	podnecovať	anger	0.469
steal	kradnúť	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	nepočúvnuť	anger	0.469
injury	zranenia	anger	0.469
simmer	vrieť	anger	0.469
distress	úzkosť	anger	0.469
insanity	šialenstvo	anger	0.469
selfish	sebecký	anger	0.469
huff	zlosť	anger	0.469
selfishness	sebectvo	anger	0.469
backoff	vyčkávacia	anger	0.469
plunder	korisť	anger	0.469
stifled	potlačil	anger	0.469
subversive	podvratné	anger	0.469
exile	exil	anger	0.469
offense	priestupok	anger	0.469
objection	námietka	anger	0.469
recidivism	recidíva	anger	0.469
smother	udusiť	anger	0.469
perpetrator	páchateľ	anger	0.469
dislike	nechuť	anger	0.469
disruption	narušenie	anger	0.469
intolerance	intolerancia	anger	0.469
opposition	odpor	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	džbánik	anger	0.467
agony	muky	anger	0.465
arrogant	arogantný	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	prieduch	anger	0.456
elimination	eliminácia	anger	0.456
picketing	picketing	anger	0.456
haughty	povýšený	anger	0.456
troublesome	obtiažny	anger	0.455
clamor	krik	anger	0.455
busted	väznený	anger	0.455
constraint	nátlak	anger	0.455
crabby	podráždený	anger	0.455
veto	veto	anger	0.455
stubbed	zatlačili	anger	0.455
mislead	uviesť do omylu	anger	0.455
illicit	nedovolené	anger	0.455
dying	umierajúci	anger	0.455
grated	strúhaný	anger	0.455
idiocy	idiotství	anger	0.455
illegality	nezákonnosť	anger	0.455
flagrant	flagrantní	anger	0.455
impermeable	nepriepustný	anger	0.455
bad	zlý	anger	0.453
despotism	despotizmus	anger	0.453
usurped	zmocnil	anger	0.453
godless	bezbožný	anger	0.453
disagreeing	nesúhlas	anger	0.453
intense	intenzívny	anger	0.453
struggle	boj	anger	0.453
suppress	potlačiť	anger	0.453
disapproving	odmietavý	anger	0.453
desist	ustať	anger	0.453
bayonet	bajonet	anger	0.453
displeased	nespokojný	anger	0.453
hysterical	hysterický	anger	0.453
unlawful	protiprávny	anger	0.451
wrongly	nesprávne	anger	0.448
repellent	odpudzujúci	anger	0.442
wasted	zbytočný	anger	0.441
foe	nepriateľ	anger	0.441
dishonor	hanba	anger	0.441
wrongful	neoprávnený	anger	0.441
psychosis	psychóza	anger	0.441
aversion	averzia	anger	0.440
punitive	trestajúci	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	kĺby	anger	0.439
effigy	podobizeň	anger	0.439
schism	rozkol	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	rozčúlený	anger	0.439
worthless	bezcenný	anger	0.438
deny	poprieť	anger	0.438
ransom	výkupné	anger	0.438
fugitive	utečenec	anger	0.438
deleterious	škodlivá	anger	0.438
stupidity	hlúposť	anger	0.438
abandonment	opustenie	anger	0.438
mucked	zahodil	anger	0.438
separatist	separatistov	anger	0.438
irritation	podráždenie	anger	0.438
oblivion	zabudnutia	anger	0.437
segregate	oddeliť	anger	0.437
payback	návratnosti	anger	0.436
incongruous	nevhodný	anger	0.435
eviction	vypudenie	anger	0.435
collusion	tajná dohoda	anger	0.432
rob	olúpiť	anger	0.431
infidelity	nevera	anger	0.429
ravenous	žravý	anger	0.429
overrun	obsadiť	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	hlásateľ	anger	0.426
martial	vojnový	anger	0.426
painful	bolestivý	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	nedôverčivý	anger	0.426
rejection	odmietnutie	anger	0.426
defense	obrana	anger	0.425
powerful	mocný	anger	0.424
censor	cenzor	anger	0.424
indecency	neslušnosť	anger	0.424
fraudulent	podvodný	anger	0.424
gonorrhea	kvapavka	anger	0.424
fallacious	klamný	anger	0.424
concealment	zatajenie	anger	0.424
greed	nenásytnosť	anger	0.424
disobedience	neposlušnosť	anger	0.424
fuss	povyku	anger	0.424
enforce	vynútiť	anger	0.424
banger	petarda	anger	0.424
commotion	nepokoj	anger	0.424
defraud	podviesť	anger	0.424
discontent	nespokojnosť	anger	0.424
unsympathetic	nesympatický	anger	0.424
exasperation	rozčúlenie	anger	0.424
barb	ozub	anger	0.422
banishment	vypovedanie	anger	0.422
sedition	poburovania	anger	0.422
misrepresented	skreslil	anger	0.422
snubbed	odbil	anger	0.422
penetration	prienik	anger	0.422
cracked	Křaplavý	anger	0.422
annoyance	nepríjemnosť	anger	0.422
duel	súboj	anger	0.422
penitentiary	káznice	anger	0.422
sarcasm	sarkazmus	anger	0.422
deportation	deportácie	anger	0.422
nettle	žihľava	anger	0.422
scar	jazva	anger	0.422
bang	tresk	anger	0.422
cur	Voříšek	anger	0.422
blatant	do očí bijúce	anger	0.420
force	sila	anger	0.418
perverse	perverzné	anger	0.415
wring	vyžmýkať	anger	0.415
bastion	bašta	anger	0.413
grim	ponurý	anger	0.413
sordid	špinavý	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nevrlý	anger	0.412
tiff	hašterenie	anger	0.412
moody	náladový	anger	0.412
hunting	poľovníctvo	anger	0.411
indenture	zoubkovat	anger	0.410
sham	pretvárka	anger	0.409
squelch	čľapkanie	anger	0.409
awful	děsný	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	zapliesť	anger	0.409
contradict	odporovať	anger	0.409
supremacy	nadvláda	anger	0.409
sneak	žalobníček	anger	0.409
cantwin	cantwin	anger	0.409
reproach	vyčítať	anger	0.409
compulsion	nutkanie	anger	0.409
inept	nešikovný	anger	0.409
blockade	blokáda	anger	0.409
detainee	väzeň	anger	0.409
forfeit	stratiť	anger	0.409
disappoint	sklamať	anger	0.409
lying	ležiace	anger	0.408
epidemic	epidémie	anger	0.406
tremor	tremor	anger	0.406
rail	koľajnice	anger	0.406
onerous	obtiažny	anger	0.406
cacophony	kakofonie	anger	0.406
unthinkable	nemysliteľný	anger	0.406
forsaken	opustený	anger	0.406
delusion	blud	anger	0.406
wrongdoing	previnenie	anger	0.406
badger	jazvec	anger	0.406
antipathy	antipatia	anger	0.406
inequality	nerovnosť	anger	0.406
nuisance	obtiaž	anger	0.406
scrapie	klusavka	anger	0.406
wop	wop	anger	0.406
arguments	argumenty	anger	0.404
affront	urážka	anger	0.403
traumatic	traumatický	anger	0.402
libel	nactiutrhanie	anger	0.400
sodding	zatracený	anger	0.400
annoys	obťažuje	anger	0.400
watchout	pozor	anger	0.398
soslow	tak pomaly	anger	0.398
frenetic	frenetický	anger	0.397
remiss	ledabolo	anger	0.397
barge	bárka	anger	0.396
howl	vytie	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	box	anger	0.394
untoward	nežiaduce	anger	0.394
extinguish	uhasiť	anger	0.394
keyed	rozrušený	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	neúcta	anger	0.394
illegal	ilegálne	anger	0.394
rabble	zberba	anger	0.394
actionable	hodnotný	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	podvod	anger	0.394
sue	žalovať	anger	0.394
unfriendly	nepriateľský	anger	0.394
confiscate	zabaviť	anger	0.394
brimstone	síra	anger	0.392
argh	argh	anger	0.391
pique	hnev	anger	0.391
recklessness	bezohľadnosť	anger	0.391
earthquake	zemetrasenie	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	rozpustenie	anger	0.391
rigged	zmanipulované	anger	0.391
disagree	nesúhlasiť	anger	0.389
lawsuit	súdny proces	anger	0.386
disused	mimo prevádzky	anger	0.382
immorality	nemorálnosť	anger	0.382
despair	zúfalstvo	anger	0.382
difficulty	obtiažnosť	anger	0.379
incurable	nevyliečiteľný	anger	0.379
touchy	nedotklivé	anger	0.379
coerce	donútiť	anger	0.379
sizzle	prskanie	anger	0.379
rifle	puška	anger	0.379
falsification	falzifikát	anger	0.379
pokes	štuchanec	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	boľavý	anger	0.379
picket	tyčka	anger	0.378
concussion	otras mozgu	anger	0.377
pessimism	pesimizmus	anger	0.375
pitfall	pasca	anger	0.375
infantile	infantilné	anger	0.375
disillusionment	rozčarovanie	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milície	anger	0.375
remand	odročenie	anger	0.375
faulty	chybný	anger	0.375
cannon	dialo	anger	0.375
rawr	rawr	anger	0.375
sly	potutelný	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	protekcie	anger	0.371
distressing	znepokojujúce	anger	0.371
inhibit	potlačiť	anger	0.371
vindicate	obhájiť	anger	0.371
schizophrenia	schizofrénie	anger	0.369
skewed	skosený	anger	0.368
disreputable	pochybný	anger	0.368
forbidding	odpudivý	anger	0.368
conquest	dobytie	anger	0.367
bark	štekať	anger	0.365
leukemia	leukémie	anger	0.365
barks	kôry	anger	0.364
burke	Burke	anger	0.364
challenge	výzva	anger	0.364
disapprove	nesúhlasiť	anger	0.364
unhappy	nešťastný	anger	0.364
retarded	oneskorený	anger	0.364
warrior	bojovník	anger	0.364
belt	remeň	anger	0.364
controversial	kontroverzné	anger	0.359
opinionated	umienený	anger	0.359
paucity	nepatrnosť	anger	0.359
broken	zlomený	anger	0.359
litigate	viesť spor	anger	0.359
polemic	polemika	anger	0.359
aftermath	následky	anger	0.359
disliked	disliked	anger	0.359
loudness	hlasitosť	anger	0.359
restriction	obmedzenia	anger	0.359
cad	CAD	anger	0.359
sectarian	sektársky	anger	0.359
incompetence	nekompetentnosť	anger	0.359
interrupting	prerušovania	anger	0.358
fussy	úzkostlivý	anger	0.357
wench	dievča	anger	0.353
misbehavior	zlé správanie	anger	0.351
gruff	drsný	anger	0.351
remove	odstrániť	anger	0.351
brat	spratek	anger	0.351
scarcity	nedostatok	anger	0.350
losing	stráca	anger	0.349
pest	škodca	anger	0.348
defect	defekt	anger	0.348
hardened	stvrdnutý	anger	0.348
deserted	opustený	anger	0.348
lie	lož	anger	0.348
retract	zatiahnuť	anger	0.348
untrustworthy	nedôveryhodný	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	sklamaný	anger	0.348
disagreement	nesúhlas	anger	0.348
stigma	stigma	anger	0.348
ulcer	vred	anger	0.348
bias	predsudok	anger	0.345
negation	negácia	anger	0.344
antisocial	nespoločenský	anger	0.344
evade	vyhnúť	anger	0.344
shoddy	Chatrný	anger	0.344
bothering	obťažoval	anger	0.344
impotence	impotencia	anger	0.344
shaky	neistý	anger	0.344
misleading	zavádzajúce	anger	0.344
stripped	vyzliekol	anger	0.344
disclaim	poprieť	anger	0.344
unsettled	nestály	anger	0.344
anxiety	úzkosť	anger	0.344
stingy	lakomý	anger	0.344
deterioration	zhoršenie	anger	0.344
pirate	pirát	anger	0.344
unreliable	nespoľahlivý	anger	0.344
interminable	nekonečný	anger	0.343
disease	choroba	anger	0.341
meddle	miešať sa	anger	0.341
warp	osnova	anger	0.340
averse	averzia	anger	0.338
infamous	neslávne známy	anger	0.338
alcoholism	alkoholizmus	anger	0.338
row	riadok	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	chorý	anger	0.333
encumbrance	bremeno	anger	0.333
scorpion	škorpión	anger	0.333
illegitimate	nelegitímne	anger	0.333
witchcraft	kúzelníctva	anger	0.333
interrupt	prerušiť	anger	0.333
paralyzed	paralyzovaný	anger	0.333
sinner	hriešnik	anger	0.331
hulk	vrak	anger	0.329
inconsiderate	bezohľadný	anger	0.329
phony	falošný	anger	0.328
spammers	spameri	anger	0.328
dashed	prerušovaná	anger	0.328
disqualified	diskvalifikovaný	anger	0.328
fib	nevinná lož	anger	0.328
hiss	syčanie	anger	0.328
brrr	brrr	anger	0.328
resisting	odolávanie	anger	0.328
victim	obeť	anger	0.328
scapegoat	obetný baránok	anger	0.328
tighten	napnúť	anger	0.328
opponent	protivník	anger	0.328
crusade	krížová výprava	anger	0.328
dislocated	vykĺbil	anger	0.328
grumpy	nevrlý	anger	0.328
prohibited	zakázané	anger	0.328
inappropriate	nevhodný	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	strata	anger	0.324
eschew	vyhýbať sa	anger	0.324
trickery	podvod	anger	0.324
neglected	zanedbaný	anger	0.324
canker	rakovina	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	rukávnik	anger	0.318
crunch	chrúmať	anger	0.318
duplicity	neúprimnosť	anger	0.318
criticism	kritika	anger	0.318
shriek	výkrik	anger	0.316
depreciate	podceňovať	anger	0.315
poverty	chudoba	anger	0.312
chaff	plevy	anger	0.312
dupe	napáliť	anger	0.312
dramaqueen	dráma Kráľovná	anger	0.312
dismissal	výpoveď	anger	0.312
mortality	smrteľnosť	anger	0.312
deflate	vypustiť	anger	0.312
carelessness	neopatrnosť	anger	0.312
dumps	melanchólia	anger	0.312
revving	vystupňovaním	anger	0.309
disallowed	nepovolené	anger	0.308
thoughtless	bezohľadný	anger	0.307
boisterous	búrlivý	anger	0.307
burial	pohreb	anger	0.304
theocratic	teokratický	anger	0.303
wince	cuknutia	anger	0.303
sullen	chladný	anger	0.303
involution	zapletenie	anger	0.300
senseless	nezmyselný	anger	0.297
stalemate	pat	anger	0.297
depreciated	odpisovaný	anger	0.297
wasteful	nehospodárny	anger	0.297
hoax	výmysel	anger	0.297
misuse	zneužiť	anger	0.297
getyourown	getyourown	anger	0.297
taxed	zdanené	anger	0.297
depressed	deprimovaný	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralýza	anger	0.295
displaced	posunúť	anger	0.294
limited	obmedzený	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	smiešny	anger	0.289
teasing	doberať si	anger	0.288
sharpen	brúsiť	anger	0.288
react	reagovať	anger	0.288
presumptuous	trúfalý	anger	0.288
spine	chrbtica	anger	0.288
homeless	bezdomovec	anger	0.288
hoot	húkanie	anger	0.287
twitchy	nervózny	anger	0.287
barrier	bariéra	anger	0.287
myopia	krátkozrakosť	anger	0.283
contraband	kontraband	anger	0.281
disconnects	odpojí	anger	0.281
spam	nevyžiadaná pošta	anger	0.281
lagging	zaostávajúce	anger	0.281
shiver	zachvenie	anger	0.281
agh	AGH	anger	0.281
restitution	reštitúcie	anger	0.281
flexin	flexin	anger	0.281
incompatible	nezlučiteľný	anger	0.281
delinquent	delikvent	anger	0.281
noncompliance	nesúlad	anger	0.279
troll	trol	anger	0.279
buffering	buffering	anger	0.279
unfairness	nepoctivosť	anger	0.279
foray	zpustošit	anger	0.279
nether	Nether	anger	0.278
bugaboo	bubák	anger	0.273
immaturity	nezrelosť	anger	0.273
bogus	falošný	anger	0.273
uncaring	uncaring	anger	0.273
shock	otras	anger	0.269
feisty	Feisty	anger	0.269
defendant	obžalovaný	anger	0.266
latent	latentný	anger	0.266
rapping	rap	anger	0.266
pry	sliediť	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	medveď	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	neúčinný	anger	0.266
quandary	bezradnosť	anger	0.266
inconvenient	nevyhovujúce	anger	0.266
feminism	feminizmus	anger	0.266
humbug	humbuk	anger	0.266
interrupts	prerušenie	anger	0.265
fluctuation	kolísanie	anger	0.265
exaggerate	preháňať	anger	0.263
lose	stratiť	anger	0.261
patter	búchať	anger	0.258
tease	vtipálek	anger	0.258
furnace	pec	anger	0.258
stone	kameň	anger	0.258
shoplifting	krádež	anger	0.258
soldier	vojak	anger	0.258
incompetent	neschopný	anger	0.257
indoctrination	poučovanie	anger	0.255
skid	šmyk	anger	0.250
notoriety	notoričnost	anger	0.250
falsehood	lož	anger	0.250
untrue	nepravdivý	anger	0.250
mastery	majstrovstvá	anger	0.250
tripping	zakopnutia	anger	0.250
nonsense	nezmysel	anger	0.250
unfollow	prestať sledovať	anger	0.250
noisy	hlučný	anger	0.250
pouting	našpúlené	anger	0.250
cane	trstina	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	skomplikovať	anger	0.250
socialist	socialistický	anger	0.250
lawyer	právnik	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	zámok veľkých písmen	anger	0.242
fenced	ohradený	anger	0.242
obstacle	prekážka	anger	0.242
halter	ohlávka	anger	0.242
witch	čarodejnice	anger	0.242
vampire	upír	anger	0.242
detract	zľahčovať	anger	0.242
ringer	zvonár	anger	0.242
frowning	zamračený	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hlad	anger	0.235
recession	odstúpenie	anger	0.234
lava	láva	anger	0.234
shell	škrupina	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	pustili	anger	0.234
tariff	tarifa	anger	0.234
failing	nedostatok	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	nezbedník	anger	0.234
politics	politika	anger	0.234
undesirable	nežiaduce	anger	0.231
darkness	tma	anger	0.227
versus	proti	anger	0.227
resign	odstúpiť	anger	0.227
copycat	imitátor	anger	0.227
soaked	premočený	anger	0.226
unfulfilled	nesplnený	anger	0.225
abandoned	opustený	anger	0.222
bankruptcy	bankrot	anger	0.221
owing	nezaplatený	anger	0.221
unattainable	nedosiahnuteľný	anger	0.221
unhelpful	neužitočné	anger	0.219
twitching	zášklby	anger	0.219
confusion	zmätok	anger	0.219
mosquito	komár	anger	0.219
warden	dozorca	anger	0.219
misconception	mylná	anger	0.219
compress	komprimovať	anger	0.219
whiny	Whine	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	náradie	anger	0.219
nosey	zvedavý	anger	0.213
overpriced	predražené	anger	0.212
harry	pustošiť	anger	0.212
shortage	nedostatok	anger	0.212
adder	zmija	anger	0.212
melodrama	melodrámu	anger	0.212
overplayed	prehrala	anger	0.206
possession	vlastníctvo	anger	0.206
desert	púštne	anger	0.206
pout	špulit ústa	anger	0.203
uninvited	nepozvaný	anger	0.203
arraignment	obžaloba	anger	0.203
inefficient	neefektívne	anger	0.203
rook	havran	anger	0.203
unlucky	smolný	anger	0.203
unpaid	nezaplatený	anger	0.203
backbone	chrbtica	anger	0.203
sentence	veta	anger	0.203
powerless	bezmocný	anger	0.203
court	súd	anger	0.199
endless	nekonečný	anger	0.198
adverts	inzeráty	anger	0.197
delay	oneskorenie	anger	0.197
misstatement	mylné konštatovanie	anger	0.197
distracted	roztržitý	anger	0.197
misunderstanding	nedorozumenie	anger	0.195
excite	rozčúliť	anger	0.191
inadmissible	neprípustný	anger	0.191
lightning	blesk	anger	0.189
incase	v prípade	anger	0.188
preclude	vylúčiť	anger	0.188
insecure	neistý	anger	0.188
mournful	trúchlivá	anger	0.188
rating	hodnotenie	anger	0.182
mistress	milenka	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	žiadateľ	anger	0.182
insist	naliehať	anger	0.182
distracting	rozptyľujúce	anger	0.182
opium	ópium	anger	0.180
willful	zámerný	anger	0.176
deserve	zaslúžiť	anger	0.176
insists	trvá na tom,	anger	0.175
treat	zaobchádzať	anger	0.175
misplace	založiť niekam	anger	0.172
indecisive	nerozhodný	anger	0.172
gibberish	hatmatilka	anger	0.172
fleece	fleece	anger	0.172
fee	poplatok	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	oslobodiť	anger	0.172
excitation	podráždenie	anger	0.172
hormonal	hormonálne	anger	0.172
mighty	mocný	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	ňafnutí	anger	0.168
unequal	nerovný	anger	0.167
insufficiency	nedostatočnosť	anger	0.167
hamstring	ochromiť	anger	0.167
bargaining	vyjednávanie	anger	0.167
mule	mulica	anger	0.167
insignificant	bezvýznamný	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ľahostajnosť	anger	0.156
rheumatism	reuma	anger	0.156
coop	kurník	anger	0.156
forearm	predlaktie	anger	0.156
uncertain	neistý	anger	0.152
bee	včela	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	angažovanosť	anger	0.152
disinformation	dezinformácie	anger	0.152
attorney	advokát	anger	0.152
underpaid	nedostatočne platený	anger	0.152
pretending	predstiera	anger	0.152
campaigning	kampane	anger	0.151
hopelessness	beznádejnosť	anger	0.149
feeling	pocit	anger	0.147
legalized	legalizovaný	anger	0.145
caution	opatrnosť	anger	0.145
subsidy	dotácie	anger	0.141
obliging	ochotný	anger	0.141
morals	mravnosť	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	povaľač	anger	0.139
misspell	nesprávne napísať	anger	0.136
saloon	spoločenská miestnosť	anger	0.136
repay	splatiť	anger	0.136
blemish	vada	anger	0.136
surcharge	príplatok	anger	0.136
geez	Bože	anger	0.136
birch	breza	anger	0.135
noob	nováčik	anger	0.133
honk	trúbiť	anger	0.133
orchestra	orchester	anger	0.132
competitive	konkurencieschopný	anger	0.125
wireless	bezdrôtový	anger	0.125
standstill	kľudový	anger	0.125
mosque	mešita	anger	0.122
reversal	obrátenie	anger	0.121
inattention	nepozornosť	anger	0.121
