word	Slovenian-sl	emotion	emotion-intensity-score
mug	vrč	anger	0.467
agony	agonija	anger	0.465
arrogant	aroganten	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	odprava	anger	0.456
picketing	picketing	anger	0.456
haughty	naddražen	anger	0.456
troublesome	težavno	anger	0.455
clamor	klobuk	anger	0.455
busted	ujet	anger	0.455
constraint	omejitev	anger	0.455
crabby	Crabby	anger	0.455
veto	veto	anger	0.455
stubbed	Stubbed	anger	0.455
mislead	zavajajo	anger	0.455
illicit	nedovoljeno	anger	0.455
dying	umiranje	anger	0.455
grated	nariban	anger	0.455
idiocy	idiocija	anger	0.455
illegality	nezakonitost	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	neprepusten	anger	0.455
bad	slab	anger	0.453
despotism	despotizem	anger	0.453
usurped	vzuril	anger	0.453
godless	brezbožna	anger	0.453
disagreeing	ne strinjam se	anger	0.453
intense	intenzivno	anger	0.453
struggle	boj	anger	0.453
suppress	zatreti	anger	0.453
disapproving	neodobravanje	anger	0.453
desist	odstopi	anger	0.453
bayonet	bajonet	anger	0.453
displeased	nezadovoljen	anger	0.453
hysterical	histerično	anger	0.453
unlawful	nezakonito	anger	0.451
wrongly	napačno	anger	0.448
repellent	repelent	anger	0.442
wasted	zapravili	anger	0.441
foe	sovražnik	anger	0.441
dishonor	sramoto	anger	0.441
wrongful	nezakonito	anger	0.441
psychosis	psihoza	anger	0.441
aversion	averzijo	anger	0.440
punitive	kaznovanje	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	Knuckles	anger	0.439
effigy	sliko	anger	0.439
schism	razkola	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	razburjen	anger	0.439
worthless	brez vrednosti	anger	0.438
deny	zanikati	anger	0.438
ransom	odkupnina	anger	0.438
fugitive	begunec	anger	0.438
deleterious	škodljivo	anger	0.438
stupidity	neumnost	anger	0.438
abandonment	opustitev	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	draženje	anger	0.438
oblivion	pozabo	anger	0.437
segregate	ločite	anger	0.437
payback	povračilo	anger	0.436
incongruous	neskladne	anger	0.435
eviction	izselitev	anger	0.435
collusion	dogovarjanje	anger	0.432
rob	rob	anger	0.431
infidelity	nezvestoba	anger	0.429
ravenous	grenak	anger	0.429
overrun	prekoračitev	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	predniki	anger	0.426
martial	borilno	anger	0.426
painful	boleče	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neverjetno	anger	0.426
rejection	zavrnitev	anger	0.426
defense	obramba	anger	0.425
powerful	močno	anger	0.424
censor	cenzor	anger	0.424
indecency	nespodobnost	anger	0.424
fraudulent	goljufivo	anger	0.424
gonorrhea	gonoreja	anger	0.424
fallacious	napačno	anger	0.424
concealment	prikrivanje	anger	0.424
greed	pohlep	anger	0.424
disobedience	neposlušnost	anger	0.424
fuss	škoda	anger	0.424
enforce	uveljaviti	anger	0.424
banger	banger	anger	0.424
commotion	zmedenost	anger	0.424
defraud	goljufija	anger	0.424
discontent	nezadovoljstvo	anger	0.424
unsympathetic	nesmiselno	anger	0.424
exasperation	razburjenje	anger	0.424
barb	Barb	anger	0.422
banishment	izgon	anger	0.422
sedition	zmedenost	anger	0.422
misrepresented	napačno predstavljen	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetracija	anger	0.422
cracked	razpokan	anger	0.422
annoyance	motnja	anger	0.422
duel	dvoboj	anger	0.422
penitentiary	kaznilnica	anger	0.422
sarcasm	sarkazem	anger	0.422
deportation	deportacija	anger	0.422
nettle	koprive	anger	0.422
scar	brazgotina	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	očitno	anger	0.420
force	sila	anger	0.418
perverse	perverznost	anger	0.415
wring	krč	anger	0.415
bastion	bastion	anger	0.413
grim	mračno	anger	0.413
sordid	srd	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	preveč	anger	0.412
tiff	Tiff	anger	0.412
moody	Moody	anger	0.412
hunting	lov	anger	0.411
indenture	indenture	anger	0.410
sham	lažno	anger	0.409
squelch	squelch	anger	0.409
awful	grozno	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicirajo	anger	0.409
contradict	nasprotujoče si	anger	0.409
supremacy	prevlado	anger	0.409
sneak	skrivaj	anger	0.409
cantwin	cantwin	anger	0.409
reproach	sramota	anger	0.409
compulsion	prisilnost	anger	0.409
inept	nesposoben	anger	0.409
blockade	blokada	anger	0.409
detainee	pripornika	anger	0.409
forfeit	zapečatena	anger	0.409
disappoint	razočaraj	anger	0.409
lying	laž	anger	0.408
epidemic	epidemija	anger	0.406
tremor	tremor	anger	0.406
rail	železnica	anger	0.406
onerous	zahtevno	anger	0.406
cacophony	kakofonija	anger	0.406
unthinkable	nepredstavljivo	anger	0.406
forsaken	zapuščeno	anger	0.406
delusion	zamegljenost	anger	0.406
wrongdoing	nepravičnost	anger	0.406
badger	badger	anger	0.406
antipathy	antipatija	anger	0.406
inequality	neenakost	anger	0.406
nuisance	neprijetnost	anger	0.406
scrapie	praskavec	anger	0.406
wop	wop	anger	0.406
arguments	argumente	anger	0.404
affront	napasti	anger	0.403
traumatic	travmatičen	anger	0.402
libel	Kleveta	anger	0.400
sodding	Sodding	anger	0.400
annoys	moti	anger	0.400
watchout	pazi	anger	0.398
soslow	tako počasi	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	Barža	anger	0.396
howl	vraga	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	neugodno	anger	0.394
extinguish	ugasnejo	anger	0.394
keyed	zaklenjeno	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nespoštovanje	anger	0.394
illegal	nezakonito	anger	0.394
rabble	Grozljivka	anger	0.394
actionable	dejanski	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	goljufije	anger	0.394
sue	tožiti	anger	0.394
unfriendly	neprijazno	anger	0.394
confiscate	zapleniti	anger	0.394
brimstone	žveplo	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	brezobzirnost	anger	0.391
earthquake	potres	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	raztapljanje	anger	0.391
rigged	opremljeni	anger	0.391
disagree	ne strinjam se	anger	0.389
lawsuit	tožba	anger	0.386
disused	neuporabljeno	anger	0.382
immorality	nemoralnost	anger	0.382
despair	obup	anger	0.382
difficulty	težave	anger	0.379
incurable	neozdravljiv	anger	0.379
touchy	občutljiv	anger	0.379
coerce	prisilno	anger	0.379
sizzle	sizzle	anger	0.379
rifle	puško	anger	0.379
falsification	ponarejanje	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	boli	anger	0.379
picket	picket	anger	0.378
concussion	pretres možganov	anger	0.377
pessimism	pesimizem	anger	0.375
pitfall	pasti	anger	0.375
infantile	infantilno	anger	0.375
disillusionment	razočaranje	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicija	anger	0.375
remand	pripor	anger	0.375
faulty	napačno	anger	0.375
cannon	topovi	anger	0.375
rawr	rawr	anger	0.375
sly	sli	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizem	anger	0.371
distressing	stisko	anger	0.371
inhibit	zavirati	anger	0.371
vindicate	zavrniti	anger	0.371
schizophrenia	shizofrenija	anger	0.369
skewed	skewed	anger	0.368
disreputable	zanemarljiv	anger	0.368
forbidding	prepovedati	anger	0.368
conquest	osvajanje	anger	0.367
bark	lubje	anger	0.365
leukemia	levkemija	anger	0.365
barks	laja	anger	0.364
burke	burke	anger	0.364
challenge	izziv	anger	0.364
disapprove	zavračati	anger	0.364
unhappy	nesrečen	anger	0.364
retarded	zaostalih	anger	0.364
warrior	bojevnik	anger	0.364
belt	pas	anger	0.364
controversial	sporno	anger	0.359
opinionated	mnenje	anger	0.359
paucity	pomanjkanje	anger	0.359
broken	zdrobljen	anger	0.359
litigate	litigate	anger	0.359
polemic	polemika	anger	0.359
aftermath	posledice	anger	0.359
disliked	ne maram	anger	0.359
loudness	glasnost	anger	0.359
restriction	omejitev	anger	0.359
cad	cad	anger	0.359
sectarian	sektaški	anger	0.359
incompetence	nesposobnost	anger	0.359
interrupting	prekinitev	anger	0.358
fussy	fussy	anger	0.357
wench	žganje	anger	0.353
misbehavior	nepravilno vedenje	anger	0.351
gruff	gruff	anger	0.351
remove	odstraniti	anger	0.351
brat	brat	anger	0.351
scarcity	pomanjkanje	anger	0.350
losing	izgublja	anger	0.349
pest	škodljivec	anger	0.348
defect	napaka	anger	0.348
hardened	utrjene	anger	0.348
deserted	zapuščeno	anger	0.348
lie	laž	anger	0.348
retract	umaknite se	anger	0.348
untrustworthy	nezanesljivo	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	razočaran	anger	0.348
disagreement	nesoglasja	anger	0.348
stigma	stigma	anger	0.348
ulcer	razjeda	anger	0.348
bias	pristranskost	anger	0.345
negation	negacija	anger	0.344
antisocial	antisocialno	anger	0.344
evade	izogniti se	anger	0.344
shoddy	Dražilen	anger	0.344
bothering	moti	anger	0.344
impotence	impotenca	anger	0.344
shaky	stresan	anger	0.344
misleading	zavajajoče	anger	0.344
stripped	odlepil	anger	0.344
disclaim	odkloniti	anger	0.344
unsettled	nereden	anger	0.344
anxiety	anksioznost	anger	0.344
stingy	Škrt	anger	0.344
deterioration	poslabšanje	anger	0.344
pirate	pirat	anger	0.344
unreliable	nezanesljiv	anger	0.344
interminable	neskončno	anger	0.343
disease	bolezen	anger	0.341
meddle	Meddle	anger	0.341
warp	osnova	anger	0.340
averse	averse	anger	0.338
infamous	zloglasni	anger	0.338
alcoholism	alkoholizem	anger	0.338
row	vrstico	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	bolan	anger	0.333
encumbrance	breme	anger	0.333
scorpion	škorpijon	anger	0.333
illegitimate	nezakonito	anger	0.333
witchcraft	čarovništvo	anger	0.333
interrupt	prekiniti	anger	0.333
paralyzed	paraliziran	anger	0.333
sinner	grešnik	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	nepredstavljivo	anger	0.329
phony	lažni	anger	0.328
spammers	neželene elektronske pošte	anger	0.328
dashed	črtkano	anger	0.328
disqualified	diskvalificiran	anger	0.328
fib	fib	anger	0.328
hiss	Hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	odporen	anger	0.328
victim	žrtev	anger	0.328
scapegoat	grešni kozel	anger	0.328
tighten	zategnite	anger	0.328
opponent	nasprotnik	anger	0.328
crusade	križarska vojna	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	prepovedano	anger	0.328
inappropriate	neprimerno	anger	0.324
haye	haye	anger	0.324
loss	izguba	anger	0.324
eschew	izogibati se	anger	0.324
trickery	trik	anger	0.324
neglected	zanemarjena	anger	0.324
canker	canker	anger	0.323
queues	čakalne vrste	anger	0.318
muff	Muf	anger	0.318
crunch	krč	anger	0.318
duplicity	dvojnost	anger	0.318
criticism	kritike	anger	0.318
shriek	kričati	anger	0.316
depreciate	amortizirati	anger	0.315
poverty	revščina	anger	0.312
chaff	plavuti	anger	0.312
dupe	bedak	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	odpuščanje	anger	0.312
mortality	smrtnost	anger	0.312
deflate	deflate	anger	0.312
carelessness	neprevidnost	anger	0.312
dumps	odlagališča	anger	0.312
revving	revving	anger	0.309
disallowed	prepovedano	anger	0.308
thoughtless	brez pomislekov	anger	0.307
boisterous	veselo	anger	0.307
burial	pokop	anger	0.304
theocratic	teokratski	anger	0.303
wince	wince	anger	0.303
sullen	mrtev	anger	0.303
involution	involution	anger	0.300
senseless	nesmiselno	anger	0.297
stalemate	zastoj	anger	0.297
depreciated	amortizirana	anger	0.297
wasteful	potratno	anger	0.297
hoax	potegavščina	anger	0.297
misuse	zloraba	anger	0.297
getyourown	gremo	anger	0.297
taxed	obdavčeni	anger	0.297
depressed	depresivno	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paraliza	anger	0.295
displaced	razseljeni	anger	0.294
limited	omejeno	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	smešno	anger	0.289
teasing	dražiti	anger	0.288
sharpen	izostriti	anger	0.288
react	reagirati	anger	0.288
presumptuous	Nesmiselno	anger	0.288
spine	hrbtenica	anger	0.288
homeless	brezdomci	anger	0.288
hoot	hoot	anger	0.287
twitchy	trzaj	anger	0.287
barrier	pregrado	anger	0.287
myopia	miopija	anger	0.283
contraband	kontraband	anger	0.281
disconnects	odklopi	anger	0.281
spam	nezaželena pošta	anger	0.281
lagging	zaostajajo	anger	0.281
shiver	Stisni	anger	0.281
agh	agh	anger	0.281
restitution	vrnitev	anger	0.281
flexin	flexin	anger	0.281
incompatible	nezdružljiva	anger	0.281
delinquent	prestopnik	anger	0.281
noncompliance	neupoštevanje	anger	0.279
troll	troll	anger	0.279
buffering	pufriranje	anger	0.279
unfairness	nepravičnost	anger	0.279
foray	plen	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	nezrelost	anger	0.273
bogus	lažno	anger	0.273
uncaring	uncaring	anger	0.273
shock	šok	anger	0.269
feisty	Pohoten	anger	0.269
defendant	tožena stranka	anger	0.266
latent	latenten	anger	0.266
rapping	repping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	medveda	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	neuspešno	anger	0.266
quandary	Spandar	anger	0.266
inconvenient	neprijetno	anger	0.266
feminism	feminizem	anger	0.266
humbug	humbug	anger	0.266
interrupts	prekine	anger	0.265
fluctuation	nihanje	anger	0.265
exaggerate	Pretiravajte	anger	0.263
lose	izgubi	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	peč	anger	0.258
stone	kamen	anger	0.258
shoplifting	trgovina	anger	0.258
soldier	vojak	anger	0.258
incompetent	nesposoben	anger	0.257
indoctrination	indoktrinacija	anger	0.255
skid	drsanje	anger	0.250
notoriety	ozloglašenost	anger	0.250
falsehood	laž	anger	0.250
untrue	neresnično	anger	0.250
mastery	mojstrstvo	anger	0.250
tripping	tripping	anger	0.250
nonsense	nesmisel	anger	0.250
unfollow	odkriti	anger	0.250
noisy	hrupno	anger	0.250
pouting	pouting	anger	0.250
cane	trs	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	zapleti	anger	0.250
socialist	socialistično	anger	0.250
lawyer	odvetnik	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kapslo	anger	0.242
fenced	ograjen	anger	0.242
obstacle	ovira	anger	0.242
halter	halter	anger	0.242
witch	čarovnica	anger	0.242
vampire	vampir	anger	0.242
detract	odvrača	anger	0.242
ringer	zvonec	anger	0.242
frowning	mrzel	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	lakota	anger	0.235
recession	recesija	anger	0.234
lava	lava	anger	0.234
shell	lupina	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	neuspeh	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politiko	anger	0.234
undesirable	nezaželeno	anger	0.231
darkness	temno	anger	0.227
versus	proti	anger	0.227
resign	odstopiti	anger	0.227
copycat	posnemati	anger	0.227
soaked	prepojen	anger	0.226
unfulfilled	neizpolnjeno	anger	0.225
abandoned	opuščeni	anger	0.222
bankruptcy	stečaj	anger	0.221
owing	zaradi	anger	0.221
unattainable	nedosegljiv	anger	0.221
unhelpful	brez pomoči	anger	0.219
twitching	trzanje	anger	0.219
confusion	zmedenost	anger	0.219
mosquito	komar	anger	0.219
warden	upravitelj	anger	0.219
misconception	napačno razumevanje	anger	0.219
compress	stisniti	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	orodje	anger	0.219
nosey	nosi	anger	0.213
overpriced	prekomerno	anger	0.212
harry	Harry	anger	0.212
shortage	pomanjkanje	anger	0.212
adder	seštevalnik	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	preizkušen	anger	0.206
possession	posest	anger	0.206
desert	puščava	anger	0.206
pout	pout	anger	0.203
uninvited	nepovabljen	anger	0.203
arraignment	poravnava	anger	0.203
inefficient	neučinkovito	anger	0.203
rook	rook	anger	0.203
unlucky	nesrečni	anger	0.203
unpaid	neplačana	anger	0.203
backbone	hrbtenica	anger	0.203
sentence	stavka	anger	0.203
powerless	nemočen	anger	0.203
court	sodišče	anger	0.199
endless	neskončno	anger	0.198
adverts	oglasov	anger	0.197
delay	zamuda	anger	0.197
misstatement	napačna navedba	anger	0.197
distracted	moti	anger	0.197
misunderstanding	nesporazum	anger	0.195
excite	vznemirjaj	anger	0.191
inadmissible	nedopustno	anger	0.191
lightning	strela	anger	0.189
incase	v primeru	anger	0.188
preclude	preprečujejo	anger	0.188
insecure	negotovo	anger	0.188
mournful	žalostno	anger	0.188
rating	rating	anger	0.182
mistress	ljubica	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	tožnik	anger	0.182
insist	vztrajati	anger	0.182
distracting	moteče	anger	0.182
opium	opij	anger	0.180
willful	namerno	anger	0.176
deserve	zaslužiti	anger	0.176
insists	vztraja	anger	0.175
treat	zdravljenje	anger	0.175
misplace	napačno	anger	0.172
indecisive	neodločen	anger	0.172
gibberish	Glupost	anger	0.172
fleece	flis	anger	0.172
fee	pristojbina	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	osvoboditi	anger	0.172
excitation	vzburjenje	anger	0.172
hormonal	hormonsko	anger	0.172
mighty	mogočna	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	neenakomerno	anger	0.167
insufficiency	insuficience	anger	0.167
hamstring	prikradek	anger	0.167
bargaining	pogajanja	anger	0.167
mule	mula	anger	0.167
insignificant	nepomembno	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	brezbrižnost	anger	0.156
rheumatism	revmatizem	anger	0.156
coop	coop	anger	0.156
forearm	podlaket	anger	0.156
uncertain	negotovo	anger	0.152
bee	čebela	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	vpletenost	anger	0.152
disinformation	dezinformacija	anger	0.152
attorney	odvetnik	anger	0.152
underpaid	premalo plačano	anger	0.152
pretending	pretvarja se	anger	0.152
campaigning	kampanje	anger	0.151
hopelessness	brezupa	anger	0.149
feeling	občutek	anger	0.147
legalized	legalizirano	anger	0.145
caution	previdnost	anger	0.145
subsidy	subvencije	anger	0.141
obliging	obvezujoče	anger	0.141
morals	morale	anger	0.141
sterling	šterling	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	salon	anger	0.136
repay	odplačati	anger	0.136
blemish	pomanjkljivost	anger	0.136
surcharge	doplačilo	anger	0.136
geez	geez	anger	0.136
birch	breza	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkester	anger	0.132
competitive	konkurenčno	anger	0.125
wireless	brezžično	anger	0.125
standstill	mirovanje	anger	0.125
mosque	mošeja	anger	0.122
reversal	preobrat	anger	0.121
inattention	neupoštevanje	anger	0.121
lace	čipke	anger	0.118
elbow	komolec	anger	0.117
instinctive	instinktivno	anger	0.112
chant	Pesem	anger	0.111
lonely	osamljen	anger	0.109
gnome	gnome	anger	0.109
tolerate	prenašati	anger	0.106
management	upravljanje	anger	0.102
advocacy	zagovorništvo	anger	0.100
moral	moralno	anger	0.094
roadworks	cestna dela	anger	0.091
honest	pošten	anger	0.087
forgetful	pozabljen	anger	0.076
gent	gent	anger	0.076
liquor	liker	anger	0.075
money	denar	anger	0.074
hood	pokrov	anger	0.071
curriculum	kurikulum	anger	0.063
words	besede	anger	0.062
smell	vonj	anger	0.061
elf	elf	anger	0.061
playful	igriv	anger	0.061
opera	opera	anger	0.061
nurture	negovati	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	svetovalec	anger	0.059
trumpet	trobenta	anger	0.059
birthplace	rojstni kraj	anger	0.051
ribbon	trak	anger	0.047
youth	mladina	anger	0.045
vote	glasovanje	anger	0.045
cash	denar	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vafelj	anger	0.030
buffet	bife	anger	0.029
celebrity	slaven	anger	0.026
autocorrect	samodejno popravljanje	anger	0.015
sisterhood	sestrinstvo	anger	0.015
musical	glasbeni	anger	0.011
tree	drevo	anger	0.000
anticipation	pričakovanje	anticipation	0.859
excited	navdušen	anticipation	0.859
anticipate	pričakujte	anticipation	0.820
excitement	vznemirjenje	anticipation	0.820
eagerness	veselje	anticipation	0.812
exciting	vznemirljivo	anticipation	0.797
expectant	pričakovano	anticipation	0.789
thrilling	vznemirljivo	anticipation	0.781
hope	upanje	anticipation	0.773
quest	iskanje	anticipation	0.766
expectance	pričakovanje	anticipation	0.750
countdown	odštevanje	anticipation	0.750
