word	Uzbek-uz	emotion	emotion-intensity-score
strained	chigallashdi	anger	0.484
blame	aybdor	anger	0.484
upheaval	shafqatsizlik	anger	0.484
renounce	rad etish	anger	0.484
obnoxious	jirkanch	anger	0.484
restrain	ushlab turing	anger	0.484
oust	o'chirish	anger	0.484
litigious	huquqiy	anger	0.484
rivalry	raqobat	anger	0.484
penalty	jazo	anger	0.484
imprisoned	qamoqqa tashlandi	anger	0.484
mocking	masxara qilish	anger	0.484
opposed	qarshi chiqdi	anger	0.484
turbulence	turbulentlik	anger	0.483
pound	funt	anger	0.481
coldness	sovuqlik	anger	0.477
ungrateful	noshukurlikda	anger	0.472
battalion	batalyon	anger	0.471
stoopid	stoopid	anger	0.471
hostage	garovga olish	anger	0.470
infidel	kofir	anger	0.470
ram	Ram	anger	0.470
accuser	ayblovchiga	anger	0.470
gall	o't pufagi	anger	0.470
subversion	Subversion	anger	0.470
annoying	zerikarli	anger	0.470
adversity	qiyinchilik	anger	0.470
dispossessed	yo'qolgan	anger	0.470
friction	ishqalanish	anger	0.470
jealous	rashkchi	anger	0.470
feudalism	feodalizm	anger	0.470
armament	qurol-aslaha	anger	0.470
thump	tuxum	anger	0.469
complain	shikoyat qiling	anger	0.469
incite	Rag'batlantirish	anger	0.469
steal	o'g'irlash	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	itoatsizlik	anger	0.469
injury	jarohati	anger	0.469
simmer	qaynatib oling	anger	0.469
distress	qiyinchilik	anger	0.469
insanity	jinnilik	anger	0.469
selfish	xudbinlik	anger	0.469
huff	huff	anger	0.469
selfishness	xudbinlik	anger	0.469
backoff	orqaga qaytarish	anger	0.469
plunder	talon	anger	0.469
stifled	baqirdi	anger	0.469
subversive	dovdiratuvchi	anger	0.469
exile	surgun qilish	anger	0.469
offense	huquqbuzarlik	anger	0.469
objection	e'tiroz	anger	0.469
recidivism	retsidivizm	anger	0.469
smother	nafas olish	anger	0.469
perpetrator	tajovuzkor	anger	0.469
dislike	yoqtirmaslik	anger	0.469
disruption	uzilish	anger	0.469
intolerance	intolerans	anger	0.469
opposition	muxolifat	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	kupa	anger	0.467
agony	azob	anger	0.465
arrogant	dimog'dor	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	yo'q qilish	anger	0.456
picketing	piket	anger	0.456
haughty	mag'rurlik	anger	0.456
troublesome	xavotirli	anger	0.455
clamor	shovqin	anger	0.455
busted	buzib tashlangan	anger	0.455
constraint	cheklov	anger	0.455
crabby	Qisqichbaqa	anger	0.455
veto	veto	anger	0.455
stubbed	qoqilgan	anger	0.455
mislead	yolg'onchi	anger	0.455
illicit	noqonuniydir	anger	0.455
dying	o'lim	anger	0.455
grated	grated	anger	0.455
idiocy	ahmoqlik	anger	0.455
illegality	qonunsizlik	anger	0.455
flagrant	shafqatsiz	anger	0.455
impermeable	o'tkazmaydigan	anger	0.455
bad	yomon	anger	0.453
despotism	despotizm	anger	0.453
usurped	qasddan	anger	0.453
godless	Xudosiz	anger	0.453
disagreeing	kelishmovchiliklar	anger	0.453
intense	qizg'in	anger	0.453
struggle	kurash	anger	0.453
suppress	bostirish	anger	0.453
disapproving	ma'qullamaydi	anger	0.453
desist	to'xtat	anger	0.453
bayonet	süngü	anger	0.453
displeased	norozi	anger	0.453
hysterical	histerik	anger	0.453
unlawful	noqonuniydir	anger	0.451
wrongly	noto'g'ri	anger	0.448
repellent	jirkanch	anger	0.442
wasted	yo'qotilgan	anger	0.441
foe	dushman	anger	0.441
dishonor	sharmandalik	anger	0.441
wrongful	noto'g'ri	anger	0.441
psychosis	psixoz	anger	0.441
aversion	g'azablanish	anger	0.440
punitive	jazolash	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	biqinlar	anger	0.439
effigy	effigy	anger	0.439
schism	ajralish	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	xafa	anger	0.439
worthless	qiymatsiz	anger	0.438
deny	inkor qilish	anger	0.438
ransom	to'lov	anger	0.438
fugitive	qochqin	anger	0.438
deleterious	zararli	anger	0.438
stupidity	ahmoqlik	anger	0.438
abandonment	tark etish	anger	0.438
mucked	mucked	anger	0.438
separatist	separatchi	anger	0.438
irritation	tirnash xususiyati	anger	0.438
oblivion	oblivion	anger	0.437
segregate	ajratish	anger	0.437
payback	qayta to'lov	anger	0.436
incongruous	noqulay	anger	0.435
eviction	ko'chirish	anger	0.435
collusion	kelishmovchiliklar	anger	0.432
rob	qaroqchi	anger	0.431
infidelity	xiyonat	anger	0.429
ravenous	yirtqich	anger	0.429
overrun	o'chirish	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	jang	anger	0.426
painful	alamli	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ishonmaydigan	anger	0.426
rejection	rad etish	anger	0.426
defense	himoya qilish	anger	0.425
powerful	kuchli	anger	0.424
censor	tsenzura	anger	0.424
indecency	axloqsizlik	anger	0.424
fraudulent	firibgarlik	anger	0.424
gonorrhea	gonoreya	anger	0.424
fallacious	noto'g'ri	anger	0.424
concealment	yashirish	anger	0.424
greed	ochlik	anger	0.424
disobedience	itoatsizlik	anger	0.424
fuss	g'azablangan	anger	0.424
enforce	majburlash	anger	0.424
banger	banger	anger	0.424
commotion	shovqin	anger	0.424
defraud	yolg'on gapirish	anger	0.424
discontent	norozilik	anger	0.424
unsympathetic	noma'lum	anger	0.424
exasperation	sharmandalik	anger	0.424
barb	barb	anger	0.422
banishment	surgun	anger	0.422
sedition	fitnasi	anger	0.422
misrepresented	noto'g'ri berilgan	anger	0.422
snubbed	shikastlangan	anger	0.422
penetration	penetrasyon	anger	0.422
cracked	yorilib ketdi	anger	0.422
annoyance	zerikish	anger	0.422
duel	duel	anger	0.422
penitentiary	jazoni ijro etish muassasasi	anger	0.422
sarcasm	sarqasm	anger	0.422
deportation	deportatsiya	anger	0.422
nettle	qichitqi o'ti	anger	0.422
scar	jarohatlar	anger	0.422
bang	portlash	anger	0.422
cur	O'chirish	anger	0.422
blatant	shafqatsiz	anger	0.420
force	kuch	anger	0.418
perverse	buzuq	anger	0.415
wring	siqish	anger	0.415
bastion	qal'a	anger	0.413
grim	shafqatsiz	anger	0.413
sordid	mudhish	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ovchilik	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	chig'anoq	anger	0.409
awful	dahshatli	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ta'sir ko'rsatmoqda	anger	0.409
contradict	qarama-qarshi	anger	0.409
supremacy	ustunlik	anger	0.409
sneak	yashirincha	anger	0.409
cantwin	cantwin	anger	0.409
reproach	tahqirlash	anger	0.409
compulsion	majburlash	anger	0.409
inept	in'ik	anger	0.409
blockade	blokirovka	anger	0.409
detainee	ushlangan	anger	0.409
forfeit	yo'qotish	anger	0.409
disappoint	umidsizlik	anger	0.409
lying	yolg'on gapirish	anger	0.408
epidemic	epidemik	anger	0.406
tremor	tremor	anger	0.406
rail	temir yo'l	anger	0.406
onerous	og'ir	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	aql bovar qilmas	anger	0.406
forsaken	bekor qilindi	anger	0.406
delusion	yolg'on	anger	0.406
wrongdoing	noto'g'ri ma'lumotlar	anger	0.406
badger	badger	anger	0.406
antipathy	antipatiya	anger	0.406
inequality	tengsizlik	anger	0.406
nuisance	noqulaylik	anger	0.406
scrapie	shikastlanish	anger	0.406
wop	wop	anger	0.406
arguments	dalillar	anger	0.404
affront	tahqirlash	anger	0.403
traumatic	Shikastlanish	anger	0.402
libel	tuhmat qilish	anger	0.400
sodding	soddalashtirilgan	anger	0.400
annoys	bezovta qiladi	anger	0.400
watchout	ehtiyot bo `lmoq	anger	0.398
soslow	soslow	anger	0.398
frenetic	shafqatsiz	anger	0.397
remiss	soqov	anger	0.397
barge	marmar	anger	0.396
howl	xijolat bo'lsin	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	noma'qul	anger	0.394
extinguish	söndürün	anger	0.394
keyed	tugmachani bosing	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	hurmatsizlik	anger	0.394
illegal	noqonuniy	anger	0.394
rabble	yirtqich	anger	0.394
actionable	ta'sirchan	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	firibgarlik	anger	0.394
sue	sud	anger	0.394
unfriendly	dushmanlik	anger	0.394
confiscate	musodara qilish	anger	0.394
brimstone	oltingugurt	anger	0.392
argh	argh	anger	0.391
pique	pik	anger	0.391
recklessness	shafqatsizlik	anger	0.391
earthquake	zilzila	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	tarqalishi	anger	0.391
rigged	qurollangan	anger	0.391
disagree	rozi emasman	anger	0.389
lawsuit	da'vo	anger	0.386
disused	foydalanilmagan	anger	0.382
immorality	axloqsizlik	anger	0.382
despair	umidsizlik	anger	0.382
difficulty	qiyinchilik	anger	0.379
incurable	davolanmaydi	anger	0.379
touchy	ta'sirchan	anger	0.379
coerce	majburlash	anger	0.379
sizzle	sizzle	anger	0.379
rifle	miltiq	anger	0.379
falsification	yolg'onchilik	anger	0.379
pokes	poker	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	jarohatlangan	anger	0.379
picket	piket	anger	0.378
concussion	siqilish	anger	0.377
pessimism	noumidlik	anger	0.375
pitfall	pitfall	anger	0.375
infantile	chaqaloq	anger	0.375
disillusionment	hafsalasi pir bo'ldi	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militsiya	anger	0.375
remand	ta'qib qilish	anger	0.375
faulty	noto'g'ri	anger	0.375
cannon	to'p	anger	0.375
rawr	rawr	anger	0.375
sly	slyuda	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizm	anger	0.371
distressing	xafagarchilik	anger	0.371
inhibit	inhibe qilish	anger	0.371
vindicate	oqlash	anger	0.371
schizophrenia	shizofreniya	anger	0.369
skewed	shikastlangan	anger	0.368
disreputable	noqulay	anger	0.368
forbidding	taqiqlash	anger	0.368
conquest	zabt etish	anger	0.367
bark	qobig'i	anger	0.365
leukemia	lösemi	anger	0.365
barks	qobig'i	anger	0.364
burke	burke	anger	0.364
challenge	muammo	anger	0.364
disapprove	ma'qullamaydi	anger	0.364
unhappy	baxtsiz	anger	0.364
retarded	kechiktirdi	anger	0.364
warrior	jangchi	anger	0.364
belt	kamar	anger	0.364
controversial	tortishuvlarga	anger	0.359
opinionated	fikrlashadi	anger	0.359
paucity	kamligi	anger	0.359
broken	singan	anger	0.359
litigate	sudlash	anger	0.359
polemic	polemika	anger	0.359
aftermath	keyin	anger	0.359
disliked	yoqtirmaslik	anger	0.359
loudness	ovoz balandligi	anger	0.359
restriction	cheklov	anger	0.359
cad	SAPR	anger	0.359
sectarian	mazhablar	anger	0.359
incompetence	qobiliyatsizlik	anger	0.359
interrupting	to'xtatish	anger	0.358
fussy	notinch	anger	0.357
wench	wench	anger	0.353
misbehavior	noto'g'ri harakat	anger	0.351
gruff	yovuzlik	anger	0.351
remove	olib tashlang	anger	0.351
brat	brat	anger	0.351
scarcity	kamchilik	anger	0.350
losing	yo'qotish	anger	0.349
pest	zararkunanda	anger	0.348
defect	xato	anger	0.348
hardened	qattiqlashdi	anger	0.348
deserted	ketgan	anger	0.348
lie	yolg'on	anger	0.348
retract	qaytarib olish	anger	0.348
untrustworthy	ishonchsiz	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	hafsalasi pir bo'ldi	anger	0.348
disagreement	kelishmovchilik	anger	0.348
stigma	siqilish	anger	0.348
ulcer	oshqozon yarasi	anger	0.348
bias	noto'g'ri	anger	0.345
negation	inkor qilish	anger	0.344
antisocial	antisocial	anger	0.344
evade	qochish	anger	0.344
shoddy	shoddy	anger	0.344
bothering	bezovta qilmoqda	anger	0.344
impotence	iktidarsizlik	anger	0.344
shaky	shang'illadi	anger	0.344
misleading	yolg'onchi	anger	0.344
stripped	yo'qolgan	anger	0.344
disclaim	rad etish	anger	0.344
unsettled	ahvolga tushgan	anger	0.344
anxiety	tashvish	anger	0.344
stingy	jirkanch	anger	0.344
deterioration	buzilish	anger	0.344
pirate	holida ko'rsa	anger	0.344
unreliable	ishonchsiz	anger	0.344
interminable	mumkin emas	anger	0.343
disease	kasallik	anger	0.341
meddle	aralashish	anger	0.341
warp	çözgü	anger	0.340
averse	qarshi	anger	0.338
infamous	sharmandali	anger	0.338
alcoholism	alkogolizm	anger	0.338
row	satr	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	kasal	anger	0.333
encumbrance	og'irlik	anger	0.333
scorpion	chayon	anger	0.333
illegitimate	noqonuniy	anger	0.333
witchcraft	sehrgarlik	anger	0.333
interrupt	to'xtatish	anger	0.333
paralyzed	falajlangan	anger	0.333
sinner	gunohkor	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	o'ylamasdan	anger	0.329
phony	yolg'on	anger	0.328
spammers	spammerlar	anger	0.328
dashed	chigallashdi	anger	0.328
disqualified	diskvalifikatsiya qilindi	anger	0.328
fib	fib	anger	0.328
hiss	his qilish	anger	0.328
brrr	brrr	anger	0.328
resisting	qarshilik ko'rsatish	anger	0.328
victim	qurbon	anger	0.328
scapegoat	qamoqxona	anger	0.328
tighten	torting	anger	0.328
opponent	raqib	anger	0.328
crusade	salib yurish	anger	0.328
dislocated	chiqarilgan	anger	0.328
grumpy	xira	anger	0.328
prohibited	taqiqlangan	anger	0.328
inappropriate	noto'g'ri	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	zarar	anger	0.324
eschew	eschew	anger	0.324
trickery	makkorlik	anger	0.324
neglected	e'tiborsiz qolgan	anger	0.324
canker	jangchi	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muftalar	anger	0.318
crunch	chigirtka	anger	0.318
duplicity	takroriylik	anger	0.318
criticism	tanqid	anger	0.318
shriek	qichqiriq	anger	0.316
depreciate	amortizatsiya qilish	anger	0.315
poverty	qashshoqlik	anger	0.312
chaff	somon	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	ishdan bo'shatish	anger	0.312
mortality	o'lim	anger	0.312
deflate	deflate qilish	anger	0.312
carelessness	ehtiyotsizlik	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	ruxsat berilmagan	anger	0.308
thoughtless	o'ylamasdan	anger	0.307
boisterous	g'azablangan	anger	0.307
burial	ko'milgan	anger	0.304
theocratic	teokratik	anger	0.303
wince	wince	anger	0.303
sullen	xiralashgan	anger	0.303
involution	involution	anger	0.300
senseless	mantiqsiz	anger	0.297
stalemate	tiqilib qoladi	anger	0.297
depreciated	amortizatsiya qilingan	anger	0.297
wasteful	isrofgarchilik	anger	0.297
hoax	yolg'on	anger	0.297
misuse	noto'g'ri foydalanish	anger	0.297
getyourown	getyourown	anger	0.297
taxed	soliqqa tortilgan	anger	0.297
depressed	tushkunlikka tushgan	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	falaj	anger	0.295
displaced	joyidan ko'chirilgan	anger	0.294
limited	cheklangan	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	kulgili	anger	0.289
teasing	zerikish	anger	0.288
sharpen	aniqlang	anger	0.288
react	javob berish	anger	0.288
presumptuous	mantiqan	anger	0.288
spine	orqa miya	anger	0.288
homeless	uysiz	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	to'siq	anger	0.287
myopia	miyopi	anger	0.283
contraband	kontrabanda	anger	0.281
disconnects	ajratadi	anger	0.281
spam	spam	anger	0.281
lagging	kechikish	anger	0.281
shiver	shivirlash	anger	0.281
agh	ach	anger	0.281
restitution	qayta tiklash	anger	0.281
flexin	moslashuvchan	anger	0.281
incompatible	mos kelmaydigan	anger	0.281
delinquent	sukut	anger	0.281
noncompliance	mos kelmaslik	anger	0.279
troll	troll	anger	0.279
buffering	buferlash	anger	0.279
unfairness	adolatsizlik	anger	0.279
foray	oldindan aytib berish	anger	0.279
nether	o'shanda	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturiy emas	anger	0.273
bogus	soxta	anger	0.273
uncaring	uncaring	anger	0.273
shock	zarba	anger	0.269
feisty	feisty	anger	0.269
defendant	ayblanuvchi	anger	0.266
latent	yashirin	anger	0.266
rapping	raqs qilish	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ayiq	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	ishlamasa	anger	0.266
quandary	muammolar	anger	0.266
inconvenient	noqulay	anger	0.266
feminism	feminizm	anger	0.266
humbug	Humbug	anger	0.266
interrupts	uzilishlar	anger	0.265
fluctuation	dalgalanma	anger	0.265
exaggerate	abartma	anger	0.263
lose	yo'qotish	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	o'choq	anger	0.258
stone	tosh	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	askar	anger	0.258
incompetent	qobiliyatsiz	anger	0.257
indoctrination	uyg'unlik	anger	0.255
skid	skid	anger	0.250
notoriety	mashhurlik	anger	0.250
falsehood	yolg'on	anger	0.250
untrue	yolg'on	anger	0.250
mastery	mahorat	anger	0.250
tripping	ochish	anger	0.250
nonsense	bema'nilik	anger	0.250
unfollow	tugatish	anger	0.250
noisy	shovqinli	anger	0.250
pouting	pouting	anger	0.250
cane	qamish	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	murakkablashtiradi	anger	0.250
socialist	sotsialistik	anger	0.250
lawyer	yurist	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	o'rab olingan	anger	0.242
obstacle	to'siq	anger	0.242
halter	halter	anger	0.242
witch	jodugar	anger	0.242
vampire	vampire	anger	0.242
detract	kamsitish	anger	0.242
ringer	qo'ng'iroq qilish	anger	0.242
frowning	qichirishi	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	ochlik	anger	0.235
recession	turg'unlik	anger	0.234
lava	lava	anger	0.234
shell	qobiq	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariflari	anger	0.234
failing	muvaffaqiyatsiz	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	raskal	anger	0.234
politics	siyosat	anger	0.234
undesirable	istalmagan	anger	0.231
darkness	zulmat	anger	0.227
versus	ga qarshi	anger	0.227
resign	iste'foga chiqadi	anger	0.227
copycat	copycat	anger	0.227
soaked	namlangan	anger	0.226
unfulfilled	amalga oshmadi	anger	0.225
abandoned	tark etildi	anger	0.222
bankruptcy	bankrotlik	anger	0.221
owing	qarzdorlik	anger	0.221
unattainable	mumkin emas	anger	0.221
unhelpful	foydasiz	anger	0.219
twitching	siqilish	anger	0.219
confusion	tartibsizlik	anger	0.219
mosquito	chivin	anger	0.219
warden	boshqaruvchi	anger	0.219
misconception	noto'g'ri tushunish	anger	0.219
compress	siq	anger	0.219
whiny	xiralashgan	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	vositasi	anger	0.219
nosey	qiziquvchan	anger	0.213
overpriced	overpriced	anger	0.212
harry	Garri	anger	0.212
shortage	kamchilik	anger	0.212
adder	terib	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	haddan oshib ketgan	anger	0.206
possession	egalik qilish	anger	0.206
desert	cho'l	anger	0.206
pout	pout	anger	0.203
uninvited	chaqirilmagan	anger	0.203
arraignment	ariza berish	anger	0.203
inefficient	samarasiz	anger	0.203
rook	rok	anger	0.203
unlucky	omadsiz	anger	0.203
unpaid	bepul	anger	0.203
backbone	orqa miya	anger	0.203
sentence	hukm	anger	0.203
powerless	kuchsiz	anger	0.203
court	sud	anger	0.199
endless	cheksizdir	anger	0.198
adverts	reklamalar	anger	0.197
delay	kechikish	anger	0.197
misstatement	noto'g'ri ma'lumotlar	anger	0.197
distracted	chalg'itadi	anger	0.197
misunderstanding	noto'g'ri tushunish	anger	0.195
excite	qiziqish uyg'otadi	anger	0.191
inadmissible	yolg'on	anger	0.191
lightning	chaqmoq	anger	0.189
incase	bu holatda	anger	0.188
preclude	oldini olish	anger	0.188
insecure	xatarli	anger	0.188
mournful	mamnunman	anger	0.188
rating	reyting	anger	0.182
mistress	muhabir	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	da'vogar	anger	0.182
insist	turib oldi	anger	0.182
distracting	chalg'itadi	anger	0.182
opium	afyun	anger	0.180
willful	qasddan	anger	0.176
deserve	haq	anger	0.176
insists	turib oldi	anger	0.175
treat	davolash	anger	0.175
misplace	noto'g'ri joy	anger	0.172
indecisive	noaniq	anger	0.172
gibberish	chiroylik	anger	0.172
fleece	shiling	anger	0.172
fee	haq	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	ozod qilish	anger	0.172
excitation	qo'zg'alish	anger	0.172
hormonal	gormonal	anger	0.172
mighty	qudratli	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	teng bo'lmagan	anger	0.167
insufficiency	etishmovchilik	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	savdolashish	anger	0.167
mule	xachir	anger	0.167
insignificant	ahamiyatsiz	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	befarqlik	anger	0.156
rheumatism	Revmatizm	anger	0.156
coop	hamkorlik	anger	0.156
forearm	bilaguzuk	anger	0.156
uncertain	noaniq	anger	0.152
bee	asalarilar	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ishtiroki	anger	0.152
disinformation	dezinformatsiya	anger	0.152
attorney	advokat	anger	0.152
underpaid	to'lanmagan	anger	0.152
pretending	taqlid qilish	anger	0.152
campaigning	tashviqot	anger	0.151
hopelessness	umidsizlik	anger	0.149
feeling	his qilish	anger	0.147
legalized	qonuniylashtirildi	anger	0.145
caution	ehtiyot bo'ling	anger	0.145
subsidy	subsidiya	anger	0.141
obliging	majburiyat	anger	0.141
morals	axloq	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	salon	anger	0.136
repay	qaytarib bering	anger	0.136
blemish	bema'ni	anger	0.136
surcharge	qo'shimcha haq	anger	0.136
geez	geez	anger	0.136
birch	qayin	anger	0.135
noob	chalasavod	anger	0.133
honk	honq	anger	0.133
orchestra	orkestr	anger	0.132
competitive	raqobatbardosh	anger	0.125
wireless	simsiz	anger	0.125
standstill	to'xtovsiz	anger	0.125
mosque	masjid	anger	0.122
