word	Malay-ms	emotion	emotion-intensity-score
selfishness	mementingkan diri sendiri	anger	0.469
backoff	berundur	anger	0.469
plunder	rampasan	anger	0.469
stifled	disekat	anger	0.469
subversive	subversif	anger	0.469
exile	pengasingan	anger	0.469
offense	kesalahan	anger	0.469
objection	bantahan	anger	0.469
recidivism	residivisme	anger	0.469
smother	menahan diri	anger	0.469
perpetrator	pelaku	anger	0.469
dislike	tidak suka	anger	0.469
disruption	gangguan	anger	0.469
intolerance	sikap tidak bertoleransi	anger	0.469
opposition	pembangkang	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	cawan	anger	0.467
agony	kesakitan	anger	0.465
arrogant	sombong	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	bolong	anger	0.456
elimination	penghapusan	anger	0.456
picketing	piket	anger	0.456
haughty	angkuh	anger	0.456
troublesome	menyusahkan	anger	0.455
clamor	berteriak-teriak	anger	0.455
busted	dirampas	anger	0.455
constraint	kekangan	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	digegarkan	anger	0.455
mislead	mengelirukan	anger	0.455
illicit	haram	anger	0.455
dying	mati	anger	0.455
grated	parut	anger	0.455
idiocy	idiocy	anger	0.455
illegality	tidak sah	anger	0.455
flagrant	tegas	anger	0.455
impermeable	tidak dapat ditembusi	anger	0.455
bad	buruk	anger	0.453
despotism	despotisme	anger	0.453
usurped	merampas	anger	0.453
godless	tidak berdosa	anger	0.453
disagreeing	tidak bersetuju	anger	0.453
intense	tegang	anger	0.453
struggle	perjuangan	anger	0.453
suppress	menindas	anger	0.453
disapproving	tidak setuju	anger	0.453
desist	berhenti	anger	0.453
bayonet	bayonet	anger	0.453
displeased	tidak senang	anger	0.453
hysterical	histeris	anger	0.453
unlawful	menyalahi undang-undang	anger	0.451
wrongly	salah	anger	0.448
repellent	penolak	anger	0.442
wasted	dibazirkan	anger	0.441
foe	musuh	anger	0.441
dishonor	kehinaan	anger	0.441
wrongful	salah	anger	0.441
psychosis	psikosis	anger	0.441
aversion	kebencian	anger	0.440
punitive	punitif	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	buku jari	anger	0.439
effigy	effigy	anger	0.439
schism	perpecahan	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	kecewa	anger	0.439
worthless	tidak bernilai	anger	0.438
deny	menafikan	anger	0.438
ransom	tebusan	anger	0.438
fugitive	buruan	anger	0.438
deleterious	merosakkan	anger	0.438
stupidity	kebodohan	anger	0.438
abandonment	ditinggalkan	anger	0.438
mucked	mucked	anger	0.438
separatist	pemisah	anger	0.438
irritation	kerengsaan	anger	0.438
oblivion	kelalaian	anger	0.437
segregate	memisahkan	anger	0.437
payback	bayaran balik	anger	0.436
incongruous	tidak sepadan	anger	0.435
eviction	pengusiran	anger	0.435
collusion	kolusi	anger	0.432
rob	merompak	anger	0.431
infidelity	kafir	anger	0.429
ravenous	marah	anger	0.429
overrun	ditakluki	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	perantaraan	anger	0.426
martial	bela diri	anger	0.426
painful	menyakitkan	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	tidak teragak-agak	anger	0.426
rejection	penolakan	anger	0.426
defense	pertahanan	anger	0.425
powerful	berkuasa	anger	0.424
censor	menapis	anger	0.424
indecency	tidak senonoh	anger	0.424
fraudulent	penipuan	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	malang	anger	0.424
concealment	penyembunyian	anger	0.424
greed	ketamakan	anger	0.424
disobedience	ketidakpatuhan	anger	0.424
fuss	kekecohan	anger	0.424
enforce	menguatkuasakan	anger	0.424
banger	banger	anger	0.424
commotion	kekecohan	anger	0.424
defraud	menipu	anger	0.424
discontent	ketidakpuasan	anger	0.424
unsympathetic	tidak simpatik	anger	0.424
exasperation	kegelisahan	anger	0.424
barb	barb	anger	0.422
banishment	buang negeri	anger	0.422
sedition	hasutan	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penembusan	anger	0.422
cracked	retak	anger	0.422
annoyance	kegusaran	anger	0.422
duel	duel	anger	0.422
penitentiary	penjara	anger	0.422
sarcasm	sindiran	anger	0.422
deportation	pengusiran	anger	0.422
nettle	Jelatang	anger	0.422
scar	parut	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	terang-terangan	anger	0.420
force	memaksa	anger	0.418
perverse	jahat	anger	0.415
wring	wring	anger	0.415
bastion	benteng	anger	0.413
grim	suram	anger	0.413
sordid	kotor	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	suram	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	memburu	anger	0.411
indenture	indenture	anger	0.410
sham	syam	anger	0.409
squelch	mengeluh	anger	0.409
awful	mengerikan	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	berimplikasi	anger	0.409
contradict	bercanggah	anger	0.409
supremacy	ketuanan	anger	0.409
sneak	menyelinap	anger	0.409
cantwin	cantwin	anger	0.409
reproach	penolakan	anger	0.409
compulsion	paksaan	anger	0.409
inept	tidak diterima	anger	0.409
blockade	sekatan	anger	0.409
detainee	tahanan	anger	0.409
forfeit	merosakkan	anger	0.409
disappoint	mengecewakan	anger	0.409
lying	berbohong	anger	0.408
epidemic	wabak	anger	0.406
tremor	gegaran	anger	0.406
rail	kereta api	anger	0.406
onerous	membebankan	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	tidak dapat difikirkan	anger	0.406
forsaken	ditinggalkan	anger	0.406
delusion	khayalan	anger	0.406
wrongdoing	kesalahan	anger	0.406
badger	badger	anger	0.406
antipathy	antipati	anger	0.406
inequality	ketidaksamaan	anger	0.406
nuisance	gangguan	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	hujah-hujah	anger	0.404
affront	penghinaan	anger	0.403
traumatic	traumatik	anger	0.402
libel	fitnah	anger	0.400
sodding	sodding	anger	0.400
annoys	kesakitan	anger	0.400
watchout	berhati-hati	anger	0.398
soslow	sangat perlahan	anger	0.398
frenetic	gila	anger	0.397
remiss	kecewa	anger	0.397
barge	tongkang	anger	0.396
howl	tolol	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	tinju	anger	0.394
untoward	tidak diingini	anger	0.394
extinguish	memadamkan	anger	0.394
keyed	kata kunci	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	tidak menghormati	anger	0.394
illegal	haram	anger	0.394
rabble	rabble	anger	0.394
actionable	boleh dilakukan	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	penipuan	anger	0.394
sue	mendakwa	anger	0.394
unfriendly	tidak mesra	anger	0.394
confiscate	merampas	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	kecuaian	anger	0.391
earthquake	gempa bumi	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	pembubaran	anger	0.391
rigged	rigged	anger	0.391
disagree	tidak bersetuju	anger	0.389
lawsuit	tuntutan mahkamah	anger	0.386
disused	tidak digunakan	anger	0.382
immorality	tidak bermoral	anger	0.382
despair	putus asa	anger	0.382
difficulty	kesukaran	anger	0.379
incurable	tidak dapat diubati	anger	0.379
touchy	sentuhan	anger	0.379
coerce	memaksa	anger	0.379
sizzle	sizzle	anger	0.379
rifle	senapang	anger	0.379
falsification	pemalsuan	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sakit	anger	0.379
picket	piket	anger	0.378
concussion	gegaran	anger	0.377
pessimism	pesimisme	anger	0.375
pitfall	pitfall	anger	0.375
infantile	kanak-kanak	anger	0.375
disillusionment	kekecewaan	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	reman	anger	0.375
faulty	rosak	anger	0.375
cannon	meriam	anger	0.375
rawr	rawr	anger	0.375
sly	licik	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	menyedihkan	anger	0.371
inhibit	menghalang	anger	0.371
vindicate	bersumpah	anger	0.371
schizophrenia	skizofrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disegani	anger	0.368
forbidding	melarang	anger	0.368
conquest	penaklukan	anger	0.367
bark	kulit	anger	0.365
leukemia	leukemia	anger	0.365
barks	bark	anger	0.364
burke	burke	anger	0.364
challenge	cabaran	anger	0.364
disapprove	tidak setuju	anger	0.364
unhappy	tidak berpuas hati	anger	0.364
retarded	terbelakang	anger	0.364
warrior	pahlawan	anger	0.364
belt	tali pinggang	anger	0.364
controversial	kontroversi	anger	0.359
opinionated	berfikir	anger	0.359
paucity	kekurangan	anger	0.359
broken	pecah	anger	0.359
litigate	litigasi	anger	0.359
polemic	polemik	anger	0.359
aftermath	selepas itu	anger	0.359
disliked	tidak suka	anger	0.359
loudness	keseronokan	anger	0.359
restriction	sekatan	anger	0.359
cad	cad	anger	0.359
sectarian	sektarian	anger	0.359
incompetence	ketidakcekapan	anger	0.359
interrupting	mengganggu	anger	0.358
fussy	rewel	anger	0.357
wench	wench	anger	0.353
misbehavior	salah laku	anger	0.351
gruff	geram	anger	0.351
remove	keluarkan	anger	0.351
brat	brat	anger	0.351
scarcity	kekurangan	anger	0.350
losing	kehilangan	anger	0.349
pest	perosak	anger	0.348
defect	kecacatan	anger	0.348
hardened	mengeras	anger	0.348
deserted	ditinggalkan	anger	0.348
lie	berbohong	anger	0.348
retract	menarik balik	anger	0.348
untrustworthy	tidak boleh dipercayai	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kecewa	anger	0.348
disagreement	ketidaksepakatan	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulser	anger	0.348
bias	bias	anger	0.345
negation	Penafian	anger	0.344
antisocial	antisocial	anger	0.344
evade	mengelakkan	anger	0.344
shoddy	kurang bermutu	anger	0.344
bothering	mengganggu	anger	0.344
impotence	mati pucuk	anger	0.344
shaky	goyah	anger	0.344
misleading	mengelirukan	anger	0.344
stripped	dilucutkan	anger	0.344
disclaim	penafian	anger	0.344
unsettled	tidak selesai	anger	0.344
anxiety	kebimbangan	anger	0.344
stingy	pelit	anger	0.344
deterioration	kemerosotan	anger	0.344
pirate	lanun	anger	0.344
unreliable	tidak boleh dipercayai	anger	0.344
interminable	tak boleh tamat	anger	0.343
disease	penyakit	anger	0.341
meddle	campur tangan	anger	0.341
warp	meledingkan	anger	0.340
averse	tidak suka	anger	0.338
infamous	terkenal	anger	0.338
alcoholism	alkohol	anger	0.338
row	baris	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	sakit	anger	0.333
encumbrance	bebanan	anger	0.333
scorpion	kalajengking	anger	0.333
illegitimate	tidak sah	anger	0.333
witchcraft	sihir	anger	0.333
interrupt	mengganggu	anger	0.333
paralyzed	lumpuh	anger	0.333
sinner	orang berdosa	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	tidak dipertimbangkan	anger	0.329
phony	palsu	anger	0.328
spammers	spammer	anger	0.328
dashed	putus asa	anger	0.328
disqualified	hilang kelayakan	anger	0.328
fib	fib	anger	0.328
hiss	desis	anger	0.328
brrr	brrr	anger	0.328
resisting	menentang	anger	0.328
victim	mangsa	anger	0.328
scapegoat	kambing hitam	anger	0.328
tighten	ketatkan	anger	0.328
opponent	lawan	anger	0.328
crusade	perang salib	anger	0.328
dislocated	tersisih	anger	0.328
grumpy	marah	anger	0.328
prohibited	dilarang	anger	0.328
inappropriate	tidak sesuai	anger	0.324
haye	haye	anger	0.324
loss	kehilangan	anger	0.324
eschew	tolak diri	anger	0.324
trickery	penipuan	anger	0.324
neglected	diabaikan	anger	0.324
canker	canker	anger	0.323
queues	beratur	anger	0.318
muff	muff	anger	0.318
crunch	kesakitan	anger	0.318
duplicity	penipuan	anger	0.318
criticism	kritikan	anger	0.318
shriek	berteriak	anger	0.316
depreciate	menyusut	anger	0.315
poverty	kemiskinan	anger	0.312
chaff	sekam	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	pemecatan	anger	0.312
mortality	kematian	anger	0.312
deflate	mengempiskan	anger	0.312
carelessness	kecuaian	anger	0.312
dumps	tempat sampah	anger	0.312
revving	revolusi	anger	0.309
disallowed	tidak dibenarkan	anger	0.308
thoughtless	tidak berfikir	anger	0.307
boisterous	gelisah	anger	0.307
burial	pengebumian	anger	0.304
theocratic	teokratik	anger	0.303
wince	wince	anger	0.303
sullen	cemberut	anger	0.303
involution	involusi	anger	0.300
senseless	tidak masuk akal	anger	0.297
stalemate	kebuntuan	anger	0.297
depreciated	disusut nilai	anger	0.297
wasteful	membazir	anger	0.297
hoax	penipuan	anger	0.297
misuse	salah guna	anger	0.297
getyourown	getyourown	anger	0.297
taxed	dikenakan cukai	anger	0.297
depressed	tertekan	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	lumpuh	anger	0.295
displaced	pelarian	anger	0.294
limited	terhad	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	tidak masuk akal	anger	0.289
teasing	menggoda	anger	0.288
sharpen	mengasah	anger	0.288
react	bertindak	anger	0.288
presumptuous	gagah	anger	0.288
spine	tulang belakang	anger	0.288
homeless	tiada tempat tinggal	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	halangan	anger	0.287
myopia	myopia	anger	0.283
contraband	seludup	anger	0.281
disconnects	putuskan sambungan	anger	0.281
spam	spam	anger	0.281
lagging	ketinggalan	anger	0.281
shiver	menggigil	anger	0.281
agh	agh	anger	0.281
restitution	pengembalian	anger	0.281
flexin	flexin	anger	0.281
incompatible	tidak serasi	anger	0.281
delinquent	bertentangan	anger	0.281
noncompliance	ketidakpatuhan	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ketidakadilan	anger	0.279
foray	perampasan	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	kekurangan	anger	0.273
bogus	palsu	anger	0.273
uncaring	tidak peduli	anger	0.273
shock	terkejut	anger	0.269
feisty	feisty	anger	0.269
defendant	defendan	anger	0.266
latent	laten	anger	0.266
rapping	memetik	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	beruang	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	tidak berfungsi	anger	0.266
quandary	kekecewaan	anger	0.266
inconvenient	tidak selesa	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	mengganggu	anger	0.265
fluctuation	turun naik	anger	0.265
exaggerate	membesar-besarkan	anger	0.263
lose	kehilangan	anger	0.261
patter	patter	anger	0.258
tease	menggoda	anger	0.258
furnace	relau	anger	0.258
stone	batu	anger	0.258
shoplifting	mencuri	anger	0.258
soldier	askar	anger	0.258
incompetent	tidak cekap	anger	0.257
indoctrination	indoktrinasi	anger	0.255
skid	tergelincir	anger	0.250
notoriety	terkenal	anger	0.250
falsehood	kepalsuan	anger	0.250
untrue	tidak benar	anger	0.250
mastery	penguasaan	anger	0.250
tripping	tersadung	anger	0.250
nonsense	tidak masuk akal	anger	0.250
unfollow	unfollow	anger	0.250
noisy	berisik	anger	0.250
pouting	pouting	anger	0.250
cane	tebu	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	merumitkan	anger	0.250
socialist	sosialis	anger	0.250
lawyer	peguam	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	berpagar	anger	0.242
obstacle	halangan	anger	0.242
halter	halter	anger	0.242
witch	penyihir	anger	0.242
vampire	Pontianak	anger	0.242
detract	mengurangkan	anger	0.242
ringer	deringan	anger	0.242
frowning	kesakitan	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	lapar	anger	0.235
recession	kemelesetan	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarif	anger	0.234
failing	gagal	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politik	anger	0.234
undesirable	tidak diingini	anger	0.231
darkness	kegelapan	anger	0.227
versus	lawan	anger	0.227
resign	mengundurkan diri	anger	0.227
copycat	peniru	anger	0.227
soaked	direndam	anger	0.226
unfulfilled	tidak dipenuhi	anger	0.225
abandoned	ditinggalkan	anger	0.222
bankruptcy	muflis	anger	0.221
owing	berhutang	anger	0.221
unattainable	tidak dapat dicapai	anger	0.221
unhelpful	tidak membantu	anger	0.219
twitching	berkeringat	anger	0.219
confusion	kekeliruan	anger	0.219
mosquito	nyamuk	anger	0.219
warden	warden	anger	0.219
misconception	salah tanggapan	anger	0.219
compress	memampatkan	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	sombong	anger	0.213
overpriced	terlalu mahal	anger	0.212
harry	harry	anger	0.212
shortage	kekurangan	anger	0.212
adder	penambah	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	pemilikan	anger	0.206
desert	padang pasir	anger	0.206
pout	merengus	anger	0.203
uninvited	tidak diundang	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	tidak cekap	anger	0.203
rook	rook	anger	0.203
unlucky	malang	anger	0.203
unpaid	tidak dibayar	anger	0.203
backbone	tulang belakang	anger	0.203
sentence	ayat	anger	0.203
powerless	tiada kuasa	anger	0.203
court	mahkamah	anger	0.199
endless	tidak berkesudahan	anger	0.198
adverts	iklan	anger	0.197
delay	kelewatan	anger	0.197
misstatement	salah nyata	anger	0.197
distracted	terganggu	anger	0.197
misunderstanding	salah faham	anger	0.195
excite	gembira	anger	0.191
inadmissible	tidak dapat diterima	anger	0.191
lightning	kilat	anger	0.189
incase	memasangkan	anger	0.188
preclude	menghalang	anger	0.188
insecure	tidak selamat	anger	0.188
mournful	sedih	anger	0.188
rating	penarafan	anger	0.182
mistress	perempuan simpanan	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	penuntut	anger	0.182
insist	menegaskan	anger	0.182
distracting	mengganggu	anger	0.182
opium	candu	anger	0.180
willful	sengaja	anger	0.176
deserve	pantas	anger	0.176
insists	menegaskan	anger	0.175
treat	merawat	anger	0.175
misplace	salah letaknya	anger	0.172
indecisive	tidak ragu-ragu	anger	0.172
gibberish	berani	anger	0.172
fleece	bulu	anger	0.172
fee	Bayaran	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	membebaskan	anger	0.172
excitation	pengujaan	anger	0.172
hormonal	hormon	anger	0.172
mighty	besar	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	tidak sama	anger	0.167
insufficiency	kekurangan	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	tawar-menawar	anger	0.167
mule	keldai	anger	0.167
insignificant	tidak penting	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	sikap acuh tak acuh	anger	0.156
rheumatism	rematik	anger	0.156
coop	kandang	anger	0.156
forearm	lengan	anger	0.156
uncertain	tidak pasti	anger	0.152
bee	lebah	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	penglibatan	anger	0.152
disinformation	disinformation	anger	0.152
attorney	peguam	anger	0.152
underpaid	underpaid	anger	0.152
pretending	berpura-pura	anger	0.152
campaigning	berkempen	anger	0.151
hopelessness	keputusasaan	anger	0.149
feeling	perasaan	anger	0.147
legalized	disahkan	anger	0.145
caution	berhati-hati	anger	0.145
subsidy	subsidi	anger	0.141
obliging	mewajibkan	anger	0.141
morals	moral	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	mengecewakan	anger	0.139
misspell	salah faham	anger	0.136
saloon	saloon	anger	0.136
repay	membayar balik	anger	0.136
blemish	cacat	anger	0.136
surcharge	bayaran tambahan	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	membunyikan	anger	0.133
orchestra	orkestra	anger	0.132
competitive	berdaya saing	anger	0.125
wireless	tanpa wayar	anger	0.125
standstill	berdiri tegak	anger	0.125
mosque	masjid	anger	0.122
reversal	pembalikan	anger	0.121
inattention	tidak masuk akal	anger	0.121
lace	renda	anger	0.118
elbow	siku	anger	0.117
instinctive	naluri	anger	0.112
chant	bernyanyi	anger	0.111
lonely	kesepian	anger	0.109
gnome	gnome	anger	0.109
tolerate	bertolak ansur	anger	0.106
management	pengurusan	anger	0.102
advocacy	advokasi	anger	0.100
moral	moral	anger	0.094
roadworks	kerja jalan raya	anger	0.091
honest	jujur	anger	0.087
forgetful	pelupa	anger	0.076
gent	gent	anger	0.076
liquor	minuman keras	anger	0.075
money	wang	anger	0.074
hood	penutup	anger	0.071
curriculum	kurikulum	anger	0.063
words	kata-kata	anger	0.062
smell	bau	anger	0.061
