word	Swahili-sw	emotion	emotion-intensity-score
objection	kupinga	anger	0.469
recidivism	recidivism	anger	0.469
smother	smother	anger	0.469
perpetrator	mhalifu	anger	0.469
dislike	usipende	anger	0.469
disruption	usumbufu	anger	0.469
intolerance	kutokuwepo	anger	0.469
opposition	upinzani	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	uchungu	anger	0.465
arrogant	kiburi	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	panda	anger	0.456
elimination	kuondoa	anger	0.456
picketing	kupiga	anger	0.456
haughty	wenye kiburi	anger	0.456
troublesome	shida	anger	0.455
clamor	kupiga kelele	anger	0.455
busted	busted	anger	0.455
constraint	kikwazo	anger	0.455
crabby	kaa	anger	0.455
veto	veto	anger	0.455
stubbed	kupigwa	anger	0.455
mislead	kupoteza	anger	0.455
illicit	halali	anger	0.455
dying	kufa	anger	0.455
grated	iliyokatwa	anger	0.455
idiocy	idiocy	anger	0.455
illegality	kinyume cha sheria	anger	0.455
flagrant	nzuri	anger	0.455
impermeable	haiwezekani	anger	0.455
bad	mbaya	anger	0.453
despotism	despotism	anger	0.453
usurped	imetumiwa	anger	0.453
godless	wasiomcha Mungu	anger	0.453
disagreeing	hawakubaliani	anger	0.453
intense	makali	anger	0.453
struggle	mapambano	anger	0.453
suppress	kukandamiza	anger	0.453
disapproving	kukataa	anger	0.453
desist	kuacha	anger	0.453
bayonet	bayonet	anger	0.453
displeased	hasira	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	kinyume cha sheria	anger	0.451
wrongly	vibaya	anger	0.448
repellent	hutumiwa	anger	0.442
wasted	kupotea	anger	0.441
foe	adui	anger	0.441
dishonor	aibu	anger	0.441
wrongful	halali	anger	0.441
psychosis	psychosis	anger	0.441
aversion	upungufu	anger	0.440
punitive	adhabu	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	ubaguzi	anger	0.439
ultimatum	mwisho	anger	0.439
upset	kasirika	anger	0.439
worthless	hauna maana	anger	0.438
deny	kukana	anger	0.438
ransom	fidia	anger	0.438
fugitive	mkimbizi	anger	0.438
deleterious	kupoteza	anger	0.438
stupidity	upumbavu	anger	0.438
abandonment	kuacha	anger	0.438
mucked	imefungwa	anger	0.438
separatist	separatist	anger	0.438
irritation	hasira	anger	0.438
oblivion	shida	anger	0.437
segregate	sega	anger	0.437
payback	kulipa	anger	0.436
incongruous	sio mno	anger	0.435
eviction	kufukuzwa	anger	0.435
collusion	ushirikiano	anger	0.432
rob	uibike	anger	0.431
infidelity	uaminifu	anger	0.429
ravenous	mkali	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	kizuizi	anger	0.426
martial	kijeshi	anger	0.426
painful	chungu	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	hawajali	anger	0.426
rejection	kukataliwa	anger	0.426
defense	ulinzi	anger	0.425
powerful	nguvu	anger	0.424
censor	censor	anger	0.424
indecency	uovu	anger	0.424
fraudulent	ulaghai	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	udanganyifu	anger	0.424
concealment	siri	anger	0.424
greed	tamaa	anger	0.424
disobedience	kutotii	anger	0.424
fuss	fuss	anger	0.424
enforce	kutekeleza	anger	0.424
banger	banger	anger	0.424
commotion	mshtuko	anger	0.424
defraud	kudanganya	anger	0.424
discontent	kukata tamaa	anger	0.424
unsympathetic	wasiwasi	anger	0.424
exasperation	kukata tamaa	anger	0.424
barb	barb	anger	0.422
banishment	kupigwa marufuku	anger	0.422
sedition	uasi	anger	0.422
misrepresented	imesimama	anger	0.422
snubbed	kupigwa	anger	0.422
penetration	kupenya	anger	0.422
cracked	kupasuka	anger	0.422
annoyance	chuki	anger	0.422
duel	dua	anger	0.422
penitentiary	uhamisho	anger	0.422
sarcasm	hofu	anger	0.422
deportation	kuhamishwa	anger	0.422
nettle	chupa	anger	0.422
scar	kovu	anger	0.422
bang	bang	anger	0.422
cur	kiti	anger	0.422
blatant	wazi	anger	0.420
force	nguvu	anger	0.418
perverse	kupotoa	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	mbaya	anger	0.413
sordid	uovu	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	mwilini	anger	0.412
hunting	uwindaji	anger	0.411
indenture	uharibifu	anger	0.410
sham	sham	anger	0.409
squelch	jifungia	anger	0.409
awful	mbaya	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	inashindana	anger	0.409
supremacy	ukuu	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	aibu	anger	0.409
compulsion	kulazimishwa	anger	0.409
inept	inept	anger	0.409
blockade	blockade	anger	0.409
detainee	kizuizini	anger	0.409
forfeit	inapoteza	anger	0.409
disappoint	tamaa	anger	0.409
lying	kusema uongo	anger	0.408
epidemic	janga	anger	0.406
tremor	tetemeko	anger	0.406
rail	reli	anger	0.406
onerous	mbaya	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	haiwezekani	anger	0.406
forsaken	imesalia	anger	0.406
delusion	udanganyifu	anger	0.406
wrongdoing	kufanya makosa	anger	0.406
badger	mbegu	anger	0.406
antipathy	kupinga	anger	0.406
inequality	kutofautiana	anger	0.406
nuisance	shida	anger	0.406
scrapie	scrapie	anger	0.406
wop	wap	anger	0.406
arguments	hoja	anger	0.404
affront	chuki	anger	0.403
traumatic	mshtuko	anger	0.402
libel	kiburi	anger	0.400
sodding	sodding	anger	0.400
annoys	hukasirika	anger	0.400
watchout	watchout	anger	0.398
soslow	polepole sana	anger	0.398
frenetic	frenetic	anger	0.397
remiss	rejea	anger	0.397
barge	barge	anger	0.396
howl	piga kelele	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ndondi	anger	0.394
untoward	usipotee	anger	0.394
extinguish	kuzima	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	kutoheshimu	anger	0.394
illegal	kinyume cha sheria	anger	0.394
rabble	sungura	anger	0.394
actionable	inayoweza kutekelezwa	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	udanganyifu	anger	0.394
sue	sua	anger	0.394
unfriendly	si rafiki	anger	0.394
confiscate	kuchukua	anger	0.394
brimstone	kiberiti	anger	0.392
argh	upande	anger	0.391
pique	piga	anger	0.391
recklessness	kutokuwa na ujinga	anger	0.391
earthquake	tetemeko la ardhi	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	kufutwa	anger	0.391
rigged	amesimama	anger	0.391
disagree	hawakubaliani	anger	0.389
lawsuit	mashtaka	anger	0.386
disused	hakutumiwa	anger	0.382
immorality	uasherati	anger	0.382
despair	tamaa	anger	0.382
difficulty	shida	anger	0.379
incurable	haiwezekani	anger	0.379
touchy	kugusa	anger	0.379
coerce	kulazimisha	anger	0.379
sizzle	sizzle	anger	0.379
rifle	bunduki	anger	0.379
falsification	uongo	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	maumivu	anger	0.379
picket	picket	anger	0.378
concussion	mazungumzo	anger	0.377
pessimism	tamaa	anger	0.375
pitfall	shida	anger	0.375
infantile	watoto wachanga	anger	0.375
disillusionment	upungufu	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	wanamgambo	anger	0.375
remand	remand	anger	0.375
faulty	ni sahihi	anger	0.375
cannon	kanuni	anger	0.375
rawr	ghafi	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	upendeleo	anger	0.371
distressing	huzuni	anger	0.371
inhibit	inzuia	anger	0.371
vindicate	thibitisha	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	haijulikani	anger	0.368
forbidding	kuzuia	anger	0.368
conquest	ushindi	anger	0.367
bark	gome	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	changamoto	anger	0.364
disapprove	hawakubali	anger	0.364
unhappy	furaha	anger	0.364
retarded	imeshindwa	anger	0.364
warrior	shujaa	anger	0.364
belt	ukanda	anger	0.364
controversial	utata	anger	0.359
opinionated	maoni	anger	0.359
paucity	uovu	anger	0.359
broken	kuvunjwa	anger	0.359
litigate	litana	anger	0.359
polemic	polemic	anger	0.359
aftermath	baada ya	anger	0.359
disliked	haipendi	anger	0.359
loudness	sauti kubwa	anger	0.359
restriction	kizuizi	anger	0.359
cad	cad	anger	0.359
sectarian	kikundi	anger	0.359
incompetence	kutoweza	anger	0.359
interrupting	kuingilia	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	tabia mbaya	anger	0.351
gruff	gruff	anger	0.351
remove	ondoa	anger	0.351
brat	brat	anger	0.351
scarcity	uhaba	anger	0.350
losing	kupoteza	anger	0.349
pest	wadudu	anger	0.348
defect	kasoro	anger	0.348
hardened	ngumu	anger	0.348
deserted	kuachwa	anger	0.348
lie	uongo	anger	0.348
retract	rejea	anger	0.348
untrustworthy	wasioaminika	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	tamaa	anger	0.348
disagreement	kutokubaliana	anger	0.348
stigma	unyanyapaa	anger	0.348
ulcer	kidonda	anger	0.348
bias	kupendeza	anger	0.345
negation	upuuzi	anger	0.344
antisocial	antisocial	anger	0.344
evade	Epuka	anger	0.344
shoddy	shoddy	anger	0.344
bothering	kutisha	anger	0.344
impotence	upendeleo	anger	0.344
shaky	shaky	anger	0.344
misleading	kupotosha	anger	0.344
stripped	kupigwa	anger	0.344
disclaim	disclaim	anger	0.344
unsettled	imetuliwa	anger	0.344
anxiety	wasiwasi	anger	0.344
stingy	Mchoyo	anger	0.344
deterioration	Kuzorota	anger	0.344
pirate	pirate	anger	0.344
unreliable	haaminiki	anger	0.344
interminable	haiwezi kuendelea	anger	0.343
disease	ugonjwa	anger	0.341
meddle	piga	anger	0.341
warp	kupiga	anger	0.340
averse	toa	anger	0.338
infamous	mzuri	anger	0.338
alcoholism	ulevi	anger	0.338
row	mstari	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	mgonjwa	anger	0.333
encumbrance	kuzingatia	anger	0.333
scorpion	nguruwe	anger	0.333
illegitimate	halali	anger	0.333
witchcraft	uchawi	anger	0.333
interrupt	piga	anger	0.333
paralyzed	walipooza	anger	0.333
sinner	mwenye dhambi	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	bila kujali	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	alipoteza	anger	0.328
disqualified	halali	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	kupinga	anger	0.328
victim	mwathirika	anger	0.328
scapegoat	upepo	anger	0.328
tighten	kaza	anger	0.328
opponent	mpinzani	anger	0.328
crusade	crusade	anger	0.328
dislocated	waliondolewa	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	imekatazwa	anger	0.328
inappropriate	haifai	anger	0.324
haye	haye	anger	0.324
loss	kupoteza	anger	0.324
eschew	eschew	anger	0.324
trickery	udanganyifu	anger	0.324
neglected	kupuuzwa	anger	0.324
canker	mchezaji	anger	0.323
queues	foleni	anger	0.318
muff	Muff	anger	0.318
crunch	kupungua	anger	0.318
duplicity	duplicity	anger	0.318
criticism	upinzani	anger	0.318
shriek	shriek	anger	0.316
depreciate	kupungua	anger	0.315
poverty	umasikini	anger	0.312
chaff	makapi	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	kufukuzwa	anger	0.312
mortality	vifo	anger	0.312
deflate	deflate	anger	0.312
carelessness	kutojali	anger	0.312
dumps	kuruka	anger	0.312
revving	kurudia	anger	0.309
disallowed	haukubaliwa	anger	0.308
thoughtless	wasio na mawazo	anger	0.307
boisterous	kiburi	anger	0.307
burial	kuzika	anger	0.304
theocratic	kitheokrasi	anger	0.303
wince	wince	anger	0.303
sullen	tamaa	anger	0.303
involution	mapinduzi	anger	0.300
senseless	sio maana	anger	0.297
stalemate	uharibifu	anger	0.297
depreciated	imeshuka	anger	0.297
wasteful	kupoteza	anger	0.297
hoax	utapeli	anger	0.297
misuse	kutumia vibaya	anger	0.297
getyourown	kupata	anger	0.297
taxed	zilizopakiwa	anger	0.297
depressed	wamesimama	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	kupooza	anger	0.295
displaced	walihamishwa	anger	0.294
limited	mdogo	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ujinga	anger	0.289
teasing	kupiga	anger	0.288
sharpen	kuboresha	anger	0.288
react	kuitikia	anger	0.288
presumptuous	kujivunia	anger	0.288
spine	mgongo	anger	0.288
homeless	wasio na makazi	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	kizuizi	anger	0.287
myopia	myopia	anger	0.283
contraband	kinyume	anger	0.281
disconnects	kukataza	anger	0.281
spam	spam	anger	0.281
lagging	kuingia	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	marejesho	anger	0.281
flexin	kubadilika	anger	0.281
incompatible	haikubaliani	anger	0.281
delinquent	wahalifu	anger	0.281
noncompliance	bila ya kufuata	anger	0.279
troll	tanga	anger	0.279
buffering	kuvuta	anger	0.279
unfairness	haki	anger	0.279
foray	toay	anger	0.279
nether	chini	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ukomavu	anger	0.273
bogus	machafu	anger	0.273
uncaring	bila kujali	anger	0.273
shock	mshtuko	anger	0.269
feisty	hasira	anger	0.269
defendant	mshtakiwa	anger	0.266
latent	latent	anger	0.266
rapping	kukwama	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	kubeba	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	unapenda	anger	0.266
inconvenient	haifai	anger	0.266
feminism	kike	anger	0.266
humbug	humbug	anger	0.266
interrupts	huzuia	anger	0.265
fluctuation	kushuka kwa thamani	anger	0.265
exaggerate	kuenea	anger	0.263
lose	kupoteza	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	tanuru	anger	0.258
stone	jiwe	anger	0.258
shoplifting	ugavi	anger	0.258
soldier	askari	anger	0.258
incompetent	wasio na uwezo	anger	0.257
indoctrination	kufundisha	anger	0.255
skid	skid	anger	0.250
notoriety	ufahamu	anger	0.250
falsehood	uwongo	anger	0.250
untrue	sio kweli	anger	0.250
mastery	ustadi	anger	0.250
tripping	kupungua	anger	0.250
nonsense	upuuzi	anger	0.250
unfollow	usifute	anger	0.250
noisy	kelele	anger	0.250
pouting	kupigia	anger	0.250
cane	miwa	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roketi	anger	0.250
complicate	magumu	anger	0.250
socialist	mstaarabu	anger	0.250
lawyer	Mwanasheria	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	herufi kubwa	anger	0.242
fenced	imefungwa	anger	0.242
obstacle	kikwazo	anger	0.242
halter	halter	anger	0.242
witch	mchawi	anger	0.242
vampire	vampire	anger	0.242
detract	kumzuia	anger	0.242
ringer	pete	anger	0.242
frowning	kusisimua	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	njaa	anger	0.235
recession	uchumi	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	kucheza	anger	0.234
tariff	ushuru	anger	0.234
failing	kushindwa	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	shauri	anger	0.234
politics	siasa	anger	0.234
undesirable	haipendi	anger	0.231
darkness	giza	anger	0.227
versus	dhidi	anger	0.227
resign	jiuzulu	anger	0.227
copycat	copycat	anger	0.227
soaked	zimefunikwa	anger	0.226
unfulfilled	kutojazwa	anger	0.225
abandoned	kutelekezwa	anger	0.222
bankruptcy	kufilisika	anger	0.221
owing	kulipa	anger	0.221
unattainable	haipatikani	anger	0.221
unhelpful	hafai	anger	0.219
twitching	kupiga	anger	0.219
confusion	mkanganyiko	anger	0.219
mosquito	mbu	anger	0.219
warden	msimamizi	anger	0.219
misconception	misconception	anger	0.219
compress	compress	anger	0.219
whiny	nyeupe	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	chombo	anger	0.219
nosey	nosy	anger	0.213
overpriced	imeongezeka	anger	0.212
harry	harry	anger	0.212
shortage	uhaba	anger	0.212
adder	nyongeza	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	zimependekezwa	anger	0.206
possession	milki	anger	0.206
desert	jangwa	anger	0.206
pout	pout	anger	0.203
uninvited	haijulikani	anger	0.203
arraignment	kupigana	anger	0.203
inefficient	haifai	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	bila malipo	anger	0.203
backbone	mgongo	anger	0.203
sentence	hukumu	anger	0.203
powerless	hauna nguvu	anger	0.203
court	mahakama	anger	0.199
endless	kutokuwa na mwisho	anger	0.198
adverts	matangazo	anger	0.197
delay	kuchelewa	anger	0.197
misstatement	uharibifu	anger	0.197
distracted	aliwasihi	anger	0.197
misunderstanding	kutoelewa	anger	0.195
excite	kusisimua	anger	0.191
inadmissible	haikubaliki	anger	0.191
lightning	umeme	anger	0.189
incase	iwapo	anger	0.188
preclude	kuzuia	anger	0.188
insecure	salama	anger	0.188
mournful	wanaomboleza	anger	0.188
rating	tathmini	anger	0.182
mistress	bibi	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	mdai	anger	0.182
insist	kusisitiza	anger	0.182
distracting	kuvuruga	anger	0.182
opium	opiamu	anger	0.180
willful	mapenzi	anger	0.176
deserve	unastahili	anger	0.176
insists	anasisitiza	anger	0.175
treat	kutibu	anger	0.175
misplace	misplace	anger	0.172
indecisive	kutokuwa na uhakika	anger	0.172
gibberish	gibberish	anger	0.172
fleece	ngozi	anger	0.172
fee	ada	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	toa	anger	0.172
excitation	msisimko	anger	0.172
hormonal	homoni	anger	0.172
mighty	mwenye nguvu	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	Yelp	anger	0.168
unequal	usawa	anger	0.167
insufficiency	kutosha	anger	0.167
hamstring	nyundo	anger	0.167
bargaining	kujadiliana	anger	0.167
mule	nyumbu	anger	0.167
insignificant	sio maana	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	kutojali	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	kok	anger	0.156
forearm	upangaji	anger	0.156
uncertain	uhakika	anger	0.152
bee	nyuki	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ushiriki	anger	0.152
disinformation	kutofahamu	anger	0.152
attorney	wakili	anger	0.152
underpaid	kulipwa	anger	0.152
pretending	kujifanya	anger	0.152
campaigning	kampeni	anger	0.151
hopelessness	kutokuwa na tamaa	anger	0.149
feeling	hisia	anger	0.147
legalized	imehalalishwa	anger	0.145
caution	tahadhari	anger	0.145
subsidy	ruzuku	anger	0.141
obliging	inavyotakiwa	anger	0.141
morals	maadili	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	kulipa	anger	0.136
blemish	talafu	anger	0.136
surcharge	upasuaji	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orchestra	anger	0.132
competitive	ushindani	anger	0.125
wireless	wireless	anger	0.125
standstill	kusimama	anger	0.125
mosque	msikiti	anger	0.122
reversal	mabadiliko	anger	0.121
inattention	kutokuwa na uhakika	anger	0.121
lace	lace	anger	0.118
elbow	kijiko	anger	0.117
instinctive	instinctive	anger	0.112
chant	mimba	anger	0.111
lonely	peke yake	anger	0.109
gnome	Bunda	anger	0.109
tolerate	kuvumilia	anger	0.106
management	usimamizi	anger	0.102
advocacy	utetezi	anger	0.100
moral	maadili	anger	0.094
roadworks	barabara	anger	0.091
honest	waaminifu	anger	0.087
forgetful	kusahau	anger	0.076
gent	gent	anger	0.076
liquor	pombe	anger	0.075
money	fedha	anger	0.074
hood	hood	anger	0.071
curriculum	mtaala	anger	0.063
words	maneno	anger	0.062
smell	harufu	anger	0.061
elf	elf	anger	0.061
playful	kucheza	anger	0.061
opera	opera	anger	0.061
nurture	kulisha	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	mshauri	anger	0.059
trumpet	tarumbeta	anger	0.059
birthplace	mahali pa kuzaliwa	anger	0.051
ribbon	Ribbon	anger	0.047
youth	vijana	anger	0.045
vote	kupiga kura	anger	0.045
cash	fedha	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	toa	anger	0.030
buffet	buffet	anger	0.029
celebrity	mtu Mashuhuri	anger	0.026
autocorrect	imara	anger	0.015
sisterhood	dada	anger	0.015
musical	muziki	anger	0.011
tree	mti	anger	0.000
anticipation	kutarajia	anticipation	0.859
excited	msisimko	anticipation	0.859
anticipate	wanatarajia	anticipation	0.820
excitement	furaha	anticipation	0.820
eagerness	shauku	anticipation	0.812
exciting	kusisimua	anticipation	0.797
expectant	wanatarajia	anticipation	0.789
thrilling	kusisimua	anticipation	0.781
hope	tumaini	anticipation	0.773
quest	jitihada	anticipation	0.766
expectance	matarajio	anticipation	0.750
countdown	kuhesabu	anticipation	0.750
start	kuanza	anticipation	0.750
anticipatory	kutarajia	anticipation	0.750
adventure	adventure	anticipation	0.750
eager	hamu	anticipation	0.742
climax	kilele	anticipation	0.742
excite	kusisimua	anticipation	0.742
prophecy	unabii	anticipation	0.742
arouse	kuamsha	anticipation	0.742
expect	wanatarajia	anticipation	0.742
birth	kuzaliwa	anticipation	0.734
ejaculation	kumwagika	anticipation	0.734
announcement	tangazo	anticipation	0.734
liberation	uhuru	anticipation	0.727
urgent	haraka	anticipation	0.727
expecting	wanatarajia	anticipation	0.727
expectancy	matarajio	anticipation	0.727
imminent	karibu	anticipation	0.727
aspire	tamaa	anticipation	0.719
prospect	matarajio	anticipation	0.719
trepidation	hofu	anticipation	0.719
reunion	reunion	anticipation	0.719
prospection	matarajio	anticipation	0.719
voyage	safari	anticipation	0.719
mystery	siri	anticipation	0.711
journey	safari	anticipation	0.711
kiss	busu	anticipation	0.711
enthusiasm	shauku	anticipation	0.711
