word	Tamil-ta	emotion	emotion-intensity-score
offender	குற்றவாளி	anger	0.530
hassle	தொந்தரவு	anger	0.530
dissonance	ஒலியில் ஏற்படும் முரண்பாடு	anger	0.530
unjust	அநியாயம்	anger	0.530
dictatorial	சர்வாதிகார	anger	0.530
unjustifiable	நியாயப்படுத்த முடியாத	anger	0.530
fiesty	NO TRANSLATION	anger	0.530
perversion	வக்கிரத்துடன்	anger	0.530
tackled	தடுக்கப்படும்	anger	0.530
renegade	துரோகி	anger	0.529
hot	சூடான	anger	0.529
prison	சிறையில்	anger	0.529
cantstandit	NO TRANSLATION	anger	0.529
trespass	துரோகத்தைச்	anger	0.529
suicide	தற்கொலை	anger	0.521
annoy	தொந்தரவு	anger	0.520
leavemealone	leavemealone	anger	0.517
idiotic	முட்டாள்தனமானதும்	anger	0.516
distrust	அவநம்பிக்கையாகும்	anger	0.516
depravity	ஒழுக்கக்கேடெனும்	anger	0.516
cretins	க்ரெடின்ஸ்	anger	0.516
divorce	விவாகரத்து	anger	0.516
broil	சண்டை	anger	0.516
grrr	கிர்ர்ர்	anger	0.516
venting	காலியாகிவிடுவதைக்	anger	0.516
inimical	பகையானவராக	anger	0.516
duress	வற்புறுத்தலின்	anger	0.516
disrespectful	அவமானமாகவும்	anger	0.516
tortious	பொல்லாங்குக் குற்றம்	anger	0.516
criticize	விமர்சிக்கத்	anger	0.516
prisoner	கைதி	anger	0.516
dishonest	நேர்மையற்ற	anger	0.516
treason	துரோகம்	anger	0.516
victimized	பாதிக்கப்பட்ட	anger	0.515
bile	பித்த	anger	0.515
unkind	அன்பில்லாதவராகவும்	anger	0.515
unforgiving	தவறுகளுக்கு மன்னிப்பு	anger	0.515
unleash	கட்டவிழ்த்துவிட	anger	0.515
coercion	கட்டாயப்படுத்தல்	anger	0.515
scold	திட்டுவதற்காக	anger	0.515
chaos	குழப்பம்	anger	0.515
grump	grump	anger	0.515
roar	கர்ஜனை	anger	0.515
jerks	குலுக்குதல்	anger	0.515
poaching	வேட்டையாடிய	anger	0.515
hangry	NO TRANSLATION	anger	0.515
pow	பரிவர்த்தனை	anger	0.515
poachers	தந்தத்திற்காக	anger	0.515
argumentation	வாதப் பிரதிவாதங்களை	anger	0.515
frustrating	எரிச்சலூட்டியது	anger	0.515
tussle	மோதல்	anger	0.514
bane	பேன்	anger	0.511
accusation	குற்றச்சாட்டு	anger	0.510
repudiation	மறுப்பின்மையை	anger	0.510
enmity	பகை	anger	0.510
banish	விரட்டி	anger	0.509
disfigured	சிதைக்கப்பட்டும்	anger	0.508
storm	புயல்	anger	0.507
shun	கலைத்தல்	anger	0.500
suppression	ஒடுக்கியது	anger	0.500
unruly	கட்டுக்கடங்காத	anger	0.500
intractable	இயலாத	anger	0.500
ordeal	துன்பத்தில்	anger	0.500
obstruct	தடை	anger	0.500
derogation	குறைவும்	anger	0.500
fervor	உற்சாகத்தின்	anger	0.500
foaming	foaming	anger	0.500
derision	ஏளனம்	anger	0.500
animus	உட்பகைக்	anger	0.500
rejects	நிராகரிக்கிறது	anger	0.500
bout	போட்	anger	0.500
spear	ஈட்டி	anger	0.500
crazy	பைத்தியம்	anger	0.500
brazen	திமிர்த்தனமான	anger	0.500
antithesis	நேர்மாறு	anger	0.500
injustice	அநீதி	anger	0.500
banished	வெளியேற்றப்பட்டார்	anger	0.500
confined	நின்றுவிடுகின்றன	anger	0.500
frenzied	வெறிகொண்ட	anger	0.500
dominate	ஆதிக்கம்	anger	0.500
disrupting	தடை செய்யும்	anger	0.500
hammering	அடித்தல்	anger	0.500
fear	பயம்	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	வேதனை	anger	0.500
brunt	சுமைகளை	anger	0.500
possessed	கொண்டிருந்தன	anger	0.500
defy	மீறுகின்றனர்	anger	0.500
scoff	வெறுக்கத்தக்க	anger	0.500
patronising	ஆதரவு அளித்ததால்	anger	0.500
delusional	மருட்சி	anger	0.500
malpractice	முறைகேடு	anger	0.500
reject	நிராகரிக்க	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	கெட்டித்தன்மை	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	பைத்தியம்	anger	0.491
sinful	பாவப்பட்ட	anger	0.491
avarice	பேராசை	anger	0.490
oppress	ஒடுக்குகிற	anger	0.490
disapproved	ஏற்றுக்கொள்ளவில்லை	anger	0.485
inhuman	மனிதத்தன்மையற்ற	anger	0.485
demand	தேவை	anger	0.485
abolish	ஒழிக்கும்	anger	0.485
anathema	வெறுக்கப்படுவதாக	anger	0.485
fricking	fricking	anger	0.485
complaint	புகார்	anger	0.485
disservice	சேவையளிக்கவில்லை	anger	0.485
smuggler	கள்ளக்கடத்தல்காரருமான	anger	0.485
revoke	திரும்பப்பெற	anger	0.485
infraction	உடையாமுறிவு	anger	0.485
claw	நகம்	anger	0.485
dissident	கருத்து வேறுபாடு கொண்ட	anger	0.485
pervert	முறையற்ற நடத்தை	anger	0.485
incest	கூடா	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	கீழ்ப்படியாத	anger	0.485
usurp	அபகரிக்கத்	anger	0.485
alienate	தனிமைப்படுத்த	anger	0.485
avenger	பழிவாங்கும்	anger	0.485
annoyed	எரிச்சல்	anger	0.485
cutting	வெட்டும்	anger	0.485
disgrace	அவமதிப்புடன்	anger	0.484
deceit	வஞ்சகம்	anger	0.484
suspicious	சந்தேகத்திற்கிடமான	anger	0.484
thresh	போரடித்தீர்	anger	0.484
sucker	உறிஞ்சி	anger	0.484
strained	வடிகட்டிய	anger	0.484
blame	பழி	anger	0.484
upheaval	கொந்தளிப்பை	anger	0.484
renounce	நிராகரிக்க	anger	0.484
obnoxious	அருவருப்பான	anger	0.484
restrain	தடுத்து	anger	0.484
oust	வெளியேற்ற	anger	0.484
litigious	வழக்காடு சார்ந்த	anger	0.484
rivalry	போட்டி	anger	0.484
penalty	பெனால்டி	anger	0.484
imprisoned	சிறையில்	anger	0.484
mocking	கேலி	anger	0.484
opposed	எதிர்த்தார்	anger	0.484
turbulence	கொந்தளிப்பு	anger	0.483
pound	பவுண்டு	anger	0.481
coldness	குளிர்	anger	0.477
ungrateful	நன்றி கெட்டவனாக	anger	0.472
battalion	படைப்பிரிவு	anger	0.471
stoopid	stoopid	anger	0.471
hostage	பணயக்கைதிகள்	anger	0.470
infidel	நாஸ்திகன்	anger	0.470
ram	ரேம்	anger	0.470
accuser	குற்றம் சாட்டிய அந்த	anger	0.470
gall	பித்தப்பை	anger	0.470
subversion	கவிழ்ப்பு	anger	0.470
annoying	எரிச்சலூட்டும்	anger	0.470
adversity	பாதகமான	anger	0.470
dispossessed	dispossessed	anger	0.470
friction	உராய்வு	anger	0.470
jealous	பொறாமை	anger	0.470
feudalism	நிலப்பிரபுத்துவம்	anger	0.470
armament	போர்தளவாடங்களை	anger	0.470
thump	கட்டை	anger	0.469
complain	புகார்	anger	0.469
incite	தூண்டிவிடுதல்	anger	0.469
steal	திருட	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	பின்பற்றாமல்	anger	0.469
injury	காயம்	anger	0.469
simmer	மூழ்க	anger	0.469
distress	துயரத்தில்	anger	0.469
insanity	பைத்தியத்தின்	anger	0.469
selfish	சுயநல	anger	0.469
huff	திடீரென தோன்றும் கோப	anger	0.469
selfishness	சுயநலம்	anger	0.469
backoff	backoff	anger	0.469
plunder	கொள்ளை	anger	0.469
stifled	அடக்கியது	anger	0.469
subversive	சூழ்ச்சி	anger	0.469
exile	வெளிநாட்டில்	anger	0.469
offense	குற்றம்	anger	0.469
objection	ஆட்சேபனை	anger	0.469
recidivism	தீமைகள்	anger	0.469
smother	மூச்சுத்திணறடிக்கும்	anger	0.469
perpetrator	குற்றம் புரிபவர்	anger	0.469
dislike	வெறுப்பு	anger	0.469
disruption	இடையூறு	anger	0.469
intolerance	வெறுப்பின்	anger	0.469
opposition	எதிர்ப்பு	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	குவளை	anger	0.467
agony	தாங்கொணாத்துயர்	anger	0.465
arrogant	திமிர்பிடித்த	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	வெளிச்செல்லவிடும்	anger	0.456
elimination	நீக்குதல்	anger	0.456
picketing	மறியல்	anger	0.456
haughty	பெருமையுள்ளவர்களுக்கு	anger	0.456
troublesome	தொந்தரவாக	anger	0.455
clamor	ஆரவாரமோ	anger	0.455
busted	அழித்தொழித்த	anger	0.455
constraint	கட்டுப்பாடு	anger	0.455
crabby	crabby	anger	0.455
veto	தடுப்பதிகார	anger	0.455
stubbed	stubbed	anger	0.455
mislead	தவறாக	anger	0.455
illicit	சட்டவிரோத	anger	0.455
dying	இறக்கும்	anger	0.455
grated	துருவிய	anger	0.455
idiocy	முட்டாள் தன	anger	0.455
illegality	சட்டத்திற்கு புறம்பான	anger	0.455
flagrant	வெளிப்படையான	anger	0.455
impermeable	புகாத	anger	0.455
bad	கெட்ட	anger	0.453
despotism	சர்வாதிகார	anger	0.453
usurped	கைப்பற்றி	anger	0.453
godless	கடவுளற்ற	anger	0.453
disagreeing	உடன்படாத	anger	0.453
intense	தீவிர	anger	0.453
struggle	போராட்டம்	anger	0.453
suppress	ஒடுக்க	anger	0.453
disapproving	ஏற்கமறுக்கும்	anger	0.453
desist	யோகாப்	anger	0.453
bayonet	ஈட்டி	anger	0.453
displeased	மனம் வருந்தி	anger	0.453
hysterical	வெறி	anger	0.453
unlawful	சட்டவிரோத	anger	0.451
wrongly	தவறாக	anger	0.448
repellent	விரட்டும்	anger	0.442
wasted	வீணாகி	anger	0.441
foe	எதிரி	anger	0.441
dishonor	அவமானத்தையும்	anger	0.441
wrongful	தவறான	anger	0.441
psychosis	மனநோய்	anger	0.441
aversion	வெறுப்பு	anger	0.440
punitive	தண்டனை	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	விரல்	anger	0.439
effigy	கொடும்பாவி	anger	0.439
schism	பிளவு	anger	0.439
ultimatum	இறுதி	anger	0.439
upset	வருத்தம்	anger	0.439
worthless	பயனற்ற	anger	0.438
deny	மறுக்க	anger	0.438
ransom	மீட்பு	anger	0.438
fugitive	தப்பியோடிய	anger	0.438
