word	Albanian-sq	emotion	emotion-intensity-score
jealous	xheloz	anger	0.470
feudalism	feudalizëm	anger	0.470
armament	armatim	anger	0.470
thump	goditje e fortë	anger	0.469
complain	ankohem	anger	0.469
incite	nxit	anger	0.469
steal	vjedh	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	shkel	anger	0.469
injury	plagosje	anger	0.469
simmer	zierje	anger	0.469
distress	ankth	anger	0.469
insanity	marrëzi	anger	0.469
selfish	egoist	anger	0.469
huff	zemëroj	anger	0.469
selfishness	egoizëm	anger	0.469
backoff	zbrapsu	anger	0.469
plunder	plaçkitje	anger	0.469
stifled	mbytur	anger	0.469
subversive	armiqësor	anger	0.469
exile	mërgim	anger	0.469
offense	shkelje	anger	0.469
objection	kundërshtim	anger	0.469
recidivism	recidivizëm	anger	0.469
smother	mbyt	anger	0.469
perpetrator	kryesi	anger	0.469
dislike	antipati	anger	0.469
disruption	përçarje	anger	0.469
intolerance	intolerancë	anger	0.469
opposition	opozitë	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	turi	anger	0.467
agony	agoni	anger	0.465
arrogant	arrogant	anger	0.461
sux	sux	anger	0.456
vent	e çarë e xhaketës	anger	0.456
elimination	eliminimi	anger	0.456
picketing	picketing	anger	0.456
haughty	kryelartë	anger	0.456
troublesome	i mundimshëm	anger	0.455
clamor	zhurmë	anger	0.455
busted	shkatërruar	anger	0.455
constraint	detyrim	anger	0.455
crabby	i zemëruar	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	mashtroj	anger	0.455
illicit	i paligjshëm	anger	0.455
dying	që po vdes	anger	0.455
grated	integruar	anger	0.455
idiocy	idiotësi	anger	0.455
illegality	paligjshmëri	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	i ngjeshur	anger	0.455
bad	keq	anger	0.453
despotism	despotizëm	anger	0.453
usurped	uzurpuara	anger	0.453
godless	i pafe	anger	0.453
disagreeing	mospajtim	anger	0.453
intense	i madh	anger	0.453
struggle	luftë	anger	0.453
suppress	shtyp	anger	0.453
disapproving	mospranues	anger	0.453
desist	pushoj	anger	0.453
bayonet	bajonetë	anger	0.453
displeased	pëlqeu	anger	0.453
hysterical	histerike	anger	0.453
unlawful	i paligjshëm	anger	0.451
wrongly	gabimisht	anger	0.448
repellent	ilaç kundër insekteve	anger	0.442
wasted	i tretur	anger	0.441
foe	armik	anger	0.441
dishonor	çnderim	anger	0.441
wrongful	i gabuar	anger	0.441
psychosis	psikozë	anger	0.441
aversion	neveri	anger	0.440
punitive	ndëshkues	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	grusht hekuri	anger	0.439
effigy	portret	anger	0.439
schism	përçarje	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	i mërzitur	anger	0.439
worthless	i pavlefshëm	anger	0.438
deny	mohoj	anger	0.438
ransom	shpërblesë	anger	0.438
fugitive	i arratisur	anger	0.438
deleterious	i dëmshëm	anger	0.438
stupidity	marrëzi	anger	0.438
abandonment	braktisje	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	acarim	anger	0.438
oblivion	harresë	anger	0.437
segregate	i veçuar	anger	0.437
payback	shpagim	anger	0.436
incongruous	i papërshtatshëm	anger	0.435
eviction	dëbim	anger	0.435
collusion	marrëveshje e fshehtë	anger	0.432
rob	vjedh	anger	0.431
infidelity	pabesi	anger	0.429
ravenous	grabitqar	anger	0.429
overrun	mbush me	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	shenjë paralajmëruese	anger	0.426
martial	ushtarak	anger	0.426
painful	i dhimbshëm	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	dyshues	anger	0.426
rejection	refuzim	anger	0.426
defense	mbrojtje	anger	0.425
powerful	i fuqishëm	anger	0.424
censor	censor	anger	0.424
indecency	gjë e turpshme	anger	0.424
fraudulent	mashtrues	anger	0.424
gonorrhea	gonorre	anger	0.424
fallacious	i gabuar	anger	0.424
concealment	fshehje	anger	0.424
greed	lakmi	anger	0.424
disobedience	mosbindje	anger	0.424
fuss	bujë	anger	0.424
enforce	zbatoj	anger	0.424
banger	Banger	anger	0.424
commotion	trazirë	anger	0.424
defraud	gënjej	anger	0.424
discontent	pakënaqësi	anger	0.424
unsympathetic	mospërfillës	anger	0.424
exasperation	zemërim	anger	0.424
barb	gjemb	anger	0.422
banishment	dëbim	anger	0.422
sedition	kryengritje	anger	0.422
misrepresented	keqinterpretuar	anger	0.422
snubbed	mërzitur	anger	0.422
penetration	depërtim	anger	0.422
cracked	i plasaritur	anger	0.422
annoyance	bezdi	anger	0.422
duel	duel	anger	0.422
penitentiary	ndëshkimor	anger	0.422
sarcasm	sarkazëm	anger	0.422
deportation	dëbim	anger	0.422
nettle	hithër	anger	0.422
scar	mbresë	anger	0.422
bang	zhurmë	anger	0.422
cur	njeri i paedukuar	anger	0.422
blatant	zhurmëmadh	anger	0.420
force	forcë	anger	0.418
perverse	i çoroditur	anger	0.415
wring	e shtrydhur	anger	0.415
bastion	fortesë	anger	0.413
grim	i zymtë	anger	0.413
sordid	i ndyrë	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	i nxehur	anger	0.412
tiff	zënkë	anger	0.412
moody	me humor të rëndë	anger	0.412
hunting	gjueti	anger	0.411
indenture	kontratë	anger	0.410
sham	mashtrim	anger	0.409
squelch	asgjësim	anger	0.409
awful	i tmerrshëm	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	nënkuptoj	anger	0.409
contradict	kundërshtim	anger	0.409
supremacy	epërsi	anger	0.409
sneak	vjedhës	anger	0.409
cantwin	cantwin	anger	0.409
reproach	turp	anger	0.409
compulsion	detyrim	anger	0.409
inept	i paaftë	anger	0.409
blockade	bllokadë	anger	0.409
detainee	i arrestuar	anger	0.409
forfeit	humb	anger	0.409
disappoint	gaboj	anger	0.409
lying	të gënjyer	anger	0.408
epidemic	epidemi	anger	0.406
tremor	dridhje	anger	0.406
rail	hekurudhor	anger	0.406
onerous	i vështirë	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	i papërfytyrueshëm	anger	0.406
forsaken	i braktisur	anger	0.406
delusion	mashtrim	anger	0.406
wrongdoing	keqbërje	anger	0.406
badger	lodh	anger	0.406
antipathy	antipati	anger	0.406
inequality	pabarazi	anger	0.406
nuisance	njeri i bezdisur	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumentet	anger	0.404
affront	fyerje	anger	0.403
traumatic	traumatik	anger	0.402
libel	shpifje	anger	0.400
sodding	Sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	kujdes	anger	0.398
soslow	soslow	anger	0.398
frenetic	i harbuar	anger	0.397
remiss	i pakujdesshëm	anger	0.397
barge	ndesh	anger	0.396
howl	vajtoj	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	i pafat	anger	0.394
extinguish	shuaj	anger	0.394
keyed	i akorduar	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	mosrespektim	anger	0.394
illegal	i paligjshëm	anger	0.394
rabble	vulgu	anger	0.394
actionable	vepruese	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	mashtrim	anger	0.394
sue	hedh në gjyq	anger	0.394
unfriendly	armiqësor	anger	0.394
confiscate	konfiskoj	anger	0.394
brimstone	squfur	anger	0.392
argh	Argh	anger	0.391
pique	inat	anger	0.391
recklessness	recklessness	anger	0.391
earthquake	tërmet	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	shpërbërje	anger	0.391
rigged	manipuluar	anger	0.391
disagree	nuk bie dakort	anger	0.389
lawsuit	procedim	anger	0.386
disused	disused	anger	0.382
immorality	imoralitet	anger	0.382
despair	dëshpërim	anger	0.382
difficulty	vështirësi	anger	0.379
incurable	i pashërueshëm	anger	0.379
touchy	i prekshëm	anger	0.379
coerce	detyroj	anger	0.379
sizzle	cëcërin	anger	0.379
rifle	pushkë	anger	0.379
falsification	falsifikim	anger	0.379
pokes	Pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	i lënduar	anger	0.379
picket	kunj	anger	0.378
concussion	tronditje	anger	0.377
pessimism	pesimizëm	anger	0.375
pitfall	kurth	anger	0.375
infantile	fëminor	anger	0.375
disillusionment	zhgënjim	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milici	anger	0.375
remand	shtyrje	anger	0.375
faulty	me të meta	anger	0.375
cannon	top	anger	0.375
rawr	Rawr	anger	0.375
sly	tinëzar	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizëm	anger	0.371
distressing	i dhimbshëm	anger	0.371
inhibit	pengoj	anger	0.371
vindicate	përligj	anger	0.371
schizophrenia	shizofreni	anger	0.369
skewed	anon	anger	0.368
disreputable	i pandershëm	anger	0.368
forbidding	ndaluar	anger	0.368
conquest	pushtim	anger	0.367
bark	leh	anger	0.365
leukemia	leukimi	anger	0.365
barks	barks	anger	0.364
burke	shuaj	anger	0.364
challenge	sfidë	anger	0.364
disapprove	nuk miratoj	anger	0.364
unhappy	pakënaqur	anger	0.364
retarded	retarded	anger	0.364
warrior	luftëtar	anger	0.364
belt	rrip	anger	0.364
controversial	i diskutueshëm	anger	0.359
opinionated	i vetëdijshëm	anger	0.359
paucity	pakicë	anger	0.359
broken	i thyer	anger	0.359
litigate	bëj gjyq me dikë	anger	0.359
polemic	polemikë	anger	0.359
aftermath	pasojë	anger	0.359
disliked	mospëlqyera	anger	0.359
loudness	loudness	anger	0.359
restriction	kufizimi	anger	0.359
cad	horr	anger	0.359
sectarian	sektar	anger	0.359
incompetence	paaftësi	anger	0.359
interrupting	ndërprerë	anger	0.358
fussy	i bezdisshëm	anger	0.357
wench	grua e re	anger	0.353
misbehavior	veprim i keq	anger	0.351
gruff	i ashpër	anger	0.351
remove	heq	anger	0.351
brat	shejtan	anger	0.351
scarcity	pamjaftueshmëri	anger	0.350
losing	humbje	anger	0.349
pest	e keqe	anger	0.348
defect	defekt	anger	0.348
hardened	i thekur	anger	0.348
deserted	e braktisur	anger	0.348
lie	gënjeshtër	anger	0.348
retract	tërheq	anger	0.348
untrustworthy	i pasigurt	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	i zhgënjyer	anger	0.348
disagreement	mosmarrëveshje	anger	0.348
stigma	njollë	anger	0.348
ulcer	ulçerë	anger	0.348
bias	paragjykim	anger	0.345
negation	mohim	anger	0.344
antisocial	i heshtur	anger	0.344
evade	shmangen	anger	0.344
shoddy	i dobët	anger	0.344
bothering	ngacmim	anger	0.344
impotence	impotencë	anger	0.344
shaky	i dredhur	anger	0.344
misleading	mashtrues	anger	0.344
stripped	zhveshur	anger	0.344
disclaim	hedh poshtë	anger	0.344
unsettled	i pavendosur	anger	0.344
anxiety	ankth	anger	0.344
stingy	koprac	anger	0.344
deterioration	keqësim	anger	0.344
pirate	pirat	anger	0.344
unreliable	i pasigurt	anger	0.344
interminable	i pafund	anger	0.343
disease	sëmundje	anger	0.341
meddle	përzihem	anger	0.341
warp	prish	anger	0.340
averse	kundërshtues	anger	0.338
infamous	i turpshëm	anger	0.338
alcoholism	alkoolizëm	anger	0.338
row	rresht	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	i sëmurë	anger	0.333
encumbrance	pengesë	anger	0.333
scorpion	akrep	anger	0.333
illegitimate	i paligjshëm	anger	0.333
witchcraft	magji	anger	0.333
interrupt	ndërhyj	anger	0.333
paralyzed	i paralizuar	anger	0.333
sinner	mëkatar	anger	0.331
hulk	anije karakatinë	anger	0.329
inconsiderate	i pakujdesur	anger	0.329
phony	hipokrit	anger	0.328
spammers	spammers	anger	0.328
dashed	thye	anger	0.328
disqualified	i përjashtuar	anger	0.328
fib	goditje	anger	0.328
hiss	fishkëllimë	anger	0.328
brrr	Brrr	anger	0.328
resisting	rezistonin	anger	0.328
victim	viktimë	anger	0.328
scapegoat	dash i kurbanit	anger	0.328
tighten	shtrënguar	anger	0.328
opponent	kundërshtar	anger	0.328
crusade	kryqëzatë	anger	0.328
dislocated	i ndrydhur	anger	0.328
grumpy	ters	anger	0.328
prohibited	i ndaluar	anger	0.328
inappropriate	i papërshtatshëm	anger	0.324
haye	Haye	anger	0.324
loss	humbje	anger	0.324
eschew	rri larg	anger	0.324
trickery	dinakëri	anger	0.324
neglected	lënë pas dore	anger	0.324
canker	kalbëzim	anger	0.323
queues	radhët e gjata	anger	0.318
muff	i paaftë	anger	0.318
crunch	përtyp	anger	0.318
duplicity	hipokrizi	anger	0.318
criticism	kritikë	anger	0.318
shriek	britmë	anger	0.316
depreciate	zhvlerësohet	anger	0.315
poverty	varfëri	anger	0.312
chaff	kashtë	anger	0.312
dupe	dede	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	shkarkim	anger	0.312
mortality	vdekshmëri	anger	0.312
deflate	ul çmimet	anger	0.312
carelessness	pakujdesi	anger	0.312
dumps	mërzi	anger	0.312
revving	revving	anger	0.309
disallowed	ndaluar	anger	0.308
thoughtless	i pamenduar	anger	0.307
boisterous	i egërsuar	anger	0.307
burial	varrim	anger	0.304
theocratic	teokratik	anger	0.303
wince	drithërim	anger	0.303
sullen	i zymtë	anger	0.303
involution	ngritje në fuqi	anger	0.300
senseless	i pakuptim	anger	0.297
stalemate	rrugë qorre	anger	0.297
depreciated	zhvlerësuar	anger	0.297
wasteful	shkapërdar	anger	0.297
hoax	shaka	anger	0.297
misuse	shpërdorim	anger	0.297
getyourown	getyourown	anger	0.297
taxed	tatohen	anger	0.297
depressed	i dëshpëruar	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralizë	anger	0.295
displaced	zhvendosur	anger	0.294
limited	i kufizuar	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ORC	anger	0.289
ridiculous	qesharak	anger	0.289
teasing	ngacmim	anger	0.288
sharpen	shpij	anger	0.288
react	reagoj	anger	0.288
presumptuous	mendjemadhe	anger	0.288
spine	shpinë	anger	0.288
homeless	i pastrehë	anger	0.288
hoot	gjë qesharake	anger	0.287
twitchy	twitchy	anger	0.287
barrier	pengesë	anger	0.287
myopia	miopi	anger	0.283
contraband	kontrabandë	anger	0.281
disconnects	Shkëputet	anger	0.281
spam	të bllokuara	anger	0.281
lagging	mbetur	anger	0.281
shiver	drithmë	anger	0.281
agh	agh	anger	0.281
restitution	kthim	anger	0.281
flexin	Flexin	anger	0.281
incompatible	i papajtueshëm	anger	0.281
delinquent	kriminel	anger	0.281
noncompliance	mospërputhje	anger	0.279
troll	këndoj	anger	0.279
buffering	buffering	anger	0.279
unfairness	padrejtësi	anger	0.279
foray	bastisje	anger	0.279
nether	nether	anger	0.278
bugaboo	gogol	anger	0.273
immaturity	papjekuri	anger	0.273
bogus	fals	anger	0.273
uncaring	uncaring	anger	0.273
shock	goditje	anger	0.269
feisty	feisty	anger	0.269
defendant	i pandehur	anger	0.266
latent	i fshehur	anger	0.266
rapping	seancë	anger	0.266
pry	kureshtje	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	duroj	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	jofunksional	anger	0.266
quandary	gjendje e vështirë	anger	0.266
inconvenient	i papërshtatshëm	anger	0.266
feminism	feminizëm	anger	0.266
humbug	mashtrues	anger	0.266
interrupts	ndërpret	anger	0.265
fluctuation	luhatje	anger	0.265
exaggerate	ekzagjeroj	anger	0.263
lose	humb	anger	0.261
patter	rreh	anger	0.258
tease	ngas	anger	0.258
furnace	stufë	anger	0.258
stone	guri	anger	0.258
shoplifting	Vjedhja në dyqane	anger	0.258
soldier	ushtar	anger	0.258
incompetent	i paaftë	anger	0.257
indoctrination	sugjerim	anger	0.255
skid	trung	anger	0.250
notoriety	famë	anger	0.250
falsehood	falsitet	anger	0.250
untrue	i gabuar	anger	0.250
mastery	zotërim	anger	0.250
tripping	fikje	anger	0.250
nonsense	marrëzi	anger	0.250
unfollow	unfollow	anger	0.250
noisy	zhurmshme	anger	0.250
pouting	pouting	anger	0.250
cane	kallam	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketë	anger	0.250
complicate	komplikoj	anger	0.250
socialist	socialist	anger	0.250
lawyer	avokat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	i shmangur	anger	0.242
obstacle	pengesë	anger	0.242
halter	lak	anger	0.242
witch	magjistare	anger	0.242
vampire	vampir	anger	0.242
detract	i heq	anger	0.242
ringer	zilja	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	uri	anger	0.235
recession	rënie	anger	0.234
lava	lavë	anger	0.234
shell	guaskë	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifë	anger	0.234
failing	dështim	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	laro	anger	0.234
politics	politikë	anger	0.234
undesirable	i padëshirueshëm	anger	0.231
darkness	terr	anger	0.227
versus	kundër	anger	0.227
resign	heq dorë	anger	0.227
copycat	Copycat	anger	0.227
soaked	ngjyhet	anger	0.226
unfulfilled	i paplotësuar	anger	0.225
abandoned	braktisur	anger	0.222
bankruptcy	falimentim	anger	0.221
owing	i duhur	anger	0.221
unattainable	i paarritshëm	anger	0.221
unhelpful	padobishëm	anger	0.219
twitching	twitching	anger	0.219
confusion	ngatërrim	anger	0.219
mosquito	mushkonjë	anger	0.219
warden	kujdestar	anger	0.219
misconception	ide e gabuar	anger	0.219
compress	ngjesh	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	mjet	anger	0.219
nosey	me hundë të madhe	anger	0.213
overpriced	mbiçmuara	anger	0.212
harry	ngacmoj	anger	0.212
shortage	mungesë	anger	0.212
adder	nëpërkë	anger	0.212
melodrama	melodramë	anger	0.212
overplayed	overplayed	anger	0.206
possession	posedim	anger	0.206
desert	shkretëtirë	anger	0.206
pout	fryhem	anger	0.203
uninvited	i paftuar	anger	0.203
arraignment	lexim i aktpadisë	anger	0.203
inefficient	i paefektshëm	anger	0.203
rook	sorrë	anger	0.203
unlucky	i pafat	anger	0.203
unpaid	i papaguar	anger	0.203
backbone	shtyllë	anger	0.203
sentence	fjali	anger	0.203
powerless	i pafuqi	anger	0.203
court	gjykatë	anger	0.199
endless	i pafund	anger	0.198
adverts	reklamat	anger	0.197
delay	vonesë	anger	0.197
misstatement	deklaratë e gabuar	anger	0.197
distracted	i hutuar	anger	0.197
misunderstanding	keqkuptim	anger	0.195
excite	nxeh	anger	0.191
inadmissible	i papranueshëm	anger	0.191
lightning	vetëtimë	anger	0.189
incase	në rast se	anger	0.188
preclude	parandaloj	anger	0.188
insecure	i pasigurt	anger	0.188
mournful	i trishtuar	anger	0.188
rating	vlerësim	anger	0.182
mistress	mësuese	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	paditës	anger	0.182
insist	këmbëngul	anger	0.182
distracting	shkëputur	anger	0.182
opium	opium	anger	0.180
willful	me paramendim	anger	0.176
deserve	meritoj	anger	0.176
insists	këmbëngul	anger	0.175
treat	trajtoj	anger	0.175
misplace	vë gabim	anger	0.172
indecisive	i pavendosur	anger	0.172
gibberish	dërdëllisje	anger	0.172
fleece	qeth	anger	0.172
fee	tarifë	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	çliroj	anger	0.172
excitation	ngacmim	anger	0.172
hormonal	hormonal	anger	0.172
mighty	i fuqishëm	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	kuisje	anger	0.168
unequal	i pabarabartë	anger	0.167
insufficiency	pamjaftueshmëri	anger	0.167
hamstring	paralizoj	anger	0.167
bargaining	pazarllëk	anger	0.167
mule	mushkë	anger	0.167
insignificant	i parëndësishëm	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	mospërfillje	anger	0.156
rheumatism	reumatizmi	anger	0.156
coop	kafaz	anger	0.156
forearm	parakrah	anger	0.156
uncertain	i pasigurt	anger	0.152
bee	bletë	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	përfshirja	anger	0.152
disinformation	dezinformata	anger	0.152
attorney	avokati	anger	0.152
underpaid	i paguar pak	anger	0.152
pretending	pretenduar	anger	0.152
campaigning	fushata	anger	0.151
hopelessness	mungesë shprese	anger	0.149
feeling	ndjenje	anger	0.147
legalized	legalizuar	anger	0.145
caution	Kujdes	anger	0.145
subsidy	subvencion	anger	0.141
obliging	i mirësjellshëm	anger	0.141
morals	parime morale	anger	0.141
sterling	i pastër	anger	0.141
wimpy	wimpy	anger	0.140
bummer	zhgënjim	anger	0.139
misspell	misspell	anger	0.136
saloon	veturë	anger	0.136
repay	paguaj	anger	0.136
blemish	cen	anger	0.136
surcharge	mbingarkesë	anger	0.136
geez	Geez	anger	0.136
birch	thupër	anger	0.135
noob	trullan	anger	0.133
honk	bie borisë	anger	0.133
orchestra	orkestër	anger	0.132
competitive	konkurrues	anger	0.125
wireless	pa tel	anger	0.125
standstill	pushim	anger	0.125
mosque	xhami	anger	0.122
reversal	ndryshim	anger	0.121
inattention	hutim	anger	0.121
lace	lidhëse	anger	0.118
elbow	bërryl	anger	0.117
instinctive	instinktiv	anger	0.112
chant	psal	anger	0.111
lonely	i vetmuar	anger	0.109
gnome	xhuxh	anger	0.109
tolerate	duroj	anger	0.106
management	drejtuesit	anger	0.102
advocacy	mbrojtje	anger	0.100
moral	moral	anger	0.094
roadworks	Roadworks	anger	0.091
honest	i ndershëm	anger	0.087
forgetful	harraq	anger	0.076
gent	fisnik	anger	0.076
liquor	pije	anger	0.075
money	para	anger	0.074
hood	kapuç	anger	0.071
curriculum	plan mësimor	anger	0.063
words	fjalë	anger	0.062
smell	erë	anger	0.061
elf	kukudh	anger	0.061
playful	i gjallë	anger	0.061
opera	operë	anger	0.061
nurture	të ngrëna	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	këshilltar	anger	0.059
