word	Galician-gl	emotion	emotion-intensity-score
despotism	despotismo	anger	0.453
usurped	usurpado	anger	0.453
godless	impíos	anger	0.453
disagreeing	desacordo	anger	0.453
intense	intenso	anger	0.453
struggle	loita	anger	0.453
suppress	suprimir	anger	0.453
disapproving	desaprobando	anger	0.453
desist	desistir	anger	0.453
bayonet	bayoneta	anger	0.453
displeased	descontento	anger	0.453
hysterical	histérica	anger	0.453
unlawful	ilegal	anger	0.451
wrongly	incorrectamente	anger	0.448
repellent	repelente	anger	0.442
wasted	perdido	anger	0.441
foe	inimigo	anger	0.441
dishonor	deshonra	anger	0.441
wrongful	inxusto	anger	0.441
psychosis	psicosis	anger	0.441
aversion	aversión	anger	0.440
punitive	punitiva	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	nudillos	anger	0.439
effigy	efigie	anger	0.439
schism	cisma	anger	0.439
ultimatum	ultimátum	anger	0.439
upset	chat	anger	0.439
worthless	inútil	anger	0.438
deny	negar	anger	0.438
ransom	Rescate	anger	0.438
fugitive	fugitivo	anger	0.438
deleterious	deletreo	anger	0.438
stupidity	estupidez	anger	0.438
abandonment	abandono	anger	0.438
mucked	mudo	anger	0.438
separatist	separatista	anger	0.438
irritation	irritación	anger	0.438
oblivion	o esquecemento	anger	0.437
segregate	segregar	anger	0.437
payback	retorno	anger	0.436
incongruous	incongruente	anger	0.435
eviction	despexo	anger	0.435
collusion	colusión	anger	0.432
rob	roubar	anger	0.431
infidelity	infidelidade	anger	0.429
ravenous	ravenous	anger	0.429
overrun	exceso	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	presa	anger	0.426
martial	marcial	anger	0.426
painful	Dolores	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incrédulo	anger	0.426
rejection	rexeitamento	anger	0.426
defense	defensa	anger	0.425
powerful	poderoso	anger	0.424
censor	censurar	anger	0.424
indecency	indecencia	anger	0.424
fraudulent	fraudulento	anger	0.424
gonorrhea	gonorrea	anger	0.424
fallacious	falaz	anger	0.424
concealment	ocultación	anger	0.424
greed	avaricia	anger	0.424
disobedience	desobediencia	anger	0.424
fuss	alboroto	anger	0.424
enforce	facer cumprir	anger	0.424
banger	banger	anger	0.424
commotion	conmoción	anger	0.424
defraud	defraudar	anger	0.424
discontent	descontento	anger	0.424
unsympathetic	insípida	anger	0.424
exasperation	exasperación	anger	0.424
barb	barb	anger	0.422
banishment	desterro	anger	0.422
sedition	sedición	anger	0.422
misrepresented	mal representado	anger	0.422
snubbed	escoitou	anger	0.422
penetration	penetración	anger	0.422
cracked	cracked	anger	0.422
annoyance	aborrecemento	anger	0.422
duel	duelo	anger	0.422
penitentiary	penitenciario	anger	0.422
sarcasm	sarcasmo	anger	0.422
deportation	deportación	anger	0.422
nettle	urtiga	anger	0.422
scar	cicatriz	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	flagrante	anger	0.420
force	forza	anger	0.418
perverse	perverso	anger	0.415
wring	escuridade	anger	0.415
bastion	baluarte	anger	0.413
grim	sombrío	anger	0.413
sordid	sórdido	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	sorprendentemente	anger	0.412
tiff	TIFF	anger	0.412
moody	moody	anger	0.412
hunting	cazar	anger	0.411
indenture	indenture	anger	0.410
sham	farsa	anger	0.409
squelch	escoitar	anger	0.409
awful	horrible	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicar	anger	0.409
contradict	contradicen	anger	0.409
supremacy	supremacía	anger	0.409
sneak	esgueirar	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	reproche	anger	0.409
compulsion	compulsión	anger	0.409
inept	inepto	anger	0.409
blockade	bloqueo	anger	0.409
detainee	detido	anger	0.409
forfeit	perdida	anger	0.409
disappoint	decepcionar	anger	0.409
lying	mentir	anger	0.408
epidemic	epidemia	anger	0.406
tremor	tremor	anger	0.406
rail	ferroviario	anger	0.406
onerous	oneroso	anger	0.406
cacophony	cacofonía	anger	0.406
unthinkable	impensable	anger	0.406
forsaken	abandonado	anger	0.406
delusion	ilusión	anger	0.406
wrongdoing	incumprimento	anger	0.406
badger	tejón	anger	0.406
antipathy	antipatía	anger	0.406
inequality	desigualdade	anger	0.406
nuisance	molestias	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumentos	anger	0.404
affront	afrontamento	anger	0.403
traumatic	traumático	anger	0.402
libel	libelo	anger	0.400
sodding	soldadura	anger	0.400
annoys	molesta	anger	0.400
watchout	Coidado	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenético	anger	0.397
remiss	remiss	anger	0.397
barge	barcaza	anger	0.396
howl	aullar	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxeo	anger	0.394
untoward	inexperto	anger	0.394
extinguish	apagar	anger	0.394
keyed	teclado	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	falta de respecto	anger	0.394
illegal	ilegal	anger	0.394
rabble	rabble	anger	0.394
actionable	Accesible	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraude	anger	0.394
sue	demanda	anger	0.394
unfriendly	hostil	anger	0.394
confiscate	confiscar	anger	0.394
brimstone	xofre	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	imprudencia	anger	0.391
earthquake	terremoto	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	disolución	anger	0.391
rigged	aparados	anger	0.391
disagree	desacordo	anger	0.389
lawsuit	demanda	anger	0.386
disused	en desuso	anger	0.382
immorality	inmoralidade	anger	0.382
despair	desesperación	anger	0.382
difficulty	dificultade	anger	0.379
incurable	incurable	anger	0.379
touchy	tactil	anger	0.379
coerce	coerce	anger	0.379
sizzle	chiscar	anger	0.379
rifle	rifle	anger	0.379
falsification	falsificación	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	dorida	anger	0.379
picket	piquete	anger	0.378
concussion	concussão	anger	0.377
pessimism	pesimismo	anger	0.375
pitfall	trampa	anger	0.375
infantile	infantil	anger	0.375
disillusionment	desilusión	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicia	anger	0.375
remand	reclamo	anger	0.375
faulty	defectuoso	anger	0.375
cannon	canón	anger	0.375
rawr	Rawr	anger	0.375
sly	astuto	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotismo	anger	0.371
distressing	angustiante	anger	0.371
inhibit	inhibir	anger	0.371
vindicate	reivindicar	anger	0.371
schizophrenia	esquizofrenia	anger	0.369
skewed	sesgada	anger	0.368
disreputable	indescritível	anger	0.368
forbidding	prohibición	anger	0.368
conquest	conquista	anger	0.367
bark	cortiza	anger	0.365
leukemia	leucemia	anger	0.365
barks	ladra	anger	0.364
burke	burke	anger	0.364
challenge	desafío	anger	0.364
disapprove	desaprobar	anger	0.364
unhappy	infeliz	anger	0.364
retarded	retardado	anger	0.364
warrior	guerreiro	anger	0.364
belt	cinto	anger	0.364
controversial	controvertido	anger	0.359
opinionated	opinionado	anger	0.359
paucity	escaseza	anger	0.359
broken	roto	anger	0.359
litigate	litigar	anger	0.359
polemic	polémica	anger	0.359
aftermath	consecuencias	anger	0.359
disliked	Non me gustou	anger	0.359
loudness	sonoridade	anger	0.359
restriction	restrición	anger	0.359
cad	cad	anger	0.359
sectarian	sectario	anger	0.359
incompetence	incompetencia	anger	0.359
interrupting	interrompendo	anger	0.358
fussy	chuvioso	anger	0.357
wench	wench	anger	0.353
misbehavior	mal comportamento	anger	0.351
gruff	pesada	anger	0.351
remove	quitar	anger	0.351
brat	Brat	anger	0.351
scarcity	escaseza	anger	0.350
losing	perdendo	anger	0.349
pest	praga	anger	0.348
defect	defecto	anger	0.348
hardened	endurecido	anger	0.348
deserted	abandonado	anger	0.348
lie	mentira	anger	0.348
retract	retraerse	anger	0.348
untrustworthy	non confiable	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	decepcionado	anger	0.348
disagreement	desacordo	anger	0.348
stigma	estigma	anger	0.348
ulcer	úlcera	anger	0.348
bias	sesgo	anger	0.345
negation	negación	anger	0.344
antisocial	antisocial	anger	0.344
evade	evadir	anger	0.344
shoddy	de mala calidade	anger	0.344
bothering	molestando	anger	0.344
impotence	impotencia	anger	0.344
shaky	inestable	anger	0.344
misleading	engañosa	anger	0.344
stripped	desposuído	anger	0.344
disclaim	negar	anger	0.344
unsettled	inestable	anger	0.344
anxiety	ansiedade	anger	0.344
stingy	mordaz	anger	0.344
deterioration	deterioración	anger	0.344
pirate	pirata	anger	0.344
unreliable	non fiable	anger	0.344
interminable	interminable	anger	0.343
disease	enfermidade	anger	0.341
meddle	entrometerse	anger	0.341
warp	urdidura	anger	0.340
averse	averse	anger	0.338
infamous	infame	anger	0.338
alcoholism	alcoholismo	anger	0.338
row	fila	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	mal	anger	0.333
encumbrance	gravamen	anger	0.333
scorpion	escorpión	anger	0.333
illegitimate	ilexítimo	anger	0.333
witchcraft	bruxería	anger	0.333
interrupt	interromper	anger	0.333
paralyzed	paralizado	anger	0.333
sinner	pecador	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inconsiderar	anger	0.329
phony	falso	anger	0.328
spammers	spammers	anger	0.328
dashed	rasgado	anger	0.328
disqualified	descualificado	anger	0.328
fib	fib	anger	0.328
hiss	silbido	anger	0.328
brrr	brrr	anger	0.328
resisting	resistindo	anger	0.328
victim	vítima	anger	0.328
scapegoat	chivo expiatorio	anger	0.328
tighten	apretar	anger	0.328
opponent	adversario	anger	0.328
crusade	cruzada	anger	0.328
dislocated	dislocado	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	prohibido	anger	0.328
inappropriate	inapropiado	anger	0.324
haye	haye	anger	0.324
loss	perda	anger	0.324
eschew	escapar	anger	0.324
trickery	trucos	anger	0.324
neglected	negligenciado	anger	0.324
canker	canker	anger	0.323
queues	colas	anger	0.318
muff	muff	anger	0.318
crunch	cruce	anger	0.318
duplicity	duplicidade	anger	0.318
criticism	críticas	anger	0.318
shriek	gritar	anger	0.316
depreciate	depreciar	anger	0.315
poverty	pobreza	anger	0.312
chaff	palla	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	despedida	anger	0.312
mortality	mortalidade	anger	0.312
deflate	desinflar	anger	0.312
carelessness	descoido	anger	0.312
dumps	vertedoiro	anger	0.312
revving	revving	anger	0.309
disallowed	non permitido	anger	0.308
thoughtless	pensativo	anger	0.307
boisterous	bullicioso	anger	0.307
burial	enterro	anger	0.304
theocratic	teocrático	anger	0.303
wince	estruendo	anger	0.303
sullen	sullen	anger	0.303
involution	involución	anger	0.300
senseless	sen sentido	anger	0.297
stalemate	estancar	anger	0.297
depreciated	depreciado	anger	0.297
wasteful	desperdicio	anger	0.297
hoax	broma	anger	0.297
misuse	mal uso	anger	0.297
getyourown	getyourown	anger	0.297
taxed	tributo	anger	0.297
depressed	deprimido	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	parálise	anger	0.295
displaced	desprazados	anger	0.294
limited	limitado	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridículo	anger	0.289
teasing	burlas	anger	0.288
sharpen	afiar	anger	0.288
react	reaccionar	anger	0.288
presumptuous	presuntuoso	anger	0.288
spine	columna vertebral	anger	0.288
homeless	sen teito	anger	0.288
hoot	pitido	anger	0.287
twitchy	nervioso	anger	0.287
barrier	barreira	anger	0.287
myopia	miopía	anger	0.283
contraband	contrabando	anger	0.281
disconnects	desconecta	anger	0.281
spam	Correo non desexado	anger	0.281
lagging	atraso	anger	0.281
shiver	tremer	anger	0.281
agh	agh	anger	0.281
restitution	restitución	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	delincuente	anger	0.281
noncompliance	incumprimento	anger	0.279
troll	troll	anger	0.279
buffering	buffer	anger	0.279
unfairness	inxustiza	anger	0.279
foray	incursión	anger	0.279
nether	baixo	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	inmadurez	anger	0.273
bogus	falso	anger	0.273
uncaring	incómodo	anger	0.273
shock	choque	anger	0.269
feisty	feisty	anger	0.269
defendant	acusado	anger	0.266
latent	latente	anger	0.266
rapping	rap	anger	0.266
pry	picar	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	oso	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperante	anger	0.266
quandary	quandary	anger	0.266
inconvenient	inconveniente	anger	0.266
feminism	feminismo	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrompe	anger	0.265
fluctuation	fluctuación	anger	0.265
exaggerate	esaxerar	anger	0.263
lose	perder	anger	0.261
patter	patter	anger	0.258
tease	burlarse	anger	0.258
furnace	forno	anger	0.258
stone	pedra	anger	0.258
shoplifting	roubar	anger	0.258
soldier	soldado	anger	0.258
incompetent	incompetente	anger	0.257
indoctrination	adoctrinación	anger	0.255
skid	derrapar	anger	0.250
notoriety	notoriedade	anger	0.250
falsehood	falsedad	anger	0.250
untrue	falso	anger	0.250
mastery	dominio	anger	0.250
tripping	tropeçar	anger	0.250
nonsense	sen sentido	anger	0.250
unfollow	non seguir	anger	0.250
noisy	ruidoso	anger	0.250
pouting	pouting	anger	0.250
cane	cana	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	foguete	anger	0.250
complicate	complicar	anger	0.250
socialist	socialista	anger	0.250
lawyer	avogado	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	bloqueo de maiúsculas	anger	0.242
fenced	vedado	anger	0.242
obstacle	obstáculo	anger	0.242
halter	halter	anger	0.242
witch	bruxa	anger	0.242
vampire	vampiro	anger	0.242
detract	detraer	anger	0.242
ringer	timbre	anger	0.242
frowning	frunciendo o cello	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fame	anger	0.235
recession	recesión	anger	0.234
lava	lava	anger	0.234
shell	casca	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	fallando	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	canalla	anger	0.234
politics	política	anger	0.234
undesirable	indeseable	anger	0.231
darkness	escuridade	anger	0.227
versus	contra	anger	0.227
resign	renunciar	anger	0.227
copycat	copycat	anger	0.227
soaked	embebido	anger	0.226
unfulfilled	non cumpridos	anger	0.225
abandoned	abandonado	anger	0.222
bankruptcy	bancarrota	anger	0.221
owing	debido	anger	0.221
unattainable	inalcanzable	anger	0.221
unhelpful	inútil	anger	0.219
twitching	brincadeiras	anger	0.219
confusion	confusión	anger	0.219
mosquito	mosquito	anger	0.219
warden	guardián	anger	0.219
misconception	idea errónea	anger	0.219
compress	comprimir	anger	0.219
whiny	gemido	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ferramenta	anger	0.219
nosey	narciso	anger	0.213
overpriced	caro	anger	0.212
harry	Harry	anger	0.212
shortage	escaseza	anger	0.212
adder	sumador	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	Overplayed	anger	0.206
possession	posesión	anger	0.206
desert	deserto	anger	0.206
pout	pout	anger	0.203
uninvited	non invitados	anger	0.203
arraignment	acusación	anger	0.203
inefficient	ineficiente	anger	0.203
rook	rook	anger	0.203
unlucky	desgraciado	anger	0.203
unpaid	sen pagar	anger	0.203
backbone	columna vertebral	anger	0.203
sentence	sentenza	anger	0.203
powerless	impotente	anger	0.203
court	tribunal	anger	0.199
endless	interminable	anger	0.198
adverts	anuncios	anger	0.197
delay	atraso	anger	0.197
misstatement	declaración errónea	anger	0.197
distracted	distraído	anger	0.197
misunderstanding	malentendido	anger	0.195
excite	excitar	anger	0.191
inadmissible	inadmisible	anger	0.191
lightning	raio	anger	0.189
incase	en caso	anger	0.188
preclude	excluír	anger	0.188
insecure	inseguro	anger	0.188
mournful	triste	anger	0.188
rating	clasificación	anger	0.182
mistress	amante	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	reclamante	anger	0.182
insist	insistir	anger	0.182
distracting	distraer	anger	0.182
opium	opio	anger	0.180
willful	voluntario	anger	0.176
deserve	merecen	anger	0.176
insists	insiste	anger	0.175
treat	tratar	anger	0.175
misplace	enganar	anger	0.172
indecisive	indeciso	anger	0.172
gibberish	gibberish	anger	0.172
fleece	vellón	anger	0.172
fee	tarifa	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	liberar	anger	0.172
excitation	excitación	anger	0.172
hormonal	hormonal	anger	0.172
mighty	poderoso	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	querer	anger	0.168
unequal	desigual	anger	0.167
insufficiency	insuficiencia	anger	0.167
hamstring	oscilación	anger	0.167
bargaining	negociación	anger	0.167
mule	mula	anger	0.167
insignificant	insignificante	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferenza	anger	0.156
rheumatism	reumatismo	anger	0.156
coop	coop	anger	0.156
forearm	antebrazo	anger	0.156
uncertain	incerto	anger	0.152
bee	abella	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	implicación	anger	0.152
disinformation	desinformación	anger	0.152
attorney	avogado	anger	0.152
underpaid	inadimplentes	anger	0.152
pretending	finxindo	anger	0.152
campaigning	campaña	anger	0.151
hopelessness	desesperanza	anger	0.149
feeling	sentimento	anger	0.147
legalized	legalizado	anger	0.145
caution	precaución	anger	0.145
subsidy	subvención	anger	0.141
obliging	obrigando	anger	0.141
morals	moral	anger	0.141
sterling	esterlina	anger	0.141
wimpy	wimpy	anger	0.140
bummer	borrar	anger	0.139
misspell	corrección ortográfica	anger	0.136
saloon	salón	anger	0.136
repay	pagar	anger	0.136
blemish	mancha	anger	0.136
surcharge	recargo	anger	0.136
geez	geez	anger	0.136
birch	bidueiro	anger	0.135
noob	novato	anger	0.133
honk	honk	anger	0.133
orchestra	Orquestra	anger	0.132
competitive	competitivo	anger	0.125
wireless	sen fíos	anger	0.125
standstill	paralización	anger	0.125
mosque	mesquita	anger	0.122
reversal	reversión	anger	0.121
inattention	inatención	anger	0.121
lace	encaixe	anger	0.118
elbow	cóbado	anger	0.117
instinctive	instintivo	anger	0.112
chant	canto	anger	0.111
lonely	solitario	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerar	anger	0.106
management	xestión	anger	0.102
advocacy	advocacy	anger	0.100
moral	moral	anger	0.094
roadworks	obras de estradas	anger	0.091
honest	honesto	anger	0.087
forgetful	esquecible	anger	0.076
gent	xente	anger	0.076
liquor	licor	anger	0.075
money	diñeiro	anger	0.074
hood	capucha	anger	0.071
curriculum	currículo	anger	0.063
words	palabras	anger	0.062
smell	cheiro	anger	0.061
elf	elf	anger	0.061
playful	juguetón	anger	0.061
opera	ópera	anger	0.061
nurture	nutrir	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	conselleiro	anger	0.059
trumpet	trompeta	anger	0.059
birthplace	lugar de nacemento	anger	0.051
ribbon	cinta	anger	0.047
youth	mozos	anger	0.045
vote	votar	anger	0.045
cash	efectivo	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	celebridade	anger	0.026
autocorrect	corrección automática	anger	0.015
sisterhood	irmandade	anger	0.015
musical	musical	anger	0.011
