word	Persian-fa	emotion	emotion-intensity-score
restrain	محدود کردن	anger	0.484
oust	خروج	anger	0.484
litigious	مشروط	anger	0.484
rivalry	رقابت	anger	0.484
penalty	مجازات	anger	0.484
imprisoned	زندانی	anger	0.484
mocking	مسخره	anger	0.484
opposed	مخالف	anger	0.484
turbulence	آشفتگی	anger	0.483
pound	پوند	anger	0.481
coldness	سردی	anger	0.477
ungrateful	ناسپاس	anger	0.472
battalion	گردان	anger	0.471
stoopid	stoopid	anger	0.471
hostage	گروگان	anger	0.470
infidel	کافر	anger	0.470
ram	رم	anger	0.470
accuser	متهم	anger	0.470
gall	گال	anger	0.470
subversion	خرابکاری	anger	0.470
annoying	مزاحم	anger	0.470
adversity	بدبختی	anger	0.470
dispossessed	دفع شده	anger	0.470
friction	اصطکاک	anger	0.470
jealous	حسادت	anger	0.470
feudalism	فئودالیسم	anger	0.470
armament	تسلیحات	anger	0.470
thump	تکان دادن	anger	0.469
complain	شكايت كردن	anger	0.469
incite	تحریک	anger	0.469
steal	سرقت کن	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	نادیده گرفتن	anger	0.469
injury	صدمه	anger	0.469
simmer	بجوشد	anger	0.469
distress	پریشانی	anger	0.469
insanity	جنون	anger	0.469
selfish	خود خواه	anger	0.469
huff	عصبانی	anger	0.469
selfishness	خودخواهی	anger	0.469
backoff	بکش کنار	anger	0.469
plunder	غارت	anger	0.469
stifled	خفه شد	anger	0.469
subversive	خرابکاری	anger	0.469
exile	تبعید	anger	0.469
offense	توهین	anger	0.469
objection	اعتراض	anger	0.469
recidivism	تجدید حیات	anger	0.469
smother	خفه شو	anger	0.469
perpetrator	مجرم	anger	0.469
dislike	دوست نداشتن	anger	0.469
disruption	قطع	anger	0.469
intolerance	عدم تحمل	anger	0.469
opposition	اپوزیسیون	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	لیوان	anger	0.467
agony	آکنه	anger	0.465
arrogant	متکبر	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	تهویه	anger	0.456
elimination	حذف	anger	0.456
picketing	پیاده روی	anger	0.456
haughty	سرگردان	anger	0.456
troublesome	مشکل	anger	0.455
clamor	سر و صدا	anger	0.455
busted	بطری	anger	0.455
constraint	محدودیت	anger	0.455
crabby	خرچنگ	anger	0.455
veto	وتو	anger	0.455
stubbed	خرد شده	anger	0.455
mislead	گمراه کردن	anger	0.455
illicit	قاچاق	anger	0.455
dying	در حال مرگ	anger	0.455
grated	رنده شده	anger	0.455
idiocy	اشتباه	anger	0.455
illegality	غیرقانونی بودن	anger	0.455
flagrant	آشکار	anger	0.455
impermeable	غیر قابل نفوذ	anger	0.455
bad	بد	anger	0.453
despotism	استبداد	anger	0.453
usurped	غصب کرد	anger	0.453
godless	خدای ناکرده	anger	0.453
disagreeing	مخالفت کردن	anger	0.453
intense	شدید	anger	0.453
struggle	تقلا	anger	0.453
suppress	سرکوب کردن	anger	0.453
disapproving	ناراضی	anger	0.453
desist	دست کشیدن	anger	0.453
bayonet	سرنیزه	anger	0.453
displeased	ناراحت	anger	0.453
hysterical	هیستریک	anger	0.453
unlawful	غیرقانونی	anger	0.451
wrongly	اشتباه	anger	0.448
repellent	دافع	anger	0.442
wasted	هدر رفته	anger	0.441
foe	دشمن	anger	0.441
dishonor	ناامید کننده	anger	0.441
wrongful	اشتباه	anger	0.441
psychosis	روانپریشی	anger	0.441
aversion	ناامیدی	anger	0.440
punitive	مجازات	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	دستکش	anger	0.439
effigy	عینک	anger	0.439
schism	شقاق	anger	0.439
ultimatum	اولتیماتوم	anger	0.439
upset	ناراحت	anger	0.439
worthless	بی ارزش	anger	0.438
deny	انکار	anger	0.438
ransom	فدیه	anger	0.438
fugitive	فراری	anger	0.438
deleterious	زیان آور	anger	0.438
stupidity	حماقت	anger	0.438
abandonment	رها کردن	anger	0.438
mucked	مخرب	anger	0.438
separatist	جدایی طلب	anger	0.438
irritation	تحریک	anger	0.438
oblivion	فراموشی	anger	0.437
segregate	جدا کردن	anger	0.437
payback	بازپرداخت	anger	0.436
incongruous	ناهمخوان	anger	0.435
eviction	اخراج	anger	0.435
collusion	تبانی	anger	0.432
rob	غارت	anger	0.431
infidelity	خیانت	anger	0.429
ravenous	بسیار گرسنه	anger	0.429
overrun	سرازیر شدن	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	پیشگام	anger	0.426
martial	رزمی	anger	0.426
painful	دردناک	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	بی اعتقاد	anger	0.426
rejection	طرد شدن	anger	0.426
defense	دفاع	anger	0.425
powerful	قدرتمند	anger	0.424
censor	سانسور	anger	0.424
indecency	ناخوشایند	anger	0.424
fraudulent	جعلی	anger	0.424
gonorrhea	سوزاک	anger	0.424
fallacious	اشتباه	anger	0.424
concealment	پنهان کردن	anger	0.424
greed	طمع	anger	0.424
disobedience	نافرمانی	anger	0.424
fuss	سر و صدا	anger	0.424
enforce	اعمال	anger	0.424
banger	آبرنگ	anger	0.424
commotion	تعجب	anger	0.424
defraud	فريب دادن	anger	0.424
discontent	نارضایتی	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	ناراحتی	anger	0.424
barb	خرچنگ	anger	0.422
banishment	تبعید	anger	0.422
sedition	فتنه	anger	0.422
misrepresented	اشتباه است	anger	0.422
snubbed	snubbed	anger	0.422
penetration	نفوذ	anger	0.422
cracked	ترک خورده	anger	0.422
annoyance	ناراحتی	anger	0.422
duel	دوئل	anger	0.422
penitentiary	مجازات	anger	0.422
sarcasm	طعنه	anger	0.422
deportation	تبعید	anger	0.422
nettle	گزنه	anger	0.422
scar	جای زخم	anger	0.422
bang	انفجار	anger	0.422
cur	کنجکاو	anger	0.422
blatant	انعطاف پذیر	anger	0.420
force	زور	anger	0.418
perverse	انحراف	anger	0.415
wring	پیچ خوردن	anger	0.415
bastion	بسکتبال	anger	0.413
grim	ترسناک	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	فرومایگی	anger	0.412
tiff	تیف	anger	0.412
moody	خنده دار	anger	0.412
hunting	شکار	anger	0.411
indenture	انعطاف پذیری	anger	0.410
sham	شام	anger	0.409
squelch	فشار دادن	anger	0.409
awful	خیلی بد و ناخوشایند	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	پیوستن	anger	0.409
contradict	متناقض است	anger	0.409
supremacy	برتری	anger	0.409
sneak	دزدکی حرکت کردن	anger	0.409
cantwin	cantwin	anger	0.409
reproach	سرزنش	anger	0.409
compulsion	اجبار	anger	0.409
inept	بی منطق	anger	0.409
blockade	محاصره	anger	0.409
detainee	بازداشت شدگان	anger	0.409
forfeit	ضمانت	anger	0.409
disappoint	ناامید	anger	0.409
lying	دروغ گویی	anger	0.408
epidemic	بیماری همه گیر	anger	0.406
tremor	لرزش	anger	0.406
rail	ریل	anger	0.406
onerous	ناراحت کننده	anger	0.406
cacophony	جادوگری	anger	0.406
unthinkable	غیر قابل تصور است	anger	0.406
forsaken	رها شده	anger	0.406
delusion	توهم	anger	0.406
wrongdoing	اشتباه	anger	0.406
badger	گرگ	anger	0.406
antipathy	انزجار	anger	0.406
inequality	نابرابری	anger	0.406
nuisance	مزاحمت	anger	0.406
scrapie	تکه تکه	anger	0.406
wop	ووپ	anger	0.406
arguments	استدلال	anger	0.404
affront	اعتراض	anger	0.403
traumatic	پس از سانحه	anger	0.402
libel	تقصیر	anger	0.400
sodding	داد زدن	anger	0.400
annoys	عصبانی می شود	anger	0.400
watchout	مواظب باش	anger	0.398
soslow	soslow	anger	0.398
frenetic	فریبنده	anger	0.397
remiss	اشتباه	anger	0.397
barge	بارج	anger	0.396
howl	صدای جیر جیر	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	بوکس	anger	0.394
untoward	بی نظیر	anger	0.394
extinguish	خاموش می شود	anger	0.394
keyed	کلید	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	نادیده گرفتن	anger	0.394
illegal	غیر مجاز	anger	0.394
rabble	خرگوش	anger	0.394
actionable	عملی است	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	تقلب	anger	0.394
sue	شکایت کنید	anger	0.394
unfriendly	غیر دوستانه	anger	0.394
confiscate	مصادره	anger	0.394
brimstone	سنگ قبر	anger	0.392
argh	آره	anger	0.391
pique	پیکه	anger	0.391
recklessness	بی پرواگی	anger	0.391
earthquake	زمين لرزه	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	انحلال	anger	0.391
rigged	جعلی	anger	0.391
disagree	مخالف بودن	anger	0.389
lawsuit	طرح دعوی در دادگاه	anger	0.386
disused	استفاده نکردن	anger	0.382
immorality	بد اخلاقی	anger	0.382
despair	ناامیدی	anger	0.382
difficulty	مشکل	anger	0.379
incurable	ناخوشایند	anger	0.379
touchy	حساس	anger	0.379
coerce	مجازات	anger	0.379
sizzle	صدای جیر جیر	anger	0.379
rifle	تفنگ	anger	0.379
falsification	تحریف	anger	0.379
pokes	پوکر	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	درد دارد	anger	0.379
picket	جادوگر	anger	0.378
concussion	ضربه محکم و ناگهانی	anger	0.377
pessimism	بدبینی	anger	0.375
pitfall	افتادن	anger	0.375
infantile	نوزادان	anger	0.375
disillusionment	سرخوردگی	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	شبه نظامی	anger	0.375
remand	بازداشت	anger	0.375
faulty	معیوب	anger	0.375
cannon	توپ	anger	0.375
rawr	خیر	anger	0.375
sly	باهوش	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	بی نظمی	anger	0.371
distressing	ناراحت کننده	anger	0.371
inhibit	مهار	anger	0.371
vindicate	واکنش نشان دادن	anger	0.371
schizophrenia	جنون جوانی	anger	0.369
skewed	تکان دهنده	anger	0.368
disreputable	ناامید کننده	anger	0.368
forbidding	ممنوعیت	anger	0.368
conquest	فتح	anger	0.367
bark	پارس سگ	anger	0.365
leukemia	لوسمی	anger	0.365
barks	خرگوش	anger	0.364
burke	برک	anger	0.364
challenge	چالش	anger	0.364
disapprove	تایید نشد	anger	0.364
unhappy	ناراضی	anger	0.364
retarded	عقب مانده	anger	0.364
warrior	جنگجو	anger	0.364
belt	کمربند	anger	0.364
controversial	بحث برانگیز	anger	0.359
opinionated	اعتماد به نفس	anger	0.359
paucity	کمبود	anger	0.359
broken	شکسته شده	anger	0.359
litigate	شکایت کردن	anger	0.359
polemic	بحث و گفتگو	anger	0.359
aftermath	پس از آن	anger	0.359
disliked	دوست نداشتن	anger	0.359
loudness	صدای بلند	anger	0.359
restriction	محدودیت	anger	0.359
cad	کاد	anger	0.359
sectarian	فرقه ای	anger	0.359
incompetence	بی کفایتی	anger	0.359
interrupting	قطع کردن	anger	0.358
fussy	ایراد گیر	anger	0.357
wench	گول زدن	anger	0.353
misbehavior	بد رفتاری	anger	0.351
gruff	خشن	anger	0.351
remove	برداشتن	anger	0.351
brat	برات	anger	0.351
scarcity	کمبود	anger	0.350
losing	از دست دادن	anger	0.349
pest	آفت	anger	0.348
defect	کاستی	anger	0.348
hardened	سخت است	anger	0.348
deserted	ترک	anger	0.348
lie	دروغ	anger	0.348
retract	عقب کشیدن	anger	0.348
untrustworthy	غیر قابل اعتماد	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ناامید	anger	0.348
disagreement	اختلاف نظر	anger	0.348
stigma	شرم آور	anger	0.348
ulcer	زخم	anger	0.348
bias	تعصب	anger	0.345
negation	نفی	anger	0.344
antisocial	ضد اجتماعی	anger	0.344
evade	فرار کن	anger	0.344
shoddy	خرابکاری	anger	0.344
bothering	مزاحم	anger	0.344
impotence	ناتوانی جنسی	anger	0.344
shaky	تکان دهنده	anger	0.344
misleading	گمراه کننده	anger	0.344
stripped	خرد شده	anger	0.344
disclaim	سلب مسئولیت	anger	0.344
unsettled	ناامید شده	anger	0.344
anxiety	اضطراب	anger	0.344
stingy	خجالتی	anger	0.344
deterioration	زوال	anger	0.344
pirate	دزد دریایی	anger	0.344
unreliable	غیر قابل اعتماد	anger	0.344
interminable	ناپایدار	anger	0.343
disease	مرض	anger	0.341
meddle	دخالت	anger	0.341
warp	پیچش	anger	0.340
averse	مخالف	anger	0.338
infamous	بدنام	anger	0.338
alcoholism	مشروبات الکلی	anger	0.338
row	ردیف	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	بیمار	anger	0.333
encumbrance	غرامت	anger	0.333
scorpion	عقرب	anger	0.333
illegitimate	نامشروع	anger	0.333
witchcraft	جادوگری	anger	0.333
interrupt	وقفه	anger	0.333
paralyzed	فلج شده	anger	0.333
sinner	گناهکار	anger	0.331
hulk	هولک	anger	0.329
inconsiderate	بی توجهی	anger	0.329
phony	جعلی	anger	0.328
spammers	اسپم ها	anger	0.328
dashed	قطعه قطعه	anger	0.328
disqualified	رد صلاحیت شد	anger	0.328
fib	فیبر	anger	0.328
hiss	شگفت انگیز	anger	0.328
brrr	brrr	anger	0.328
resisting	مقاومت در برابر	anger	0.328
victim	قربانی	anger	0.328
scapegoat	چرت زدن	anger	0.328
tighten	سفت کن	anger	0.328
opponent	حریف	anger	0.328
crusade	جنگ صلیبی	anger	0.328
dislocated	جابجایی	anger	0.328
grumpy	بد خلق	anger	0.328
prohibited	ممنوع	anger	0.328
inappropriate	نامناسب	anger	0.324
haye	هه	anger	0.324
loss	از دست دادن	anger	0.324
eschew	فرار کن	anger	0.324
trickery	حیله گری	anger	0.324
neglected	غفلت	anger	0.324
canker	شکنجه	anger	0.323
queues	صف ها	anger	0.318
muff	کوپلینگ	anger	0.318
crunch	خراب کردن	anger	0.318
duplicity	دوگانگی	anger	0.318
criticism	انتقاد	anger	0.318
shriek	گریه کن	anger	0.316
depreciate	از بین بردن	anger	0.315
poverty	فقر	anger	0.312
chaff	چاقو	anger	0.312
dupe	دیوانه	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	اخراج	anger	0.312
mortality	مرگ و میر	anger	0.312
deflate	دفع کردن	anger	0.312
carelessness	سهل انگاری	anger	0.312
dumps	رها کردن	anger	0.312
revving	رانندگی	anger	0.309
disallowed	ممنوع	anger	0.308
thoughtless	بی فکری	anger	0.307
boisterous	شگفت انگیز	anger	0.307
burial	خاکسپاری	anger	0.304
theocratic	دینی	anger	0.303
wince	از بین بردن	anger	0.303
sullen	مرده	anger	0.303
involution	مهندسی	anger	0.300
senseless	بدون احساس	anger	0.297
stalemate	استالامات	anger	0.297
depreciated	تخفیف	anger	0.297
wasteful	بی فایده	anger	0.297
hoax	دروغ گفتن	anger	0.297
misuse	سوء استفاده	anger	0.297
getyourown	سهم خودتو بردار	anger	0.297
taxed	مالیات می گیرد	anger	0.297
depressed	افسرده	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	فلج	anger	0.295
displaced	آواره	anger	0.294
limited	محدود	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	اورک	anger	0.289
ridiculous	مسخره	anger	0.289
teasing	اذیت کردن	anger	0.288
sharpen	تیز کردن	anger	0.288
react	واکنش نشان می دهند	anger	0.288
presumptuous	محتاطانه	anger	0.288
spine	ستون فقرات	anger	0.288
homeless	بی خانمان	anger	0.288
hoot	هوت	anger	0.287
twitchy	تکان دهنده	anger	0.287
barrier	مانع	anger	0.287
myopia	نزدیک بینی	anger	0.283
contraband	قاچاق	anger	0.281
disconnects	قطع می شود	anger	0.281
spam	هرزنامه ها	anger	0.281
lagging	عقب ماندگی	anger	0.281
shiver	لرزیدن	anger	0.281
agh	آه	anger	0.281
restitution	بازپرداخت	anger	0.281
flexin	flexin	anger	0.281
incompatible	ناسازگار	anger	0.281
delinquent	بزهکار	anger	0.281
noncompliance	عدم انطباق	anger	0.279
troll	ترول	anger	0.279
buffering	بافر	anger	0.279
unfairness	ناعادلانه	anger	0.279
foray	پیشاپیش	anger	0.279
nether	پایین تر	anger	0.278
bugaboo	بوگابو	anger	0.273
immaturity	نارسایی	anger	0.273
bogus	جعلی	anger	0.273
uncaring	انکار کردن	anger	0.273
shock	شوکه شدن	anger	0.269
feisty	رطوبت	anger	0.269
defendant	مدافع	anger	0.266
latent	پنهان	anger	0.266
rapping	رپ	anger	0.266
pry	سرزنده	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	خرس	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	بی فایده	anger	0.266
quandary	ناهموار	anger	0.266
inconvenient	نامناسب	anger	0.266
feminism	فمینیسم	anger	0.266
humbug	هامبورگ	anger	0.266
interrupts	قطع می شود	anger	0.265
fluctuation	نوسان	anger	0.265
exaggerate	اغراق آمیز	anger	0.263
lose	از دست دادن	anger	0.261
patter	خنده دار	anger	0.258
tease	کسی را دست انداختن	anger	0.258
furnace	کوره	anger	0.258
stone	سنگ	anger	0.258
shoplifting	فروشگاه اینترنتی	anger	0.258
soldier	سرباز	anger	0.258
incompetent	بی عیب و نقص	anger	0.257
indoctrination	تعلیم و تربیت	anger	0.255
skid	اسکید	anger	0.250
notoriety	بدبختی	anger	0.250
falsehood	دروغ	anger	0.250
untrue	اشتباه	anger	0.250
mastery	تسلط بر	anger	0.250
tripping	ترک کردن	anger	0.250
nonsense	مزخرف	anger	0.250
unfollow	دنبال کردن	anger	0.250
noisy	پر سر و صدا	anger	0.250
pouting	آشفتگی	anger	0.250
cane	نیشکر	anger	0.250
