word	Maltese-mt	emotion	emotion-intensity-score
exile	eżilju	anger	0.469
offense	reat	anger	0.469
objection	oġġezzjoni	anger	0.469
recidivism	reċidività	anger	0.469
smother	smother	anger	0.469
perpetrator	awtur	anger	0.469
dislike	dislike	anger	0.469
disruption	tfixkil	anger	0.469
intolerance	intolleranza	anger	0.469
opposition	oppożizzjoni	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	agunija	anger	0.465
arrogant	arroganti	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	eliminazzjoni	anger	0.456
picketing	picketing	anger	0.456
haughty	haughty	anger	0.456
troublesome	inkwetanti	anger	0.455
clamor	clamor	anger	0.455
busted	maqtul	anger	0.455
constraint	restrizzjoni	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	tqarraq	anger	0.455
illicit	illiċitu	anger	0.455
dying	tmut	anger	0.455
grated	maħkuk	anger	0.455
idiocy	idiocy	anger	0.455
illegality	illegalità	anger	0.455
flagrant	flagranti	anger	0.455
impermeable	impermeabbli	anger	0.455
bad	ħżiena	anger	0.453
despotism	despotiżmu	anger	0.453
usurped	użurpati	anger	0.453
godless	godless	anger	0.453
disagreeing	ma taqbilx	anger	0.453
intense	intensa	anger	0.453
struggle	ġlieda	anger	0.453
suppress	trażżan	anger	0.453
disapproving	diżapprovazzjoni	anger	0.453
desist	tieqaf	anger	0.453
bayonet	bayonet	anger	0.453
displeased	displeased	anger	0.453
hysterical	storiċi	anger	0.453
unlawful	illegali	anger	0.451
wrongly	ħażin	anger	0.448
repellent	ripellant	anger	0.442
wasted	moħli	anger	0.441
foe	foe	anger	0.441
dishonor	diżonor	anger	0.441
wrongful	illegali	anger	0.441
psychosis	psikosi	anger	0.441
aversion	aversjoni	anger	0.440
punitive	punittivi	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effiġija	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	imdejjaq	anger	0.439
worthless	mingħajr valur	anger	0.438
deny	tiċħad	anger	0.438
ransom	fidwa	anger	0.438
fugitive	klandestina	anger	0.438
deleterious	deleterjuż	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	abbandun	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	irritazzjoni	anger	0.438
oblivion	oblivion	anger	0.437
segregate	segregat	anger	0.437
payback	ħlas lura	anger	0.436
incongruous	inkongruwenti	anger	0.435
eviction	żgumbrament	anger	0.435
collusion	kollużjoni	anger	0.432
rob	rob	anger	0.431
infidelity	infedeltà	anger	0.429
ravenous	ravenous	anger	0.429
overrun	qbiż	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	marzjali	anger	0.426
painful	uġigħ	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	inkredibbli	anger	0.426
rejection	ċaħda	anger	0.426
defense	difiża	anger	0.425
powerful	qawwija	anger	0.424
censor	ċensura	anger	0.424
indecency	indecency	anger	0.424
fraudulent	frawdolenti	anger	0.424
gonorrhea	gonorrea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	ħabi	anger	0.424
greed	regħba	anger	0.424
disobedience	diżubbidjenza	anger	0.424
fuss	fuss	anger	0.424
enforce	jinfurzaw	anger	0.424
banger	barger	anger	0.424
commotion	tħassib	anger	0.424
defraud	frodi	anger	0.424
discontent	skuntentizza	anger	0.424
unsympathetic	mhux simpatetiku	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	tbegħid	anger	0.422
sedition	sedizzjoni	anger	0.422
misrepresented	irrappreżentat ħażin	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetrazzjoni	anger	0.422
cracked	maqsum	anger	0.422
annoyance	dwejjaq	anger	0.422
duel	duel	anger	0.422
penitentiary	penitenza	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportazzjoni	anger	0.422
nettle	ħurrieq	anger	0.422
scar	ċikatriċi	anger	0.422
bang	bang	anger	0.422
cur	kur	anger	0.422
blatant	sfaċċat	anger	0.420
force	forza	anger	0.418
perverse	pervers	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	skura	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	burdata	anger	0.412
hunting	kaċċa	anger	0.411
indenture	indenture	anger	0.410
sham	fittizja	anger	0.409
squelch	squelch	anger	0.409
awful	orribbli	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	jimplikaw	anger	0.409
contradict	jikkontradixxu	anger	0.409
supremacy	supremazija	anger	0.409
sneak	Sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	kritika	anger	0.409
compulsion	kompulsjoni	anger	0.409
inept	inept	anger	0.409
blockade	imblokk	anger	0.409
detainee	detenut	anger	0.409
forfeit	mitlufa	anger	0.409
disappoint	jiddiżappunta	anger	0.409
lying	mimdud	anger	0.408
epidemic	epidemija	anger	0.406
tremor	rogħda	anger	0.406
rail	ferrovija	anger	0.406
onerous	oneruż	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	impensabbli	anger	0.406
forsaken	forsaken	anger	0.406
delusion	delużjoni	anger	0.406
wrongdoing	imġiba ħażina	anger	0.406
badger	badger	anger	0.406
antipathy	antipatija	anger	0.406
inequality	inugwaljanza	anger	0.406
nuisance	inkonvenjent	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumenti	anger	0.404
affront	affront	anger	0.403
traumatic	trawmatiku	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	għassa	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetiku	anger	0.397
remiss	remiss	anger	0.397
barge	barkun	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxing	anger	0.394
untoward	mhux mixtieqa	anger	0.394
extinguish	jitfu	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nuqqas ta 'rispett	anger	0.394
illegal	illegali	anger	0.394
rabble	rabble	anger	0.394
actionable	azzjonabbli	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	frodi	anger	0.394
sue	sue	anger	0.394
unfriendly	mhux favorevoli	anger	0.394
confiscate	jikkonfiskaw	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	traskuraġni	anger	0.391
earthquake	terrimot	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	xoljiment	anger	0.391
rigged	armati	anger	0.391
disagree	ma jaqblux	anger	0.389
lawsuit	lawsuit	anger	0.386
disused	mhux użata	anger	0.382
immorality	immoralità	anger	0.382
despair	disprament	anger	0.382
difficulty	diffikultà	anger	0.379
incurable	inkurabbli	anger	0.379
touchy	touchy	anger	0.379
coerce	il-ġlied	anger	0.379
sizzle	sizzle	anger	0.379
rifle	xkubetta	anger	0.379
falsification	falsifikazzjoni	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	fil-griżmejn	anger	0.379
picket	picket	anger	0.378
concussion	konkussjoni	anger	0.377
pessimism	pessimiżmu	anger	0.375
pitfall	iżvantaġġ	anger	0.375
infantile	tfal	anger	0.375
disillusionment	diżillużjoni	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milizzji	anger	0.375
remand	reklutaġġ	anger	0.375
faulty	difettuż	anger	0.375
cannon	kanun	anger	0.375
rawr	rawr	anger	0.375
sly	daqsxejn	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotiżmu	anger	0.371
distressing	dwejjaq	anger	0.371
inhibit	jinibixxu	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	skizofrenija	anger	0.369
skewed	maqlugħ	anger	0.368
disreputable	irrekuperabbli	anger	0.368
forbidding	projbizzjoni	anger	0.368
conquest	konkwista	anger	0.367
bark	qoxra	anger	0.365
leukemia	lewkimja	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	sfida	anger	0.364
disapprove	ma japprovax	anger	0.364
unhappy	kuntenti	anger	0.364
retarded	imdewwem	anger	0.364
warrior	gwerrier	anger	0.364
belt	ċinturin	anger	0.364
controversial	kontroversjali	anger	0.359
opinionated	opinjonata	anger	0.359
paucity	ftit li xejn	anger	0.359
broken	imkisser	anger	0.359
litigate	litigate	anger	0.359
polemic	polemika	anger	0.359
aftermath	konsegwenzi	anger	0.359
disliked	ma kellhiex	anger	0.359
loudness	qawwa	anger	0.359
restriction	restrizzjoni	anger	0.359
cad	cad	anger	0.359
sectarian	settariċi	anger	0.359
incompetence	inkompetenza	anger	0.359
interrupting	interruzzjoni	anger	0.358
fussy	mħawda	anger	0.357
wench	wench	anger	0.353
misbehavior	imġieba ħażina	anger	0.351
gruff	gruff	anger	0.351
remove	neħħi	anger	0.351
brat	Brat	anger	0.351
scarcity	iskarsezza	anger	0.350
losing	jitilfu	anger	0.349
pest	pesti	anger	0.348
defect	difett	anger	0.348
hardened	imwebbes	anger	0.348
deserted	abbandunat	anger	0.348
lie	jinsabu	anger	0.348
retract	tinġibed lura	anger	0.348
untrustworthy	mhux affidabbli	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	diżappuntat	anger	0.348
disagreement	nuqqas ta 'qbil	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulċera	anger	0.348
bias	preġudizzju	anger	0.345
negation	negazzjoni	anger	0.344
antisocial	antisoċjali	anger	0.344
evade	jevadu	anger	0.344
shoddy	shoddy	anger	0.344
bothering	bothering	anger	0.344
impotence	impotenza	anger	0.344
shaky	dgħajfa	anger	0.344
misleading	qarrieqa	anger	0.344
stripped	imqaxxar	anger	0.344
disclaim	ċaħda	anger	0.344
unsettled	mhux issettjat	anger	0.344
anxiety	ansjetà	anger	0.344
stingy	stingy	anger	0.344
deterioration	deterjorament	anger	0.344
pirate	pirata	anger	0.344
unreliable	mhux affidabbli	anger	0.344
interminable	interminabbli	anger	0.343
disease	marda	anger	0.341
meddle	jinfirxu	anger	0.341
warp	medd	anger	0.340
averse	averse	anger	0.338
infamous	infami	anger	0.338
alcoholism	alkoħoliżmu	anger	0.338
row	ringiela	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	morda	anger	0.333
encumbrance	indeboliment	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	illeġittimu	anger	0.333
witchcraft	witchcraft	anger	0.333
interrupt	interrompa	anger	0.333
paralyzed	paralizzati	anger	0.333
sinner	sinner	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	inkonsiderata	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	marret	anger	0.328
disqualified	skwalifikat	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	jirreżisti	anger	0.328
victim	vittma	anger	0.328
scapegoat	tifħir	anger	0.328
tighten	issikka	anger	0.328
opponent	avversarju	anger	0.328
crusade	kruata	anger	0.328
dislocated	dislokat	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	ipprojbit	anger	0.328
inappropriate	mhux xieraq	anger	0.324
haye	haye	anger	0.324
loss	telf	anger	0.324
eschew	jevitaw	anger	0.324
trickery	trickery	anger	0.324
neglected	traskurat	anger	0.324
canker	kankru	anger	0.323
queues	kjuwijiet	anger	0.318
muff	muff	anger	0.318
crunch	kriżi	anger	0.318
duplicity	duplikazzjoni	anger	0.318
criticism	kritika	anger	0.318
shriek	shriek	anger	0.316
depreciate	deprezzat	anger	0.315
poverty	faqar	anger	0.312
chaff	karfa	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	tkeċċija	anger	0.312
mortality	mortalità	anger	0.312
deflate	deflate	anger	0.312
carelessness	traskuraġni	anger	0.312
dumps	miżbliet	anger	0.312
revving	revving	anger	0.309
disallowed	mhux permess	anger	0.308
thoughtless	mingħajr ħsieb	anger	0.307
boisterous	boisterous	anger	0.307
burial	dfin	anger	0.304
theocratic	theocratic	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involuta	anger	0.300
senseless	bla sens	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	deprezzat	anger	0.297
wasteful	ħela	anger	0.297
hoax	ingann	anger	0.297
misuse	użu ħażin	anger	0.297
getyourown	getyourown	anger	0.297
taxed	intaxxat	anger	0.297
depressed	depress	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paraliżi	anger	0.295
displaced	spostati	anger	0.294
limited	limitat	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridikolu	anger	0.289
teasing	teasing	anger	0.288
sharpen	tiffoka aktar	anger	0.288
react	tirreaġixxi	anger	0.288
presumptuous	preżuntiva	anger	0.288
spine	sinsla	anger	0.288
homeless	bla dar	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barriera	anger	0.287
myopia	mijopija	anger	0.283
contraband	kontrabandu	anger	0.281
disconnects	skonnettja	anger	0.281
spam	spam	anger	0.281
lagging	li għadhom lura	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	restituzzjoni	anger	0.281
flexin	flexin	anger	0.281
incompatible	inkompatibbli	anger	0.281
delinquent	delinkwenti	anger	0.281
noncompliance	nuqqas ta 'konformità	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	inġustizzja	anger	0.279
foray	foray	anger	0.279
nether	nieqsa	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturità	anger	0.273
bogus	foloz	anger	0.273
uncaring	invalidi	anger	0.273
shock	xokk	anger	0.269
feisty	feisty	anger	0.269
defendant	konvenut	anger	0.266
latent	latenti	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ibatu	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	ma jaħdimx	anger	0.266
quandary	klemenza	anger	0.266
inconvenient	inkonvenjenti	anger	0.266
feminism	femminiżmu	anger	0.266
humbug	umbug	anger	0.266
interrupts	interruzzjonijiet	anger	0.265
fluctuation	varjazzjoni	anger	0.265
exaggerate	eżaġerat	anger	0.263
lose	jitilfu	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	forn	anger	0.258
stone	ġebla	anger	0.258
shoplifting	ħanut tal-ħwienet	anger	0.258
soldier	suldat	anger	0.258
incompetent	inkompetenti	anger	0.257
indoctrination	indokrinazzjoni	anger	0.255
skid	skid	anger	0.250
notoriety	notorjetà	anger	0.250
falsehood	falsità	anger	0.250
untrue	mhux vera	anger	0.250
mastery	padrunanza	anger	0.250
tripping	trippjar	anger	0.250
nonsense	bluħa	anger	0.250
unfollow	mhux segwit	anger	0.250
noisy	storbjuż	anger	0.250
pouting	pouting	anger	0.250
cane	tal-kannamieli	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rokit	anger	0.250
complicate	ikkomplika	anger	0.250
socialist	soċjalista	anger	0.250
lawyer	Avukat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	fenced	anger	0.242
obstacle	ostaklu	anger	0.242
halter	daqqa	anger	0.242
witch	saħħara	anger	0.242
vampire	vampire	anger	0.242
detract	tnaqqas	anger	0.242
ringer	Ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	ġuħ	anger	0.235
recession	riċessjoni	anger	0.234
lava	lava	anger	0.234
shell	qoxra	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariffa	anger	0.234
failing	fin-nuqqas	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politika	anger	0.234
undesirable	mhux mixtieqa	anger	0.231
darkness	dlam	anger	0.227
versus	kontra	anger	0.227
resign	tirriżenja	anger	0.227
copycat	copycat	anger	0.227
soaked	mxarrba	anger	0.226
unfulfilled	mhux milħuq	anger	0.225
abandoned	abbandunat	anger	0.222
bankruptcy	falliment	anger	0.221
owing	minħabba	anger	0.221
unattainable	mhux sostenibbli	anger	0.221
unhelpful	mhux ta 'għajnuna	anger	0.219
twitching	twitching	anger	0.219
confusion	konfużjoni	anger	0.219
mosquito	nemus	anger	0.219
warden	gwardjan	anger	0.219
misconception	kunċett żbaljat	anger	0.219
compress	kkompressat	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	għodda	anger	0.219
nosey	mimlija	anger	0.213
overpriced	imprezzabbli	anger	0.212
harry	Harry	anger	0.212
shortage	nuqqas	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	pussess	anger	0.206
desert	deżert	anger	0.206
pout	pout	anger	0.203
uninvited	mhux ivvizzjat	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	ineffiċjenti	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	mhux imħallas	anger	0.203
backbone	sinsla tad-dahar	anger	0.203
sentence	sentenza	anger	0.203
powerless	impotenti	anger	0.203
court	qorti	anger	0.199
endless	bla tmiem	anger	0.198
adverts	reklami	anger	0.197
delay	dewmien	anger	0.197
misstatement	dikjarazzjoni żbaljata	anger	0.197
distracted	distratt	anger	0.197
misunderstanding	nuqqas ta 'ftehim	anger	0.195
excite	eċitati	anger	0.191
inadmissible	inammissibbli	anger	0.191
lightning	sajjetti	anger	0.189
incase	fil-kas	anger	0.188
preclude	tipprekludi	anger	0.188
insecure	mhux siguri	anger	0.188
mournful	mournful	anger	0.188
rating	klassifikazzjoni	anger	0.182
mistress	mistress	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	attur	anger	0.182
insist	tinsisti	anger	0.182
distracting	jfixkluh	anger	0.182
opium	opju	anger	0.180
willful	intenzjonat	anger	0.176
deserve	jistħoqqilhom	anger	0.176
insists	jinsisti	anger	0.175
treat	jittratta	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	suf	anger	0.172
fee	tariffa	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	liberazzjoni	anger	0.172
excitation	eċitazzjoni	anger	0.172
hormonal	ormonali	anger	0.172
mighty	mighty	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	inugwali	anger	0.167
insufficiency	insuffiċjenza	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	negozjar	anger	0.167
mule	mule	anger	0.167
insignificant	insinifikanti	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indifferenza	anger	0.156
rheumatism	rewmatiżmu	anger	0.156
coop	coop	anger	0.156
forearm	driegħ	anger	0.156
uncertain	inċerti	anger	0.152
bee	naħla	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	involviment	anger	0.152
disinformation	diżinformazzjoni	anger	0.152
attorney	prokuratur	anger	0.152
underpaid	mhux imħallsa	anger	0.152
pretending	feint	anger	0.152
campaigning	kampanji	anger	0.151
hopelessness	nuqqas ta 'tfulija	anger	0.149
feeling	tħossok	anger	0.147
legalized	legalizzat	anger	0.145
caution	kawtela	anger	0.145
subsidy	sussidju	anger	0.141
obliging	jobbligaw	anger	0.141
morals	morali	anger	0.141
sterling	sterlina	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	lura	anger	0.136
blemish	tbajja	anger	0.136
surcharge	soprataxxa	anger	0.136
geez	geez	anger	0.136
birch	Birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkestra	anger	0.132
competitive	kompetittiv	anger	0.125
wireless	bla wajers	anger	0.125
standstill	waqfien	anger	0.125
mosque	moskea	anger	0.122
reversal	treġġigħ lura	anger	0.121
inattention	nuqqas ta 'attenzjoni	anger	0.121
lace	bizzilla	anger	0.118
elbow	minkeb	anger	0.117
instinctive	istintiv	anger	0.112
chant	Chant	anger	0.111
lonely	solitarju	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolleranza	anger	0.106
management	immaniġġjar	anger	0.102
advocacy	advocacy	anger	0.100
moral	morali	anger	0.094
roadworks	Xogħlijiet ta 'toroq	anger	0.091
honest	onest	anger	0.087
forgetful	tinsa	anger	0.076
gent	nies	anger	0.076
liquor	xorb alkoħoliku	anger	0.075
money	flus	anger	0.074
hood	barnuża	anger	0.071
curriculum	kurrikulu	anger	0.063
words	kliem	anger	0.062
smell	riħa	anger	0.061
elf	elf	anger	0.061
playful	jilgħab	anger	0.061
opera	opra	anger	0.061
nurture	nrawmu	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	konsulent	anger	0.059
trumpet	tromba	anger	0.059
birthplace	post fejn twieled	anger	0.051
ribbon	żigarella	anger	0.047
youth	żgħażagħ	anger	0.045
vote	votazzjoni	anger	0.045
cash	flus kontanti	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	ċelebrità	anger	0.026
autocorrect	awtokorrezzjoni	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	mużikali	anger	0.011
tree	siġra	anger	0.000
anticipation	antiċipazzjoni	anticipation	0.859
