word	Kurdish-ku	emotion	emotion-intensity-score
insanity	rûhnexweşî	anger	0.469
selfish	xwehez	anger	0.469
huff	huff	anger	0.469
selfishness	xweseriyê	anger	0.469
backoff	paşde	anger	0.469
plunder	hilweşînin	anger	0.469
stifled	xistin	anger	0.469
subversive	veguherîn	anger	0.469
exile	sirgûnkirinî	anger	0.469
offense	pelixandin	anger	0.469
objection	liberrabûnî	anger	0.469
recidivism	veguhestin	anger	0.469
smother	vetisîn	anger	0.469
perpetrator	sûcdar	anger	0.469
dislike	nefret dikin	anger	0.469
disruption	rawesta	anger	0.469
intolerance	neheqiyê	anger	0.469
opposition	liberrabû	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	êş	anger	0.465
arrogant	pozbilind	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	qûllik	anger	0.456
elimination	hilweşandin	anger	0.456
picketing	firotanê	anger	0.456
haughty	hêrs	anger	0.456
troublesome	tengahî	anger	0.455
clamor	xerîb	anger	0.455
busted	berbiçav	anger	0.455
constraint	asteng	anger	0.455
crabby	krîza	anger	0.455
veto	bersiva dijrabûn	anger	0.455
stubbed	til	anger	0.455
mislead	mislead	anger	0.455
illicit	neheq	anger	0.455
dying	dimirin	anger	0.455
grated	çêdibe	anger	0.455
idiocy	êzîdî	anger	0.455
illegality	neheqiyê	anger	0.455
flagrant	berbiçav	anger	0.455
impermeable	neheq	anger	0.455
bad	xerab	anger	0.453
despotism	nîjadperest	anger	0.453
usurped	xistin	anger	0.453
godless	bêheq	anger	0.453
disagreeing	nakokî	anger	0.453
intense	liserhev	anger	0.453
struggle	şerr	anger	0.453
suppress	bindestkirin	anger	0.453
disapproving	red kirin	anger	0.453
desist	berbiçav	anger	0.453
bayonet	xencer	anger	0.453
displeased	xemgîn	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	dijqanûn	anger	0.451
wrongly	xelet	anger	0.448
repellent	paşveavêt	anger	0.442
wasted	hilweşandin	anger	0.441
foe	xemgîniyê	anger	0.441
dishonor	neheq	anger	0.441
wrongful	neheq	anger	0.441
psychosis	psîkosyona	anger	0.441
aversion	dilnexwazî	anger	0.440
punitive	cezayê	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	kulikê	anger	0.439
effigy	bêhtir	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	hêrsandin	anger	0.439
worthless	bêqîmet	anger	0.438
deny	înkarkirin	anger	0.438
ransom	azadkirrîn	anger	0.438
fugitive	penaber	anger	0.438
deleterious	şaş	anger	0.438
stupidity	balûletî	anger	0.438
abandonment	berdan	anger	0.438
mucked	qirêj	anger	0.438
separatist	cudatiyê	anger	0.438
irritation	qehirandin	anger	0.438
oblivion	oblivion	anger	0.437
segregate	jihevkirin	anger	0.437
payback	payback	anger	0.436
incongruous	celeb	anger	0.435
eviction	qewitandinî	anger	0.435
collusion	berbiçav	anger	0.432
rob	şêlandin	anger	0.431
infidelity	nebawer	anger	0.429
ravenous	xilas	anger	0.429
overrun	jê derbasbûn	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	hêrs	anger	0.426
martial	şehîd	anger	0.426
painful	êşda	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neheq	anger	0.426
rejection	refz	anger	0.426
defense	parastinî	anger	0.425
powerful	erke	anger	0.424
censor	sansorvan	anger	0.424
indecency	neheq	anger	0.424
fraudulent	bêdeng	anger	0.424
gonorrhea	gonorrahiyê	anger	0.424
fallacious	hilweşîn	anger	0.424
concealment	veşartin	anger	0.424
greed	çavtengî	anger	0.424
disobedience	asêtî	anger	0.424
fuss	fuss	anger	0.424
enforce	dan qebûlkirin	anger	0.424
banger	banger	anger	0.424
commotion	diltengî	anger	0.424
defraud	xapandin	anger	0.424
discontent	nerazîbûnê	anger	0.424
unsympathetic	nexweşî	anger	0.424
exasperation	nerazîbûnê	anger	0.424
barb	barb	anger	0.422
banishment	destûr	anger	0.422
sedition	sedem	anger	0.422
misrepresented	şaş kirin	anger	0.422
snubbed	veşartî	anger	0.422
penetration	pêdivî ye	anger	0.422
cracked	şikandin	anger	0.422
annoyance	hêrs	anger	0.422
duel	duel	anger	0.422
penitentiary	penîtentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	jicîkirinî	anger	0.422
nettle	nettle	anger	0.422
scar	birîn	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	berbiçav	anger	0.420
force	cebir	anger	0.418
perverse	xerîb	anger	0.415
wring	şewitandin	anger	0.415
bastion	parçe	anger	0.413
grim	hêrsane	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	hunting	anger	0.411
indenture	îdeolojî	anger	0.410
sham	şam	anger	0.409
squelch	dorpêç	anger	0.409
awful	xofane	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	xuyakirin	anger	0.409
contradict	naqokîn	anger	0.409
supremacy	serketinî	anger	0.409
sneak	bixwarvekişîn	anger	0.409
cantwin	cantwin	anger	0.409
reproach	xemgîniyê	anger	0.409
compulsion	mecbûrî	anger	0.409
inept	şaş	anger	0.409
blockade	pêşgirtinî	anger	0.409
detainee	binçavkirin	anger	0.409
forfeit	derxistin	anger	0.409
disappoint	şaşhiştin	anger	0.409
lying	derew	anger	0.408
epidemic	nexweşîya zûbelav	anger	0.406
tremor	tiror	anger	0.406
rail	hesinê tirêne	anger	0.406
onerous	xerîb	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	hişnayê	anger	0.406
forsaken	hilweşandin	anger	0.406
delusion	şaş	anger	0.406
wrongdoing	çewtiyê	anger	0.406
badger	xerîb	anger	0.406
antipathy	antipathy	anger	0.406
inequality	newekheviyê	anger	0.406
nuisance	qeher	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argûman	anger	0.404
affront	pêşî	anger	0.403
traumatic	trawmatîk	anger	0.402
libel	fesadî	anger	0.400
sodding	sodding	anger	0.400
annoys	giran	anger	0.400
watchout	şîyar bin	anger	0.398
soslow	soslo	anger	0.398
frenetic	fransî	anger	0.397
remiss	bistînin	anger	0.397
barge	barbilindker	anger	0.396
howl	zûrîn	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxing	anger	0.394
untoward	neheq	anger	0.394
extinguish	vekin	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nehêlin	anger	0.394
illegal	neqanûnî	anger	0.394
rabble	rabûn	anger	0.394
actionable	çalak kirin	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	qelpezanî	anger	0.394
sue	dozkirin	anger	0.394
unfriendly	nedost	anger	0.394
confiscate	jidestgirtin	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	bêbaweriyê	anger	0.391
earthquake	erdhejî	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	hilweşandin	anger	0.391
rigged	xist	anger	0.391
disagree	lihevderneketin	anger	0.389
lawsuit	doz	anger	0.386
disused	nehêle	anger	0.382
immorality	neheqî	anger	0.382
despair	şaşmanî	anger	0.382
difficulty	astengî	anger	0.379
incurable	saxnabe	anger	0.379
touchy	xemgîn	anger	0.379
coerce	cebirkirin	anger	0.379
sizzle	sizzle	anger	0.379
rifle	tiving	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	birîn	anger	0.379
picket	paqij	anger	0.378
concussion	mejîleqî	anger	0.377
pessimism	pessimîzmê	anger	0.375
pitfall	zehf	anger	0.375
infantile	infantile	anger	0.375
disillusionment	bêhtir	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	mîlîtanên	anger	0.375
remand	remand	anger	0.375
faulty	xelet	anger	0.375
cannon	top	anger	0.375
rawr	rawr	anger	0.375
sly	qetya	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotîzmê	anger	0.371
distressing	tengahiyê	anger	0.371
inhibit	veguherînin	anger	0.371
vindicate	bingehkirin	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	şewitandin	anger	0.368
disreputable	neheq	anger	0.368
forbidding	qedexekirin	anger	0.368
conquest	dagirî	anger	0.367
bark	ewtînî	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	meydanxwazî	anger	0.364
disapprove	dilnerazîbûn	anger	0.364
unhappy	nebextîyar	anger	0.364
retarded	vekişandin	anger	0.364
warrior	şervan	anger	0.364
belt	qayiş	anger	0.364
controversial	nakokî	anger	0.359
opinionated	nirxandin	anger	0.359
paucity	kêmasî	anger	0.359
broken	şikestî	anger	0.359
litigate	dozkirin	anger	0.359
polemic	polemik	anger	0.359
aftermath	paşê	anger	0.359
disliked	nexwendin	anger	0.359
loudness	bilind e	anger	0.359
restriction	tengkirinî	anger	0.359
cad	kad	anger	0.359
sectarian	mezhebî	anger	0.359
incompetence	neheqiyê	anger	0.359
interrupting	asteng kirin	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	sûcdar	anger	0.351
gruff	gruff	anger	0.351
remove	dûrxistin	anger	0.351
brat	brat	anger	0.351
scarcity	kêmbûnê	anger	0.350
losing	winda dike	anger	0.349
pest	bela	anger	0.348
defect	zirar	anger	0.348
hardened	dijwar	anger	0.348
deserted	çêdike	anger	0.348
lie	derew	anger	0.348
retract	şûndekişandin	anger	0.348
untrustworthy	bêbawer	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	xemgîn kirin	anger	0.348
disagreement	nerrîngûherrîç nerrînferqî	anger	0.348
stigma	stigma	anger	0.348
ulcer	werm	anger	0.348
bias	bîr	anger	0.345
negation	neyînî	anger	0.344
antisocial	antisocial	anger	0.344
evade	jêzîvirrîn	anger	0.344
shoddy	qirêj	anger	0.344
bothering	xemgîniyê	anger	0.344
impotence	bêqûdretî	anger	0.344
shaky	şaş	anger	0.344
misleading	şaşrêkir	anger	0.344
stripped	veşartî	anger	0.344
disclaim	derxistin	anger	0.344
unsettled	nehêle	anger	0.344
anxiety	meraq	anger	0.344
stingy	stingy	anger	0.344
deterioration	xirabtirîn	anger	0.344
pirate	şêlevan	anger	0.344
unreliable	neheq	anger	0.344
interminable	berbiçav	anger	0.343
disease	nexweşî	anger	0.341
meddle	dakêşin	anger	0.341
warp	şerp	anger	0.340
averse	berbiçav	anger	0.338
infamous	binav û deng	anger	0.338
alcoholism	alkolgirî	anger	0.338
row	dor	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	nexweş	anger	0.333
encumbrance	berbiçav	anger	0.333
scorpion	dûpişk	anger	0.333
illegitimate	bêbavane	anger	0.333
witchcraft	cadûtî	anger	0.333
interrupt	devjêberdan	anger	0.333
paralyzed	paralyzed	anger	0.333
sinner	gûnehkar	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	bêbal	anger	0.329
phony	fony	anger	0.328
spammers	spammers	anger	0.328
dashed	şewitandin	anger	0.328
disqualified	derxistin	anger	0.328
fib	fib	anger	0.328
hiss	zîzdan	anger	0.328
brrr	brrr	anger	0.328
resisting	berxwedana	anger	0.328
victim	qûrban	anger	0.328
scapegoat	pêdivî ye	anger	0.328
tighten	vekişandin	anger	0.328
opponent	dijmin	anger	0.328
crusade	meşa xaçî	anger	0.328
dislocated	betal kirin	anger	0.328
grumpy	mirmirrok	anger	0.328
prohibited	qedexekirin	anger	0.328
inappropriate	neheq	anger	0.324
haye	haye	anger	0.324
loss	winda	anger	0.324
eschew	xistin	anger	0.324
trickery	xemgîniyê	anger	0.324
neglected	nefret kirin	anger	0.324
canker	canker	anger	0.323
queues	qelemên	anger	0.318
muff	muff	anger	0.318
crunch	krîza	anger	0.318
duplicity	berbiçav	anger	0.318
criticism	rexne	anger	0.318
shriek	şîrê	anger	0.316
depreciate	bifikirin	anger	0.315
poverty	bêmalî	anger	0.312
chaff	kêş	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	berdanî	anger	0.312
mortality	mirina	anger	0.312
deflate	hilweşînin	anger	0.312
carelessness	jiseravêtinî	anger	0.312
dumps	dumps	anger	0.312
revving	revandin	anger	0.309
disallowed	qedexekirin	anger	0.308
thoughtless	bêheş	anger	0.307
boisterous	bermîl	anger	0.307
burial	binerdkirinî	anger	0.304
theocratic	berbiçav	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	veguherîn	anger	0.300
senseless	bêhîs	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	nirxandin	anger	0.297
wasteful	xûrdewar	anger	0.297
hoax	hoax	anger	0.297
misuse	bedkaranîn	anger	0.297
getyourown	bistînin	anger	0.297
taxed	bacê ye	anger	0.297
depressed	xurt kirin	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	felcî	anger	0.295
displaced	jicîhûwarkirî	anger	0.294
limited	sînor	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	pêkenî	anger	0.289
teasing	teze	anger	0.288
sharpen	tûjkirin	anger	0.288
react	bersivkirin	anger	0.288
presumptuous	xemgîn	anger	0.288
spine	movik	anger	0.288
homeless	bêmal	anger	0.288
hoot	hoot	anger	0.287
twitchy	zû	anger	0.287
barrier	bend	anger	0.287
myopia	myopia	anger	0.283
contraband	malê reş	anger	0.281
disconnects	veqetîne	anger	0.281
spam	spam	anger	0.281
lagging	xerîb	anger	0.281
shiver	cirifîn	anger	0.281
agh	agh	anger	0.281
restitution	xercê	anger	0.281
flexin	fêrîn	anger	0.281
incompatible	lihevnehat	anger	0.281
delinquent	berbiçav	anger	0.281
noncompliance	nerazîbûn	anger	0.279
troll	troll	anger	0.279
buffering	bifroş	anger	0.279
unfairness	neheqî	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	xavîtî	anger	0.273
bogus	bogus	anger	0.273
uncaring	bêkar kirin	anger	0.273
shock	hûrmik	anger	0.269
feisty	feisty	anger	0.269
defendant	gilîdar	anger	0.266
latent	latînî	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	hirç	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	tevger	anger	0.266
quandary	çolê	anger	0.266
inconvenient	neerzan	anger	0.266
feminism	femînîzmê	anger	0.266
humbug	humbug	anger	0.266
interrupts	asteng dike	anger	0.265
fluctuation	hejînî	anger	0.265
exaggerate	niqirandin	anger	0.263
lose	windakirin	anger	0.261
patter	belavkirin	anger	0.258
tease	tewzpêkirin	anger	0.258
furnace	tenûra sinaî	anger	0.258
stone	kevir	anger	0.258
shoplifting	firotanê	anger	0.258
soldier	leşker	anger	0.258
incompetent	bêkêr	anger	0.257
indoctrination	nerazîbûnê	anger	0.255
skid	skid	anger	0.250
notoriety	neheqî	anger	0.250
falsehood	derew	anger	0.250
untrue	nerast	anger	0.250
mastery	berbiçav	anger	0.250
tripping	sêyemîn	anger	0.250
nonsense	vala	anger	0.250
unfollow	neheq	anger	0.250
noisy	dengbilind	anger	0.250
pouting	paqijkirin	anger	0.250
cane	lûle	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rakêt	anger	0.250
complicate	astengkirin	anger	0.250
socialist	sosyalîst	anger	0.250
lawyer	parêzkar	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	xistin	anger	0.242
obstacle	manî	anger	0.242
halter	halter	anger	0.242
witch	cadû	anger	0.242
vampire	vampire	anger	0.242
detract	hilweşînin	anger	0.242
ringer	ringer	anger	0.242
frowning	xemgîn	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	birçîtî	anger	0.235
recession	karxerabî	anger	0.234
lava	lawa	anger	0.234
shell	legan	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	nasdanî	anger	0.234
failing	têkçûna	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	sîyaset	anger	0.234
undesirable	nexwestî	anger	0.231
darkness	tarîtî	anger	0.227
versus	beramber	anger	0.227
resign	xwe bişûndekişandin	anger	0.227
copycat	kapîtal	anger	0.227
soaked	veqetandin	anger	0.226
unfulfilled	bêkêmkirin	anger	0.225
abandoned	derxistin	anger	0.222
bankruptcy	îflas	anger	0.221
owing	awayî	anger	0.221
unattainable	neheq	anger	0.221
unhelpful	neheq	anger	0.219
twitching	qirêj	anger	0.219
confusion	tevlihev	anger	0.219
mosquito	pêşû	anger	0.219
warden	bervan	anger	0.219
misconception	şaş	anger	0.219
compress	tîrkirin	anger	0.219
whiny	piçûk	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	hacet	anger	0.219
nosey	bimiraq	anger	0.213
overpriced	bêhtir	anger	0.212
harry	hêrs	anger	0.212
shortage	kêmasî	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	vekişandin	anger	0.206
possession	hebûnî	anger	0.206
desert	çol	anger	0.206
pout	pût	anger	0.203
uninvited	bêkêmkirin	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	bêkêr	anger	0.203
rook	rook	anger	0.203
unlucky	nebextîyar	anger	0.203
unpaid	bêpere	anger	0.203
backbone	wersel	anger	0.203
sentence	biryar	anger	0.203
powerless	bêerk	anger	0.203
court	dadgeh	anger	0.199
endless	bêdawî	anger	0.198
adverts	adres	anger	0.197
delay	derengxistin	anger	0.197
misstatement	şaş	anger	0.197
distracted	xemgîn e	anger	0.197
misunderstanding	şaştêhihîştî	anger	0.195
excite	acizbûn	anger	0.191
inadmissible	nayê pejirandin	anger	0.191
lightning	brûsk	anger	0.189
incase	eger	anger	0.188
preclude	pêşdibêjin	anger	0.188
insecure	xwenebawer	anger	0.188
mournful	xemgîniyê	anger	0.188
rating	rêjeya	anger	0.182
mistress	malê	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	daxwazkir	anger	0.182
insist	liserekinîn	anger	0.182
distracting	xemgîniyê	anger	0.182
opium	hilberînê	anger	0.180
willful	serhişk	anger	0.176
deserve	qezenckirin	anger	0.176
insists	rexne dike	anger	0.175
treat	dermankirin	anger	0.175
misplace	şermezarketin	anger	0.172
indecisive	neheq	anger	0.172
gibberish	xerîb	anger	0.172
fleece	hilweşandin	anger	0.172
fee	xerc	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	rizgarkirin	anger	0.172
excitation	kişandin	anger	0.172
hormonal	hormonal	anger	0.172
mighty	erkî	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	neheq	anger	0.167
insufficiency	nebaweriyê	anger	0.167
hamstring	çepê	anger	0.167
bargaining	bargiraniyê	anger	0.167
mule	ker	anger	0.167
insignificant	bêqîmet	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	neheq	anger	0.156
rheumatism	rheumatîzmê	anger	0.156
coop	coop	anger	0.156
forearm	binçeng	anger	0.156
uncertain	bêgûman	anger	0.152
bee	mêşa hûngiv	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	linavketinî	anger	0.152
disinformation	bêhêzkirin	anger	0.152
attorney	parêzvan	anger	0.152
underpaid	binçavkirin	anger	0.152
pretending	bifikirin	anger	0.152
campaigning	kampanyayê	anger	0.151
hopelessness	bêhêvî	anger	0.149
feeling	his	anger	0.147
legalized	hiqûqî	anger	0.145
caution	baldaynî	anger	0.145
subsidy	alî	anger	0.141
obliging	mecbûr kirin	anger	0.141
morals	exlaqî	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	dirav şûndedayin	anger	0.136
blemish	kêmasî	anger	0.136
surcharge	pêdan	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honey	anger	0.133
orchestra	koma muzîkê	anger	0.132
competitive	qabilî şertgirtinê	anger	0.125
wireless	wireless	anger	0.125
standstill	pêdivî ye	anger	0.125
mosque	camî	anger	0.122
reversal	tersî	anger	0.121
inattention	nerazîbûnê	anger	0.121
lace	ser	anger	0.118
elbow	enîşk	anger	0.117
instinctive	hîssî	anger	0.112
chant	çêdike	anger	0.111
lonely	tenê	anger	0.109
gnome	gomez	anger	0.109
tolerate	bêhnfirgirtin	anger	0.106
management	serekî	anger	0.102
advocacy	parêzer	anger	0.100
moral	rûhî	anger	0.094
roadworks	rêgezên	anger	0.091
honest	dilpaqij	anger	0.087
forgetful	bîrker	anger	0.076
gent	konê	anger	0.076
liquor	alkolî	anger	0.075
money	dirav	anger	0.074
hood	kûmik	anger	0.071
curriculum	dersînorkirinê	anger	0.063
words	gotinên	anger	0.062
smell	bîn	anger	0.061
elf	elf	anger	0.061
playful	lîstikî	anger	0.061
opera	opîra	anger	0.061
nurture	kurt kirin	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	pêşnîyarvan	anger	0.059
trumpet	trompêt	anger	0.059
birthplace	cihê jidayikbûnê	anger	0.051
ribbon	bant	anger	0.047
youth	ciwanan	anger	0.045
vote	deng	anger	0.045
cash	perê pêşîn	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	damezrandin	anger	0.030
waffle	waffle	anger	0.030
buffet	bêdeng	anger	0.029
celebrity	pîroz	anger	0.026
autocorrect	xweser	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	mûsîqî	anger	0.011
tree	dar	anger	0.000
anticipation	payinî	anticipation	0.859
excited	aciz	anticipation	0.859
anticipate	payin	anticipation	0.820
excitement	qehirîn	anticipation	0.820
eagerness	xemgîniyê	anticipation	0.812
exciting	heyecanda	anticipation	0.797
expectant	hêvîdar	anticipation	0.789
thrilling	xemgîniyê	anticipation	0.781
hope	hêvî	anticipation	0.773
quest	gerr	anticipation	0.766
expectance	hêviya	anticipation	0.750
countdown	derxistin	anticipation	0.750
start	destpêkirin	anticipation	0.750
