word	Greek-el	emotion	emotion-intensity-score
confined	περιορισμένος	anger	0.500
frenzied	ξέφρενος	anger	0.500
dominate	κατακυριεύω	anger	0.500
disrupting	διακόπτοντας	anger	0.500
hammering	σφυρίζοντας	anger	0.500
fear	φόβος	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	αγωνία	anger	0.500
brunt	ορμή	anger	0.500
possessed	κατεχόμενος	anger	0.500
defy	προκαλώ	anger	0.500
scoff	χλεύη	anger	0.500
patronising	προστατευτικός	anger	0.500
delusional	παραπλανητική	anger	0.500
malpractice	αδίκημα	anger	0.500
reject	απορρίπτω	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	σκληρότητα	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	παραφροσύνη	anger	0.491
sinful	αμαρτωλός	anger	0.491
avarice	φιλαργυρία	anger	0.490
oppress	καταπιέζω	anger	0.490
disapproved	απορρίφθηκε	anger	0.485
inhuman	απάνθρωπος	anger	0.485
demand	ζήτηση	anger	0.485
abolish	καταργώ	anger	0.485
anathema	ανάθεμα	anger	0.485
fricking	παλεύει	anger	0.485
complaint	καταγγελία	anger	0.485
disservice	κακή υπηρεσία	anger	0.485
smuggler	λαθρέμπορος	anger	0.485
revoke	ανακαλώ	anger	0.485
infraction	παράβαση	anger	0.485
claw	δαγκάνα	anger	0.485
dissident	διαφωνών	anger	0.485
pervert	διαστρεβλώ	anger	0.485
incest	αιμομιξία	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ανυπάκουος	anger	0.485
usurp	σφετερίζομαι	anger	0.485
alienate	απαλλοτριώ	anger	0.485
avenger	εκδικητής	anger	0.485
annoyed	ενοχλημένος	anger	0.485
cutting	τομή	anger	0.485
disgrace	ντροπή	anger	0.484
deceit	απάτη	anger	0.484
suspicious	ύποπτος	anger	0.484
thresh	αλωνίζω	anger	0.484
sucker	κορόιδο	anger	0.484
strained	τεταμένος	anger	0.484
blame	κατηγορώ	anger	0.484
upheaval	αναστάτωση	anger	0.484
renounce	απαρνιέμαι	anger	0.484
obnoxious	απεχθής	anger	0.484
restrain	αναχαιτίζω	anger	0.484
oust	εκβάλλω	anger	0.484
litigious	φιλόδικος	anger	0.484
rivalry	ανταγωνισμός	anger	0.484
penalty	ποινή	anger	0.484
imprisoned	φυλακίστηκε	anger	0.484
mocking	διακωμώδηση	anger	0.484
opposed	αντίθετος	anger	0.484
turbulence	ταραχή	anger	0.483
pound	λίβρα	anger	0.481
coldness	ψυχρότητα	anger	0.477
ungrateful	αχάριστος	anger	0.472
battalion	τάγμα	anger	0.471
stoopid	stoopid	anger	0.471
hostage	όμηρος	anger	0.470
infidel	άπιστος	anger	0.470
ram	έμβολο	anger	0.470
accuser	κατήγορος	anger	0.470
gall	χολή	anger	0.470
subversion	ανατροπή	anger	0.470
annoying	ενοχλητικός	anger	0.470
adversity	αντιξοότητα	anger	0.470
dispossessed	εκδιώχθηκε	anger	0.470
friction	τριβή	anger	0.470
jealous	ζηλιάρης	anger	0.470
feudalism	φεουδαρχία	anger	0.470
armament	εξοπλισμός	anger	0.470
thump	γροθιά	anger	0.469
complain	κανω παραπονα	anger	0.469
incite	ερεθίζω	anger	0.469
steal	κλέβω	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	απειθώ	anger	0.469
injury	βλάβη	anger	0.469
simmer	σιγοβράζω	anger	0.469
distress	δυσφορία	anger	0.469
insanity	παράνοια	anger	0.469
selfish	εγωιστικός	anger	0.469
huff	ξεφυσάω	anger	0.469
selfishness	ιδιοτέλεια	anger	0.469
backoff	κανε πισω	anger	0.469
plunder	λεηλασία	anger	0.469
stifled	καταπνίγησαν	anger	0.469
subversive	ανατρεπτικός	anger	0.469
exile	εξορία	anger	0.469
offense	αδίκημα	anger	0.469
objection	ένσταση	anger	0.469
recidivism	υποτροπή	anger	0.469
smother	πνίγω	anger	0.469
perpetrator	δράστης	anger	0.469
dislike	αντιπάθεια	anger	0.469
disruption	αναστάτωση	anger	0.469
intolerance	μισαλλοδοξία	anger	0.469
opposition	αντιπολίτευση	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	κούπα	anger	0.467
agony	αγωνία	anger	0.465
arrogant	αλαζονικός	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	διέξοδος	anger	0.456
elimination	εξάλειψη	anger	0.456
picketing	φρουρά απεργίας	anger	0.456
haughty	αγέρωχος	anger	0.456
troublesome	ενοχλητικός	anger	0.455
clamor	κραυγή	anger	0.455
busted	σπάσει	anger	0.455
constraint	περιορισμός	anger	0.455
crabby	crabby	anger	0.455
veto	βέτο	anger	0.455
stubbed	χονδρός	anger	0.455
mislead	παρασύρω	anger	0.455
illicit	παράνομος	anger	0.455
dying	βαφή	anger	0.455
grated	τριμμένο	anger	0.455
idiocy	ηλιθιότητα	anger	0.455
illegality	παρανομία	anger	0.455
flagrant	σκανδαλώδης	anger	0.455
impermeable	αδιαπέραστος	anger	0.455
bad	κακό	anger	0.453
despotism	δεσποτισμός	anger	0.453
usurped	σφετεριστεί	anger	0.453
godless	άθεος	anger	0.453
disagreeing	διαφωνώ	anger	0.453
intense	έντονος	anger	0.453
struggle	πάλη	anger	0.453
suppress	καταστέλλω	anger	0.453
disapproving	απορρίπτοντας	anger	0.453
desist	απέχω	anger	0.453
bayonet	ξιφολόγχη	anger	0.453
displeased	μη ικανοποιημένοι	anger	0.453
hysterical	υστερικός	anger	0.453
unlawful	παράνομος	anger	0.451
wrongly	εσφαλμένα	anger	0.448
repellent	αποκρουστικός	anger	0.442
wasted	αποτυχημένος	anger	0.441
foe	εχθρός	anger	0.441
dishonor	ατιμία	anger	0.441
wrongful	άδικος	anger	0.441
psychosis	ψύχωση	anger	0.441
aversion	αποστροφή	anger	0.440
punitive	τιμωρητικός	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	αρθρώσεις	anger	0.439
effigy	ομοίωμα	anger	0.439
schism	σχίσμα	anger	0.439
ultimatum	τελεσίγραφο	anger	0.439
upset	αναστατωμένος	anger	0.439
worthless	άνευ αξίας	anger	0.438
deny	αρνούμαι	anger	0.438
ransom	λύτρα	anger	0.438
fugitive	φυγάς	anger	0.438
deleterious	επιβλαβής	anger	0.438
stupidity	βλακεία	anger	0.438
abandonment	εγκατάλειψη	anger	0.438
mucked	σπασμένα	anger	0.438
separatist	σχισματικός	anger	0.438
irritation	ερεθισμός	anger	0.438
oblivion	λήθη	anger	0.437
segregate	διαχωρίζω	anger	0.437
payback	αποπληρωμή	anger	0.436
incongruous	ανάρμοστος	anger	0.435
eviction	έξωση	anger	0.435
collusion	συμπαιγνία	anger	0.432
rob	ληστεύω	anger	0.431
infidelity	απιστία	anger	0.429
ravenous	πεινασμένος	anger	0.429
overrun	υπερβαίνω	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	προάγγελος	anger	0.426
martial	στρατιωτικός	anger	0.426
painful	επώδυνος	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	δύσπιστος	anger	0.426
rejection	απόρριψη	anger	0.426
defense	άμυνα	anger	0.425
powerful	ισχυρός	anger	0.424
censor	λογοκριτής	anger	0.424
indecency	απρέπεια	anger	0.424
fraudulent	απατηλός	anger	0.424
gonorrhea	βλεννόρροια	anger	0.424
fallacious	απατηλός	anger	0.424
concealment	απόκρυψη	anger	0.424
greed	απληστία	anger	0.424
disobedience	ανυπακοή	anger	0.424
fuss	φασαρία	anger	0.424
enforce	επιβάλλω	anger	0.424
banger	banger	anger	0.424
commotion	αναταραχή	anger	0.424
defraud	εξαπατώ	anger	0.424
discontent	δυσαρέσκεια	anger	0.424
unsympathetic	άπονος	anger	0.424
exasperation	εξόργιση	anger	0.424
barb	barb	anger	0.422
banishment	εξορία	anger	0.422
sedition	στάση	anger	0.422
misrepresented	παρερμηνεύονται	anger	0.422
snubbed	απογοητευμένος	anger	0.422
penetration	διείσδυση	anger	0.422
cracked	Ραγισμένο	anger	0.422
annoyance	ενόχληση	anger	0.422
duel	μονομαχία	anger	0.422
penitentiary	αναμορφωτήριο	anger	0.422
sarcasm	σαρκασμός	anger	0.422
deportation	απέλαση	anger	0.422
nettle	τσουκνίδα	anger	0.422
scar	ουλή	anger	0.422
bang	πάταγος	anger	0.422
cur	κοπρίτης	anger	0.422
blatant	κραυγαλέος	anger	0.420
force	δύναμη	anger	0.418
perverse	διεστραμμένος	anger	0.415
wring	πιέζω	anger	0.415
bastion	προπύργιο	anger	0.413
grim	βλοσυρός	anger	0.413
sordid	ρυπαρός	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	κατσούφης	anger	0.412
tiff	μικρή φιλονικία	anger	0.412
moody	κακόκεφος	anger	0.412
hunting	κυνήγι	anger	0.411
indenture	συμβόλαιο	anger	0.410
sham	απάτη	anger	0.409
squelch	συντρίβω	anger	0.409
awful	απαίσιος	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	εμπλέκω	anger	0.409
contradict	διαψεύδω	anger	0.409
supremacy	υπεροχή	anger	0.409
sneak	έρπω	anger	0.409
cantwin	cantwin	anger	0.409
reproach	όνειδος	anger	0.409
compulsion	καταναγκασμός	anger	0.409
inept	δεξιός	anger	0.409
blockade	αποκλεισμός	anger	0.409
detainee	κρατούμενο	anger	0.409
forfeit	τίμημα	anger	0.409
disappoint	απογοητεύω	anger	0.409
lying	ξαπλωμένη	anger	0.408
epidemic	επιδημία	anger	0.406
tremor	τρόμος	anger	0.406
rail	ράγα	anger	0.406
onerous	βαρύς	anger	0.406
cacophony	κακοφωνία	anger	0.406
unthinkable	αδιανόητος	anger	0.406
forsaken	εγκαταλείφθηκε	anger	0.406
delusion	αυταπάτη	anger	0.406
wrongdoing	αδικοπραγία	anger	0.406
badger	ασβός	anger	0.406
antipathy	αντιπάθεια	anger	0.406
inequality	ανισότητα	anger	0.406
nuisance	ενόχληση	anger	0.406
scrapie	τρομώδης νόσος	anger	0.406
wop	νοτιοευρωπαίος μετανάστης	anger	0.406
arguments	επιχειρήματα	anger	0.404
affront	προσβολή	anger	0.403
traumatic	τραυματικός	anger	0.402
libel	λίββελος	anger	0.400
sodding	επίλυση	anger	0.400
annoys	ενοχλήσεις	anger	0.400
watchout	πρόσεχε	anger	0.398
soslow	τόσο αργά	anger	0.398
frenetic	ξέφρενος	anger	0.397
remiss	αμελής	anger	0.397
barge	φορτηγίδα	anger	0.396
howl	ουρλιάζω	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	πυγμαχία	anger	0.394
untoward	ανάγωγος	anger	0.394
extinguish	σβήνω	anger	0.394
keyed	κλειδωμένο	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	έλλειψη σεβασμού	anger	0.394
illegal	παράνομος	anger	0.394
rabble	όχλος	anger	0.394
actionable	δικάσιμος	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	απάτη	anger	0.394
sue	κανω μηνυση	anger	0.394
unfriendly	δυσμενής	anger	0.394
confiscate	κατάσχω	anger	0.394
brimstone	θειάφι	anger	0.392
argh	argh	anger	0.391
pique	πικάρω	anger	0.391
recklessness	απερισκεψία	anger	0.391
earthquake	σεισμός	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	διάλυση	anger	0.391
rigged	ελεγχθεί	anger	0.391
disagree	διαφωνώ	anger	0.389
lawsuit	αγωγή	anger	0.386
disused	να εγκαταλειφθεί	anger	0.382
immorality	ανηθικότητα	anger	0.382
despair	απελπισία	anger	0.382
difficulty	δυσκολία	anger	0.379
incurable	ανίατος	anger	0.379
touchy	ευαίσθητος	anger	0.379
coerce	αναγκάζω	anger	0.379
sizzle	τσιτσίρισμα	anger	0.379
rifle	τουφέκι	anger	0.379
falsification	παραποίηση	anger	0.379
pokes	πούσε	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	πληγή	anger	0.379
picket	φρουρώ	anger	0.378
concussion	διάσειση	anger	0.377
pessimism	απαισιοδοξία	anger	0.375
pitfall	παγίδα	anger	0.375
infantile	νηπιακός	anger	0.375
disillusionment	απογοήτευση	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	πολιτοφυλακή	anger	0.375
remand	επανάπεμψη	anger	0.375
faulty	ελαττωματικός	anger	0.375
cannon	κανόνι	anger	0.375
rawr	rawr	anger	0.375
sly	πονηρός	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	νεποτισμός	anger	0.371
distressing	δυστυχώς	anger	0.371
inhibit	αναστέλλω	anger	0.371
vindicate	διεκδικώ	anger	0.371
schizophrenia	σχιζοφρένεια	anger	0.369
skewed	λοξή	anger	0.368
disreputable	ανυπόληπτος	anger	0.368
forbidding	αποκρουστικός	anger	0.368
conquest	κατάκτηση	anger	0.367
bark	φλοιός	anger	0.365
leukemia	λευχαιμία	anger	0.365
barks	φλοιούς	anger	0.364
burke	burke	anger	0.364
challenge	πρόκληση	anger	0.364
disapprove	αποδοκιμάζω	anger	0.364
unhappy	δυστυχής	anger	0.364
retarded	καθυστερημένος	anger	0.364
warrior	πολεμιστής	anger	0.364
belt	ζώνη	anger	0.364
controversial	αμφιλεγόμενος	anger	0.359
opinionated	δογματικός	anger	0.359
paucity	σπάνις	anger	0.359
broken	σπασμένος	anger	0.359
litigate	έρχομαι εις δίκη	anger	0.359
polemic	πολεμική	anger	0.359
aftermath	συνέπεια	anger	0.359
disliked	Αντιπαθής	anger	0.359
loudness	ένταση	anger	0.359
restriction	περιορισμός	anger	0.359
cad	παληάνθρωπος	anger	0.359
sectarian	αιρετικός	anger	0.359
incompetence	ανικανότητα	anger	0.359
interrupting	διακόπτοντας	anger	0.358
fussy	γκρινιάρης	anger	0.357
wench	υπηρέτρια	anger	0.353
misbehavior	κακή διαγωγή	anger	0.351
gruff	τραχύς	anger	0.351
remove	αφαιρώ	anger	0.351
brat	παλιόπαιδο	anger	0.351
scarcity	έλλειψη	anger	0.350
losing	χάνοντας	anger	0.349
pest	λοιμός	anger	0.348
defect	ελάττωμα	anger	0.348
hardened	σκληρυνθεί	anger	0.348
deserted	έρημο	anger	0.348
lie	ψέμα	anger	0.348
retract	ανακαλώ	anger	0.348
untrustworthy	αναξιόπιστος	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	απογοητευμένος	anger	0.348
disagreement	διαφωνία	anger	0.348
stigma	στίγμα	anger	0.348
ulcer	έλκος	anger	0.348
bias	προκατάληψη	anger	0.345
negation	άρνηση	anger	0.344
antisocial	αντικοινωνικός	anger	0.344
evade	αποφεύγω	anger	0.344
shoddy	πλαστός	anger	0.344
bothering	ενοχλεί	anger	0.344
impotence	ανικανότητα	anger	0.344
shaky	επισφαλής	anger	0.344
misleading	αποπλανητικός	anger	0.344
stripped	γυμνός	anger	0.344
disclaim	αρνούμαι	anger	0.344
unsettled	άστατος	anger	0.344
anxiety	ανησυχία	anger	0.344
stingy	τσιγκούνης	anger	0.344
deterioration	αλλοίωση	anger	0.344
pirate	πειρατής	anger	0.344
unreliable	αναξιόπιστος	anger	0.344
interminable	ατελεύτητος	anger	0.343
disease	ασθένεια	anger	0.341
meddle	ανακατεύομαι	anger	0.341
warp	στημόνι	anger	0.340
averse	ακούσιος	anger	0.338
infamous	κακόφημος	anger	0.338
alcoholism	αλκοολισμός	anger	0.338
row	σειρά	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	Εγώ θα	anger	0.333
encumbrance	επιβάρυνση	anger	0.333
scorpion	σκορπιός	anger	0.333
illegitimate	νόθος	anger	0.333
witchcraft	μαγεία	anger	0.333
interrupt	διακοπή	anger	0.333
paralyzed	παράλυση	anger	0.333
sinner	αμαρτωλός	anger	0.331
hulk	σκάφος	anger	0.329
inconsiderate	απερίσκεπτος	anger	0.329
phony	ψευδής	anger	0.328
spammers	spammers	anger	0.328
dashed	διακεκομμένη	anger	0.328
disqualified	αποκλεισμένη	anger	0.328
fib	ψεματάκι	anger	0.328
hiss	σφύριγμα	anger	0.328
