word	Indonesian-id	emotion	emotion-intensity-score
selfishness	egoisme	anger	0.469
backoff	mundur	anger	0.469
plunder	menjarah	anger	0.469
stifled	tertahan	anger	0.469
subversive	subversif	anger	0.469
exile	pengasingan	anger	0.469
offense	pelanggaran	anger	0.469
objection	keberatan	anger	0.469
recidivism	kepulangan sakit	anger	0.469
smother	melimpahi	anger	0.469
perpetrator	pelaku	anger	0.469
dislike	benci	anger	0.469
disruption	gangguan	anger	0.469
intolerance	intoleransi	anger	0.469
opposition	berlawanan	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	penderitaan mendalam	anger	0.465
arrogant	sombong	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	lubang angin	anger	0.456
elimination	eliminasi	anger	0.456
picketing	tindak pencegahan	anger	0.456
haughty	angkuh	anger	0.456
troublesome	sulit	anger	0.455
clamor	keributan	anger	0.455
busted	pecah	anger	0.455
constraint	paksaan	anger	0.455
crabby	pemarah	anger	0.455
veto	memveto	anger	0.455
stubbed	mematikan	anger	0.455
mislead	menyesatkan	anger	0.455
illicit	gelap	anger	0.455
dying	sekarat	anger	0.455
grated	parut	anger	0.455
idiocy	kebodohan	anger	0.455
illegality	ketidaksahan	anger	0.455
flagrant	menyolok	anger	0.455
impermeable	kedap	anger	0.455
bad	buruk	anger	0.453
despotism	despotisme	anger	0.453
usurped	dirampas	anger	0.453
godless	tidak bertuhan	anger	0.453
disagreeing	tidak setuju	anger	0.453
intense	intens	anger	0.453
struggle	perjuangan	anger	0.453
suppress	menekan	anger	0.453
disapproving	tidak setuju	anger	0.453
desist	berhenti	anger	0.453
bayonet	bayonet	anger	0.453
displeased	tidak senang	anger	0.453
hysterical	histeris	anger	0.453
unlawful	melanggar hukum	anger	0.451
wrongly	salah	anger	0.448
repellent	penolak	anger	0.442
wasted	terbuang	anger	0.441
foe	musuh	anger	0.441
dishonor	aib	anger	0.441
wrongful	salah	anger	0.441
psychosis	psikosis	anger	0.441
aversion	keengganan	anger	0.440
punitive	menghukum	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	buku-buku jari	anger	0.439
effigy	patung	anger	0.439
schism	perpecahan	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	kecewa	anger	0.439
worthless	tak berguna	anger	0.438
deny	menyangkal	anger	0.438
ransom	tebusan	anger	0.438
fugitive	buronan	anger	0.438
deleterious	merusak	anger	0.438
stupidity	kebodohan	anger	0.438
abandonment	pengabaian	anger	0.438
mucked	mucked	anger	0.438
separatist	separatis	anger	0.438
irritation	gangguan	anger	0.438
oblivion	pelupaan	anger	0.437
segregate	memisahkan	anger	0.437
payback	payback	anger	0.436
incongruous	tidak konsisten	anger	0.435
eviction	pengusiran	anger	0.435
collusion	kolusi	anger	0.432
rob	rampok	anger	0.431
infidelity	ketidaksetiaan	anger	0.429
ravenous	sangat lapar	anger	0.429
overrun	menyerbu	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	pertanda	anger	0.426
martial	bela diri	anger	0.426
painful	menyakitkan	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	meragukan	anger	0.426
rejection	penolakan	anger	0.426
defense	pertahanan	anger	0.425
powerful	kuat	anger	0.424
censor	sensor	anger	0.424
indecency	ketidaksenonohan	anger	0.424
fraudulent	curang	anger	0.424
gonorrhea	gonorea	anger	0.424
fallacious	keliru	anger	0.424
concealment	penyembunyian	anger	0.424
greed	keserakahan	anger	0.424
disobedience	pembangkangan	anger	0.424
fuss	kehebohan	anger	0.424
enforce	melaksanakan	anger	0.424
banger	banger	anger	0.424
commotion	keributan	anger	0.424
defraud	menipu	anger	0.424
discontent	ketidakpuasan	anger	0.424
unsympathetic	tidak simpati	anger	0.424
exasperation	kejengkelan	anger	0.424
barb	duri	anger	0.422
banishment	pembuangan	anger	0.422
sedition	hasutan	anger	0.422
misrepresented	salah mengartikan	anger	0.422
snubbed	dilecehkan	anger	0.422
penetration	penetrasi	anger	0.422
cracked	retak	anger	0.422
annoyance	gangguan	anger	0.422
duel	duel	anger	0.422
penitentiary	penjara	anger	0.422
sarcasm	sarkasme	anger	0.422
deportation	deportasi	anger	0.422
nettle	jelatang	anger	0.422
scar	bekas luka	anger	0.422
bang	bang	anger	0.422
cur	bajingan	anger	0.422
blatant	menyolok	anger	0.420
force	memaksa	anger	0.418
perverse	jahat	anger	0.415
wring	memeras	anger	0.415
bastion	benteng pertahanan	anger	0.413
grim	suram	anger	0.413
sordid	mesum	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	bermuka masam	anger	0.412
tiff	bertengkar	anger	0.412
moody	murung	anger	0.412
hunting	berburu	anger	0.411
indenture	indenture	anger	0.410
sham	palsu	anger	0.409
squelch	memadamkan	anger	0.409
awful	mengerikan	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	melibatkan	anger	0.409
contradict	bertentangan	anger	0.409
supremacy	supremasi	anger	0.409
sneak	menyelinap	anger	0.409
cantwin	cantwin	anger	0.409
reproach	mencela	anger	0.409
compulsion	paksaan	anger	0.409
inept	tidak kompeten	anger	0.409
blockade	blokade	anger	0.409
detainee	tahanan	anger	0.409
forfeit	kehilangan	anger	0.409
disappoint	mengecewakan	anger	0.409
lying	bohong	anger	0.408
epidemic	wabah	anger	0.406
tremor	getaran	anger	0.406
rail	rel	anger	0.406
onerous	berat	anger	0.406
cacophony	hiruk-pikuk	anger	0.406
unthinkable	tidak terpikirkan	anger	0.406
forsaken	ditinggalkan	anger	0.406
delusion	khayalan	anger	0.406
wrongdoing	pelanggaran	anger	0.406
badger	luak	anger	0.406
antipathy	antipati	anger	0.406
inequality	ketidaksamaan	anger	0.406
nuisance	gangguan	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumen	anger	0.404
affront	penghinaan	anger	0.403
traumatic	traumatis	anger	0.402
libel	fitnah	anger	0.400
sodding	sodding	anger	0.400
annoys	jengkel	anger	0.400
watchout	Awas	anger	0.398
soslow	sangat lambat	anger	0.398
frenetic	fanatik	anger	0.397
remiss	lalai	anger	0.397
barge	tongkang	anger	0.396
howl	melolong	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	tinju	anger	0.394
untoward	tak diinginkan	anger	0.394
extinguish	memadamkan	anger	0.394
keyed	bersemangat	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	tidak hormat	anger	0.394
illegal	liar	anger	0.394
rabble	rakyat jelata	anger	0.394
actionable	dapat ditindaklanjuti	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	penipuan	anger	0.394
sue	menuntut	anger	0.394
unfriendly	tidak ramah	anger	0.394
confiscate	menyita	anger	0.394
brimstone	belerang	anger	0.392
argh	argh	anger	0.391
pique	kekesalan	anger	0.391
recklessness	kenekatan	anger	0.391
earthquake	gempa bumi	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	pembubaran	anger	0.391
rigged	dicurangi	anger	0.391
disagree	tidak setuju	anger	0.389
lawsuit	gugatan hukum	anger	0.386
disused	tidak digunakan	anger	0.382
immorality	tidak bermoral	anger	0.382
despair	putus asa	anger	0.382
difficulty	kesulitan	anger	0.379
incurable	tak tersembuhkan	anger	0.379
touchy	mudah tersinggung	anger	0.379
coerce	memaksa	anger	0.379
sizzle	mendesis	anger	0.379
rifle	senapan	anger	0.379
falsification	pemalsuan	anger	0.379
pokes	menyodok	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sakit	anger	0.379
picket	piket	anger	0.378
concussion	gegar	anger	0.377
pessimism	pesimisme	anger	0.375
pitfall	jebakan	anger	0.375
infantile	kekanak-kanakan	anger	0.375
disillusionment	kekecewaan	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisi	anger	0.375
remand	mengembalikan ke penjara	anger	0.375
faulty	salah	anger	0.375
cannon	meriam	anger	0.375
rawr	rawr	anger	0.375
sly	licik	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	menyedihkan	anger	0.371
inhibit	menghalangi	anger	0.371
vindicate	mempertahankan	anger	0.371
schizophrenia	skizofrenia	anger	0.369
skewed	miring	anger	0.368
disreputable	jelek	anger	0.368
forbidding	mengejuntukan	anger	0.368
conquest	penaklukan	anger	0.367
bark	kulit	anger	0.365
leukemia	leukemia	anger	0.365
barks	gonggongan	anger	0.364
burke	menutup perkara	anger	0.364
challenge	tantangan	anger	0.364
disapprove	tidak setuju	anger	0.364
unhappy	tidak bahagia	anger	0.364
retarded	terbelakang	anger	0.364
warrior	pejuang	anger	0.364
belt	sabuk	anger	0.364
controversial	kontroversial	anger	0.359
opinionated	dogmatis	anger	0.359
paucity	kekurangan	anger	0.359
broken	rusak	anger	0.359
litigate	mengajukan perkara	anger	0.359
polemic	polemik	anger	0.359
aftermath	akibat	anger	0.359
disliked	tidak disukai	anger	0.359
loudness	kekerasan	anger	0.359
restriction	larangan	anger	0.359
cad	cad	anger	0.359
sectarian	sektarian	anger	0.359
incompetence	ketidakmampuan	anger	0.359
interrupting	menyela	anger	0.358
fussy	rewel	anger	0.357
wench	dara	anger	0.353
misbehavior	kelakuan buruk	anger	0.351
gruff	kasar	anger	0.351
remove	menghapus	anger	0.351
brat	anak nakal	anger	0.351
scarcity	kelangkaan	anger	0.350
losing	kekalahan	anger	0.349
pest	hama	anger	0.348
defect	cacat	anger	0.348
hardened	mengeras	anger	0.348
deserted	sepi	anger	0.348
lie	berbohong	anger	0.348
retract	menarik	anger	0.348
untrustworthy	tidak dapat dipercaya	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kecewa	anger	0.348
disagreement	pertentangan	anger	0.348
stigma	stigma	anger	0.348
ulcer	maag	anger	0.348
bias	bias	anger	0.345
negation	penyangkalan	anger	0.344
antisocial	antisosial	anger	0.344
evade	menghindari	anger	0.344
shoddy	jelek	anger	0.344
bothering	mengganggu	anger	0.344
impotence	ketidakmampuan	anger	0.344
shaky	goyah	anger	0.344
misleading	menyesatkan	anger	0.344
stripped	dilucuti	anger	0.344
disclaim	melepaskan	anger	0.344
unsettled	belum terselesaikan	anger	0.344
anxiety	kegelisahan	anger	0.344
stingy	pelit	anger	0.344
deterioration	kemerosotan	anger	0.344
pirate	bajak laut	anger	0.344
unreliable	tidak bisa diandalkan	anger	0.344
interminable	tak berkesudahan	anger	0.343
disease	penyakit	anger	0.341
meddle	mencampuri	anger	0.341
warp	melengkung	anger	0.340
averse	enggan	anger	0.338
infamous	terkenal	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	baris	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	sakit	anger	0.333
encumbrance	beban	anger	0.333
scorpion	kalajengking	anger	0.333
illegitimate	haram	anger	0.333
witchcraft	sihir	anger	0.333
interrupt	mengganggu	anger	0.333
paralyzed	lumpuh	anger	0.333
sinner	pendosa	anger	0.331
hulk	Hulk	anger	0.329
inconsiderate	tidak pengertian	anger	0.329
phony	palsu	anger	0.328
spammers	spammer	anger	0.328
dashed	putus-putus	anger	0.328
disqualified	didiskualifikasi	anger	0.328
fib	bikinan	anger	0.328
hiss	mendesis	anger	0.328
brrr	brrr	anger	0.328
resisting	menolak	anger	0.328
victim	korban	anger	0.328
scapegoat	kambing hitam	anger	0.328
tighten	mengencangkan	anger	0.328
opponent	lawan	anger	0.328
crusade	perang salib	anger	0.328
dislocated	dislokasi	anger	0.328
grumpy	pemarah	anger	0.328
prohibited	terlarang	anger	0.328
inappropriate	tidak pantas	anger	0.324
haye	haye	anger	0.324
loss	kerugian	anger	0.324
eschew	menjauhkan diri	anger	0.324
trickery	tipu daya	anger	0.324
neglected	terlantar	anger	0.324
canker	karat	anger	0.323
queues	antrian	anger	0.318
muff	sarung tangan bulu	anger	0.318
crunch	kegentingan	anger	0.318
duplicity	bermuka dua	anger	0.318
criticism	kritik	anger	0.318
shriek	menjerit	anger	0.316
depreciate	terdepresiasi	anger	0.315
poverty	kemiskinan	anger	0.312
chaff	sekam	anger	0.312
dupe	menipu	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	pemecatan	anger	0.312
mortality	kematian	anger	0.312
deflate	menurunkan	anger	0.312
carelessness	kecerobohan	anger	0.312
dumps	kesedihan	anger	0.312
revving	revving	anger	0.309
disallowed	tidak diizinkan	anger	0.308
thoughtless	tanpa berpikir	anger	0.307
boisterous	riuh	anger	0.307
burial	pemakaman	anger	0.304
theocratic	teokratis	anger	0.303
wince	menggerenyet	anger	0.303
sullen	cemberut	anger	0.303
involution	kerumitan	anger	0.300
senseless	bodoh	anger	0.297
stalemate	jalan buntu	anger	0.297
depreciated	terdepresiasi	anger	0.297
wasteful	boros	anger	0.297
hoax	berita palsu	anger	0.297
misuse	penyalahgunaan	anger	0.297
getyourown	getyourown	anger	0.297
taxed	dikenakan pajak	anger	0.297
depressed	murung	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	kelumpuhan	anger	0.295
displaced	terlantar	anger	0.294
limited	terbatas	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Orc	anger	0.289
ridiculous	konyol	anger	0.289
teasing	menggoda	anger	0.288
sharpen	mempertajam	anger	0.288
react	reaksi	anger	0.288
presumptuous	lancang	anger	0.288
spine	tulang belakang	anger	0.288
homeless	tuna wisma	anger	0.288
hoot	tiupan	anger	0.287
twitchy	gugup	anger	0.287
barrier	pembatas	anger	0.287
myopia	lamur	anger	0.283
contraband	barang selundupan	anger	0.281
disconnects	memutus	anger	0.281
spam	spam	anger	0.281
lagging	tertinggal	anger	0.281
shiver	menggigil	anger	0.281
agh	agh	anger	0.281
restitution	restitusi	anger	0.281
flexin	flexin	anger	0.281
incompatible	tidak kompatibel	anger	0.281
delinquent	nakal	anger	0.281
noncompliance	ketidakpatuhan	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ketidakadilan	anger	0.279
foray	perampokan	anger	0.279
nether	nether	anger	0.278
bugaboo	momok	anger	0.273
immaturity	ketidakdewasaan	anger	0.273
bogus	palsu	anger	0.273
uncaring	tidak peduli	anger	0.273
shock	syok	anger	0.269
feisty	penuh semangat	anger	0.269
defendant	terdakwa	anger	0.266
latent	terpendam	anger	0.266
rapping	mengetuk	anger	0.266
pry	membongkar	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	beruang	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	yg tdk berlaku	anger	0.266
quandary	kebingungan	anger	0.266
inconvenient	tidak nyaman	anger	0.266
feminism	feminisme	anger	0.266
humbug	omong kosong	anger	0.266
interrupts	interupsi	anger	0.265
fluctuation	fluktuasi	anger	0.265
exaggerate	berlebihan	anger	0.263
lose	kalah	anger	0.261
patter	rintik	anger	0.258
tease	menggoda	anger	0.258
furnace	perapian	anger	0.258
stone	batu	anger	0.258
shoplifting	mengutil	anger	0.258
soldier	tentara	anger	0.258
incompetent	tidak kompeten	anger	0.257
indoctrination	indoktrinasi	anger	0.255
skid	selip	anger	0.250
notoriety	kemasyhuran	anger	0.250
falsehood	dusta	anger	0.250
untrue	tidak benar	anger	0.250
mastery	penguasaan	anger	0.250
tripping	tersandung	anger	0.250
nonsense	omong kosong	anger	0.250
unfollow	berhenti mengikuti	anger	0.250
noisy	berisik	anger	0.250
pouting	cemberut	anger	0.250
cane	tebu	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	menyulitkan	anger	0.250
socialist	sosialis	anger	0.250
lawyer	pengacara	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kunci huruf kapital	anger	0.242
fenced	berpagar	anger	0.242
obstacle	hambatan	anger	0.242
halter	halter	anger	0.242
witch	penyihir	anger	0.242
vampire	vampir	anger	0.242
detract	mengurangi	anger	0.242
ringer	dering	anger	0.242
frowning	mengerutkan kening	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	kelaparan	anger	0.235
recession	resesi	anger	0.234
lava	lahar	anger	0.234
shell	kulit	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	berkecimpung	anger	0.234
tariff	tarif	anger	0.234
failing	kegagalan	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	bajingan	anger	0.234
politics	politik	anger	0.234
undesirable	tidak diinginkan	anger	0.231
darkness	kegelapan	anger	0.227
versus	melawan	anger	0.227
resign	mengundurkan diri	anger	0.227
copycat	peniru	anger	0.227
soaked	basah kuyup	anger	0.226
unfulfilled	tidak terpenuhi	anger	0.225
abandoned	ditinggalkan	anger	0.222
bankruptcy	kebangkrutan	anger	0.221
owing	yg berhutang	anger	0.221
unattainable	tidak mungkin tercapai	anger	0.221
unhelpful	tidak membantu	anger	0.219
twitching	berkedut	anger	0.219
confusion	kebingungan	anger	0.219
mosquito	nyamuk	anger	0.219
warden	sipir	anger	0.219
misconception	kesalahpahaman	anger	0.219
compress	kompres	anger	0.219
whiny	cengeng	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	yg ingin tahu	anger	0.213
overpriced	terlalu mahal	anger	0.212
harry	harry	anger	0.212
shortage	kekurangan	anger	0.212
adder	adder	anger	0.212
melodrama	sandiwara sensasi	anger	0.212
overplayed	terlalu banyak dimainkan	anger	0.206
possession	milik	anger	0.206
desert	gurun	anger	0.206
pout	mencibir	anger	0.203
uninvited	tidak diundang	anger	0.203
arraignment	dakwaan	anger	0.203
inefficient	tidak efisien	anger	0.203
rook	benteng	anger	0.203
unlucky	sial	anger	0.203
unpaid	tidak dibayar	anger	0.203
backbone	tulang punggung	anger	0.203
sentence	kalimat	anger	0.203
powerless	tidak berdaya	anger	0.203
court	pengadilan	anger	0.199
endless	tanpa akhir	anger	0.198
adverts	iklan	anger	0.197
delay	menunda	anger	0.197
misstatement	salah saji	anger	0.197
distracted	bingung	anger	0.197
misunderstanding	salah paham	anger	0.195
excite	merangsang	anger	0.191
inadmissible	tidak dapat diterima	anger	0.191
lightning	petir	anger	0.189
incase	dalam hal	anger	0.188
preclude	menghalangi	anger	0.188
insecure	tidak aman	anger	0.188
mournful	sedih	anger	0.188
rating	rating	anger	0.182
mistress	nyonya	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	penuntut	anger	0.182
insist	bersikeras	anger	0.182
distracting	mengalihkan perhatian	anger	0.182
opium	candu	anger	0.180
willful	disengaja	anger	0.176
deserve	pantas	anger	0.176
insists	bersikeras	anger	0.175
treat	memperlakukan	anger	0.175
misplace	salah menaruhkan	anger	0.172
indecisive	bimbang	anger	0.172
gibberish	omong kosong	anger	0.172
fleece	bulu domba	anger	0.172
fee	biaya	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	membebaskan	anger	0.172
excitation	perangsangan	anger	0.172
hormonal	hormonal	anger	0.172
mighty	kuat	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	menyalak	anger	0.168
unequal	tidak sama	anger	0.167
insufficiency	ketidakcukupan	anger	0.167
hamstring	melumpuhkan	anger	0.167
bargaining	tawar menawar	anger	0.167
mule	bagal	anger	0.167
insignificant	tidak signifikan	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	pengabaian	anger	0.156
rheumatism	reumatik	anger	0.156
coop	mengurung	anger	0.156
forearm	lengan bawah	anger	0.156
uncertain	tidak pasti	anger	0.152
bee	lebah	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	keterlibatan	anger	0.152
disinformation	disinformasi	anger	0.152
attorney	pengacara	anger	0.152
underpaid	kurang bayar	anger	0.152
pretending	berpura-pura	anger	0.152
campaigning	berkampanye	anger	0.151
hopelessness	keputusasan	anger	0.149
feeling	perasaan	anger	0.147
legalized	dilegalisir	anger	0.145
caution	peringatan	anger	0.145
subsidy	subsidi	anger	0.141
obliging	mewajibkan	anger	0.141
morals	moral	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	gelandangan	anger	0.139
misspell	salah eja	anger	0.136
saloon	bar	anger	0.136
repay	membayar kembali	anger	0.136
blemish	cacat	anger	0.136
surcharge	biaya tambahan	anger	0.136
geez	ya ampun	anger	0.136
birch	Birch	anger	0.135
noob	cupu	anger	0.133
honk	membunyikan	anger	0.133
orchestra	orkestra	anger	0.132
competitive	kompetitif	anger	0.125
wireless	nirkabel	anger	0.125
standstill	macet	anger	0.125
mosque	mesjid	anger	0.122
reversal	pembalikan	anger	0.121
inattention	kekurangan perhatian	anger	0.121
lace	renda	anger	0.118
elbow	siku	anger	0.117
instinctive	naluriah	anger	0.112
chant	nyanyian	anger	0.111
lonely	kesepian	anger	0.109
gnome	gnome	anger	0.109
tolerate	mentolerir	anger	0.106
management	pengelolaan	anger	0.102
advocacy	pembelaan	anger	0.100
moral	moral	anger	0.094
roadworks	perbaikan jalan	anger	0.091
honest	jujur	anger	0.087
forgetful	pelupa	anger	0.076
gent	gent	anger	0.076
liquor	minuman keras	anger	0.075
money	uang	anger	0.074
