word	Ukrainian-uk	emotion	emotion-intensity-score
elimination	ліквідація	anger	0.456
picketing	пікетування	anger	0.456
haughty	пихатий	anger	0.456
troublesome	неприємний	anger	0.455
clamor	крик	anger	0.455
busted	завалений	anger	0.455
constraint	обмеження	anger	0.455
crabby	крабби	anger	0.455
veto	вето	anger	0.455
stubbed	натуральний	anger	0.455
mislead	вводити в оману	anger	0.455
illicit	незаконний	anger	0.455
dying	вмирає	anger	0.455
grated	тертий	anger	0.455
idiocy	ідіотизм	anger	0.455
illegality	незаконність	anger	0.455
flagrant	кричущий	anger	0.455
impermeable	герметичний	anger	0.455
bad	поганий	anger	0.453
despotism	деспотизм	anger	0.453
usurped	узурповано	anger	0.453
godless	безбожний	anger	0.453
disagreeing	не згоден	anger	0.453
intense	інтенсивний	anger	0.453
struggle	боротьба	anger	0.453
suppress	придушувати	anger	0.453
disapproving	не схвалюючи	anger	0.453
desist	відмовитися від	anger	0.453
bayonet	багнет	anger	0.453
displeased	невдоволений	anger	0.453
hysterical	істеричний	anger	0.453
unlawful	незаконний	anger	0.451
wrongly	неправильно	anger	0.448
repellent	відштовхує	anger	0.442
wasted	даремно	anger	0.441
foe	ворог	anger	0.441
dishonor	безглуздя	anger	0.441
wrongful	неправомірний	anger	0.441
psychosis	психоз	anger	0.441
aversion	відраза	anger	0.440
punitive	каральні	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	суглоби	anger	0.439
effigy	зображення	anger	0.439
schism	розкол	anger	0.439
ultimatum	ультиматум	anger	0.439
upset	засмучений	anger	0.439
worthless	нічого не варті	anger	0.438
deny	заперечувати	anger	0.438
ransom	викуп	anger	0.438
fugitive	втечу	anger	0.438
deleterious	шкідливий	anger	0.438
stupidity	тупість	anger	0.438
abandonment	залишення	anger	0.438
mucked	вимазаний	anger	0.438
separatist	сепаратистський	anger	0.438
irritation	роздратування	anger	0.438
oblivion	забуття	anger	0.437
segregate	відокремити	anger	0.437
payback	окупність	anger	0.436
incongruous	невідповідний	anger	0.435
eviction	виселення	anger	0.435
collusion	змова	anger	0.432
rob	грабувати	anger	0.431
infidelity	невірність	anger	0.429
ravenous	хижковий	anger	0.429
overrun	перевитрата	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	провісник	anger	0.426
martial	бойовий	anger	0.426
painful	болісний	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	недовірливий	anger	0.426
rejection	відмова	anger	0.426
defense	захист	anger	0.425
powerful	потужний	anger	0.424
censor	цензура	anger	0.424
indecency	непристойність	anger	0.424
fraudulent	шахрайський	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	помилковий	anger	0.424
concealment	приховування	anger	0.424
greed	жадібність	anger	0.424
disobedience	непослух	anger	0.424
fuss	метушня	anger	0.424
enforce	примусове виконання	anger	0.424
banger	банджер	anger	0.424
commotion	неспокій	anger	0.424
defraud	обманювати	anger	0.424
discontent	невдоволення	anger	0.424
unsympathetic	несимпатичний	anger	0.424
exasperation	роздратування	anger	0.424
barb	барбекю	anger	0.422
banishment	вигнання	anger	0.422
sedition	руйнування	anger	0.422
misrepresented	перекручений	anger	0.422
snubbed	підірваний	anger	0.422
penetration	проникнення	anger	0.422
cracked	тріснуті	anger	0.422
annoyance	роздратування	anger	0.422
duel	поєдинок	anger	0.422
penitentiary	в'язниця	anger	0.422
sarcasm	сарказм	anger	0.422
deportation	депортація	anger	0.422
nettle	кропива	anger	0.422
scar	шрам	anger	0.422
bang	вибух	anger	0.422
cur	курс	anger	0.422
blatant	явний	anger	0.420
force	сила	anger	0.418
perverse	викривлений	anger	0.415
wring	викрутити	anger	0.415
bastion	бастіон	anger	0.413
grim	похмурий	anger	0.413
sordid	різнобарвний	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	похмурий	anger	0.412
tiff	тифф	anger	0.412
moody	дурний	anger	0.412
hunting	полювання	anger	0.411
indenture	інстанція	anger	0.410
sham	шалений	anger	0.409
squelch	шумоподавити	anger	0.409
awful	жахливо	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	припустити	anger	0.409
contradict	суперечить	anger	0.409
supremacy	верховенство	anger	0.409
sneak	підкрадатися	anger	0.409
cantwin	кантвін	anger	0.409
reproach	докорами	anger	0.409
compulsion	примус	anger	0.409
inept	невмілий	anger	0.409
blockade	блокада	anger	0.409
detainee	затриманий	anger	0.409
forfeit	позбавитись	anger	0.409
disappoint	розчарувати	anger	0.409
lying	лежачий	anger	0.408
epidemic	епідемія	anger	0.406
tremor	тремтіння	anger	0.406
rail	залізниця	anger	0.406
onerous	обтяжливий	anger	0.406
cacophony	какофонія	anger	0.406
unthinkable	немислимо	anger	0.406
forsaken	покинуто	anger	0.406
delusion	омана	anger	0.406
wrongdoing	правопорушення	anger	0.406
badger	борсук	anger	0.406
antipathy	антипатія	anger	0.406
inequality	нерівність	anger	0.406
nuisance	неприємність	anger	0.406
scrapie	скрепі	anger	0.406
wop	WOP	anger	0.406
arguments	аргументи	anger	0.404
affront	ображати	anger	0.403
traumatic	травматичний	anger	0.402
libel	наклеп	anger	0.400
sodding	заборона	anger	0.400
annoys	дратує	anger	0.400
watchout	Стережись	anger	0.398
soslow	так повільно	anger	0.398
frenetic	божевільний	anger	0.397
remiss	непридатність	anger	0.397
barge	баржа	anger	0.396
howl	вити	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	неприємний	anger	0.394
extinguish	погасити	anger	0.394
keyed	закріплений	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	неповага	anger	0.394
illegal	незаконний	anger	0.394
rabble	трясувати	anger	0.394
actionable	справний	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	шахрайство	anger	0.394
sue	судитися	anger	0.394
unfriendly	недружелюбний	anger	0.394
confiscate	конфісковувати	anger	0.394
brimstone	сірка	anger	0.392
argh	арг	anger	0.391
pique	пікей	anger	0.391
recklessness	безрозсудність	anger	0.391
earthquake	землетрус	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	розчинення	anger	0.391
rigged	фальсифікований	anger	0.391
disagree	не погодитися	anger	0.389
lawsuit	судовий процес	anger	0.386
disused	звільнений	anger	0.382
immorality	аморальність	anger	0.382
despair	відчай	anger	0.382
difficulty	труднощі	anger	0.379
incurable	невиліковний	anger	0.379
touchy	чуйний	anger	0.379
coerce	примус	anger	0.379
sizzle	шиплення	anger	0.379
rifle	гвинтівка	anger	0.379
falsification	фальсифікація	anger	0.379
pokes	покерує	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	болить	anger	0.379
picket	пікет	anger	0.378
concussion	струс мозку	anger	0.377
pessimism	песимізм	anger	0.375
pitfall	ломка	anger	0.375
infantile	дитячий	anger	0.375
disillusionment	розчарування	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	міліція	anger	0.375
remand	затримання	anger	0.375
faulty	несправний	anger	0.375
cannon	гармата	anger	0.375
rawr	сировина	anger	0.375
sly	хитро	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	кумівство	anger	0.371
distressing	турботливий	anger	0.371
inhibit	гальмувати	anger	0.371
vindicate	виправдати	anger	0.371
schizophrenia	шизофренія	anger	0.369
skewed	перекошений	anger	0.368
disreputable	зневажливий	anger	0.368
forbidding	забороняє	anger	0.368
conquest	завоювання	anger	0.367
bark	кора	anger	0.365
leukemia	лейкемія	anger	0.365
barks	барки	anger	0.364
burke	бурк	anger	0.364
challenge	виклик	anger	0.364
disapprove	не схвалювати	anger	0.364
unhappy	нещасний	anger	0.364
retarded	сповільнений	anger	0.364
warrior	воїн	anger	0.364
belt	ремінь	anger	0.364
controversial	суперечливий	anger	0.359
opinionated	виважений	anger	0.359
paucity	слабкість	anger	0.359
broken	зламаний	anger	0.359
litigate	судовий процес	anger	0.359
polemic	полеміка	anger	0.359
aftermath	наслідки	anger	0.359
disliked	не любив	anger	0.359
loudness	гучність	anger	0.359
restriction	обмеження	anger	0.359
cad	кад	anger	0.359
sectarian	сектантський	anger	0.359
incompetence	некомпетентність	anger	0.359
interrupting	переривання	anger	0.358
fussy	метушливий	anger	0.357
wench	воріт	anger	0.353
misbehavior	неправильне поводження	anger	0.351
gruff	грубій	anger	0.351
remove	видалити	anger	0.351
brat	брат	anger	0.351
scarcity	дефіцит	anger	0.350
losing	програє	anger	0.349
pest	шкідник	anger	0.348
defect	дефект	anger	0.348
hardened	загартований	anger	0.348
deserted	пустельний	anger	0.348
lie	брешуть	anger	0.348
retract	відступити	anger	0.348
untrustworthy	недостовірний	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	розчарований	anger	0.348
disagreement	розбіжності	anger	0.348
stigma	стигма	anger	0.348
ulcer	виразка	anger	0.348
bias	упередження	anger	0.345
negation	заперечення	anger	0.344
antisocial	антисоціальний	anger	0.344
evade	уникати	anger	0.344
shoddy	потворений	anger	0.344
bothering	турбує	anger	0.344
impotence	імпотенція	anger	0.344
shaky	хиткий	anger	0.344
misleading	вводить в оману	anger	0.344
stripped	позбавити	anger	0.344
disclaim	відмовлятися від	anger	0.344
unsettled	неврегульований	anger	0.344
anxiety	тривога	anger	0.344
stingy	скупий	anger	0.344
deterioration	знос	anger	0.344
pirate	пірат	anger	0.344
unreliable	ненадійний	anger	0.344
interminable	нескінченний	anger	0.343
disease	хвороба	anger	0.341
meddle	втрутитися	anger	0.341
warp	деформація	anger	0.340
averse	непристойний	anger	0.338
infamous	ганебний	anger	0.338
alcoholism	алкоголізм	anger	0.338
row	рядок	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	хворий	anger	0.333
encumbrance	обтяжливість	anger	0.333
scorpion	скорпіон	anger	0.333
illegitimate	нелегітимний	anger	0.333
witchcraft	чаклунство	anger	0.333
interrupt	переривання	anger	0.333
paralyzed	паралізований	anger	0.333
sinner	грішник	anger	0.331
hulk	халк	anger	0.329
inconsiderate	неуважний	anger	0.329
phony	фальшивий	anger	0.328
spammers	спамери	anger	0.328
dashed	пунктирний	anger	0.328
disqualified	дискваліфікований	anger	0.328
fib	фіб	anger	0.328
