word	Chinese (Traditional)-zh-TW	emotion	emotion-intensity-score
struggle	鬥爭	anger	0.453
suppress	壓制	anger	0.453
disapproving	不贊成	anger	0.453
desist	斷念	anger	0.453
bayonet	刺刀	anger	0.453
displeased	不快	anger	0.453
hysterical	歇斯底里	anger	0.453
unlawful	非法的	anger	0.451
wrongly	錯	anger	0.448
repellent	驅蚊	anger	0.442
wasted	浪費	anger	0.441
foe	敵人	anger	0.441
dishonor	羞辱	anger	0.441
wrongful	非法的	anger	0.441
psychosis	精神病	anger	0.441
aversion	厭惡	anger	0.440
punitive	懲罰性	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	關節	anger	0.439
effigy	肖像	anger	0.439
schism	分裂	anger	0.439
ultimatum	最後通牒	anger	0.439
upset	煩亂	anger	0.439
worthless	無用	anger	0.438
deny	拒絕	anger	0.438
ransom	贖金	anger	0.438
fugitive	逃亡	anger	0.438
deleterious	有害	anger	0.438
stupidity	糊塗事	anger	0.438
abandonment	放棄	anger	0.438
mucked	打亂	anger	0.438
separatist	分裂	anger	0.438
irritation	刺激	anger	0.438
oblivion	遺忘	anger	0.437
segregate	分離	anger	0.437
payback	回報	anger	0.436
incongruous	牛頭不對馬嘴	anger	0.435
eviction	趕出	anger	0.435
collusion	共謀	anger	0.432
rob	搶	anger	0.431
infidelity	不忠	anger	0.429
ravenous	餓壞了的	anger	0.429
overrun	氾濫	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	預兆	anger	0.426
martial	武	anger	0.426
painful	痛苦	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	懷疑的	anger	0.426
rejection	拒絕	anger	0.426
defense	防禦	anger	0.425
powerful	強大	anger	0.424
censor	審查	anger	0.424
indecency	流氓	anger	0.424
fraudulent	騙人的	anger	0.424
gonorrhea	淋病	anger	0.424
fallacious	錯誤的	anger	0.424
concealment	隱蔽	anger	0.424
greed	貪心	anger	0.424
disobedience	不服從	anger	0.424
fuss	小題大作	anger	0.424
enforce	執行	anger	0.424
banger	香腸	anger	0.424
commotion	騷動	anger	0.424
defraud	騙取	anger	0.424
discontent	牢騷	anger	0.424
unsympathetic	絕情	anger	0.424
exasperation	惱怒	anger	0.424
barb	倒鉤	anger	0.422
banishment	流放	anger	0.422
sedition	煽動叛亂	anger	0.422
misrepresented	歪曲	anger	0.422
snubbed	冷落	anger	0.422
penetration	滲透	anger	0.422
cracked	破解	anger	0.422
annoyance	煩惱	anger	0.422
duel	決鬥	anger	0.422
penitentiary	教養所	anger	0.422
sarcasm	諷刺	anger	0.422
deportation	放逐	anger	0.422
nettle	蕁麻	anger	0.422
scar	瘢痕	anger	0.422
bang	砰	anger	0.422
cur	CUR	anger	0.422
blatant	明顯的	anger	0.420
force	力	anger	0.418
perverse	悖	anger	0.415
wring	擰	anger	0.415
bastion	堡壘	anger	0.413
grim	嚴峻	anger	0.413
sordid	污穢	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	陰沉的	anger	0.412
tiff	鬥嘴	anger	0.412
moody	喜怒無常	anger	0.412
hunting	狩獵	anger	0.411
indenture	契約	anger	0.410
sham	假	anger	0.409
squelch	嘩啦嘩啦地	anger	0.409
awful	可怕	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	連累	anger	0.409
contradict	頂撞	anger	0.409
supremacy	霸權	anger	0.409
sneak	潛行	anger	0.409
cantwin	cantwin	anger	0.409
reproach	責備	anger	0.409
compulsion	義務	anger	0.409
inept	無能	anger	0.409
blockade	封鎖	anger	0.409
detainee	被拘留者	anger	0.409
forfeit	喪失	anger	0.409
disappoint	辜負	anger	0.409
lying	說謊	anger	0.408
epidemic	疫情	anger	0.406
tremor	震	anger	0.406
rail	軌	anger	0.406
onerous	繁重的	anger	0.406
cacophony	雜音	anger	0.406
unthinkable	不可思議的	anger	0.406
forsaken	離棄	anger	0.406
delusion	妄想	anger	0.406
wrongdoing	壞事	anger	0.406
badger	獾	anger	0.406
antipathy	反感	anger	0.406
inequality	不等式	anger	0.406
nuisance	滋擾	anger	0.406
scrapie	羊瘙癢病	anger	0.406
wop	痛擊	anger	0.406
arguments	參數	anger	0.404
affront	冒犯	anger	0.403
traumatic	創傷	anger	0.402
libel	誹謗	anger	0.400
sodding	該死的	anger	0.400
annoys	惹惱	anger	0.400
watchout	小心	anger	0.398
soslow	太慢了	anger	0.398
frenetic	狂熱的	anger	0.397
remiss	失職	anger	0.397
barge	駁船	anger	0.396
howl	嗥	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	拳擊	anger	0.394
untoward	不良	anger	0.394
extinguish	撲滅	anger	0.394
keyed	鍵控	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	謾	anger	0.394
illegal	非法	anger	0.394
rabble	烏合之眾	anger	0.394
actionable	訴	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	舞弊	anger	0.394
sue	起訴	anger	0.394
unfriendly	不友好	anger	0.394
confiscate	沒收	anger	0.394
brimstone	硫磺	anger	0.392
argh	哎呀	anger	0.391
pique	憤怒	anger	0.391
recklessness	魯莽	anger	0.391
earthquake	地震	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	解散	anger	0.391
rigged	非法操縱的	anger	0.391
disagree	不同意	anger	0.389
lawsuit	訴訟	anger	0.386
disused	廢棄	anger	0.382
immorality	放蕩	anger	0.382
despair	絕望	anger	0.382
difficulty	困難	anger	0.379
incurable	不可救藥	anger	0.379
touchy	易怒的	anger	0.379
coerce	脅迫	anger	0.379
sizzle	嘯	anger	0.379
rifle	步槍	anger	0.379
falsification	偽造	anger	0.379
pokes	捅	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	瘡	anger	0.379
picket	糾察	anger	0.378
concussion	震動	anger	0.377
pessimism	悲觀主義	anger	0.375
pitfall	陷阱	anger	0.375
infantile	嬰兒	anger	0.375
disillusionment	幻滅	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	民兵	anger	0.375
remand	歸還	anger	0.375
faulty	不完善的	anger	0.375
cannon	大砲	anger	0.375
rawr	RAWR	anger	0.375
sly	狡猾	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	裙帶關係	anger	0.371
distressing	令人痛心	anger	0.371
inhibit	抑制	anger	0.371
vindicate	表白	anger	0.371
schizophrenia	精神分裂症	anger	0.369
skewed	偏斜	anger	0.368
disreputable	不名譽	anger	0.368
forbidding	森嚴	anger	0.368
conquest	征服	anger	0.367
bark	吠	anger	0.365
leukemia	白血病	anger	0.365
barks	樹皮	anger	0.364
burke	伯克	anger	0.364
challenge	挑戰	anger	0.364
disapprove	不贊成	anger	0.364
unhappy	不快樂	anger	0.364
retarded	智障	anger	0.364
warrior	戰士	anger	0.364
belt	帶	anger	0.364
controversial	爭論的	anger	0.359
opinionated	自以為是	anger	0.359
paucity	缺乏	anger	0.359
broken	破碎	anger	0.359
litigate	訴訟	anger	0.359
polemic	論戰	anger	0.359
aftermath	後果	anger	0.359
disliked	不喜歡的	anger	0.359
loudness	響度	anger	0.359
restriction	限制	anger	0.359
cad	CAD	anger	0.359
sectarian	宗派	anger	0.359
incompetence	無能	anger	0.359
interrupting	中斷	anger	0.358
fussy	挑剔	anger	0.357
wench	丫頭	anger	0.353
misbehavior	不當行為	anger	0.351
gruff	粗暴	anger	0.351
remove	去掉	anger	0.351
brat	小子	anger	0.351
scarcity	缺乏	anger	0.350
losing	失去	anger	0.349
pest	蟲害	anger	0.348
defect	缺陷	anger	0.348
hardened	硬化	anger	0.348
deserted	廢棄的	anger	0.348
lie	謊言	anger	0.348
retract	撤回	anger	0.348
untrustworthy	靠不住	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	失望	anger	0.348
disagreement	異議	anger	0.348
stigma	柱頭	anger	0.348
ulcer	潰瘍	anger	0.348
bias	偏壓	anger	0.345
negation	否定	anger	0.344
antisocial	反社會的	anger	0.344
evade	逃避	anger	0.344
shoddy	以次充好	anger	0.344
bothering	困擾	anger	0.344
impotence	性無能	anger	0.344
shaky	搖搖欲墜	anger	0.344
misleading	誤導	anger	0.344
stripped	剝離	anger	0.344
disclaim	放棄	anger	0.344
unsettled	憧	anger	0.344
anxiety	焦慮	anger	0.344
stingy	小氣	anger	0.344
deterioration	惡化	anger	0.344
pirate	海盜	anger	0.344
unreliable	靠不住	anger	0.344
interminable	沒完沒了	anger	0.343
disease	疾病	anger	0.341
meddle	插手	anger	0.341
warp	經	anger	0.340
averse	規避	anger	0.338
infamous	臭名昭著	anger	0.338
alcoholism	酗酒	anger	0.338
row	行	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	生病	anger	0.333
encumbrance	累贅	anger	0.333
scorpion	蠍	anger	0.333
illegitimate	非法的	anger	0.333
witchcraft	巫術	anger	0.333
interrupt	打斷	anger	0.333
paralyzed	癱	anger	0.333
sinner	罪人	anger	0.331
hulk	廢船	anger	0.329
inconsiderate	輕率	anger	0.329
phony	假	anger	0.328
spammers	垃圾郵件發送者	anger	0.328
dashed	虛線	anger	0.328
disqualified	取消資格	anger	0.328
fib	FIB	anger	0.328
hiss	嘶	anger	0.328
brrr	BRRR	anger	0.328
resisting	抵制	anger	0.328
victim	受害者	anger	0.328
scapegoat	替罪羊	anger	0.328
tighten	緊縮	anger	0.328
opponent	對手	anger	0.328
crusade	運動	anger	0.328
dislocated	脫臼	anger	0.328
grumpy	性情乖戾的	anger	0.328
prohibited	被禁止	anger	0.328
inappropriate	不當	anger	0.324
haye	海牙	anger	0.324
loss	失利	anger	0.324
eschew	避	anger	0.324
trickery	詭計	anger	0.324
neglected	被忽視的	anger	0.324
canker	潰瘍	anger	0.323
queues	隊列	anger	0.318
muff	笨人	anger	0.318
crunch	緊縮	anger	0.318
duplicity	表裡不一	anger	0.318
criticism	批評	anger	0.318
shriek	尖叫	anger	0.316
depreciate	貶值	anger	0.315
poverty	貧窮	anger	0.312
chaff	糠	anger	0.312
dupe	欺騙	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	解僱	anger	0.312
mortality	死亡	anger	0.312
deflate	放氣	anger	0.312
carelessness	疏忽	anger	0.312
dumps	轉儲	anger	0.312
revving	上竄	anger	0.309
disallowed	不允許	anger	0.308
thoughtless	粗心	anger	0.307
boisterous	哄然	anger	0.307
burial	葬禮	anger	0.304
theocratic	政教合一	anger	0.303
wince	WINCE	anger	0.303
sullen	憂鬱	anger	0.303
involution	乘方	anger	0.300
senseless	無意義	anger	0.297
stalemate	僵持	anger	0.297
depreciated	貶值	anger	0.297
wasteful	浪費	anger	0.297
hoax	惡作劇	anger	0.297
misuse	濫用	anger	0.297
getyourown	getyourown	anger	0.297
taxed	徵稅	anger	0.297
depressed	鬱悶	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	麻痺	anger	0.295
displaced	流離失所	anger	0.294
limited	有限	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	獸人	anger	0.289
ridiculous	荒謬	anger	0.289
teasing	戲弄	anger	0.288
sharpen	削尖	anger	0.288
react	應對	anger	0.288
presumptuous	放肆	anger	0.288
spine	脊柱	anger	0.288
homeless	無家可歸	anger	0.288
hoot	叱	anger	0.287
twitchy	顛簸	anger	0.287
barrier	屏障	anger	0.287
myopia	近視	anger	0.283
contraband	禁品	anger	0.281
disconnects	斷開	anger	0.281
spam	垃圾郵件	anger	0.281
lagging	滯後	anger	0.281
shiver	發抖	anger	0.281
agh	AGH	anger	0.281
restitution	歸還	anger	0.281
flexin	flexin	anger	0.281
incompatible	不相容	anger	0.281
delinquent	拖欠的	anger	0.281
noncompliance	違規	anger	0.279
troll	拖釣	anger	0.279
buffering	緩衝	anger	0.279
unfairness	不平	anger	0.279
foray	突襲	anger	0.279
nether	幽冥	anger	0.278
bugaboo	嚇人的東西	anger	0.273
immaturity	未成年	anger	0.273
bogus	虛假	anger	0.273
uncaring	冷漠	anger	0.273
shock	休克	anger	0.269
feisty	易怒的	anger	0.269
defendant	被告	anger	0.266
latent	潛	anger	0.266
rapping	說唱	anger	0.266
pry	撬	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	熊	anger	0.266
nopoint	沒有意義	anger	0.266
inoperative	不工作	anger	0.266
quandary	困惑	anger	0.266
inconvenient	不方便	anger	0.266
feminism	女權主義	anger	0.266
humbug	哄騙	anger	0.266
interrupts	中斷	anger	0.265
fluctuation	波動	anger	0.265
exaggerate	誇大	anger	0.263
lose	失去	anger	0.261
patter	行話	anger	0.258
tease	逗	anger	0.258
furnace	爐	anger	0.258
stone	石	anger	0.258
shoplifting	行竊	anger	0.258
soldier	士兵	anger	0.258
incompetent	無能	anger	0.257
indoctrination	灌輸	anger	0.255
skid	剎車	anger	0.250
notoriety	臭名	anger	0.250
falsehood	謬誤	anger	0.250
untrue	不確實	anger	0.250
mastery	征服	anger	0.250
tripping	跳閘	anger	0.250
nonsense	廢話	anger	0.250
unfollow	取消關注	anger	0.250
noisy	嘈雜	anger	0.250
pouting	撅嘴	anger	0.250
cane	甘蔗	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	火箭	anger	0.250
complicate	複雜	anger	0.250
socialist	社會主義的	anger	0.250
lawyer	律師	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	大寫鎖定	anger	0.242
fenced	圍欄	anger	0.242
obstacle	障礙	anger	0.242
halter	羈	anger	0.242
witch	巫婆	anger	0.242
vampire	吸血鬼	anger	0.242
detract	減損	anger	0.242
ringer	鈴聲	anger	0.242
frowning	皺著眉頭	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	飢餓	anger	0.235
recession	不景氣	anger	0.234
lava	岩漿	anger	0.234
shell	貝殼	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	涉足	anger	0.234
tariff	關稅	anger	0.234
failing	失敗	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	壞蛋	anger	0.234
politics	政治	anger	0.234
undesirable	不可取	anger	0.231
darkness	黑暗	anger	0.227
versus	與	anger	0.227
resign	辭職	anger	0.227
copycat	山寨	anger	0.227
soaked	浸泡	anger	0.226
unfulfilled	未了	anger	0.225
abandoned	棄	anger	0.222
bankruptcy	破產	anger	0.221
owing	虧欠的	anger	0.221
unattainable	高不可攀	anger	0.221
unhelpful	無益	anger	0.219
twitching	抽搐	anger	0.219
confusion	混亂	anger	0.219
mosquito	蚊子	anger	0.219
warden	看守	anger	0.219
misconception	誤解	anger	0.219
compress	壓縮	anger	0.219
whiny	愛發牢騷	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	工具	anger	0.219
nosey	八卦	anger	0.213
overpriced	高估	anger	0.212
harry	掠奪	anger	0.212
shortage	短缺	anger	0.212
adder	加法器	anger	0.212
melodrama	情景劇	anger	0.212
overplayed	誇大	anger	0.206
possession	所有權	anger	0.206
desert	沙漠	anger	0.206
pout	噘	anger	0.203
uninvited	不速之	anger	0.203
arraignment	提審	anger	0.203
inefficient	低效	anger	0.203
rook	車	anger	0.203
unlucky	不幸的	anger	0.203
unpaid	未付	anger	0.203
backbone	骨幹	anger	0.203
sentence	句子	anger	0.203
powerless	無力	anger	0.203
court	法庭	anger	0.199
endless	無窮	anger	0.198
adverts	廣告	anger	0.197
delay	延遲	anger	0.197
misstatement	誤報	anger	0.197
distracted	分心	anger	0.197
misunderstanding	誤解	anger	0.195
excite	激發	anger	0.191
inadmissible	不予受理	anger	0.191
lightning	閃電	anger	0.189
incase	以防萬一	anger	0.188
preclude	排除	anger	0.188
insecure	不安全	anger	0.188
mournful	悲哀	anger	0.188
rating	評分	anger	0.182
mistress	情婦	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	索賠	anger	0.182
insist	咬定	anger	0.182
distracting	分心	anger	0.182
opium	鴉片	anger	0.180
willful	恣意	anger	0.176
deserve	值得	anger	0.176
insists	堅持	anger	0.175
treat	對待	anger	0.175
misplace	錯位	anger	0.172
indecisive	優柔寡斷	anger	0.172
gibberish	胡言亂語	anger	0.172
fleece	羊毛	anger	0.172
fee	費用	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	解放	anger	0.172
excitation	勵磁	anger	0.172
hormonal	激素	anger	0.172
mighty	威武	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	喊叫	anger	0.168
unequal	不等	anger	0.167
insufficiency	機能不全	anger	0.167
hamstring	腿筋	anger	0.167
bargaining	議價	anger	0.167
mule	馬騾	anger	0.167
insignificant	微不足道	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	漠不關心	anger	0.156
rheumatism	風濕症	anger	0.156
coop	雞舍	anger	0.156
forearm	前臂	anger	0.156
uncertain	不確定	anger	0.152
bee	蜜蜂	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	參與	anger	0.152
disinformation	造謠	anger	0.152
attorney	律師	anger	0.152
underpaid	少繳	anger	0.152
pretending	假裝	anger	0.152
campaigning	競選	anger	0.151
hopelessness	絕望	anger	0.149
feeling	感覺	anger	0.147
legalized	合法化	anger	0.145
caution	警告	anger	0.145
subsidy	補貼	anger	0.141
obliging	隨和	anger	0.141
morals	德	anger	0.141
sterling	英鎊	anger	0.141
wimpy	懦弱	anger	0.140
bummer	長號	anger	0.139
misspell	拼錯	anger	0.136
saloon	轎車	anger	0.136
repay	償還	anger	0.136
blemish	缺陷	anger	0.136
surcharge	附加費	anger	0.136
geez	吉茲	anger	0.136
birch	樺木	anger	0.135
noob	菜鳥	anger	0.133
honk	按喇叭	anger	0.133
orchestra	樂隊	anger	0.132
competitive	競爭的	anger	0.125
wireless	無線	anger	0.125
standstill	停頓	anger	0.125
mosque	清真寺	anger	0.122
reversal	翻轉	anger	0.121
inattention	注意力不集中	anger	0.121
lace	花邊	anger	0.118
elbow	彎頭	anger	0.117
instinctive	直覺的	anger	0.112
chant	唄	anger	0.111
lonely	孤獨	anger	0.109
gnome	地精	anger	0.109
tolerate	容忍	anger	0.106
management	管理	anger	0.102
advocacy	擁護	anger	0.100
moral	道德	anger	0.094
roadworks	道路工程	anger	0.091
honest	誠實	anger	0.087
forgetful	健忘	anger	0.076
gent	紳士	anger	0.076
liquor	酒	anger	0.075
money	錢	anger	0.074
hood	引擎罩	anger	0.071
curriculum	課程	anger	0.063
words	話	anger	0.062
smell	聞	anger	0.061
elf	小精靈	anger	0.061
playful	調皮	anger	0.061
opera	歌劇	anger	0.061
nurture	培育	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	顧問	anger	0.059
trumpet	喇叭	anger	0.059
birthplace	出生地	anger	0.051
ribbon	色帶	anger	0.047
youth	青年	anger	0.045
vote	投票	anger	0.045
cash	現金	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	貴婦人	anger	0.030
waffle	胡扯	anger	0.030
buffet	自助餐	anger	0.029
celebrity	名人	anger	0.026
autocorrect	自動更正	anger	0.015
sisterhood	姐妹	anger	0.015
musical	音樂	anger	0.011
tree	樹	anger	0.000
anticipation	預期	anticipation	0.859
excited	興奮	anticipation	0.859
anticipate	預料	anticipation	0.820
excitement	激動	anticipation	0.820
eagerness	熱心	anticipation	0.812
exciting	扣人心弦	anticipation	0.797
expectant	期待	anticipation	0.789
thrilling	驚險	anticipation	0.781
hope	希望	anticipation	0.773
quest	尋求	anticipation	0.766
expectance	期待	anticipation	0.750
countdown	倒數	anticipation	0.750
start	開始	anticipation	0.750
anticipatory	預料的	anticipation	0.750
adventure	冒險	anticipation	0.750
eager	急於	anticipation	0.742
climax	高潮	anticipation	0.742
excite	激發	anticipation	0.742
prophecy	預言	anticipation	0.742
arouse	引起	anticipation	0.742
expect	期望	anticipation	0.742
birth	分娩	anticipation	0.734
ejaculation	射精	anticipation	0.734
announcement	公告	anticipation	0.734
liberation	解放	anticipation	0.727
urgent	緊急	anticipation	0.727
expecting	期待	anticipation	0.727
expectancy	期待	anticipation	0.727
imminent	即將來臨	anticipation	0.727
aspire	立志	anticipation	0.719
prospect	展望	anticipation	0.719
trepidation	不安	anticipation	0.719
reunion	團圓	anticipation	0.719
prospection	勘探	anticipation	0.719
voyage	航程	anticipation	0.719
mystery	神秘	anticipation	0.711
journey	旅程	anticipation	0.711
kiss	吻	anticipation	0.711
enthusiasm	熱情	anticipation	0.711
suspense	懸念	anticipation	0.711
ecstasy	狂喜	anticipation	0.711
rapture	歡天喜地	anticipation	0.711
yearning	懷念	anticipation	0.711
urgency	急	anticipation	0.703
destination	目的地	anticipation	0.703
frantic	瘋狂的	anticipation	0.703
excitation	勵磁	anticipation	0.703
thrill	顫抖	anticipation	0.703
prospective	預期	anticipation	0.703
hopeful	有希望	anticipation	0.703
lottery	抽獎	anticipation	0.703
progress	進展	anticipation	0.703
tantalizing	誘人	anticipation	0.703
advance	提前	anticipation	0.695
explore	探索	anticipation	0.695
liberate	解放	anticipation	0.695
readiness	準備就緒	anticipation	0.695
hurry	匆忙	anticipation	0.695
arrival	到達	anticipation	0.695
vacation	假期	anticipation	0.695
expectation	期望	anticipation	0.695
sex	性別	anticipation	0.695
achievement	成就	anticipation	0.695
prediction	預測	anticipation	0.695
allure	引誘	anticipation	0.688
ecstatic	欣喜若狂	anticipation	0.688
approaching	接近	anticipation	0.688
uprising	起義	anticipation	0.680
honeymoon	度蜜月	anticipation	0.680
