word	Kannada-kn	emotion	emotion-intensity-score
frustration	ಹತಾಶೆ	anger	0.576
gory	ರಕ್ತಸಿಕ್ತ	anger	0.576
alienation	ಬೇರ್ಪಡಿಸುವಿಕೆ	anger	0.576
discord	ಅಪಶ್ರುತಿ	anger	0.576
disturbance	ಅಡಚಣೆ	anger	0.576
grope	ಹಗ್ಗ	anger	0.576
condescension	ಖಿನ್ನತೆ	anger	0.576
pernicious	ವಿನಾಶಕಾರಿ	anger	0.576
blasphemy	ಧರ್ಮನಿಂದೆಯ	anger	0.576
discriminate	ತಾರತಮ್ಯ	anger	0.576
chaotic	ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ	anger	0.576
gun	ಗನ್	anger	0.576
standoff	ನಿಲುವು	anger	0.576
dontmess	NO TRANSLATION	anger	0.576
friggen	NO TRANSLATION	anger	0.575
sneer	ಸ್ನೀರ್	anger	0.574
lunacy	ಪಶ್ಚಾತ್ತಾಪ	anger	0.574
oppressive	ದುರ್ಭರ	anger	0.574
death	ಸಾವು	anger	0.574
jab	ಜಬ್	anger	0.574
cursed	ಶಾಪಗ್ರಸ್ತ	anger	0.574
scandalous	ನಾಚಿಕೆಗೇಡು	anger	0.574
monstrosity	ಮಾಂಸಾಹಾರಿ	anger	0.574
shit	ಶಿಟ್	anger	0.573
disparaging	ನಿರಾಕರಿಸುವುದು	anger	0.571
slash	ಕತ್ತರಿಸಿ	anger	0.571
unfair	ಅನ್ಯಾಯದ	anger	0.571
gallows	ಗಲ್ಲು	anger	0.570
escalate	ಉಲ್ಬಣಿಸಿ	anger	0.569
intolerant	ಅಸಹಿಷ್ಣುತೆ	anger	0.564
lawlessness	ಕಾನೂನು ರಹಿತತೆ	anger	0.563
bluddy	ಅಸ್ಪಷ್ಟ	anger	0.562
perdition	ಅಧಃಪತನ	anger	0.562
taunt	ಅಸಮಾಧಾನ	anger	0.562
grouchy	ಗ್ರೌಚಿ	anger	0.562
torpedo	ಟಾರ್ಪಿಡೊ	anger	0.562
deceived	ವಂಚಿಸಿದ	anger	0.562
slander	ಅಪನಿಂದೆ	anger	0.562
retards	retards	anger	0.562
bearish	ಕರಡಿ	anger	0.562
invade	ಆಕ್ರಮಣ	anger	0.562
bellows	ಬೆಲ್ಲೋಸ್	anger	0.562
beast	ಮೃಗ	anger	0.562
frightful	ಭಯಂಕರ	anger	0.562
derogatory	ಅವಹೇಳನಕಾರಿ	anger	0.562
glare	ಬೆಳಕು	anger	0.562
arghh	NO TRANSLATION	anger	0.562
dreadful	ಘೋರ	anger	0.562
traitor	ದೇಶದ್ರೋಹಿ	anger	0.562
malign	ದೋಷಪೂರಿತ	anger	0.562
wrangling	ಸುಲಿಗೆ ಮಾಡುವುದು	anger	0.562
dissension	ಭಿನ್ನಾಭಿಪ್ರಾಯ	anger	0.561
banshee	ಬನ್ಷೀ	anger	0.561
shatter	ಚೂರು	anger	0.561
conflagration	ದೌರ್ಜನ್ಯ	anger	0.561
jeopardize	ಅಪಾಯಕ್ಕೆ ಸಿಕ್ಕಿಸು	anger	0.561
thief	ಕಳ್ಳ	anger	0.561
rave	ರೇವ್	anger	0.561
grating	ತುಂಡು	anger	0.561
devastating	ವಿನಾಶಕಾರಿ	anger	0.561
idiots	ಈಡಿಯಟ್ಸ್	anger	0.561
betrayal	ನಂಬಿಕೆದ್ರೋಹ	anger	0.561
uncontrollable	ಅನಿಯಂತ್ರಿತ	anger	0.561
fits	ಹಿಡಿಸುತ್ತದೆ	anger	0.561
cross	ಅಡ್ಡ	anger	0.561
hurt	ಹರ್ಟ್	anger	0.561
disturbed	ಕದಡಿದ	anger	0.559
subjugation	ನಿಗ್ರಹಿಸುವುದು	anger	0.559
stomped	stomped	anger	0.557
grab	ದೋಚಿದ	anger	0.557
ticked	ಗುರುತಿಸಲಾಗಿದೆ	anger	0.556
masochism	ಮಾಸೊಚಿಸ್ಮ್	anger	0.556
grievance	ದುಃಖ	anger	0.556
defiance	ಪ್ರತಿಭಟನೆ	anger	0.552
blackmail	ಬ್ಲ್ಯಾಕ್ಮೇಲ್	anger	0.550
offensive	ಆಕ್ರಮಣಕಾರಿ	anger	0.549
decry	ನಿಷ್ಕಪಟ	anger	0.548
sin	NO TRANSLATION	anger	0.547
violation	ಉಲ್ಲಂಘನೆ	anger	0.547
punishment	ಶಿಕ್ಷೆ	anger	0.547
shrill	ಚುರುಕಾದ	anger	0.547
fustrated	NO TRANSLATION	anger	0.547
darkside	ಡಾರ್ಕ್ ಸೈಡ್	anger	0.547
misery	ದುಃಖ	anger	0.547
frustrates	frustrates	anger	0.547
disgraceful	ನಾಚಿಕೆಗೇಡು	anger	0.547
arghhhh	NO TRANSLATION	anger	0.547
overbearing	ಅಸಹನೀಯ	anger	0.547
disparity	ಅಸಮಾನತೆಗೆ	anger	0.547
confine	ಸೀಮಿತಗೊಳಿಸು	anger	0.547
firearms	ಬಂದೂಕುಗಳು	anger	0.547
ire	NO TRANSLATION	anger	0.547
preposterous	ಅಸಮಂಜಸ	anger	0.547
rebel	ಬಂಡಾಯ	anger	0.547
deceive	ಮೋಸ	anger	0.547
stolen	ಕದ್ದ	anger	0.546
hadenough	NO TRANSLATION	anger	0.546
wanker	ವಾಂಕರ್	anger	0.545
heated	ಬಿಸಿ	anger	0.545
ruined	ನಾಶವಾದ	anger	0.545
menace	ಬೆದರಿಕೆ	anger	0.545
humiliate	ಅವಮಾನಿಸು	anger	0.545
tackle	ನಿಭಾಯಿಸಲು	anger	0.545
conspirator	ಸಂಚುಗಾರ	anger	0.545
foul	ಫೌಲ್	anger	0.545
antagonist	ಎದುರಾಳಿ	anger	0.545
resentful	ಅಸಮಾಧಾನ	anger	0.545
prejudice	ಪೂರ್ವಾಗ್ರಹ	anger	0.545
adversary	ಎದುರಾಳಿ	anger	0.545
argument	ವಾದ	anger	0.545
skirmish	ಚಕಮಕಿ	anger	0.545
callous	ಕಠೋರ	anger	0.545
annoyin	NO TRANSLATION	anger	0.545
entangled	ಸಿಕ್ಕಿಹಾಕಿಕೊಂಡು	anger	0.544
robbery	ದರೋಡೆ	anger	0.544
sting	ಕುಟುಕು	anger	0.544
outcry	ಪ್ರತಿಭಟನೆ	anger	0.544
grumble	ಕುಗ್ಗಿಸು	anger	0.544
irreconcilable	ಸರಿಪಡಿಸಲಾಗದ	anger	0.543
resistance	ಪ್ರತಿರೋಧ	anger	0.543
obstructive	ಪ್ರತಿರೋಧಕ	anger	0.542
dismay	ನಿರಾಶೆ	anger	0.540
mob	ಜನಸಮೂಹ	anger	0.538
juststop	NO TRANSLATION	anger	0.537
badness	ಕೆಟ್ಟತನ	anger	0.536
ridicule	ಹಾಸ್ಯಾಸ್ಪದ	anger	0.534
incendiary	ಬೆಂಕಿಯಿಡುವ	anger	0.533
flares	ಸ್ಫೋಟಗಳು	anger	0.532
degeneracy	ಕ್ಷೀಣತೆ	anger	0.531
confinement	ಬಂಧನ	anger	0.531
exacerbation	ಉಲ್ಬಣಗೊಳಿಸುವಿಕೆ	anger	0.531
prejudicial	ಪೂರ್ವಾಗ್ರಹ	anger	0.531
uprising	ದಂಗೆ	anger	0.531
twofaced	NO TRANSLATION	anger	0.531
reckless	ಅಜಾಗರೂಕ	anger	0.531
unbridled	ಕಡಿವಾಣವಿಲ್ಲದ	anger	0.531
allegation	ಆರೋಪ	anger	0.531
communism	ಕಮ್ಯುನಿಸಮ್	anger	0.531
whip	ಚಾವಟಿ	anger	0.531
intruder	ಅನಾಹುತ	anger	0.531
dispute	ವಿವಾದ	anger	0.531
belittle	ಕ್ಷುಲ್ಲಕ	anger	0.531
bigoted	ದೊಡ್ಡದಾದ	anger	0.530
offender	ಅಪರಾಧಿ	anger	0.530
hassle	ಜಗಳ	anger	0.530
dissonance	ಅಪಶ್ರುತಿ	anger	0.530
unjust	ಅನ್ಯಾಯದ	anger	0.530
dictatorial	ಸರ್ವಾಧಿಕಾರಿ	anger	0.530
unjustifiable	ಅಸಮರ್ಥನೀಯ	anger	0.530
fiesty	NO TRANSLATION	anger	0.530
perversion	ವಿಪರ್ಯಾಸ	anger	0.530
tackled	ನಿಭಾಯಿಸಲಾಗಿದೆ	anger	0.530
renegade	ಸ್ವಧರ್ಮಪರಿತ್ಯಾಗಿ	anger	0.529
hot	ಬಿಸಿ	anger	0.529
prison	ಜೈಲು	anger	0.529
cantstandit	NO TRANSLATION	anger	0.529
trespass	ಅತಿಕ್ರಮಣ	anger	0.529
suicide	ಆತ್ಮಹತ್ಯೆ	anger	0.521
annoy	ಸಿಟ್ಟುಬರಿಸು	anger	0.520
leavemealone	ರಶ್ಮಿಲೋನ್	anger	0.517
idiotic	ಇಡಿಯೊಟಿಕ್	anger	0.516
distrust	ಅಪನಂಬಿಕೆ	anger	0.516
depravity	ಅಪ್ರಾಮಾಣಿಕತೆ	anger	0.516
cretins	ಕ್ರೆಟೀನ್ಗಳು	anger	0.516
divorce	ವಿಚ್ಛೇದನ	anger	0.516
broil	ಕುಡಿ	anger	0.516
grrr	grrr	anger	0.516
venting	ಮುಂದೂಡುವುದು	anger	0.516
inimical	ಅನೈತಿಕ	anger	0.516
duress	ದುಃಖ	anger	0.516
disrespectful	ಅಗೌರವ	anger	0.516
tortious	ಕಿರುಕುಳ	anger	0.516
criticize	ವಿಮರ್ಶೆ	anger	0.516
prisoner	ಸೆರೆಯಾಳು	anger	0.516
dishonest	ಅಪ್ರಾಮಾಣಿಕ	anger	0.516
treason	ದೇಶದ್ರೋಹ	anger	0.516
victimized	ಬಲಿಯಾದ	anger	0.515
bile	ಪಿತ್ತರಸ	anger	0.515
unkind	ನಿರ್ದಯ	anger	0.515
unforgiving	ಕ್ಷಮಿಸದ	anger	0.515
unleash	ಸಡಿಲಿಸು	anger	0.515
coercion	ದಬ್ಬಾಳಿಕೆ	anger	0.515
scold	ಗದರಿಸು	anger	0.515
chaos	ಅವ್ಯವಸ್ಥೆ	anger	0.515
grump	ಗ್ರಂಪ್	anger	0.515
roar	ಘರ್ಜನೆ	anger	0.515
jerks	ಜರ್ಕ್ಸ್	anger	0.515
poaching	ಬೇಟೆಯಾಡುವುದು	anger	0.515
hangry	ಹ್ಯಾಂಗ್ರಿ	anger	0.515
pow	ಪೌ	anger	0.515
poachers	ಬೇಟೆಗಾರರು	anger	0.515
argumentation	ವಾದ	anger	0.515
frustrating	ಹುಟ್ಟಿಸಿದ	anger	0.515
tussle	ಮುಷ್ಕರ	anger	0.514
bane	ಬೇನ್	anger	0.511
accusation	ಆರೋಪ	anger	0.510
repudiation	ನಿರಾಕರಣೆ	anger	0.510
enmity	ದ್ವೇಷ	anger	0.510
banish	ಬಹಿಷ್ಕಾರ	anger	0.509
disfigured	ವಿಕಾರಗೊಳಿಸಿದ	anger	0.508
storm	ಚಂಡಮಾರುತ	anger	0.507
shun	ನಿಷೇಧಿಸು	anger	0.500
suppression	ನಿಗ್ರಹ	anger	0.500
unruly	ಅಶಿಸ್ತಿನ	anger	0.500
intractable	ಪರಿಹರಿಸಲಾಗದ	anger	0.500
ordeal	ಅಗ್ನಿಪರೀಕ್ಷೆ	anger	0.500
obstruct	ತಡೆಯೊಡ್ಡಿರಿ	anger	0.500
derogation	ಅವಹೇಳನ	anger	0.500
fervor	ಉತ್ಸಾಹ	anger	0.500
foaming	ಫೋಮಿಂಗ್	anger	0.500
derision	ತಿರಸ್ಕಾರ	anger	0.500
animus	ಎನಿಮಸ್	anger	0.500
rejects	ತಿರಸ್ಕರಿಸುತ್ತದೆ	anger	0.500
bout	ಪಂದ್ಯ	anger	0.500
spear	ಈಟಿ	anger	0.500
crazy	ಕ್ರೇಜಿ	anger	0.500
brazen	ಲಜ್ಜೆಗೆಟ್ಟ	anger	0.500
antithesis	ವಿರೋಧಿ	anger	0.500
injustice	ಅನ್ಯಾಯ	anger	0.500
banished	ಬಹಿಷ್ಕರಿಸಲಾಗಿದೆ	anger	0.500
confined	ಸೀಮಿತಗೊಳಿಸಲಾಗಿತ್ತು	anger	0.500
frenzied	ಹುಚ್ಚು	anger	0.500
dominate	ಪ್ರಾಬಲ್ಯ	anger	0.500
disrupting	ಅಡ್ಡಿಪಡಿಸುತ್ತದೆ	anger	0.500
hammering	ಸುತ್ತಿಗೆ	anger	0.500
fear	ಭಯ	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	ದುಃಖ	anger	0.500
brunt	ಶ್ರಮಿಸು	anger	0.500
possessed	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು	anger	0.500
defy	ನಿರಾಕರಿಸು	anger	0.500
scoff	ಕೆಡಿಸು	anger	0.500
patronising	ಪೋಷಕ	anger	0.500
delusional	ಭ್ರಮೆ	anger	0.500
malpractice	ದುಷ್ಕೃತ್ಯ	anger	0.500
reject	ತಿರಸ್ಕರಿಸಿ	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ಕಠಿಣತೆ	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ಹುಚ್ಚು	anger	0.491
sinful	ಪಾಪಿ	anger	0.491
avarice	ದುಡಿಮೆ	anger	0.490
oppress	ಪೀಡಿಸು	anger	0.490
disapproved	ನಿರಾಕರಿಸಲಾಗಿದೆ	anger	0.485
inhuman	ಅಮಾನವೀಯ	anger	0.485
demand	ಬೇಡಿಕೆ	anger	0.485
abolish	ನಿರ್ಮೂಲನೆ	anger	0.485
anathema	ಮುಗ್ಧತೆ	anger	0.485
fricking	fricking	anger	0.485
complaint	ದೂರು	anger	0.485
disservice	ಅನ್ಯಾಯ	anger	0.485
smuggler	ಕಳ್ಳಸಾಗಾಣಿಕೆದಾರ	anger	0.485
revoke	ರದ್ದು	anger	0.485
infraction	ಉಲ್ಲಂಘನೆ	anger	0.485
claw	ಪಂಜ	anger	0.485
dissident	ಭಿನ್ನಮತೀಯ	anger	0.485
pervert	ವಿರೂಪಗೊಳಿಸು	anger	0.485
incest	ಸಂಭೋಗ	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ಅವಿಧೇಯರು	anger	0.485
usurp	ಸಡಿಲಿಸು	anger	0.485
alienate	ದೂರಮಾಡು	anger	0.485
avenger	ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳುವವನು	anger	0.485
annoyed	ಸಿಟ್ಟಾಗಿ	anger	0.485
cutting	ಕತ್ತರಿಸುವುದು	anger	0.485
disgrace	ನಾಚಿಕೆಗೇಡು	anger	0.484
deceit	ಮೋಸ	anger	0.484
suspicious	ಅನುಮಾನಾಸ್ಪದ	anger	0.484
thresh	ಥ್ರೆಶ್	anger	0.484
sucker	ಸಕ್ಕರ್	anger	0.484
strained	ಪ್ರಯಾಸದ	anger	0.484
blame	ದೂರುವುದು	anger	0.484
upheaval	ದಂಗೆ	anger	0.484
renounce	ತ್ಯಜಿಸಿ	anger	0.484
obnoxious	ಜುಗುಪ್ಸೆ	anger	0.484
restrain	ನಿಗ್ರಹಿಸು	anger	0.484
oust	ಹೊರಗಡೆ	anger	0.484
litigious	ವಿಚಾರಣೆ	anger	0.484
rivalry	ಪ್ರತಿಸ್ಪರ್ಧಿ	anger	0.484
penalty	ಪೆನಾಲ್ಟಿ	anger	0.484
imprisoned	ಬಂಧಿಸಲಾಯಿತು	anger	0.484
mocking	ಅಪಹಾಸ್ಯ	anger	0.484
opposed	ವಿರೋಧಿಸಿದರು	anger	0.484
turbulence	ಪ್ರಕ್ಷುಬ್ಧತೆ	anger	0.483
pound	ಪೌಂಡ್	anger	0.481
coldness	ಶೀತಲತೆ	anger	0.477
ungrateful	ಕೃತಜ್ಞತೆಯಿಲ್ಲ	anger	0.472
battalion	ಬೆಟಾಲಿಯನ್	anger	0.471
stoopid	ಸ್ಟುಪಿಡ್	anger	0.471
hostage	ಒತ್ತೆಯಾಳು	anger	0.470
infidel	ನಾಸ್ತಿಕ	anger	0.470
ram	ರಾಮ್	anger	0.470
accuser	ಆರೋಪಿಸು	anger	0.470
gall	ಗಾಲ್	anger	0.470
subversion	ಉಪಶಮನ	anger	0.470
annoying	ಕಿರಿಕಿರಿ	anger	0.470
adversity	ಪ್ರತಿಕೂಲತೆ	anger	0.470
dispossessed	ಹೊರಹಾಕಲಾಯಿತು	anger	0.470
friction	ಘರ್ಷಣೆ	anger	0.470
jealous	ಅಸೂಯೆ	anger	0.470
feudalism	ಊಳಿಗಮಾನ ಪದ್ಧತಿ	anger	0.470
armament	ಶಸ್ತ್ರಾಸ್ತ್ರ	anger	0.470
thump	ಹೊಡೆತ	anger	0.469
complain	ದೂರು	anger	0.469
incite	ಪ್ರಚೋದಿಸು	anger	0.469
steal	ಕದಿಯಲು	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ಅವಿಧೇಯತೆ	anger	0.469
injury	ಗಾಯ	anger	0.469
simmer	ತಳಮಳಿಸುತ್ತಿರು	anger	0.469
distress	ಯಾತನೆ	anger	0.469
insanity	ಹುಚ್ಚುತನ	anger	0.469
selfish	ಸ್ವಾರ್ಥಿ	anger	0.469
huff	ಹಫ್	anger	0.469
selfishness	ಸ್ವಾರ್ಥ	anger	0.469
backoff	ಹಿಂದಕ್ಕೆ	anger	0.469
plunder	ಲೂಟಿ	anger	0.469
stifled	ಹತ್ತಿಕ್ಕಿತು	anger	0.469
subversive	ವಿಧ್ವಂಸಕ	anger	0.469
exile	ದೇಶಭ್ರಷ್ಟ	anger	0.469
offense	ಅಪರಾಧ	anger	0.469
objection	ಆಕ್ಷೇಪಣೆ	anger	0.469
recidivism	ಮರುಪರಿಶೀಲನೆ	anger	0.469
smother	ನಗು	anger	0.469
perpetrator	ಅಪರಾಧಿ	anger	0.469
dislike	ಇಷ್ಟವಿಲ್ಲ	anger	0.469
disruption	ಅಡ್ಡಿ	anger	0.469
intolerance	ಅಸಹಿಷ್ಣುತೆ	anger	0.469
opposition	ವಿರೋಧ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ಚೊಂಬು	anger	0.467
agony	ಸಂಕಟ	anger	0.465
arrogant	ಸೊಕ್ಕಿನ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ತೆಳು	anger	0.456
elimination	ಹೊರಹಾಕುವಿಕೆ	anger	0.456
picketing	ಪಿಕೆಟಿಂಗ್	anger	0.456
haughty	ಅಹಂಕಾರ	anger	0.456
troublesome	ತ್ರಾಸದಾಯಕ	anger	0.455
clamor	ಕೂಗಾಡು	anger	0.455
busted	ಬಯಲು	anger	0.455
constraint	ನಿರ್ಬಂಧ	anger	0.455
crabby	ಏರಿಳಿತ	anger	0.455
veto	ವೀಟೊ	anger	0.455
stubbed	ಸ್ಟಬ್ ಮಾಡಲಾಗಿದೆ	anger	0.455
mislead	ತಪ್ಪಾಗಿ	anger	0.455
illicit	ಅಕ್ರಮ	anger	0.455
dying	ಸಾಯುತ್ತಿರುವುದು	anger	0.455
grated	ತುರಿದ	anger	0.455
idiocy	ನಿಷ್ಕಪಟ	anger	0.455
illegality	ಅಕ್ರಮತೆ	anger	0.455
flagrant	ಎದ್ದುಕಾಣುವ	anger	0.455
impermeable	ಅಪರಿಮಿತ	anger	0.455
bad	ಕೆಟ್ಟದು	anger	0.453
despotism	ಡೆಸ್ಪಾಟಿಸಮ್	anger	0.453
usurped	ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು	anger	0.453
godless	ದೇವರಿಲ್ಲದ	anger	0.453
disagreeing	ಅಸಮ್ಮತಿ	anger	0.453
intense	ತೀವ್ರ	anger	0.453
struggle	ಹೋರಾಟ	anger	0.453
suppress	ನಿಗ್ರಹಿಸು	anger	0.453
disapproving	ನಿರಾಕರಿಸುವುದು	anger	0.453
desist	ಬಿಟ್ಟುಬಿಡು	anger	0.453
bayonet	ಬಯೋನೆಟ್	anger	0.453
displeased	ಅಸಮಾಧಾನಗೊಂಡಿದೆ	anger	0.453
hysterical	ಭಾವೋದ್ರೇಕದ	anger	0.453
unlawful	ಕಾನೂನುಬಾಹಿರ	anger	0.451
wrongly	ತಪ್ಪಾಗಿ	anger	0.448
repellent	ನಿವಾರಕ	anger	0.442
wasted	ವ್ಯರ್ಥವಾಯಿತು	anger	0.441
foe	ವೈರಿ	anger	0.441
dishonor	ಅವಮಾನ	anger	0.441
wrongful	ತಪ್ಪು	anger	0.441
psychosis	ಸೈಕೋಸಿಸ್	anger	0.441
aversion	ತಿರಸ್ಕಾರ	anger	0.440
punitive	ದಂಡನಾತ್ಮಕ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	ಗೆಣ್ಣುಗಳು	anger	0.439
effigy	ಎಫಿಜಿ	anger	0.439
schism	ವಿಭಜನೆ	anger	0.439
ultimatum	ಅಲ್ಟಿಮೇಟಮ್	anger	0.439
upset	ಅಸಮಾಧಾನ	anger	0.439
worthless	ನಿಷ್ಪ್ರಯೋಜಕ	anger	0.438
deny	ನಿರಾಕರಿಸು	anger	0.438
ransom	ವಿಮೋಚನಾ ಮೌಲ್ಯ	anger	0.438
fugitive	ಪ್ಯುಗಿಟಿವ್	anger	0.438
deleterious	ಹಾನಿಕರ	anger	0.438
stupidity	ಮೂರ್ಖತನ	anger	0.438
abandonment	ಪರಿತ್ಯಾಗ	anger	0.438
mucked	ಹೆಂಗಸು	anger	0.438
separatist	ಪ್ರತ್ಯೇಕತಾವಾದಿ	anger	0.438
irritation	ಕೆರಳಿಕೆ	anger	0.438
oblivion	ಮರೆವು	anger	0.437
segregate	ಪ್ರತ್ಯೇಕಿಸಿ	anger	0.437
payback	ಪೇಬ್ಯಾಕ್	anger	0.436
incongruous	ಅಸಮಂಜಸ	anger	0.435
eviction	ಹೊರಹಾಕುವಿಕೆ	anger	0.435
collusion	ತಂತ್ರ	anger	0.432
rob	ರಾಬ್	anger	0.431
infidelity	ದಾಂಪತ್ಯ ದ್ರೋಹ	anger	0.429
ravenous	ಅತ್ಯಾತುರ	anger	0.429
overrun	ಮೀರಿದೆ	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ಕಿರುಕುಳ	anger	0.426
martial	ಸಮರ	anger	0.426
painful	ನೋವುಂಟು	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ನಂಬಲಾಗದ	anger	0.426
rejection	ನಿರಾಕರಣೆ	anger	0.426
defense	ರಕ್ಷಣಾ	anger	0.425
powerful	ಪ್ರಬಲ	anger	0.424
censor	ಸೆನ್ಸರ್	anger	0.424
indecency	ಅಸಭ್ಯತೆ	anger	0.424
fraudulent	ಮೋಸದ	anger	0.424
gonorrhea	ಗೊನೊರಿಯಾ	anger	0.424
fallacious	ನಿರಾಶಾದಾಯಕ	anger	0.424
concealment	ಮರೆಮಾಚುವಿಕೆ	anger	0.424
greed	ದುರಾಶೆ	anger	0.424
disobedience	ಅಸಹಕಾರ	anger	0.424
fuss	ಗದ್ದಲ	anger	0.424
enforce	ಜಾರಿಗೆ	anger	0.424
banger	ಬ್ಯಾಂಗರ್	anger	0.424
commotion	ಗದ್ದಲ	anger	0.424
defraud	ವಂಚಿಸು	anger	0.424
discontent	ಅಸಮಾಧಾನ	anger	0.424
unsympathetic	ಅನುಕಂಪವಿಲ್ಲದ	anger	0.424
exasperation	ಕೆರಳಿಸುವುದು	anger	0.424
barb	ಬಾರ್ಬ್	anger	0.422
banishment	ಬಹಿಷ್ಕಾರ	anger	0.422
sedition	ರಾಜದ್ರೋಹ	anger	0.422
misrepresented	ತಪ್ಪಾಗಿ ನಿರೂಪಿಸಲಾಗಿದೆ	anger	0.422
snubbed	ಅದ್ದೂರಿ	anger	0.422
penetration	ನುಗ್ಗುವಿಕೆ	anger	0.422
cracked	ಸಿಕ್ಕಿಕೊಂಡಿರುವ	anger	0.422
annoyance	ಕಿರಿಕಿರಿಯ	anger	0.422
duel	ದ್ವಂದ್ವಯುದ್ಧ	anger	0.422
penitentiary	ಸೆರೆಮನೆ	anger	0.422
sarcasm	ಚುಚ್ಚುಮಾತು	anger	0.422
deportation	ಗಡೀಪಾರು	anger	0.422
nettle	ಗಿಡ	anger	0.422
scar	ಗಾಯದ ಗುರುತು	anger	0.422
bang	ಬ್ಯಾಂಗ್	anger	0.422
cur	ಕರ್	anger	0.422
blatant	ಅಸ್ಪಷ್ಟ	anger	0.420
force	ಬಲ	anger	0.418
perverse	ವ್ಯತಿರಿಕ್ತವಾಗಿದೆ	anger	0.415
wring	ಹಿಂಡು	anger	0.415
bastion	ಕೋಟೆ	anger	0.413
grim	ಕಠೋರ	anger	0.413
sordid	ಅಸ್ವಸ್ಥ	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ನಿಧಾನವಾಗಿ	anger	0.412
tiff	ಟಿಫ್	anger	0.412
moody	ಮೂಡಿ	anger	0.412
hunting	ಬೇಟೆಯಾಡುವುದು	anger	0.411
indenture	ಇಂಡೆಂಚರ್	anger	0.410
sham	ಶಾಮ್	anger	0.409
squelch	ಚೌಕಟ್ಟು	anger	0.409
awful	ಭೀಕರವಾದ	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ಸೂಚಿಸು	anger	0.409
contradict	ವಿರೋಧಾಭಾಸ	anger	0.409
supremacy	ಅಧಿಕಾರ	anger	0.409
sneak	ಸ್ನೀಕ್	anger	0.409
cantwin	ಕ್ಯಾಂಟ್ವಿನ್	anger	0.409
reproach	ನಿಂದೆ	anger	0.409
compulsion	ಕಡ್ಡಾಯ	anger	0.409
inept	ಅನುಚಿತ	anger	0.409
blockade	ದಿಗ್ಬಂಧನ	anger	0.409
detainee	ಬಂಧಿತರು	anger	0.409
forfeit	ಮುಂದೂಡಲಾಗಿದೆ	anger	0.409
disappoint	ನಿರಾಶೆ	anger	0.409
lying	ಸುಳ್ಳು	anger	0.408
epidemic	ಸಾಂಕ್ರಾಮಿಕ ರೋಗ	anger	0.406
tremor	ನಡುಕ	anger	0.406
rail	ರೈಲು	anger	0.406
onerous	ಭಾರವಾದ	anger	0.406
cacophony	ಕೋಕೋಫೋನಿ	anger	0.406
unthinkable	ಯೋಚಿಸಲಾಗದ	anger	0.406
forsaken	ಬಿಟ್ಟುಬಿಡಲಾಗಿದೆ	anger	0.406
delusion	ಭ್ರಮೆ	anger	0.406
wrongdoing	ತಪ್ಪಾಗಿ	anger	0.406
badger	ಕೆಟ್ಟದು	anger	0.406
antipathy	ವಿರೋಧಿ	anger	0.406
inequality	ಅಸಮಾನತೆ	anger	0.406
nuisance	ಉಪದ್ರವ	anger	0.406
scrapie	ಸ್ಕ್ರಾಪೀ	anger	0.406
wop	ವೊಪ್	anger	0.406
arguments	ವಾದಗಳು	anger	0.404
affront	ಅಫ್ರಾಂಟ್	anger	0.403
traumatic	ಆಘಾತಕಾರಿ	anger	0.402
libel	ಮಾನನಷ್ಟ	anger	0.400
sodding	sodding	anger	0.400
annoys	ಸಿಟ್ಟುಬರಿಸು	anger	0.400
watchout	ವೀಕ್ಷಣೆ	anger	0.398
soslow	soslow	anger	0.398
frenetic	ವಿಲಕ್ಷಣವಾದ	anger	0.397
remiss	ರದ್ದುಮಾಡಿ	anger	0.397
barge	ದೋಣಿ	anger	0.396
howl	ಕೂಗು	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ಬಾಕ್ಸಿಂಗ್	anger	0.394
untoward	ಅಸಹ್ಯ	anger	0.394
extinguish	ನಂದಿಸುವುದು	anger	0.394
keyed	ಕೀಲಿಸಲಾಗಿದೆ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ಅಗೌರವ	anger	0.394
illegal	ಅಕ್ರಮ	anger	0.394
rabble	ಅನಾಹುತ	anger	0.394
actionable	ಕ್ರಿಯಾತ್ಮಕ	anger	0.394
nag	NO TRANSLATION	anger	0.394
