word	Hungarian-hu	emotion	emotion-intensity-score
simmer	lassú tűzön süt	anger	0.469
distress	szorongás	anger	0.469
insanity	őrület	anger	0.469
selfish	önző	anger	0.469
huff	megsértődik	anger	0.469
selfishness	önzés	anger	0.469
backoff	hátrálj	anger	0.469
plunder	zsákmány	anger	0.469
stifled	elfojtott	anger	0.469
subversive	felforgató	anger	0.469
exile	száműzetés	anger	0.469
offense	sértés	anger	0.469
objection	ellenvetés	anger	0.469
recidivism	visszaesés	anger	0.469
smother	elrejt	anger	0.469
perpetrator	elkövető	anger	0.469
dislike	ellenszenv	anger	0.469
disruption	zavar	anger	0.469
intolerance	intolerancia	anger	0.469
opposition	ellenzék	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	bögre	anger	0.467
agony	gyötrelem	anger	0.465
arrogant	arrogáns	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	nyílás	anger	0.456
elimination	megszüntetése	anger	0.456
picketing	sztrájkőrség	anger	0.456
haughty	gőgös	anger	0.456
troublesome	nyugtalanító	anger	0.455
clamor	kiabálás	anger	0.455
busted	lebuktak	anger	0.455
constraint	kényszer	anger	0.455
crabby	zsémbes	anger	0.455
veto	vétó	anger	0.455
stubbed	elnyomta	anger	0.455
mislead	félrevezet	anger	0.455
illicit	tiltott	anger	0.455
dying	haldoklik	anger	0.455
grated	reszelt	anger	0.455
idiocy	hülyeség	anger	0.455
illegality	jogellenesség	anger	0.455
flagrant	botrányos	anger	0.455
impermeable	áthatolhatatlan	anger	0.455
bad	rossz	anger	0.453
despotism	zsarnokság	anger	0.453
usurped	bitorolt	anger	0.453
godless	istentelen	anger	0.453
disagreeing	értett egyet	anger	0.453
intense	erős	anger	0.453
struggle	küzdelem	anger	0.453
suppress	elnyom	anger	0.453
disapproving	rosszalló	anger	0.453
desist	eláll	anger	0.453
bayonet	bajonett	anger	0.453
displeased	elégedetlen	anger	0.453
hysterical	hisztérikus	anger	0.453
unlawful	törvénytelen	anger	0.451
wrongly	helytelenül	anger	0.448
repellent	visszataszító	anger	0.442
wasted	elpazarolt	anger	0.441
foe	ellenség	anger	0.441
dishonor	becstelenség	anger	0.441
wrongful	jogtalan	anger	0.441
psychosis	pszichózis	anger	0.441
aversion	idegenkedés	anger	0.440
punitive	büntető	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	bokszer	anger	0.439
effigy	képmás	anger	0.439
schism	hitszakadás	anger	0.439
ultimatum	ultimátum	anger	0.439
upset	szomorú	anger	0.439
worthless	értéktelen	anger	0.438
deny	tagadni	anger	0.438
ransom	váltságdíj	anger	0.438
fugitive	szökevény	anger	0.438
deleterious	káros	anger	0.438
stupidity	hülyeség	anger	0.438
abandonment	lemondás	anger	0.438
mucked	mucked	anger	0.438
separatist	szeparatista	anger	0.438
irritation	irritáció	anger	0.438
oblivion	feledés	anger	0.437
segregate	elkülönít	anger	0.437
payback	megtérülési	anger	0.436
incongruous	nem összeillő	anger	0.435
eviction	kilakoltatás	anger	0.435
collusion	összejátszás	anger	0.432
rob	rabol	anger	0.431
infidelity	hitetlenség	anger	0.429
ravenous	falánk	anger	0.429
overrun	túlfutás	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	előjel	anger	0.426
martial	harcias	anger	0.426
painful	fájdalmas	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	hitetlen	anger	0.426
rejection	elutasítás	anger	0.426
defense	védelem	anger	0.425
powerful	erős	anger	0.424
censor	cenzor	anger	0.424
indecency	illetlenség	anger	0.424
fraudulent	csaló	anger	0.424
gonorrhea	gonorrea	anger	0.424
fallacious	csalóka	anger	0.424
concealment	eltitkolás	anger	0.424
greed	kapzsiság	anger	0.424
disobedience	engedetlenség	anger	0.424
fuss	fontoskodás	anger	0.424
enforce	érvényesíteni	anger	0.424
banger	banger	anger	0.424
commotion	felbolydulás	anger	0.424
defraud	csal	anger	0.424
discontent	elégedetlenség	anger	0.424
unsympathetic	részvétlen	anger	0.424
exasperation	elkeseredés	anger	0.424
barb	horgas vég	anger	0.422
banishment	száműzetés	anger	0.422
sedition	lázadás	anger	0.422
misrepresented	hamis színben tüntetik fel	anger	0.422
snubbed	snubbed	anger	0.422
penetration	behatolás	anger	0.422
cracked	repedt	anger	0.422
annoyance	bosszúság	anger	0.422
duel	párbaj	anger	0.422
penitentiary	börtön	anger	0.422
sarcasm	gúny	anger	0.422
deportation	kitoloncolás	anger	0.422
nettle	csalán	anger	0.422
scar	sebhely	anger	0.422
bang	bumm	anger	0.422
cur	korcs	anger	0.422
blatant	zajos	anger	0.420
force	erő	anger	0.418
perverse	perverz	anger	0.415
wring	szorítás	anger	0.415
bastion	bástya	anger	0.413
grim	zord	anger	0.413
sordid	mocskos	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	mogorva	anger	0.412
tiff	összetűzés	anger	0.412
moody	rosszkedvű	anger	0.412
hunting	vadászat	anger	0.411
indenture	kétoldali szerződés	anger	0.410
sham	ál	anger	0.409
squelch	cuppog	anger	0.409
awful	szörnyű	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	belekever	anger	0.409
contradict	ellentmond	anger	0.409
supremacy	fölény	anger	0.409
sneak	settenkedik	anger	0.409
cantwin	cantwin	anger	0.409
reproach	szemrehányás	anger	0.409
compulsion	kényszer	anger	0.409
inept	alkalmatlan	anger	0.409
blockade	blokád	anger	0.409
detainee	őrizetes	anger	0.409
forfeit	bánatpénz	anger	0.409
disappoint	csalódást okoz	anger	0.409
lying	fekvő	anger	0.408
epidemic	járvány	anger	0.406
tremor	remegés	anger	0.406
rail	vasút	anger	0.406
onerous	terhes	anger	0.406
cacophony	hangzavar	anger	0.406
unthinkable	elképzelhetetlen	anger	0.406
forsaken	elhagyott	anger	0.406
delusion	csalódás	anger	0.406
wrongdoing	méltánytalanság	anger	0.406
badger	borz	anger	0.406
antipathy	ellenszenv	anger	0.406
inequality	egyenlőtlenség	anger	0.406
nuisance	kellemetlenség	anger	0.406
scrapie	súrlókóros	anger	0.406
wop	digó	anger	0.406
arguments	érvek	anger	0.404
affront	sértés	anger	0.403
traumatic	traumás	anger	0.402
libel	rágalmazás	anger	0.400
sodding	buzi	anger	0.400
annoys	bosszant	anger	0.400
watchout	vigyázz	anger	0.398
soslow	olyan lassú	anger	0.398
frenetic	őrületes	anger	0.397
remiss	hanyag	anger	0.397
barge	uszály	anger	0.396
howl	üvöltés	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	dobozolás	anger	0.394
untoward	kellemetlen	anger	0.394
extinguish	megszüntet	anger	0.394
keyed	rejtjelzett	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	tiszteletlenség	anger	0.394
illegal	illegális	anger	0.394
rabble	csőcselék	anger	0.394
actionable	perelhető	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	csalás	anger	0.394
sue	perel	anger	0.394
unfriendly	barátságtalan	anger	0.394
confiscate	elkoboz	anger	0.394
brimstone	kénkő	anger	0.392
argh	argh	anger	0.391
pique	megbánt	anger	0.391
recklessness	vakmerőség	anger	0.391
earthquake	földrengés	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	oldódás	anger	0.391
rigged	manipulált	anger	0.391
disagree	nem ért egyet	anger	0.389
lawsuit	per	anger	0.386
disused	használaton kívüli	anger	0.382
immorality	erkölcstelenség	anger	0.382
despair	kétségbeesés	anger	0.382
difficulty	nehézség	anger	0.379
incurable	gyógyíthatatlan	anger	0.379
touchy	érzékeny	anger	0.379
coerce	kényszerít	anger	0.379
sizzle	sistereg	anger	0.379
rifle	puska	anger	0.379
falsification	hamisítás	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	fájó	anger	0.379
picket	karó	anger	0.378
concussion	sokk	anger	0.377
pessimism	pesszimizmus	anger	0.375
pitfall	csapda	anger	0.375
infantile	gyerekes	anger	0.375
disillusionment	kiábrándulás	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milícia	anger	0.375
remand	vizsgálati fogságban tartás	anger	0.375
faulty	hibás	anger	0.375
cannon	ágyú	anger	0.375
rawr	rawr	anger	0.375
sly	ravasz	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizmus	anger	0.371
distressing	lesújtó	anger	0.371
inhibit	gátolják	anger	0.371
vindicate	megvéd	anger	0.371
schizophrenia	skizofrénia	anger	0.369
skewed	ferde	anger	0.368
disreputable	rosszhírű	anger	0.368
forbidding	tiltó	anger	0.368
conquest	hódítás	anger	0.367
bark	ugat	anger	0.365
leukemia	leukémia	anger	0.365
barks	ugat	anger	0.364
burke	elfojt	anger	0.364
challenge	kihívás	anger	0.364
disapprove	elítél	anger	0.364
unhappy	boldogtalan	anger	0.364
retarded	retardált	anger	0.364
warrior	harcos	anger	0.364
belt	öv	anger	0.364
controversial	vitatott	anger	0.359
opinionated	nagyképű	anger	0.359
paucity	csekélység	anger	0.359
broken	törött	anger	0.359
litigate	perel	anger	0.359
polemic	polemikus	anger	0.359
aftermath	utóhatás	anger	0.359
disliked	Nem kedvelt	anger	0.359
loudness	hangosság	anger	0.359
restriction	korlátozás	anger	0.359
cad	csibész	anger	0.359
sectarian	szektariánus	anger	0.359
incompetence	hozzá nem értés	anger	0.359
interrupting	megszakítása	anger	0.358
fussy	fontoskodó	anger	0.357
wench	némber	anger	0.353
misbehavior	neveletlenség	anger	0.351
gruff	mogorva	anger	0.351
remove	eltávolít	anger	0.351
brat	kölyök	anger	0.351
scarcity	hiány	anger	0.350
losing	vesztes	anger	0.349
pest	kártevő	anger	0.348
defect	disszidál	anger	0.348
hardened	edzett	anger	0.348
deserted	elhagyatott	anger	0.348
lie	fekszik	anger	0.348
retract	visszahúzódik	anger	0.348
untrustworthy	megbízhatatlan	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	csalódott	anger	0.348
disagreement	nézeteltérés	anger	0.348
stigma	megbélyegzés	anger	0.348
ulcer	fekély	anger	0.348
bias	Elfogultság	anger	0.345
negation	tagadás	anger	0.344
antisocial	társadalomellenes	anger	0.344
evade	elkerülni	anger	0.344
shoddy	selejtes	anger	0.344
bothering	zavaró	anger	0.344
impotence	impotencia	anger	0.344
shaky	ingatag	anger	0.344
misleading	félrevezető	anger	0.344
stripped	megfosztott	anger	0.344
disclaim	elutasít	anger	0.344
unsettled	rendezetlen	anger	0.344
anxiety	szorongás	anger	0.344
stingy	fukar	anger	0.344
deterioration	romló	anger	0.344
pirate	kalóz	anger	0.344
unreliable	megbízhatatlan	anger	0.344
interminable	vége érhetetlen	anger	0.343
disease	betegség	anger	0.341
meddle	babrál	anger	0.341
warp	vetemedés	anger	0.340
averse	idegenkedő	anger	0.338
infamous	aljas	anger	0.338
alcoholism	alkoholizmus	anger	0.338
row	sor	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	beteg	anger	0.333
encumbrance	terhelés	anger	0.333
scorpion	skorpió	anger	0.333
illegitimate	törvénytelen	anger	0.333
witchcraft	boszorkányság	anger	0.333
interrupt	szakítsa	anger	0.333
paralyzed	bénult	anger	0.333
sinner	bűnös	anger	0.331
hulk	hajó váza	anger	0.329
inconsiderate	tapintatlan	anger	0.329
phony	hamis	anger	0.328
spammers	spammerek	anger	0.328
dashed	szaggatott	anger	0.328
disqualified	diszkvalifikált	anger	0.328
fib	füllent	anger	0.328
hiss	sziszegés	anger	0.328
brrr	brrr	anger	0.328
resisting	ellenállva	anger	0.328
victim	áldozat	anger	0.328
scapegoat	bűnbak	anger	0.328
tighten	húzza	anger	0.328
opponent	ellenfél	anger	0.328
crusade	keresztes hadjárat	anger	0.328
dislocated	kificamodott	anger	0.328
grumpy	zsémbes	anger	0.328
prohibited	tiltott	anger	0.328
inappropriate	alkalmatlan	anger	0.324
haye	Haye	anger	0.324
loss	veszteség	anger	0.324
eschew	kikerül	anger	0.324
trickery	trükk	anger	0.324
neglected	elhanyagolt	anger	0.324
canker	féreg	anger	0.323
queues	sorok	anger	0.318
muff	muff	anger	0.318
crunch	ropogtat	anger	0.318
duplicity	kétszínűség	anger	0.318
criticism	kritika	anger	0.318
shriek	sikoly	anger	0.316
depreciate	becsmérel	anger	0.315
poverty	szegénység	anger	0.312
chaff	pelyva	anger	0.312
dupe	balek	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	elbocsátás	anger	0.312
mortality	halálozás	anger	0.312
deflate	kienged	anger	0.312
carelessness	figyelmetlenség	anger	0.312
dumps	guba	anger	0.312
revving	pörgő	anger	0.309
disallowed	nem engedélyezett	anger	0.308
thoughtless	meggondolatlan	anger	0.307
boisterous	féktelen	anger	0.307
burial	temetés	anger	0.304
theocratic	teokratikus	anger	0.303
wince	összerezzen	anger	0.303
sullen	mogorva	anger	0.303
involution	komplikáltság	anger	0.300
senseless	öntudatlan	anger	0.297
stalemate	patt	anger	0.297
depreciated	leértékelődött	anger	0.297
wasteful	pazarló	anger	0.297
hoax	félrevezetés	anger	0.297
misuse	visszaélés	anger	0.297
getyourown	szerezz sajátot	anger	0.297
taxed	adóztatják	anger	0.297
depressed	nyomott	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	bénulás	anger	0.295
displaced	kényszerült	anger	0.294
limited	korlátozott	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	nevetséges	anger	0.289
teasing	ugratás	anger	0.288
sharpen	élesít	anger	0.288
react	reagál	anger	0.288
presumptuous	merész	anger	0.288
spine	gerinc	anger	0.288
homeless	hajléktalan	anger	0.288
hoot	huhogás	anger	0.287
twitchy	izgága	anger	0.287
barrier	akadály	anger	0.287
myopia	rövidlátás	anger	0.283
contraband	csempészet	anger	0.281
disconnects	szétkapcsol	anger	0.281
spam	levélszemét	anger	0.281
lagging	leszakadó	anger	0.281
shiver	reszket	anger	0.281
agh	AGH	anger	0.281
restitution	kárpótlás	anger	0.281
flexin	flexin	anger	0.281
incompatible	összeegyeztethetetlen	anger	0.281
delinquent	vétkes	anger	0.281
noncompliance	meg nem felelés	anger	0.279
troll	manó	anger	0.279
buffering	pufferelés	anger	0.279
unfairness	tisztességtelen	anger	0.279
foray	fosztogat	anger	0.279
nether	alsó	anger	0.278
bugaboo	mumus	anger	0.273
immaturity	éretlenség	anger	0.273
bogus	hamis	anger	0.273
uncaring	nemtörődöm	anger	0.273
shock	sokk	anger	0.269
feisty	feisty	anger	0.269
defendant	alperes	anger	0.266
latent	rejtett	anger	0.266
rapping	kopogó	anger	0.266
pry	kíváncsiskodik	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	medve	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	hatástalan	anger	0.266
quandary	dilemma	anger	0.266
inconvenient	kényelmetlen	anger	0.266
feminism	feminizmus	anger	0.266
humbug	csaló	anger	0.266
interrupts	megszakítások	anger	0.265
fluctuation	ingadozás	anger	0.265
exaggerate	túloz	anger	0.263
lose	elveszít	anger	0.261
patter	kopog	anger	0.258
tease	kötekedik	anger	0.258
furnace	kemence	anger	0.258
stone	kő	anger	0.258
shoplifting	lopás	anger	0.258
soldier	katona	anger	0.258
incompetent	alkalmatlan	anger	0.257
indoctrination	kiképzés	anger	0.255
skid	csúszás	anger	0.250
notoriety	hírhedtség	anger	0.250
falsehood	hazugság	anger	0.250
untrue	hamis	anger	0.250
mastery	uralom	anger	0.250
tripping	kioldás	anger	0.250
nonsense	ostobaság	anger	0.250
unfollow	Távolíts	anger	0.250
noisy	zajos	anger	0.250
pouting	duzzogó	anger	0.250
cane	nád	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rakéta	anger	0.250
complicate	bonyolít	anger	0.250
socialist	szocialista	anger	0.250
lawyer	jogász	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	CapsLock	anger	0.242
fenced	bekerített	anger	0.242
obstacle	akadály	anger	0.242
halter	kötőfék	anger	0.242
witch	boszorkány	anger	0.242
vampire	vámpír	anger	0.242
detract	elvesz	anger	0.242
ringer	csengő	anger	0.242
frowning	komor	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	éhség	anger	0.235
recession	recesszió	anger	0.234
lava	láva	anger	0.234
shell	héj	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	hiányában	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	gazember	anger	0.234
politics	politika	anger	0.234
undesirable	nem kívánatos	anger	0.231
darkness	sötétség	anger	0.227
versus	ellen	anger	0.227
resign	lemond	anger	0.227
copycat	copycat	anger	0.227
soaked	ázott	anger	0.226
unfulfilled	beteljesítetlen	anger	0.225
abandoned	elhagyatott	anger	0.222
bankruptcy	csőd	anger	0.221
owing	fizetendő	anger	0.221
unattainable	elérhetetlen	anger	0.221
unhelpful	nem segítőkész	anger	0.219
twitching	izomrángás	anger	0.219
confusion	zavar	anger	0.219
mosquito	szúnyog	anger	0.219
warden	gondnok	anger	0.219
misconception	tévhit	anger	0.219
compress	borogatás	anger	0.219
whiny	siránkozó	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	eszköz	anger	0.219
nosey	kíváncsiskodó	anger	0.213
overpriced	túlárazott	anger	0.212
harry	Harry	anger	0.212
shortage	hiány	anger	0.212
adder	vipera	anger	0.212
melodrama	melodráma	anger	0.212
overplayed	túljátsszák	anger	0.206
possession	birtoklás	anger	0.206
desert	sivatag	anger	0.206
pout	ajakbiggyesztés	anger	0.203
uninvited	hívatlan	anger	0.203
arraignment	vádirat	anger	0.203
inefficient	hatástalan	anger	0.203
rook	hamiskártyás	anger	0.203
unlucky	szerencsétlen	anger	0.203
unpaid	Kifizetetlen	anger	0.203
backbone	hátgerinc	anger	0.203
sentence	mondat	anger	0.203
powerless	tehetetlen	anger	0.203
court	bíróság	anger	0.199
endless	végtelen	anger	0.198
adverts	reklámok	anger	0.197
delay	késleltetés	anger	0.197
misstatement	téves állítás	anger	0.197
distracted	zaklatott	anger	0.197
misunderstanding	félreértés	anger	0.195
excite	izgat	anger	0.191
inadmissible	elfogadhatatlan	anger	0.191
lightning	villám	anger	0.189
incase	abban az esetben	anger	0.188
preclude	ellentétes	anger	0.188
insecure	bizonytalan	anger	0.188
mournful	gyászos	anger	0.188
rating	értékelés	anger	0.182
mistress	úrnő	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	felperes	anger	0.182
insist	ragaszkodnak	anger	0.182
distracting	zavaró	anger	0.182
opium	ópium	anger	0.180
willful	szándékos	anger	0.176
deserve	megérdemel	anger	0.176
insists	ragaszkodik	anger	0.175
treat	csemege	anger	0.175
misplace	elhány	anger	0.172
indecisive	határozatlan	anger	0.172
gibberish	értelmetlen beszéd	anger	0.172
fleece	gyapjú	anger	0.172
fee	díj	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	felszabadít	anger	0.172
excitation	ingerlés	anger	0.172
hormonal	hormonális	anger	0.172
mighty	hatalmas	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	ugat	anger	0.168
unequal	egyenlőtlen	anger	0.167
insufficiency	elégtelenség	anger	0.167
hamstring	megbénít	anger	0.167
bargaining	alkudozás	anger	0.167
mule	öszvér	anger	0.167
insignificant	jelentéktelen	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	közöny	anger	0.156
rheumatism	reuma	anger	0.156
coop	ketrec	anger	0.156
forearm	alsókar	anger	0.156
uncertain	bizonytalan	anger	0.152
bee	méh	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	bevonása	anger	0.152
disinformation	hamis információ	anger	0.152
attorney	ügyvéd	anger	0.152
underpaid	rosszul fizetett	anger	0.152
pretending	úgy tesz, mintha	anger	0.152
campaigning	kampány	anger	0.151
hopelessness	kétségbeesés	anger	0.149
feeling	érzés	anger	0.147
legalized	legalizált	anger	0.145
caution	Vigyázat	anger	0.145
subsidy	szubvenció	anger	0.141
obliging	udvarias	anger	0.141
morals	erkölcsök	anger	0.141
sterling	törvényes finomságú	anger	0.141
wimpy	tehetetlen	anger	0.140
bummer	dőzsölés	anger	0.139
misspell	rosszul betűz	anger	0.136
saloon	szalon	anger	0.136
repay	visszafizet	anger	0.136
blemish	hiba	anger	0.136
surcharge	pótdíj	anger	0.136
geez	geez	anger	0.136
