word	Corsican-co	emotion	emotion-intensity-score
picketing	picketing	anger	0.456
haughty	altru	anger	0.456
troublesome	incruciate	anger	0.455
clamor	scrusciu	anger	0.455
busted	busted	anger	0.455
constraint	limità	anger	0.455
crabby	crabby	anger	0.455
veto	vetu	anger	0.455
stubbed	stubbed	anger	0.455
mislead	mislead	anger	0.455
illicit	illicit	anger	0.455
dying	moriri	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	illegalità	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	impermeable	anger	0.455
bad	male	anger	0.453
despotism	dispotismu	anger	0.453
usurped	usurped	anger	0.453
godless	impie	anger	0.453
disagreeing	disaccordiu	anger	0.453
intense	intensu	anger	0.453
struggle	lotta	anger	0.453
suppress	suppress	anger	0.453
disapproving	disapproving	anger	0.453
desist	dispiaciri	anger	0.453
bayonet	bayoneta	anger	0.453
displeased	displeased	anger	0.453
hysterical	histericu	anger	0.453
unlawful	lliciti	anger	0.451
wrongly	tortu	anger	0.448
repellent	repellent	anger	0.442
wasted	piacè	anger	0.441
foe	inghjùlia	anger	0.441
dishonor	offisa	anger	0.441
wrongful	sbagliatu	anger	0.441
psychosis	psicosi	anger	0.441
aversion	aversione	anger	0.440
punitive	punitivu	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	articuli	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	stunatu	anger	0.439
worthless	invalidu	anger	0.438
deny	nigà	anger	0.438
ransom	R resome	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	abbandunamentu	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	irritazione	anger	0.438
oblivion	daveru	anger	0.437
segregate	segregate	anger	0.437
payback	pagamentu	anger	0.436
incongruous	incongruosa	anger	0.435
eviction	evuluzione	anger	0.435
collusion	cunvinzione	anger	0.432
rob	rob	anger	0.431
infidelity	infidelità	anger	0.429
ravenous	ravenous	anger	0.429
overrun	abbastanza	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	passione	anger	0.426
martial	marziali	anger	0.426
painful	dulurusi	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	rejetione	anger	0.426
defense	di difesa	anger	0.425
powerful	putenti	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	fraudulent	anger	0.424
gonorrhea	gonorrrea	anger	0.424
fallacious	falaccia	anger	0.424
concealment	invade	anger	0.424
greed	avidez	anger	0.424
disobedience	disubbidenza	anger	0.424
fuss	fuss	anger	0.424
enforce	impegerà	anger	0.424
banger	banger	anger	0.424
commotion	cummossa	anger	0.424
defraud	defraud	anger	0.424
discontent	scontintu	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	'exasperazioni	anger	0.424
barb	barbu	anger	0.422
banishment	bane	anger	0.422
sedition	sedizzioni	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	svinutu	anger	0.422
penetration	penetrazione	anger	0.422
cracked	ra crattitatu	anger	0.422
annoyance	annunziu	anger	0.422
duel	duellu	anger	0.422
penitentiary	prisenza penitentiaria	anger	0.422
sarcasm	sarcasmu	anger	0.422
deportation	dipurtazzioni	anger	0.422
nettle	nettula	anger	0.422
scar	scar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	flagrante	anger	0.420
force	forza	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	bastione	anger	0.413
grim	sternu	anger	0.413
sordid	sordidu	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	cambiante	anger	0.412
hunting	caccia	anger	0.411
indenture	indenture	anger	0.410
sham	fudda	anger	0.409
squelch	squelch	anger	0.409
awful	horrible	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	contraddiri	anger	0.409
supremacy	supremazzia	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	vituperiu	anger	0.409
compulsion	compulsione	anger	0.409
inept	inept	anger	0.409
blockade	u bloccu	anger	0.409
detainee	detto dette	anger	0.409
forfeit	perde	anger	0.409
disappoint	falliu	anger	0.409
lying	chjinata	anger	0.408
epidemic	epidemica	anger	0.406
tremor	trimulizzu	anger	0.406
rail	rail	anger	0.406
onerous	oneruous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	impensate	anger	0.406
forsaken	abbandunatu	anger	0.406
delusion	l 'illusione	anger	0.406
wrongdoing	tortu	anger	0.406
badger	badger	anger	0.406
antipathy	antipatyite	anger	0.406
inequality	inequalità	anger	0.406
nuisance	annurbà	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumenti	anger	0.404
affront	affruntu	anger	0.403
traumatic	traumatic	anger	0.402
libel	libbulu	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	attinzione	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenètica	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	aube	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	pughjilatu	anger	0.394
untoward	untoward	anger	0.394
extinguish	extinguish	anger	0.394
keyed	chjave	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	illegale	anger	0.394
rabble	rabble	anger	0.394
actionable	azzione	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraud	anger	0.394
sue	cusì	anger	0.394
unfriendly	cunfrontu	anger	0.394
confiscate	cunfiscà	anger	0.394
brimstone	azzurru	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	imprudenza	anger	0.391
earthquake	terrimotu	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissoluzzioni	anger	0.391
rigged	impastatu	anger	0.391
disagree	nun cuntrastanu	anger	0.389
lawsuit	a causa	anger	0.386
disused	inutilmenti	anger	0.382
immorality	immoralità	anger	0.382
despair	dispirazioni	anger	0.382
difficulty	difficiulmente	anger	0.379
incurable	incurable	anger	0.379
touchy	touchy	anger	0.379
coerce	cumbattimentu	anger	0.379
sizzle	chianciallu	anger	0.379
rifle	fucile	anger	0.379
falsification	falsificazione	anger	0.379
pokes	pichette	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	picket	anger	0.378
concussion	concussion	anger	0.377
pessimism	pessimisimu	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantil	anger	0.375
disillusionment	disillusionamentu	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milice	anger	0.375
remand	falesia	anger	0.375
faulty	difettu	anger	0.375
cannon	canuni	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	u nepotismu	anger	0.371
distressing	distressing	anger	0.371
inhibit	impedisce	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	sgualata	anger	0.368
disreputable	disprezzu	anger	0.368
forbidding	impediscendu	anger	0.368
conquest	cunquista	anger	0.367
bark	scorcia	anger	0.365
leukemia	leucemia	anger	0.365
barks	scorcia	anger	0.364
burke	burke	anger	0.364
challenge	sfida	anger	0.364
disapprove	disapprovate	anger	0.364
unhappy	disgraziatu	anger	0.364
retarded	ritardate	anger	0.364
warrior	guirreru	anger	0.364
belt	cintura	anger	0.364
controversial	cuntruversu	anger	0.359
opinionated	opinatu	anger	0.359
paucity	paura	anger	0.359
broken	rotta	anger	0.359
litigate	litigate	anger	0.359
polemic	polémique	anger	0.359
aftermath	dopu	anger	0.359
disliked	ùn ti piace	anger	0.359
loudness	sonu	anger	0.359
restriction	restrizzioni	anger	0.359
cad	cad	anger	0.359
sectarian	sectarianu	anger	0.359
incompetence	incompetenza	anger	0.359
interrupting	interrompu	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	misbilateru	anger	0.351
gruff	grùassu	anger	0.351
remove	sguassate	anger	0.351
brat	brat	anger	0.351
scarcity	scarsizza	anger	0.350
losing	perde	anger	0.349
pest	pesti	anger	0.348
defect	difettu	anger	0.348
hardened	enduisciu	anger	0.348
deserted	disertu	anger	0.348
lie	minzogna	anger	0.348
retract	retrazzione	anger	0.348
untrustworthy	cunfidenza	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	disappruverà	anger	0.348
disagreement	disaccordu	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	negazione	anger	0.344
antisocial	antisocial	anger	0.344
evade	evade	anger	0.344
shoddy	chinu	anger	0.344
bothering	dumila	anger	0.344
impotence	impotenza	anger	0.344
shaky	daveru	anger	0.344
misleading	induve	anger	0.344
stripped	striatu	anger	0.344
disclaim	riclamà	anger	0.344
unsettled	inestazione	anger	0.344
anxiety	anxiety	anger	0.344
stingy	stingy	anger	0.344
deterioration	deterioru	anger	0.344
pirate	pirate	anger	0.344
unreliable	micca affidate	anger	0.344
interminable	interminable	anger	0.343
disease	malattia	anger	0.341
meddle	imprudà	anger	0.341
warp	urdina	anger	0.340
averse	averse	anger	0.338
infamous	infame	anger	0.338
alcoholism	alcoholismu	anger	0.338
row	fila	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	malatu	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	illegitime	anger	0.333
witchcraft	a soru	anger	0.333
interrupt	interrompu	anger	0.333
paralyzed	paralizzati	anger	0.333
sinner	piccatore	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	discunzià	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	chjude	anger	0.328
disqualified	ingannula	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	resistente	anger	0.328
victim	vittima	anger	0.328
scapegoat	chiuchittu	anger	0.328
tighten	stretchi	anger	0.328
opponent	avversu	anger	0.328
crusade	croata	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	pruibbiu	anger	0.328
inappropriate	impussibule	anger	0.324
haye	haye	anger	0.324
loss	perdita	anger	0.324
eschew	evitari	anger	0.324
trickery	trickery	anger	0.324
neglected	abbandunatu	anger	0.324
canker	canker	anger	0.323
queues	colori	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplicità	anger	0.318
criticism	critica	anger	0.318
shriek	gridassi	anger	0.316
depreciate	depreciate	anger	0.315
poverty	miseria	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	licinziamentu	anger	0.312
mortality	mortalità	anger	0.312
deflate	deflate	anger	0.312
carelessness	u trascuranza	anger	0.312
dumps	dumpii	anger	0.312
revving	revving	anger	0.309
disallowed	disabilitatu	anger	0.308
thoughtless	pinsatu	anger	0.307
boisterous	boisterous	anger	0.307
burial	funerale	anger	0.304
theocratic	teocrática	anger	0.303
wince	Wince	anger	0.303
sullen	sullen	anger	0.303
involution	involució	anger	0.300
senseless	sensu	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	deprezzatu	anger	0.297
wasteful	perdita	anger	0.297
hoax	farsa	anger	0.297
misuse	mal uso	anger	0.297
getyourown	crescita	anger	0.297
taxed	imposti	anger	0.297
depressed	depressu	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralisi	anger	0.295
displaced	spiazzatu	anger	0.294
limited	limitata	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridìdiu	anger	0.289
teasing	brame	anger	0.288
sharpen	aghjustate	anger	0.288
react	riagiriscenu	anger	0.288
presumptuous	presumitu	anger	0.288
spine	spina	anger	0.288
homeless	immubiliari	anger	0.288
hoot	hoot	anger	0.287
twitchy	inzuccaratu	anger	0.287
barrier	barriera	anger	0.287
myopia	mioopia	anger	0.283
contraband	cuntrabandu	anger	0.281
disconnects	discuecce	anger	0.281
spam	spam	anger	0.281
lagging	aghjustatu	anger	0.281
shiver	scazzate	anger	0.281
agh	agh	anger	0.281
restitution	restituzione	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatibile	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	micca cunformità	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ingannità	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturità	anger	0.273
bogus	bogus	anger	0.273
uncaring	uncaring	anger	0.273
shock	scossa	anger	0.269
feisty	feisty	anger	0.269
defendant	accusatu	anger	0.266
latent	latenti	anger	0.266
rapping	rapping	anger	0.266
pry	spina	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	purtaranu	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	inoperative	anger	0.266
quandary	quandary	anger	0.266
inconvenient	inconvenient	anger	0.266
feminism	feminismu	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupe	anger	0.265
fluctuation	fluttuazioni	anger	0.265
exaggerate	esagera	anger	0.263
lose	perde	anger	0.261
patter	patter	anger	0.258
tease	assicurà	anger	0.258
furnace	furnace	anger	0.258
stone	petra	anger	0.258
shoplifting	tombu	anger	0.258
soldier	suldatu	anger	0.258
incompetent	incompetent	anger	0.257
indoctrination	adoctrinamentu	anger	0.255
skid	skid	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	falsità	anger	0.250
untrue	falza	anger	0.250
mastery	maestru	anger	0.250
tripping	tripping	anger	0.250
nonsense	nenti	anger	0.250
unfollow	unfollow	anger	0.250
noisy	rughju	anger	0.250
pouting	pouting	anger	0.250
cane	canna	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocca	anger	0.250
complicate	cumpone	anger	0.250
socialist	sucialista	anger	0.250
lawyer	avvucatu	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	fenced	anger	0.242
obstacle	obstacle	anger	0.242
halter	halter	anger	0.242
witch	Bru Bru	anger	0.242
vampire	vampire	anger	0.242
detract	detract	anger	0.242
ringer	u timberu	anger	0.242
frowning	arraggiati	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fami	anger	0.235
recession	ricessione	anger	0.234
lava	lava	anger	0.234
shell	cunchiglia	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariffu	anger	0.234
failing	fallimentu	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	babbu	anger	0.234
politics	pulitica	anger	0.234
undesirable	micca indelicità	anger	0.231
darkness	scuru	anger	0.227
versus	versus	anger	0.227
resign	resignà	anger	0.227
copycat	copycat	anger	0.227
soaked	macerata	anger	0.226
unfulfilled	micca fatti	anger	0.225
abandoned	abbandunata	anger	0.222
bankruptcy	fallimentu	anger	0.221
owing	debuli	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	murmurià	anger	0.219
confusion	cunfusioni	anger	0.219
mosquito	mosquito	anger	0.219
warden	guvernu	anger	0.219
misconception	cuncepimentu	anger	0.219
compress	cumpressa	anger	0.219
whiny	chianciulinu	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	strumentu	anger	0.219
nosey	nosy	anger	0.213
overpriced	caru	anger	0.212
harry	harry	anger	0.212
shortage	scapizza	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	pussessu	anger	0.206
desert	desertu	anger	0.206
pout	pout	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	inefficient	anger	0.203
rook	rook	anger	0.203
unlucky	sfurtunatu	anger	0.203
unpaid	senza paga	anger	0.203
backbone	backbone	anger	0.203
sentence	sintenza	anger	0.203
powerless	impotente	anger	0.203
court	curti	anger	0.199
endless	infinitu	anger	0.198
adverts	pubblichi	anger	0.197
delay	demucrazzìa	anger	0.197
misstatement	statu dichjaratu	anger	0.197
distracted	distracté	anger	0.197
misunderstanding	malincipente	anger	0.195
excite	scandalizà	anger	0.191
inadmissible	inammissibbli	anger	0.191
lightning	lampi	anger	0.189
incase	in casu	anger	0.188
preclude	preclusion	anger	0.188
insecure	insecure	anger	0.188
mournful	mournful	anger	0.188
rating	qualificazione	anger	0.182
mistress	mistress	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	riclamà	anger	0.182
insist	insistia	anger	0.182
distracting	distracting	anger	0.182
opium	opium	anger	0.180
willful	voluntatu	anger	0.176
deserve	meritanu	anger	0.176
insists	insiste	anger	0.175
treat	trattà	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisivu	anger	0.172
gibberish	rumberu	anger	0.172
fleece	piuvaccia	anger	0.172
fee	tarifu	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	liberate	anger	0.172
excitation	excitazioni	anger	0.172
hormonal	hormonal	anger	0.172
mighty	putente	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	chjappi	anger	0.168
unequal	inugee	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargain	anger	0.167
mule	mula	anger	0.167
insignificant	insignificanti	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiffirenza	anger	0.156
rheumatism	reumatismu	anger	0.156
coop	coop	anger	0.156
forearm	antimi	anger	0.156
uncertain	incertu	anger	0.152
bee	apicultori	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	participazione	anger	0.152
disinformation	disinformazione	anger	0.152
attorney	attorney	anger	0.152
underpaid	pagana	anger	0.152
pretending	finta	anger	0.152
campaigning	campagni	anger	0.151
hopelessness	ingannu	anger	0.149
feeling	sintimu	anger	0.147
legalized	legalizata	anger	0.145
caution	cura	anger	0.145
subsidy	subsidiu	anger	0.141
obliging	impegnu	anger	0.141
morals	murali	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	ripaganu	anger	0.136
blemish	tacchino	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	bedu	anger	0.135
noob	noob	anger	0.133
honk	senti	anger	0.133
orchestra	orchestra	anger	0.132
competitive	cumpetitiva	anger	0.125
wireless	wireless	anger	0.125
standstill	stindificatu	anger	0.125
mosque	moschea	anger	0.122
reversal	cambiamentu	anger	0.121
inattention	inattention	anger	0.121
lace	lace	anger	0.118
elbow	codu	anger	0.117
instinctive	stintivu	anger	0.112
chant	chant	anger	0.111
lonely	solitaru	anger	0.109
gnome	gnome	anger	0.109
tolerate	tollerà	anger	0.106
management	gestione	anger	0.102
advocacy	advocacy	anger	0.100
moral	murali	anger	0.094
roadworks	virsitori	anger	0.091
honest	onesta	anger	0.087
forgetful	forgetful	anger	0.076
gent	ghjente	anger	0.076
liquor	licori	anger	0.075
money	soldi	anger	0.074
hood	capu	anger	0.071
curriculum	curriculum	anger	0.063
words	parolle	anger	0.062
smell	oliu	anger	0.061
elf	elf	anger	0.061
playful	ghjucatu	anger	0.061
opera	opera	anger	0.061
nurture	cultivà	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	cunsigliu	anger	0.059
trumpet	trumbetta	anger	0.059
birthplace	locu nativu	anger	0.051
ribbon	ribbon	anger	0.047
youth	ghjuventù	anger	0.045
vote	votu	anger	0.045
cash	cash	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	buffet	anger	0.029
celebrity	celebrità	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	fratellanza	anger	0.015
musical	musicale	anger	0.011
tree	arbulu	anger	0.000
anticipation	anticipazione	anticipation	0.859
excited	ecciteghja	anticipation	0.859
anticipate	anticipate	anticipation	0.820
excitement	eccitamento	anticipation	0.820
eagerness	favurevule	anticipation	0.812
exciting	passiunanti	anticipation	0.797
