word	Polish-pl	emotion	emotion-intensity-score
armament	uzbrojenie	anger	0.470
thump	uderzenie	anger	0.469
complain	skarżyć się	anger	0.469
incite	nawoływać	anger	0.469
steal	kraść	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	być nieposłusznym	anger	0.469
injury	zranienie	anger	0.469
simmer	dusić	anger	0.469
distress	rozpacz	anger	0.469
insanity	niepoczytalność	anger	0.469
selfish	samolubny	anger	0.469
huff	irytacja	anger	0.469
selfishness	egoizm	anger	0.469
backoff	odsuń się	anger	0.469
plunder	grabież	anger	0.469
stifled	stłumiony	anger	0.469
subversive	wywrotowy	anger	0.469
exile	wygnanie	anger	0.469
offense	wykroczenie	anger	0.469
objection	sprzeciw	anger	0.469
recidivism	recydywa	anger	0.469
smother	udusić	anger	0.469
perpetrator	sprawca	anger	0.469
dislike	nie lubić	anger	0.469
disruption	zakłócenie	anger	0.469
intolerance	nietolerancja	anger	0.469
opposition	sprzeciw	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	kubek	anger	0.467
agony	agonia	anger	0.465
arrogant	arogancki	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	kratka wentylacyjna	anger	0.456
elimination	eliminacja	anger	0.456
picketing	pikietowanie	anger	0.456
haughty	wyniosły	anger	0.456
troublesome	kłopotliwy	anger	0.455
clamor	krzyk	anger	0.455
busted	odpadł	anger	0.455
constraint	przymus	anger	0.455
crabby	crabby	anger	0.455
veto	weto	anger	0.455
stubbed	zgnieciony	anger	0.455
mislead	wprowadzić w błąd	anger	0.455
illicit	nielegalny	anger	0.455
dying	umierający	anger	0.455
grated	tarty	anger	0.455
idiocy	idiotyzm	anger	0.455
illegality	nielegalność	anger	0.455
flagrant	rażący	anger	0.455
impermeable	nieprzepuszczalny	anger	0.455
bad	zły	anger	0.453
despotism	despotyzm	anger	0.453
usurped	uzurpator	anger	0.453
godless	bezbożny	anger	0.453
disagreeing	nie zgadzam się	anger	0.453
intense	intensywny	anger	0.453
struggle	borykać się	anger	0.453
suppress	stłumić	anger	0.453
disapproving	krzywy	anger	0.453
desist	odstąpić	anger	0.453
bayonet	bagnetowy	anger	0.453
displeased	niezadowolony	anger	0.453
hysterical	histeryczny	anger	0.453
unlawful	bezprawny	anger	0.451
wrongly	niewłaściwie	anger	0.448
repellent	odpychający	anger	0.442
wasted	zmarnowany	anger	0.441
foe	wróg	anger	0.441
dishonor	hańba	anger	0.441
wrongful	bezprawny	anger	0.441
psychosis	psychoza	anger	0.441
aversion	niechęć	anger	0.440
punitive	karny	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	kostki	anger	0.439
effigy	wizerunek	anger	0.439
schism	schizma	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	zdenerwowany	anger	0.439
worthless	Bezwartościowy	anger	0.438
deny	zaprzeczać	anger	0.438
ransom	okup	anger	0.438
fugitive	zbieg	anger	0.438
deleterious	szkodliwy	anger	0.438
stupidity	głupota	anger	0.438
abandonment	porzucenie	anger	0.438
mucked	zmuckowany	anger	0.438
separatist	separatystyczny	anger	0.438
irritation	podrażnienie	anger	0.438
oblivion	zapomnienie	anger	0.437
segregate	segregować	anger	0.437
payback	zwrot	anger	0.436
incongruous	absurdalny	anger	0.435
eviction	eksmisja	anger	0.435
collusion	zmowa	anger	0.432
rob	obrabować	anger	0.431
infidelity	niewierność	anger	0.429
ravenous	wygłodniały	anger	0.429
overrun	najechać	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	zwiastun	anger	0.426
martial	wojenny	anger	0.426
painful	bolesny	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	nieufny	anger	0.426
rejection	odmowa	anger	0.426
defense	obrona	anger	0.425
powerful	potężny	anger	0.424
censor	cenzor	anger	0.424
indecency	nieprzyzwoitość	anger	0.424
fraudulent	oszukańczy	anger	0.424
gonorrhea	rzeżączka	anger	0.424
fallacious	błędny	anger	0.424
concealment	ukrywanie	anger	0.424
greed	chciwość	anger	0.424
disobedience	nieposłuszeństwo	anger	0.424
fuss	zamieszanie	anger	0.424
enforce	egzekwować	anger	0.424
banger	banger	anger	0.424
commotion	zamieszanie	anger	0.424
defraud	oszukać	anger	0.424
discontent	niezadowolenie	anger	0.424
unsympathetic	niesympatyczny	anger	0.424
exasperation	rozdrażnienie	anger	0.424
barb	kolec	anger	0.422
banishment	wygnanie	anger	0.422
sedition	bunt	anger	0.422
misrepresented	fałszywie przedstawiane	anger	0.422
snubbed	odrzucony	anger	0.422
penetration	penetracja	anger	0.422
cracked	pęknięty	anger	0.422
annoyance	kłopot	anger	0.422
duel	pojedynek	anger	0.422
penitentiary	zakład karny	anger	0.422
sarcasm	sarkazm	anger	0.422
deportation	deportacja	anger	0.422
nettle	pokrzywa	anger	0.422
scar	blizna	anger	0.422
bang	huk	anger	0.422
cur	kundel	anger	0.422
blatant	krzykliwy	anger	0.420
force	siła	anger	0.418
perverse	przewrotny	anger	0.415
wring	ukręcić	anger	0.415
bastion	bastion	anger	0.413
grim	ponury	anger	0.413
sordid	brudny	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	gburowaty	anger	0.412
tiff	sprzeczka	anger	0.412
moody	nastrojowy	anger	0.412
hunting	polowanie	anger	0.411
indenture	umowa obustronna	anger	0.410
sham	pozorny	anger	0.409
squelch	chlupotać	anger	0.409
awful	straszny	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	wplątać	anger	0.409
contradict	zaprzeczać	anger	0.409
supremacy	zwierzchnictwo	anger	0.409
sneak	skradać się	anger	0.409
cantwin	cantwin	anger	0.409
reproach	zarzut	anger	0.409
compulsion	przymus	anger	0.409
inept	niedorzeczny	anger	0.409
blockade	blokada	anger	0.409
detainee	aresztowany	anger	0.409
forfeit	utracić	anger	0.409
disappoint	zawieść	anger	0.409
lying	kłamstwo	anger	0.408
epidemic	epidemia	anger	0.406
tremor	drżenie	anger	0.406
rail	szyna	anger	0.406
onerous	uciążliwy	anger	0.406
cacophony	kakofonia	anger	0.406
unthinkable	nie do pomyślenia	anger	0.406
forsaken	opuszczony	anger	0.406
delusion	złudzenie	anger	0.406
wrongdoing	wykroczenie	anger	0.406
badger	borsuk	anger	0.406
antipathy	niechęć	anger	0.406
inequality	nierówność	anger	0.406
nuisance	kłopot	anger	0.406
scrapie	trzęsawka	anger	0.406
wop	wop	anger	0.406
arguments	argumenty	anger	0.404
affront	afront	anger	0.403
traumatic	traumatyczny	anger	0.402
libel	oszczerstwo	anger	0.400
sodding	sodding	anger	0.400
annoys	denerwuje	anger	0.400
watchout	Uważaj	anger	0.398
soslow	tak wolno	anger	0.398
frenetic	szalony	anger	0.397
remiss	niedbały	anger	0.397
barge	barka	anger	0.396
howl	wycie	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	przewrotny	anger	0.394
extinguish	gasić	anger	0.394
keyed	kluczowane	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	brak szacunku	anger	0.394
illegal	nielegalny	anger	0.394
rabble	motłoch	anger	0.394
actionable	zaskarżalny	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	oszustwo	anger	0.394
sue	pozwać	anger	0.394
unfriendly	nieprzyjazny	anger	0.394
confiscate	konfiskować	anger	0.394
brimstone	siarka	anger	0.392
argh	argh	anger	0.391
pique	pika	anger	0.391
recklessness	lekkomyślność	anger	0.391
earthquake	trzęsienie ziemi	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	rozpuszczenie	anger	0.391
rigged	sfałszowane	anger	0.391
disagree	nie zgadzać się	anger	0.389
lawsuit	pozew sądowy	anger	0.386
disused	nie używany	anger	0.382
immorality	niemoralność	anger	0.382
despair	rozpacz	anger	0.382
difficulty	trudność	anger	0.379
incurable	nieuleczalny	anger	0.379
touchy	drażliwy	anger	0.379
coerce	przymusić	anger	0.379
sizzle	trzask	anger	0.379
rifle	karabin	anger	0.379
falsification	fałszowanie	anger	0.379
pokes	szturcha	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ból	anger	0.379
picket	szpica	anger	0.378
concussion	wstrząs	anger	0.377
pessimism	pesymizm	anger	0.375
pitfall	pułapka	anger	0.375
infantile	infantylny	anger	0.375
disillusionment	rozczarowanie	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicja	anger	0.375
remand	tymczasowo	anger	0.375
faulty	wadliwy	anger	0.375
cannon	armata	anger	0.375
rawr	rawr	anger	0.375
sly	chytry	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotyzm	anger	0.371
distressing	niepokojący	anger	0.371
inhibit	hamować	anger	0.371
vindicate	bronić	anger	0.371
schizophrenia	schizofrenia	anger	0.369
skewed	przekrzywiony	anger	0.368
disreputable	haniebny	anger	0.368
forbidding	groźny	anger	0.368
conquest	podbój	anger	0.367
bark	szczekać	anger	0.365
leukemia	białaczka	anger	0.365
barks	szczeka	anger	0.364
burke	Burke	anger	0.364
challenge	wyzwanie	anger	0.364
disapprove	potępiać	anger	0.364
unhappy	nieszczęśliwy	anger	0.364
retarded	niedorozwinięty	anger	0.364
warrior	wojownik	anger	0.364
belt	pas	anger	0.364
controversial	kontrowersyjny	anger	0.359
opinionated	uparty	anger	0.359
paucity	niedostatek	anger	0.359
broken	złamany	anger	0.359
litigate	procesować się	anger	0.359
polemic	polemiczny	anger	0.359
aftermath	następstwa	anger	0.359
disliked	nielubiane	anger	0.359
loudness	głośność	anger	0.359
restriction	ograniczenie	anger	0.359
cad	cham	anger	0.359
sectarian	sekciarski	anger	0.359
incompetence	niekompetencja	anger	0.359
interrupting	przerywanie	anger	0.358
fussy	wybredny	anger	0.357
wench	dziewucha	anger	0.353
misbehavior	sprawka	anger	0.351
gruff	gburowaty	anger	0.351
remove	usunąć	anger	0.351
brat	bachor	anger	0.351
scarcity	niedostatek	anger	0.350
losing	przegrywający	anger	0.349
pest	szkodnik	anger	0.348
defect	wada	anger	0.348
hardened	utwardzony	anger	0.348
deserted	opustoszały	anger	0.348
lie	kłamstwo	anger	0.348
retract	wycofać	anger	0.348
untrustworthy	niegodny zaufania	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	rozczarowany	anger	0.348
disagreement	niezgoda	anger	0.348
stigma	piętno	anger	0.348
ulcer	wrzód	anger	0.348
bias	stronniczość	anger	0.345
negation	negacja	anger	0.344
antisocial	antyspołeczny	anger	0.344
evade	uchylać się	anger	0.344
shoddy	buble	anger	0.344
bothering	kłopotliwy	anger	0.344
impotence	impotencja	anger	0.344
shaky	chwiejny	anger	0.344
misleading	zwodniczy	anger	0.344
stripped	obnażony	anger	0.344
disclaim	zrzec się	anger	0.344
unsettled	zaburzony	anger	0.344
anxiety	niepokój	anger	0.344
stingy	skąpy	anger	0.344
deterioration	pogorszenie	anger	0.344
pirate	pirat	anger	0.344
unreliable	niewiarygodne	anger	0.344
interminable	nie kończący się	anger	0.343
disease	choroba	anger	0.341
meddle	wtrącić się	anger	0.341
warp	osnowa	anger	0.340
averse	niechętny	anger	0.338
infamous	niesławny	anger	0.338
alcoholism	alkoholizm	anger	0.338
row	rząd	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	chory	anger	0.333
encumbrance	obciążenie	anger	0.333
scorpion	Skorpion	anger	0.333
illegitimate	nieślubny	anger	0.333
witchcraft	czary	anger	0.333
interrupt	przerwać	anger	0.333
paralyzed	sparaliżowany	anger	0.333
sinner	grzesznik	anger	0.331
hulk	ponton	anger	0.329
inconsiderate	nieuprzejmy	anger	0.329
phony	fałszywe	anger	0.328
spammers	spamerzy	anger	0.328
dashed	przerywana	anger	0.328
disqualified	zdyskwalifikowany	anger	0.328
fib	bujda	anger	0.328
hiss	syk	anger	0.328
brrr	brrr	anger	0.328
resisting	oporowy	anger	0.328
victim	ofiara	anger	0.328
scapegoat	kozioł ofiarny	anger	0.328
tighten	dokręcać	anger	0.328
opponent	przeciwnik	anger	0.328
crusade	krucjata	anger	0.328
dislocated	zwichnięty	anger	0.328
grumpy	gderliwy	anger	0.328
prohibited	zabroniony	anger	0.328
inappropriate	niewłaściwy	anger	0.324
haye	Haye	anger	0.324
loss	utrata	anger	0.324
eschew	unikać	anger	0.324
trickery	naciągnięcie	anger	0.324
neglected	zaniedbany	anger	0.324
canker	rak	anger	0.323
queues	kolejki	anger	0.318
muff	mufka	anger	0.318
crunch	schrupać	anger	0.318
duplicity	dwulicowość	anger	0.318
criticism	krytyka	anger	0.318
shriek	wrzask	anger	0.316
depreciate	deprecjonować	anger	0.315
poverty	ubóstwo	anger	0.312
chaff	plewy	anger	0.312
dupe	ofiara oszustwa	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	zwolnienie	anger	0.312
mortality	śmiertelność	anger	0.312
deflate	siadać	anger	0.312
carelessness	niedbalstwo	anger	0.312
dumps	depresja	anger	0.312
revving	revving	anger	0.309
disallowed	niedozwolone	anger	0.308
thoughtless	bezmyślny	anger	0.307
boisterous	porywisty	anger	0.307
burial	pogrzeb	anger	0.304
theocratic	teokratyczny	anger	0.303
wince	grymas twarzy	anger	0.303
sullen	ponury	anger	0.303
involution	inwolucja	anger	0.300
senseless	bezsensowny	anger	0.297
stalemate	pat	anger	0.297
depreciated	stracił na wartości	anger	0.297
wasteful	rozrzutny	anger	0.297
hoax	oszustwo	anger	0.297
misuse	nadużywanie	anger	0.297
getyourown	Zdobądź swoją własną	anger	0.297
taxed	opodatkowane	anger	0.297
depressed	przygnębiony	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paraliż	anger	0.295
displaced	wysiedlone	anger	0.294
limited	ograniczony	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	śmieszny	anger	0.289
teasing	dokuczanie	anger	0.288
sharpen	wyostrzyć	anger	0.288
react	reagować	anger	0.288
presumptuous	arogancki	anger	0.288
spine	kręgosłup	anger	0.288
homeless	bezdomny	anger	0.288
hoot	trąbienie	anger	0.287
twitchy	nerwowy	anger	0.287
barrier	bariera	anger	0.287
myopia	krótkowzroczność	anger	0.283
contraband	kontrabanda	anger	0.281
disconnects	rozłącza się	anger	0.281
spam	spam	anger	0.281
lagging	otulina	anger	0.281
shiver	dreszcz	anger	0.281
agh	agh	anger	0.281
restitution	restytucja	anger	0.281
flexin	flexin	anger	0.281
incompatible	niekompatybilny	anger	0.281
delinquent	przestępca	anger	0.281
noncompliance	niezgodność	anger	0.279
troll	Troll	anger	0.279
buffering	buforowanie	anger	0.279
unfairness	niesprawiedliwość	anger	0.279
foray	najazd	anger	0.279
nether	dolny	anger	0.278
bugaboo	panika	anger	0.273
immaturity	niedojrzałość	anger	0.273
bogus	podrobiony	anger	0.273
uncaring	obojętny	anger	0.273
shock	zaszokować	anger	0.269
feisty	zadziorny	anger	0.269
defendant	pozwany	anger	0.266
latent	utajony	anger	0.266
rapping	rapowanie	anger	0.266
pry	wyważać	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Niedźwiedź	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	nieczynny	anger	0.266
quandary	kłopot	anger	0.266
inconvenient	niewygodny	anger	0.266
feminism	feminizm	anger	0.266
humbug	humbug	anger	0.266
interrupts	przerywa	anger	0.265
fluctuation	fluktuacja	anger	0.265
exaggerate	wyolbrzymiać	anger	0.263
lose	stracić	anger	0.261
patter	tupot	anger	0.258
tease	droczyć się	anger	0.258
furnace	piec	anger	0.258
stone	kamień	anger	0.258
shoplifting	kradzież sklepowa	anger	0.258
soldier	żołnierz	anger	0.258
incompetent	niekompetentny	anger	0.257
indoctrination	indoktrynacja	anger	0.255
skid	poślizg	anger	0.250
notoriety	rozgłos	anger	0.250
falsehood	fałsz	anger	0.250
untrue	nieprawdziwy	anger	0.250
mastery	mistrzostwo	anger	0.250
tripping	dreptanie	anger	0.250
nonsense	nonsens	anger	0.250
unfollow	przestań obserwować	anger	0.250
noisy	głośny	anger	0.250
pouting	dąsanie	anger	0.250
cane	trzcinowy	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rakieta	anger	0.250
complicate	komplikować	anger	0.250
socialist	socjalista	anger	0.250
lawyer	prawnik	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	duże litery	anger	0.242
fenced	ogrodzony	anger	0.242
obstacle	przeszkoda	anger	0.242
halter	kantar	anger	0.242
witch	czarownica	anger	0.242
vampire	wampir	anger	0.242
detract	pomniejszać	anger	0.242
ringer	dzwonnik	anger	0.242
frowning	marszcząc brwi	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	głód	anger	0.235
recession	recesja	anger	0.234
lava	lawa	anger	0.234
shell	muszla	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	spory	anger	0.234
tariff	taryfa	anger	0.234
failing	w braku	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	szelma	anger	0.234
politics	Polityka	anger	0.234
undesirable	niepożądany	anger	0.231
darkness	ciemność	anger	0.227
versus	przeciw	anger	0.227
resign	rezygnować	anger	0.227
copycat	naśladowca	anger	0.227
soaked	nasączony	anger	0.226
unfulfilled	niespełnione	anger	0.225
abandoned	opuszczony	anger	0.222
bankruptcy	bankructwo	anger	0.221
owing	należny	anger	0.221
unattainable	nieosiągalny	anger	0.221
unhelpful	nieprzydatny	anger	0.219
twitching	drżenie	anger	0.219
confusion	zamieszanie	anger	0.219
mosquito	komar	anger	0.219
warden	opiekun	anger	0.219
misconception	nieporozumienie	anger	0.219
compress	kompres	anger	0.219
whiny	płaczliwy	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	narzędzie	anger	0.219
nosey	wścibski	anger	0.213
overpriced	zbyt drogie	anger	0.212
harry	złupić	anger	0.212
shortage	niedobór	anger	0.212
adder	sumator	anger	0.212
melodrama	melodramat	anger	0.212
overplayed	nadmiernie rozgrywane	anger	0.206
possession	posiadanie	anger	0.206
desert	pustynia	anger	0.206
pout	dąsy	anger	0.203
uninvited	nieproszony	anger	0.203
arraignment	postawienie w stan oskarżenia	anger	0.203
inefficient	nieskuteczny	anger	0.203
rook	wieża	anger	0.203
unlucky	nieszczęśliwy	anger	0.203
unpaid	nie zapłacony	anger	0.203
backbone	kręgosłup	anger	0.203
sentence	zdanie	anger	0.203
powerless	bezsilny	anger	0.203
court	Sąd	anger	0.199
endless	nieskończony	anger	0.198
adverts	ogłoszenia	anger	0.197
delay	opóźnienie	anger	0.197
misstatement	nieprawidłowość	anger	0.197
distracted	roztargniony	anger	0.197
misunderstanding	nieporozumienie	anger	0.195
excite	podniecać	anger	0.191
inadmissible	niedopuszczalny	anger	0.191
lightning	Błyskawica	anger	0.189
incase	w razie	anger	0.188
preclude	uniemożliwiać	anger	0.188
insecure	niepewny	anger	0.188
mournful	smutny	anger	0.188
rating	ocena	anger	0.182
mistress	kochanka	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	pretendent	anger	0.182
insist	obstawać	anger	0.182
distracting	rozpraszające	anger	0.182
opium	opium	anger	0.180
willful	samowolny	anger	0.176
deserve	zasłużyć	anger	0.176
insists	nalega	anger	0.175
treat	leczyć	anger	0.175
misplace	zapodziać	anger	0.172
indecisive	niezdecydowany	anger	0.172
gibberish	szwargot	anger	0.172
fleece	runo	anger	0.172
fee	opłata	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	uwalniać	anger	0.172
excitation	pobudzenie	anger	0.172
hormonal	hormonalne	anger	0.172
mighty	potężny	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	skowyt	anger	0.168
unequal	nierówny	anger	0.167
insufficiency	niewydolność	anger	0.167
hamstring	ścięgno udowe	anger	0.167
bargaining	negocjacje	anger	0.167
mule	muł	anger	0.167
insignificant	nieistotny	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	obojętność	anger	0.156
rheumatism	reumatyzm	anger	0.156
coop	kooperacja	anger	0.156
forearm	przedramię	anger	0.156
uncertain	niepewny	anger	0.152
bee	pszczoła	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	uwikłanie	anger	0.152
disinformation	dezinformacja	anger	0.152
attorney	adwokat	anger	0.152
underpaid	niedopłacone	anger	0.152
pretending	udawać	anger	0.152
campaigning	prowadzenie kampanii	anger	0.151
hopelessness	beznadziejność	anger	0.149
feeling	uczucie	anger	0.147
legalized	zalegalizowane	anger	0.145
caution	Uwaga	anger	0.145
subsidy	subsydium	anger	0.141
obliging	uczynny	anger	0.141
morals	moralność	anger	0.141
sterling	szterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	napisać z błędem ortograficznym	anger	0.136
saloon	salon	anger	0.136
repay	odwdzięczyć się	anger	0.136
blemish	skaza	anger	0.136
surcharge	dopłata	anger	0.136
geez	geez	anger	0.136
birch	brzozowy	anger	0.135
noob	Nowicjusz	anger	0.133
honk	dźwięk klaksonu	anger	0.133
orchestra	orkiestra	anger	0.132
competitive	konkurencyjny	anger	0.125
