word	Lao-lo	emotion	emotion-intensity-score
confined	confined	anger	0.500
frenzied	frenzied	anger	0.500
dominate	ຄອບຄອງ	anger	0.500
disrupting	disrupting	anger	0.500
hammering	hammering	anger	0.500
fear	ຄວາມຢ້ານກົວ	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	ຄວາມເຈັບປວດ	anger	0.500
brunt	brunt	anger	0.500
possessed	possessed	anger	0.500
defy	defy	anger	0.500
scoff	scoff	anger	0.500
patronising	patronizing	anger	0.500
delusional	delusional	anger	0.500
malpractice	malpractice	anger	0.500
reject	ປະຕິເສດ	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	toughness	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ຄວາມ​ບ້າ	anger	0.491
sinful	ບາບ	anger	0.491
avarice	avarice	anger	0.490
oppress	oppress	anger	0.490
disapproved	disapproved	anger	0.485
inhuman	inhuman	anger	0.485
demand	ຄວາມຕ້ອງການ	anger	0.485
abolish	ຍົກເລີກ	anger	0.485
anathema	anathema	anger	0.485
fricking	fricking	anger	0.485
complaint	ຄໍາຮ້ອງທຸກ	anger	0.485
disservice	ເສຍໃຈ	anger	0.485
smuggler	smuggler	anger	0.485
revoke	ຖອນຄືນ	anger	0.485
infraction	ການລ່ວງລະເມີດ	anger	0.485
claw	claw	anger	0.485
dissident	dissident	anger	0.485
pervert	ເຮັດລາຍ	anger	0.485
incest	incest	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	ບໍ່ເຊື່ອຟັງ	anger	0.485
usurp	usurp	anger	0.485
alienate	alienate	anger	0.485
avenger	avenger	anger	0.485
annoyed	ຫນ້າຮໍາຄານ	anger	0.485
cutting	ການຕັດ	anger	0.485
disgrace	ຫນ້າຢ້ານ	anger	0.484
deceit	ການຫລອກລວງ	anger	0.484
suspicious	ສົງໃສ	anger	0.484
thresh	thresh	anger	0.484
sucker	sucker	anger	0.484
strained	strained	anger	0.484
blame	ໂທດ	anger	0.484
upheaval	upheaval	anger	0.484
renounce	renounce	anger	0.484
obnoxious	ຫນ້າກຽດຊັງ	anger	0.484
restrain	ສະຫງົບ	anger	0.484
oust	oust	anger	0.484
litigious	ຜິດກົດຫມາຍ	anger	0.484
rivalry	rivalry	anger	0.484
penalty	ໂທດ	anger	0.484
imprisoned	ຖືກຈໍາຄຸກ	anger	0.484
mocking	mocking	anger	0.484
opposed	ກົງກັນຂ້າມ	anger	0.484
turbulence	turbulence	anger	0.483
pound	ປອນ	anger	0.481
coldness	ຄວາມເຢັນ	anger	0.477
ungrateful	ungrateful	anger	0.472
battalion	ກອງພັນ	anger	0.471
stoopid	stoopid	anger	0.471
hostage	hostage	anger	0.470
infidel	infidel	anger	0.470
ram	ram	anger	0.470
accuser	accuser	anger	0.470
gall	ນ້ໍາແຂໍງ	anger	0.470
subversion	subversion	anger	0.470
annoying	ຫນ້າຮໍາຄານ	anger	0.470
adversity	ຄວາມຍາກລໍາບາກ	anger	0.470
dispossessed	ຖືກໂຍນຖິ້ມ	anger	0.470
friction	ການຂັດແຍ້ງ	anger	0.470
jealous	ອິດ​ສາ	anger	0.470
feudalism	feudalism	anger	0.470
armament	armament	anger	0.470
thump	thump	anger	0.469
complain	ຈົ່ມວ່າ	anger	0.469
incite	ກະຕຸ້ນໃຈ	anger	0.469
steal	ລັກ	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ບໍ່ເຊື່ອຟັງ	anger	0.469
injury	ການບາດເຈັບ	anger	0.469
simmer	simmer	anger	0.469
distress	ຄວາມຫຍຸ້ງຍາກ	anger	0.469
insanity	insanity	anger	0.469
selfish	selfish	anger	0.469
huff	huff	anger	0.469
selfishness	selfishness	anger	0.469
backoff	backoff	anger	0.469
plunder	plunder	anger	0.469
stifled	stifled	anger	0.469
subversive	subversive	anger	0.469
exile	exile	anger	0.469
offense	ການກະທໍາຜິດ	anger	0.469
objection	objection	anger	0.469
recidivism	recidivism	anger	0.469
smother	smother	anger	0.469
perpetrator	ຜູ້ກະທໍາຜິດ	anger	0.469
dislike	ບໍ່ມັກ	anger	0.469
disruption	disruption	anger	0.469
intolerance	intolerance	anger	0.469
opposition	ກົງກັນຂ້າມ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	ຄວາມເຈັບປວດ	anger	0.465
arrogant	ກຽດຊັງ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	ການກໍາຈັດ	anger	0.456
picketing	picketing	anger	0.456
haughty	ກຽດຊັງ	anger	0.456
troublesome	ມີບັນຫາ	anger	0.455
clamor	ຈົ່ມວ່າ	anger	0.455
busted	busted	anger	0.455
constraint	constraint	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	ເຂົ້າໃຈຜິດ	anger	0.455
illicit	ຜິດກົດຫມາຍ	anger	0.455
dying	ເສຍຊີວິດ	anger	0.455
grated	ຮູ້ຈັກ	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ຜິດກົດຫມາຍ	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	impermeable	anger	0.455
bad	ບໍ່ດີ	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	ບໍ່ເຫັນດີນໍາ	anger	0.453
intense	ຢ່າງລຸນແຮງ	anger	0.453
struggle	ການຕໍ່ສູ້	anger	0.453
suppress	ສະກັດກັ້ນ	anger	0.453
disapproving	disapproving	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ບໍ່ພໍໃຈ	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	ຜິດກົດຫມາຍ	anger	0.451
wrongly	ຜິດພາດ	anger	0.448
repellent	repellent	anger	0.442
wasted	ເສຍຫາຍ	anger	0.441
foe	foe	anger	0.441
dishonor	ຄວາມອັບອາຍຂາຍຫນ້າ	anger	0.441
wrongful	ຜິດພາດ	anger	0.441
psychosis	psychosis	anger	0.441
aversion	ຄວາມກະຕືລືລົ້ນ	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	ເສຍ​ໃຈ	anger	0.439
worthless	ບໍ່ມີຄ່າ	anger	0.438
deny	ປະຕິເສດ	anger	0.438
ransom	ຄ່າໄຖ່	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	ການຍົກເລີກ	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	irritation	anger	0.438
oblivion	ລືມ	anger	0.437
segregate	segregate	anger	0.437
payback	ຈ່າຍຄືນ	anger	0.436
incongruous	incongruous	anger	0.435
eviction	ການໂຍກຍ້າຍ	anger	0.435
collusion	collusion	anger	0.432
rob	rob	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	ravenous	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	ເຈັບປວດ	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	ການປະຕິເສດ	anger	0.426
defense	ປ້ອງ​ກັນ	anger	0.425
powerful	ມີອໍານາດ	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	ການສໍ້ໂກງ	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	ການປິດບັງ	anger	0.424
greed	greed	anger	0.424
disobedience	ການບໍ່ເຊື່ອຟັງ	anger	0.424
fuss	fuss	anger	0.424
enforce	ບັງຄັບໃຊ້	anger	0.424
banger	banger	anger	0.424
commotion	ການສັບສົນ	anger	0.424
defraud	ການຂົ່ມເຫັງ	anger	0.424
discontent	ຄວາມບໍ່ພໍໃຈ	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	ການຍົກເວັ້ນ	anger	0.422
sedition	sedition	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetration	anger	0.422
cracked	cracked	anger	0.422
annoyance	annoyance	anger	0.422
duel	duel	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportation	anger	0.422
nettle	nettle	anger	0.422
scar	scar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	ບັງຄັບ	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	ຂີ້ຮ້າຍ	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ຢ່າງລວດໄວ	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ການລ່າສັດ	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	ຫນ້າຢ້ານ	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	ກົງກັນຂ້າມ	anger	0.409
supremacy	supremacy	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ສໍ້ໂກງ	anger	0.409
compulsion	ການບັງຄັບ	anger	0.409
inept	inept	anger	0.409
blockade	blockade	anger	0.409
detainee	detainee	anger	0.409
forfeit	ຍົກເລີກ	anger	0.409
disappoint	ຜິດຫວັງ	anger	0.409
lying	ນອນຢູ່	anger	0.408
epidemic	ການແພ່ກະຈາຍ	anger	0.406
tremor	tremor	anger	0.406
rail	rail	anger	0.406
onerous	ຢ່າງແຮງ	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	unthinkable	anger	0.406
forsaken	forsaken	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	wrongdoing	anger	0.406
badger	badger	anger	0.406
antipathy	antipathy	anger	0.406
inequality	ຄວາມບໍ່ສະເຫມີພາບ	anger	0.406
nuisance	nuisance	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	ການໂຕ້ຖຽງ	anger	0.404
affront	ຫນ້າຢ້ານກົວ	anger	0.403
traumatic	traumatic	anger	0.402
libel	ປ້າຍໂຄສະນາ	anger	0.400
sodding	sodding	anger	0.400
annoys	annoys	anger	0.400
watchout	ລະ​ວັງ	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ມວຍ	anger	0.394
untoward	untoward	anger	0.394
extinguish	ດັບ	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ບໍ່ນັບຖື	anger	0.394
illegal	ຜິດກົດຫມາຍ	anger	0.394
rabble	rabble	anger	0.394
actionable	ສາມາດປະຕິບັດໄດ້	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	ການລ່ວງລະເມີດ	anger	0.394
sue	sue	anger	0.394
unfriendly	unfriendly	anger	0.394
confiscate	ລວບລວມ	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	ການບໍ່ປະຕິເສດ	anger	0.391
earthquake	ແຜ່ນດິນໄຫວ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolution	anger	0.391
rigged	rigged	anger	0.391
disagree	ບໍ່ເຫັນດີນໍາ	anger	0.389
lawsuit	ກົດຫມາຍວ່າດ້ວຍ	anger	0.386
disused	disused	anger	0.382
immorality	immorality	anger	0.382
despair	ຄວາມເປັນຫ່ວງ	anger	0.382
difficulty	ຄວາມຫຍຸ້ງຍາກ	anger	0.379
incurable	incurable	anger	0.379
touchy	touchy	anger	0.379
coerce	ຄວາມຫຍຸ້ງຍາກ	anger	0.379
sizzle	sizzle	anger	0.379
rifle	rifle	anger	0.379
falsification	ການປອມແປງ	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ເຈັບປວດ	anger	0.379
picket	picket	anger	0.378
concussion	ກະທົບກະເທືອນ	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	ເດັກນ້ອຍ	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	remand	anger	0.375
faulty	ຜິດປົກກະຕິ	anger	0.375
cannon	ປືນໃຫຍ່	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	ຄວາມທຸກທໍລະມານ	anger	0.371
inhibit	inhibit	anger	0.371
vindicate	ຢືນຢັນ	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	forbidding	anger	0.368
conquest	conquest	anger	0.367
bark	ເປືອກ	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	ທ້າທາຍ	anger	0.364
disapprove	ບໍ່ເຫັນດີນໍາ	anger	0.364
unhappy	ບໍ່ພໍໃຈ	anger	0.364
retarded	ຊ້າລົງ	anger	0.364
warrior	warrior	anger	0.364
belt	ສາຍແອວ	anger	0.364
controversial	controversial	anger	0.359
opinionated	ຄວາມຄິດເຫັນ	anger	0.359
paucity	ຄວາມທຸກຍາກ	anger	0.359
broken	ຫັກ	anger	0.359
litigate	ຮ້ອງທຸກ	anger	0.359
polemic	polemic	anger	0.359
aftermath	aftermath	anger	0.359
disliked	ບໍ່ຊອບ	anger	0.359
loudness	ສຽງດັງ	anger	0.359
restriction	restriction	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	incompetence	anger	0.359
interrupting	ການຂັດຂວາງ	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	gruff	anger	0.351
remove	ເອົາອອກ	anger	0.351
brat	brat	anger	0.351
scarcity	ຂາດແຄນ	anger	0.350
losing	ການສູນເສຍ	anger	0.349
pest	ສັດຕູພືດ	anger	0.348
defect	ຜິດປົກກະຕິ	anger	0.348
hardened	ເຂັ້ມແຂງ	anger	0.348
deserted	deserted	anger	0.348
lie	ນອນ	anger	0.348
retract	ຖອນຕົວ	anger	0.348
untrustworthy	untrustworthy	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ຕົກໃຈ	anger	0.348
disagreement	disagreement	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	negation	anger	0.344
antisocial	antisocial	anger	0.344
evade	ຫລີກລ່ຽງ	anger	0.344
shoddy	shoddy	anger	0.344
bothering	bothering	anger	0.344
impotence	impotence	anger	0.344
shaky	shaky	anger	0.344
misleading	ເຮັດໃຫ້ຫຼອກລວງ	anger	0.344
stripped	ດຶງອອກ	anger	0.344
disclaim	ປະຕິເສດ	anger	0.344
unsettled	unsettled	anger	0.344
anxiety	ຄວາມກັງວົນ	anger	0.344
stingy	stingy	anger	0.344
deterioration	ຄວາມເສຍຫາຍ	anger	0.344
pirate	pirate	anger	0.344
unreliable	unreliable	anger	0.344
interminable	interminable	anger	0.343
disease	ພະຍາດ	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	ຫນ້າກຽດ	anger	0.338
infamous	ຫນ້າກຽດຊັງ	anger	0.338
alcoholism	alcoholism	anger	0.338
row	ແຖວ	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ill	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	illegitimate	anger	0.333
witchcraft	witchcraft	anger	0.333
interrupt	ຂັດຂວາງ	anger	0.333
paralyzed	ບາດແຜ	anger	0.333
sinner	ຄົນບາບ	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ບໍ່ສົນໃຈ	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	dashed	anger	0.328
disqualified	disqualified	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	ຕ້ານທານ	anger	0.328
victim	ຜູ້ຖືກເຄາະຮ້າຍ	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	tighten	anger	0.328
opponent	opponent	anger	0.328
crusade	ໂບດ	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	ຂົມຂື່ນ	anger	0.328
prohibited	ຖືກຫ້າມ	anger	0.328
inappropriate	ບໍ່ເຫມາະສົມ	anger	0.324
haye	haye	anger	0.324
loss	ການສູນເສຍ	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	ຖືກລະເລີຍ	anger	0.324
canker	canker	anger	0.323
queues	queues	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplicity	anger	0.318
criticism	ການວິພາກວິຈານ	anger	0.318
shriek	shriek	anger	0.316
depreciate	ຕົກລົງ	anger	0.315
poverty	ຄວາມທຸກຍາກ	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ຍົກເລີກ	anger	0.312
mortality	ອັດຕາຕາຍ	anger	0.312
deflate	ເຮັດລາຍ	anger	0.312
carelessness	carelessness	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	ບໍ່ອະນຸຍາດ	anger	0.308
thoughtless	ຄິດບໍ່ໄດ້	anger	0.307
boisterous	boisterous	anger	0.307
burial	ຝັງສົບ	anger	0.304
theocratic	theocratic	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	senseless	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	ຖືກຫັກຄ່າ	anger	0.297
wasteful	ເສຍຫາຍ	anger	0.297
hoax	hoax	anger	0.297
misuse	ການໃຊ້ຜິດ	anger	0.297
getyourown	getyourown	anger	0.297
taxed	taxed	anger	0.297
depressed	ຊຶມເສົ້າ	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ການບາດເຈັບ	anger	0.295
displaced	ຖືກຍົກຍ້າຍ	anger	0.294
limited	ຈໍາກັດ	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculous	anger	0.289
teasing	teasing	anger	0.288
sharpen	sharpen	anger	0.288
react	ຕອບສະຫນອງ	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	ກະດູກສັນຫຼັງ	anger	0.288
homeless	ບໍ່ມີທີ່ຢູ່ອາໄສ	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barrier	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	disconnects	anger	0.281
spam	spam	anger	0.281
lagging	ຊ້າໆ	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	restitution	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ຄວາມບໍ່ຍຸດຕິທໍາ	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturity	anger	0.273
bogus	ໂກງ	anger	0.273
uncaring	ບໍ່ສົນໃຈ	anger	0.273
shock	ຊັອກ	anger	0.269
feisty	feisty	anger	0.269
defendant	ຈໍາເລີຍ	anger	0.266
latent	latent	anger	0.266
