word	Croatian-hr	emotion	emotion-intensity-score
exile	progonstvo	anger	0.469
offense	prekršaj	anger	0.469
objection	prigovor	anger	0.469
recidivism	recidivizam	anger	0.469
smother	ugušiti	anger	0.469
perpetrator	izvršitelj	anger	0.469
dislike	ne voljeti	anger	0.469
disruption	prekid	anger	0.469
intolerance	netolerantnost	anger	0.469
opposition	opozicija	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	šalica	anger	0.467
agony	agonija	anger	0.465
arrogant	arogantan	anger	0.461
sux	sux	anger	0.456
vent	otvor	anger	0.456
elimination	eliminacija	anger	0.456
picketing	picketing	anger	0.456
haughty	ohol	anger	0.456
troublesome	mučan	anger	0.455
clamor	vika	anger	0.455
busted	uhvaćen	anger	0.455
constraint	ograničenje	anger	0.455
crabby	tvrdoglav	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	zavesti	anger	0.455
illicit	nedopušten	anger	0.455
dying	umiranje	anger	0.455
grated	ribani	anger	0.455
idiocy	idiotizam	anger	0.455
illegality	nezakonitost	anger	0.455
flagrant	vapijući	anger	0.455
impermeable	nepromočiv	anger	0.455
bad	loše	anger	0.453
despotism	despotizam	anger	0.453
usurped	uzurpirala	anger	0.453
godless	bezbožan	anger	0.453
disagreeing	nesaglasan	anger	0.453
intense	intenzivan	anger	0.453
struggle	borba	anger	0.453
suppress	ugušiti	anger	0.453
disapproving	neodobravajuće	anger	0.453
desist	prestati	anger	0.453
bayonet	bajonet	anger	0.453
displeased	nezadovoljan	anger	0.453
hysterical	histeričan	anger	0.453
unlawful	nezakonit	anger	0.451
wrongly	pogrešno	anger	0.448
repellent	odbijajući	anger	0.442
wasted	uzaludan	anger	0.441
foe	neprijatelj	anger	0.441
dishonor	sramota	anger	0.441
wrongful	nepravedan	anger	0.441
psychosis	psihoza	anger	0.441
aversion	averzija	anger	0.440
punitive	kazneni	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	zglavci	anger	0.439
effigy	obličje	anger	0.439
schism	raskol	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	uzrujan	anger	0.439
worthless	bezvrijedan	anger	0.438
deny	poreći	anger	0.438
ransom	otkupnina	anger	0.438
fugitive	bjegunac	anger	0.438
deleterious	štetan	anger	0.438
stupidity	glupost	anger	0.438
abandonment	napuštanje	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	iritacija	anger	0.438
oblivion	zaborav	anger	0.437
segregate	odvojiti	anger	0.437
payback	doigravanje	anger	0.436
incongruous	nepodesan	anger	0.435
eviction	iseljenje	anger	0.435
collusion	dosluh	anger	0.432
rob	opljačkati	anger	0.431
infidelity	nevjera	anger	0.429
ravenous	proždrljiv	anger	0.429
overrun	najezda	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	preteča	anger	0.426
martial	vojni	anger	0.426
painful	bolan	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	nepovjerljiv	anger	0.426
rejection	odbijanje	anger	0.426
defense	odbrana	anger	0.425
powerful	snažan	anger	0.424
censor	cenzor	anger	0.424
indecency	nepristojnost	anger	0.424
fraudulent	prevarljiv	anger	0.424
gonorrhea	gonoreja	anger	0.424
fallacious	pogrešan	anger	0.424
concealment	prikrivanje	anger	0.424
greed	pohlepa	anger	0.424
disobedience	neposlušnost	anger	0.424
fuss	zamajavati se	anger	0.424
enforce	primijeniti	anger	0.424
banger	banger	anger	0.424
commotion	komocija	anger	0.424
defraud	pronevjeriti	anger	0.424
discontent	nezadovoljstvo	anger	0.424
unsympathetic	neosjećajan	anger	0.424
exasperation	ogorčenje	anger	0.424
barb	bodlja	anger	0.422
banishment	progonstvo	anger	0.422
sedition	pobuna	anger	0.422
misrepresented	krivo	anger	0.422
snubbed	ignorirane	anger	0.422
penetration	prodiranje	anger	0.422
cracked	napuknut	anger	0.422
annoyance	dosađivanje	anger	0.422
duel	dvoboj	anger	0.422
penitentiary	kazneni	anger	0.422
sarcasm	sarkazam	anger	0.422
deportation	deportacija	anger	0.422
nettle	kopriva	anger	0.422
scar	ožiljak	anger	0.422
bang	prasak	anger	0.422
cur	mješanac	anger	0.422
blatant	kreštav	anger	0.420
force	sila	anger	0.418
perverse	izopačen	anger	0.415
wring	zavrtanje	anger	0.415
bastion	bedem	anger	0.413
grim	mrgodan	anger	0.413
sordid	pogan	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nabusit	anger	0.412
tiff	čarka	anger	0.412
moody	ćudljiv	anger	0.412
hunting	lov	anger	0.411
indenture	pogoditi se	anger	0.410
sham	varka	anger	0.409
squelch	mljackanje	anger	0.409
awful	grozan	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	umiješati	anger	0.409
contradict	proturječiti	anger	0.409
supremacy	vrhovna vlast	anger	0.409
sneak	doušnik	anger	0.409
cantwin	cantwin	anger	0.409
reproach	prijekor	anger	0.409
compulsion	prinuda	anger	0.409
inept	nesposoban	anger	0.409
blockade	blokada	anger	0.409
detainee	pritvorenik	anger	0.409
forfeit	kazna	anger	0.409
disappoint	razočarati	anger	0.409
lying	laganje	anger	0.408
epidemic	epidemija	anger	0.406
tremor	tremor	anger	0.406
rail	željeznički	anger	0.406
onerous	tegoban	anger	0.406
cacophony	kakofonija	anger	0.406
unthinkable	nezamisliv	anger	0.406
forsaken	napušten	anger	0.406
delusion	obmana	anger	0.406
wrongdoing	prijestup	anger	0.406
badger	jazavac	anger	0.406
antipathy	antipatija	anger	0.406
inequality	nejednakost	anger	0.406
nuisance	smetnja	anger	0.406
scrapie	scrapie	anger	0.406
wop	Wop	anger	0.406
arguments	argumenti	anger	0.404
affront	uvreda	anger	0.403
traumatic	traumatičan	anger	0.402
libel	kleveta	anger	0.400
sodding	sodding	anger	0.400
annoys	iritira	anger	0.400
watchout	pazi	anger	0.398
soslow	tako sporo	anger	0.398
frenetic	frenetičan	anger	0.397
remiss	mlitav	anger	0.397
barge	dereglija	anger	0.396
howl	urlati	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	nepovoljan	anger	0.394
extinguish	ugasiti	anger	0.394
keyed	s ključem	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	nepoštovanje	anger	0.394
illegal	nezakonit	anger	0.394
rabble	rulja	anger	0.394
actionable	podložan zakonskom suđenju	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	prevara	anger	0.394
sue	tužiti	anger	0.394
unfriendly	neprijateljski	anger	0.394
confiscate	zaplijeniti	anger	0.394
brimstone	sumpor	anger	0.392
argh	argh	anger	0.391
pique	uvrijeđenost	anger	0.391
recklessness	nesmotrenost	anger	0.391
earthquake	potres	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	otapanje	anger	0.391
rigged	namještena	anger	0.391
disagree	ne slagati se	anger	0.389
lawsuit	parnica	anger	0.386
disused	iskorištenih	anger	0.382
immorality	nemoralnost	anger	0.382
despair	očajavati	anger	0.382
difficulty	teškoća	anger	0.379
incurable	neizlječiv	anger	0.379
touchy	osjetljiv	anger	0.379
coerce	primorati	anger	0.379
sizzle	cvrčanje	anger	0.379
rifle	puška	anger	0.379
falsification	falsifikacija	anger	0.379
pokes	Bockanje	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	bolan	anger	0.379
picket	kolac	anger	0.378
concussion	potres	anger	0.377
pessimism	pesimizam	anger	0.375
pitfall	zamka	anger	0.375
infantile	djetinji	anger	0.375
disillusionment	razočaranje	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milicija	anger	0.375
remand	vraćanje u pritvor	anger	0.375
faulty	neispravan	anger	0.375
cannon	top	anger	0.375
rawr	rawr	anger	0.375
sly	lukav	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizam	anger	0.371
distressing	tužan	anger	0.371
inhibit	spriječiti	anger	0.371
vindicate	opravdati	anger	0.371
schizophrenia	shizofrenija	anger	0.369
skewed	iskrivljen	anger	0.368
disreputable	zloglasan	anger	0.368
forbidding	prijeteći	anger	0.368
conquest	osvajanje	anger	0.367
bark	kora	anger	0.365
leukemia	leukemija	anger	0.365
barks	laje	anger	0.364
burke	ugušiti	anger	0.364
challenge	izazov	anger	0.364
disapprove	usprotiviti se	anger	0.364
unhappy	nesretan	anger	0.364
retarded	retardiran	anger	0.364
warrior	ratnik	anger	0.364
belt	pojas	anger	0.364
controversial	kontroverzno	anger	0.359
opinionated	samouvjeren	anger	0.359
paucity	malobrojnost	anger	0.359
broken	slomljen	anger	0.359
litigate	parničiti se	anger	0.359
polemic	polemika	anger	0.359
aftermath	posljedica	anger	0.359
disliked	nevoljen	anger	0.359
loudness	glasnost	anger	0.359
restriction	ograničenje	anger	0.359
cad	gad	anger	0.359
sectarian	sektaški	anger	0.359
incompetence	nesposobnost	anger	0.359
interrupting	prekidajući	anger	0.358
fussy	sitničarski	anger	0.357
wench	djevojka	anger	0.353
misbehavior	nedolično ponašanje	anger	0.351
gruff	osoran	anger	0.351
remove	ukloniti	anger	0.351
brat	derište	anger	0.351
scarcity	nestašica	anger	0.350
losing	gubljenje	anger	0.349
pest	štetočina	anger	0.348
defect	mana	anger	0.348
hardened	otvrdnu	anger	0.348
deserted	napušten	anger	0.348
lie	laž	anger	0.348
retract	uvući	anger	0.348
untrustworthy	nepouzdan	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	razočaran	anger	0.348
disagreement	neslaganje	anger	0.348
stigma	stigma	anger	0.348
ulcer	čir	anger	0.348
bias	prednapon	anger	0.345
negation	negacija	anger	0.344
antisocial	nedruštven	anger	0.344
evade	izbjeći	anger	0.344
shoddy	bezvrijedan	anger	0.344
bothering	muči	anger	0.344
impotence	impotencija	anger	0.344
shaky	klimav	anger	0.344
misleading	varljiv	anger	0.344
stripped	skinuo	anger	0.344
disclaim	odreći se	anger	0.344
unsettled	neredovit	anger	0.344
anxiety	anksioznost	anger	0.344
stingy	škrt	anger	0.344
deterioration	pogoršanje	anger	0.344
pirate	pirat	anger	0.344
unreliable	nepouzdan	anger	0.344
interminable	beskonačan	anger	0.343
disease	bolest	anger	0.341
meddle	miješati se	anger	0.341
warp	osnova	anger	0.340
averse	averzija	anger	0.338
infamous	ozloglašen	anger	0.338
alcoholism	alkoholizam	anger	0.338
row	red	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	bolestan	anger	0.333
encumbrance	teret	anger	0.333
scorpion	škorpion	anger	0.333
illegitimate	nelegitimni	anger	0.333
witchcraft	vračanje	anger	0.333
interrupt	prekinuti	anger	0.333
paralyzed	oduzet	anger	0.333
sinner	grešnik	anger	0.331
hulk	ponton	anger	0.329
inconsiderate	nepromišljen	anger	0.329
phony	folirant	anger	0.328
spammers	spameri	anger	0.328
dashed	isprekidane	anger	0.328
disqualified	diskvalificiran	anger	0.328
fib	lagati	anger	0.328
hiss	siktanje	anger	0.328
brrr	Brrr	anger	0.328
resisting	odupirući	anger	0.328
victim	žrtva	anger	0.328
scapegoat	žrtveni jarac	anger	0.328
tighten	zategnuti	anger	0.328
opponent	protivnik	anger	0.328
crusade	križarska vojna	anger	0.328
dislocated	dislocirani	anger	0.328
grumpy	prgav	anger	0.328
prohibited	zabranjen	anger	0.328
inappropriate	neprikladan	anger	0.324
haye	Haye	anger	0.324
loss	gubitak	anger	0.324
eschew	izbjegavati	anger	0.324
trickery	varanje	anger	0.324
neglected	zanemaren	anger	0.324
canker	rak	anger	0.323
queues	redovi	anger	0.318
muff	muf	anger	0.318
crunch	škripanje	anger	0.318
duplicity	dvoličnost	anger	0.318
criticism	kritika	anger	0.318
shriek	krik	anger	0.316
depreciate	podcijeniti	anger	0.315
poverty	siromaštvo	anger	0.312
chaff	pljeva	anger	0.312
dupe	nasamariti	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	otkaz	anger	0.312
mortality	smrtnost	anger	0.312
deflate	ispumpati	anger	0.312
carelessness	nemarnost	anger	0.312
dumps	snuždenost	anger	0.312
revving	utrkivati	anger	0.309
disallowed	odbijena	anger	0.308
thoughtless	nepromišljen	anger	0.307
boisterous	bučan	anger	0.307
burial	pokop	anger	0.304
theocratic	teokratski	anger	0.303
wince	trgnuti se	anger	0.303
sullen	sumoran	anger	0.303
involution	involucija	anger	0.300
senseless	neosjetljiv	anger	0.297
stalemate	pat	anger	0.297
depreciated	amortiziraju	anger	0.297
wasteful	rasipan	anger	0.297
hoax	obmana	anger	0.297
misuse	zloupotreba	anger	0.297
getyourown	getyourown	anger	0.297
taxed	oporezuje	anger	0.297
depressed	depresivno	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paraliza	anger	0.295
displaced	raseljeni	anger	0.294
limited	ograničen	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	smiješan	anger	0.289
teasing	dosadan	anger	0.288
sharpen	izoštriti	anger	0.288
react	reagirati	anger	0.288
presumptuous	drzak	anger	0.288
spine	kičma	anger	0.288
homeless	beskućnik	anger	0.288
hoot	trubljenje	anger	0.287
twitchy	twitchy	anger	0.287
barrier	prepreka	anger	0.287
myopia	kratkovidost	anger	0.283
contraband	krijumčarenje	anger	0.281
disconnects	rastaviti	anger	0.281
spam	spam	anger	0.281
lagging	oklijevanje	anger	0.281
shiver	drhtaj	anger	0.281
agh	Agh	anger	0.281
restitution	povraćaj	anger	0.281
flexin	flexin	anger	0.281
incompatible	inkompatibilan	anger	0.281
delinquent	delinkvent	anger	0.281
noncompliance	nepridržavanje	anger	0.279
troll	mamac	anger	0.279
buffering	poliranje	anger	0.279
unfairness	nepravednost	anger	0.279
foray	prepad	anger	0.279
nether	podzemni	anger	0.278
bugaboo	bauk	anger	0.273
immaturity	nezrelost	anger	0.273
bogus	prividan	anger	0.273
uncaring	uncaring	anger	0.273
shock	šok	anger	0.269
feisty	živahni	anger	0.269
defendant	tuženik	anger	0.266
latent	latentan	anger	0.266
rapping	Udaranje	anger	0.266
pry	zagledati	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	snositi	anger	0.266
nopoint	nema smisla	anger	0.266
inoperative	neispravan	anger	0.266
quandary	dilema	anger	0.266
inconvenient	nezgodan	anger	0.266
feminism	feminizam	anger	0.266
humbug	koještarija	anger	0.266
interrupts	prekida	anger	0.265
fluctuation	fluktuacija	anger	0.265
exaggerate	pretjerivati	anger	0.263
lose	izgubiti	anger	0.261
patter	brbljati	anger	0.258
tease	zafrkavati	anger	0.258
furnace	peć	anger	0.258
stone	kamen	anger	0.258
shoplifting	Pronevjera	anger	0.258
soldier	vojnik	anger	0.258
incompetent	nesposoban	anger	0.257
indoctrination	indoktrinacija	anger	0.255
skid	skliznuti	anger	0.250
notoriety	očitost	anger	0.250
falsehood	laž	anger	0.250
untrue	neistinit	anger	0.250
mastery	majstorstvo	anger	0.250
tripping	cupkanje	anger	0.250
nonsense	besmislica	anger	0.250
unfollow	prestali pratiti	anger	0.250
noisy	glasan	anger	0.250
pouting	durenje	anger	0.250
cane	štap	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raketa	anger	0.250
complicate	otežavati	anger	0.250
socialist	socijalista	anger	0.250
lawyer	odvjetnik	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	ograđeno	anger	0.242
obstacle	zapreka	anger	0.242
halter	ular	anger	0.242
witch	vještica	anger	0.242
vampire	vampir	anger	0.242
detract	umanjiti	anger	0.242
ringer	zvonilac	anger	0.242
frowning	namrštena	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	glad	anger	0.235
recession	recesija	anger	0.234
lava	lava	anger	0.234
shell	ljuska	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	brbljanje	anger	0.234
tariff	tarifa	anger	0.234
failing	nedostatak	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	bitanga	anger	0.234
politics	politika	anger	0.234
undesirable	nepoželjan	anger	0.231
darkness	tama	anger	0.227
versus	protiv	anger	0.227
resign	dati ostavku	anger	0.227
copycat	oponašatelj	anger	0.227
soaked	prokisao	anger	0.226
unfulfilled	neispunjen	anger	0.225
abandoned	napušten	anger	0.222
bankruptcy	stečaj	anger	0.221
owing	dužan	anger	0.221
unattainable	nedostižan	anger	0.221
unhelpful	nije od pomoći	anger	0.219
twitching	trzanje	anger	0.219
confusion	zbunjenost	anger	0.219
mosquito	komarac	anger	0.219
warden	nadzornik	anger	0.219
misconception	pogrešno shvaćanje	anger	0.219
compress	oblog	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	nosat	anger	0.213
overpriced	precijenjen	anger	0.212
harry	harati	anger	0.212
shortage	nedostatak	anger	0.212
adder	guja	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	posjed	anger	0.206
desert	pustinja	anger	0.206
pout	durenje	anger	0.203
uninvited	nepozvan	anger	0.203
arraignment	optužba	anger	0.203
inefficient	neefikasan	anger	0.203
rook	vrana	anger	0.203
unlucky	nesretan	anger	0.203
unpaid	neplaćen	anger	0.203
backbone	oslonac	anger	0.203
sentence	rečenica	anger	0.203
powerless	slab	anger	0.203
court	sud	anger	0.199
endless	beskrajan	anger	0.198
adverts	oglasi	anger	0.197
delay	odgoditi	anger	0.197
misstatement	neistina	anger	0.197
distracted	ometen	anger	0.197
misunderstanding	nesporazum	anger	0.195
excite	oduševiti	anger	0.191
inadmissible	nedopustiv	anger	0.191
lightning	munja	anger	0.189
incase	u slučaju	anger	0.188
preclude	spriječiti	anger	0.188
insecure	nesiguran	anger	0.188
mournful	žalostan	anger	0.188
rating	klijenata	anger	0.182
mistress	ljubavnica	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	tužitelj	anger	0.182
insist	insistirati	anger	0.182
distracting	zbunjujući	anger	0.182
opium	opijum	anger	0.180
willful	samovoljan	anger	0.176
deserve	zaslužiti	anger	0.176
insists	inzistira	anger	0.175
treat	liječiti	anger	0.175
misplace	izgubiti	anger	0.172
indecisive	neodlučan	anger	0.172
gibberish	frfljanje	anger	0.172
fleece	runo	anger	0.172
fee	pristojba	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	osloboditi	anger	0.172
excitation	uzbuđenost	anger	0.172
hormonal	hormonska	anger	0.172
mighty	moćan	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	cviliti	anger	0.168
unequal	nejednak	anger	0.167
insufficiency	nedovoljnost	anger	0.167
hamstring	tetiva	anger	0.167
bargaining	pogađanje	anger	0.167
mule	mazga	anger	0.167
insignificant	beznačajan	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ravnodušnost	anger	0.156
rheumatism	reumatizam	anger	0.156
coop	kavez	anger	0.156
forearm	podlaktica	anger	0.156
uncertain	nesiguran	anger	0.152
bee	pčela	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	učešće	anger	0.152
disinformation	dezinformacija	anger	0.152
attorney	pravnik	anger	0.152
underpaid	nedovoljno plaćen	anger	0.152
pretending	praveći	anger	0.152
campaigning	kampanja	anger	0.151
hopelessness	beznadežnost	anger	0.149
feeling	osjećaj	anger	0.147
legalized	legalizirani	anger	0.145
caution	Oprez	anger	0.145
subsidy	subvencija	anger	0.141
obliging	uslužan	anger	0.141
morals	moral	anger	0.141
sterling	pravi	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	nešto neprijatno	anger	0.139
misspell	pogrešno napisati	anger	0.136
saloon	limuzina	anger	0.136
repay	vratiti	anger	0.136
blemish	nedostatak	anger	0.136
surcharge	uz nadoplatu	anger	0.136
geez	Isuse	anger	0.136
birch	breza	anger	0.135
noob	noob	anger	0.133
honk	gakati	anger	0.133
orchestra	orkestar	anger	0.132
competitive	konkurentan	anger	0.125
wireless	bežični	anger	0.125
standstill	zastoj	anger	0.125
mosque	džamija	anger	0.122
reversal	preokret	anger	0.121
inattention	nepažnja	anger	0.121
lace	čipka	anger	0.118
elbow	lakat	anger	0.117
instinctive	instinktivan	anger	0.112
chant	pjevati	anger	0.111
lonely	usamljen	anger	0.109
gnome	gnom	anger	0.109
tolerate	tolerirati	anger	0.106
management	upravljanje	anger	0.102
advocacy	advokatura	anger	0.100
moral	moralan	anger	0.094
roadworks	radovi na cesti	anger	0.091
honest	pošten, čestit	anger	0.087
forgetful	zaboravan	anger	0.076
gent	gospodin	anger	0.076
liquor	alkoholno piće	anger	0.075
money	novac	anger	0.074
hood	kapuljača	anger	0.071
curriculum	nastavni plan	anger	0.063
words	riječi	anger	0.062
smell	miris	anger	0.061
elf	patuljak	anger	0.061
playful	razigran	anger	0.061
opera	opera	anger	0.061
nurture	njegovanje	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	savjetnik	anger	0.059
trumpet	truba	anger	0.059
birthplace	mjesto rođenja	anger	0.051
ribbon	vrpca	anger	0.047
youth	mladež	anger	0.045
vote	glasanje	anger	0.045
cash	unovčiti	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dama	anger	0.030
waffle	blebetanje	anger	0.030
buffet	bife	anger	0.029
celebrity	poznata ličnost	anger	0.026
autocorrect	SamoIspravak	anger	0.015
sisterhood	sestrinstvo	anger	0.015
