word	Norwegian-no	emotion	emotion-intensity-score
elimination	eliminering	anger	0.456
picketing	vakter	anger	0.456
haughty	hovmodig	anger	0.456
troublesome	plagsom	anger	0.455
clamor	clamor	anger	0.455
busted	tatt på fersken	anger	0.455
constraint	begrensning	anger	0.455
crabby	sur	anger	0.455
veto	veto	anger	0.455
stubbed	stumpet	anger	0.455
mislead	villede	anger	0.455
illicit	ulovlig	anger	0.455
dying	døende	anger	0.455
grated	raspet	anger	0.455
idiocy	idioti	anger	0.455
illegality	ulovlighet	anger	0.455
flagrant	åpenbar	anger	0.455
impermeable	ugjennomtrengelig	anger	0.455
bad	dårlig	anger	0.453
despotism	despotisme	anger	0.453
usurped	tilranet	anger	0.453
godless	gudløse	anger	0.453
disagreeing	uenige	anger	0.453
intense	intens	anger	0.453
struggle	streve	anger	0.453
suppress	undertrykke	anger	0.453
disapproving	misbilligende	anger	0.453
desist	avstå	anger	0.453
bayonet	bajonett	anger	0.453
displeased	misfornøyd	anger	0.453
hysterical	hysterisk	anger	0.453
unlawful	ulovlig	anger	0.451
wrongly	feil	anger	0.448
repellent	frastøtende	anger	0.442
wasted	drita full	anger	0.441
foe	fiende	anger	0.441
dishonor	vanære	anger	0.441
wrongful	urettmessig	anger	0.441
psychosis	psykose	anger	0.441
aversion	aversjon	anger	0.440
punitive	straff	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knoker	anger	0.439
effigy	dukke	anger	0.439
schism	skisma	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	urolig	anger	0.439
worthless	verdiløs	anger	0.438
deny	benekte	anger	0.438
ransom	løsepenger	anger	0.438
fugitive	rømling	anger	0.438
deleterious	skadelig	anger	0.438
stupidity	dumhet	anger	0.438
abandonment	oppgivelse	anger	0.438
mucked	kastet	anger	0.438
separatist	separatist	anger	0.438
irritation	irritasjon	anger	0.438
oblivion	oblivion	anger	0.437
segregate	segregere	anger	0.437
payback	Payback	anger	0.436
incongruous	urimelig	anger	0.435
eviction	utkastelse	anger	0.435
collusion	sammensvergelser	anger	0.432
rob	rane	anger	0.431
infidelity	utroskap	anger	0.429
ravenous	skrubbsulten	anger	0.429
overrun	kjørt	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	budbringer	anger	0.426
martial	martial	anger	0.426
painful	smertefull	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	tvil	anger	0.426
rejection	avvisning	anger	0.426
defense	forsvar	anger	0.425
powerful	kraftig	anger	0.424
censor	sensor	anger	0.424
indecency	uanstendighet	anger	0.424
fraudulent	uredelig	anger	0.424
gonorrhea	gonoré	anger	0.424
fallacious	uholdbar	anger	0.424
concealment	fortielse	anger	0.424
greed	grådighet	anger	0.424
disobedience	ulydighet	anger	0.424
fuss	oppstyr	anger	0.424
enforce	håndheve	anger	0.424
banger	banger	anger	0.424
commotion	oppstyr	anger	0.424
defraud	bedra	anger	0.424
discontent	misnøye	anger	0.424
unsympathetic	usympatiske	anger	0.424
exasperation	forbitrelse	anger	0.424
barb	brodd	anger	0.422
banishment	forvisning	anger	0.422
sedition	oppvigleri	anger	0.422
misrepresented	Misrepresented	anger	0.422
snubbed	avvist	anger	0.422
penetration	penetrasjon	anger	0.422
cracked	sprakk	anger	0.422
annoyance	irritasjon	anger	0.422
duel	duell	anger	0.422
penitentiary	Penitentiary	anger	0.422
sarcasm	sarkasme	anger	0.422
deportation	deportasjon	anger	0.422
nettle	brennesle	anger	0.422
scar	arr	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	makt	anger	0.418
perverse	perverse	anger	0.415
wring	vri	anger	0.415
bastion	bastion	anger	0.413
grim	uhyggelig	anger	0.413
sordid	simpel	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	humørsyk	anger	0.412
hunting	jakt	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	fryktelig	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implisere	anger	0.409
contradict	motsi	anger	0.409
supremacy	overlegenhet	anger	0.409
sneak	snike	anger	0.409
cantwin	cantwin	anger	0.409
reproach	bebreidelse	anger	0.409
compulsion	tvang	anger	0.409
inept	udugelig	anger	0.409
blockade	blokade	anger	0.409
detainee	innsatte	anger	0.409
forfeit	gi opp	anger	0.409
disappoint	skuffe	anger	0.409
lying	liggende	anger	0.408
epidemic	epidemi	anger	0.406
tremor	tremor	anger	0.406
rail	skinne	anger	0.406
onerous	tyngende	anger	0.406
cacophony	kakofoni	anger	0.406
unthinkable	utenkelig	anger	0.406
forsaken	forlatt	anger	0.406
delusion	vrangforestilling	anger	0.406
wrongdoing	urett	anger	0.406
badger	grevling	anger	0.406
antipathy	antipati	anger	0.406
inequality	ulikhet	anger	0.406
nuisance	plage	anger	0.406
scrapie	skrapesyke	anger	0.406
wop	wop	anger	0.406
arguments	argumenter	anger	0.404
affront	krenkelse	anger	0.403
traumatic	traumatisk	anger	0.402
libel	injurie	anger	0.400
sodding	sodding	anger	0.400
annoys	irriterer	anger	0.400
watchout	pass på	anger	0.398
soslow	så sakte	anger	0.398
frenetic	frenetisk	anger	0.397
remiss	remiss	anger	0.397
barge	lekter	anger	0.396
howl	hyle	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksing	anger	0.394
untoward	untoward	anger	0.394
extinguish	slukke	anger	0.394
keyed	tastet	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	ulovlig	anger	0.394
rabble	pøbel	anger	0.394
actionable	handlings	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	bedrageri	anger	0.394
sue	saksøke	anger	0.394
unfriendly	uvennlig	anger	0.394
confiscate	konfiskere	anger	0.394
brimstone	svovel	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	hensynsløshet	anger	0.391
earthquake	jordskjelv	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	oppløsning	anger	0.391
rigged	rigget	anger	0.391
disagree	være uenig	anger	0.389
lawsuit	rettssak	anger	0.386
disused	nedlagt	anger	0.382
immorality	umoral	anger	0.382
despair	fortvilelse	anger	0.382
difficulty	vanskelighet	anger	0.379
incurable	uhelbredelig	anger	0.379
touchy	nærtagende	anger	0.379
coerce	tvinge	anger	0.379
sizzle	sizzle	anger	0.379
rifle	rifle	anger	0.379
falsification	forfalskning	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sår	anger	0.379
picket	picket	anger	0.378
concussion	hjernerystelse	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	fallgruve	anger	0.375
infantile	infantile	anger	0.375
disillusionment	desillusjon	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milits	anger	0.375
remand	varetekts	anger	0.375
faulty	defekt	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	plagsom	anger	0.371
inhibit	hemme	anger	0.371
vindicate	rettferdig	anger	0.371
schizophrenia	schizofreni	anger	0.369
skewed	skjev	anger	0.368
disreputable	useriøse	anger	0.368
forbidding	avskrekkende	anger	0.368
conquest	erobring	anger	0.367
bark	bark	anger	0.365
leukemia	leukemi	anger	0.365
barks	bjeffer	anger	0.364
burke	burke	anger	0.364
challenge	utfordring	anger	0.364
disapprove	mislike	anger	0.364
unhappy	ulykkelig	anger	0.364
retarded	tilbakestående	anger	0.364
warrior	kriger	anger	0.364
belt	belte	anger	0.364
controversial	kontroversielt	anger	0.359
opinionated	sta	anger	0.359
paucity	sparsomme	anger	0.359
broken	gått i stykker	anger	0.359
litigate	saksøke	anger	0.359
polemic	polemikk	anger	0.359
aftermath	kjølvannet	anger	0.359
disliked	mislikte	anger	0.359
loudness	loudness	anger	0.359
restriction	begrensning	anger	0.359
cad	cad	anger	0.359
sectarian	sekteriske	anger	0.359
incompetence	inkompetanse	anger	0.359
interrupting	avbryte	anger	0.358
fussy	masete	anger	0.357
wench	wench	anger	0.353
misbehavior	dårlig oppførsel	anger	0.351
gruff	barsk	anger	0.351
remove	fjerne	anger	0.351
brat	drittunge	anger	0.351
scarcity	knapphet	anger	0.350
losing	å miste	anger	0.349
pest	skadedyr	anger	0.348
defect	defekt	anger	0.348
hardened	herdet	anger	0.348
deserted	forlatt	anger	0.348
lie	å ligge	anger	0.348
retract	trekke tilbake	anger	0.348
untrustworthy	upålitelige	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	skuffet	anger	0.348
disagreement	uenighet	anger	0.348
stigma	stigma	anger	0.348
ulcer	magesår	anger	0.348
bias	partiskhet	anger	0.345
negation	negasjon	anger	0.344
antisocial	antisosial	anger	0.344
evade	unngå	anger	0.344
shoddy	shoddy	anger	0.344
bothering	plager	anger	0.344
impotence	maktesløshet	anger	0.344
shaky	skjelvende	anger	0.344
misleading	villedende	anger	0.344
stripped	strippet	anger	0.344
disclaim	fraskriver	anger	0.344
unsettled	uoppgjorte	anger	0.344
anxiety	angst	anger	0.344
stingy	stikkende	anger	0.344
deterioration	forverring	anger	0.344
pirate	sjørøver	anger	0.344
unreliable	upålitelig	anger	0.344
interminable	uendelig	anger	0.343
disease	sykdom	anger	0.341
meddle	blande seg	anger	0.341
warp	varp	anger	0.340
averse	uvillig	anger	0.338
infamous	beryktet	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	rad	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	jeg vil	anger	0.333
encumbrance	heftelse	anger	0.333
scorpion	skorpion	anger	0.333
illegitimate	uekte	anger	0.333
witchcraft	trolldom	anger	0.333
interrupt	avbryte	anger	0.333
paralyzed	lammet	anger	0.333
sinner	synder	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	hensynsløs	anger	0.329
phony	falsk	anger	0.328
spammers	spammere	anger	0.328
dashed	stiplede	anger	0.328
disqualified	diskvalifisert	anger	0.328
fib	fib	anger	0.328
hiss	susing	anger	0.328
brrr	brrr	anger	0.328
resisting	motsette	anger	0.328
victim	offer	anger	0.328
scapegoat	syndebukk	anger	0.328
tighten	stramme	anger	0.328
opponent	motstander	anger	0.328
crusade	korstog	anger	0.328
dislocated	forstuet	anger	0.328
grumpy	grinete	anger	0.328
prohibited	forbudt	anger	0.328
inappropriate	upassende	anger	0.324
haye	Haye	anger	0.324
loss	tap	anger	0.324
eschew	eschew	anger	0.324
trickery	lureri	anger	0.324
neglected	forsømt	anger	0.324
canker	canker	anger	0.323
queues	køer	anger	0.318
muff	muff	anger	0.318
crunch	knase	anger	0.318
duplicity	dobbelthet	anger	0.318
criticism	kritikk	anger	0.318
shriek	skrik	anger	0.316
depreciate	svekke	anger	0.315
poverty	fattigdom	anger	0.312
chaff	agner	anger	0.312
dupe	lure	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	avskjedigelse	anger	0.312
mortality	dødelighet	anger	0.312
deflate	deflate	anger	0.312
carelessness	uforsiktighet	anger	0.312
dumps	dumper	anger	0.312
revving	turtall	anger	0.309
disallowed	nektet	anger	0.308
thoughtless	tankeløs	anger	0.307
boisterous	støy	anger	0.307
burial	begravelse	anger	0.304
theocratic	teokratisk	anger	0.303
wince	krympe	anger	0.303
sullen	mutt	anger	0.303
involution	involusjon	anger	0.300
senseless	meningsløs	anger	0.297
stalemate	fastlåst situasjon	anger	0.297
depreciated	avskrives	anger	0.297
wasteful	uøkonomisk	anger	0.297
hoax	bløff	anger	0.297
misuse	misbruk	anger	0.297
getyourown	Skaff deg din egen	anger	0.297
taxed	beskattes	anger	0.297
depressed	deprimert	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	lammelse	anger	0.295
displaced	fortrenges	anger	0.294
limited	begrenset	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ork	anger	0.289
ridiculous	latterlig	anger	0.289
teasing	erting	anger	0.288
sharpen	spisse	anger	0.288
react	reagere	anger	0.288
presumptuous	arrogant	anger	0.288
spine	ryggrad	anger	0.288
homeless	hjemløs	anger	0.288
hoot	ule	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barriere	anger	0.287
myopia	nærsynthet	anger	0.283
contraband	smugler	anger	0.281
disconnects	kobler	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	skjelve	anger	0.281
agh	AGH	anger	0.281
restitution	restitusjon	anger	0.281
flexin	bøyelig	anger	0.281
incompatible	uforenlig	anger	0.281
delinquent	betalingsudyktig	anger	0.281
noncompliance	lovbrudd	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	urettferdighet	anger	0.279
foray	streiftog	anger	0.279
nether	nether	anger	0.278
bugaboo	Bugaboo	anger	0.273
immaturity	umodenhet	anger	0.273
bogus	tull	anger	0.273
uncaring	uncaring	anger	0.273
shock	sjokk	anger	0.269
feisty	sprelsk	anger	0.269
defendant	anklagede	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	lirke	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Bjørn	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	virkningsløs	anger	0.266
quandary	dilemma	anger	0.266
inconvenient	upraktisk	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	avbryter	anger	0.265
fluctuation	svingning	anger	0.265
exaggerate	overdrive	anger	0.263
lose	å tape	anger	0.261
patter	patter	anger	0.258
tease	plage	anger	0.258
furnace	ovn	anger	0.258
stone	stein	anger	0.258
shoplifting	butikktyveri	anger	0.258
soldier	soldat	anger	0.258
incompetent	inkompetent	anger	0.257
indoctrination	indoktrinering	anger	0.255
skid	skid	anger	0.250
notoriety	notoriety	anger	0.250
falsehood	løgn	anger	0.250
untrue	usann	anger	0.250
mastery	mestring	anger	0.250
tripping	snubler	anger	0.250
nonsense	tull	anger	0.250
unfollow	unfollow	anger	0.250
noisy	støyende	anger	0.250
pouting	trutmunn	anger	0.250
cane	stokk	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rakett	anger	0.250
complicate	komplisere	anger	0.250
socialist	sosialist	anger	0.250
lawyer	advokat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Capslock	anger	0.242
fenced	inngjerdet	anger	0.242
obstacle	hindring	anger	0.242
halter	halter	anger	0.242
witch	heks	anger	0.242
vampire	vampyr	anger	0.242
detract	døve	anger	0.242
ringer	ringe	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	sult	anger	0.235
recession	resesjon	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariff	anger	0.234
failing	sviktende	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rakker	anger	0.234
politics	politikk	anger	0.234
undesirable	uønsket	anger	0.231
darkness	mørke	anger	0.227
versus	mot	anger	0.227
resign	si opp	anger	0.227
copycat	copycat	anger	0.227
soaked	gjennomvåt	anger	0.226
unfulfilled	oppfylt	anger	0.225
abandoned	forlatt	anger	0.222
bankruptcy	konkurser	anger	0.221
owing	som skylder	anger	0.221
unattainable	uoppnåelig	anger	0.221
unhelpful	uhjelpsom	anger	0.219
twitching	rykninger	anger	0.219
confusion	forvirring	anger	0.219
mosquito	mygg	anger	0.219
warden	oppsynsmann	anger	0.219
misconception	misforståelse	anger	0.219
compress	komprimere	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	verktøy	anger	0.219
nosey	nysgjerrig	anger	0.213
overpriced	priset	anger	0.212
harry	harry	anger	0.212
shortage	mangel	anger	0.212
adder	huggorm	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	spilte	anger	0.206
possession	besittelse	anger	0.206
desert	ørken	anger	0.206
pout	surmule	anger	0.203
uninvited	uoppfordret	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	ineffektiv	anger	0.203
rook	tårn	anger	0.203
unlucky	uheldig	anger	0.203
unpaid	ubetalt	anger	0.203
backbone	ryggrad	anger	0.203
sentence	setning	anger	0.203
powerless	maktesløs	anger	0.203
court	domstol	anger	0.199
endless	endeløs	anger	0.198
adverts	reklame	anger	0.197
delay	utsette	anger	0.197
misstatement	feilinformasjon	anger	0.197
distracted	distrahert	anger	0.197
misunderstanding	misforståelse	anger	0.195
excite	opphisse	anger	0.191
inadmissible	ikke godtas	anger	0.191
lightning	lyn	anger	0.189
incase	i tilfelle	anger	0.188
preclude	utelukke	anger	0.188
insecure	utrygg	anger	0.188
mournful	sørgmodig	anger	0.188
rating	vurdering	anger	0.182
mistress	elskerinne	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	skadelidte	anger	0.182
insist	insistere	anger	0.182
distracting	distraherende	anger	0.182
opium	opium	anger	0.180
willful	forsettlig	anger	0.176
deserve	fortjene	anger	0.176
insists	insisterer	anger	0.175
treat	behandle	anger	0.175
misplace	forlegge	anger	0.172
indecisive	ubesluttsom	anger	0.172
gibberish	tøv	anger	0.172
fleece	fleece	anger	0.172
fee	avgift	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	frigjøre	anger	0.172
excitation	eksitasjon	anger	0.172
hormonal	hormonelle	anger	0.172
mighty	mektig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	bjeff	anger	0.168
unequal	ulik	anger	0.167
insufficiency	insuffisiens	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	lønnsforhandlinger	anger	0.167
mule	muldyr	anger	0.167
insignificant	ubetydelig	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	likegyldighet	anger	0.156
rheumatism	revmatisme	anger	0.156
coop	coop	anger	0.156
forearm	underarm	anger	0.156
uncertain	usikker	anger	0.152
bee	Bie	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	involvering	anger	0.152
disinformation	desinformasjon	anger	0.152
attorney	advokat	anger	0.152
underpaid	underbetalt	anger	0.152
pretending	late	anger	0.152
campaigning	valgkamp	anger	0.151
hopelessness	håpløshet	anger	0.149
feeling	følelse	anger	0.147
legalized	legalisert	anger	0.145
caution	forsiktighet	anger	0.145
subsidy	subsidie	anger	0.141
obliging	vennlighet	anger	0.141
morals	moral	anger	0.141
sterling	sterling	anger	0.141
wimpy	pysete	anger	0.140
bummer	nedtur	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	betale tilbake	anger	0.136
blemish	lyte	anger	0.136
surcharge	tilleggsavgift	anger	0.136
geez	Jøss	anger	0.136
birch	bjørk	anger	0.135
noob	nybegynner	anger	0.133
honk	tut	anger	0.133
orchestra	orkester	anger	0.132
competitive	konkurranse	anger	0.125
wireless	trådløst	anger	0.125
standstill	stillstand	anger	0.125
mosque	moské	anger	0.122
reversal	reversering	anger	0.121
inattention	uoppmerksomhet	anger	0.121
lace	blonder	anger	0.118
elbow	albue	anger	0.117
instinctive	instinktiv	anger	0.112
chant	chant	anger	0.111
lonely	ensom	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerere	anger	0.106
management	ledelse	anger	0.102
advocacy	beslutningspåvirkning	anger	0.100
moral	moralsk	anger	0.094
roadworks	veiarbeid	anger	0.091
honest	ærlig	anger	0.087
forgetful	glemsom	anger	0.076
gent	gent	anger	0.076
liquor	brennevin	anger	0.075
money	penger	anger	0.074
hood	hette	anger	0.071
curriculum	pensum	anger	0.063
words	ord	anger	0.062
smell	lukt	anger	0.061
elf	Alv	anger	0.061
playful	leken	anger	0.061
opera	opera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	rådgiver	anger	0.059
trumpet	trompet	anger	0.059
birthplace	fødested	anger	0.051
ribbon	bånd	anger	0.047
youth	ungdom	anger	0.045
vote	stemme	anger	0.045
cash	penger	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vaffel	anger	0.030
buffet	buffet	anger	0.029
celebrity	kjendis	anger	0.026
autocorrect	autokorrektur	anger	0.015
sisterhood	søster	anger	0.015
musical	musikalsk	anger	0.011
tree	tre	anger	0.000
anticipation	forventning	anticipation	0.859
excited	spent	anticipation	0.859
anticipate	forutse	anticipation	0.820
excitement	begeistring	anticipation	0.820
eagerness	iver	anticipation	0.812
exciting	spennende	anticipation	0.797
expectant	forventnings	anticipation	0.789
thrilling	spennende	anticipation	0.781
hope	håp	anticipation	0.773
quest	oppdrag	anticipation	0.766
expectance	expectance	anticipation	0.750
countdown	nedtelling	anticipation	0.750
start	start	anticipation	0.750
anticipatory	forutse	anticipation	0.750
adventure	eventyr	anticipation	0.750
eager	ivrig	anticipation	0.742
