word	Somali-so	emotion	emotion-intensity-score
thump	tuura	anger	0.469
complain	cabasho	anger	0.469
incite	kicin	anger	0.469
steal	xaday	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	adeeca	anger	0.469
injury	dhaawac	anger	0.469
simmer	isku kari	anger	0.469
distress	dhibaato	anger	0.469
insanity	daacadnimo	anger	0.469
selfish	nafsad ahaansho	anger	0.469
huff	huff	anger	0.469
selfishness	dabeecadda	anger	0.469
backoff	gadaal	anger	0.469
plunder	dhaca	anger	0.469
stifled	nadiifin	anger	0.469
subversive	subversive	anger	0.469
exile	masaafurin	anger	0.469
offense	dembi	anger	0.469
objection	diidmo	anger	0.469
recidivism	dib u soo kabashada	anger	0.469
smother	xoqin	anger	0.469
perpetrator	gardarrada	anger	0.469
dislike	necbahay	anger	0.469
disruption	joojinta	anger	0.469
intolerance	dulqaad la'aan	anger	0.469
opposition	mucaaradka	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	xanuun	anger	0.465
arrogant	iskibrin	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	fur	anger	0.456
elimination	joojinta	anger	0.456
picketing	geynta	anger	0.456
haughty	madaxbannaan	anger	0.456
troublesome	dhib badan	anger	0.455
clamor	xishood	anger	0.455
busted	busted	anger	0.455
constraint	caqabada	anger	0.455
crabby	nacas	anger	0.455
veto	diidmada	anger	0.455
stubbed	xoqin	anger	0.455
mislead	marin habaabin	anger	0.455
illicit	sharci darro	anger	0.455
dying	dhimasho	anger	0.455
grated	jiiska	anger	0.455
idiocy	macaan	anger	0.455
illegality	sharci darro	anger	0.455
flagrant	qalad ah	anger	0.455
impermeable	aan la mari karin	anger	0.455
bad	xun	anger	0.453
despotism	jaahwareer	anger	0.453
usurped	niyad jabay	anger	0.453
godless	cibaadada	anger	0.453
disagreeing	diiddan	anger	0.453
intense	xoog leh	anger	0.453
struggle	halganka	anger	0.453
suppress	joojiya	anger	0.453
disapproving	diidmo la'aan	anger	0.453
desist	joojin	anger	0.453
bayonet	waraaqda	anger	0.453
displeased	raali galin	anger	0.453
hysterical	buuq	anger	0.453
unlawful	sharci daro	anger	0.451
wrongly	si khalad ah	anger	0.448
repellent	daaweeye	anger	0.442
wasted	khasaariyay	anger	0.441
foe	foe	anger	0.441
dishonor	been ah	anger	0.441
wrongful	qalad ah	anger	0.441
psychosis	maskaxda	anger	0.441
aversion	Diidmada	anger	0.440
punitive	ciqaab	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	qoryaha	anger	0.439
effigy	effigy	anger	0.439
schism	qorshaynta	anger	0.439
ultimatum	ugu dambeyn	anger	0.439
upset	xanaaqa	anger	0.439
worthless	qiimo la'aan	anger	0.438
deny	diid	anger	0.438
ransom	madax furasho	anger	0.438
fugitive	baxsade	anger	0.438
deleterious	gardarrada	anger	0.438
stupidity	nacasnimo	anger	0.438
abandonment	ka tagid	anger	0.438
mucked	mucked	anger	0.438
separatist	kala qaybsanaan	anger	0.438
irritation	xanaaq	anger	0.438
oblivion	niyad jab	anger	0.437
segregate	kala sooc	anger	0.437
payback	bixinta	anger	0.436
incongruous	aanad lahayn	anger	0.435
eviction	ka saarista	anger	0.435
collusion	wada-xaajoodka	anger	0.432
rob	garaac	anger	0.431
infidelity	gaalnimo	anger	0.429
ravenous	tufaaxa	anger	0.429
overrun	dhaafsiisan	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	gardaro	anger	0.426
martial	dagaal	anger	0.426
painful	xanuun badan	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	cajiib ah	anger	0.426
rejection	diidmada	anger	0.426
defense	difaaca	anger	0.425
powerful	xoog leh	anger	0.424
censor	faafreeb	anger	0.424
indecency	ficil la'aan	anger	0.424
fraudulent	been abuur	anger	0.424
gonorrhea	jabtada	anger	0.424
fallacious	furfuran	anger	0.424
concealment	qarsoodi	anger	0.424
greed	daalan	anger	0.424
disobedience	caasinimadda	anger	0.424
fuss	fuss	anger	0.424
enforce	xoojinta	anger	0.424
banger	bangiga	anger	0.424
commotion	buuq	anger	0.424
defraud	caymis	anger	0.424
discontent	dareen la'aan	anger	0.424
unsympathetic	mid aan sal lahayn	anger	0.424
exasperation	kacsanaan	anger	0.424
barb	barb	anger	0.422
banishment	xayiraad	anger	0.422
sedition	foosha	anger	0.422
misrepresented	been abuur ah	anger	0.422
snubbed	niyad jabay	anger	0.422
penetration	gelitaanka	anger	0.422
cracked	dillaacay	anger	0.422
annoyance	dhibaatada	anger	0.422
duel	duel	anger	0.422
penitentiary	Ciqaabta	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	masaafurin	anger	0.422
nettle	nettle	anger	0.422
scar	nabar	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	caajis	anger	0.420
force	xoog	anger	0.418
perverse	qalloocan	anger	0.415
wring	dhirbaaxo	anger	0.415
bastion	xayiraad	anger	0.413
grim	xagasho	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	si qarsoodi ah	anger	0.412
tiff	tiff	anger	0.412
moody	niyadda	anger	0.412
hunting	ugaadhsiga	anger	0.411
indenture	jeexan	anger	0.410
sham	sham	anger	0.409
squelch	isku day	anger	0.409
awful	aad u xun	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	tixgelin	anger	0.409
contradict	horjeeda	anger	0.409
supremacy	Awoodda	anger	0.409
sneak	sneak	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	cayda	anger	0.409
compulsion	qasab	anger	0.409
inept	inept	anger	0.409
blockade	xannibaadda	anger	0.409
detainee	xirxiray	anger	0.409
forfeit	lumiyo	anger	0.409
disappoint	niyadjab	anger	0.409
lying	been	anger	0.408
epidemic	cudurrada faafa	anger	0.406
tremor	tufaax	anger	0.406
rail	tareenka	anger	0.406
onerous	qarsoodi ah	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	aan la ilaawi karin	anger	0.406
forsaken	la dayacay	anger	0.406
delusion	been abuur	anger	0.406
wrongdoing	xumayn	anger	0.406
badger	xajin	anger	0.406
antipathy	iska caabin	anger	0.406
inequality	sinnaan la'aanta	anger	0.406
nuisance	buuqa	anger	0.406
scrapie	kaydka	anger	0.406
wop	wop	anger	0.406
arguments	doodaha	anger	0.404
affront	soo horjeeda	anger	0.403
traumatic	naxdin leh	anger	0.402
libel	been abuur	anger	0.400
sodding	sdding	anger	0.400
annoys	niyad jab	anger	0.400
watchout	ilaalinta	anger	0.398
soslow	soslow	anger	0.398
frenetic	qaboojiye	anger	0.397
remiss	bixiso	anger	0.397
barge	barge	anger	0.396
howl	qulqul	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	feerka	anger	0.394
untoward	adigoon waxba galin	anger	0.394
extinguish	deminta	anger	0.394
keyed	furay	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ixtiraam la'aan	anger	0.394
illegal	sharci darro ah	anger	0.394
rabble	rabble	anger	0.394
actionable	waxqaban kara	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	been abuur	anger	0.394
sue	dacwo	anger	0.394
unfriendly	ma jecla	anger	0.394
confiscate	qarsoodi	anger	0.394
brimstone	duufaan	anger	0.392
argh	argh	anger	0.391
pique	Pique	anger	0.391
recklessness	dareen la'aan	anger	0.391
earthquake	dhulgariir	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	kala dirista	anger	0.391
rigged	rigged	anger	0.391
disagree	ku raacsan tahay	anger	0.389
lawsuit	dacwad	anger	0.386
disused	xumeeyey	anger	0.382
immorality	sinada	anger	0.382
despair	quusasho	anger	0.382
difficulty	adag	anger	0.379
incurable	aan la daweyn karin	anger	0.379
touchy	taabto	anger	0.379
coerce	xayiraad	anger	0.379
sizzle	qafiif	anger	0.379
rifle	qoryaha	anger	0.379
falsification	been abuur	anger	0.379
pokes	duufaan	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	xanuuno	anger	0.379
picket	soo celinta	anger	0.378
concussion	maskaxda	anger	0.377
pessimism	xanaaq	anger	0.375
pitfall	boobka	anger	0.375
infantile	ilmo yar	anger	0.375
disillusionment	diidmo la'aan	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	maliishiyaadka	anger	0.375
remand	hayn	anger	0.375
faulty	qalad ah	anger	0.375
cannon	cannon	anger	0.375
rawr	nadiif ah	anger	0.375
sly	aad u	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	murugo	anger	0.371
inhibit	in la joojiyo	anger	0.371
vindicate	u caddeeyo	anger	0.371
schizophrenia	shisoofraniya	anger	0.369
skewed	murugaysan	anger	0.368
disreputable	looma baahna	anger	0.368
forbidding	mamnuucista	anger	0.368
conquest	guulaysta	anger	0.367
bark	jilif	anger	0.365
leukemia	leukemia	anger	0.365
barks	xayawaanka	anger	0.364
burke	burke	anger	0.364
challenge	tartan	anger	0.364
disapprove	diiddan tahay	anger	0.364
unhappy	aan ku faraxsaneyn	anger	0.364
retarded	dayacan	anger	0.364
warrior	dagaal	anger	0.364
belt	suunka	anger	0.364
controversial	muran	anger	0.359
opinionated	opinionally	anger	0.359
paucity	niyad jab	anger	0.359
broken	jabay	anger	0.359
litigate	litigate	anger	0.359
polemic	xasaasiyad	anger	0.359
aftermath	kadib	anger	0.359
disliked	aan nacas lahayn	anger	0.359
loudness	dhawaaqa	anger	0.359
restriction	xaddidaadda	anger	0.359
cad	cad	anger	0.359
sectarian	koox	anger	0.359
incompetence	karti la'aan	anger	0.359
interrupting	joojinta	anger	0.358
fussy	qallafsan	anger	0.357
wench	duufaan	anger	0.353
misbehavior	edeb daro	anger	0.351
gruff	qashinka	anger	0.351
remove	saaro	anger	0.351
brat	brat	anger	0.351
scarcity	yaraanta	anger	0.350
losing	luminta	anger	0.349
pest	cayayaan	anger	0.348
defect	cillad	anger	0.348
hardened	adag tahay	anger	0.348
deserted	ka baxsan	anger	0.348
lie	been	anger	0.348
retract	dib uga noqo	anger	0.348
untrustworthy	kalsooni la'aan	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	niyad jabay	anger	0.348
disagreement	khilaafaad	anger	0.348
stigma	dhaleeceyn	anger	0.348
ulcer	boog	anger	0.348
bias	dhicin	anger	0.345
negation	diidmada	anger	0.344
antisocial	mujtamaca	anger	0.344
evade	ka baxsan	anger	0.344
shoddy	qoryaha	anger	0.344
bothering	murugo	anger	0.344
impotence	awood la'aan	anger	0.344
shaky	gariir	anger	0.344
misleading	marin habaabis ah	anger	0.344
stripped	dharbaaxay	anger	0.344
disclaim	iska dhaaf	anger	0.344
unsettled	aan la daboolin	anger	0.344
anxiety	walaac	anger	0.344
stingy	nacasnimo	anger	0.344
deterioration	sii xumaan	anger	0.344
pirate	budhcad badeed	anger	0.344
unreliable	aan la isku hallayn karin	anger	0.344
interminable	mid aan la isku hallayn karin	anger	0.343
disease	cudurka	anger	0.341
meddle	dhexgal	anger	0.341
warp	warp	anger	0.340
averse	ladoonayo	anger	0.338
infamous	is-casilaad	anger	0.338
alcoholism	khamriga	anger	0.338
row	saf	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	xanuunsan	anger	0.333
encumbrance	xarig	anger	0.333
scorpion	Scorpion	anger	0.333
illegitimate	sharci darro ah	anger	0.333
witchcraft	sixirnimada	anger	0.333
interrupt	joojiyaan	anger	0.333
paralyzed	curyaan ah	anger	0.333
sinner	dembiile	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	is-qabad la'aan	anger	0.329
phony	qalfoofka	anger	0.328
spammers	spammers	anger	0.328
dashed	gooyay	anger	0.328
disqualified	looma ogola	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	iska caabin	anger	0.328
victim	dhibane	anger	0.328
scapegoat	isugeyn	anger	0.328
tighten	adkee	anger	0.328
opponent	ka soo horjeeda	anger	0.328
crusade	murugo	anger	0.328
dislocated	dibad-bax	anger	0.328
grumpy	daacadnimo	anger	0.328
prohibited	mamnuucay	anger	0.328
inappropriate	aan habboonayn	anger	0.324
haye	haye	anger	0.324
loss	lumid	anger	0.324
eschew	ka bax	anger	0.324
trickery	khiyaamo	anger	0.324
neglected	dayacday	anger	0.324
canker	canker	anger	0.323
queues	safafka	anger	0.318
muff	muff	anger	0.318
crunch	qadarin	anger	0.318
duplicity	kalsooni	anger	0.318
criticism	naqdin	anger	0.318
shriek	shriek	anger	0.316
depreciate	qiimo la'aan	anger	0.315
poverty	saboolnimada	anger	0.312
chaff	caws	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ka eryid	anger	0.312
mortality	dhimashada	anger	0.312
deflate	Diido	anger	0.312
carelessness	taxadar la'aan	anger	0.312
dumps	gooyaa	anger	0.312
revving	kicin	anger	0.309
disallowed	la diiday	anger	0.308
thoughtless	aan macquul ahayn	anger	0.307
boisterous	qallafsan	anger	0.307
burial	aaska	anger	0.304
theocratic	diinta	anger	0.303
wince	shaki	anger	0.303
sullen	sullen	anger	0.303
involution	iskudhafka	anger	0.300
senseless	macquul ah	anger	0.297
stalemate	adkeysi	anger	0.297
depreciated	qiimo jaban	anger	0.297
wasteful	qashin-qub	anger	0.297
hoax	caqli	anger	0.297
misuse	si xun u isticmaalka	anger	0.297
getyourown	helitaanka	anger	0.297
taxed	canshuur	anger	0.297
depressed	niyad jabay	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	curyaan	anger	0.295
displaced	barakacay	anger	0.294
limited	xaddidan tahay	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	qosol badan	anger	0.289
teasing	murugo	anger	0.288
sharpen	fiiqan	anger	0.288
react	jawaab	anger	0.288
presumptuous	kalsooni la'aan	anger	0.288
spine	lafdhabarta	anger	0.288
homeless	guri la'aan	anger	0.288
hoot	hoot	anger	0.287
twitchy	niyadjab	anger	0.287
barrier	caqabad	anger	0.287
myopia	myopia	anger	0.283
contraband	ka hortag	anger	0.281
disconnects	gooyaa	anger	0.281
spam	spam	anger	0.281
lagging	gaabis ah	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	dib u celin	anger	0.281
flexin	dabacsanaan	anger	0.281
incompatible	aan la isku hallayn karin	anger	0.281
delinquent	been ah	anger	0.281
noncompliance	raacsanaan la'aanta	anger	0.279
troll	gawaarida	anger	0.279
buffering	dhicin	anger	0.279
unfairness	caddaalad darro	anger	0.279
foray	waayo	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	aan lahayn	anger	0.273
bogus	bogus	anger	0.273
uncaring	kicin	anger	0.273
shock	shoog	anger	0.269
feisty	daacadnimo	anger	0.269
defendant	eedaysanaha	anger	0.266
latent	qarsoon	anger	0.266
rapping	daadinta	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	qaado	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	shaqo la'aan	anger	0.266
quandary	degan	anger	0.266
inconvenient	Dhibaato la'aan	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	joojinayaan	anger	0.265
fluctuation	isbeddel	anger	0.265
exaggerate	Dib u dhig	anger	0.263
lose	lumo	anger	0.261
patter	sheyga	anger	0.258
tease	shase	anger	0.258
furnace	foornada	anger	0.258
stone	dhagax	anger	0.258
shoplifting	dukaanka	anger	0.258
soldier	askari	anger	0.258
incompetent	qof aan awood lahayn	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	taraarax	anger	0.250
notoriety	malayn	anger	0.250
falsehood	been abuur	anger	0.250
untrue	wax been ah	anger	0.250
mastery	baqdin	anger	0.250
tripping	safarka	anger	0.250
nonsense	macno la'aan	anger	0.250
unfollow	aanad lahayn	anger	0.250
noisy	buuq badan	anger	0.250
pouting	boogta	anger	0.250
cane	Cuntada	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	gantaal	anger	0.250
complicate	dhib badan	anger	0.250
socialist	Socialist	anger	0.250
lawyer	Garyaqaan	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	furslock	anger	0.242
fenced	deyrka	anger	0.242
obstacle	caqabad	anger	0.242
halter	halter	anger	0.242
witch	sixir	anger	0.242
vampire	vampire	anger	0.242
detract	gooyaan	anger	0.242
ringer	ringer	anger	0.242
frowning	qarxid	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	gaajo	anger	0.235
recession	Dhibaatada	anger	0.234
lava	lava	anger	0.234
shell	qolof	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	gabbasho	anger	0.234
tariff	canshuur	anger	0.234
failing	guuldarey	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	siyaasadda	anger	0.234
undesirable	aan loo baahnayn	anger	0.231
darkness	gudcur	anger	0.227
versus	ka hor	anger	0.227
resign	iska casilaan	anger	0.227
copycat	copycat	anger	0.227
soaked	qooyay	anger	0.226
unfulfilled	oo aan fiicnayn	anger	0.225
abandoned	ka tagay	anger	0.222
bankruptcy	Burburinta	anger	0.221
owing	deynta	anger	0.221
unattainable	aan la dabooli karin	anger	0.221
unhelpful	aan waxba qaban	anger	0.219
twitching	xayiraad	anger	0.219
confusion	wareer	anger	0.219
mosquito	kaneecada	anger	0.219
warden	Warden	anger	0.219
misconception	qalad la'aan	anger	0.219
compress	ku cadaadi	anger	0.219
whiny	qosol	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	qalab	anger	0.219
nosey	nosy	anger	0.213
overpriced	qaali ah	anger	0.212
harry	Harry	anger	0.212
shortage	yaraanta	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	way ka badisay	anger	0.206
possession	haysashada	anger	0.206
desert	lamadeg	anger	0.206
pout	caano	anger	0.203
uninvited	aan la socon	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	waxtar la'aan	anger	0.203
rook	rook	anger	0.203
unlucky	nasiib darro	anger	0.203
unpaid	aan la bixin	anger	0.203
backbone	laf-dhabarka	anger	0.203
sentence	xukunka	anger	0.203
powerless	awood la'aan	anger	0.203
court	maxkamad	anger	0.199
endless	aan dhammaad lahayn	anger	0.198
adverts	xayeysiisyo	anger	0.197
delay	daahitaan	anger	0.197
misstatement	Dhibaato	anger	0.197
distracted	ka careysnaa	anger	0.197
misunderstanding	is faham la'aan	anger	0.195
excite	xiiso leh	anger	0.191
inadmissible	aan la aqbalin	anger	0.191
lightning	iftiin	anger	0.189
incase	Lacalla	anger	0.188
preclude	iska dhaaf	anger	0.188
insecure	ammaan la'aan	anger	0.188
mournful	murugo leh	anger	0.188
rating	qiimeynta	anger	0.182
mistress	gabadha	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	dacwoodaha	anger	0.182
insist	ku adkee	anger	0.182
distracting	mashquulin	anger	0.182
opium	opium	anger	0.180
willful	rabitaan ah	anger	0.176
deserve	u qalmaan	anger	0.176
insists	ayuu yidhi	anger	0.175
treat	daawee	anger	0.175
misplace	meel xun	anger	0.172
indecisive	qasab la'aan	anger	0.172
gibberish	qallafsanaanta	anger	0.172
fleece	dhuxusha	anger	0.172
fee	lacagta	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	xor u ah	anger	0.172
excitation	ogaysiin	anger	0.172
hormonal	hormoon	anger	0.172
mighty	xoog leh	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	sinaan la'aan	anger	0.167
insufficiency	karti la'aan	anger	0.167
hamstring	murqaha	anger	0.167
bargaining	gorgortanka	anger	0.167
mule	baqshiish	anger	0.167
insignificant	mecnaheedu	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	aan kala sooc lahayn	anger	0.156
rheumatism	jaahwareerka	anger	0.156
coop	coop	anger	0.156
forearm	dhudhun	anger	0.156
uncertain	lama hubo	anger	0.152
bee	shinni	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ka qaybgalka	anger	0.152
disinformation	Qalabaynta	anger	0.152
attorney	qareen	anger	0.152
underpaid	lacag la'aan	anger	0.152
pretending	iska dhig	anger	0.152
campaigning	ololaha	anger	0.151
hopelessness	rajo la'aan	anger	0.149
feeling	dareen	anger	0.147
legalized	sharciyeysan	anger	0.145
caution	taxadar	anger	0.145
subsidy	kabitaan	anger	0.141
obliging	waajib ah	anger	0.141
morals	anshax	anger	0.141
sterling	nadiifin	anger	0.141
wimpy	wimpy	anger	0.140
bummer	xayawaan	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	dib u bixinta	anger	0.136
blemish	iwm	anger	0.136
surcharge	dheeraad ah	anger	0.136
geez	geez	anger	0.136
birch	bjørk	anger	0.135
noob	bilow	anger	0.133
honk	sharaf	anger	0.133
orchestra	Orchestra	anger	0.132
competitive	tartan	anger	0.125
wireless	wireless	anger	0.125
standstill	joojin	anger	0.125
mosque	masaajid	anger	0.122
reversal	dib u dhac	anger	0.121
inattention	diidmada	anger	0.121
lace	xargaha	anger	0.118
elbow	suxulka	anger	0.117
instinctive	macaan	anger	0.112
chant	farriin	anger	0.111
lonely	kelidii	anger	0.109
gnome	gnome	anger	0.109
tolerate	dulqaad	anger	0.106
management	maamulka	anger	0.102
advocacy	u doodid	anger	0.100
moral	anshax	anger	0.094
roadworks	jidadka	anger	0.091
honest	daacad ah	anger	0.087
forgetful	illowday	anger	0.076
gent	gent	anger	0.076
liquor	khamriga	anger	0.075
money	lacag	anger	0.074
hood	dabka	anger	0.071
curriculum	Manhajka	anger	0.063
words	ereyada	anger	0.062
smell	urin	anger	0.061
elf	elf	anger	0.061
playful	ciyaara	anger	0.061
opera	Opera	anger	0.061
nurture	kobcinta	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	la taliye	anger	0.059
trumpet	buunka dhawaaqa	anger	0.059
birthplace	goobta dhalashada	anger	0.051
ribbon	xabo	anger	0.047
youth	dhalinyarada	anger	0.045
vote	cod bixin	anger	0.045
cash	lacag caddaan ah	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	barkada	anger	0.029
celebrity	caanka	anger	0.026
autocorrect	gaabis ah	anger	0.015
sisterhood	walaashiis	anger	0.015
musical	muusik	anger	0.011
tree	geed	anger	0.000
anticipation	rajada	anticipation	0.859
excited	aad u faraxsan	anticipation	0.859
anticipate	rajada	anticipation	0.820
excitement	farxad	anticipation	0.820
eagerness	xiiso leh	anticipation	0.812
exciting	xiiso leh	anticipation	0.797
expectant	sugitaanka	anticipation	0.789
