word	Welsh-cy	emotion	emotion-intensity-score
dispossessed	wedi'i waredu	anger	0.470
friction	ffrithiant	anger	0.470
jealous	yn eiddigeddus	anger	0.470
feudalism	feudaliaeth	anger	0.470
armament	arfau	anger	0.470
thump	thump	anger	0.469
complain	cwyno	anger	0.469
incite	ysgogi	anger	0.469
steal	dwyn	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	anghydfod	anger	0.469
injury	anaf	anger	0.469
simmer	mwydwi	anger	0.469
distress	gofid	anger	0.469
insanity	gwyndeb	anger	0.469
selfish	hunanol	anger	0.469
huff	huff	anger	0.469
selfishness	hunaniaeth	anger	0.469
backoff	backoff	anger	0.469
plunder	profedigaeth	anger	0.469
stifled	stifled	anger	0.469
subversive	israddol	anger	0.469
exile	exile	anger	0.469
offense	trosedd	anger	0.469
objection	gwrthwynebiad	anger	0.469
recidivism	ailddechrau	anger	0.469
smother	twyllo	anger	0.469
perpetrator	troseddwr	anger	0.469
dislike	ddim yn hoffi	anger	0.469
disruption	aflonyddwch	anger	0.469
intolerance	anoddefiad	anger	0.469
opposition	gwrthwynebiad	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mwg	anger	0.467
agony	agony	anger	0.465
arrogant	arrogant	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	gwynt	anger	0.456
elimination	dileu	anger	0.456
picketing	picedio	anger	0.456
haughty	yn frawychus	anger	0.456
troublesome	trafferthus	anger	0.455
clamor	clamor	anger	0.455
busted	busted	anger	0.455
constraint	cyfyngiad	anger	0.455
crabby	crabby	anger	0.455
veto	feto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	camarwain	anger	0.455
illicit	anghyfreithlon	anger	0.455
dying	yn marw	anger	0.455
grated	wedi'i gratio	anger	0.455
idiocy	idiocy	anger	0.455
illegality	anghyfreithlondeb	anger	0.455
flagrant	yn syfrdanol	anger	0.455
impermeable	anhydraidd	anger	0.455
bad	drwg	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	goddef	anger	0.453
disagreeing	anghytuno	anger	0.453
intense	dwys	anger	0.453
struggle	anodd	anger	0.453
suppress	atal	anger	0.453
disapproving	anghytuno	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	anffodus	anger	0.453
hysterical	hanesyddol	anger	0.453
unlawful	anghyfreithlon	anger	0.451
wrongly	yn anghywir	anger	0.448
repellent	gwrthod	anger	0.442
wasted	gwastraffu	anger	0.441
foe	gwenyn	anger	0.441
dishonor	dishonor	anger	0.441
wrongful	yn anghywir	anger	0.441
psychosis	seicosis	anger	0.441
aversion	aversion	anger	0.440
punitive	cosb	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	cnau bach	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	yn ofidus	anger	0.439
worthless	yn ddiwerth	anger	0.438
deny	gwadu	anger	0.438
ransom	rhyddhad	anger	0.438
fugitive	ffug	anger	0.438
deleterious	yn niweidiol	anger	0.438
stupidity	stupidrwydd	anger	0.438
abandonment	rhoi'r gorau iddi	anger	0.438
mucked	mucked	anger	0.438
separatist	separatydd	anger	0.438
irritation	llid	anger	0.438
oblivion	anghofio	anger	0.437
segregate	gwahanu	anger	0.437
payback	ad-dalu	anger	0.436
incongruous	anghydnaws	anger	0.435
eviction	troi allan	anger	0.435
collusion	gwrthdrawiad	anger	0.432
rob	rob	anger	0.431
infidelity	anffyddlondeb	anger	0.429
ravenous	yn rhyfedd	anger	0.429
overrun	gorchuddio	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	ymladd	anger	0.426
painful	poenus	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	anhygoel	anger	0.426
rejection	gwrthod	anger	0.426
defense	amddiffyniad	anger	0.425
powerful	pwerus	anger	0.424
censor	censor	anger	0.424
indecency	anweddusrwydd	anger	0.424
fraudulent	yn dwyllodrus	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	cuddio	anger	0.424
greed	criw	anger	0.424
disobedience	anobeithioldeb	anger	0.424
fuss	ffwd	anger	0.424
enforce	gorfodi	anger	0.424
banger	banger	anger	0.424
commotion	cyffro	anger	0.424
defraud	twyllo	anger	0.424
discontent	anfodlonrwydd	anger	0.424
unsympathetic	anghydnaws	anger	0.424
exasperation	annisgwyl	anger	0.424
barb	barb	anger	0.422
banishment	gwaharddiad	anger	0.422
sedition	esgobaeth	anger	0.422
misrepresented	cam-gynrychioli	anger	0.422
snubbed	snubbed	anger	0.422
penetration	treiddiad	anger	0.422
cracked	cracio	anger	0.422
annoyance	aflonyddwch	anger	0.422
duel	duel	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	alltudio	anger	0.422
nettle	gwartheg	anger	0.422
scar	sgarfr	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	yn rhyfedd	anger	0.420
force	grym	anger	0.418
perverse	anghyffredin	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	yn sydyn	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	hela	anger	0.411
indenture	indenture	anger	0.410
sham	siâp	anger	0.409
squelch	sgwrsio	anger	0.409
awful	ofnadwy	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	yn berthnasol	anger	0.409
contradict	gwrthddweud	anger	0.409
supremacy	goruchafiaeth	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	disgresiwn	anger	0.409
compulsion	gorfodaeth	anger	0.409
inept	aneffeithiol	anger	0.409
blockade	blocio	anger	0.409
detainee	carcharorion	anger	0.409
forfeit	fforffed	anger	0.409
disappoint	siom	anger	0.409
lying	yn gorwedd	anger	0.408
epidemic	epidemig	anger	0.406
tremor	tremor	anger	0.406
rail	rheilffordd	anger	0.406
onerous	boenus	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	annisgwyl	anger	0.406
forsaken	wedi'u gadael	anger	0.406
delusion	trallod	anger	0.406
wrongdoing	anghywir	anger	0.406
badger	moch daear	anger	0.406
antipathy	antipathi	anger	0.406
inequality	anghydraddoldeb	anger	0.406
nuisance	niwsans	anger	0.406
scrapie	crafu	anger	0.406
wop	wop	anger	0.406
arguments	dadleuon	anger	0.404
affront	afront	anger	0.403
traumatic	trawmatig	anger	0.402
libel	rhyddhad	anger	0.400
sodding	sodding	anger	0.400
annoys	yn blino	anger	0.400
watchout	gwylio	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	hwyl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	bocsio	anger	0.394
untoward	untoward	anger	0.394
extinguish	diddymu	anger	0.394
keyed	allwedd	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	anffodus	anger	0.394
illegal	anghyfreithlon	anger	0.394
rabble	rabble	anger	0.394
actionable	yn ymarferol	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	twyll	anger	0.394
sue	erlyn	anger	0.394
unfriendly	anghyfeillgar	anger	0.394
confiscate	atafaelu	anger	0.394
brimstone	brifaen	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	di-hid	anger	0.391
earthquake	daeargryn	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	diddymiad	anger	0.391
rigged	rigged	anger	0.391
disagree	anghytuno	anger	0.389
lawsuit	lawsuit	anger	0.386
disused	heb ei ddefnyddio	anger	0.382
immorality	anfoesoldeb	anger	0.382
despair	anobaith	anger	0.382
difficulty	anhawster	anger	0.379
incurable	annymunol	anger	0.379
touchy	cyffwrdd	anger	0.379
coerce	coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	reiffl	anger	0.379
falsification	ffugio	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	galar	anger	0.379
picket	piced	anger	0.378
concussion	concussion	anger	0.377
pessimism	pesimiaeth	anger	0.375
pitfall	perygl	anger	0.375
infantile	babanod	anger	0.375
disillusionment	dadrithiad	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisia	anger	0.375
remand	remand	anger	0.375
faulty	diffygiol	anger	0.375
cannon	canon	anger	0.375
rawr	rawr	anger	0.375
sly	glod	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotiaeth	anger	0.371
distressing	gofidus	anger	0.371
inhibit	atal	anger	0.371
vindicate	gwireddu	anger	0.371
schizophrenia	sgitsoffrenia	anger	0.369
skewed	wedi'i guddio	anger	0.368
disreputable	anghydnaws	anger	0.368
forbidding	gwahardd	anger	0.368
conquest	conquest	anger	0.367
bark	rhisgl	anger	0.365
leukemia	lewcemia	anger	0.365
barks	barciau	anger	0.364
burke	burke	anger	0.364
challenge	her	anger	0.364
disapprove	anghytuno	anger	0.364
unhappy	anhapus	anger	0.364
retarded	wedi'i adael	anger	0.364
warrior	rhyfelwr	anger	0.364
belt	gwregys	anger	0.364
controversial	dadleuol	anger	0.359
opinionated	barnedig	anger	0.359
paucity	prin iawn	anger	0.359
broken	wedi torri	anger	0.359
litigate	troseddu	anger	0.359
polemic	polemig	anger	0.359
aftermath	dilynol	anger	0.359
disliked	yn anfodlon	anger	0.359
loudness	ucheldeb	anger	0.359
restriction	cyfyngiad	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	anghymhwysedd	anger	0.359
interrupting	ymyrryd	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	camymddwyn	anger	0.351
gruff	gruff	anger	0.351
remove	dileu	anger	0.351
brat	brat	anger	0.351
scarcity	prinder	anger	0.350
losing	colli	anger	0.349
pest	pla	anger	0.348
defect	diffyg	anger	0.348
hardened	caled	anger	0.348
deserted	wedi diflannu	anger	0.348
lie	gorwedd	anger	0.348
retract	tynnu'n ôl	anger	0.348
untrustworthy	anghyffyrddus	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	siomedig	anger	0.348
disagreement	anghytuno	anger	0.348
stigma	stigma	anger	0.348
ulcer	wlser	anger	0.348
bias	rhagfarn	anger	0.345
negation	negation	anger	0.344
antisocial	gwrthgymdeithasol	anger	0.344
evade	osgoi	anger	0.344
shoddy	shoddy	anger	0.344
bothering	yn poeni	anger	0.344
impotence	anallueddrwydd	anger	0.344
shaky	yn ysgafn	anger	0.344
misleading	yn gamarweiniol	anger	0.344
stripped	wedi'i dynnu allan	anger	0.344
disclaim	ymwadwch	anger	0.344
unsettled	anghysbell	anger	0.344
anxiety	pryder	anger	0.344
stingy	stingy	anger	0.344
deterioration	dirywiad	anger	0.344
pirate	môr-ladron	anger	0.344
unreliable	annibynadwy	anger	0.344
interminable	ar ben	anger	0.343
disease	clefyd	anger	0.341
meddle	meddle	anger	0.341
warp	rhyfel	anger	0.340
averse	gwrthdro	anger	0.338
infamous	anhygoel	anger	0.338
alcoholism	alcoholiaeth	anger	0.338
row	rhes	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	sâl	anger	0.333
encumbrance	ysgogiad	anger	0.333
scorpion	sgorpion	anger	0.333
illegitimate	anghyfreithlon	anger	0.333
witchcraft	witchcraft	anger	0.333
interrupt	ymyrryd	anger	0.333
paralyzed	paralio	anger	0.333
sinner	pechadur	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	anghyson	anger	0.329
phony	phony	anger	0.328
spammers	sbamwyr	anger	0.328
dashed	dashed	anger	0.328
disqualified	gwaharddedig	anger	0.328
fib	ffibr	anger	0.328
hiss	sedd	anger	0.328
brrr	brrr	anger	0.328
resisting	gwrthsefyll	anger	0.328
victim	dioddefwr	anger	0.328
scapegoat	gorsaf fach	anger	0.328
tighten	tynhau	anger	0.328
opponent	gwrthwynebydd	anger	0.328
crusade	ymladd	anger	0.328
dislocated	wedi'i ddiddymu	anger	0.328
grumpy	grwmp	anger	0.328
prohibited	gwaharddedig	anger	0.328
inappropriate	amhriodol	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	colled	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	wedi'i esgeuluso	anger	0.324
canker	canker	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	muff	anger	0.318
crunch	crwydro	anger	0.318
duplicity	dyblygu	anger	0.318
criticism	beirniadaeth	anger	0.318
shriek	shriek	anger	0.316
depreciate	dibrisio	anger	0.315
poverty	tlodi	anger	0.312
chaff	caff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	dramaqueen	anger	0.312
dismissal	diswyddo	anger	0.312
mortality	marwolaeth	anger	0.312
deflate	gwahanu	anger	0.312
carelessness	ddiofal	anger	0.312
dumps	tympiau	anger	0.312
revving	adfywio	anger	0.309
disallowed	heb ei ganiatáu	anger	0.308
thoughtless	heb feddwl	anger	0.307
boisterous	boisterous	anger	0.307
burial	claddu	anger	0.304
theocratic	theocratic	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	heb synnwyr	anger	0.297
stalemate	annisgwyl	anger	0.297
depreciated	dibrisio	anger	0.297
wasteful	gwastraffus	anger	0.297
hoax	ffug	anger	0.297
misuse	camddefnyddio	anger	0.297
getyourown	yn mynd i fyny	anger	0.297
taxed	trethu	anger	0.297
depressed	yn isel	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysis	anger	0.295
displaced	wedi'u dadleoli	anger	0.294
limited	cyfyngedig	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	yn chwerthinllyd	anger	0.289
teasing	poeni	anger	0.288
sharpen	crafu	anger	0.288
react	ymateb	anger	0.288
presumptuous	yn ddrwg	anger	0.288
spine	asgwrn cefn	anger	0.288
homeless	digartref	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	rhwystr	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	datgysylltu	anger	0.281
spam	sbam	anger	0.281
lagging	lleiaf	anger	0.281
shiver	twyllo	anger	0.281
agh	agh	anger	0.281
restitution	adferiad	anger	0.281
flexin	flexin	anger	0.281
incompatible	anghydnaws	anger	0.281
delinquent	yn anghyfiawn	anger	0.281
noncompliance	anghyflawniad	anger	0.279
troll	troll	anger	0.279
buffering	bwffe	anger	0.279
unfairness	annhegwch	anger	0.279
foray	yn anghyfreithlon	anger	0.279
nether	yn well	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	anwyldeb	anger	0.273
bogus	yn ffug	anger	0.273
uncaring	di-gariad	anger	0.273
shock	sioc	anger	0.269
feisty	feisty	anger	0.269
defendant	diffynnydd	anger	0.266
latent	cuddio	anger	0.266
rapping	rasio	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	arth	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	yn weithredol	anger	0.266
quandary	chwarter	anger	0.266
inconvenient	anghyfleus	anger	0.266
feminism	ffeministiaeth	anger	0.266
humbug	humbug	anger	0.266
interrupts	ymyriadau	anger	0.265
fluctuation	amrywiad	anger	0.265
exaggerate	gorchfygu	anger	0.263
lose	colli	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	ffwrnais	anger	0.258
stone	carreg	anger	0.258
shoplifting	siopa	anger	0.258
soldier	milwr	anger	0.258
incompetent	anghymwys	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	sgid	anger	0.250
notoriety	enwogrwydd	anger	0.250
falsehood	ffug	anger	0.250
untrue	yn anwir	anger	0.250
mastery	meistroli	anger	0.250
tripping	tripio	anger	0.250
nonsense	nonsens	anger	0.250
unfollow	unfollow	anger	0.250
noisy	swnllyd	anger	0.250
pouting	pouting	anger	0.250
cane	cwn	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roced	anger	0.250
complicate	cymhlethu	anger	0.250
socialist	sosialaidd	anger	0.250
lawyer	cyfreithiwr	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	wedi'i ffensio	anger	0.242
obstacle	rhwystr	anger	0.242
halter	halter	anger	0.242
witch	wrach	anger	0.242
vampire	vampire	anger	0.242
detract	gwahardd	anger	0.242
ringer	cywair	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	newyn	anger	0.235
recession	dirwasgiad	anger	0.234
lava	lafa	anger	0.234
shell	cregyn	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariff	anger	0.234
failing	methu	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rasc	anger	0.234
politics	gwleidyddiaeth	anger	0.234
undesirable	yn annymunol	anger	0.231
darkness	tywyllwch	anger	0.227
versus	yn erbyn	anger	0.227
resign	ymddiswyddo	anger	0.227
copycat	copi o'r golwg	anger	0.227
soaked	wedi ysgwyd	anger	0.226
unfulfilled	heb ei gyflawni	anger	0.225
abandoned	wedi'u gadael	anger	0.222
bankruptcy	methdaliad	anger	0.221
owing	oherwydd	anger	0.221
unattainable	anghynaladwy	anger	0.221
unhelpful	heb gymorth	anger	0.219
twitching	twyllo	anger	0.219
confusion	dryswch	anger	0.219
mosquito	mosgito	anger	0.219
warden	warden	anger	0.219
misconception	camsyniad	anger	0.219
compress	cywasgu	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	offeryn	anger	0.219
nosey	nosy	anger	0.213
overpriced	yn ormodol	anger	0.212
harry	harry	anger	0.212
shortage	prinder	anger	0.212
adder	gwyn	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	gorlawn	anger	0.206
possession	meddiant	anger	0.206
desert	anialwch	anger	0.206
pout	pout	anger	0.203
uninvited	heb ei wahodd	anger	0.203
arraignment	arreiniad	anger	0.203
inefficient	aneffeithlon	anger	0.203
rook	rook	anger	0.203
unlucky	anlwcus	anger	0.203
unpaid	yn ddi-dâl	anger	0.203
backbone	asgwrn cefn	anger	0.203
sentence	ddedfryd	anger	0.203
powerless	yn ddi-rym	anger	0.203
court	llys	anger	0.199
endless	di-ben	anger	0.198
adverts	hysbysebion	anger	0.197
delay	oedi	anger	0.197
misstatement	camddatganiad	anger	0.197
distracted	tynnu sylw	anger	0.197
misunderstanding	camddealltwriaeth	anger	0.195
excite	cyffroi	anger	0.191
inadmissible	yn annerbyniol	anger	0.191
lightning	mellt	anger	0.189
incase	rhag ofn	anger	0.188
preclude	atal	anger	0.188
insecure	ansicr	anger	0.188
mournful	galar	anger	0.188
rating	graddio	anger	0.182
mistress	meistres	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	hawlydd	anger	0.182
insist	mynnu	anger	0.182
distracting	tynnu sylw	anger	0.182
opium	opiwm	anger	0.180
willful	hwyliol	anger	0.176
deserve	yn haeddu	anger	0.176
insists	yn mynnu	anger	0.175
treat	trin	anger	0.175
misplace	camddefnyddio	anger	0.172
indecisive	anghywir	anger	0.172
gibberish	gibberish	anger	0.172
fleece	cnu	anger	0.172
fee	ffi	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	rhyddhau	anger	0.172
excitation	cyffro	anger	0.172
hormonal	hormonol	anger	0.172
mighty	cryf	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	anghyfartal	anger	0.167
insufficiency	annigonolrwydd	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargeinio	anger	0.167
mule	mule	anger	0.167
insignificant	yn ddibwys	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	anfantais	anger	0.156
rheumatism	rhewmatism	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	ansicr	anger	0.152
bee	gwenyn	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	cynnwys	anger	0.152
disinformation	anhysbysiad	anger	0.152
attorney	atwrnai	anger	0.152
underpaid	dan daladwy	anger	0.152
pretending	heintio	anger	0.152
campaigning	ymgyrchu	anger	0.151
hopelessness	anobaith	anger	0.149
feeling	teimlo	anger	0.147
legalized	wedi'i gyfreithloni	anger	0.145
caution	rhybudd	anger	0.145
subsidy	cymhorthdal	anger	0.141
obliging	rhwymedigaeth	anger	0.141
morals	moesau	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	ad-dalu	anger	0.136
blemish	blemish	anger	0.136
surcharge	gordaliad	anger	0.136
geez	geez	anger	0.136
birch	bedw	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	cerddorfa	anger	0.132
competitive	cystadleuol	anger	0.125
wireless	di-wifr	anger	0.125
standstill	standstill	anger	0.125
mosque	mosg	anger	0.122
reversal	gwrthdroi	anger	0.121
inattention	diffyg sylw	anger	0.121
lace	les	anger	0.118
elbow	penelin	anger	0.117
instinctive	greddf	anger	0.112
chant	sant	anger	0.111
lonely	unig	anger	0.109
gnome	gnome	anger	0.109
tolerate	goddef	anger	0.106
management	rheoli	anger	0.102
advocacy	eiriolaeth	anger	0.100
moral	moesol	anger	0.094
roadworks	gwaith ffordd	anger	0.091
honest	yn onest	anger	0.087
forgetful	anghofio	anger	0.076
gent	gent	anger	0.076
liquor	hylif	anger	0.075
money	arian	anger	0.074
hood	cwfl	anger	0.071
curriculum	cwricwlwm	anger	0.063
words	geiriau	anger	0.062
smell	arogl	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	meithrin	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	cynghorydd	anger	0.059
trumpet	trwmped	anger	0.059
birthplace	lle geni	anger	0.051
ribbon	rhuban	anger	0.047
youth	ieuenctid	anger	0.045
vote	pleidleisio	anger	0.045
cash	arian parod	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	ddameg	anger	0.030
waffle	waffl	anger	0.030
buffet	bwffe	anger	0.029
celebrity	enwog	anger	0.026
autocorrect	awtorwedd	anger	0.015
sisterhood	chwaeriaeth	anger	0.015
musical	cerddorol	anger	0.011
tree	coeden	anger	0.000
anticipation	rhagweld	anticipation	0.859
excited	cyffrous	anticipation	0.859
anticipate	rhagweld	anticipation	0.820
excitement	cyffro	anticipation	0.820
eagerness	awyddusrwydd	anticipation	0.812
exciting	cyffrous	anticipation	0.797
expectant	disgwyliad	anticipation	0.789
thrilling	rhyfeddol	anticipation	0.781
hope	gobaith	anticipation	0.773
quest	chwestiwn	anticipation	0.766
expectance	disgwyliad	anticipation	0.750
countdown	countdown	anticipation	0.750
start	dechrau	anticipation	0.750
anticipatory	rhagweld	anticipation	0.750
adventure	antur	anticipation	0.750
