word	Javanese-jw	emotion	emotion-intensity-score
dying	mati	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ilegalitas	anger	0.455
flagrant	tegese	anger	0.455
impermeable	impermeable	anger	0.455
bad	ala	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	tanpa dosa	anger	0.453
disagreeing	disagreeing	anger	0.453
intense	kuat	anger	0.453
struggle	perjuangan	anger	0.453
suppress	nyegah	anger	0.453
disapproving	ora setuju	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	displeased	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	ora sah	anger	0.451
wrongly	salah	anger	0.448
repellent	nyenyet	anger	0.442
wasted	sampah	anger	0.441
foe	musuh	anger	0.441
dishonor	ngapusi	anger	0.441
wrongful	salah	anger	0.441
psychosis	psikosis	anger	0.441
aversion	kebencian	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	pembaharuan	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	ngganggu	anger	0.439
worthless	ora ana gunane	anger	0.438
deny	nolak	anger	0.438
ransom	tebusan	anger	0.438
fugitive	fugitive	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	kabodhoan	anger	0.438
abandonment	abandonment	anger	0.438
mucked	mucked	anger	0.438
separatist	separatis	anger	0.438
irritation	gangguan	anger	0.438
oblivion	loma	anger	0.437
segregate	segregate	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	pengusiran	anger	0.435
collusion	kolusi	anger	0.432
rob	rob	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	ravenous	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	tukang perang	anger	0.426
painful	nyenyet	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incredulous	anger	0.426
rejection	penolakan	anger	0.426
defense	pertahanan	anger	0.425
powerful	kuat	anger	0.424
censor	censor	anger	0.424
indecency	indecency	anger	0.424
fraudulent	fraudulent	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	misuwur	anger	0.424
concealment	ndhelikake	anger	0.424
greed	rakus	anger	0.424
disobedience	disobedience	anger	0.424
fuss	nesu	anger	0.424
enforce	ngleksanakake	anger	0.424
banger	banger	anger	0.424
commotion	geger	anger	0.424
defraud	defraud	anger	0.424
discontent	ora pantes	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	barb	anger	0.422
banishment	banishment	anger	0.422
sedition	sedulur	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetrasi	anger	0.422
cracked	retak	anger	0.422
annoyance	gangguan	anger	0.422
duel	tandhingane	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportasi	anger	0.422
nettle	nettle	anger	0.422
scar	catu	anger	0.422
bang	bang	anger	0.422
cur	saiki	anger	0.422
blatant	blatant	anger	0.420
force	pasukan	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	surem	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	mburu	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	awake dhewe	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicate	anger	0.409
contradict	contradict	anger	0.409
supremacy	supremacy	anger	0.409
sneak	nyelinep	anger	0.409
cantwin	cantwin	anger	0.409
reproach	repot	anger	0.409
compulsion	pamrih	anger	0.409
inept	inept	anger	0.409
blockade	mblokir	anger	0.409
detainee	tahanan	anger	0.409
forfeit	forfeit	anger	0.409
disappoint	nguciwani	anger	0.409
lying	lying	anger	0.408
epidemic	epidemi	anger	0.406
tremor	tremor	anger	0.406
rail	alur	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	ora gampang	anger	0.406
forsaken	ditinggal	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	kesalahan	anger	0.406
badger	badger	anger	0.406
antipathy	antipati	anger	0.406
inequality	ketimpangan	anger	0.406
nuisance	nuisance	anger	0.406
scrapie	scrapie	anger	0.406
wop	wol	anger	0.406
arguments	argumentasi	anger	0.404
affront	affront	anger	0.403
traumatic	traumatik	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	ngganggu	anger	0.400
watchout	awas	anger	0.398
soslow	tegese	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	tinju	anger	0.394
untoward	nuwun	anger	0.394
extinguish	extinguish	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	ilegal	anger	0.394
rabble	rabble	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	penipuan	anger	0.394
sue	Sue	anger	0.394
unfriendly	ora seneng	anger	0.394
confiscate	ngrampog	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	sembrono	anger	0.391
earthquake	lindhu	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	pembubaran	anger	0.391
rigged	rigged	anger	0.391
disagree	ora setuju	anger	0.389
lawsuit	tuntutan hukum	anger	0.386
disused	disused	anger	0.382
immorality	laku jina	anger	0.382
despair	mutung	anger	0.382
difficulty	angel	anger	0.379
incurable	incurable	anger	0.379
touchy	touchy	anger	0.379
coerce	maksa	anger	0.379
sizzle	sizzle	anger	0.379
rifle	senapan	anger	0.379
falsification	palsu	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	picket	anger	0.378
concussion	geger	anger	0.377
pessimism	pessimism	anger	0.375
pitfall	pitfall	anger	0.375
infantile	bocah cilik	anger	0.375
disillusionment	kekurangan	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	remand	anger	0.375
faulty	gagal	anger	0.375
cannon	meriam	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	kesusahan	anger	0.371
inhibit	nyegah	anger	0.371
vindicate	vindicate	anger	0.371
schizophrenia	skizofrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	disreputable	anger	0.368
forbidding	nolak	anger	0.368
conquest	penaklukan	anger	0.367
bark	babakan	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	tantangan	anger	0.364
disapprove	ora setuju	anger	0.364
unhappy	ora nyenengake	anger	0.364
retarded	mundhut	anger	0.364
warrior	prajurit	anger	0.364
belt	sabuk	anger	0.364
controversial	kontroversial	anger	0.359
opinionated	mikiraken	anger	0.359
paucity	paucity	anger	0.359
broken	rusak	anger	0.359
litigate	liturgi	anger	0.359
polemic	polemik	anger	0.359
aftermath	sawise	anger	0.359
disliked	disliked	anger	0.359
loudness	banter	anger	0.359
restriction	watesan	anger	0.359
cad	cad	anger	0.359
sectarian	sektarian	anger	0.359
incompetence	incompetence	anger	0.359
interrupting	ngganggu	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	gruff	anger	0.351
remove	mbusak	anger	0.351
brat	brat	anger	0.351
scarcity	kekurangan	anger	0.350
losing	kelangan	anger	0.349
pest	pest	anger	0.348
defect	cacat	anger	0.348
hardened	hardened	anger	0.348
deserted	ninggalake	anger	0.348
lie	ngapusi	anger	0.348
retract	retract	anger	0.348
untrustworthy	untrustworthy	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	kuciwa	anger	0.348
disagreement	disagreement	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	negasi	anger	0.344
antisocial	antisocial	anger	0.344
evade	evade	anger	0.344
shoddy	apik banget	anger	0.344
bothering	ngganggu	anger	0.344
impotence	impotence	anger	0.344
shaky	shaky	anger	0.344
misleading	nyasab	anger	0.344
stripped	diudani	anger	0.344
disclaim	mbantah	anger	0.344
unsettled	unsettled	anger	0.344
anxiety	kuatir	anger	0.344
stingy	stingy	anger	0.344
deterioration	rusak	anger	0.344
pirate	pirate	anger	0.344
unreliable	ora bisa dipercaya	anger	0.344
interminable	interminable	anger	0.343
disease	penyakit	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	nyegah	anger	0.338
infamous	misuwur	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	baris	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	gerah	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	kalajengking	anger	0.333
illegitimate	ora sah	anger	0.333
witchcraft	sihir	anger	0.333
interrupt	ngganggu	anger	0.333
paralyzed	lumpuh	anger	0.333
sinner	dosa	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ora nggatekake	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	mati	anger	0.328
disqualified	disqualified	anger	0.328
fib	fib	anger	0.328
hiss	nyuwun pangapunten	anger	0.328
brrr	brrr	anger	0.328
resisting	resisting	anger	0.328
victim	korban	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	ngencengi	anger	0.328
opponent	mungsuh	anger	0.328
crusade	perang salib	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	dilarang	anger	0.328
inappropriate	ora pantes	anger	0.324
haye	haye	anger	0.324
loss	mundhut	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	diabaikan	anger	0.324
canker	canker	anger	0.323
queues	antrian	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplikat	anger	0.318
criticism	kritik	anger	0.318
shriek	shriek	anger	0.316
depreciate	depreciate	anger	0.315
poverty	mlarat	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	pemecahan	anger	0.312
mortality	kematian	anger	0.312
deflate	deflate	anger	0.312
carelessness	carelessness	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	ora diijini	anger	0.308
thoughtless	tanpa pikirane	anger	0.307
boisterous	boisterous	anger	0.307
burial	burial	anger	0.304
theocratic	teokratis	anger	0.303
wince	wince	anger	0.303
sullen	sullen	anger	0.303
involution	involusi	anger	0.300
senseless	bodho	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	depreciated	anger	0.297
wasteful	boros	anger	0.297
hoax	apus-apusan	anger	0.297
misuse	nyalahi panggunaan	anger	0.297
getyourown	getyourown	anger	0.297
taxed	kena pajak	anger	0.297
depressed	nandhang sungkowo	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysis	anger	0.295
displaced	terlantar	anger	0.294
limited	dibatesi	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridiculous	anger	0.289
teasing	nggodha	anger	0.288
sharpen	ngasah	anger	0.288
react	nanggepi	anger	0.288
presumptuous	presumptuous	anger	0.288
spine	utomo	anger	0.288
homeless	ora duwe omah	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barrier	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	dicopot	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	Manginggil	anger	0.281
agh	agh	anger	0.281
restitution	restitusi	anger	0.281
flexin	flexin	anger	0.281
incompatible	kompatibel	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ora adil	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	ngguyu	anger	0.273
immaturity	tanpa wates	anger	0.273
bogus	palsu	anger	0.273
uncaring	uncaring	anger	0.273
shock	kejut	anger	0.269
feisty	feisty	anger	0.269
defendant	didakwa	anger	0.266
latent	laten	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bear	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperatif	anger	0.266
quandary	quandary	anger	0.266
inconvenient	ora nyenengake	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	fluktuasi	anger	0.265
exaggerate	exaggerate	anger	0.263
lose	kalah	anger	0.261
patter	nesu	anger	0.258
tease	nggodha	anger	0.258
furnace	pawon	anger	0.258
stone	watu	anger	0.258
shoplifting	Shoplifting	anger	0.258
soldier	prajurit	anger	0.258
incompetent	ora cekap	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	jenenge	anger	0.250
falsehood	cidra	anger	0.250
untrue	ora bener	anger	0.250
mastery	keprigelan	anger	0.250
tripping	tripping	anger	0.250
nonsense	omongan kosong	anger	0.250
unfollow	unfollow	anger	0.250
noisy	rame	anger	0.250
pouting	pouting	anger	0.250
cane	tebu	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	roket	anger	0.250
complicate	rumit	anger	0.250
socialist	sosialis	anger	0.250
lawyer	pengacara	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	kapten	anger	0.242
fenced	fenced	anger	0.242
obstacle	alangan	anger	0.242
halter	halter	anger	0.242
witch	penyihir	anger	0.242
vampire	vampir	anger	0.242
detract	detract	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	keluwen	anger	0.235
recession	resesi	anger	0.234
lava	lava	anger	0.234
shell	cangkang	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarif	anger	0.234
failing	gagal	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politik	anger	0.234
undesirable	undesirable	anger	0.231
darkness	peteng	anger	0.227
versus	lawan	anger	0.227
resign	mundur	anger	0.227
copycat	copycat	anger	0.227
soaked	direndhem	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	ditinggal	anger	0.222
bankruptcy	bangkrut	anger	0.221
owing	utang	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	nyenyet	anger	0.219
confusion	kebingungan	anger	0.219
mosquito	nyamuk	anger	0.219
warden	sipir	anger	0.219
misconception	misconception	anger	0.219
compress	kompres	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alat	anger	0.219
nosey	nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	kekurangan	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	duwe	anger	0.206
desert	sepi	anger	0.206
pout	pout	anger	0.203
uninvited	uninvited	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	inefficient	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	ora dibayar	anger	0.203
backbone	backbone	anger	0.203
sentence	ukara	anger	0.203
powerless	tanpa daya	anger	0.203
court	pengadilan	anger	0.199
endless	endless	anger	0.198
adverts	iklan	anger	0.197
delay	tundha	anger	0.197
misstatement	misstatement	anger	0.197
distracted	kacau	anger	0.197
misunderstanding	kesalahpahaman	anger	0.195
excite	nyenengake	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	kilat	anger	0.189
incase	ing kasus	anger	0.188
preclude	nyegah	anger	0.188
insecure	ora aman	anger	0.188
mournful	sedhih banget	anger	0.188
rating	Rating	anger	0.182
mistress	wanita simpanan	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	ngakoni	anger	0.182
insist	ngelingi	anger	0.182
distracting	distracting	anger	0.182
opium	opium	anger	0.180
willful	sengaja	anger	0.176
deserve	pantes	anger	0.176
insists	ngelingi	anger	0.175
treat	nambani	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	bulu	anger	0.172
fee	ragad	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	mbebasake	anger	0.172
excitation	eksitasi	anger	0.172
hormonal	hormonal	anger	0.172
mighty	kuwat	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ora adil	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	rembugan	anger	0.167
mule	mule	anger	0.167
insignificant	ora penting	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indifference	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	lengen	anger	0.156
uncertain	ora mesthi	anger	0.152
bee	tawon	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	keterlibatan	anger	0.152
disinformation	disinformasi	anger	0.152
attorney	pengacara	anger	0.152
underpaid	underpaid	anger	0.152
pretending	berpura-pura	anger	0.152
campaigning	kampanye	anger	0.151
hopelessness	kepenak	anger	0.149
feeling	perasaan	anger	0.147
legalized	dileksanakake	anger	0.145
caution	ati-ati	anger	0.145
subsidy	subsidi	anger	0.141
obliging	ngawasi	anger	0.141
morals	moral	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	Saloon	anger	0.136
repay	mbaleni	anger	0.136
blemish	cacad	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkestra	anger	0.132
competitive	competitive	anger	0.125
wireless	nirkabel	anger	0.125
standstill	standstill	anger	0.125
mosque	masjid	anger	0.122
reversal	mbatalake	anger	0.121
inattention	inattention	anger	0.121
lace	renda	anger	0.118
elbow	sikut	anger	0.117
instinctive	instinctive	anger	0.112
chant	sambat	anger	0.111
lonely	sepi	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerate	anger	0.106
management	manajemen	anger	0.102
advocacy	advokasi	anger	0.100
moral	moral	anger	0.094
roadworks	roadworks	anger	0.091
honest	jujur	anger	0.087
forgetful	lali	anger	0.076
gent	gent	anger	0.076
liquor	omben-omben	anger	0.075
money	dhuwit	anger	0.074
hood	hood	anger	0.071
curriculum	kurikulum	anger	0.063
words	tembung	anger	0.062
smell	mambu	anger	0.061
elf	elf	anger	0.061
playful	playful	anger	0.061
opera	opera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	penasihat	anger	0.059
trumpet	sangkakala	anger	0.059
birthplace	birthplace	anger	0.051
ribbon	pita	anger	0.047
youth	pemuda	anger	0.045
vote	pilihane	anger	0.045
cash	awis	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffle	anger	0.030
buffet	prasmanan	anger	0.029
celebrity	selebritis	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	sisterhood	anger	0.015
musical	musik	anger	0.011
tree	wit	anger	0.000
anticipation	antisipasi	anticipation	0.859
excited	bungah	anticipation	0.859
anticipate	antisipasi	anticipation	0.820
excitement	kasenengan	anticipation	0.820
eagerness	eagerness	anticipation	0.812
exciting	narik kawigaten	anticipation	0.797
expectant	sabar	anticipation	0.789
thrilling	ngageti	anticipation	0.781
hope	pangarep-arep	anticipation	0.773
quest	nggoleki	anticipation	0.766
expectance	expectancy	anticipation	0.750
countdown	countdown	anticipation	0.750
start	miwiti	anticipation	0.750
anticipatory	anticipatory	anticipation	0.750
adventure	ngulandara	anticipation	0.750
eager	nyenengake	anticipation	0.742
climax	climax	anticipation	0.742
excite	nyenengake	anticipation	0.742
prophecy	ramalan	anticipation	0.742
arouse	arouse	anticipation	0.742
expect	ngarepake	anticipation	0.742
birth	lair	anticipation	0.734
ejaculation	ejakulasi	anticipation	0.734
announcement	pengumuman	anticipation	0.734
liberation	kebebasan	anticipation	0.727
urgent	urgent	anticipation	0.727
expecting	dikarepake	anticipation	0.727
expectancy	sabar	anticipation	0.727
