word	Serbian-sr	emotion	emotion-intensity-score
dying	умирање	anger	0.455
grated	гратед	anger	0.455
idiocy	идиоција	anger	0.455
illegality	незаконитост	anger	0.455
flagrant	флагрантно	anger	0.455
impermeable	непропусно	anger	0.455
bad	лоше	anger	0.453
despotism	деспотизам	anger	0.453
usurped	узурпирано	anger	0.453
godless	безобразно	anger	0.453
disagreeing	неслагање	anger	0.453
intense	интензивно	anger	0.453
struggle	борба	anger	0.453
suppress	потисни	anger	0.453
disapproving	неодобравање	anger	0.453
desist	одустај	anger	0.453
bayonet	бајонет	anger	0.453
displeased	незадовољан	anger	0.453
hysterical	хистерично	anger	0.453
unlawful	незаконито	anger	0.451
wrongly	погрешно	anger	0.448
repellent	репелент	anger	0.442
wasted	изгубљено	anger	0.441
foe	непријатељ	anger	0.441
dishonor	дисхонор	anger	0.441
wrongful	погрешно	anger	0.441
psychosis	психоза	anger	0.441
aversion	аверзија	anger	0.440
punitive	казнени	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	кнуцклес	anger	0.439
effigy	слика	anger	0.439
schism	раскол	anger	0.439
ultimatum	ултиматум	anger	0.439
upset	узнемирен	anger	0.439
worthless	безвриједно	anger	0.438
deny	негирати	anger	0.438
ransom	откуп	anger	0.438
fugitive	бегунац	anger	0.438
deleterious	штетно	anger	0.438
stupidity	глупост	anger	0.438
abandonment	напуштање	anger	0.438
mucked	муцк	anger	0.438
separatist	сепаратист	anger	0.438
irritation	иритација	anger	0.438
oblivion	заборав	anger	0.437
segregate	сегрегате	anger	0.437
payback	повратак	anger	0.436
incongruous	инцонгруоус	anger	0.435
eviction	исељење	anger	0.435
collusion	договарање	anger	0.432
rob	роб	anger	0.431
infidelity	неверство	anger	0.429
ravenous	равеноус	anger	0.429
overrun	прекорачење	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	характер	anger	0.426
martial	мартиал	anger	0.426
painful	болан	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	невероватно	anger	0.426
rejection	одбацивање	anger	0.426
defense	одбрана	anger	0.425
powerful	моћан	anger	0.424
censor	цензор	anger	0.424
indecency	несигурност	anger	0.424
fraudulent	преварљив	anger	0.424
gonorrhea	гонореја	anger	0.424
fallacious	погрешно	anger	0.424
concealment	прикривање	anger	0.424
greed	похлепа	anger	0.424
disobedience	непослушност	anger	0.424
fuss	гуза	anger	0.424
enforce	извршити	anger	0.424
banger	бангер	anger	0.424
commotion	сметња	anger	0.424
defraud	дефрауд	anger	0.424
discontent	незадовољство	anger	0.424
unsympathetic	несумњиво	anger	0.424
exasperation	екасператион	anger	0.424
barb	барб	anger	0.422
banishment	протеривање	anger	0.422
sedition	омаловажавање	anger	0.422
misrepresented	погрешно представљен	anger	0.422
snubbed	снуббед	anger	0.422
penetration	пенетрација	anger	0.422
cracked	Црацкед	anger	0.422
annoyance	анноианце	anger	0.422
duel	дуел	anger	0.422
penitentiary	казнено-поправни дом	anger	0.422
sarcasm	сарказам	anger	0.422
deportation	депортација	anger	0.422
nettle	коприва	anger	0.422
scar	ожиљак	anger	0.422
bang	банг	anger	0.422
cur	цур	anger	0.422
blatant	очигледно	anger	0.420
force	сила	anger	0.418
perverse	перверзно	anger	0.415
wring	круг	anger	0.415
bastion	бастион	anger	0.413
grim	грим	anger	0.413
sordid	срдан	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	сурли	anger	0.412
tiff	тифф	anger	0.412
moody	Мооди	anger	0.412
hunting	лов	anger	0.411
indenture	индентуре	anger	0.410
sham	срамота	anger	0.409
squelch	скуелцх	anger	0.409
awful	грозно	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	имплицирају	anger	0.409
contradict	контрадикторно	anger	0.409
supremacy	супремаци	anger	0.409
sneak	снеак	anger	0.409
cantwin	цантвин	anger	0.409
reproach	срамота	anger	0.409
compulsion	присиљавање	anger	0.409
inept	инепт	anger	0.409
blockade	блокада	anger	0.409
detainee	притвореник	anger	0.409
forfeit	заборавити	anger	0.409
disappoint	разочарај	anger	0.409
lying	лажи	anger	0.408
epidemic	епидемија	anger	0.406
tremor	тремор	anger	0.406
rail	железница	anger	0.406
onerous	претерано	anger	0.406
cacophony	какофонија	anger	0.406
unthinkable	незамисливо	anger	0.406
forsaken	напуштена	anger	0.406
delusion	заблуда	anger	0.406
wrongdoing	погрешно поступање	anger	0.406
badger	бадгер	anger	0.406
antipathy	антипатија	anger	0.406
inequality	неједнакост	anger	0.406
nuisance	сметња	anger	0.406
scrapie	сцрапие	anger	0.406
wop	воп	anger	0.406
arguments	аргументс	anger	0.404
affront	опрости	anger	0.403
traumatic	трауматично	anger	0.402
libel	клевета	anger	0.400
sodding	соддинг	anger	0.400
annoys	анноис	anger	0.400
watchout	пази	anger	0.398
soslow	тако споро	anger	0.398
frenetic	френетиц	anger	0.397
remiss	ремисс	anger	0.397
barge	баргаин	anger	0.396
howl	Вук	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	непристојан	anger	0.394
extinguish	угасити	anger	0.394
keyed	кључ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	непоштовање	anger	0.394
illegal	илегално	anger	0.394
rabble	гробница	anger	0.394
actionable	изводљиво	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	превара	anger	0.394
sue	суе	anger	0.394
unfriendly	непријатељски	anger	0.394
confiscate	конфискати	anger	0.394
brimstone	сумпор	anger	0.392
argh	аргх	anger	0.391
pique	пикуе	anger	0.391
recklessness	безобзирност	anger	0.391
earthquake	земљотрес	anger	0.391
grrrrr	гррррр	anger	0.391
dissolution	распуштање	anger	0.391
rigged	опремљени	anger	0.391
disagree	не слазем се	anger	0.389
lawsuit	тужба	anger	0.386
disused	дисусед	anger	0.382
immorality	неморалност	anger	0.382
despair	очајање	anger	0.382
difficulty	тешкоћа	anger	0.379
incurable	неизлечива	anger	0.379
touchy	осетљив	anger	0.379
coerce	присиљавање	anger	0.379
sizzle	сиззле	anger	0.379
rifle	пушка	anger	0.379
falsification	фалсификовање	anger	0.379
pokes	покес	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	боли	anger	0.379
picket	пицкет	anger	0.378
concussion	потрес мозга	anger	0.377
pessimism	песимизам	anger	0.375
pitfall	питфалл	anger	0.375
infantile	инфантиле	anger	0.375
disillusionment	разочарање	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милиција	anger	0.375
remand	притвор	anger	0.375
faulty	погрешно	anger	0.375
cannon	топ	anger	0.375
rawr	равр	anger	0.375
sly	сли	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	непотизам	anger	0.371
distressing	узнемирујуће	anger	0.371
inhibit	инхибирати	anger	0.371
vindicate	виндицате	anger	0.371
schizophrenia	схизофренија	anger	0.369
skewed	скевед	anger	0.368
disreputable	дисрепутабле	anger	0.368
forbidding	забрањује	anger	0.368
conquest	освајање	anger	0.367
bark	кора	anger	0.365
leukemia	леукемија	anger	0.365
barks	лаже	anger	0.364
burke	бурке	anger	0.364
challenge	изазов	anger	0.364
disapprove	Не одобравај	anger	0.364
unhappy	несретан	anger	0.364
retarded	ретардиран	anger	0.364
warrior	ратник	anger	0.364
belt	појас	anger	0.364
controversial	контроверзно	anger	0.359
opinionated	мишљење	anger	0.359
paucity	слабости	anger	0.359
broken	сломљен	anger	0.359
litigate	судски спорови	anger	0.359
polemic	полемика	anger	0.359
aftermath	после последица	anger	0.359
disliked	не воли	anger	0.359
loudness	гласност	anger	0.359
restriction	ограничење	anger	0.359
cad	цад	anger	0.359
sectarian	секташки	anger	0.359
incompetence	неспособност	anger	0.359
interrupting	прекидање	anger	0.358
fussy	ситничарски	anger	0.357
wench	венцх	anger	0.353
misbehavior	погрешно понашање	anger	0.351
gruff	груфф	anger	0.351
remove	уклонити	anger	0.351
brat	брат	anger	0.351
scarcity	оскудица	anger	0.350
losing	губе	anger	0.349
pest	штеточина	anger	0.348
defect	дефект	anger	0.348
hardened	ојачан	anger	0.348
deserted	напуштен	anger	0.348
lie	лажи	anger	0.348
retract	повуци	anger	0.348
untrustworthy	неповерљиво	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	разочаран	anger	0.348
disagreement	неслагање	anger	0.348
stigma	стигма	anger	0.348
ulcer	чир	anger	0.348
bias	склоност	anger	0.345
negation	негација	anger	0.344
antisocial	антисоцијално	anger	0.344
evade	избјећи	anger	0.344
shoddy	луд	anger	0.344
bothering	узнемиравање	anger	0.344
impotence	импотенција	anger	0.344
shaky	шокантан	anger	0.344
misleading	погрешно	anger	0.344
stripped	стриппед	anger	0.344
disclaim	одрицати	anger	0.344
unsettled	неизмирено	anger	0.344
anxiety	анксиозност	anger	0.344
stingy	стинги	anger	0.344
deterioration	погоршање	anger	0.344
pirate	пират	anger	0.344
unreliable	непоуздан	anger	0.344
interminable	бескрајно	anger	0.343
disease	болест	anger	0.341
meddle	мешати се	anger	0.341
warp	варп	anger	0.340
averse	аверсе	anger	0.338
infamous	злогласни	anger	0.338
alcoholism	алкохолизам	anger	0.338
row	ред	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	болестан	anger	0.333
encumbrance	бреме	anger	0.333
scorpion	сцорпион	anger	0.333
illegitimate	нелегитимно	anger	0.333
witchcraft	вештице	anger	0.333
interrupt	прекидати	anger	0.333
paralyzed	парализован	anger	0.333
sinner	грешник	anger	0.331
hulk	хулк	anger	0.329
inconsiderate	непромишљено	anger	0.329
phony	лажни	anger	0.328
spammers	спамере	anger	0.328
dashed	пуцао	anger	0.328
disqualified	дисквалификован	anger	0.328
fib	фиб	anger	0.328
hiss	хисс	anger	0.328
brrr	бррр	anger	0.328
resisting	отпор	anger	0.328
victim	жртва	anger	0.328
scapegoat	жртвени јарак	anger	0.328
tighten	затегните	anger	0.328
opponent	противник	anger	0.328
crusade	крстарење	anger	0.328
dislocated	дислоцатед	anger	0.328
grumpy	грумпи	anger	0.328
prohibited	забрањено	anger	0.328
inappropriate	неприкладан	anger	0.324
haye	хаие	anger	0.324
loss	губитак	anger	0.324
eschew	есцхев	anger	0.324
trickery	трик	anger	0.324
neglected	занемарен	anger	0.324
canker	цанкер	anger	0.323
queues	редове	anger	0.318
muff	муфф	anger	0.318
crunch	крцкање	anger	0.318
duplicity	дуплицити	anger	0.318
criticism	критике	anger	0.318
shriek	крик	anger	0.316
depreciate	депресија	anger	0.315
poverty	сиромаштво	anger	0.312
chaff	цхафф	anger	0.312
dupe	дупе	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	отпуштање	anger	0.312
mortality	смртност	anger	0.312
deflate	дефлате	anger	0.312
carelessness	небрига	anger	0.312
dumps	депоније	anger	0.312
revving	реввинг	anger	0.309
disallowed	недозвољено	anger	0.308
thoughtless	без помисли	anger	0.307
boisterous	бујни	anger	0.307
burial	сахрана	anger	0.304
theocratic	теократски	anger	0.303
wince	винце	anger	0.303
sullen	сулен	anger	0.303
involution	инволутион	anger	0.300
senseless	бесмислено	anger	0.297
stalemate	застој	anger	0.297
depreciated	амортизован	anger	0.297
wasteful	расипно	anger	0.297
hoax	обмана	anger	0.297
misuse	злоупотреба	anger	0.297
getyourown	набави свој	anger	0.297
taxed	опорезовано	anger	0.297
depressed	депресиван	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	парализа	anger	0.295
displaced	расељена	anger	0.294
