word	Tajik-tg	emotion	emotion-intensity-score
disgrace	золимона	anger	0.484
deceit	фиребгарӣ	anger	0.484
suspicious	шубҳанок	anger	0.484
thresh	лутфан	anger	0.484
sucker	макканда	anger	0.484
strained	зада истодааст	anger	0.484
blame	айбдоршаванда	anger	0.484
upheaval	зилзила	anger	0.484
renounce	аз он хориҷ шавед	anger	0.484
obnoxious	заиф	anger	0.484
restrain	нигоҳ доштан	anger	0.484
oust	Бештар	anger	0.484
litigious	литсензия	anger	0.484
rivalry	муборак	anger	0.484
penalty	ҷазо	anger	0.484
imprisoned	маҳбус	anger	0.484
mocking	масхара кардан	anger	0.484
opposed	мухолифат мекунанд	anger	0.484
turbulence	турбинӣ	anger	0.483
pound	сола	anger	0.481
coldness	хунук	anger	0.477
ungrateful	ношукр	anger	0.472
battalion	лутфан	anger	0.471
stoopid	дандонпизишк	anger	0.471
hostage	гаравгон	anger	0.470
infidel	кофир	anger	0.470
ram	RAM	anger	0.470
accuser	даъвогар	anger	0.470
gall	заҳри	anger	0.470
subversion	таҳрир	anger	0.470
annoying	азият мекашанд	anger	0.470
adversity	душворӣ	anger	0.470
dispossessed	аз байн мераванд	anger	0.470
friction	дубора	anger	0.470
jealous	ҳасад	anger	0.470
feudalism	феодализм	anger	0.470
armament	Озодӣ "	anger	0.470
thump	садама	anger	0.469
complain	шикоят кардан мумкин аст	anger	0.469
incite	ташвиқ кунед	anger	0.469
steal	дуздӣ	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	беитоӣ	anger	0.469
injury	ҷабрдида	anger	0.469
simmer	тобистон	anger	0.469
distress	мушкилот	anger	0.469
insanity	сеҳрнокӣ	anger	0.469
selfish	худпарастӣ	anger	0.469
huff	ханд	anger	0.469
selfishness	худпарастӣ	anger	0.469
backoff	бозгашт	anger	0.469
plunder	талоқ	anger	0.469
stifled	зада истодааст	anger	0.469
subversive	таҳрир	anger	0.469
exile	рабудан	anger	0.469
offense	хафагӣ	anger	0.469
objection	рад кардан	anger	0.469
recidivism	бозгашт	anger	0.469
smother	резед	anger	0.469
perpetrator	гунаҳкор	anger	0.469
dislike	нопадид шудааст	anger	0.469
disruption	вайрон шудан	anger	0.469
intolerance	беэътиноӣ	anger	0.469
opposition	мухолифин	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	бадбахтӣ	anger	0.465
arrogant	фаровонӣ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	данд	anger	0.456
elimination	бартараф кардан	anger	0.456
picketing	интишор	anger	0.456
haughty	саркашӣ	anger	0.456
troublesome	мушкилот	anger	0.455
clamor	ханда	anger	0.455
busted	бимонд	anger	0.455
constraint	маҳдудият	anger	0.455
crabby	ночиз	anger	0.455
veto	veto	anger	0.455
stubbed	дӯхта шудааст	anger	0.455
mislead	гумроҳ	anger	0.455
illicit	ғайриқонунӣ	anger	0.455
dying	мурд	anger	0.455
grated	зављааш	anger	0.455
idiocy	садо дод	anger	0.455
illegality	ғайриқонунӣ	anger	0.455
flagrant	хушбахт	anger	0.455
impermeable	натавонистанд	anger	0.455
bad	бад	anger	0.453
despotism	лашкаркашӣ	anger	0.453
usurped	ба даст оварданд	anger	0.453
godless	беохир	anger	0.453
disagreeing	розӣ нестанд	anger	0.453
intense	сахт	anger	0.453
struggle	мубориза баред	anger	0.453
suppress	сиёҳ кунед	anger	0.453
disapproving	рад кардан	anger	0.453
desist	бекоркунӣ	anger	0.453
bayonet	мачалла	anger	0.453
displeased	нопадид шуд	anger	0.453
hysterical	бандерик	anger	0.453
unlawful	ғайриқонунӣ аст	anger	0.451
wrongly	нодуруст аст	anger	0.448
repellent	шӯришгарон	anger	0.442
wasted	партофта шудааст	anger	0.441
foe	душман	anger	0.441
dishonor	беэҳтиромӣ	anger	0.441
wrongful	нодуруст	anger	0.441
psychosis	психоз	anger	0.441
aversion	аз қафо	anger	0.440
punitive	ҷазо	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	сола	anger	0.439
schism	Шишак	anger	0.439
ultimatum	ниҳоӣ	anger	0.439
upset	нороҳат	anger	0.439
worthless	бесабаб нест	anger	0.438
deny	рад	anger	0.438
ransom	фидия	anger	0.438
fugitive	фиребгар	anger	0.438
deleterious	зӯроварӣ	anger	0.438
stupidity	шамшер	anger	0.438
abandonment	тарк кардан	anger	0.438
mucked	Мошинҳо	anger	0.438
separatist	ҷудо карда мешавад	anger	0.438
irritation	irritation	anger	0.438
oblivion	нопадид	anger	0.437
segregate	ҷудо кунед	anger	0.437
payback	пардохт	anger	0.436
incongruous	ғайримуқаррарӣ	anger	0.435
eviction	хориҷ кардан	anger	0.435
collusion	ҳабс кардан	anger	0.432
rob	роб	anger	0.431
infidelity	тӯҳмат	anger	0.429
ravenous	гавазн	anger	0.429
overrun	барнагарданд	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	харбуза	anger	0.426
martial	муборак	anger	0.426
painful	дардовар	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	аҷиб аст	anger	0.426
rejection	рад	anger	0.426
defense	мудофиа	anger	0.425
powerful	қавӣ	anger	0.424
censor	сенатор	anger	0.424
indecency	ғайриқонунӣ	anger	0.424
fraudulent	фиребгарӣ	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	зебо	anger	0.424
concealment	пинҳон кардан	anger	0.424
greed	хашмгин	anger	0.424
disobedience	беитоатӣ	anger	0.424
fuss	Бештар	anger	0.424
enforce	иҷро мекунад	anger	0.424
banger	banger	anger	0.424
commotion	фароғат	anger	0.424
defraud	фирор кардан	anger	0.424
discontent	норозигӣ	anger	0.424
unsympathetic	фаромӯш накунед	anger	0.424
exasperation	фаромӯш накунед	anger	0.424
barb	барб	anger	0.422
banishment	бекоркунӣ	anger	0.422
sedition	фоҷиа	anger	0.422
misrepresented	рад карда шудааст	anger	0.422
snubbed	хафа шуд	anger	0.422
penetration	ворид шудан	anger	0.422
cracked	задааст	anger	0.422
annoyance	шадид	anger	0.422
duel	дел	anger	0.422
penitentiary	ҷазои бераҳмона	anger	0.422
sarcasm	Сарқонун	anger	0.422
deportation	интиқол додан	anger	0.422
nettle	nettle	anger	0.422
scar	нодир	anger	0.422
bang	банд	anger	0.422
cur	данд	anger	0.422
blatant	бепарвоӣ	anger	0.420
force	қувват	anger	0.418
perverse	бадбахт	anger	0.415
wring	данд	anger	0.415
bastion	ангеза	anger	0.413
grim	гул	anger	0.413
sordid	сиддед	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	Суруд	anger	0.412
tiff	Тифф	anger	0.412
moody	Модар	anger	0.412
hunting	шикор	anger	0.411
indenture	интегратсия	anger	0.410
sham	шам	anger	0.409
squelch	қаҳва	anger	0.409
awful	бад	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ба назар гиред	anger	0.409
contradict	баръакс	anger	0.409
supremacy	бартарӣ	anger	0.409
sneak	сканак	anger	0.409
cantwin	cantwin	anger	0.409
reproach	бадзабонӣ	anger	0.409
compulsion	маҷбур кардан	anger	0.409
inept	Интегралӣ	anger	0.409
blockade	блок	anger	0.409
detainee	боздоштшуда	anger	0.409
forfeit	нопадид шудан	anger	0.409
disappoint	ноумед	anger	0.409
lying	хоб	anger	0.408
epidemic	эпидемия	anger	0.406
tremor	Тремор	anger	0.406
rail	толор	anger	0.406
onerous	Бештар	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	бесавод	anger	0.406
forsaken	тарк карда мешавад	anger	0.406
delusion	дубора	anger	0.406
wrongdoing	нодуруст	anger	0.406
badger	бад	anger	0.406
antipathy	antipathy	anger	0.406
inequality	нобаробарӣ	anger	0.406
nuisance	Бештар	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	далелҳо	anger	0.404
affront	бадбахтӣ	anger	0.403
traumatic	шадид	anger	0.402
libel	латукӯб	anger	0.400
sodding	сардиҳо	anger	0.400
annoys	хомӯшӣ	anger	0.400
watchout	эҳтиёт шудан	anger	0.398
soslow	Сослов	anger	0.398
frenetic	феникс	anger	0.397
remiss	бахшида шудааст	anger	0.397
barge	баръакс	anger	0.396
howl	таъмир	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	бегона	anger	0.394
extinguish	хомӯш кунед	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	беэҳтиромӣ	anger	0.394
illegal	ғайриқонунӣ	anger	0.394
rabble	равған	anger	0.394
actionable	амал карда мешавад	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	қаллобӣ	anger	0.394
sue	парванда	anger	0.394
unfriendly	бесаводона	anger	0.394
confiscate	интиқол дода мешавад	anger	0.394
brimstone	зиреҳпӯш	anger	0.392
argh	арғ	anger	0.391
pique	pique	anger	0.391
recklessness	ноумедӣ	anger	0.391
earthquake	заминҷунбӣ	anger	0.391
grrrrr	ранд	anger	0.391
dissolution	бекор карда шудааст	anger	0.391
rigged	пӯшида буд	anger	0.391
disagree	розӣ нестанд	anger	0.389
lawsuit	додгоҳ	anger	0.386
disused	рад карда шудааст	anger	0.382
immorality	ахлоқӣ	anger	0.382
despair	ноумед	anger	0.382
difficulty	мушкилот	anger	0.379
incurable	истисно нест	anger	0.379
touchy	ҳасад	anger	0.379
coerce	маҷбурӣ	anger	0.379
sizzle	секунҷа	anger	0.379
rifle	пневматикӣ	anger	0.379
falsification	фиребгарӣ	anger	0.379
pokes	Почо	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	шадид	anger	0.379
picket	пулакӣ	anger	0.378
concussion	тазоҳурот	anger	0.377
pessimism	пессимизм	anger	0.375
pitfall	пител	anger	0.375
infantile	кӯдакона	anger	0.375
disillusionment	беэътиноӣ	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милитсия	anger	0.375
remand	нигоҳ доштан	anger	0.375
faulty	нодуруст	anger	0.375
cannon	барзагов	anger	0.375
rawr	хр	anger	0.375
sly	Садо Ояндасоз	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	ғамгинӣ	anger	0.371
inhibit	иншоаллоҳ	anger	0.371
vindicate	аккредитив	anger	0.371
schizophrenia	шизофрения	anger	0.369
skewed	суқут кард	anger	0.368
disreputable	ғайриоддӣ	anger	0.368
forbidding	манъ аст	anger	0.368
conquest	ғалаба кунед	anger	0.367
bark	аккос	anger	0.365
leukemia	лакемия	anger	0.365
barks	донаҳо	anger	0.364
burke	данд	anger	0.364
challenge	мушкилот	anger	0.364
disapprove	рад карда намешавад	anger	0.364
unhappy	хушбахт	anger	0.364
retarded	задааст	anger	0.364
warrior	ҷанговар	anger	0.364
belt	банд	anger	0.364
controversial	мубоҳиса	anger	0.359
opinionated	фикри	anger	0.359
paucity	хушбахтӣ	anger	0.359
broken	шикастан	anger	0.359
litigate	драйвер	anger	0.359
polemic	polemic	anger	0.359
aftermath	пас аз он	anger	0.359
disliked	нопадид намешавад	anger	0.359
loudness	баландгӯӣ	anger	0.359
restriction	маҳдудият	anger	0.359
cad	котил	anger	0.359
sectarian	профессор	anger	0.359
incompetence	беэътиноӣ	anger	0.359
interrupting	қатъӣ	anger	0.358
fussy	дубора	anger	0.357
wench	шӯхӣ	anger	0.353
misbehavior	рафтор	anger	0.351
gruff	данд	anger	0.351
remove	хориҷ кунед	anger	0.351
brat	brat	anger	0.351
scarcity	кам	anger	0.350
losing	гумшуда	anger	0.349
pest	зараррасонҳо	anger	0.348
defect	камбудиҳо	anger	0.348
hardened	сахттар	anger	0.348
deserted	партофта шудааст	anger	0.348
lie	дурӯғ мегӯянд	anger	0.348
retract	бозгашт	anger	0.348
untrustworthy	НОҲИЯИ ДАНҒАРА	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ноумед	anger	0.348
disagreement	ихтилофҳо	anger	0.348
stigma	стигма	anger	0.348
ulcer	захми меъда	anger	0.348
bias	бодиққат	anger	0.345
negation	рад	anger	0.344
antisocial	зиддият	anger	0.344
evade	аз гуруснагӣ	anger	0.344
shoddy	ранд	anger	0.344
bothering	ташвиш	anger	0.344
impotence	императивӣ	anger	0.344
shaky	суст	anger	0.344
misleading	гумроҳкунанда	anger	0.344
stripped	канда шуд	anger	0.344
disclaim	рад кардан	anger	0.344
unsettled	бесабаб нест	anger	0.344
anxiety	ташвиш	anger	0.344
stingy	хашмгин	anger	0.344
deterioration	бадтар	anger	0.344
pirate	pirate	anger	0.344
unreliable	ноустуворона	anger	0.344
interminable	мутаносибан	anger	0.343
disease	беморӣ	anger	0.341
meddle	ором	anger	0.341
warp	дубора	anger	0.340
averse	аз қафо	anger	0.338
infamous	номаълум	anger	0.338
alcoholism	alcoholism	anger	0.338
row	сатр	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	бемор	anger	0.333
encumbrance	рабт дорад	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	ғайриқонунӣ	anger	0.333
witchcraft	ҷодугарӣ	anger	0.333
interrupt	таркиш	anger	0.333
paralyzed	фалаҷ	anger	0.333
sinner	гуноҳкор	anger	0.331
hulk	хулк	anger	0.329
inconsiderate	ноустуворона	anger	0.329
phony	фита	anger	0.328
spammers	spammers	anger	0.328
dashed	хомӯш карда шудааст	anger	0.328
disqualified	бекор карда шудааст	anger	0.328
fib	фаб	anger	0.328
hiss	ҳисс	anger	0.328
brrr	Брежнев	anger	0.328
resisting	муқовимат	anger	0.328
victim	қурбонӣ	anger	0.328
scapegoat	Сироҷиддин Аслов	anger	0.328
tighten	ангезед	anger	0.328
opponent	рақиб	anger	0.328
crusade	ҳушдор	anger	0.328
dislocated	аз байн рафтанд	anger	0.328
grumpy	ғамгин	anger	0.328
prohibited	манъ карда шудааст	anger	0.328
inappropriate	номувофиқ	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	талафот	anger	0.324
eschew	бармегарданд	anger	0.324
trickery	хирс	anger	0.324
neglected	беэътиноӣ мекунад	anger	0.324
canker	қолаб	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	хуч	anger	0.318
crunch	хомӯш	anger	0.318
duplicity	такрорӣ	anger	0.318
criticism	танқид	anger	0.318
shriek	Шриек	anger	0.316
depreciate	арзонтар	anger	0.315
poverty	камбизоатӣ	anger	0.312
chaff	чӯб	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	озод кардан	anger	0.312
mortality	фавт	anger	0.312
deflate	дандон	anger	0.312
carelessness	бепарвоӣ	anger	0.312
dumps	партофташуда	anger	0.312
revving	баргардонданд	anger	0.309
disallowed	бекор карда шудааст	anger	0.308
thoughtless	бефоида	anger	0.307
boisterous	бензол	anger	0.307
