word	Malagasy-mg	emotion	emotion-intensity-score
coldness	coldness	anger	0.477
ungrateful	tsy mahay mankasitraka	anger	0.472
battalion	andia	anger	0.471
stoopid	stoopid	anger	0.471
hostage	takalon'aina	anger	0.470
infidel	mino	anger	0.470
ram	ram	anger	0.470
accuser	mpiampanga	anger	0.470
gall	zava-mangidy	anger	0.470
subversion	mitady hanongam-panjakana	anger	0.470
annoying	manorisory	anger	0.470
adversity	fahoriana	anger	0.470
dispossessed	nandroaka	anger	0.470
friction	friction	anger	0.470
jealous	saro-piaro	anger	0.470
feudalism	feudalism	anger	0.470
armament	fitaovam-piadiana	anger	0.470
thump	thump	anger	0.469
complain	hitaraina	anger	0.469
incite	mandrisika	anger	0.469
steal	hangalatra	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	tsy hankatò	anger	0.469
injury	ratsy	anger	0.469
simmer	madinidinika	anger	0.469
distress	fahoriana	anger	0.469
insanity	adala	anger	0.469
selfish	tia tena	anger	0.469
huff	Huff	anger	0.469
selfishness	fitiavan-tena	anger	0.469
backoff	backoff	anger	0.469
plunder	babo	anger	0.469
stifled	tafita	anger	0.469
subversive	manakorontana	anger	0.469
exile	tany an-tsesitany	anger	0.469
offense	Fandikan-dalàna	anger	0.469
objection	fanoherana	anger	0.469
recidivism	recidivism	anger	0.469
smother	takon'ny	anger	0.469
perpetrator	nahavita	anger	0.469
dislike	tsy tia	anger	0.469
disruption	fikorontanana	anger	0.469
intolerance	tsy fandeferana	anger	0.469
opposition	mpanohitra	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	fanaintainana	anger	0.465
arrogant	miavonavona	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	hisondrotra	anger	0.456
elimination	fanafoanana	anger	0.456
picketing	picketing	anger	0.456
haughty	manambony	anger	0.456
troublesome	manahirana	anger	0.455
clamor	fitabatabana	anger	0.455
busted	busted	anger	0.455
constraint	-tery	anger	0.455
crabby	crabby	anger	0.455
veto	VETO	anger	0.455
stubbed	stubbed	anger	0.455
mislead	hamitaka	anger	0.455
illicit	tsy ara-dalàna	anger	0.455
dying	maty	anger	0.455
grated	grated	anger	0.455
idiocy	idiocy	anger	0.455
illegality	dalàna	anger	0.455
flagrant	nibaribary	anger	0.455
impermeable	tsy len-drano	anger	0.455
bad	ratsy	anger	0.453
despotism	despotism	anger	0.453
usurped	nandrombaka	anger	0.453
godless	ratsy fanahy	anger	0.453
disagreeing	tsy manaiky	anger	0.453
intense	mafy	anger	0.453
struggle	tolona	anger	0.453
suppress	hanafoanana	anger	0.453
disapproving	disapproving	anger	0.453
desist	hitsahatra	anger	0.453
bayonet	bayonet	anger	0.453
displeased	tezitra	anger	0.453
hysterical	toy ny adaladala kely	anger	0.453
unlawful	ara-dalàna	anger	0.451
wrongly	diso	anger	0.448
repellent	ody	anger	0.442
wasted	rava	anger	0.441
foe	fahavalo	anger	0.441
dishonor	fahafaham-baraka	anger	0.441
wrongful	wrongful	anger	0.441
psychosis	psychosis	anger	0.441
aversion	tsy fitiavany maizina	anger	0.440
punitive	hanasazy	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	sarin'i	anger	0.439
schism	fisarahana	anger	0.439
ultimatum	safidy	anger	0.439
upset	tohina	anger	0.439
worthless	zava-poana	anger	0.438
deny	handà	anger	0.438
ransom	vidim-panavotana	anger	0.438
fugitive	mpandositra	anger	0.438
deleterious	zarizary	anger	0.438
stupidity	fahadalana	anger	0.438
abandonment	fandaozana	anger	0.438
mucked	mucked	anger	0.438
separatist	mpisintaka	anger	0.438
irritation	fahasosorana	anger	0.438
oblivion	hadino	anger	0.437
segregate	segregate	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	fandroahana	anger	0.435
collusion	tsikombakomba	anger	0.432
rob	mandroba	anger	0.431
infidelity	fanitsakitsaham-bady	anger	0.429
ravenous	mpihaza	anger	0.429
overrun	hanafotra	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	miaramila	anger	0.426
painful	maharary	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	tsy tena nino	anger	0.426
rejection	fandavana	anger	0.426
defense	fiarovana	anger	0.425
powerful	mahery	anger	0.424
censor	sivana	anger	0.424
indecency	ambony ny tsy fahamaontinana	anger	0.424
fraudulent	hosoka	anger	0.424
gonorrhea	angatra	anger	0.424
fallacious	fitaka	anger	0.424
concealment	fanafenana	anger	0.424
greed	fitiavam-bola tafahoatra	anger	0.424
disobedience	ny tsy fankatoavana	anger	0.424
fuss	Fuss	anger	0.424
enforce	hampihatra	anger	0.424
banger	banger	anger	0.424
commotion	tabataba	anger	0.424
defraud	manambaka	anger	0.424
discontent	tsy fahafaliana	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	Barb	anger	0.422
banishment	horoahina	anger	0.422
sedition	fikomiana	anger	0.422
misrepresented	vilana ny fomba fisainan'Andriamanitra	anger	0.422
snubbed	snubbed	anger	0.422
penetration	fidirana	anger	0.422
cracked	vaky	anger	0.422
annoyance	fahasorenana	anger	0.422
duel	Duel	anger	0.422
penitentiary	fonja	anger	0.422
sarcasm	esoeso	anger	0.422
deportation	fandroahana	anger	0.422
nettle	tsilo no	anger	0.422
scar	fahamaimaizana	anger	0.422
bang	Bang	anger	0.422
cur	ank	anger	0.422
blatant	miharihary	anger	0.420
force	force	anger	0.418
perverse	efa nivadika	anger	0.415
wring	nanolana	anger	0.415
bastion	dia natanjaka	anger	0.413
grim	mampalahelo	anger	0.413
sordid	maloto	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	miavona ny mpiasan'ny	anger	0.412
tiff	tiff	anger	0.412
moody	Moody	anger	0.412
hunting	mihaza	anger	0.411
indenture	indenture	anger	0.410
sham	mahamenatra	anger	0.409
squelch	squelch	anger	0.409
awful	mahatsiravina	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	mampiditra	anger	0.409
contradict	mifanohitra	anger	0.409
supremacy	fara tampony	anger	0.409
sneak	nanakorontana mangingina	anger	0.409
cantwin	cantwin	anger	0.409
reproach	fahafaham-baraka	anger	0.409
compulsion	tery	anger	0.409
inept	Nampahery	anger	0.409
blockade	sakana	anger	0.409
detainee	gadra	anger	0.409
forfeit	kanefa very	anger	0.409
disappoint	handiso fanantenana	anger	0.409
lying	ny lainga	anger	0.408
epidemic	areti-mifindra	anger	0.406
tremor	nangovitra	anger	0.406
rail	rail	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	mihitsy	anger	0.406
forsaken	nahafoy	anger	0.406
delusion	zava-poana	anger	0.406
wrongdoing	ratsy	anger	0.406
badger	badger	anger	0.406
antipathy	antipathy	anger	0.406
inequality	tsy fitoviana	anger	0.406
nuisance	nuisance	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	kevitra	anger	0.404
affront	tafintohina	anger	0.403
traumatic	fiantraikany	anger	0.402
libel	fanalam-baraka	anger	0.400
sodding	sodding	anger	0.400
annoys	manahirana	anger	0.400
watchout	Mitandrema	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	ankilabao	anger	0.397
barge	sambo	anger	0.396
howl	midradradradrà	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ady totohondry	anger	0.394
untoward	untoward	anger	0.394
extinguish	hamono	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	tsy fanajana	anger	0.394
illegal	tsy ara-dalàna	anger	0.394
rabble	Misy androvolahy	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	hosoka	anger	0.394
sue	Sue	anger	0.394
unfriendly	ninamana	anger	0.394
confiscate	haka	anger	0.394
brimstone	solifara	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	tsy miraika	anger	0.391
earthquake	horohoron-tany	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	faharavan'ny	anger	0.391
rigged	hosoka	anger	0.391
disagree	tsy miombon-kevitra	anger	0.389
lawsuit	fitoriana	anger	0.386
disused	disused	anger	0.382
immorality	fitondran-tena maloto	anger	0.382
despair	kivy	anger	0.382
difficulty	fahasarotana	anger	0.379
incurable	fanafany	anger	0.379
touchy	touchy	anger	0.379
coerce	manery	anger	0.379
sizzle	sizzle	anger	0.379
rifle	basy	anger	0.379
falsification	fanaovana hosoka	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	mafy	anger	0.379
picket	picket	anger	0.378
concussion	concussion	anger	0.377
pessimism	tena tafahoatra	anger	0.375
pitfall	fandrika	anger	0.375
infantile	infantile	anger	0.375
disillusionment	fahadisoam-panantenana	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milisy	anger	0.375
remand	remand	anger	0.375
faulty	diso	anger	0.375
cannon	Cannon	anger	0.375
rawr	rawr	anger	0.375
sly	fetsy	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	nahakivy	anger	0.371
inhibit	manakana	anger	0.371
vindicate	hanamarina	anger	0.371
schizophrenia	aretin-tsaina	anger	0.369
skewed	skewed	anger	0.368
disreputable	tsy mendri-pitokisana	anger	0.368
forbidding	nandrara	anger	0.368
conquest	handresy	anger	0.367
bark	hodi-kazo	anger	0.365
leukemia	voan'ny kanseran'ny ra	anger	0.365
barks	barks	anger	0.364
burke	Burke	anger	0.364
challenge	fanamby	anger	0.364
disapprove	mitsipaka	anger	0.364
unhappy	tsy sambatra	anger	0.364
retarded	nilaozan'ny toetr'andro	anger	0.364
warrior	mpiady	anger	0.364
belt	fehin-kibo	anger	0.364
controversial	mahabe resaka	anger	0.359
opinionated	hevitry ny	anger	0.359
paucity	paucity	anger	0.359
broken	tapaka	anger	0.359
litigate	litigate	anger	0.359
polemic	polemic	anger	0.359
aftermath	taorian'ilay	anger	0.359
disliked	Tsy nankafy	anger	0.359
loudness	loudness	anger	0.359
restriction	fameperana	anger	0.359
cad	CAD	anger	0.359
sectarian	sekta	anger	0.359
incompetence	tsy fahaizana	anger	0.359
interrupting	manapa-	anger	0.358
fussy	sarotiny	anger	0.357
wench	wench	anger	0.353
misbehavior	namela	anger	0.351
gruff	gruff	anger	0.351
remove	esory	anger	0.351
brat	brat	anger	0.351
scarcity	fahampian	anger	0.350
losing	very	anger	0.349
pest	Pest	anger	0.348
defect	kilema	anger	0.348
hardened	mafy fo	anger	0.348
deserted	foana	anger	0.348
lie	lainga	anger	0.348
retract	retract	anger	0.348
untrustworthy	azo itokisana	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	diso fanantenana	anger	0.348
disagreement	tsy fitovian-kevitra	anger	0.348
stigma	henatra	anger	0.348
ulcer	fery	anger	0.348
bias	fitongilanana	anger	0.345
negation	negation	anger	0.344
antisocial	tia miray hina	anger	0.344
evade	hanarahana ny diany	anger	0.344
shoddy	shoddy	anger	0.344
bothering	mandrebireby	anger	0.344
impotence	levitra	anger	0.344
shaky	mihozongozona	anger	0.344
misleading	mamitaka	anger	0.344
stripped	nesoriny ny akanjony	anger	0.344
disclaim	disclaim	anger	0.344
unsettled	mitebiteby	anger	0.344
anxiety	fanahiana	anger	0.344
stingy	kahihitra	anger	0.344
deterioration	fahasimban'ny	anger	0.344
pirate	Pirate	anger	0.344
unreliable	tsy azo antoka	anger	0.344
interminable	interminable	anger	0.343
disease	aretina	anger	0.341
meddle	mila ady	anger	0.341
warp	tenany	anger	0.340
averse	nisalasala	anger	0.338
infamous	nalaza ratsy	anger	0.338
alcoholism	fisotroan-toaka	anger	0.338
row	toerana	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	marary	anger	0.333
encumbrance	encumbrance	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	tsy ara-dalàna	anger	0.333
witchcraft	fanaovana ody ratsy	anger	0.333
interrupt	manapaka	anger	0.333
paralyzed	mararin'ny paralysisa	anger	0.333
sinner	mpanota	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	mieritreritra	anger	0.329
phony	sandoka	anger	0.328
spammers	spammers	anger	0.328
dashed	Nirohotra	anger	0.328
disqualified	nahafeno fepetra	anger	0.328
fib	fib	anger	0.328
hiss	Misitrisitra	anger	0.328
brrr	brrr	anger	0.328
resisting	manohitra	anger	0.328
victim	niharam-boina	anger	0.328
scapegoat	Azazela	anger	0.328
tighten	hanenjanana kokoa	anger	0.328
opponent	mpanohitra	anger	0.328
crusade	Kroazada	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	voarara	anger	0.328
inappropriate	tsy manara-penitra	anger	0.324
haye	Haye	anger	0.324
loss	very	anger	0.324
eschew	hiala amin'ny	anger	0.324
trickery	fitaka	anger	0.324
neglected	tsirambina	anger	0.324
canker	hanimba	anger	0.323
queues	filaharam-be	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	hampiely lainga	anger	0.318
criticism	tsikera	anger	0.318
shriek	shriek	anger	0.316
depreciate	depreciate	anger	0.315
poverty	fahantrana	anger	0.312
chaff	akofa	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	fandroahana	anger	0.312
mortality	fiainana an-tany	anger	0.312
deflate	deflate	anger	0.312
carelessness	tsirambina	anger	0.312
dumps	dumps	anger	0.312
revving	revving	anger	0.309
disallowed	nandrara	anger	0.308
thoughtless	voahevitra	anger	0.307
boisterous	sahiran-tsaina	anger	0.307
burial	fandevenana	anger	0.304
theocratic	teokratika	anger	0.303
wince	wince	anger	0.303
sullen	sady sosotra	anger	0.303
involution	involution	anger	0.300
senseless	tsy misy antony	anger	0.297
stalemate	stalemate	anger	0.297
depreciated	depreciated	anger	0.297
wasteful	simbasimba	anger	0.297
hoax	fanambakana	anger	0.297
misuse	fampiasana	anger	0.297
getyourown	getyourown	anger	0.297
taxed	hetra	anger	0.297
depressed	ketraka	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	nalemy	anger	0.295
displaced	nafindra	anger	0.294
limited	voafetra	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	mampihomehy	anger	0.289
teasing	ny hanihany	anger	0.288
sharpen	mandranitra	anger	0.288
react	fihetsiky	anger	0.288
presumptuous	sahisahy	anger	0.288
spine	hazondamosiko	anger	0.288
homeless	tsy manan-kialofana	anger	0.288
hoot	Hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	sakana	anger	0.287
myopia	myopia	anger	0.283
contraband	Contraband	anger	0.281
disconnects	disconnects	anger	0.281
spam	spam	anger	0.281
lagging	lagging	anger	0.281
shiver	Nangorintsina	anger	0.281
agh	agh	anger	0.281
restitution	famerenana amin'ny laoniny	anger	0.281
flexin	flexin	anger	0.281
incompatible	tsy mifanaraka	anger	0.281
delinquent	maditra	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	Troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	tsy rariny	anger	0.279
foray	foray	anger	0.279
nether	ambany	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturity	anger	0.273
bogus	sandoka	anger	0.273
uncaring	miraharaha	anger	0.273
shock	dona	anger	0.269
feisty	feisty	anger	0.269
defendant	voampanga	anger	0.266
latent	miseho	anger	0.266
rapping	rapping	anger	0.266
pry	midikiditra amin'ny fiainany	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	hitondra	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperative	anger	0.266
quandary	quandary	anger	0.266
inconvenient	manahirana	anger	0.266
feminism	ny vehivavy	anger	0.266
humbug	humbug	anger	0.266
interrupts	ka miato	anger	0.265
fluctuation	fluctuation	anger	0.265
exaggerate	manitatra	anger	0.263
lose	very	anger	0.261
patter	patter	anger	0.258
tease	mpandrangitra	anger	0.258
furnace	lafaoro lehibe	anger	0.258
stone	vato	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	miaramila	anger	0.258
incompetent	tsy mahavita azy	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	laza	anger	0.250
falsehood	lainga	anger	0.250
untrue	tsy marina	anger	0.250
mastery	fehezina	anger	0.250
tripping	zavatra mahasolafaka	anger	0.250
nonsense	misy dikany	anger	0.250
unfollow	unfollow	anger	0.250
noisy	mitabataba	anger	0.250
pouting	ny fiavonavonana	anger	0.250
cane	fambolena fary	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	balafomanga	anger	0.250
complicate	manasarotra	anger	0.250
socialist	sosialista	anger	0.250
lawyer	mpisolo vava	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	sorabaventy ranoray	anger	0.242
fenced	mimanda	anger	0.242
obstacle	vato misakana	anger	0.242
halter	tadin	anger	0.242
witch	mpamosavy	anger	0.242
vampire	Vampire	anger	0.242
detract	hanimba	anger	0.242
ringer	Ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hanoanana	anger	0.235
recession	ara-toekarena	anger	0.234
lava	ranoka volkano	anger	0.234
shell	akorandriaka	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ve ny Mitsabaka	anger	0.234
tariff	tariff	anger	0.234
failing	mahomby	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	politika	anger	0.234
undesirable	faniry	anger	0.231
darkness	haizina	anger	0.227
versus	mifampitaha amin'ny	anger	0.227
resign	hametra-pialana	anger	0.227
copycat	copycat	anger	0.227
soaked	vonton	anger	0.226
unfulfilled	tanteraka	anger	0.225
abandoned	nandao	anger	0.222
bankruptcy	Tsy niraharaha	anger	0.221
owing	Noho	anger	0.221
unattainable	tsy miraharaha	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	fifanjevoana	anger	0.219
mosquito	moka	anger	0.219
warden	mpiambina	anger	0.219
misconception	hevi-diso	anger	0.219
compress	hamintinana ireo	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	Fitaovana	anger	0.219
nosey	Nosy	anger	0.213
overpriced	overpriced	anger	0.212
harry	Harry	anger	0.212
shortage	tsy fahampian'ny	anger	0.212
adder	menarana	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	fananany	anger	0.206
desert	efitra	anger	0.206
pout	manjonotra	anger	0.203
uninvited	nasaina	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	tsy mahomby	anger	0.203
rook	rook	anger	0.203
unlucky	ratsy vintana	anger	0.203
unpaid	handraisam-bola	anger	0.203
backbone	hazondamosina	anger	0.203
sentence	didim-pitsarana	anger	0.203
powerless	tsy manan-kery	anger	0.203
court	fitsarana	anger	0.199
endless	tsy misy farany	anger	0.198
adverts	dokam-barotra	anger	0.197
delay	fahatarana	anger	0.197
misstatement	misstatement	anger	0.197
distracted	varimbariana	anger	0.197
misunderstanding	fahazoan-kevitra	anger	0.195
excite	manaitaitra	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	tselatra	anger	0.189
incase	raha toa ka	anger	0.188
preclude	hanakana ny	anger	0.188
insecure	hatoky tena	anger	0.188
mournful	fisaonana	anger	0.188
rating	Rating	anger	0.182
mistress	tompovavy	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	mpitory	anger	0.182
insist	mikiry	anger	0.182
distracting	mahavarimbariana	anger	0.182
opium	ôpiôma	anger	0.180
willful	an-tsitrapo	anger	0.176
deserve	mendrika	anger	0.176
insists	Manizingizina	anger	0.175
treat	hitondra	anger	0.175
misplace	hanary	anger	0.172
indecisive	misalasala	anger	0.172
gibberish	gibberish	anger	0.172
fleece	volon'ondriko	anger	0.172
fee	saran'ny	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	hanafaka	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonina	anger	0.172
mighty	mahery	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	Yelp	anger	0.168
unequal	mitovy	anger	0.167
insufficiency	ny tsy fahampian'ny	anger	0.167
hamstring	traingoy	anger	0.167
bargaining	varotra	anger	0.167
mule	mule	anger	0.167
insignificant	tsy misy dikany	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	tsy firaharahiana	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	tranon'akoho	anger	0.156
forearm	forearm	anger	0.156
uncertain	tsy azo antoka	anger	0.152
bee	renitantely	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	anjara	anger	0.152
disinformation	ny fandisoana vaovao	anger	0.152
attorney	mpisolovava	anger	0.152
underpaid	kely karama	anger	0.152
pretending	mody	anger	0.152
campaigning	fampielezan-kevitra	anger	0.151
hopelessness	fahaverezam-panantenana	anger	0.149
feeling	fihetseham-po	anger	0.147
legalized	ara-dalàna	anger	0.145
caution	fampitandremana	anger	0.145
subsidy	fanampiana	anger	0.141
